ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
PALU,PANW,2.007823,250,ols,0.052969,-0.016569,0.069538,200000,0.069538,False,False,False,True,False,False,False,False,True,False,False,False,0.720337,0.243606,0.342051,0.118375,0.242612,0.174068,0.173074,0.50195575,0.6023469,0.50195575,0.6023469,0.174068,net_decay_annual,0.069538,ETF_LS,3348.145071725756,-1667.5499143728086,3348.145071725756,-1667.5499143728086,3348.145071725756,0.0,-0.0,3348.145071725756,core_leveraged,0.5,1.0,5015.694986098564,0.103198853095248,2.0,1.0,0.0187901836089091,0.0010705859095194,primary,PALU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,3483.414515789433,2325.296330048639,-1158.1181857407944,2325.296330048639,-1158.1181857407944,haircut,haircut,-1532.280470309131,1.4398788784291083,normal,False,False,False,3483.414515789433,2325.296330048639,-1158.1181857407944,2026-03-27
QCMU,QCOM,2.002834,189,ols,0.031436,0.004964,0.026472,10000,0.026472,False,False,False,True,False,False,False,False,True,False,False,False,0.647626,0.233537,0.383313,0.147554,0.212041,0.207065,0.185569,0.5007085,0.6008502,0.5007085,0.6008502,0.207065,net_decay_annual,0.026472,ETF_LS,4547.696156512579,-2270.630594703595,4547.696156512579,-2270.630594703595,4547.696156512579,0.0,-0.0,4547.696156512579,core_leveraged,0.5,1.0,6818.326751216174,0.1229909001929379,1.0,1.0,0.0255433418331811,0.0014553525616256,primary,QCMU,False,,,1.0,0.0,,False,0.0,0.0,4346.127246478121,2898.7854198975906,-1447.3418265805308,2898.7854198975906,-1447.3418265805308,haircut,haircut,-2472.1995047380524,1.568828146194154,normal,False,False,False,4346.127246478121,2898.7854198975906,-1447.3418265805308,2026-03-27
SHPU,SHOP,2.013312,160,ols,0.076694,-0.0402939999999999,0.116988,45000,0.116988,False,False,False,True,False,False,False,False,True,False,False,False,1.02106,0.356169,0.57761,0.340325,0.350385,0.239181,0.233397,0.503328,0.6039936,0.503328,0.6039936,0.239181,net_decay_annual,0.116988,ETF_LS,5823.116321246333,-2892.306965461058,5823.116321246333,-2892.306965461058,5823.116321246333,0.0,-0.0,5823.116321246333,core_leveraged,0.5,1.0,8715.423286707392,0.1415120315494402,1.0,1.0,0.0326503912699,0.0018602824518052,primary,,False,,,1.0,0.0,,False,0.0,0.0,4694.058280639265,3136.284548400696,-1557.773732238568,3136.284548400696,-1557.773732238568,haircut,haircut,-4021.365006068127,1.856692602785595,normal,False,False,False,4694.058280639265,3136.284548400696,-1557.773732238568,2026-03-27
SOFA,SOFI,1.989919,30,ols,0.042866,-0.0064659999999999,0.049332,20000,0.049332,False,False,False,True,False,False,False,False,True,False,False,False,0.823121,0.355681,0.572691,0.323032,0.326919,0.306349,0.277587,0.49747975,0.5969757,0.5,0.5969757,0.306349,net_decay_annual,0.049332,ETF_LS,9083.086011088686,-4564.55062295937,9083.086011088686,-4564.55062295937,9083.086011088686,0.0,-0.0,9083.086011088686,core_leveraged,0.5,1.0,13647.636634048056,0.1828478752108497,1.0,1.0,0.0511278295215692,0.0029130494416324,primary,SOFA,False,,,1.0,0.0,,False,0.0,0.0,8538.06707175197,5682.448885522854,-2855.618186229115,5682.448885522854,-2855.618186229115,haircut,haircut,-5109.569562296087,1.5984457043211804,normal,False,False,False,8538.06707175197,5682.448885522854,-2855.618186229115,2026-03-27
YINN,FXI,2.972906,500,ols,0.018541,0.017859,0.000682,900000,0.000682,False,False,False,True,False,False,False,False,True,False,False,False,0.858827,0.369987,0.288189,0.243564,0.369987,0.369305,0.369305,0.7432265,0.8918718,0.7432265,0.8918718,0.369305,net_decay_annual,0.000682,ETF_LS,8362.70477128028,-2812.9731553168112,8362.70477128028,-2812.9731553168112,8362.70477128028,0.0,-0.0,8362.70477128028,core_leveraged,0.5,1.0,11175.67792659709,0.1631170296791236,1.0,1.0,0.0418671870551949,0.0023854168466589,primary,YINN,False,,,1.0,0.0,,False,0.0,0.0,9408.581569068432,7040.3952668834745,-2368.1863021849576,7040.3952668834745,-2368.1863021849576,haircut,haircut,-1767.0963575286587,1.1878175094254535,normal,False,False,False,9408.581569068432,7040.3952668834745,-2368.1863021849576,2026-03-27
MEXX,EWW,2.957005,500,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,0.738445,0.300107,0.249082,0.179514,0.300107,0.300107,0.300107,0.73925125,1.0,0.73925125,1.0,0.300107,net_decay_annual,,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,MEXX,False,,,1.0,0.0,,False,0.0,0.0,6575.5350661109205,4913.789613145629,-1661.7454529652905,4913.789613145629,-1661.7454529652905,haircut,haircut,6575.5350661109205,0.0,normal,False,False,False,6575.5350661109205,4913.789613145629,-1661.7454529652905,2026-03-27
KORU,EWY,2.92855,500,ols,0.11471,-0.07831,0.19302,80000,0.19302,False,False,False,True,False,False,False,False,True,False,False,False,0.894812,0.373229,0.305231,0.263094,0.373229,0.1802089999999999,0.1802089999999999,0.7321375,0.8785649999999999,0.7321375,0.8785649999999999,0.1802089999999999,net_decay_annual,0.19302,ETF_LS,2420.737471415274,-826.599331210078,2420.737471415274,-826.599331210078,2420.737471415274,0.0,-0.0,2420.737471415274,core_leveraged,0.5,1.0,3247.336802625352,0.0804983529077035,1.0,1.0,0.0121654237210227,0.0006931348564835,primary,KORU,False,,,1.0,0.0,,False,0.0,0.0,1572.4864790692604,1172.215010189073,-400.27146888018746,1172.215010189073,-400.27146888018746,haircut,haircut,-1674.8503235560916,2.0,normal,False,False,False,1572.4864790692604,1172.215010189073,-400.27146888018746,2026-03-27
LABU,XBI,2.988663,500,ols,0.187345,-0.150945,0.33829,40000,0.33829,False,False,False,False,True,False,False,True,False,True,False,False,0.778499,0.322265,0.260289,0.201335,0.322265,-0.0160249999999999,-0.0160249999999999,0.74716575,0.8965989,0.74716575,0.8965989,-0.0160249999999999,net_decay_annual,0.33829,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-27
SOXL,SOXX,2.960747,500,ols,0.033233,0.0031669999999999,0.030066,6400000,0.030066,False,False,False,True,False,False,False,False,True,False,False,False,1.120314,0.542373,0.378075,0.414905,0.542373,0.512307,0.512307,0.74018675,0.8882241,0.74018675,0.8882241,0.512307,net_decay_annual,0.030066,ETF_LS,14893.202496071952,-5030.217879498638,14893.202496071952,-5030.217879498638,14893.202496071952,0.0,-0.0,14893.202496071952,core_leveraged,0.5,1.0,19923.42037557059,0.2269756751247907,1.0,1.0,0.0746386548647867,0.0042525977322455,primary,SOXL,False,,,1.0,0.0,,False,0.0,0.0,16320.38885100136,12199.855817459616,-4120.533033541744,12199.855817459616,-4120.533033541744,haircut,haircut,-3603.031524569229,1.2207687302957957,normal,False,False,False,16320.38885100136,12199.855817459616,-4120.533033541744,2026-03-27
CWEB,KWEB,1.98717,500,ols,0.018259,0.018141,0.000118,550000,0.000118,False,False,False,True,False,False,False,False,True,False,False,False,0.705785,0.195632,0.354896,0.123538,0.195632,0.195514,0.195514,0.4967925,0.596151,0.5,0.596151,0.195514,net_decay_annual,0.000118,ETF_LS,4144.79416438889,-2085.7773438552763,4144.79416438889,-2085.7773438552763,4144.79416438889,0.0,-0.0,4144.79416438889,core_leveraged,0.5,1.0,6230.571508244166,0.1168158018548119,1.0,1.0,0.0233414477859648,0.0013298978672879,primary,CWEB,False,,,1.0,0.0,,False,0.0,0.0,4184.149849864546,2783.442876419933,-1400.7069734446136,2783.442876419933,-1400.7069734446136,haircut,haircut,-2046.42165837962,1.4890889981977746,normal,False,False,False,4184.149849864546,2783.442876419933,-1400.7069734446136,2026-03-27
NUGT,GDX,1.978758,500,ols,0.025257,0.011143,0.014114,200000,0.014114,False,False,False,True,False,False,False,False,True,False,False,False,0.769331,0.211916,0.388449,0.146119,0.211916,0.1978019999999999,0.1978019999999999,0.4946895,0.5936274,0.5,0.5936274,0.1978019999999999,net_decay_annual,0.014114,ETF_LS,0.0,-0.0,0.0,-0.0,23198.69194963731,0.0,-0.0,23198.69194963731,core_leveraged,0.5,1.0,0.0,0.1185594472084337,2.0,2.0,0.1154633884194791,0.0065786199475269,not_selected,GDXU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,29864.9097375089,19838.949341428084,-10025.960396080816,19838.949341428084,-10025.960396080816,haircut,haircut,29864.9097375089,0.0,normal,False,False,False,29864.9097375089,19838.949341428084,-10025.960396080816,2026-03-27
JNUG,GDXJ,1.974583,500,ols,0.0449329999999999,-0.0085329999999999,0.0534659999999999,85000,0.0534659999999999,False,False,False,True,False,False,False,False,True,False,False,False,0.858483,0.251523,0.433694,0.18098,0.251523,0.198057,0.198057,0.49364575,0.5923748999999999,0.5,0.5923748999999999,0.198057,net_decay_annual,0.0534659999999999,ETF_LS,4265.999362132622,-2160.455834033121,4265.999362132622,-2160.455834033121,4265.999362132622,0.0,-0.0,4265.999362132622,core_leveraged,0.5,1.0,6426.455196165744,0.1189004918596253,1.0,1.0,0.0240752823736417,0.0013717086864814,primary,JNUG,False,,,1.0,0.0,,False,0.0,0.0,3806.34677818588,2526.7231206224897,-1279.623657563389,2526.7231206224897,-1279.623657563389,haircut,haircut,-2620.108417979864,1.6883525255753546,normal,False,False,False,3806.34677818588,2526.7231206224897,-1279.623657563389,2026-03-27
GUSH,XOP,2.009564,500,ols,0.039605,-0.003205,0.04281,250000,0.04281,False,False,False,True,False,False,False,False,True,False,False,False,0.581728,0.144816,0.289247,0.084868,0.144816,0.102006,0.102006,0.502391,0.6028692,0.502391,0.6028692,0.102006,net_decay_annual,0.04281,ETF_LS,1313.022570828114,-653.3867897853036,1313.022570828114,-653.3867897853036,1313.022570828114,0.0,-0.0,1313.022570828114,core_leveraged,0.5,1.0,1966.4093606134168,0.0604365042720584,1.0,1.0,0.0073667144909352,0.000419724516673,primary,GUSH,False,,,1.0,0.0,,False,0.0,0.0,1094.872472078583,731.0747684648429,-363.7977036137405,731.0747684648429,-363.7977036137405,haircut,haircut,-871.5368885348339,1.7960168063046162,normal,False,False,False,1094.872472078583,731.0747684648429,-363.7977036137405,2026-03-27
URAA,URA,1.933148,438,ols,0.027824,0.008576,0.019248,60000,0.019248,False,False,False,True,False,False,False,False,True,False,False,False,0.880426,0.380351,0.438134,0.173141,0.380351,0.361103,0.361103,0.483287,0.5799444,0.5,0.5799444,0.361103,net_decay_annual,0.019248,ETF_LS,12458.412065894636,-6444.624035973777,12458.412065894636,-6444.624035973777,12458.412065894636,0.0,-0.0,12458.412065894636,core_leveraged,0.5,1.0,18903.036101868413,0.2202582925059149,1.0,1.0,0.0708160125574599,0.0040347995948491,primary,URAA,False,,,1.0,0.0,,False,0.0,0.0,12212.275286964044,8048.736561006797,-4163.538725957245,8048.736561006797,-4163.538725957245,haircut,haircut,-6690.76081490437,1.5478717648992406,normal,False,False,False,12212.275286964044,8048.736561006797,-4163.538725957245,2026-03-27
CRWU,CRWV,1.989027,167,ols,0.204506,-0.168106,0.372612,100000,0.372612,False,False,False,False,True,False,False,True,False,True,False,False,1.95474,1.127939,1.190771,1.394682,1.217912,0.755327,0.8453,0.49725675,0.5967081,0.5,0.5967081,0.755327,net_decay_annual,0.372612,ETF_LS,0.0,0.0,0.0,0.0,60414.00841829117,0.0,-0.0,60414.00841829117,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-27
GOOX,GOOGL,1.979746,500,ols,0.021751,0.014649,0.0071019999999999,50000,0.0071019999999999,False,False,False,True,False,False,False,False,True,False,False,False,0.594138,0.198439,0.298573,0.086456,0.198439,0.191337,0.191337,0.4949365,0.5939238,0.5,0.5939238,0.191337,net_decay_annual,0.0071019999999999,ETF_LS,4005.7013696568974,-2023.34105974044,4005.7013696568974,-2023.34105974044,4005.7013696568974,0.0,-0.0,4005.7013696568974,core_leveraged,0.5,1.0,6029.042429397337,0.1146414986382231,2.0,1.0,0.0225864639991593,0.0012868820553676,primary,GOOX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,4560.152796424337,3029.769738128651,-1530.383058295686,3029.769738128651,-1530.383058295686,haircut,haircut,-1468.8896329730003,1.322114126115417,normal,False,False,False,4560.152796424337,3029.769738128651,-1530.383058295686,2026-03-27
NFLU,NFLX,1.991885,373,ols,0.036882,-0.000482,0.037364,55000,0.037364,False,False,False,True,False,False,False,False,True,False,False,False,0.693364,0.23239,0.329946,0.107543,0.23239,0.195026,0.195026,0.49797125,0.5975655,0.5,0.5975655,0.195026,net_decay_annual,0.037364,ETF_LS,4117.153081855759,-2066.9632442915927,4117.153081855759,-2066.9632442915927,4117.153081855759,0.0,-0.0,4117.153081855759,core_leveraged,0.5,1.0,6184.116326147351,0.1163173013252546,1.0,1.0,0.0231674137979325,0.0013199821400527,primary,NFLU,False,,,1.0,0.0,,False,0.0,0.0,3817.2285673703177,2541.3678416504727,-1275.8607257198446,2541.3678416504727,-1275.8607257198446,haircut,haircut,-2366.887758777033,1.6200539781686634,normal,False,False,False,3817.2285673703177,2541.3678416504727,-1275.8607257198446,2026-03-27
ROBN,HOOD,2.011912,288,ols,0.1033259999999999,-0.066926,0.170252,80000,0.170252,False,False,False,True,False,False,False,False,True,False,False,False,1.524762,0.753006,0.704928,0.505838,0.753006,0.582754,0.582754,0.502978,0.6035736,0.502978,0.6035736,0.582754,net_decay_annual,0.170252,ETF_LS,27687.21159427022,-13761.6414605958,27687.21159427022,-13761.6414605958,27687.21159427022,0.0,-0.0,27687.21159427022,core_leveraged,0.5,1.0,41448.85305486602,0.344967774912961,3.0,1.0,0.1552788918461399,0.00884714045995,primary,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-41448.85305486602,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-27
RBLU,RBLX,2.017985,267,ols,0.074789,-0.038389,0.113178,10000,0.113178,False,False,False,True,False,False,False,False,True,False,False,False,1.120932,0.49652,0.522191,0.280084,0.49652,0.383342,0.383342,0.50449625,0.6053955,0.50449625,0.6053955,0.383342,net_decay_annual,0.113178,ETF_LS,13263.934571804291,-6572.860834844804,13263.934571804291,-6572.860834844804,13263.934571804291,0.0,-0.0,13263.934571804291,core_leveraged,0.5,1.0,19836.795406649097,0.2264112247824933,1.0,1.0,0.0743141337215229,0.0042341078776198,primary,,False,,,1.0,0.0,,False,0.0,0.0,11753.028131094492,7858.69859297734,-3894.329538117152,7858.69859297734,-3894.329538117152,haircut,haircut,-8083.767275554605,1.687802937709961,normal,False,False,False,11753.028131094492,7858.69859297734,-3894.329538117152,2026-03-27
SNOU,SNOW,2.015792,231,ols,0.009882,0.026518,0.0,3000,0.0,False,False,False,True,False,False,False,False,True,False,False,False,0.992757,0.354681,0.522081,0.279059,0.348379,0.354681,0.348379,0.503948,0.6047375999999999,0.503948,0.6047375999999999,0.354681,net_decay_annual,0.0,ETF_LS,11589.795967295951,-5749.499932183457,11589.795967295951,-5749.499932183457,11589.795967295951,0.0,-0.0,11589.795967295951,core_leveraged,0.5,1.0,17339.29589947941,0.2096542334258659,1.0,1.0,0.0649578083403056,0.0037010236711802,primary,SNOU,False,,,1.0,0.0,,False,0.0,0.0,11741.376169812818,7848.078432497771,-3893.297737315047,7848.078432497771,-3893.297737315047,haircut,haircut,-5597.919729666592,1.4767686213868945,normal,False,False,False,11741.376169812818,7848.078432497771,-3893.297737315047,2026-03-27
SMUP,SMR,2.055058,167,ols,0.1155569999999999,-0.079157,0.194714,5900000,0.194714,False,False,False,True,False,False,False,False,True,False,False,False,2.285453,4.580248,1.125994,1.374493,3.498942,4.385534,3.304228,0.5137645,0.6165173999999999,0.5137645,0.6165173999999999,4.385534,net_decay_annual,0.194714,ETF_LS,283632.9803558557,-138017.01964414422,283632.9803558557,-138017.01964414422,283632.9803558557,0.0,-0.0,283632.9803558557,core_leveraged,0.5,1.0,421650.0,2.555079512836527,1.0,1.0,5.163661141240768,0.09,preferred_wrapper,SMUP,False,,,1.0,0.0,,False,0.0,0.0,421649.9999999998,283632.98035585566,-138017.0196441442,283632.98035585566,-138017.0196441442,haircut,pair_cap,-1.1641532182693479e-10,1.0000000000000002,normal,False,False,False,421649.9999999998,283632.98035585566,-138017.0196441442,2026-03-27
