ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_underlying_annual,vol_etf_annual,gross_decay_annual,net_decay_annual,net_edge_p50_annual,edge_used_for_prod_replay,blended_gross_decay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
COIA,COIN,2.00006,118,ols,0.070486,-0.034186,0.104672,30000,0.104672,False,False,False,False,True,False,False,False,True,True,False,False,0.795909,1.431506,0.210777,0.1061049999999999,0.1061049999999999,net_decay_annual,,0.104672,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
BITU,IBIT,1.990652,479,ols,0.028778,0.007522,0.021256,45000,0.021256,False,False,False,True,False,False,False,True,False,False,False,False,0.514077,1.001412,0.165065,0.143809,0.143809,net_decay_annual,,0.021256,ETF_LS,0.0,-0.0,0.0,-0.0,57070.41971545424,0.0,-0.0,57070.41971545424,core_leveraged,0.5,1.0,0.0,0.0858103271929919,2.0,2.0,0.0136048646776941,0.0182666173413208,not_selected,BITX,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,69073.21969367648,45976.84482502694,-23096.37486864954,45976.84482502694,-23096.37486864954,haircut,haircut,69073.21969367648,0.0,normal,False,False,False,69073.21969367648,45976.84482502694,-23096.37486864954,2026-03-02
ETHT,ETHA,1.991443,402,ols,0.07167,-0.03537,0.10704,35000,0.10704,False,False,False,False,True,False,False,False,True,True,False,False,0.755929,1.484219,0.198653,0.091613,0.091613,net_decay_annual,,0.10704,ETF_LS,0.0,0.0,0.0,0.0,94927.33509096548,0.0,-0.0,94927.33509096548,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
UXRP,XRPZ,2.005123,65,ols,0.02582,0.01048,0.01534,500000,0.01534,False,False,False,True,False,False,False,True,False,False,False,False,0.903156,1.658064,0.164783,0.149443,0.149443,net_decay_annual,,0.01534,ETF_LS,60495.69066142533,-30170.563432480365,60495.69066142533,-30170.563432480365,60495.69066142533,0.0,-0.0,60495.69066142533,core_leveraged,0.5,1.0,90666.25409390568,0.0886890112631744,2.0,1.0,0.0144135902975802,0.0193524555163085,primary,UXRP,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,421649.9999999999,281339.6033872823,-140310.39661271765,281339.6033872823,-140310.39661271765,pair_cap,haircut,330983.7459060942,0.2150272835145398,normal,False,False,False,421649.9999999999,281339.6033872823,-140310.39661271765,2026-03-02
SOLT,SOEZ,2.019487,59,ols,0.016047,0.020253,0.0,100000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,0.837307,1.613231,0.187022,0.187022,0.187022,net_decay_annual,,0.0,ETF_LS,88953.84471339414,-44047.74317110937,88953.84471339414,-44047.74317110937,88953.84471339414,0.0,-0.0,88953.84471339414,core_leveraged,0.5,1.0,133001.5878845035,0.110398176657245,1.0,1.0,0.0211438138241525,0.0283888127821779,primary,,False,,,1.0,0.0,,False,0.0,0.0,62842.062437881934,42029.89718004776,-20812.16525783417,42029.89718004776,-20812.16525783417,haircut,haircut,-70159.52544662157,2.0,normal,False,False,False,62842.062437881934,42029.89718004776,-20812.16525783417,2026-03-02
TSLR,TSLA,2.000073,499,ols,0.0588239999999999,-0.022524,0.081348,60000,0.081348,False,False,False,False,True,False,False,False,True,True,False,False,0.628014,1.256347,0.112504,0.031156,0.031156,net_decay_annual,,0.081348,ETF_LS,0.0,0.0,0.0,0.0,64193.37644331247,0.0,-0.0,64193.37644331247,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
BULX,BULL,1.961583,123,ols,0.08068,-0.0443799999999999,0.12506,7000,0.12506,False,False,False,False,True,False,False,False,False,True,False,False,2.740254,1.127547,0.288015,0.162955,0.162955,net_decay_annual,,0.12506,ETF_LS,0.0,-0.0,0.0,-0.0,93352.44166921312,0.0,-0.0,93352.44166921312,core_leveraged,0.5,1.0,0.0,0.0983133905194181,2.0,2.0,0.0223450389803849,0.0300016417804436,not_selected,BULG,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,80663.41802232097,53426.82933906578,-27236.588683255195,53426.82933906578,-27236.588683255195,haircut,haircut,80663.41802232097,0.0,normal,False,False,False,80663.41802232097,53426.82933906578,-27236.588683255195,2026-03-02
ETRL,ETOR,1.998911,123,ols,0.077321,-0.041021,0.118342,1000,0.118342,False,False,False,False,True,False,False,False,True,True,False,False,0.677635,1.144938,0.204386,0.086044,0.086044,net_decay_annual,,0.118342,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
SMCL,SMCI,1.988082,301,ols,0.152858,-0.116558,0.269416,200000,0.269416,False,False,False,False,True,False,False,False,False,True,False,False,0.955829,1.660917,0.394992,0.125576,0.125576,net_decay_annual,,0.269416,ETF_LS,44989.05813177506,-22629.377526568354,44989.05813177506,-22629.377526568354,44989.05813177506,0.0,-0.0,44989.05813177506,core_leveraged,0.5,1.0,67618.43565834341,0.0750033955732476,1.0,1.0,0.0107495830492038,0.0144329638545023,primary,,False,,,1.0,0.0,,False,0.0,0.0,8249.84419171563,5488.927927799302,-2760.9162639163287,5488.927927799302,-2760.9162639163287,haircut,haircut,-59368.59146662778,2.0,normal,False,False,False,8249.84419171563,5488.927927799302,-2760.9162639163287,2026-03-02
TSMU,TSM,1.992006,323,ols,0.060735,-0.024435,0.08517,30000,0.08517,False,False,False,False,True,False,False,False,True,True,False,False,0.406026,0.795927,0.158342,0.073172,0.073172,net_decay_annual,,0.08517,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
VRTL,VRT,1.983447,234,ols,0.028492,0.007808,0.020684,10000,0.020684,False,False,False,True,False,False,False,True,False,False,False,False,0.654981,1.264312,0.156578,0.135894,0.135894,net_decay_annual,,0.020684,ETF_LS,51774.00114612755,-26103.04240351648,51774.00114612755,-26103.04240351648,51774.00114612755,0.0,-0.0,51774.00114612755,core_leveraged,0.5,1.0,77877.04354964403,0.0813082908592924,1.0,1.0,0.0123804364758335,0.0166226346957617,primary,VRTL,False,,,1.0,0.0,,False,0.0,0.0,34034.515065300795,22626.73236787034,-11407.782697430452,22626.73236787034,-11407.782697430452,haircut,haircut,-43842.52848434324,2.0,normal,False,False,False,34034.515065300795,22626.73236787034,-11407.782697430452,2026-03-02
IOYY,IONQ,0.374839,79,ols,0.07422,-0.0379199999999999,0.1121399999999999,600,0.1121399999999999,False,False,False,False,True,False,False,False,True,True,True,False,1.083052,0.429482,0.519934,0.407794,0.407794,net_decay_annual,,0.1121399999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
RYLD,IWM,0.566629,499,ols,0.067026,-0.030726,0.097752,450000,0.097752,False,False,False,False,True,False,False,False,True,True,False,False,0.215122,0.14031,-0.012919,-0.110671,-0.110671,net_decay_annual,,0.097752,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
HIYY,HIMS,0.879104,109,ols,0.071361,-0.035061,0.1064219999999999,350000,0.1064219999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.971127,0.639546,-0.078459,-0.184881,-0.184881,net_decay_annual,,0.1064219999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
MSFO,MSFT,0.780032,499,ols,0.071129,-0.034829,0.105958,400000,0.105958,False,False,False,False,True,False,False,False,True,True,False,False,0.241441,0.198012,-0.010269,-0.116227,-0.116227,net_decay_annual,,0.105958,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
PLTY,PLTR,0.793291,348,ols,0.077349,-0.0410489999999999,0.118398,150000,0.118398,False,False,False,False,True,False,False,False,True,True,False,False,0.629186,0.542052,0.155745,0.0373469999999999,0.0373469999999999,net_decay_annual,,0.118398,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
PYPY,PYPL,0.805855,499,ols,0.065002,-0.028702,0.093704,150000,0.093704,False,False,False,False,True,False,False,False,True,True,False,False,0.37714,0.318164,0.001653,-0.092051,-0.092051,net_decay_annual,,0.093704,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
SMCY,SMCI,0.742106,366,ols,0.073066,-0.036766,0.109832,7000,0.109832,False,False,False,False,True,False,False,False,True,True,False,False,0.955829,0.746399,0.240412,0.1305799999999999,0.1305799999999999,net_decay_annual,,0.109832,ETF_LS,0.0,0.0,0.0,0.0,44989.05813177506,0.0,-0.0,44989.05813177506,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
SNOY,SNOW,0.793448,430,ols,0.072117,-0.035817,0.107934,500000,0.107934,False,False,False,False,True,False,False,False,True,True,False,False,0.518317,0.43752,0.013502,-0.094432,-0.094432,net_decay_annual,,0.107934,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
TSLW,TSLA,1.19444,258,ols,0.064886,-0.028586,0.093472,95000,0.093472,False,False,False,False,True,False,False,False,True,True,False,False,0.628014,0.729922,0.049285,-0.044187,-0.044187,net_decay_annual,,0.093472,ETF_LS,0.0,0.0,0.0,0.0,64193.37644331247,0.0,-0.0,64193.37644331247,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
TWM,IWM,-2.002396,499,ols,0.0737319999999999,-0.037432,0.1111639999999999,200000,0.1111639999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.215122,0.431095,0.021128,-0.0900359999999999,-0.0900359999999999,net_decay_annual,,0.1111639999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
TSXD,SOXX,-1.938655,102,ols,0.06508,-0.02878,0.09386,100,0.09386,False,False,False,False,True,False,False,False,True,True,True,False,0.375113,0.753984,-0.07554,-0.1694,-0.1694,net_decay_annual,,0.09386,ETF_LS,0.0,0.0,0.0,0.0,31961.89646604683,0.0,-0.0,31961.89646604683,inverse_decay_bucket4,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
REW,XLK,-1.999762,499,ols,0.072452,-0.036152,0.108604,4000,0.108604,False,False,False,False,True,False,False,False,True,True,False,False,0.253346,0.508391,0.076839,-0.031765,-0.031765,net_decay_annual,,0.108604,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
SKF,XLF,-2.000975,499,ols,0.073468,-0.037168,0.110636,40000,0.110636,False,False,False,False,True,False,False,False,True,True,False,False,0.174548,0.350272,-0.032011,-0.142647,-0.142647,net_decay_annual,,0.110636,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-02
APLZ,APLD,-1.98059,26,ols_short_history,,,,0,0.0,False,True,False,False,True,False,False,False,False,True,True,False,1.322394,2.634052,5.951133,,5.951133,net_decay_annual,,,ETF_LS,-210.663488111963,-236.3644594253485,-210.663488111963,-236.3644594253485,0.0,-210.663488111963,0.0,-210.663488111963,inverse_decay_bucket4,,,447.0279475373116,,,,,,,,False,,,1.0,0.0,,False,0.0,0.0,447.0279475373115,-210.66348811196295,-236.3644594253485,-210.66348811196295,-236.3644594253485,pair_cap,pair_cap,-5.684341886080803e-14,1.0000000000000002,normal,False,False,False,447.0279475373115,-210.66348811196295,-236.3644594253485,2026-03-02
