ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,keep_open,_plan_date
UNHG,UNH,1.997038,157,ols,0.04729,-0.01099,0.05828,350000,0.05828,False,False,False,True,False,False,False,True,False,False,False,False,0.877394,0.346669,0.415351,0.171751,0.280728,0.288389,0.2224479999999999,0.4992595,0.5991114,0.5,0.5991114,0.288389,net_decay_annual,0.05828,ETF_LS,6914.501898851232,-3462.3787323281936,6914.501898851232,-3462.3787323281936,6914.501898851232,0.0,-0.0,6914.501898851232,core_leveraged,0.5,1.0,10376.880631179429,1.0,0.0,,False,0.0,0.0,10341.239255290777,6890.752723157792,-3450.4865321329844,6890.752723157792,-3450.4865321329844,haircut,haircut,-35.641375888650145,1.0034465285067662,False,2026-03-06
XYZG,XYZ,1.999493,230,ols,0.121966,-0.0856659999999999,0.2076319999999999,10000,0.2076319999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.081443,0.453041,0.511004,0.260927,0.436269,0.245409,0.228637,0.49987325,0.5998479,0.5,0.5998479,0.245409,net_decay_annual,0.2076319999999999,ETF_LS,3764.203080344938,-1882.5787738916504,3764.203080344938,-1882.5787738916504,3764.203080344938,0.0,-0.0,3764.203080344938,core_leveraged,0.5,1.0,5646.7818542365885,1.0,0.0,,False,0.0,0.0,5627.386904850418,3751.2742068543175,-1876.112697996101,3751.2742068543175,-1876.112697996101,haircut,haircut,-19.394949386170083,1.0034465285067662,False,2026-03-06
CRCA,CRCL,1.97779,145,ols,0.214739,-0.178439,0.393178,800000,0.393178,False,False,False,False,True,False,False,False,True,True,False,False,1.917637,1.077782,1.205276,1.404652,1.216572,0.684604,0.823394,0.4944475,0.593337,0.5,0.593337,0.684604,net_decay_annual,0.393178,ETF_LS,0.0,0.0,0.0,0.0,47324.304704024544,0.0,-0.0,47324.304704024544,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
NVDB,NVDA,1.988739,122,ols,0.02906,0.00724,0.02182,100000,0.02182,False,False,False,True,False,False,False,True,False,False,False,False,0.720842,0.23443,0.497821,0.243655,0.239189,0.21261,0.217369,0.49718475,0.5966217,0.5,0.5966217,0.21261,net_decay_annual,0.02182,ETF_LS,4250.781135149216,-2137.425340956866,4250.781135149216,-2137.425340956866,28813.23926269043,0.0,-0.0,28813.23926269043,core_leveraged,0.5,1.0,6388.206476106082,1.0,0.0,,False,0.0,0.0,6366.2649624314345,4236.181016515972,-2130.083945915463,4236.181016515972,-2130.083945915463,haircut,haircut,-21.941513674647467,1.0034465285067664,False,2026-03-06
PLTA,PLTR,1.990839,122,ols,0.05607,-0.01977,0.07584,35000,0.07584,False,False,False,True,False,False,False,True,False,False,False,False,1.027427,0.409667,0.624939,0.385198,0.397044,0.333827,0.321204,0.49770975,0.5972516999999999,0.5,0.5972516999999999,0.333827,net_decay_annual,0.07584,ETF_LS,8840.64208102483,-4440.661490469511,8840.64208102483,-4440.661490469511,46560.82700576572,0.0,-0.0,46560.82700576572,core_leveraged,0.5,1.0,13281.303571494342,1.0,0.0,,False,0.0,0.0,13235.686401006653,8810.277209469878,-4425.4091915367735,8810.277209469878,-4425.4091915367735,haircut,haircut,-45.61717048768878,1.0034465285067664,False,2026-03-06
COIA,COIN,1.999607,122,ols,0.0701799999999999,-0.03388,0.1040599999999999,30000,0.1040599999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.478242,0.754646,0.797827,0.636153,0.693519,0.6505860000000001,0.589459,0.49990175,0.5998821,0.5,0.5998821,0.6505860000000001,net_decay_annual,0.1040599999999999,ETF_LS,29257.36991885594,-14631.560060979951,29257.36991885594,-14631.560060979951,91965.7264821816,0.0,-0.0,91965.7264821816,core_leveraged,0.5,1.0,43888.92997983589,1.0,0.0,,False,0.0,0.0,43738.1850781299,29156.87990110841,-14581.30517702149,29156.87990110841,-14581.30517702149,haircut,haircut,-150.74490170599165,1.0034465285067662,False,2026-03-06
BITU,IBIT,1.992377,483,ols,0.037288,-0.000988,0.038276,15000,0.038276,False,False,False,True,False,False,False,True,False,False,False,False,1.005863,0.414718,0.509588,0.256718,0.414718,0.3764419999999999,0.3764419999999999,0.49809425,0.5977131,0.5,0.5977131,0.3764419999999999,net_decay_annual,0.038276,ETF_LS,11548.469684439411,-5796.327544656164,11548.469684439411,-5796.327544656164,24617.88526927461,0.0,-0.0,24617.88526927461,core_leveraged,0.5,1.0,17344.797229095577,1.0,0.0,,False,0.0,0.0,17285.22321454084,11508.804262470016,-5776.418952070826,11508.804262470016,-5776.418952070826,haircut,haircut,-59.57401455473519,1.0034465285067664,False,2026-03-06
ETHT,ETHA,1.991435,406,ols,0.077905,-0.0416049999999999,0.11951,300000,0.11951,False,False,False,True,False,False,False,True,False,False,False,False,1.486117,0.782487,0.756839,0.565467,0.782487,0.662977,0.662977,0.49785875,0.5974305,0.5,0.5974305,0.662977,net_decay_annual,0.11951,ETF_LS,30011.189846325826,-15070.13276673646,30011.189846325826,-15070.13276673646,108535.2748761118,0.0,-0.0,108535.2748761118,core_leveraged,0.5,1.0,45081.32261306228,1.0,0.0,,False,0.0,0.0,44926.48221141192,29908.110690248355,-15018.37152116356,29908.110690248355,-15018.37152116356,haircut,haircut,-154.84040165036276,1.0034465285067664,False,2026-03-06
UXRP,XRPZ,2.00327,69,ols,0.02553,0.01077,0.01476,450000,0.01476,False,False,False,True,False,False,False,True,False,False,False,False,1.652707,1.07807,0.893705,0.802631,0.878049,1.06331,0.863289,0.5008175,0.600981,0.5008175,0.600981,1.06331,net_decay_annual,0.01476,ETF_LS,73730.73331640847,-36805.19017227257,73730.73331640847,-36805.19017227257,261465.62380388225,0.0,-0.0,261465.62380388225,core_leveraged,0.5,1.0,110535.92348868104,1.0,0.0,,False,0.0,0.0,110156.26677504188,73477.49104890275,-36678.77572613914,73477.49104890275,-36678.77572613914,haircut,haircut,-379.6567136391386,1.0034465285067664,False,2026-03-06
SOLT,SOEZ,2.020827,63,ols,0.038473,-0.002173,0.040646,60000,0.040646,False,False,False,True,False,False,False,True,False,False,False,False,1.616145,0.953173,0.838865,0.725831,0.782667,0.912527,0.742021,0.50520675,0.6062481000000001,0.50520675,0.6062481000000001,0.912527,net_decay_annual,0.040646,ETF_LS,55458.877695220894,-27443.654353005422,55458.877695220894,-27443.654353005422,55458.877695220894,0.0,-0.0,55458.877695220894,core_leveraged,0.5,1.0,82902.5320482263,1.0,0.0,,False,0.0,0.0,82617.7874884813,55268.39360115135,-27349.393887329963,55268.39360115135,-27349.393887329963,haircut,haircut,-284.7445597449987,1.0034465285067662,False,2026-03-06
TSLR,TSLA,1.999919,501,ols,0.061383,-0.025083,0.086466,150000,0.086466,False,False,False,True,False,False,False,True,False,False,False,False,1.2538,0.487164,0.62679,0.392818,0.487164,0.400698,0.400698,0.49997975,0.5999757,0.5,0.5999757,0.400698,net_decay_annual,0.086466,ETF_LS,12210.147453276026,-6105.320992138195,12210.147453276026,-6105.320992138195,41591.15363119545,0.0,-0.0,41591.15363119545,core_leveraged,0.5,1.0,18315.46844541422,1.0,0.0,,False,0.0,0.0,18252.56047541423,12168.209372796384,-6084.351102617848,12168.209372796384,-6084.351102617848,haircut,haircut,-62.90796999998929,1.0034465285067662,False,2026-03-06
AAPB,AAPL,1.990179,501,ols,0.021901,0.014399,0.007502,95000,0.007502,False,False,False,True,False,False,False,True,False,False,False,False,0.566464,0.164057,0.284287,0.079632,0.164057,0.156555,0.156555,0.49754475,0.5970536999999999,0.5,0.5970536999999999,0.156555,net_decay_annual,0.007502,ETF_LS,2548.75728043988,-1280.667357277853,2548.75728043988,-1280.667357277853,3992.7066366482977,0.0,-0.0,3992.7066366482977,core_leveraged,0.5,1.0,3829.424637717733,1.0,0.0,,False,0.0,0.0,3816.271748347487,2540.003087391909,-1276.2686609555772,2540.003087391909,-1276.2686609555772,haircut,haircut,-13.152889370246612,1.0034465285067664,False,2026-03-06
AMDL,AMD,1.999163,493,ols,0.025195,0.011105,0.0140899999999999,700000,0.0140899999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.115822,0.413257,0.556394,0.309186,0.413257,0.399167,0.399167,0.49979075,0.5997489,0.5,0.5997489,0.399167,net_decay_annual,0.0140899999999999,ETF_LS,13161.0720457953,-6583.291130235653,13161.0720457953,-6583.291130235653,46227.59650950551,0.0,-0.0,46227.59650950551,core_leveraged,0.5,1.0,19744.36317603095,1.0,0.0,,False,0.0,0.0,19676.547394521003,13115.867833416454,-6560.679561104549,13115.867833416454,-6560.679561104549,haircut,haircut,-67.81578150994756,1.003446528506766,False,2026-03-06
AMZZ,AMZN,1.993639,493,ols,0.0298139999999999,0.006486,0.0233279999999999,45000,0.0233279999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.634089,0.182316,0.316667,0.099323,0.182316,0.158988,0.158988,0.49840975,0.5980917,0.5,0.5980917,0.158988,net_decay_annual,0.0233279999999999,ETF_LS,2503.179718332748,-1255.5832416664944,2503.179718332748,-1255.5832416664944,5099.981206792881,0.0,-0.0,5099.981206792881,core_leveraged,0.5,1.0,3758.7629599992415,1.0,0.0,,False,0.0,0.0,3745.852771639637,2494.5820701156267,-1251.2707015240103,2494.5820701156267,-1251.2707015240103,haircut,haircut,-12.9101883596054,1.0034465285067662,False,2026-03-06
AVGU,AVGO,1.989435,162,ols,0.1022199999999999,-0.0659199999999999,0.1681399999999999,10000,0.1681399999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.891167,0.276574,0.536085,0.282849,0.278815,0.108434,0.110675,0.49735875,0.5968305,0.5,0.5968305,0.108434,net_decay_annual,0.1681399999999999,ETF_LS,580.325051821402,-291.7034493820617,580.325051821402,-291.7034493820617,14046.955774190958,0.0,-0.0,14046.955774190958,core_leveraged,0.5,1.0,872.0285012034637,1.0,0.0,,False,0.0,0.0,869.0333529790906,578.3318147355461,-290.7015382435445,578.3318147355461,-290.7015382435445,haircut,haircut,-2.9951482243731107,1.0034465285067662,False,2026-03-06
BABX,BABA,2.005745,501,ols,0.015345,0.0209549999999999,0.0,1100000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,0.882705,0.28147,0.439944,0.195222,0.28147,0.28147,0.28147,0.50143625,0.6017235,0.50143625,0.6017235,0.28147,net_decay_annual,0.0,ETF_LS,7242.996854290504,-3611.125469234875,7242.996854290504,-3611.125469234875,7242.996854290504,0.0,-0.0,7242.996854290504,core_leveraged,0.5,1.0,10854.12232352538,1.0,0.0,,False,0.0,0.0,10816.841770011852,7218.119400013116,-3598.722369998736,7218.119400013116,-3598.722369998736,haircut,haircut,-37.28055351352669,1.0034465285067664,False,2026-03-06
BULX,BULL,1.972386,127,ols,0.084562,-0.048262,0.132824,1000,0.132824,False,False,False,True,False,False,False,True,False,False,False,False,1.132601,0.597037,0.582703,0.325608,0.4624,0.464213,0.329576,0.4930965,0.5917158,0.5,0.5917158,0.464213,net_decay_annual,0.132824,ETF_LS,15373.956199661385,-7794.59811601856,15373.956199661385,-7794.59811601856,29692.66814646642,0.0,-0.0,29692.66814646642,core_leveraged,0.5,1.0,23168.554315679947,1.0,0.0,,False,0.0,0.0,23088.97749654602,15321.151414554644,-7767.826081991376,15321.151414554644,-7767.826081991376,haircut,haircut,-79.57681913392662,1.0034465285067662,False,2026-03-06
CONL,COIN,1.987095,501,ols,0.081087,-0.044787,0.125874,1100000,0.125874,False,False,False,True,False,False,False,True,False,False,False,False,1.585649,0.777553,0.797827,0.624259,0.777553,0.651679,0.651679,0.49677375,0.5961285,0.5,0.5961285,0.651679,net_decay_annual,0.125874,ETF_LS,28976.39648285247,-14582.29047068835,28976.39648285247,-14582.29047068835,91965.7264821816,0.0,-0.0,91965.7264821816,core_leveraged,0.5,1.0,43558.68695354082,1.0,0.0,,False,0.0,0.0,43409.076334501566,28876.871521965782,-14532.20481253578,28876.871521965782,-14532.20481253578,haircut,haircut,-149.61061903925292,1.0034465285067662,False,2026-03-06
CRWL,CRWD,1.99637,327,ols,0.089707,-0.053407,0.143114,35000,0.143114,False,False,False,True,False,False,False,True,False,False,False,False,0.933807,0.386392,0.465685,0.215683,0.386392,0.243278,0.243278,0.4990925,0.598911,0.5,0.598911,0.243278,net_decay_annual,0.143114,ETF_LS,4256.375810760015,-2132.057589905686,4256.375810760015,-2132.057589905686,4256.375810760015,0.0,-0.0,4256.375810760015,core_leveraged,0.5,1.0,6388.433400665701,1.0,0.0,,False,0.0,0.0,6366.491107575367,4241.756476146215,-2124.7346314291512,4241.756476146215,-2124.7346314291512,haircut,haircut,-21.94229309033381,1.0034465285067664,False,2026-03-06
DLLL,DELL,1.985729,264,ols,0.142241,-0.105941,0.248182,10000,0.248182,False,False,False,True,False,False,False,True,False,False,False,False,1.10827,0.388746,0.541375,0.286843,0.388746,0.1405639999999999,0.1405639999999999,0.49643225,0.5957187,0.5,0.5957187,0.1405639999999999,net_decay_annual,0.248182,ETF_LS,778.7999244244251,-392.1984945702183,778.7999244244251,-392.1984945702183,778.7999244244251,0.0,-0.0,778.7999244244251,core_leveraged,0.5,1.0,1170.998418994643,1.0,0.0,,False,0.0,0.0,1166.9764015599435,776.1249875300891,-390.85141402985454,776.1249875300891,-390.85141402985454,haircut,haircut,-4.022017434699592,1.003446528506766,False,2026-03-06
ETRL,ETOR,1.998158,127,ols,0.081264,-0.044964,0.126228,1000,0.126228,False,False,False,True,False,False,False,True,False,False,False,False,1.136525,0.459789,0.673575,0.45245,0.456149,0.333561,0.329921,0.4995395,0.5994474,0.5,0.5994474,0.333561,net_decay_annual,0.126228,ETF_LS,8205.791152953943,-4106.677826755414,8205.791152953943,-4106.677826755414,8205.791152953943,0.0,-0.0,8205.791152953943,core_leveraged,0.5,1.0,12312.468979709358,1.0,0.0,,False,0.0,0.0,12270.179456429634,8177.606798007485,-4092.572658422149,8177.606798007485,-4092.572658422149,haircut,haircut,-42.28952327972365,1.0034465285067664,False,2026-03-06
INTW,INTC,1.988638,265,ols,0.038742,-0.002442,0.041184,100000,0.041184,False,False,False,True,False,False,False,True,False,False,False,False,1.360259,0.544071,0.617588,0.374939,0.544071,0.502887,0.502887,0.4971595,0.5965914,0.5,0.5965914,0.502887,net_decay_annual,0.041184,ETF_LS,19355.85005016252,-9733.219444746865,19355.85005016252,-9733.219444746865,19355.85005016252,0.0,-0.0,19355.85005016252,core_leveraged,0.5,1.0,29089.069494909378,1.0,0.0,,False,0.0,0.0,28989.15753707072,19289.368691091146,-9699.78884597958,19289.368691091146,-9699.78884597958,haircut,haircut,-99.91195783865624,1.0034465285067664,False,2026-03-06
ISUL,ISRG,2.001081,103,ols,0.024548,0.011752,0.012796,9000,0.012796,False,False,False,True,False,False,False,True,False,False,False,False,0.669554,0.184381,0.312937,0.098088,0.133359,0.171585,0.120563,0.50027025,0.6003243,0.50027025,0.6003243,0.171585,net_decay_annual,0.012796,ETF_LS,2950.320642663694,-1474.3634278990671,2950.320642663694,-1474.3634278990671,2950.320642663694,0.0,-0.0,2950.320642663694,core_leveraged,0.5,1.0,4424.684070562761,1.0,0.0,,False,0.0,0.0,4409.486649126341,2940.1872036510804,-1469.2994454752609,2940.1872036510804,-1469.2994454752609,haircut,haircut,-15.197421436419972,1.0034465285067664,False,2026-03-06
FBL,META,1.998115,501,ols,0.02913,0.0071699999999999,0.02196,850000,0.02196,False,False,False,True,False,False,False,True,False,False,False,False,0.706692,0.220147,0.353522,0.124625,0.220147,0.198187,0.198187,0.49952875,0.5994345,0.5,0.5994345,0.198187,net_decay_annual,0.02196,ETF_LS,3737.948414663347,-1870.737377309788,3737.948414663347,-1870.737377309788,4843.5177271076855,0.0,-0.0,4843.5177271076855,core_leveraged,0.5,1.0,5608.685791973135,1.0,0.0,,False,0.0,0.0,5589.421690779525,3725.109717830014,-1864.311972949512,3725.109717830014,-1864.311972949512,haircut,haircut,-19.26410119360935,1.0034465285067662,False,2026-03-06
MVLL,MRVL,1.993073,250,ols,0.1108649999999999,-0.074565,0.1854299999999999,250000,0.1854299999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.255691,0.556597,0.636139,0.400478,0.555358,0.371167,0.369928,0.49826825,0.5979219,0.5,0.5979219,0.371167,net_decay_annual,0.1854299999999999,ETF_LS,9330.58900065754,-4681.508906426177,9330.58900065754,-4681.508906426177,9330.58900065754,0.0,-0.0,9330.58900065754,core_leveraged,0.5,1.0,14012.097907083718,1.0,0.0,,False,0.0,0.0,13963.970684053478,9298.541312951107,-4665.429371102367,9298.541312951107,-4665.429371102367,haircut,haircut,-48.1272230302402,1.0034465285067664,False,2026-03-06
MULL,MU,1.997473,327,ols,0.0945989999999999,-0.058299,0.1528979999999999,300000,0.1528979999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.281977,0.584141,0.605907,0.365733,0.584141,0.431243,0.431243,0.49936825,0.5992419,0.5,0.5992419,0.431243,net_decay_annual,0.1528979999999999,ETF_LS,13013.166637370065,-6514.81478716862,13013.166637370065,-6514.81478716862,32756.490538702863,0.0,-0.0,32756.490538702863,core_leveraged,0.5,1.0,19527.98142453868,1.0,0.0,,False,0.0,0.0,19460.90884742844,12968.47043432899,-6492.438413099447,12968.47043432899,-6492.438413099447,haircut,haircut,-67.07257711024431,1.0034465285067664,False,2026-03-06
NBIL,NBIS,1.998665,103,ols,0.1020379999999999,-0.065738,0.1677759999999999,550000,0.1677759999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.879013,0.982924,1.112471,1.235115,1.132037,0.815148,0.964261,0.49966625,0.5995995,0.5,0.5995995,0.815148,net_decay_annual,0.1677759999999999,ETF_LS,42517.43091595028,-21272.915128823628,42517.43091595028,-21272.915128823628,154421.9689688023,0.0,-0.0,154421.9689688023,core_leveraged,0.5,1.0,63790.34604477391,1.0,0.0,,False,0.0,0.0,63571.24593345362,42371.39668938881,-21199.84924406481,42371.39668938881,-21199.84924406481,haircut,haircut,-219.10011132029467,1.0034465285067662,False,2026-03-06
NOWL,NOW,1.993915,162,ols,0.1156659999999999,-0.079366,0.1950319999999999,150000,0.1950319999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.771142,0.299922,0.397866,0.156855,0.248827,0.10489,0.053795,0.49847875,0.5981745,0.5,0.5981745,0.10489,net_decay_annual,0.1950319999999999,ETF_LS,432.1165502697979,-216.7176385501879,432.1165502697979,-216.7176385501879,432.1165502697979,0.0,-0.0,432.1165502697979,core_leveraged,0.5,1.0,648.8341888199858,1.0,0.0,,False,0.0,0.0,646.6056440351826,430.6323635528769,-215.97328048230585,430.6323635528769,-215.97328048230585,haircut,haircut,-2.228544784803148,1.0034465285067662,False,2026-03-06
NVDL,NVDA,1.987679,501,ols,0.057369,-0.021069,0.078438,3600000,0.078438,False,False,False,True,False,False,False,True,False,False,False,False,0.989937,0.376503,0.497821,0.243264,0.376503,0.2980649999999999,0.2980649999999999,0.49691975,0.5963037,0.5,0.5963037,0.2980649999999999,net_decay_annual,0.078438,ETF_LS,7134.615630859628,-3589.4204400507465,7134.615630859628,-3589.4204400507465,28813.23926269043,0.0,-0.0,28813.23926269043,core_leveraged,0.5,1.0,10724.036070910375,1.0,0.0,,False,0.0,0.0,10687.202323445044,7110.110432567527,-3577.0918908775143,7110.110432567527,-3577.0918908775143,haircut,haircut,-36.83374746533264,1.0034465285067664,False,2026-03-06
PDDL,PDD,2.004867,162,ols,0.216444,-0.1801439999999999,0.3965879999999999,75000,0.3965879999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.594864,0.17268,0.480155,0.232235,0.19395,-0.2239079999999999,-0.2026379999999999,0.50121675,0.6014600999999999,0.50121675,0.6014600999999999,-0.2239079999999999,net_decay_annual,0.3965879999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
PTIR,PLTR,1.996853,376,ols,0.017113,0.019187,0.0,650000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.321476,0.510864,0.624939,0.388707,0.510864,0.510864,0.510864,0.49921325,0.5990559,0.5,0.5990559,0.510864,net_decay_annual,0.0,ETF_LS,20594.47188821264,-10313.464179993538,20594.47188821264,-10313.464179993538,46560.82700576572,0.0,-0.0,46560.82700576572,core_leveraged,0.5,1.0,30907.93606820617,1.0,0.0,,False,0.0,0.0,30801.776866177832,20523.73624617484,-10278.040620002994,20523.73624617484,-10278.040620002994,haircut,haircut,-106.15920202833875,1.0034465285067664,False,2026-03-06
RDTL,RDDT,1.982271,238,ols,0.1089509999999999,-0.072651,0.1816019999999999,40000,0.1816019999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.442879,0.662113,0.829285,0.669533,0.662525,0.4805109999999999,0.480923,0.49556775,0.5946813,0.5,0.5946813,0.4805109999999999,net_decay_annual,0.1816019999999999,ETF_LS,15598.692268555693,-7869.101787069324,15598.692268555693,-7869.101787069324,15598.692268555693,0.0,-0.0,15598.692268555693,core_leveraged,0.5,1.0,23467.794055625018,1.0,0.0,,False,0.0,0.0,23387.189440525108,15545.11558455256,-7842.07385597255,15545.11558455256,-7842.07385597255,haircut,haircut,-80.60461509991,1.0034465285067662,False,2026-03-06
SMCL,SMCI,1.988074,305,ols,0.163294,-0.126994,0.290288,35000,0.290288,False,False,False,True,False,False,False,True,False,False,False,False,1.656493,1.06296,0.955312,0.89636,1.06296,0.7726719999999999,0.7726719999999999,0.4970185,0.5964221999999999,0.5,0.5964221999999999,0.7726719999999999,net_decay_annual,0.290288,ETF_LS,35813.12562035574,-18013.98017395517,35813.12562035574,-18013.98017395517,35813.12562035574,0.0,-0.0,35813.12562035574,core_leveraged,0.5,1.0,53827.10579431091,1.0,0.0,,False,0.0,0.0,53642.22633209095,35690.118609159406,-17952.107722931545,35690.118609159406,-17952.107722931545,haircut,haircut,-184.8794622199639,1.0034465285067664,False,2026-03-06
TSMU,TSM,1.990341,327,ols,0.0617609999999999,-0.025461,0.087222,65000,0.087222,False,False,False,True,False,False,False,True,False,False,False,False,0.798892,0.30723,0.406164,0.162587,0.30723,0.220008,0.220008,0.49758525,0.5971023,0.5,0.5971023,0.220008,net_decay_annual,0.087222,ETF_LS,3933.212706457328,-1976.1501704769823,3933.212706457328,-1976.1501704769823,9392.606318517695,0.0,-0.0,9392.606318517695,core_leveraged,0.5,1.0,5909.36287693431,1.0,0.0,,False,0.0,0.0,5889.066042939093,3919.703337167713,-1969.3627057713795,3919.703337167713,-1969.3627057713795,haircut,haircut,-20.29683399521764,1.003446528506766,False,2026-03-06
UBRL,UBER,1.996358,376,ols,0.00419,0.032111,0.0,70000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,0.766184,0.229173,0.378867,0.142757,0.229173,0.229173,0.229173,0.4990895,0.5989074,0.5,0.5989074,0.229173,net_decay_annual,0.0,ETF_LS,5064.624423442082,-2536.9319648289943,5064.624423442082,-2536.9319648289943,5064.624423442082,0.0,-0.0,5064.624423442082,core_leveraged,0.5,1.0,7601.556388271076,1.0,0.0,,False,0.0,0.0,7575.447392880006,5047.229004796872,-2528.218388083135,5047.229004796872,-2528.218388083135,haircut,haircut,-26.108995391069584,1.0034465285067664,False,2026-03-06
VRTL,VRT,1.983718,238,ols,0.01683,0.01947,0.0,6000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.263055,0.512572,0.655214,0.418877,0.507367,0.512572,0.507367,0.4959295,0.5951154,0.5,0.5951154,0.512572,net_decay_annual,0.0,ETF_LS,20772.011245884347,-10471.25208617573,20772.011245884347,-10471.25208617573,20772.011245884347,0.0,-0.0,20772.011245884347,core_leveraged,0.5,1.0,31243.26333206008,1.0,0.0,,False,0.0,0.0,31135.9523845813,20700.665811057497,-10435.286573523805,20700.665811057497,-10435.286573523805,haircut,haircut,-107.31094747877796,1.0034465285067664,False,2026-03-06
FBYY,META,0.607146,91,ols,,,,0,0.0,False,True,True,False,True,False,True,False,True,True,True,False,0.265286,0.51787,0.353522,0.014905,0.196531,,,0.1517865,1.0,0.5,1.0,0.196531,net_decay_annual,,ETF_LS,0.0,0.0,0.0,0.0,4843.5177271076855,0.0,-0.0,4843.5177271076855,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
CVNY,CVNA,0.817394,274,ols,0.176345,-0.140045,0.31639,5000,0.31639,False,False,False,False,True,False,False,False,True,True,False,False,0.606177,0.024825,0.70846,0.037458,0.024825,-0.291565,-0.291565,0.2043485,0.2452181999999999,0.5,0.5,-0.291565,net_decay_annual,0.31639,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
DISO,DIS,0.757264,501,ols,0.178689,-0.142389,0.321078,20000,0.321078,False,False,False,False,True,False,False,False,True,True,False,False,0.220744,0.001823,0.275946,0.006998,0.001823,-0.3192549999999999,-0.3192549999999999,0.189316,0.2271792,0.5,0.5,-0.3192549999999999,net_decay_annual,0.321078,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
HOOY,HOOD,0.788737,207,ols,0.184172,-0.147872,0.332044,45000,0.332044,False,False,False,False,True,False,False,False,True,True,False,False,0.53829,0.113487,0.706279,0.04156,0.100643,-0.218557,-0.231401,0.19718425,0.2366211,0.5,0.5,-0.218557,net_decay_annual,0.332044,ETF_LS,0.0,0.0,0.0,0.0,53226.64076187997,0.0,-0.0,53226.64076187997,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
SCO,USO,-1.510837,501,ols,0.199078,-0.1627779999999999,0.3618559999999999,1300000,0.3618559999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.490507,-0.029423,0.314171,0.187214,-0.029423,-0.3912789999999999,-0.3912789999999999,0.37770925,0.4532510999999999,0.5,0.5,-0.3912789999999999,net_decay_annual,0.3618559999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
