ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,keep_open,_plan_date
GOOX,GOOGL,1.981928,501,ols,0.052951,-0.016651,0.069602,150000,0.069602,False,False,False,True,False,False,False,True,False,False,False,False,0.592891,0.196165,0.297648,0.086207,0.196165,0.126563,0.126563,0.495482,0.5945784,0.5,0.5945784,0.126563,net_decay_annual,0.069602,ETF_LS,1387.3904340826314,-700.0206032119388,1387.3904340826314,-700.0206032119388,4276.1549808797545,0.0,-0.0,4276.1549808797545,core_leveraged,0.5,1.0,2087.41103729457,1.0,0.0,,False,0.0,0.0,2080.2414259191837,1382.625176995942,-697.6162489232414,1382.625176995942,-697.6162489232414,haircut,haircut,-7.169611375386921,1.0034465285067664,False,2026-03-06
NFLU,NFLX,1.988892,359,ols,0.053411,-0.017111,0.070522,60000,0.070522,False,False,False,True,False,False,False,True,False,False,False,False,0.698911,0.232233,0.328664,0.106227,0.232233,0.161711,0.161711,0.497223,0.5966676,0.5,0.5966676,0.161711,net_decay_annual,0.070522,ETF_LS,2251.629822290447,-1132.1026090358084,2251.629822290447,-1132.1026090358084,3893.315898614396,0.0,-0.0,3893.315898614396,core_leveraged,0.5,1.0,3383.732431326256,1.0,0.0,,False,0.0,0.0,3372.1103568533977,2243.896170173719,-1128.2141866796785,2243.896170173719,-1128.2141866796785,haircut,haircut,-11.622074472858005,1.0034465285067666,False,2026-03-06
ROBN,HOOD,2.011848,274,ols,0.086612,-0.050312,0.136924,250000,0.136924,False,False,False,True,False,False,False,True,False,False,False,False,1.545975,0.771232,0.706279,0.50773,0.771232,0.6343080000000001,0.6343080000000001,0.502962,0.6035544,0.502962,0.6035544,0.6343080000000001,net_decay_annual,0.136924,ETF_LS,27209.66912080188,-13524.7141537541,27209.66912080188,-13524.7141537541,53226.64076187997,0.0,-0.0,53226.64076187997,core_leveraged,0.5,1.0,40734.38327455599,1.0,0.0,,False,0.0,0.0,40594.473265230205,27116.21232203845,-13478.260943191755,27116.21232203845,-13478.260943191755,haircut,haircut,-139.9100093257803,1.0034465285067664,False,2026-03-06
RBLU,RBLX,2.02081,253,ols,0.0595519999999999,-0.023252,0.0828039999999999,100000,0.0828039999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.122689,0.495904,0.519845,0.278733,0.495904,0.4131,0.4131,0.5052025,0.606243,0.5052025,0.606243,0.4131,net_decay_annual,0.0828039999999999,ETF_LS,12914.484446909695,-6390.7465060593,12914.484446909695,-6390.7465060593,12914.484446909695,0.0,-0.0,12914.484446909695,core_leveraged,0.5,1.0,19305.230952969,1.0,0.0,,False,0.0,0.0,19238.923454842385,12870.12718667511,-6368.796268167274,12870.12718667511,-6368.796268167274,haircut,haircut,-66.30749812661088,1.0034465285067664,False,2026-03-06
SNOU,SNOW,2.023048,217,ols,0.044791,-0.008491,0.0532819999999999,25000,0.0532819999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.99832,0.363662,0.517665,0.277313,0.351669,0.31038,0.298387,0.505762,0.6069144000000001,0.505762,0.6069144000000001,0.31038,net_decay_annual,0.0532819999999999,ETF_LS,7930.997925193086,-3920.321181303205,7930.997925193086,-3920.321181303205,7930.997925193086,0.0,-0.0,7930.997925193086,core_leveraged,0.5,1.0,11851.31910649629,1.0,0.0,,False,0.0,0.0,11810.613490419162,7903.757400003409,-3906.856090415753,7903.757400003409,-3906.856090415753,haircut,haircut,-40.70561607712807,1.0034465285067662,False,2026-03-06
DKUP,DKNG,1.982974,150,ols,0.059357,-0.0230569999999999,0.082414,500,0.082414,False,False,False,True,False,False,False,True,False,False,True,False,0.977456,0.409706,0.47571,0.220553,0.333144,0.327292,0.25073,0.4957435,0.5948922,0.5,0.5948922,0.327292,net_decay_annual,0.082414,ETF_LS,8456.598257903659,-4264.603700252075,8456.598257903659,-4264.603700252075,8456.598257903659,0.0,-0.0,8456.598257903659,core_leveraged,0.5,1.0,12721.201958155734,1.0,0.0,,False,0.0,0.0,12677.508563496864,8427.552458114496,-4249.956105382368,8427.552458114496,-4249.956105382368,haircut,haircut,-43.69339465886878,1.0034465285067666,False,2026-03-06
BULU,BULL,1.974246,150,ols,0.18738,-0.15108,0.33846,1000,0.33846,False,False,False,False,True,False,False,False,True,True,False,False,1.164812,0.777822,0.582703,0.326539,0.59516,0.439362,0.2567,0.4935615,0.5922738,0.5,0.5922738,0.439362,net_decay_annual,0.33846,ETF_LS,0.0,0.0,0.0,0.0,29692.66814646642,0.0,-0.0,29692.66814646642,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
GLXU,GLXY,2.010089,144,ols,0.094818,-0.058518,0.153336,100000,0.153336,False,False,False,True,False,False,False,True,False,False,False,False,1.877289,1.103589,0.907088,0.835302,0.988609,0.950253,0.8352729999999999,0.50252225,0.6030266999999999,0.50252225,0.6030266999999999,0.950253,net_decay_annual,0.153336,ETF_LS,56616.53026630217,-28166.180833934308,56616.53026630217,-28166.180833934308,56616.53026630217,0.0,-0.0,56616.53026630217,core_leveraged,0.5,1.0,84782.71110023647,1.0,0.0,,False,0.0,0.0,84491.50870689846,56422.06999365827,-28069.4387132402,56422.06999365827,-28069.4387132402,haircut,haircut,-291.20239333801146,1.0034465285067662,False,2026-03-06
AFRU,AFRM,1.962447,118,ols,0.136742,-0.100442,0.237184,400000,0.237184,False,False,False,True,False,False,False,True,False,False,False,False,1.222644,0.621351,0.761711,0.54793,0.58231,0.384167,0.345126,0.49061175,0.5887341,0.5,0.5887341,0.384167,net_decay_annual,0.237184,ETF_LS,9393.736016622686,-4786.746351174164,9393.736016622686,-4786.746351174164,9393.736016622686,0.0,-0.0,9393.736016622686,core_leveraged,0.5,1.0,14180.48236779685,1.0,0.0,,False,0.0,0.0,14131.77679621743,9361.471438444809,-4770.3053577726205,9361.471438444809,-4770.3053577726205,haircut,haircut,-48.7055715794213,1.0034465285067662,False,2026-03-06
KTUP,KTOS,2.021774,118,ols,0.168385,-0.132085,0.30047,25000,0.30047,False,False,False,False,True,False,False,False,True,True,False,False,1.536006,0.795191,0.544207,0.305904,0.535015,0.4947209999999999,0.234545,0.5054435,0.6065322000000001,0.5054435,0.6065322000000001,0.4947209999999999,net_decay_annual,0.30047,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
TTDU,TTD,1.998311,117,ols,0.191769,-0.155469,0.347238,10000,0.347238,False,False,False,False,True,False,False,False,True,True,False,False,1.009734,0.512428,0.615129,0.377426,0.440106,0.16519,0.092868,0.49957775,0.5994933,0.5,0.5994933,0.16519,net_decay_annual,0.347238,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
BMNU,BMNR,1.942245,110,ols,0.189934,-0.153634,0.343568,300000,0.343568,False,False,False,False,True,False,False,False,True,True,False,False,2.110634,1.791454,1.098494,1.104163,1.404171,1.447886,1.060603,0.48556125,0.5826735,0.5,0.5826735,1.447886,net_decay_annual,0.343568,ETF_LS,0.0,0.0,0.0,0.0,109893.72868733658,0.0,-0.0,109893.72868733658,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
SOLX,GSOL,1.976411,63,ols,0.087353,-0.0510529999999999,0.138406,700,0.138406,False,False,False,True,False,False,False,True,False,False,True,False,1.67957,0.8524,1.21639,1.427663,1.283847,0.713994,1.145441,0.49410275,0.5929232999999999,0.5,0.5929232999999999,0.713994,net_decay_annual,0.138406,ETF_LS,34063.01035433872,-17234.78079930678,34063.01035433872,-17234.78079930678,34063.01035433872,0.0,-0.0,34063.01035433872,core_leveraged,0.5,1.0,51297.79115364551,1.0,0.0,,False,0.0,0.0,51121.59910501858,33946.01444785309,-17175.584657165484,33946.01444785309,-17175.584657165484,haircut,haircut,-176.19204862693005,1.0034465285067664,False,2026-03-06
XRPK,XRPZ,1.963803,63,ols,0.102223,-0.065923,0.168146,100,0.168146,False,False,False,True,False,False,False,True,False,False,True,False,1.785024,1.210401,0.893705,0.755866,0.8695,1.042255,0.701354,0.49095075,0.5891409,0.5,0.5891409,1.042255,net_decay_annual,0.168146,ETF_LS,67202.66473030584,-34220.67525627868,67202.66473030584,-34220.67525627868,261465.62380388225,0.0,-0.0,261465.62380388225,core_leveraged,0.5,1.0,101423.33998658451,1.0,0.0,,False,0.0,0.0,101074.98217918306,66971.84435956986,-34103.1378196132,66971.84435956986,-34103.1378196132,haircut,haircut,-348.35780740146583,1.0034465285067664,False,2026-03-06
XRPT,XRPZ,2.020893,69,ols,0.082466,-0.046166,0.128632,40000,0.128632,False,False,False,True,False,False,False,True,False,False,False,False,1.640996,1.021984,0.893705,0.823914,0.878147,0.8933519999999999,0.7495149999999999,0.50522325,0.6062679,0.50522325,0.6062679,0.8933519999999999,net_decay_annual,0.128632,ETF_LS,51106.0754056635,-25288.85765137664,51106.0754056635,-25288.85765137664,261465.62380388225,0.0,-0.0,261465.62380388225,core_leveraged,0.5,1.0,76394.93305704014,1.0,0.0,,False,0.0,0.0,76132.5400873366,50930.54184134226,-25201.99824599435,50930.54184134226,-25201.99824599435,haircut,haircut,-262.3929697035346,1.0034465285067664,False,2026-03-06
GMEU,GME,1.965809,217,ols,0.19003,-0.15373,0.34376,45000,0.34376,False,False,False,False,True,False,False,False,True,True,False,False,0.907523,0.624307,0.455445,0.196913,0.564947,0.2805469999999999,0.2211869999999999,0.49145225,0.5897427,0.5,0.5897427,0.2805469999999999,net_decay_annual,0.34376,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
APPX,APP,1.983851,216,ols,0.058091,-0.021791,0.079882,1000000,0.079882,False,False,False,True,False,False,False,True,False,False,False,False,1.427022,0.664796,0.814658,0.647678,0.662351,0.584914,0.582469,0.49596275,0.5951552999999999,0.5,0.5951552999999999,0.584914,net_decay_annual,0.079882,ETF_LS,24626.586074481675,-12413.526053358682,24626.586074481675,-12413.526053358682,24626.586074481675,0.0,-0.0,24626.586074481675,core_leveraged,0.5,1.0,37040.11212784036,1.0,0.0,,False,0.0,0.0,36912.89079743984,24542.00136715668,-12370.88943028316,24542.00136715668,-12370.88943028316,haircut,haircut,-127.22133040051996,1.0034465285067662,False,2026-03-06
ARCX,ACHR,1.9882,185,ols,0.132202,-0.0959019999999999,0.228104,35000,0.228104,False,False,False,True,False,False,False,True,False,False,False,False,1.484007,0.681486,0.872694,0.748168,0.699215,0.453382,0.471111,0.49705,0.59646,0.5,0.59646,0.453382,net_decay_annual,0.228104,ETF_LS,13232.7519882416,-6655.644295464038,13232.7519882416,-6655.644295464038,13232.7519882416,0.0,-0.0,13232.7519882416,core_leveraged,0.5,1.0,19888.396283705635,1.0,0.0,,False,0.0,0.0,19820.085793013463,13187.301577427672,-6632.784215585792,13187.301577427672,-6632.784215585792,haircut,haircut,-68.3104906921726,1.0034465285067662,False,2026-03-06
ASTX,ASTS,1.989804,164,ols,0.133918,-0.097618,0.231536,35000,0.231536,False,False,False,True,False,False,False,True,False,False,False,False,2.09616,1.23015,1.292807,1.645875,1.375324,0.998614,1.143788,0.497451,0.5969412,0.5,0.5969412,0.998614,net_decay_annual,0.231536,ETF_LS,60036.98829834324,-30172.31259880031,60036.98829834324,-30172.31259880031,60036.98829834324,0.0,-0.0,60036.98829834324,core_leveraged,0.5,1.0,90209.30089714356,1.0,0.0,,False,0.0,0.0,89899.4598460413,59830.779810145534,-30068.680035895766,59830.779810145534,-30068.680035895766,haircut,haircut,-309.8410511022521,1.003446528506766,False,2026-03-06
BEX,BE,1.979583,76,ols,0.157039,-0.120739,0.277778,100000,0.277778,False,False,False,True,False,False,False,True,False,False,False,False,2.150515,1.19097,0.980581,0.932292,1.010306,0.913192,0.7325279999999998,0.49489575,0.5938749,0.5,0.5938749,0.913192,net_decay_annual,0.277778,ETF_LS,49734.19775407428,-25123.572870687552,49734.19775407428,-25123.572870687552,49734.19775407428,0.0,-0.0,49734.19775407428,core_leveraged,0.5,1.0,74857.77062476183,1.0,0.0,,False,0.0,0.0,74600.65733264138,49563.37616522924,-25037.281167412144,49563.37616522924,-25037.281167412144,haircut,haircut,-257.1132921204553,1.0034465285067664,False,2026-03-06
BLSX,BLSH,2.027896,91,ols,0.064966,-0.028666,0.0936319999999999,10000,0.0936319999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.515676,0.626376,0.83856,0.73288,0.69442,0.5327440000000001,0.6007880000000001,0.506974,0.6083688,0.506974,0.6083688,0.5327440000000001,net_decay_annual,0.0936319999999999,ETF_LS,20355.108472886983,-10037.550482316145,20355.108472886983,-10037.550482316145,20355.108472886983,0.0,-0.0,20355.108472886983,core_leveraged,0.5,1.0,30392.658955203133,1.0,0.0,,False,0.0,0.0,30288.269570707067,20285.194970157027,-10003.07460055004,20285.194970157027,-10003.07460055004,haircut,haircut,-104.38938449606576,1.0034465285067664,False,2026-03-06
CEGX,CEG,1.980509,164,ols,0.086032,-0.049732,0.135764,70000,0.135764,False,False,False,True,False,False,False,True,False,False,False,False,0.912088,0.274847,0.577908,0.324277,0.292108,0.139083,0.1563439999999999,0.49512725,0.5941527,0.5,0.5941527,0.139083,net_decay_annual,0.135764,ETF_LS,1299.5933463261583,-656.1915882867274,1299.5933463261583,-656.1915882867274,1299.5933463261583,0.0,-0.0,1299.5933463261583,core_leveraged,0.5,1.0,1955.784934612886,1.0,0.0,,False,0.0,0.0,1949.0674181944696,1295.129645084417,-653.9377731100525,1295.129645084417,-653.9377731100525,haircut,haircut,-6.7175164184163805,1.0034465285067662,False,2026-03-06
CELT,CELH,1.978055,102,ols,0.03864,-0.00234,0.04098,10000,0.04098,False,False,False,True,False,False,False,True,False,False,False,False,1.248211,0.663895,0.615429,0.366376,0.4868,0.622915,0.44582,0.49451375,0.5934164999999999,0.5,0.5934164999999999,0.622915,net_decay_annual,0.04098,ETF_LS,28416.380244934426,-14365.819072237338,28416.380244934426,-14365.819072237338,28416.380244934426,0.0,-0.0,28416.380244934426,core_leveraged,0.5,1.0,42782.19931717176,1.0,0.0,,False,0.0,0.0,42635.255693032464,28318.778766638407,-14316.476926394063,28318.778766638407,-14316.476926394063,haircut,haircut,-146.94362413929775,1.0034465285067662,False,2026-03-06
CLSX,CLSK,1.999504,118,ols,0.15502,-0.1187199999999999,0.27374,25000,0.27374,False,False,False,True,False,False,False,True,False,False,False,False,2.151571,1.366929,0.995315,0.989915,1.166453,1.0931890000000002,0.892713,0.499876,0.5998511999999999,0.5,0.5998511999999999,1.0931890000000002,net_decay_annual,0.27374,ETF_LS,69592.23192114239,-34804.74753796061,69592.23192114239,-34804.74753796061,69592.23192114239,-526.3283550495694,526.3283550495694,69065.90356609282,core_leveraged,0.5,1.0,104396.979459103,1.0,0.0,,False,0.0,0.0,104038.4081197198,69353.20412608625,-34685.20399363355,69353.20412608625,-34685.20399363355,haircut,haircut,-358.57133938321203,1.0034465285067664,False,2026-03-06
COZX,CORZ,2.034202,82,ols,0.03812,-0.00182,0.03994,1000,0.03994,False,False,False,True,False,False,False,True,False,False,False,False,1.466803,0.66837,0.86883,0.794034,0.753143,0.62843,0.713203,0.5085505,0.6102606,0.5085505,0.6102606,0.62843,net_decay_annual,0.03994,ETF_LS,28551.32226742616,-14035.63769351626,28551.32226742616,-14035.63769351626,28551.32226742616,0.0,-0.0,28551.32226742616,core_leveraged,0.5,1.0,42586.95996094242,1.0,0.0,,False,0.0,0.0,42440.68692361344,28453.257305014075,-13987.42961859937,28453.257305014075,-13987.42961859937,haircut,haircut,-146.27303732897417,1.0034465285067662,False,2026-03-06
CRDU,CRDO,1.986902,118,ols,0.115092,-0.078792,0.193884,150000,0.193884,False,False,False,True,False,False,False,True,False,False,False,False,1.749159,1.024015,0.899789,0.793783,0.90159,0.830131,0.707706,0.4967255,0.5960706,0.5,0.5960706,0.830131,net_decay_annual,0.193884,ETF_LS,43440.993095285055,-21863.681799749083,43440.993095285055,-21863.681799749083,43440.993095285055,0.0,-0.0,43440.993095285055,core_leveraged,0.5,1.0,65304.67489503415,1.0,0.0,,False,0.0,0.0,65080.37353242367,43291.786718251766,-21788.586814171893,43291.786718251766,-21788.586814171893,haircut,haircut,-224.30136261048028,1.003446528506766,False,2026-03-06
CSEX,CLS,2.002796,76,ols,0.067636,-0.031336,0.098972,40000,0.098972,False,False,False,True,False,False,False,True,False,False,False,False,1.525786,0.600277,0.6992,0.490933,0.52391,0.5013049999999999,0.424938,0.500699,0.6008388,0.500699,0.6008388,0.5013049999999999,net_decay_annual,0.098972,ETF_LS,18213.257157995264,-9093.915285428602,18213.257157995264,-9093.915285428602,18213.257157995264,0.0,-0.0,18213.257157995264,core_leveraged,0.5,1.0,27307.172443423864,1.0,0.0,,False,0.0,0.0,27213.3807509004,18150.700252158425,-9062.680498741973,18150.700252158425,-9062.680498741973,haircut,haircut,-93.79169252346765,1.0034465285067664,False,2026-03-06
CWVX,CRWV,1.989594,164,ols,0.070095,-0.033795,0.10389,750000,0.10389,False,False,False,True,False,False,False,True,False,False,False,False,1.97287,0.975822,1.214791,1.452763,1.142373,0.8719319999999999,1.038483,0.4973985,0.5968782,0.5,0.5968782,0.8719319999999999,net_decay_annual,0.10389,ETF_LS,49858.126545408,-25059.4475784547,49858.126545408,-25059.4475784547,103127.90270258916,0.0,-0.0,103127.90270258916,core_leveraged,0.5,1.0,74917.5741238627,1.0,0.0,,False,0.0,0.0,74660.25542521724,49686.87929949006,-24973.376125727187,49686.87929949006,-24973.376125727187,haircut,haircut,-257.31869864545297,1.0034465285067662,False,2026-03-06
DASX,DASH,2.021104,91,ols,0.050626,-0.014326,0.064952,3000,0.064952,False,False,False,True,False,False,False,True,False,False,False,False,1.072628,0.402954,0.401747,0.166546,0.251916,0.3380019999999999,0.1869639999999999,0.505276,0.6063312,0.505276,0.6063312,0.3380019999999999,net_decay_annual,0.064952,ETF_LS,9124.673496300904,-4514.6976584584,9124.673496300904,-4514.6976584584,9124.673496300904,0.0,-0.0,9124.673496300904,core_leveraged,0.5,1.0,13639.371154759305,1.0,0.0,,False,0.0,0.0,13592.524132856504,9093.33306467199,-4499.191068184513,9093.33306467199,-4499.191068184513,haircut,haircut,-46.84702190280041,1.0034465285067664,False,2026-03-06
DOGD,DDOG,2.016292,142,ols,0.189514,-0.153214,0.342728,15000,0.342728,False,False,False,False,True,False,False,False,True,True,False,False,1.211421,0.425802,0.474081,0.230275,0.340453,0.0830739999999999,-0.002275,0.504073,0.6048876,0.504073,0.6048876,0.0830739999999999,net_decay_annual,0.342728,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
ENPX,ENPH,2.017628,118,ols,0.179081,-0.142781,0.321862,4000,0.321862,False,False,False,False,True,False,False,False,True,True,False,False,1.677364,0.731785,0.724631,0.539056,0.629302,0.409923,0.30744,0.504407,0.6052884000000001,0.504407,0.6052884000000001,0.409923,net_decay_annual,0.321862,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
FLYT,FLY,1.962142,91,ols,0.127506,-0.091206,0.218712,40000,0.218712,False,False,False,True,False,False,False,True,False,False,False,False,2.292647,1.479774,1.074454,1.089721,1.230573,1.261062,1.011861,0.4905355,0.5886426,0.5,0.5886426,1.261062,net_decay_annual,0.218712,ETF_LS,93319.36651124845,-47559.94546329901,93319.36651124845,-47559.94546329901,93319.36651124845,0.0,-0.0,93319.36651124845,core_leveraged,0.5,1.0,140879.31197454745,1.0,0.0,,False,0.0,0.0,140395.4351052374,92998.84334655823,-47396.59175867916,92998.84334655823,-47396.59175867916,haircut,haircut,-483.8768693100428,1.0034465285067662,False,2026-03-06
GEVX,GEV,1.992371,164,ols,0.036551,-0.000251,0.036802,60000,0.036802,False,False,False,True,False,False,False,True,False,False,False,False,1.009947,0.317126,0.532041,0.279837,0.304104,0.280324,0.267302,0.49809275,0.5977113,0.5,0.5977113,0.280324,net_decay_annual,0.036802,ETF_LS,6802.443638305297,-3414.2454584539214,6802.443638305297,-3414.2454584539214,6802.443638305297,0.0,-0.0,6802.443638305297,core_leveraged,0.5,1.0,10216.68909675922,1.0,0.0,,False,0.0,0.0,10181.597929251622,6779.079348082501,-3402.5185811691204,6779.079348082501,-3402.5185811691204,haircut,haircut,-35.091167507596765,1.0034465285067662,False,2026-03-06
LABX,ALAB,1.994605,142,ols,0.039476,-0.003176,0.0426519999999999,350000,0.0426519999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.792647,1.008348,0.918757,0.837296,0.933682,0.965696,0.89103,0.49865125,0.5983815,0.5,0.5983815,0.965696,net_decay_annual,0.0426519999999999,ETF_LS,61581.76682969527,-30874.166478924537,61581.76682969527,-30874.166478924537,61581.76682969527,0.0,-0.0,61581.76682969527,core_leveraged,0.5,1.0,92455.9333086198,1.0,0.0,,False,0.0,0.0,92138.3757699615,61370.25250496945,-30768.12326499205,61370.25250496945,-30768.12326499205,haircut,haircut,-317.5575386583077,1.0034465285067662,False,2026-03-06
LRCU,LRCX,2.050814,137,ols,0.064162,-0.027862,0.092024,15000,0.092024,False,False,False,True,False,False,False,True,False,False,False,False,1.075502,0.432129,0.487031,0.255585,0.351563,0.340105,0.259539,0.5127035,0.6152441999999999,0.5127035,0.6152441999999999,0.340105,net_decay_annual,0.092024,ETF_LS,8839.998002638606,-4310.482570646878,8839.998002638606,-4310.482570646878,8839.998002638606,0.0,-0.0,8839.998002638606,core_leveraged,0.5,1.0,13150.480573285482,1.0,0.0,,False,0.0,0.0,13105.31273933926,8809.635343293727,-4295.677396045535,8809.635343293727,-4295.677396045535,haircut,haircut,-45.16783394622144,1.0034465285067664,False,2026-03-06
MDBX,MDB,1.991866,137,ols,0.071796,-0.035496,0.107292,2000,0.107292,False,False,False,True,False,False,False,True,False,False,False,False,1.620756,0.671899,0.667077,0.439577,0.565879,0.5646070000000001,0.458587,0.4979665,0.5975598,0.5,0.5975598,0.5646070000000001,net_decay_annual,0.107292,ETF_LS,22554.436362300778,-11323.26991991468,22554.436362300778,-11323.26991991468,22554.436362300778,0.0,-0.0,22554.436362300778,core_leveraged,0.5,1.0,33877.706282215455,1.0,0.0,,False,0.0,0.0,33761.34683791177,22476.968848419005,-11284.377989492768,22476.968848419005,-11284.377989492768,haircut,haircut,-116.35944430368544,1.0034465285067662,False,2026-03-06
NEBX,NBIS,1.998087,123,ols,0.056907,-0.020607,0.077514,250000,0.077514,False,False,False,True,False,False,False,True,False,False,False,False,1.797995,0.928189,1.112471,1.234043,1.084757,0.8506750000000001,1.007243,0.49952175,0.5994261,0.5,0.5994261,0.8506750000000001,net_decay_annual,0.077514,ETF_LS,48270.03188370574,-24158.12318668093,48270.03188370574,-24158.12318668093,154421.9689688023,0.0,-0.0,154421.9689688023,core_leveraged,0.5,1.0,72428.15507038667,1.0,0.0,,False,0.0,0.0,72179.38675633006,48104.239251828,-24075.147504502056,48104.239251828,-24075.147504502056,haircut,haircut,-248.76831405660775,1.0034465285067664,False,2026-03-06
PONX,PONY,2.014807,123,ols,0.213419,-0.177119,0.390538,50000,0.390538,False,False,False,False,True,False,False,False,True,True,False,False,1.592485,0.799737,1.267772,1.64312,1.231469,0.409199,0.8409309999999999,0.50370175,0.6044420999999999,0.50370175,0.6044420999999999,0.409199,net_decay_annual,0.390538,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
QBTX,QBTS,1.993111,216,ols,0.076257,-0.039957,0.116214,550000,0.116214,False,False,False,True,False,False,False,True,False,False,False,False,2.427151,1.431263,1.412246,1.973877,1.508779,1.315049,1.392565,0.49827775,0.5979333,0.5,0.5979333,1.315049,net_decay_annual,0.116214,ETF_LS,103687.0184643704,-52022.70142725137,103687.0184643704,-52022.70142725137,103687.0184643704,0.0,-0.0,103687.0184643704,core_leveraged,0.5,1.0,155709.71989162176,1.0,0.0,,False,0.0,0.0,155174.90515746185,103330.88562144672,-51844.01953601515,103330.88562144672,-51844.01953601515,haircut,haircut,-534.8147341599106,1.003446528506766,False,2026-03-06
SRPU,SRPT,1.955071,91,ols,0.119825,-0.0835249999999999,0.2033499999999999,15000,0.2033499999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.756022,1.498049,0.83406,0.649476,0.955905,1.294699,0.7525550000000001,0.48876775,0.5865213,0.5,0.5865213,1.294699,net_decay_annual,0.2033499999999999,ETF_LS,98598.21689423994,-50432.03898694213,98598.21689423994,-50432.03898694213,98598.21689423994,0.0,-0.0,98598.21689423994,core_leveraged,0.5,1.0,149030.25588118206,1.0,0.0,,False,0.0,0.0,148518.383040255,98259.56251098348,-50258.82052927155,98259.56251098348,-50258.82052927155,haircut,haircut,-511.8728409270698,1.0034465285067662,False,2026-03-06
TARK,ARKK,1.976369,501,ols,0.186231,-0.149931,0.336162,15000,0.336162,False,False,False,False,True,False,False,False,True,True,False,False,0.794452,0.229614,0.401326,0.155398,0.229614,-0.106548,-0.106548,0.49409225,0.5929107,0.5,0.5929107,-0.106548,net_decay_annual,0.336162,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-06
TEMT,TEM,1.984713,204,ols,0.078458,-0.042158,0.120616,250000,0.120616,False,False,False,True,False,False,False,True,False,False,False,False,1.342331,0.626228,1.020256,1.017175,0.700694,0.505612,0.5800780000000001,0.49617825,0.5954138999999999,0.5,0.5954138999999999,0.505612,net_decay_annual,0.120616,ETF_LS,18208.04979408018,-9174.14749340594,18208.04979408018,-9174.14749340594,18208.04979408018,0.0,-0.0,18208.04979408018,core_leveraged,0.5,1.0,27382.19728748612,1.0,0.0,,False,0.0,0.0,27288.147907824947,18145.510773928003,-9142.637133896944,18145.510773928003,-9142.637133896944,haircut,haircut,-94.0493796611736,1.0034465285067662,False,2026-03-06
