ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_underlying_annual,vol_etf_annual,gross_decay_annual,net_decay_annual,net_edge_p50_annual,edge_used_for_prod_replay,blended_gross_decay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
VRTL,VRT,1.983419,233,ols,0.0290859999999999,0.007214,0.0218719999999999,7000,0.0218719999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.654495,1.266998,0.151401,0.129529,0.129529,net_decay_annual,,0.0218719999999999,ETF_LS,116514.48022212106,-58744.25939356285,116514.48022212106,-58744.25939356285,116514.48022212106,0.0,-0.0,116514.48022212106,core_leveraged,0.5,1.0,175258.7396156839,0.077500795580981,1.0,1.0,0.0113837613169547,0.0374084823085771,primary,VRTL,False,,,1.0,0.0,,False,0.0,0.0,98627.8983449974,65569.21689763872,-33058.681447358686,65569.21689763872,-33058.681447358686,haircut,haircut,-76630.8412706865,1.776969220236592,normal,False,False,False,98627.8983449974,65569.21689763872,-33058.681447358686,2026-02-28
IOYY,IONQ,0.367686,78,ols,0.076958,-0.040658,0.117616,5000,0.117616,False,False,False,False,True,False,False,False,True,True,False,False,1.083453,0.422447,0.430457,0.312841,0.312841,net_decay_annual,,0.117616,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
MTYY,MSTR,0.392652,108,ols,,,,0,0.0,False,True,True,False,True,False,True,False,True,True,True,False,0.949225,0.396331,1.416718,,1.416718,net_decay_annual,,,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
YSPY,SPY,0.789472,226,ols,0.059516,-0.023216,0.082732,25000,0.082732,False,False,False,False,True,False,False,False,True,True,False,False,0.163747,0.200031,-0.121631,-0.204363,-0.204363,net_decay_annual,,0.082732,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
RYLD,IWM,0.566697,501,ols,0.071414,-0.035114,0.106528,450000,0.106528,False,False,False,False,True,False,False,False,True,True,False,False,0.214853,0.140127,-0.01404,-0.120568,-0.120568,net_decay_annual,,0.106528,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
HOOY,HOOD,0.789099,202,ols,0.071623,-0.035323,0.106946,10000,0.106946,False,False,False,False,True,False,False,False,True,True,False,False,0.70329,0.536519,0.153653,0.046707,0.046707,net_decay_annual,,0.106946,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
MSFO,MSFT,0.779338,501,ols,0.072146,-0.035846,0.107992,40000,0.107992,False,False,False,False,True,False,False,False,True,True,False,False,0.240919,0.19745,-0.010142,-0.118134,-0.118134,net_decay_annual,,0.107992,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
PLTY,PLTR,0.793112,347,ols,0.077774,-0.041474,0.1192479999999999,50000,0.1192479999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.627401,0.541227,0.156899,0.037651,0.037651,net_decay_annual,,0.1192479999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
PYPY,PYPL,0.805923,501,ols,0.066379,-0.0300789999999999,0.096458,9000,0.096458,False,False,False,False,True,False,False,False,True,True,False,False,0.376208,0.31743,0.000454,-0.096004,-0.096004,net_decay_annual,,0.096458,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
SMCY,SMCI,0.742107,365,ols,0.065465,-0.029165,0.0946299999999999,95000,0.0946299999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.964523,0.747326,0.240461,0.145831,0.145831,net_decay_annual,,0.0946299999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
XOMO,XOM,0.798425,501,ols,0.06232,-0.0260199999999999,0.08834,90000,0.08834,False,False,False,False,True,False,False,False,True,True,False,False,0.223886,0.185971,0.049051,-0.039289,-0.039289,net_decay_annual,,0.08834,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
ARMW,ARM,1.191625,86,ols,0.0605879999999999,-0.0242879999999999,0.084876,700,0.084876,False,False,False,False,True,False,False,False,True,True,True,False,0.627291,0.524846,0.067724,-0.0171519999999999,-0.0171519999999999,net_decay_annual,,0.084876,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
TWM,IWM,-2.002444,501,ols,0.069583,-0.033283,0.102866,150000,0.102866,False,False,False,False,True,False,False,False,True,True,False,False,0.214853,0.430568,0.02093,-0.081936,-0.081936,net_decay_annual,,0.102866,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
REW,XLK,-1.999443,501,ols,0.074581,-0.038281,0.1128619999999999,6000,0.1128619999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.253252,0.508118,0.077419,-0.0354429999999999,-0.0354429999999999,net_decay_annual,,0.1128619999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-28
APLZ,APLD,-1.98235,25,ols_short_history,,,,0,0.0,False,True,False,False,True,False,False,False,False,True,True,False,1.320656,2.68744,6.339468,,6.339468,net_decay_annual,,,ETF_LS,-210.26722796503947,-235.71039755289257,-210.26722796503947,-235.71039755289257,0.0,-210.26722796503947,0.0,-210.26722796503947,inverse_decay_bucket4,,,445.977625517932,,,,,,,,False,,,1.0,0.0,,False,0.0,0.0,445.9776255179321,-210.2672279650395,-235.7103975528926,-210.2672279650395,-235.7103975528926,pair_cap,pair_cap,5.684341886080803e-14,1.0,normal,False,False,False,445.9776255179321,-210.2672279650395,-235.7103975528926,2026-02-28
