ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007824,248,ols,0.046406,-0.010006,0.056412,55000,0.056412,False,False,False,True,False,False,False,False,True,False,False,False,1.295456,0.48905,0.560817,0.318216,0.486338,0.4326379999999999,0.429926,0.501956,0.6023472,0.501956,0.6023472,0.4326379999999999,net_decay_annual,0.056412,ETF_LS,20316.249446520334,-10118.540990903752,20316.249446520334,-10118.540990903752,20316.249446520334,0.0,-0.0,20316.249446520334,core_leveraged,0.5,1.0,30434.790437424093,0.2564959023356352,3.0,1.0,0.1029598163826338,0.0064962199439539,primary,AMUU,True,421649.9999999999,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-30434.790437424093,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-31
ASMU,ASML,1.97463,33,ols,0.0526959999999999,-0.0162959999999999,0.068992,55000,0.068992,False,False,False,True,False,False,False,False,True,False,False,False,0.866374,0.342219,0.436928,0.183703,0.204461,0.273227,0.135469,0.4936575,0.592389,0.5,0.592389,0.273227,net_decay_annual,0.068992,ETF_LS,8295.577704612246,-4201.079546351592,8295.577704612246,-4201.079546351592,8295.577704612246,0.0,-0.0,8295.577704612246,core_leveraged,0.5,1.0,12496.657250963835,0.1640247239472532,2.0,1.0,0.0422757481639766,0.0026673761474842,primary,ASMU,False,421649.9999999999,pair_cap,1.0,0.0,,False,0.0,0.0,7976.754199875268,5295.158774603799,-2681.595425271468,5295.158774603799,-2681.595425271468,haircut,haircut,-4519.90305108857,1.566634365035248,normal,False,False,False,7976.754199875268,5295.158774603799,-2681.595425271468,2026-03-31
AVL,AVGO,1.986992,367,ols,0.044596,-0.008196,0.052792,150000,0.052792,False,False,False,True,False,False,False,False,True,False,False,False,1.074948,0.376263,0.535717,0.281417,0.376263,0.323471,0.323471,0.496748,0.5960976,0.5,0.5960976,0.323471,net_decay_annual,0.052792,ETF_LS,11078.834489195116,-5575.681476923468,11078.834489195116,-5575.681476923468,11078.834489195116,0.0,-0.0,11078.834489195116,core_leveraged,0.5,1.0,16654.515966118586,0.1932805987088157,2.0,1.0,0.0563416366982661,0.0035548593310818,primary,AVL,False,421649.9999999999,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-16654.515966118586,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-31
BOEU,BA,1.990581,235,ols,0.050669,-0.014269,0.064938,10000,0.064938,False,False,False,True,False,False,False,False,True,False,False,False,0.59621,0.194568,0.352402,0.122438,0.189702,0.1296299999999999,0.124764,0.49764525,0.5971742999999999,0.5,0.5971742999999999,0.1296299999999999,net_decay_annual,0.064938,ETF_LS,2232.2891266155607,-1121.425918671765,2232.2891266155607,-1121.425918671765,2232.2891266155607,0.0,-0.0,2232.2891266155607,core_leveraged,0.5,1.0,3353.7150452873257,0.0773518366705065,1.0,1.0,0.0113454990259392,0.0007158409915234,primary,BOEU,False,,,1.0,0.0,,False,0.0,0.0,1557.4317423205546,1036.6527557889897,-520.7789865315651,1036.6527557889897,-520.7789865315651,haircut,haircut,-1796.283302966771,2.0,normal,False,False,False,1557.4317423205546,1036.6527557889897,-520.7789865315651,2026-03-31
HODU,HOOD,2.006818,89,ols,0.096873,-0.060473,0.1573459999999999,4000,0.1573459999999999,False,False,False,True,False,False,False,False,True,False,False,False,1.420069,0.630981,0.705964,0.503494,0.548519,0.473635,0.391173,0.5017045,0.6020454,0.5017045,0.6020454,0.473635,net_decay_annual,0.1573459999999999,ETF_LS,0.0,-0.0,0.0,-0.0,29556.434469991465,0.0,-0.0,29556.434469991465,core_leveraged,0.5,1.0,0.0,0.2809071522088286,3.0,2.0,0.1496983372148979,0.0094451734468728,not_selected,HODU,False,421649.9999999999,pair_cap,1.0,0.0,,False,0.0,0.0,53125.97274159279,35457.469778795305,-17668.502962797476,35457.469778795305,-17668.502962797476,haircut,haircut,53125.97274159279,0.0,normal,False,False,False,53125.97274159279,35457.469778795305,-17668.502962797476,2026-03-31
ELIL,LLY,1.992552,253,ols,0.104556,-0.068156,0.172712,25000,0.172712,False,False,False,True,False,False,False,False,True,False,False,False,0.844477,0.275016,0.373928,0.138264,0.275016,0.1023039999999999,0.1023039999999999,0.498138,0.5977656,0.5,0.5977656,0.1023039999999999,net_decay_annual,0.172712,ETF_LS,1473.6943082910616,-739.601429870368,1473.6943082910616,-739.601429870368,1473.6943082910616,0.0,-0.0,1473.6943082910616,core_leveraged,0.5,1.0,2213.2957381614297,0.0610007769496015,1.0,1.0,0.0074875009660442,0.0004724217157228,primary,ELIL,False,,,1.0,0.0,,False,0.0,0.0,497.91630996340206,331.5311276964265,-166.38518226697548,331.5311276964265,-166.38518226697548,haircut,haircut,-1715.3794281980277,2.0,normal,False,False,False,497.91630996340206,331.5311276964265,-166.38518226697548,2026-03-31
LMTL,LMT,1.992872,163,ols,0.185731,-0.149331,0.3350619999999999,35000,0.3350619999999999,False,False,False,False,True,False,False,True,False,True,False,False,0.48334,0.151608,0.242609,0.058231,0.11863,-0.1834539999999999,-0.2164319999999999,0.498218,0.5978616,0.5,0.5978616,-0.1834539999999999,net_decay_annual,0.3350619999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-31
MRVU,MRVL,2.010064,32,ols,0.049557,-0.013157,0.062714,35000,0.062714,False,False,False,True,False,False,False,False,True,False,False,False,1.537446,0.568924,0.639544,0.415212,0.434731,0.5062099999999999,0.372017,0.502516,0.6030192,0.502516,0.6030192,0.5062099999999999,net_decay_annual,0.062714,ETF_LS,23985.70554570576,-11932.806888589495,23985.70554570576,-11932.806888589495,23985.70554570576,0.0,-0.0,23985.70554570576,core_leveraged,0.5,1.0,35918.512434295255,0.2998632931155663,2.0,1.0,0.1215110533642757,0.0076667048952604,primary,MVLL,False,421649.9999999999,pair_cap,1.0,0.0,,False,0.0,0.0,29730.93826605679,19853.76015088821,-9877.178115168575,19853.76015088821,-9877.178115168575,haircut,haircut,-6187.574168238465,1.2081190345513817,normal,False,False,False,29730.93826605679,19853.76015088821,-9877.178115168575,2026-03-31
MSFU,MSFT,1.991855,501,ols,0.0361019999999999,0.000298,0.0358039999999999,450000,0.0358039999999999,False,False,False,True,False,False,False,False,True,False,False,False,0.481429,0.161382,0.241471,0.057598,0.161382,0.125578,0.125578,0.49796375,0.5975564999999999,0.5,0.5975564999999999,0.125578,net_decay_annual,0.0358039999999999,ETF_LS,2177.0094474858947,-1092.9557861821745,2177.0094474858947,-1092.9557861821745,2177.0094474858947,0.0,-0.0,2177.0094474858947,core_leveraged,0.5,1.0,3269.965233668069,0.0748980088041131,2.0,1.0,0.0110621763842365,0.0006979648310924,primary,MSFU,True,421649.9999999999,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-3269.965233668069,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-31
MUU,MU,1.994214,367,ols,0.040575,-0.004175,0.04475,300000,0.04475,False,False,False,True,False,False,False,False,True,False,False,False,1.268733,0.51567,0.607409,0.36575,0.51567,0.4709199999999999,0.4709199999999999,0.4985535,0.5982641999999999,0.5,0.5982641999999999,0.4709199999999999,net_decay_annual,0.04475,ETF_LS,21300.92833724779,-10681.365358606345,21300.92833724779,-10681.365358606345,21300.92833724779,0.0,-0.0,21300.92833724779,core_leveraged,0.5,1.0,31982.293695854136,0.280619802565359,2.0,1.0,0.1081949650085814,0.0068265301378557,primary,MUU,False,421649.9999999999,pair_cap,1.0,0.0,,False,0.0,0.0,33644.61010693963,22408.06852810137,-11236.541578838263,22408.06852810137,-11236.541578838263,haircut,haircut,1662.316411085496,0.9505918955279372,normal,False,False,False,33644.61010693963,22408.06852810137,-11236.541578838263,2026-03-31
