ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,keep_open,_plan_date
ADBG,ADBE,1.992884,264,ols,0.076963,200000,0.076963,False,False,3.920000076293945,0.076963,1.0,False,True,False,False,False,False,False,False,False,0.617943,0.235193,0.33403,0.110388,0.235193,0.15823,0.15823,0.498221,0.5978652,0.5,0.5978652,0.15823,net_decay_annual,0.076963,ETF_LS,889.9480408849863,-446.5628912094162,889.9480408849863,-446.5628912094162,889.9480408849863,0.0,-0.0,889.9480408849863,core_leveraged,0.5,1.0,1336.5109320944025,1.0,0.0,,False,0.0,0.0,1336.510932094402,889.948040884986,-446.562891209416,889.948040884986,-446.562891209416,haircut,haircut,-4.547473508864641e-13,1.0000000000000004,False,2026-04-11
AMDG,AMD,2.002885,303,ols,0.029116,10000,0.029116,False,False,29.700000762939453,0.029116,1.0,False,True,False,False,False,False,False,False,False,1.242005,0.487631,0.560008,0.314967,0.487631,0.458515,0.458515,0.50072125,0.6008654999999999,0.50072125,0.6008654999999999,0.458515,net_decay_annual,0.029116,ETF_LS,6973.467159852227,-3481.71121150352,6973.467159852227,-3481.71121150352,18570.11747657804,0.0,-0.0,18570.11747657804,core_leveraged,0.5,1.0,10455.178371355749,1.0,0.0,,False,0.0,0.0,10455.178371355743,6973.4671598522245,-3481.7112115035184,6973.4671598522245,-3481.7112115035184,haircut,haircut,-3.637978807091713e-12,1.0000000000000004,False,2026-04-11
ARMG,ARM,1.995778,310,ols,0.155685,20000,0.155685,False,False,9.34000015258789,0.155685,1.0,False,True,False,False,False,False,False,False,False,1.22545,0.476688,0.641052,0.408349,0.476688,0.321003,0.321003,0.4989445,0.5987334,0.5,0.5987334,0.321003,net_decay_annual,0.155685,ETF_LS,3069.3157828167937,-1537.904407612867,3069.3157828167937,-1537.904407612867,3069.3157828167937,0.0,-0.0,3069.3157828167937,core_leveraged,0.5,1.0,4607.220190429662,1.0,0.0,,False,0.0,0.0,4607.22019042966,3069.3157828167928,-1537.9044076128669,3069.3157828167928,-1537.9044076128669,haircut,haircut,-1.8189894035458565e-12,1.0000000000000004,False,2026-04-11
ASMG,ASML,1.986426,310,ols,0.159745,40000,0.159745,False,False,39.63999938964844,0.159745,1.0,False,True,False,False,False,False,False,False,False,0.833974,0.28282,0.442068,0.191463,0.28282,0.123075,0.123075,0.4966065,0.5959278,0.5,0.5959278,0.123075,net_decay_annual,0.159745,ETF_LS,362.5679066029135,-182.5227351046117,362.5679066029135,-182.5227351046117,4648.6734947734085,0.0,-0.0,4648.6734947734085,core_leveraged,0.5,1.0,545.0906417075253,1.0,0.0,,False,0.0,0.0,545.090641707525,362.56790660291335,-182.52273510461168,362.56790660291335,-182.52273510461168,haircut,haircut,-2.273736754432321e-13,1.0000000000000004,False,2026-04-11
AVGG,AVGO,1.997901,225,ols,0.012236,250000,0.012236,False,False,28.920000076293945,0.012236,1.0,False,True,False,False,False,False,False,False,False,0.856675,0.301418,0.538529,0.289101,0.300098,0.289182,0.2878619999999999,0.49947525,0.5993702999999999,0.5,0.5993702999999999,0.289182,net_decay_annual,0.012236,ETF_LS,3145.2883206019364,-1574.2963843563505,3145.2883206019364,-1574.2963843563505,7773.755092213571,0.0,-0.0,7773.755092213571,core_leveraged,0.5,1.0,4719.584704958287,1.0,0.0,,False,0.0,0.0,4719.584704958285,3145.2883206019355,-1574.29638435635,3145.2883206019355,-1574.29638435635,haircut,haircut,-1.8189894035458565e-12,1.0000000000000004,False,2026-04-11
BAIG,BBAI,1.999884,159,ols,0.180327,20000,0.180327,False,False,2.5299999713897705,0.180327,1.0,False,True,False,False,False,False,False,False,False,1.859172,1.073098,1.166296,1.36001,1.178982,0.8927710000000001,0.998655,0.499971,0.5999652,0.5,0.5999652,0.8927710000000001,net_decay_annual,0.180327,ETF_LS,21034.28882417569,-10517.75444184547,21034.28882417569,-10517.75444184547,21034.28882417569,0.0,-0.0,21034.28882417569,core_leveraged,0.5,1.0,31552.04326602116,1.0,0.0,,False,0.0,0.0,31552.043266021148,21034.28882417568,-10517.754441845467,21034.28882417568,-10517.754441845467,haircut,haircut,-1.091393642127514e-11,1.0000000000000004,False,2026-04-11
BEG,BE,1.992227,78,ols,0.357261,40000,0.357261,False,False,35.00899887084961,0.357261,1.0,False,False,True,False,False,True,True,False,False,2.067415,1.152168,0.998376,0.985163,1.036855,0.794907,0.679594,0.49805675,0.5976680999999999,0.5,0.5976680999999999,0.794907,net_decay_annual,0.357261,ETF_LS,0.0,0.0,0.0,0.0,30579.93987997209,0.0,-0.0,30579.93987997209,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-04-11
BIDG,BIDU,2.017513,76,ols,0.211164,7000,0.211164,False,False,11.154999732971191,0.211164,1.0,False,True,False,False,False,False,False,False,False,0.969953,0.316613,0.452531,0.210195,0.242289,0.1054489999999999,0.031125,0.50437825,0.6052539,0.50437825,0.6052539,0.1054489999999999,net_decay_annual,0.211164,ETF_LS,161.98860921852804,-80.29123441510812,161.98860921852804,-80.29123441510812,161.98860921852804,0.0,-0.0,161.98860921852804,core_leveraged,0.5,1.0,242.27984363363612,1.0,0.0,,False,0.0,0.0,242.2798436336361,161.98860921852798,-80.2912344151081,161.98860921852798,-80.2912344151081,haircut,haircut,-8.526512829121202e-14,1.0000000000000004,False,2026-04-11
BLSG,BLSH,2.018485,113,ols,0.0482449999999999,3000,0.0482449999999999,False,False,4.955999851226807,0.0482449999999999,1.0,False,True,False,False,False,False,False,False,False,1.442348,0.65481,0.810386,0.675047,0.665972,0.606565,0.617727,0.50462125,0.6055455,0.50462125,0.6055455,0.606565,net_decay_annual,0.0482449999999999,ETF_LS,11261.722392035868,-5579.294565991755,11261.722392035868,-5579.294565991755,11261.722392035868,0.0,-0.0,11261.722392035868,core_leveraged,0.5,1.0,16841.016958027623,1.0,0.0,,False,0.0,0.0,16841.01695802762,11261.722392035865,-5579.294565991753,11261.722392035865,-5579.294565991753,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,False,2026-04-11
BMNG,BMNR,1.991655,113,ols,0.181395,500000,0.2628913052562054,False,False,1.3799999952316284,0.181395,1.449275367326582,False,True,False,False,False,False,False,False,False,2.109684,1.461055,1.051343,1.091525,1.257227,1.1981636947437946,0.9943356947437948,0.49791375,0.5974965,0.5,0.5974965,1.1981636947437946,net_decay_annual,0.2628913052562054,ETF_LS,34977.286498155554,-17561.920361787335,34977.286498155554,-17561.920361787335,82440.41367879044,0.0,-0.0,82440.41367879044,core_leveraged,0.5,1.0,52539.2068599429,1.0,0.0,,False,0.0,0.0,52539.20685994288,34977.28649815554,-17561.920361787328,34977.28649815554,-17561.920361787328,haircut,haircut,-2.182787284255028e-11,1.0000000000000004,False,2026-04-11
BOEG,BA,1.991965,206,ols,0.065703,900,0.065703,False,False,14.279999732971191,0.065703,1.0,False,True,False,False,False,False,False,True,False,0.616745,0.189444,0.354808,0.124376,0.177567,0.123741,0.111864,0.49799125,0.5975895,0.5,0.5975895,0.123741,net_decay_annual,0.065703,ETF_LS,566.093737685218,-284.1885965291649,566.093737685218,-284.1885965291649,1326.1630048347772,0.0,-0.0,1326.1630048347772,core_leveraged,0.5,1.0,850.282334214383,1.0,0.0,,False,0.0,0.0,850.2823342143827,566.0937376852178,-284.18859652916484,566.0937376852178,-284.18859652916484,haircut,haircut,-3.410605131648481e-13,1.0000000000000004,False,2026-04-11
BULG,BULL,1.975604,167,ols,0.13125,40000,0.2408256806986932,False,False,1.090000033378601,0.13125,1.8348623291329007,False,True,False,False,False,False,False,False,False,1.107861,0.635935,0.55596,0.297873,0.521906,0.3951093193013067,0.2810803193013067,0.493901,0.5926811999999999,0.5,0.5926811999999999,0.3951093193013067,net_decay_annual,0.2408256806986932,ETF_LS,4162.21814811888,-2106.807917031389,4162.21814811888,-2106.807917031389,10755.342909580868,0.0,-0.0,10755.342909580868,core_leveraged,0.5,1.0,6269.026065150269,1.0,0.0,,False,0.0,0.0,6269.026065150267,4162.218148118878,-2106.807917031388,4162.218148118878,-2106.807917031388,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,False,2026-04-11
CIFG,CIFR,1.992352,81,ols,,0,0.0,False,True,8.043000221252441,,1.0,False,False,False,False,False,False,False,True,False,2.037858,1.179715,1.117891,1.235381,1.217488,1.179715,1.217488,0.498088,1.0,0.5,1.0,1.179715,net_decay_annual,,ETF_LS,37566.9274566876,-18855.567418150807,37566.9274566876,-18855.567418150807,84095.01254183326,0.0,-0.0,84095.01254183326,core_leveraged,0.5,1.0,56422.4948748384,1.0,0.0,,False,0.0,0.0,56422.494874838376,37566.92745668758,-18855.5674181508,37566.92745668758,-18855.5674181508,haircut,haircut,-2.182787284255028e-11,1.0000000000000004,False,2026-04-11
CMGG,CMG,1.976062,98,ols,0.054608,300,0.054608,False,False,15.958999633789062,0.054608,1.0,False,True,False,False,False,False,False,True,False,0.676522,0.220558,0.359576,0.124689,0.161971,0.16595,0.107363,0.4940155,0.5928186,0.5,0.5928186,0.16595,net_decay_annual,0.054608,ETF_LS,1048.0691269201886,-530.3827141659465,1048.0691269201886,-530.3827141659465,1048.0691269201886,0.0,-0.0,1048.0691269201886,core_leveraged,0.5,1.0,1578.4518410861351,1.0,0.0,,False,0.0,0.0,1578.451841086135,1048.0691269201884,-530.3827141659464,1048.0691269201884,-530.3827141659464,haircut,haircut,-4.547473508864641e-13,1.0000000000000002,False,2026-04-11
CNCG,CNC,2.009967,76,ols,,0,0.0,False,True,12.050999641418455,,1.0,False,False,False,False,False,False,False,True,False,1.027294,0.432078,0.4977,0.251421,0.305905,0.432078,0.305905,0.50249175,1.0,0.50249175,1.0,0.432078,net_decay_annual,,ETF_LS,6454.107249047133,-3211.051350120242,6454.107249047133,-3211.051350120242,6454.107249047133,0.0,-0.0,6454.107249047133,core_leveraged,0.5,1.0,9665.158599167376,1.0,0.0,,False,0.0,0.0,9665.158599167373,6454.107249047132,-3211.0513501202413,6454.107249047132,-3211.0513501202413,haircut,haircut,-3.637978807091713e-12,1.0000000000000004,False,2026-04-11
COIG,COIN,1.996302,268,ols,0.143226,10000,0.143226,False,False,6.340000152587891,0.143226,1.0,False,True,False,False,False,False,False,False,False,1.482054,0.697859,0.790817,0.621927,0.697859,0.554633,0.554633,0.4990755,0.5988905999999999,0.5,0.5988905999999999,0.554633,net_decay_annual,0.143226,ETF_LS,8915.108851272293,-4465.811711490692,8915.108851272293,-4465.811711490692,42334.14407639937,0.0,-0.0,42334.14407639937,core_leveraged,0.5,1.0,13380.920562762984,1.0,0.0,,False,0.0,0.0,13380.920562762978,8915.108851272289,-4465.81171149069,8915.108851272289,-4465.81171149069,haircut,haircut,-5.4569682106375694e-12,1.0000000000000004,False,2026-04-11
CRCG,CRCL,1.989787,167,ols,0.0862839999999999,2100000,0.0862839999999999,False,False,2.2699999809265137,0.0862839999999999,1.0,False,True,False,False,False,False,False,False,False,1.941424,1.05077,1.182358,1.376627,1.160682,0.964486,1.074398,0.49744675,0.5969361,0.5,0.5969361,0.964486,net_decay_annual,0.0862839999999999,ETF_LS,25395.41193823893,-12762.87961386768,25395.41193823893,-12762.87961386768,66262.16865692424,0.0,-0.0,66262.16865692424,core_leveraged,0.5,1.0,38158.29155210661,1.0,0.0,,False,0.0,0.0,38158.2915521066,25395.41193823892,-12762.879613867675,25395.41193823892,-12762.879613867675,haircut,haircut,-1.4551915228366852e-11,1.0000000000000004,False,2026-04-11
CRMG,CRM,1.983288,254,ols,0.124631,15000,0.124631,False,False,4.909999847412109,0.124631,1.0,False,True,False,False,False,False,False,False,False,0.689987,0.253712,0.36224,0.127947,0.253712,0.129081,0.129081,0.495822,0.5949863999999999,0.5,0.5949863999999999,0.129081,net_decay_annual,0.124631,ETF_LS,483.1348423703968,-243.6029675823162,483.1348423703968,-243.6029675823162,483.1348423703968,0.0,-0.0,483.1348423703968,core_leveraged,0.5,1.0,726.737809952713,1.0,0.0,,False,0.0,0.0,726.7378099527127,483.1348423703967,-243.60296758231613,483.1348423703967,-243.60296758231613,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,False,2026-04-11
CRWG,CRWV,1.996246,167,ols,0.047461,550000,0.047461,False,False,4.019999980926514,0.047461,1.0,False,True,False,False,False,False,False,False,False,1.958941,1.012916,1.185257,1.396933,1.142446,0.965455,1.094985,0.4990615,0.5988738,0.5,0.5988738,0.965455,net_decay_annual,0.047461,ETF_LS,25865.78796803363,-12957.2146759636,25865.78796803363,-12957.2146759636,63657.83746158421,-578.8445363874657,578.8445363874657,63078.99292519675,core_leveraged,0.5,1.0,38823.00264399723,1.0,0.0,,False,0.0,0.0,38823.00264399722,25865.787968033623,-12957.214675963598,25865.787968033623,-12957.214675963598,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,False,2026-04-11
DUOG,DUOL,2.019597,81,ols,0.0041449999999999,10000,0.0041449999999999,False,False,2.634000062942505,0.0041449999999999,1.0,False,True,False,False,False,False,False,False,False,1.122686,0.456612,0.617181,0.392183,0.412892,0.452467,0.4087469999999999,0.50489925,0.6058791,0.50489925,0.6058791,0.452467,net_decay_annual,0.0041449999999999,ETF_LS,6954.543006196687,-3443.530073671473,6954.543006196687,-3443.530073671473,6954.543006196687,0.0,-0.0,6954.543006196687,core_leveraged,0.5,1.0,10398.07307986816,1.0,0.0,,False,0.0,0.0,10398.073079868156,6954.5430061966845,-3443.530073671472,6954.5430061966845,-3443.530073671472,haircut,haircut,-3.637978807091713e-12,1.0000000000000004,False,2026-04-11
FIGG,FIG,1.99634,122,ols,0.028842,90000,0.0671525007855808,False,False,0.859000027179718,0.028842,2.3282886341301183,False,True,False,False,False,False,False,False,False,1.348986,0.65319,0.867839,0.749015,0.702624,0.5860374992144192,0.6354714992144191,0.499085,0.5989019999999999,0.5,0.5989019999999999,0.5860374992144192,net_decay_annual,0.0671525007855808,ETF_LS,10486.098404279828,-5252.661572818171,10486.098404279828,-5252.661572818171,10486.098404279828,0.0,-0.0,10486.098404279828,core_leveraged,0.5,1.0,15738.759977097998,1.0,0.0,,False,0.0,0.0,15738.759977097992,10486.098404279825,-5252.66157281817,10486.098404279825,-5252.66157281817,haircut,haircut,-5.4569682106375694e-12,1.0000000000000004,False,2026-04-11
GEVG,GEV,1.961169,78,ols,0.065711,10000,0.065711,False,False,28.59499931335449,0.065711,1.0,False,True,False,False,False,False,False,False,False,0.930927,0.241703,0.5265,0.261265,0.25521,0.1759919999999999,0.1894989999999999,0.49029225,0.5883507,0.5,0.5883507,0.1759919999999999,net_decay_annual,0.065711,ETF_LS,1140.6955917293046,-581.6406397048418,1140.6955917293046,-581.6406397048418,3785.31227654365,0.0,-0.0,3785.31227654365,core_leveraged,0.5,1.0,1722.3362314341464,1.0,0.0,,False,0.0,0.0,1722.3362314341457,1140.6955917293042,-581.6406397048415,1140.6955917293042,-581.6406397048415,haircut,haircut,-6.821210263296962e-13,1.0000000000000004,False,2026-04-11
GLGG,GLXY,1.998418,159,ols,0.389884,20000,0.389884,False,False,5.889999866485596,0.389884,1.0,False,False,True,False,False,True,True,False,False,1.848976,1.070136,0.897372,0.803367,0.971686,0.680252,0.581802,0.4996045,0.5995254,0.5,0.5995254,0.680252,net_decay_annual,0.389884,ETF_LS,0.0,0.0,0.0,0.0,24925.66771732512,0.0,-0.0,24925.66771732512,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-04-11
GRAG,GRAB,1.973642,81,ols,0.38707,200,0.38707,False,False,6.943999767303467,0.38707,1.0,False,False,True,False,False,True,True,True,False,0.72219,0.29366,0.442345,0.188001,0.221963,-0.09341,-0.165107,0.4934105,0.5920926,0.5,0.5920926,-0.09341,net_decay_annual,0.38707,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-04-11
HOOG,HOOD,2.006445,264,ols,0.139581,55000,0.139581,False,False,16.93000030517578,0.139581,1.0,False,True,False,False,False,False,False,False,False,1.423274,0.655603,0.706886,0.504529,0.655603,0.516022,0.516022,0.50161125,0.6019334999999999,0.50161125,0.6019334999999999,0.516022,net_decay_annual,0.139581,ETF_LS,7796.049607838064,-3885.503768026567,7796.049607838064,-3885.503768026567,27818.07823360808,0.0,-0.0,27818.07823360808,core_leveraged,0.5,1.0,11681.55337586463,1.0,0.0,,False,0.0,0.0,11681.553375864629,7796.049607838062,-3885.503768026566,7796.049607838062,-3885.503768026566,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,False,2026-04-11
IREG,IREN,1.970385,78,ols,0.119114,20000,0.119114,False,False,12.512999534606934,0.119114,1.0,False,True,False,False,False,False,False,False,False,2.065,1.180624,1.052432,1.058896,1.096574,1.06151,0.97746,0.49259625,0.5911155,0.5,0.5911155,1.06151,net_decay_annual,0.119114,ETF_LS,29849.265491811304,-15148.950835400849,29849.265491811304,-15148.950835400849,57391.742348020816,0.0,-0.0,57391.742348020816,core_leveraged,0.5,1.0,44998.21632721216,1.0,0.0,,False,0.0,0.0,44998.21632721214,29849.265491811297,-15148.950835400845,29849.265491811297,-15148.950835400845,haircut,haircut,-1.4551915228366852e-11,1.0000000000000002,False,2026-04-11
KLAG,KLAC,2.011972,76,ols,0.046082,800,0.046082,False,False,28.684999465942383,0.046082,1.0,False,True,False,False,False,False,False,True,False,1.156548,0.459382,0.469868,0.224756,0.295516,0.4133,0.249434,0.502993,0.6035916,0.502993,0.6035916,0.4133,net_decay_annual,0.046082,ETF_LS,5680.676631462446,-2823.437220529135,5680.676631462446,-2823.437220529135,5680.676631462446,0.0,-0.0,5680.676631462446,core_leveraged,0.5,1.0,8504.11385199158,1.0,0.0,,False,0.0,0.0,8504.113851991578,5680.676631462445,-2823.4372205291347,5680.676631462445,-2823.4372205291347,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,False,2026-04-11
LACG,LAC,2.007981,81,ols,0.171923,15000,0.171923,False,False,7.521999835968018,0.171923,1.0,False,True,False,False,False,False,False,False,False,1.412286,0.637288,1.069884,1.158391,0.990894,0.465365,0.8189710000000001,0.50199525,0.6023942999999999,0.50199525,0.6023942999999999,0.465365,net_decay_annual,0.171923,ETF_LS,6205.40632954411,-3090.3710391403656,6205.40632954411,-3090.3710391403656,6205.40632954411,0.0,-0.0,6205.40632954411,core_leveraged,0.5,1.0,9295.777368684476,1.0,0.0,,False,0.0,0.0,9295.777368684472,6205.406329544108,-3090.3710391403647,6205.406329544108,-3090.3710391403647,haircut,haircut,-3.637978807091713e-12,1.0000000000000004,False,2026-04-11
MPG,MP,1.987038,113,ols,0.289645,3000,0.289645,False,False,6.616000175476074,0.289645,1.0,False,True,False,False,False,False,False,False,False,1.483659,0.70355,0.811739,0.646164,0.671897,0.413905,0.382252,0.4967595,0.5961114,0.5,0.5961114,0.413905,net_decay_annual,0.289645,ETF_LS,4296.329047468822,-2162.177596738876,4296.329047468822,-2162.177596738876,4296.329047468822,0.0,-0.0,4296.329047468822,core_leveraged,0.5,1.0,6458.506644207699,1.0,0.0,,False,0.0,0.0,6458.506644207696,4296.32904746882,-2162.177596738875,4296.32904746882,-2162.177596738875,haircut,haircut,-2.7284841053187847e-12,1.0000000000000004,False,2026-04-11
NBIG,NBIS,2.008756,113,ols,0.036349,75000,0.036349,False,False,13.869999885559082,0.036349,1.0,False,True,False,False,False,False,False,False,False,1.981658,1.152226,1.112607,1.2542,1.208474,1.115877,1.172125,0.502189,0.6026268,0.502189,0.6026268,1.115877,net_decay_annual,0.036349,ETF_LS,33483.10409239644,-16668.577016022075,33483.10409239644,-16668.577016022075,80652.13504773565,0.0,-0.0,80652.13504773565,core_leveraged,0.5,1.0,50151.68110841852,1.0,0.0,,False,0.0,0.0,50151.681108418496,33483.104092396425,-16668.577016022067,33483.104092396425,-16668.577016022067,haircut,haircut,-2.182787284255028e-11,1.0000000000000004,False,2026-04-11
NEMG,NEM,1.997236,98,ols,0.050787,1000,0.050787,False,False,24.597999572753903,0.050787,1.0,False,True,False,False,False,False,False,False,False,0.99741,0.378943,0.4122,0.169205,0.25077,0.3281559999999999,0.199983,0.499309,0.5991708,0.5,0.5991708,0.3281559999999999,net_decay_annual,0.050787,ETF_LS,3731.676891318239,-1868.420602932372,3731.676891318239,-1868.420602932372,3731.676891318239,0.0,-0.0,3731.676891318239,core_leveraged,0.5,1.0,5600.097494250611,1.0,0.0,,False,0.0,0.0,5600.097494250609,3731.6768913182377,-1868.4206029323711,3731.6768913182377,-1868.4206029323711,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,False,2026-04-11
NETG,NET,2.001705,98,ols,0.226776,5000,0.226776,False,False,7.650000095367432,0.226776,1.0,False,True,False,False,False,False,False,False,False,1.20955,0.534081,0.521416,0.27257,0.374269,0.307305,0.147493,0.50042625,0.6005115,0.50042625,0.6005115,0.307305,net_decay_annual,0.226776,ETF_LS,2492.2932837483468,-1245.0852067354317,2492.2932837483468,-1245.0852067354317,2492.2932837483468,0.0,-0.0,2492.2932837483468,core_leveraged,0.5,1.0,3737.3784904837785,1.0,0.0,,False,0.0,0.0,3737.3784904837767,2492.2932837483454,-1245.0852067354308,2492.2932837483454,-1245.0852067354308,haircut,haircut,-1.8189894035458565e-12,1.0000000000000004,False,2026-04-11
NIOG,NIO,1.962085,76,ols,0.039739,10000,0.039739,False,False,23.299999237060547,0.039739,1.0,False,True,False,False,False,False,False,False,False,1.214704,0.412031,0.668273,0.421511,0.418652,0.3722919999999999,0.378913,0.49052125,0.5886255,0.5,0.5886255,0.3722919999999999,net_decay_annual,0.039739,ETF_LS,4791.136229671929,-2441.859669520907,4791.136229671929,-2441.859669520907,4791.136229671929,0.0,-0.0,4791.136229671929,core_leveraged,0.5,1.0,7232.995899192836,1.0,0.0,,False,0.0,0.0,7232.995899192834,4791.136229671928,-2441.8596695209067,4791.136229671928,-2441.8596695209067,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,False,2026-04-11
NUG,NU,1.983698,98,ols,,0,0.0,False,True,11.866000175476074,,1.0,False,False,False,False,False,False,False,True,False,0.810949,0.31335,0.434686,0.184357,0.234521,0.31335,0.234521,0.4959245,1.0,0.5,1.0,0.31335,net_decay_annual,,ETF_LS,3698.562055000671,-1864.4783908642703,3698.562055000671,-1864.4783908642703,3698.562055000671,0.0,-0.0,3698.562055000671,core_leveraged,0.5,1.0,5563.040445864941,1.0,0.0,,False,0.0,0.0,5563.040445864939,3698.5620550006697,-1864.4783908642696,3698.5620550006697,-1864.4783908642696,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,False,2026-04-11
NVDG,NVDA,1.96959,329,ols,0.0216069999999999,100000,0.0216069999999999,False,False,16.110000610351562,0.0216069999999999,1.0,False,True,False,False,False,False,False,False,False,0.917373,0.333039,0.49384,0.232866,0.333039,0.311432,0.311432,0.4923975,0.590877,0.5,0.590877,0.311432,net_decay_annual,0.0216069999999999,ETF_LS,3559.196791197526,-1807.074970525605,3559.196791197526,-1807.074970525605,14953.579197620606,0.0,-0.0,14953.579197620606,core_leveraged,0.5,1.0,5366.271761723132,1.0,0.0,,False,0.0,0.0,5366.27176172313,3559.1967911975257,-1807.0749705256048,3559.1967911975257,-1807.0749705256048,haircut,haircut,-1.8189894035458565e-12,1.0000000000000004,False,2026-04-11
OKTG,OKTA,1.996503,98,ols,,0,0.0,False,True,7.125999927520752,,1.0,False,False,False,False,False,False,False,True,False,1.025092,0.423768,0.452181,0.203396,0.289096,0.423768,0.289096,0.49912575,1.0,0.5,1.0,0.423768,net_decay_annual,,ETF_LS,6255.960003567297,-3133.458854590901,6255.960003567297,-3133.458854590901,6255.960003567297,0.0,-0.0,6255.960003567297,core_leveraged,0.5,1.0,9389.418858158198,1.0,0.0,,False,0.0,0.0,9389.418858158197,6255.960003567295,-3133.4588545909,6255.960003567295,-3133.4588545909,haircut,haircut,-3.637978807091713e-12,1.0000000000000004,False,2026-04-11
OPEG,OPEN,2.003221,81,ols,0.14486,7000,0.14486,False,False,4.394999980926514,0.14486,1.0,False,True,False,False,False,False,False,False,False,1.564656,0.770012,1.297076,1.690543,1.394658,0.625152,1.249798,0.50080525,0.6009663,0.50080525,0.6009663,0.625152,net_decay_annual,0.14486,ETF_LS,11113.025331841798,-5547.578291083109,11113.025331841798,-5547.578291083109,26977.677619038943,0.0,-0.0,26977.677619038943,core_leveraged,0.5,1.0,16660.603622924908,1.0,0.0,,False,0.0,0.0,16660.603622924904,11113.025331841796,-5547.5782910831085,11113.025331841796,-5547.5782910831085,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,False,2026-04-11
OSCG,OSCR,1.99253,106,ols,0.400393,30000,0.400393,False,False,7.7870001792907715,0.400393,1.0,False,False,True,False,False,True,True,False,False,1.507377,0.715528,0.756136,0.565351,0.628521,0.315135,0.228128,0.4981325,0.5977589999999999,0.5,0.5977589999999999,0.315135,net_decay_annual,0.400393,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-04-11
PANG,PANW,1.996682,264,ols,0.060084,10000,0.060084,False,False,7.210000038146973,0.060084,1.0,False,True,False,False,False,False,False,False,False,0.755052,0.27427,0.352033,0.123311,0.27427,0.214186,0.214186,0.4991705,0.5990046,0.5,0.5990046,0.214186,net_decay_annual,0.060084,ETF_LS,1668.8844317271928,-835.8288559355935,1668.8844317271928,-835.8288559355935,3208.399092034173,0.0,-0.0,3208.399092034173,core_leveraged,0.5,1.0,2504.7132876627866,1.0,0.0,,False,0.0,0.0,2504.7132876627857,1668.8844317271924,-835.8288559355933,1668.8844317271924,-835.8288559355933,haircut,haircut,-9.094947017729282e-13,1.0000000000000004,False,2026-04-11
PLTG,PLTR,1.995509,240,ols,0.1027899999999999,55000,0.1027899999999999,False,False,12.029999732971191,0.1027899999999999,1.0,False,True,False,False,False,False,False,False,False,1.050668,0.423606,0.632434,0.397282,0.422352,0.320816,0.319562,0.49887725,0.5986526999999999,0.5,0.5986526999999999,0.320816,net_decay_annual,0.1027899999999999,ETF_LS,3322.0293542457944,-1664.7528797142957,3322.0293542457944,-1664.7528797142957,20324.19945128124,0.0,-0.0,20324.19945128124,core_leveraged,0.5,1.0,4986.78223396009,1.0,0.0,,False,0.0,0.0,4986.782233960087,3322.0293542457925,-1664.7528797142947,3322.0293542457925,-1664.7528797142947,haircut,haircut,-2.7284841053187847e-12,1.0000000000000004,False,2026-04-11
