ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,keep_open,_plan_date
UPSX,UPST,1.986337,209,ols,0.134358,55000,0.134358,False,False,15.59000015258789,0.134358,1.0,False,True,False,False,False,False,False,False,False,1.397652,0.708523,0.895102,0.784862,0.721549,0.574165,0.587191,0.49658425,0.5959011,0.5,0.5959011,0.574165,net_decay_annual,0.134358,ETF_LS,9599.30866152798,-4832.668707036107,9599.30866152798,-4832.668707036107,9599.30866152798,0.0,-0.0,9599.30866152798,core_leveraged,0.5,1.0,14431.977368564088,1.0,0.0,,False,0.0,0.0,14431.97736856408,9599.308661527975,-4832.668707036105,9599.308661527975,-4832.668707036105,haircut,haircut,-5.4569682106375694e-12,1.0000000000000004,False,2026-04-11
WULX,WULF,1.994579,115,ols,0.133994,1000,0.133994,False,False,32.13999938964844,0.133994,1.0,False,True,False,False,False,False,False,False,False,2.014105,1.17793,1.151292,1.314715,1.252293,1.043936,1.1182990000000002,0.49864475,0.5983737,0.5,0.5983737,1.043936,net_decay_annual,0.133994,ETF_LS,28634.22901003026,-14356.026514883722,28634.22901003026,-14356.026514883722,28634.22901003026,0.0,-0.0,28634.22901003026,core_leveraged,0.5,1.0,42990.255524913984,1.0,0.0,,False,0.0,0.0,42990.25552491397,28634.229010030253,-14356.02651488372,28634.229010030253,-14356.02651488372,haircut,haircut,-1.4551915228366852e-11,1.0000000000000004,False,2026-04-11
CRMU,CRML,1.962751,41,ols,0.136742,15000,0.136742,False,False,6.679999828338623,0.136742,1.0,False,True,False,False,False,False,False,False,False,1.974085,1.180996,1.52882,2.208319,2.041175,1.044254,1.904433,0.49068775,0.5888253,0.5,0.5888253,1.044254,net_decay_annual,0.136742,ETF_LS,28807.263635221963,-14676.98329295054,28807.263635221963,-14676.98329295054,28807.263635221963,0.0,-0.0,28807.263635221963,core_leveraged,0.5,1.0,43484.246928172506,1.0,0.0,,False,0.0,0.0,43484.24692817249,28807.26363522196,-14676.983292950536,28807.26363522196,-14676.983292950536,haircut,haircut,-1.4551915228366852e-11,1.0000000000000004,False,2026-04-11
UECG,UEC,1.991003,41,ols,,0,0.0,False,True,8.5,,1.0,False,False,False,False,False,False,False,True,False,1.266001,0.599652,0.704793,0.49005,0.507882,0.599652,0.507882,0.49775075,1.0,0.5,1.0,0.599652,net_decay_annual,,ETF_LS,11498.51595361918,-5775.2378844327095,11498.51595361918,-5775.2378844327095,11498.51595361918,0.0,-0.0,11498.51595361918,core_leveraged,0.5,1.0,17273.75383805189,1.0,0.0,,False,0.0,0.0,17273.75383805188,11498.515953619171,-5775.237884432707,11498.515953619171,-5775.237884432707,haircut,haircut,-7.275957614183426e-12,1.0000000000000004,False,2026-04-11
DNNG,DNN,1.977411,41,ols,,0,0.0,False,True,11.039999961853027,,1.0,False,False,False,False,False,False,False,True,False,1.12863,0.622944,0.61121,0.361015,0.40363,0.622944,0.40363,0.49435275,1.0,0.5,1.0,0.622944,net_decay_annual,,ETF_LS,12326.452918968607,-6233.632218577023,12326.452918968607,-6233.632218577023,12326.452918968607,0.0,-0.0,12326.452918968607,core_leveraged,0.5,1.0,18560.085137545637,1.0,0.0,,False,0.0,0.0,18560.085137545622,12326.452918968604,-6233.632218577021,12326.452918968604,-6233.632218577021,haircut,haircut,-7.275957614183426e-12,1.0000000000000004,False,2026-04-11
RCAX,RCAT,2.008145,46,ols,0.14501,9000,0.14501,False,False,11.789999961853027,0.14501,1.0,False,True,False,False,False,False,False,False,False,2.4893,1.658444,1.280649,1.660154,1.659842,1.513434,1.514832,0.50203625,0.6024434999999999,0.50203625,0.6024434999999999,1.513434,net_decay_annual,0.14501,ETF_LS,55497.85095936931,-27636.376337052014,55497.85095936931,-27636.376337052014,55497.85095936931,0.0,-0.0,55497.85095936931,core_leveraged,0.5,1.0,83134.22729642132,1.0,0.0,,False,0.0,0.0,83134.22729642129,55497.85095936929,-27636.376337052003,55497.85095936929,-27636.376337052003,haircut,haircut,-2.9103830456733704e-11,1.0000000000000004,False,2026-04-11
RDWU,RDW,1.977424,48,ols,,0,0.0,False,True,9.899999618530272,,1.0,False,False,False,False,False,False,False,True,False,1.923595,1.492324,1.06685,1.099916,1.17466,1.492324,1.17466,0.494356,1.0,0.5,1.0,1.492324,net_decay_annual,,ETF_LS,56860.62674053895,-28754.89866641597,56860.62674053895,-28754.89866641597,56860.62674053895,0.0,-0.0,56860.62674053895,core_leveraged,0.5,1.0,85615.52540695493,1.0,0.0,,False,0.0,0.0,85615.5254069549,56860.62674053893,-28754.898666415964,56860.62674053893,-28754.898666415964,haircut,haircut,-2.9103830456733704e-11,1.0000000000000004,False,2026-04-11
OKLL,OKLO,1.997859,200,ols,,0,0.0,False,True,6.059999942779541,,1.0,False,False,False,False,False,False,False,True,False,2.006237,1.255673,1.292602,1.665458,1.340232,1.255673,1.340232,0.49946475,1.0,0.5,1.0,1.255673,net_decay_annual,,ETF_LS,41853.414036882845,-20949.133065387923,41853.414036882845,-20949.133065387923,41853.414036882845,0.0,-0.0,41853.414036882845,core_leveraged,0.5,1.0,62802.54710227076,1.0,0.0,,False,0.0,0.0,62802.547102270735,41853.41403688283,-20949.13306538792,41853.41403688283,-20949.13306538792,haircut,haircut,-2.182787284255028e-11,1.0000000000000004,False,2026-04-11
GDXU,GDX,3.042887,500,ols,,0,0.0,False,True,250.6600036621093,,1.0,False,False,False,False,False,False,False,True,False,1.19756,0.721973,0.392643,0.479177,0.721973,0.721973,0.721973,0.76072175,1.0,0.76072175,1.0,0.721973,net_decay_annual,,ETF_LS,13089.05937317306,-4301.52660061746,13089.05937317306,-4301.52660061746,14638.442867490316,0.0,-0.0,14638.442867490316,core_leveraged,0.5,1.0,17390.58597379052,1.0,0.0,,False,0.0,0.0,17390.585973790512,13089.059373173051,-4301.526600617458,13089.059373173051,-4301.526600617458,haircut,haircut,-7.275957614183426e-12,1.0000000000000004,False,2026-04-11
MRNX,MRNA,2.014201,45,ols,0.094903,200,0.094903,False,False,26.290000915527344,0.094903,1.0,False,True,False,False,False,False,False,True,False,1.311143,0.572038,0.67205,0.461318,0.481089,0.477135,0.386186,0.50355025,0.6042603,0.50355025,0.6042603,0.477135,net_decay_annual,0.094903,ETF_LS,7015.821982708953,-3483.1786811291195,7015.821982708953,-3483.1786811291195,7015.821982708953,0.0,-0.0,7015.821982708953,core_leveraged,0.5,1.0,10499.000663838073,1.0,0.0,,False,0.0,0.0,10499.00066383807,7015.821982708951,-3483.178681129118,7015.821982708951,-3483.178681129118,haircut,haircut,-3.637978807091713e-12,1.0000000000000004,False,2026-04-11
ZETX,ZETA,2.052384,45,ols,0.1241119999999999,100,0.1241119999999999,False,False,11.880000114440918,0.1241119999999999,1.0,False,True,False,False,False,False,False,True,False,1.464223,0.665059,0.76075,0.62501,0.632162,0.540947,0.50805,0.513096,0.6157152,0.513096,0.6157152,0.540947,net_decay_annual,0.1241119999999999,ETF_LS,2438.232215487671,-1188.0000114440918,2438.232215487671,-1188.0000114440918,2438.232215487671,0.0,-0.0,2438.232215487671,core_leveraged,0.5,1.0,3626.232226931763,1.0,0.0,,False,0.0,0.0,12714.521946749388,8549.08209817549,-4165.4398485738975,8549.08209817549,-4165.4398485738975,haircut,shares_available,9088.289719817623,0.2852039771624171,False,2026-04-11
LITX,LITE,1.980469,51,ols,0.074493,800000,0.074493,False,False,46.310001373291016,0.074493,1.0,False,True,False,False,False,False,False,False,False,2.040088,1.47405,0.744797,0.538577,0.727899,1.3995570000000002,0.6534059999999999,0.49511725,0.5941407,0.5,0.5941407,1.3995570000000002,net_decay_annual,0.074493,ETF_LS,49610.86401537823,-25050.058352530752,49610.86401537823,-25050.058352530752,49610.86401537823,0.0,-0.0,49610.86401537823,core_leveraged,0.5,1.0,74660.92236790898,1.0,0.0,,False,0.0,0.0,74660.92236790895,49610.8640153782,-25050.05835253074,49610.8640153782,-25050.05835253074,haircut,haircut,-2.9103830456733704e-11,1.0000000000000004,False,2026-04-11
WDCX,WDC,2.043392,51,ols,0.138559,35000,0.138559,False,False,43.04999923706055,0.138559,1.0,False,True,False,False,False,False,False,False,False,1.746038,0.796771,0.560264,0.334622,0.428152,0.658212,0.289593,0.510848,0.6130175999999999,0.510848,0.6130175999999999,0.658212,net_decay_annual,0.138559,ETF_LS,12180.042494203268,-5960.69794449781,12180.042494203268,-5960.69794449781,12180.042494203268,0.0,-0.0,12180.042494203268,core_leveraged,0.5,1.0,18140.74043870108,1.0,0.0,,False,0.0,0.0,18140.740438701072,12180.042494203264,-5960.697944497808,12180.042494203264,-5960.697944497808,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,False,2026-04-11
LNOK,NOK,1.951168,55,ols,,0,0.0,False,True,40.26399993896485,,1.0,False,False,False,False,False,False,False,True,False,0.885978,0.282166,0.373191,0.129236,0.162614,0.282166,0.162614,0.487792,1.0,0.5,1.0,0.282166,net_decay_annual,,ETF_LS,3099.7726115086048,-1588.6754044288366,3099.7726115086048,-1588.6754044288366,3099.7726115086048,0.0,-0.0,3099.7726115086048,core_leveraged,0.5,1.0,4688.448015937442,1.0,0.0,,False,0.0,0.0,4688.44801593744,3099.7726115086034,-1588.675404428836,3099.7726115086034,-1588.675404428836,haircut,haircut,-1.8189894035458565e-12,1.0000000000000004,False,2026-04-11
USGG,USAR,1.996742,60,ols,0.3370309999999999,150000,0.3370309999999999,False,False,8.78499984741211,0.3370309999999999,1.0,False,True,False,False,False,False,False,False,False,2.286447,1.391736,1.219019,1.478753,1.458035,1.0547050000000002,1.121004,0.4991855,0.5990226,0.5,0.5990226,1.0547050000000002,net_decay_annual,0.3370309999999999,ETF_LS,26668.520839600173,-13356.017372099235,26668.520839600173,-13356.017372099235,26668.520839600173,0.0,-0.0,26668.520839600173,core_leveraged,0.5,1.0,40024.53821169941,1.0,0.0,,False,0.0,0.0,40024.53821169939,26668.52083960016,-13356.01737209923,26668.52083960016,-13356.01737209923,haircut,haircut,-1.4551915228366852e-11,1.0000000000000004,False,2026-04-11
ONDG,ONDS,2.003995,60,ols,0.24605,10000,0.24605,False,False,5.36299991607666,0.24605,1.0,False,True,False,False,False,False,False,False,False,1.996606,1.197551,1.307276,1.719225,1.595017,0.951501,1.348967,0.50099875,0.6011985000000001,0.50099875,0.6011985000000001,0.951501,net_decay_annual,0.24605,ETF_LS,22885.71866472643,-11420.047786908865,22885.71866472643,-11420.047786908865,22885.71866472643,0.0,-0.0,22885.71866472643,core_leveraged,0.5,1.0,34305.766451635296,1.0,0.0,,False,0.0,0.0,34305.76645163528,22885.718664726424,-11420.04778690886,22885.718664726424,-11420.04778690886,haircut,haircut,-1.4551915228366852e-11,1.0000000000000004,False,2026-04-11
PLUL,PLUG,1.942618,60,ols,0.088614,2000,0.088614,False,False,17.167999267578125,0.088614,1.0,False,True,False,False,False,False,False,False,False,1.892318,1.00529,1.045095,1.000011,1.001268,0.916676,0.912654,0.4856545,0.5827854,0.5,0.5827854,0.916676,net_decay_annual,0.088614,ETF_LS,23389.15846023024,-12040.019427509802,23389.15846023024,-12040.019427509802,23389.15846023024,0.0,-0.0,23389.15846023024,core_leveraged,0.5,1.0,35429.17788774004,1.0,0.0,,False,0.0,0.0,35429.17788774003,23389.15846023023,-12040.019427509798,23389.15846023023,-12040.019427509798,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,False,2026-04-11
UUUG,UUUU,1.9999,60,ols,0.102849,30000,0.102849,False,False,10.34000015258789,0.102849,1.0,False,True,False,False,False,False,False,False,False,2.033589,1.178778,0.790332,0.624531,0.756495,1.075929,0.6536460000000001,0.499975,0.59997,0.5,0.59997,1.075929,net_decay_annual,0.102849,ETF_LS,30602.03791712336,-15301.78404776407,30602.03791712336,-15301.78404776407,30602.03791712336,0.0,-0.0,30602.03791712336,core_leveraged,0.5,1.0,45903.82196488743,1.0,0.0,,False,0.0,0.0,45903.821964887415,30602.037917123347,-15301.784047764064,30602.037917123347,-15301.784047764064,haircut,haircut,-1.4551915228366852e-11,1.0000000000000002,False,2026-04-11
HUTG,HUT,1.999218,60,ols,0.097464,1000,0.097464,False,False,12.581000328063965,0.097464,1.0,False,True,False,False,False,False,False,False,False,2.176419,1.408437,1.010009,1.018922,1.111664,1.310973,1.0142,0.4998045,0.5997654,0.5,0.5997654,1.310973,net_decay_annual,0.097464,ETF_LS,25152.162313871388,-12581.000328063968,25152.162313871388,-12581.000328063968,25152.162313871388,0.0,-0.0,25152.162313871388,core_leveraged,0.5,1.0,37733.16264193536,1.0,0.0,,False,0.0,0.0,65501.63462160327,43662.063566213736,-21839.57105538953,43662.063566213736,-21839.57105538953,haircut,shares_available,27768.471979667916,0.5760644426649236,False,2026-04-11
XPEG,XPEV,1.989582,58,ols,0.106973,8000,0.106973,False,False,9.666000366210938,0.106973,1.0,False,True,False,False,False,False,False,False,False,1.064778,0.466238,0.688629,0.466825,0.46669,0.359265,0.359717,0.4973955,0.5968745999999999,0.5,0.5968745999999999,0.359265,net_decay_annual,0.106973,ETF_LS,4098.566651828473,-2060.0139385199877,4098.566651828473,-2060.0139385199877,4098.566651828473,0.0,-0.0,4098.566651828473,core_leveraged,0.5,1.0,6158.58059034846,1.0,0.0,,False,0.0,0.0,6158.580590348458,4098.566651828472,-2060.0139385199864,4098.566651828472,-2060.0139385199864,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,False,2026-04-11
ORLG,ORLY,2.005749,58,ols,0.060266,100,0.060266,False,False,13.734000205993652,0.060266,1.0,False,True,False,False,False,False,False,True,False,0.509718,0.187575,0.207665,0.043497,0.076658,0.127309,0.016392,0.50143725,0.6017246999999999,0.50143725,0.6017246999999999,0.127309,net_decay_annual,0.060266,ETF_LS,610.6026365837455,-304.4262450504752,610.6026365837455,-304.4262450504752,610.6026365837455,0.0,-0.0,610.6026365837455,core_leveraged,0.5,1.0,915.0288816342209,1.0,0.0,,False,0.0,0.0,915.0288816342204,610.6026365837453,-304.4262450504751,610.6026365837453,-304.4262450504751,haircut,haircut,-3.410605131648481e-13,1.0000000000000004,False,2026-04-11
LUNL,LUNR,1.988624,60,ols,0.327532,25000,0.327532,False,False,17.860000610351562,0.327532,1.0,False,True,False,False,False,False,False,False,False,2.65262,2.163403,1.124325,1.242618,1.461853,1.8358710000000005,1.134321,0.497156,0.5965872,0.5,0.5965872,1.8358710000000005,net_decay_annual,0.327532,ETF_LS,75262.80172681577,-37846.67273794129,75262.80172681577,-37846.67273794129,75262.80172681577,0.0,-0.0,75262.80172681577,core_leveraged,0.5,1.0,113109.47446475706,1.0,0.0,,False,0.0,0.0,113109.47446475702,75262.80172681574,-37846.67273794128,75262.80172681574,-37846.67273794128,haircut,haircut,-4.365574568510056e-11,1.0000000000000004,False,2026-04-11
RKTL,RKT,1.950018,60,ols,0.04311,3000,0.04311,False,False,13.68000030517578,0.04311,1.0,False,True,False,False,False,False,False,False,False,1.224249,0.834407,0.559179,0.289629,0.419338,0.791297,0.376228,0.4875045,0.5850054,0.5,0.5850054,0.791297,net_decay_annual,0.04311,ETF_LS,18396.00317378788,-9433.760700561676,18396.00317378788,-9433.760700561676,18396.00317378788,0.0,-0.0,18396.00317378788,core_leveraged,0.5,1.0,27829.76387434956,1.0,0.0,,False,0.0,0.0,27829.763874349544,18396.00317378787,-9433.760700561674,18396.00317378787,-9433.760700561674,haircut,haircut,-1.4551915228366852e-11,1.0000000000000004,False,2026-04-11
EOSU,EOSE,1.970564,59,ols,0.143791,10000,0.2567696417639526,False,False,1.1200000047683716,0.143791,1.7857142781116524,False,True,False,False,False,False,False,False,False,2.766081,4.064323,1.152761,1.270759,1.924808,3.807553358236048,1.6680383582360474,0.492641,0.5911692,0.5,0.5911692,3.807553358236048,net_decay_annual,0.2567696417639526,ETF_LS,22070.316893963813,-11200.000047683716,22070.316893963813,-11200.000047683716,22070.316893963813,0.0,-0.0,22070.316893963813,core_leveraged,0.5,1.0,33270.31694164753,1.0,0.0,,False,0.0,0.0,366660.0,243228.89398780832,-123431.1060121916,243228.89398780832,-123431.1060121916,pair_cap,shares_available,333389.68305835244,0.0907388778204536,False,2026-04-11
BTFL,KEEL,2.051857,69,ols,0.060828,10000,0.060828,False,False,20.823999404907227,0.060828,1.0,False,True,False,False,False,False,False,False,False,2.036934,1.286258,0.98848,1.05441,1.117892,1.2254299999999998,1.057064,0.51296425,0.6155571,0.51296425,0.6155571,1.2254299999999998,net_decay_annual,0.060828,ETF_LS,38801.98623434268,-18910.66786542273,38801.98623434268,-18910.66786542273,38801.98623434268,0.0,-0.0,38801.98623434268,core_leveraged,0.5,1.0,57712.6540997654,1.0,0.0,,False,0.0,0.0,57712.65409976538,38801.986234342665,-18910.66786542272,38801.986234342665,-18910.66786542272,haircut,haircut,-2.182787284255028e-11,1.0000000000000004,False,2026-04-11
FGRU,FIGR,1.99852,36,ols,0.217017,1000,0.217017,False,False,15.43000030517578,0.217017,1.0,False,True,False,False,False,False,False,False,False,2.713143,2.174486,1.123367,1.259153,1.389915,1.957469,1.172898,0.49963,0.599556,0.5,0.599556,1.957469,net_decay_annual,0.217017,ETF_LS,30837.1642098999,-15430.00030517578,30837.1642098999,-15430.00030517578,30837.1642098999,0.0,-0.0,30837.1642098999,core_leveraged,0.5,1.0,46267.16451507568,1.0,0.0,,False,0.0,0.0,129998.7503802963,86644.44546310506,-43354.30491719125,86644.44546310506,-43354.30491719125,haircut,shares_available,83731.58586522062,0.3559046866198824,False,2026-04-11
APHU,APH,2.007325,36,ols,0.155685,1000,0.155685,False,False,21.40999984741211,0.155685,1.0,False,True,False,False,False,False,False,False,False,0.964468,0.348432,0.376282,0.143148,0.172474,0.192747,0.016789,0.50183125,0.6021974999999999,0.50183125,0.6021974999999999,0.192747,net_decay_annual,0.155685,ETF_LS,1059.5996146390744,-527.8664962769229,1059.5996146390744,-527.8664962769229,1059.5996146390744,0.0,-0.0,1059.5996146390744,core_leveraged,0.5,1.0,1587.4661109159974,1.0,0.0,,False,0.0,0.0,1587.4661109159968,1059.599614639074,-527.8664962769228,1059.599614639074,-527.8664962769228,haircut,haircut,-6.821210263296962e-13,1.0000000000000004,False,2026-04-11
COPZ,COPX,2.038121,36,ols,0.028298,10000,0.028298,False,False,18.049999237060547,0.028298,1.0,False,True,False,False,False,False,False,False,False,1.166621,0.512848,0.388284,0.159495,0.209974,0.48455,0.181676,0.50953025,0.6114362999999999,0.50953025,0.6114362999999999,0.48455,net_decay_annual,0.028298,ETF_LS,7642.470066554379,-3749.762681682971,7642.470066554379,-3749.762681682971,7642.470066554379,0.0,-0.0,7642.470066554379,core_leveraged,0.5,1.0,11392.23274823735,1.0,0.0,,False,0.0,0.0,11392.232748237346,7642.470066554376,-3749.7626816829697,7642.470066554376,-3749.7626816829697,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,False,2026-04-11
LEUX,LEU,2.020503,35,ols,,0,0.0,False,True,18.959999084472656,,1.0,False,False,False,False,False,False,False,True,False,1.345598,0.531974,0.947106,0.924785,0.870228,0.531974,0.870228,0.50512575,1.0,0.50512575,1.0,0.531974,net_decay_annual,,ETF_LS,9267.460128763963,-4586.70941283629,9267.460128763963,-4586.70941283629,9267.460128763963,0.0,-0.0,9267.460128763963,core_leveraged,0.5,1.0,13854.169541600251,1.0,0.0,,False,0.0,0.0,13854.169541600248,9267.46012876396,-4586.709412836288,9267.46012876396,-4586.709412836288,haircut,haircut,-5.4569682106375694e-12,1.0000000000000004,False,2026-04-11
COHX,COHR,2.053235,35,ols,0.30047,100000,0.30047,False,False,41.209999084472656,0.30047,1.0,False,True,False,False,False,False,False,False,False,1.990398,1.03329,0.703452,0.53506,0.604259,0.73282,0.303789,0.51330875,0.6159705,0.51330875,0.6159705,0.73282,net_decay_annual,0.30047,ETF_LS,13343.444556961216,-6498.742012950888,13343.444556961216,-6498.742012950888,13343.444556961216,0.0,-0.0,13343.444556961216,core_leveraged,0.5,1.0,19842.186569912104,1.0,0.0,,False,0.0,0.0,19842.186569912094,13343.444556961207,-6498.742012950885,13343.444556961207,-6498.742012950885,haircut,haircut,-1.091393642127514e-11,1.0000000000000004,False,2026-04-11
FCXG,FCX,2.046869,35,ols,0.043183,6000,0.043183,False,False,16.649999618530273,0.043183,1.0,False,True,False,False,False,False,False,False,False,1.092977,0.42599,0.447419,0.214477,0.243854,0.382807,0.200671,0.51171725,0.6140607,0.51171725,0.6140607,0.382807,net_decay_annual,0.043183,ETF_LS,4928.999448258585,-2408.067857913029,4928.999448258585,-2408.067857913029,4928.999448258585,0.0,-0.0,4928.999448258585,core_leveraged,0.5,1.0,7337.067306171614,1.0,0.0,,False,0.0,0.0,7337.067306171612,4928.999448258584,-2408.0678579130285,4928.999448258584,-2408.0678579130285,haircut,haircut,-2.7284841053187847e-12,1.0000000000000004,False,2026-04-11
GLWG,GLW,1.987945,22,ols_short_history,0.235664,200000,0.235664,False,False,24.809999465942383,0.235664,1.0,False,True,False,False,False,False,False,False,False,1.457206,0.623969,0.40729,0.162898,0.20315,0.388305,-0.032514,0.49698625,0.5963835,0.5,0.5963835,0.388305,net_decay_annual,0.235664,ETF_LS,4032.610842254272,-2028.5324001691556,4032.610842254272,-2028.5324001691556,4032.610842254272,0.0,-0.0,4032.610842254272,core_leveraged,0.5,1.0,6061.143242423427,1.0,0.0,,False,0.0,0.0,6061.143242423425,4032.610842254271,-2028.5324001691547,4032.610842254271,-2028.5324001691547,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,False,2026-04-11
SNDU,SNDK,1.980152,20,ols_short_history,0.080496,3000,0.080496,False,False,38.41999816894531,0.080496,1.0,False,True,False,False,False,False,False,False,False,1.922415,0.984366,1.002275,0.974845,0.975601,0.90387,0.895105,0.495038,0.5940456,0.5,0.5940456,0.90387,net_decay_annual,0.080496,ETF_LS,22718.318531037487,-11473.017491100423,22718.318531037487,-11473.017491100423,22718.318531037487,0.0,-0.0,22718.318531037487,core_leveraged,0.5,1.0,34191.33602213791,1.0,0.0,,False,0.0,0.0,34191.3360221379,22718.31853103748,-11473.01749110042,22718.31853103748,-11473.01749110042,haircut,haircut,-1.4551915228366852e-11,1.0000000000000004,False,2026-04-11
PAAU,PAAS,1.954642,20,ols_short_history,,0,0.0,False,True,21.39999961853028,,1.0,False,False,False,False,False,False,False,True,False,1.198177,0.483219,0.519973,0.252255,0.270585,0.483219,0.270585,0.4886605,1.0,0.5,1.0,0.483219,net_decay_annual,,ETF_LS,7941.103461206005,-4062.689464979267,7941.103461206005,-4062.689464979267,7941.103461206005,0.0,-0.0,7941.103461206005,core_leveraged,0.5,1.0,12003.792926185271,1.0,0.0,,False,0.0,0.0,12003.792926185266,7941.103461206001,-4062.689464979265,7941.103461206001,-4062.689464979265,haircut,haircut,-5.4569682106375694e-12,1.0000000000000004,False,2026-04-11
BITX,IBIT,2.004423,500,ols,0.043905,3200000,0.043905,False,False,17.1299991607666,0.043905,1.0,False,True,False,False,False,False,False,False,False,0.998157,0.439264,0.49774,0.249391,0.439264,0.395359,0.395359,0.50110575,0.6013269,0.50110575,0.6013269,0.395359,net_decay_annual,0.043905,ETF_LS,5265.504445959627,-2626.9427391122667,5265.504445959627,-2626.9427391122667,17377.708415754736,0.0,-0.0,17377.708415754736,core_leveraged,0.5,1.0,7892.447185071895,1.0,0.0,,False,0.0,0.0,7892.447185071892,5265.504445959626,-2626.942739112266,5265.504445959626,-2626.942739112266,haircut,haircut,-2.7284841053187847e-12,1.0000000000000004,False,2026-04-11
ETHU,ETHA,2.001244,430,ols,0.018303,1100000,0.018303,False,False,25.65999984741211,0.018303,1.0,False,True,False,False,False,False,False,False,False,1.471095,0.782915,0.747128,0.559242,0.782915,0.7646120000000001,0.7646120000000001,0.500311,0.6003731999999999,0.500311,0.6003731999999999,0.7646120000000001,net_decay_annual,0.018303,ETF_LS,17372.0332925059,-8680.617302290926,17372.0332925059,-8680.617302290926,45605.89938002346,0.0,-0.0,45605.89938002346,core_leveraged,0.5,1.0,26052.65059479683,1.0,0.0,,False,0.0,0.0,26052.65059479682,17372.033292505897,-8680.617302290924,17372.033292505897,-8680.617302290924,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,False,2026-04-11
XXRP,XRPZ,2.021609,93,ols,0.029411,400000,0.029411,False,False,3.920000076293945,0.029411,1.0,False,True,False,False,False,False,False,False,False,1.530805,0.929551,0.803665,0.666963,0.76387,0.90014,0.7344590000000001,0.50540225,0.6064827,0.50540225,0.6064827,0.90014,net_decay_annual,0.029411,ETF_LS,22927.774408502817,-11341.349592578394,22927.774408502817,-11341.349592578394,79319.26189614915,0.0,-0.0,79319.26189614915,core_leveraged,0.5,1.0,34269.12400108121,1.0,0.0,,False,0.0,0.0,34269.1240010812,22927.77440850281,-11341.34959257839,22927.77440850281,-11341.34959257839,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,False,2026-04-11
AALG,AAL,1.984671,188,ols,0.164141,15000,0.164141,False,False,8.78600025177002,0.164141,1.0,False,True,False,False,False,False,False,False,False,0.926496,0.334455,0.502576,0.246805,0.312195,0.170314,0.148054,0.49616775,0.5954013,0.5,0.5954013,0.170314,net_decay_annual,0.164141,ETF_LS,785.3533096296978,-395.7095708204019,785.3533096296978,-395.7095708204019,785.3533096296978,0.0,-0.0,785.3533096296978,core_leveraged,0.5,1.0,1181.0628804500998,1.0,0.0,,False,0.0,0.0,1181.0628804500996,785.3533096296977,-395.7095708204018,785.3533096296977,-395.7095708204018,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,False,2026-04-11
ABNG,ABNB,1.990303,98,ols,0.109787,83,0.109787,False,False,15.244000434875488,0.109787,1.0,False,True,False,False,False,False,False,True,False,0.669649,0.230801,0.360979,0.128417,0.168233,0.121014,0.058446,0.49757575,0.5970909,0.5,0.5970909,0.121014,net_decay_annual,0.109787,ETF_LS,445.500584538916,-223.83555897715877,445.500584538916,-223.83555897715877,445.500584538916,0.0,-0.0,445.500584538916,core_leveraged,0.5,1.0,669.3361435160747,1.0,0.0,,False,0.0,0.0,669.3361435160745,445.5005845389158,-223.83555897715863,445.5005845389158,-223.83555897715863,haircut,haircut,-2.273736754432321e-13,1.0000000000000004,False,2026-04-11
