ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007393,252,ols,0.043197,10000,0.043197,False,False,50.20500183105469,0.043197,1.0,False,True,False,False,False,False,False,False,False,1.288361,0.490692,0.55878,0.315706,0.490692,0.447495,0.447495,0.50184825,0.6022179,0.50184825,0.6022179,0.447495,net_decay_annual,0.043197,ETF_LS,12240.839630276654,-6097.879005394885,12240.839630276654,-6097.879005394885,12240.839630276654,0.0,-0.0,12240.839630276654,core_leveraged,0.5,1.0,18338.71863567154,0.2653468174706024,3.0,1.0,0.1009884286787732,0.0039046911483619,primary,AMUU,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-18338.71863567154,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-07
ASMU,ASML,1.993393,37,ols,0.067128,9000,0.067128,False,False,20.299999237060547,0.067128,1.0,False,True,False,False,False,False,False,False,False,0.874121,0.289721,0.437696,0.189683,0.204371,0.222593,0.137243,0.49834825,0.5980179,0.5,0.5980179,0.222593,net_decay_annual,0.067128,ETF_LS,3527.4102554164,-1769.550838904521,3527.4102554164,-1769.550838904521,3527.4102554164,0.0,-0.0,3527.4102554164,core_leveraged,0.5,1.0,5296.961094320921,0.1326834654822873,2.0,1.0,0.029169528597682,0.0011278321844134,primary,ASMU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,5880.983611372351,3916.328916391655,-1964.6546949806964,3916.328916391655,-1964.6546949806964,haircut,haircut,584.0225170514304,0.9006930548280943,normal,False,False,False,5880.983611372351,3916.328916391655,-1964.6546949806964,2026-04-07
AVL,AVGO,1.986734,371,ols,0.043181,85000,0.043181,False,False,38.09000015258789,0.043181,1.0,False,True,False,False,False,False,False,False,False,1.074563,0.375365,0.53744,0.28312,0.375365,0.332184,0.332184,0.4966835,0.5960202,0.5,0.5960202,0.332184,net_decay_annual,0.043181,ETF_LS,7130.9091910786565,-3589.2621715230403,7130.9091910786565,-3589.2621715230403,7130.9091910786565,0.0,-0.0,7130.9091910786565,core_leveraged,0.5,1.0,10720.171362601695,0.198506127550595,3.0,1.0,0.0590342914673703,0.0022825454198884,primary,AVL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-10720.171362601695,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-07
BOEU,BA,1.992882,239,ols,0.062428,10000,0.062428,False,False,33.74760055541992,0.062428,1.0,False,True,False,False,False,False,False,False,False,0.601186,0.19288,0.354301,0.124192,0.189337,0.130452,0.126909,0.4982205,0.5978646,0.5,0.5978646,0.130452,net_decay_annual,0.062428,ETF_LS,1385.028088774337,-694.9875049171687,1385.028088774337,-694.9875049171687,1385.028088774337,0.0,-0.0,1385.028088774337,core_leveraged,0.5,1.0,2080.0155936915057,0.0777749164725529,1.0,1.0,0.0114543175347953,0.0004428781878655,primary,BOEU,False,,,1.0,0.0,,False,0.0,0.0,1283.4607382994557,854.6230032001582,-428.8377350992975,854.6230032001582,-428.8377350992975,haircut,haircut,-796.5548553920501,1.6206304810285508,normal,False,False,False,1283.4607382994557,854.6230032001582,-428.8377350992975,2026-04-07
FRDU,F,1.984397,177,ols,0.1030219999999999,10000,0.1030219999999999,False,False,24.14240074157715,0.1030219999999999,1.0,False,True,False,False,False,False,False,False,False,0.616449,0.197464,0.3438,0.115446,0.173054,0.094442,0.070032,0.49609925,0.5953191,0.5,0.5953191,0.094442,net_decay_annual,0.1030219999999999,ETF_LS,790.2616544989952,-398.2376784983021,790.2616544989952,-398.2376784983021,790.2616544989952,0.0,-0.0,790.2616544989952,core_leveraged,0.5,1.0,1188.4993329972972,0.0564863814164597,1.0,1.0,0.0065448782169383,0.0002530560023076,primary,FRDU,False,,,1.0,0.0,,False,0.0,0.0,523.7223657902404,348.2355368629092,-175.48682892733115,348.2355368629092,-175.48682892733115,haircut,haircut,-664.7769672070568,2.0,normal,False,False,False,523.7223657902404,348.2355368629092,-175.48682892733115,2026-04-07
HODU,HOOD,2.006206,93,ols,0.097261,20000,0.097261,False,False,7.086599826812744,0.097261,1.0,False,True,False,False,False,False,False,False,False,1.399175,0.618543,0.706728,0.504124,0.54635,0.5212819999999999,0.449089,0.5015515,0.6018618,0.5015515,0.6018618,0.5212819999999999,net_decay_annual,0.097261,ETF_LS,0.0,-0.0,0.0,-0.0,21897.6141232231,0.0,-0.0,21897.6141232231,core_leveraged,0.5,1.0,0.0,0.3092367392422107,3.0,2.0,0.180543846835447,0.0069806805576901,not_selected,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,55323.77497051437,36920.58670912631,-18403.188261388063,36920.58670912631,-18403.188261388063,haircut,haircut,55323.77497051437,0.0,normal,False,False,False,55323.77497051437,36920.58670912631,-18403.188261388063,2026-04-07
ELIL,LLY,1.992879,257,ols,0.106067,10000,0.106067,False,False,19.733800888061523,0.106067,1.0,False,True,False,False,False,False,False,False,False,0.843059,0.280837,0.37519,0.139267,0.280837,0.17477,0.17477,0.49821975,0.5978637,0.5,0.5978637,0.17477,net_decay_annual,0.106067,ETF_LS,2310.667593475277,-1159.4620614072792,2310.667593475277,-1159.4620614072792,2310.667593475277,0.0,-0.0,2310.667593475277,core_leveraged,0.5,1.0,3470.1296548825567,0.1041972334526007,1.0,1.0,0.0191094562341198,0.0007388621209734,primary,ELIL,False,,,1.0,0.0,,False,0.0,0.0,2006.5237605366683,1336.0911234214798,-670.4326371151884,1336.0911234214798,-670.4326371151884,haircut,haircut,-1463.6058943458884,1.7294236545469217,normal,False,False,False,2006.5237605366683,1336.0911234214798,-670.4326371151884,2026-04-07
MRVU,MRVL,2.009321,36,ols,0.073683,15000,0.073683,False,False,40.68000030517578,0.073683,1.0,False,True,False,False,False,False,False,False,False,1.501575,0.551449,0.642217,0.418227,0.437259,0.4777659999999999,0.363576,0.50233025,0.6027963,0.50233025,0.6027963,0.4777659999999999,net_decay_annual,0.073683,ETF_LS,0.0,-0.0,0.0,-0.0,13286.542639282172,0.0,-0.0,13286.542639282172,core_leveraged,0.5,1.0,0.0,0.2830924244076118,2.0,2.0,0.1098688132611682,0.0042480488926756,not_selected,MVLL,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,26104.64413996532,17430.048063320344,-8674.596076644968,17430.048063320344,-8674.596076644968,haircut,haircut,26104.64413996532,0.0,normal,False,False,False,26104.64413996532,17430.048063320344,-8674.596076644968,2026-04-07
MSFU,MSFT,1.991718,500,ols,0.035389,300000,0.035389,False,False,23.239999771118164,0.035389,1.0,False,True,False,False,False,False,False,False,False,0.481551,0.161127,0.241548,0.057623,0.161127,0.125738,0.125738,0.4979295,0.5975154,0.5,0.5975154,0.125738,net_decay_annual,0.035389,ETF_LS,1299.374904285907,-652.3889949711289,1299.374904285907,-652.3889949711289,1299.374904285907,0.0,-0.0,1299.374904285907,core_leveraged,0.5,1.0,1951.763899257036,0.0749973057707241,3.0,1.0,0.0107480556986421,0.000415570758924,primary,MSFU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-1951.763899257036,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-07
MUU,MU,1.994182,371,ols,0.044568,100000,0.044568,False,False,148.82000732421875,0.044568,1.0,False,True,False,False,False,False,False,False,False,1.272466,0.515806,0.611006,0.370077,0.515806,0.471238,0.471238,0.4985455,0.5982546,0.5,0.5982546,0.471238,net_decay_annual,0.044568,ETF_LS,15069.921645840845,-7556.943972937698,15069.921645840845,-7556.943972937698,15069.921645840845,0.0,-0.0,15069.921645840845,core_leveraged,0.5,1.0,22626.86561877854,0.2808126773386847,2.0,1.0,0.1246025772117708,0.0048177260173982,primary,MUU,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,30907.032411085867,20584.66977211273,-10322.36263897314,20584.66977211273,-10322.36263897314,haircut,haircut,8280.16679230733,0.7320944087360078,normal,False,False,False,30907.032411085867,20584.66977211273,-10322.36263897314,2026-04-07
