ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007541,249,ols,0.043757,50000,0.043757,False,False,45.45899963378906,0.043757,1.0,False,True,False,False,False,False,True,False,False,False,1.294634,0.494275,0.561173,0.318486,0.492182,0.450518,0.448425,0.50188525,0.6022622999999999,0.50188525,0.6022622999999999,0.450518,net_decay_annual,0.043757,ETF_LS,12806.40718201181,-6379.151002152291,12806.40718201181,-6379.151002152291,12806.40718201181,0.0,-0.0,12806.40718201181,core_leveraged,0.5,1.0,19185.5581841641,0.2671245661049246,3.0,1.0,0.100392376259833,0.0039743940353407,primary,AMUU,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-19185.5581841641,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-02
ASMU,ASML,1.990176,34,ols,0.057016,10000,0.057016,False,False,22.09000015258789,0.057016,1.0,False,True,False,False,False,False,True,False,False,False,0.895366,0.296419,0.437552,0.18864,0.203182,0.2394029999999999,0.146166,0.497544,0.5970527999999999,0.5,0.5970527999999999,0.2394029999999999,net_decay_annual,0.057016,ETF_LS,4223.282611498739,-2122.0648884815914,4223.282611498739,-2122.0648884815914,4223.282611498739,0.0,-0.0,4223.282611498739,core_leveraged,0.5,1.0,6345.347499980331,0.1428765565574798,2.0,1.0,0.0332033349044397,0.0013144736793168,primary,ASMU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,6130.98132402286,4080.606588882567,-2050.3747351402926,4080.606588882567,-2050.3747351402926,haircut,haircut,-214.3661759574716,1.034964415095757,normal,False,False,False,6130.98132402286,4080.606588882567,-2050.3747351402926,2026-04-02
AVL,AVGO,1.986852,368,ols,0.044316,100000,0.044316,False,False,33.757999420166016,0.044316,1.0,False,True,False,False,False,False,True,False,False,False,1.074463,0.376912,0.53605,0.281707,0.376912,0.332596,0.332596,0.496713,0.5960556,0.5,0.5960556,0.332596,net_decay_annual,0.044316,ETF_LS,7520.350208342262,-3785.0580759625086,7520.350208342262,-3785.0580759625086,7520.350208342262,0.0,-0.0,7520.350208342262,core_leveraged,0.5,1.0,11305.40828430477,0.1987434769745122,3.0,1.0,0.0591578723618151,0.0023419775865223,primary,AVL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-11305.40828430477,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-02
BOEU,BA,1.993469,236,ols,0.056112,10000,0.056112,False,False,33.04899978637695,0.056112,1.0,False,True,False,False,False,False,True,False,False,False,0.603427,0.191947,0.353915,0.124031,0.187635,0.135835,0.131523,0.49836725,0.5980407,0.5,0.5980407,0.135835,net_decay_annual,0.056112,ETF_LS,1564.0168512315392,-784.5704403888594,1564.0168512315392,-784.5704403888594,1564.0168512315392,0.0,-0.0,1564.0168512315392,core_leveraged,0.5,1.0,2348.5872916203984,0.0809663520026216,1.0,1.0,0.0122894656906063,0.0004865227914503,primary,BOEU,False,,,1.0,0.0,,False,0.0,0.0,1467.12270982594,977.014841721764,-490.1078681041762,977.014841721764,-490.1078681041762,haircut,haircut,-881.4645817944584,1.600811762977233,normal,False,False,False,1467.12270982594,977.014841721764,-490.1078681041762,2026-04-02
FRDU,F,1.984377,174,ols,,0,0.0,False,True,24.84499931335449,,1.0,False,False,False,False,False,False,True,False,True,False,0.621182,0.201048,0.34479,0.116109,0.174757,0.201048,0.174757,0.49609425,1.0,0.5,1.0,0.201048,net_decay_annual,,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,3538.3725620417063,2352.7406656553894,-1185.6318963863164,2352.7406656553894,-1185.6318963863164,haircut,haircut,3538.3725620417063,0.0,normal,False,False,False,3538.3725620417063,2352.7406656553894,-1185.6318963863164,2026-04-02
HODU,HOOD,2.006336,90,ols,0.098937,10000,0.098937,False,False,7.210000038146973,0.098937,1.0,False,True,False,False,False,False,True,False,False,False,1.420755,0.639843,0.706516,0.503919,0.552463,0.540906,0.453526,0.501584,0.6019008,0.501584,0.6019008,0.540906,net_decay_annual,0.098937,ETF_LS,0.0,-0.0,0.0,-0.0,23612.90071497157,0.0,-0.0,23612.90071497157,core_leveraged,0.5,1.0,0.0,0.320862563922457,3.0,2.0,0.184990534877312,0.0073235170418517,not_selected,ROBN,False,216756.8267468262,shares_available,1.0,0.0,,False,0.0,0.0,60447.71371047315,40340.94131029129,-20106.772400181868,40340.94131029129,-20106.772400181868,haircut,haircut,60447.71371047315,0.0,normal,False,False,False,60447.71371047315,40340.94131029129,-20106.772400181868,2026-04-02
ELIL,LLY,1.992329,254,ols,0.102039,2000,0.102039,False,False,20.89299964904785,0.102039,1.0,False,True,False,False,False,False,True,False,False,False,0.84653,0.278641,0.375027,0.139031,0.278641,0.176602,0.176602,0.49808225,0.5976987,0.5,0.5976987,0.176602,net_decay_annual,0.102039,ETF_LS,2477.173150812903,-1243.355465293585,2477.173150812903,-1243.355465293585,2477.173150812903,0.0,-0.0,2477.173150812903,core_leveraged,0.5,1.0,3720.5286161064873,0.1053112639504151,1.0,1.0,0.0194684306355985,0.000770727992286,primary,ELIL,False,,,1.0,0.0,,False,0.0,0.0,2139.932919776173,1424.7933345981485,-715.1395851780246,1424.7933345981485,-715.1395851780246,haircut,haircut,-1580.5956963303142,1.738619272465623,normal,False,False,False,2139.932919776173,1424.7933345981485,-715.1395851780246,2026-04-02
MSFU,MSFT,1.991664,501,ols,0.0362679999999999,450000,0.0362679999999999,False,False,22.920000076293945,0.0362679999999999,1.0,False,True,False,False,False,False,True,False,False,False,0.481585,0.16157,0.241572,0.057629,0.16157,0.125302,0.125302,0.497916,0.5974992,0.5,0.5974992,0.125302,net_decay_annual,0.0362679999999999,ETF_LS,1397.4156922583331,-701.6322493444342,1397.4156922583331,-701.6322493444342,1397.4156922583331,0.0,-0.0,1397.4156922583331,core_leveraged,0.5,1.0,2099.0479416027674,0.0747387702928594,3.0,1.0,0.010983699755723,0.0004348293408469,primary,MSFU,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-2099.0479416027674,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-02
MUU,MU,1.994267,368,ols,0.036267,150000,0.036267,False,False,141.77000427246094,0.036267,1.0,False,True,False,False,False,False,True,False,False,False,1.276815,0.520192,0.611202,0.370362,0.520192,0.483925,0.483925,0.49856675,0.5982801,0.5,0.5982801,0.483925,net_decay_annual,0.036267,ETF_LS,15655.262288992852,-7850.133552324164,15655.262288992852,-7850.133552324164,15655.262288992852,0.0,-0.0,15655.262288992852,core_leveraged,0.5,1.0,23505.39584131701,0.2883636948624433,2.0,1.0,0.1229968146241154,0.0048692721959563,primary,MUU,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,32378.484185875703,21564.99153946985,-10813.49264640585,21564.99153946985,-10813.49264640585,haircut,haircut,8873.088344558688,0.7259572655217335,normal,False,False,False,32378.484185875703,21564.99153946985,-10813.49264640585,2026-04-02
NFXL,NFLX,1.996722,373,ols,0.1085859999999999,150000,0.1085859999999999,False,False,29.709999084472656,0.1085859999999999,1.0,False,True,False,False,False,False,True,False,False,False,0.696198,0.228314,0.330343,0.108591,0.228314,0.119728,0.119728,0.4991805,0.5990166,0.5,0.5990166,0.119728,net_decay_annual,0.1085859999999999,ETF_LS,1252.0466822952646,-627.0510778642519,1252.0466822952646,-627.0510778642519,1252.0466822952646,0.0,-0.0,1252.0466822952646,core_leveraged,0.5,1.0,1879.0977601595164,0.0712783315848137,2.0,1.0,0.0098327652266408,0.0003892654494652,primary,NFLU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,5339.794145403998,3557.915764491789,-1781.8783809122096,3557.915764491789,-1781.8783809122096,haircut,haircut,3460.696385244482,0.3519045320832958,normal,False,False,False,5339.794145403998,3557.915764491789,-1781.8783809122096,2026-04-02
