ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
ORCU,ORCL,2.004102,90,ols,0.139353,200000,0.139353,False,False,9.288000106811523,0.139353,1.0,False,True,False,False,False,False,True,False,False,False,1.084614,0.377671,0.514504,0.266345,0.306104,0.2383179999999999,0.1667509999999999,0.5010255,0.6012306,0.5010255,0.6012306,0.2383179999999999,net_decay_annual,0.139353,ETF_LS,4161.343498779105,-2076.413026272668,4161.343498779105,-2076.413026272668,4161.343498779105,0.0,-0.0,4161.343498779105,core_leveraged,0.5,1.0,6237.756525051772,0.1414871437681998,1.0,1.0,0.032640343015775,0.0012921856163422,primary,ORCU,False,,,1.0,0.0,,False,0.0,0.0,3586.9006520710896,2392.899698684324,-1194.0009533867658,2392.899698684324,-1194.0009533867658,haircut,haircut,-2650.8558729806823,1.7390379968985392,normal,False,False,False,3586.9006520710896,2392.899698684324,-1194.0009533867658,2026-04-02
PALU,PANW,2.004325,254,ols,0.0529469999999999,200000,0.0529469999999999,False,False,12.609000205993652,0.0529469999999999,1.0,False,True,False,False,False,False,True,False,False,False,0.734273,0.246147,0.346621,0.120927,0.246147,0.1932,0.1932,0.50108125,0.6012975,0.50108125,0.6012975,0.1932,net_decay_annual,0.0529469999999999,ETF_LS,2881.86884610213,-1437.8251262156236,2881.86884610213,-1437.8251262156236,2881.86884610213,0.0,-0.0,2881.86884610213,core_leveraged,0.5,1.0,4319.693972317754,0.1146914423631579,2.0,1.0,0.0226036865038519,0.0008948483955107,primary,PALU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,5308.814873448911,3541.7574234563467,-1767.0574499925642,3541.7574234563467,-1767.0574499925642,haircut,haircut,989.1209011311576,0.8136832937840668,normal,False,False,False,5308.814873448911,3541.7574234563467,-1767.0574499925642,2026-04-02
QCMU,QCOM,2.002481,193,ols,0.031443,20000,0.031443,False,False,14.20699977874756,0.031443,1.0,False,True,False,False,False,False,True,False,False,False,0.644589,0.220907,0.383438,0.147572,0.203737,0.189464,0.172294,0.50062025,0.6007443,0.50062025,0.6007443,0.189464,net_decay_annual,0.031443,ETF_LS,2787.5652339815533,-1392.0557718058517,2787.5652339815533,-1392.0557718058517,2787.5652339815533,0.0,-0.0,2787.5652339815533,core_leveraged,0.5,1.0,4179.621005787405,0.1125512697598004,1.0,1.0,0.0218707259183552,0.0008658315090929,primary,QCMU,False,,,1.0,0.0,,False,0.0,0.0,2941.2852694028543,1961.666990585152,-979.6182788177024,1961.666990585152,-979.6182788177024,haircut,haircut,-1238.3357363845507,1.4210185762212586,normal,False,False,False,2941.2852694028543,1961.666990585152,-979.6182788177024,2026-04-02
SHPU,SHOP,2.011967,164,ols,0.050037,35000,0.050037,False,False,13.8100004196167,0.050037,1.0,False,True,False,False,False,False,True,False,False,False,1.022532,0.34479,0.578822,0.341073,0.343492,0.294753,0.293455,0.50299175,0.6035900999999999,0.50299175,0.6035900999999999,0.294753,net_decay_annual,0.050037,ETF_LS,6013.0371737052255,-2988.636082850875,6013.0371737052255,-2988.636082850875,6013.0371737052255,0.0,-0.0,6013.0371737052255,core_leveraged,0.5,1.0,9001.6732565561,0.1744787712646884,1.0,1.0,0.0471031053600606,0.0018647461885405,primary,SHPU,False,,,1.0,0.0,,False,0.0,0.0,6340.508166316303,4235.402709876606,-2105.1054564396964,4235.402709876606,-2105.1054564396964,haircut,haircut,-2661.165090239797,1.41970848714889,normal,False,False,False,6340.508166316303,4235.402709876606,-2105.1054564396964,2026-04-02
SOFA,SOFI,1.99336,34,ols,0.043086,3000,0.043086,False,False,12.9399995803833,0.043086,1.0,False,True,False,False,False,False,True,False,False,False,0.852745,0.297595,0.573875,0.32606,0.322219,0.254509,0.2791329999999999,0.49834,0.598008,0.5,0.598008,0.254509,net_decay_annual,0.043086,ETF_LS,4693.261074796876,-2354.4473024425474,4693.261074796876,-2354.4473024425474,4693.261074796876,0.0,-0.0,4693.261074796876,core_leveraged,0.5,1.0,7047.708377239423,0.151709871382522,1.0,1.0,0.0368785825455629,0.0014599716030384,primary,SOFA,False,,,1.0,0.0,,False,0.0,0.0,4939.374260779594,3289.2639296535035,-1650.1103311260904,3289.2639296535035,-1650.1103311260904,haircut,haircut,-2108.3341164598287,1.4268423498905032,normal,False,False,False,4939.374260779594,3289.2639296535035,-1650.1103311260904,2026-04-02
YINN,FXI,2.97289,501,ols,0.017397,950000,0.017397,False,False,31.950000762939453,0.017397,1.0,False,True,False,False,False,False,True,False,False,False,0.859082,0.370446,0.288278,0.243711,0.370446,0.353049,0.353049,0.7432225,0.891867,0.7432225,0.891867,0.353049,net_decay_annual,0.017397,ETF_LS,5533.628531385731,-1861.3633640618157,5533.628531385731,-1861.3633640618157,5533.628531385731,0.0,-0.0,5533.628531385731,core_leveraged,0.5,1.0,7394.991895447546,0.1559376035116045,1.0,1.0,0.0386958149291152,0.001531913296373,primary,YINN,False,,,1.0,0.0,,False,0.0,0.0,6849.413021446789,5125.375099066157,-1724.0379223806322,5125.375099066157,-1724.0379223806322,haircut,haircut,-545.5788740007574,1.0796533764707206,normal,False,False,False,6849.413021446789,5125.375099066157,-1724.0379223806322,2026-04-02
MEXX,EWW,2.956222,501,ols,,0,0.0,False,True,30.31999969482422,,1.0,False,False,False,False,False,False,True,False,True,False,0.742361,0.29927,0.250479,0.181413,0.29927,0.29927,0.29927,0.7390555,1.0,0.7390555,1.0,0.29927,net_decay_annual,,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,5263.867029645798,3933.3383005588566,-1330.5287290869414,3933.3383005588566,-1330.5287290869414,haircut,haircut,5263.867029645798,0.0,normal,False,False,False,5263.867029645798,3933.3383005588566,-1330.5287290869414,2026-04-02
KORU,EWY,2.929762,501,ols,0.110029,100000,0.110029,False,False,305.9599914550781,0.110029,1.0,False,True,False,False,False,False,True,False,False,False,0.906568,0.382706,0.309116,0.270115,0.382706,0.272677,0.272677,0.7324405,0.8789286000000001,0.7324405,0.8789286000000001,0.272677,net_decay_annual,0.110029,ETF_LS,3576.0800936683368,-1220.6042994851923,3576.0800936683368,-1220.6042994851923,3576.0800936683368,0.0,-0.0,3576.0800936683368,core_leveraged,0.5,1.0,4796.6843931535295,0.1217654984548442,1.0,1.0,0.0250996369130721,0.0009936595880383,primary,KORU,False,,,1.0,0.0,,False,0.0,0.0,3738.4356819807103,2787.1221719053647,-951.3135100753456,2787.1221719053647,-951.3135100753456,haircut,haircut,-1058.2487111728192,1.2830726007333997,normal,False,False,False,3738.4356819807103,2787.1221719053647,-951.3135100753456,2026-04-02
LABU,XBI,2.988408,501,ols,0.1646,85000,0.1646,False,False,169.6300048828125,0.1646,1.0,False,True,False,False,False,False,True,False,False,False,0.793648,0.327152,0.265385,0.209251,0.327152,0.162552,0.162552,0.747102,0.8965224,0.747102,0.8965224,0.162552,net_decay_annual,0.1646,ETF_LS,1416.2362811795315,-473.9099484339259,1416.2362811795315,-473.9099484339259,1416.2362811795315,0.0,-0.0,1416.2362811795315,core_leveraged,0.5,1.0,1890.1462296134573,0.071517512335581,1.0,1.0,0.0098905786137661,0.000391554200758,primary,LABU,False,,,1.0,0.0,,False,0.0,0.0,1076.6199594838674,806.6826914100226,-269.93726807384485,806.6826914100226,-269.93726807384485,haircut,haircut,-813.5262701295899,1.75562993511619,normal,False,False,False,1076.6199594838674,806.6826914100226,-269.93726807384485,2026-04-02
SOXL,SOXX,2.96137,501,ols,0.019131,3700000,0.019131,False,False,52.2599983215332,0.019131,1.0,False,True,False,False,False,False,True,False,False,False,1.131688,0.549079,0.38184,0.423433,0.549079,0.529948,0.529948,0.7403425,0.888411,0.7403425,0.888411,0.529948,net_decay_annual,0.019131,ETF_LS,11310.844641920596,-3819.463505715461,11310.844641920596,-3819.463505715461,11310.844641920596,0.0,-0.0,11310.844641920596,core_leveraged,0.5,1.0,15130.308147636057,0.234754406560316,1.0,1.0,0.0791724469991424,0.0031343266574577,primary,SOXL,False,,,1.0,0.0,,False,0.0,0.0,14065.18941044952,10514.602262455388,-3550.587147994134,10514.602262455388,-3550.587147994134,haircut,haircut,-1065.1187371865362,1.0757272942513822,normal,False,False,False,14065.18941044952,10514.602262455388,-3550.587147994134,2026-04-02
CWEB,KWEB,1.987657,501,ols,0.015705,500000,0.015705,False,False,26.440000534057617,0.015705,1.0,False,True,False,False,False,False,True,False,False,False,0.705485,0.188875,0.35466,0.123464,0.188875,0.17317,0.17317,0.49691425,0.5962971,0.5,0.5962971,0.17317,net_decay_annual,0.015705,ETF_LS,2399.045127743238,-1206.9713877913734,2399.045127743238,-1206.9713877913734,2399.045127743238,0.0,-0.0,2399.045127743238,core_leveraged,0.5,1.0,3606.0165155346112,0.1034466842912832,1.0,1.0,0.018869222534559,0.0007470061800188,primary,CWEB,False,,,1.0,0.0,,False,0.0,0.0,2614.4970707882203,1739.3975962540887,-875.0994745341317,1739.3975962540887,-875.0994745341317,haircut,haircut,-991.519444746391,1.3792390727167527,normal,False,False,False,2614.4970707882203,1739.3975962540887,-875.0994745341317,2026-04-02
NUGT,GDX,1.978139,501,ols,0.022877,300000,0.022877,False,False,205.0,0.022877,1.0,False,True,False,False,False,False,True,False,False,False,0.777771,0.214955,0.392827,0.14929,0.214955,0.192078,0.192078,0.49453475,0.5934417,0.5,0.5934417,0.192078,net_decay_annual,0.022877,ETF_LS,0.0,-0.0,0.0,-0.0,16810.94423313763,0.0,-0.0,16810.94423313763,core_leveraged,0.5,1.0,0.0,0.1151555889941963,2.0,2.0,0.1168733035760859,0.004626850941561,not_selected,GDXU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,23963.95855981283,15917.336639273582,-8046.621920539245,15917.336639273582,-8046.621920539245,haircut,haircut,23963.95855981283,0.0,normal,False,False,False,23963.95855981283,15917.336639273582,-8046.621920539245,2026-04-02
JNUG,GDXJ,1.974834,501,ols,0.0448369999999999,100000,0.0448369999999999,False,False,215.97999572753903,0.0448369999999999,1.0,False,True,False,False,False,False,True,False,False,False,0.868582,0.250668,0.438771,0.185314,0.250668,0.205831,0.205831,0.4937085,0.5924501999999999,0.5,0.5924501999999999,0.205831,net_decay_annual,0.0448369999999999,ETF_LS,3266.641908712152,-1654.1349342335368,3266.641908712152,-1654.1349342335368,3266.641908712152,0.0,-0.0,3266.641908712152,core_leveraged,0.5,1.0,4920.776842945688,0.1235557147103221,1.0,1.0,0.0257489761603827,0.0010193660224068,primary,JNUG,False,,,1.0,0.0,,False,0.0,0.0,3354.9347555075924,2227.162666205268,-1127.772089302325,2227.162666205268,-1127.772089302325,haircut,haircut,-1565.842087438096,1.466728029469887,normal,False,False,False,3354.9347555075924,2227.162666205268,-1127.772089302325,2026-04-02
GUSH,XOP,2.010507,501,ols,0.0401829999999999,200000,0.0401829999999999,False,False,40.81999969482422,0.0401829999999999,1.0,False,True,False,False,False,False,True,False,False,False,0.584867,0.148308,0.290697,0.085841,0.148308,0.108125,0.108125,0.50262675,0.6031521,0.50262675,0.6031521,0.108125,net_decay_annual,0.0401829999999999,ETF_LS,1040.4513494842558,-517.5069519699538,1040.4513494842558,-517.5069519699538,1040.4513494842558,0.0,-0.0,1040.4513494842558,core_leveraged,0.5,1.0,1557.9583014542095,0.0640393519390332,1.0,1.0,0.0081523370076259,0.0003227396420355,primary,GUSH,False,,,1.0,0.0,,False,0.0,0.0,997.7642024404662,666.3369038357906,-331.4272986046756,666.3369038357906,-331.4272986046756,haircut,haircut,-560.1940990137435,1.5614493861811691,normal,False,False,False,997.7642024404662,666.3369038357906,-331.4272986046756,2026-04-02
URAA,URA,1.932222,442,ols,0.03063,55000,0.03063,False,False,36.36000061035156,0.03063,1.0,False,True,False,False,False,False,True,False,False,False,0.883029,0.374964,0.439866,0.174256,0.374964,0.344334,0.344334,0.4830555,0.5796666,0.5,0.5796666,0.344334,net_decay_annual,0.03063,ETF_LS,8211.053390183984,-4249.5393335672525,8211.053390183984,-4249.5393335672525,8211.053390183984,0.0,-0.0,8211.053390183984,core_leveraged,0.5,1.0,12460.592723751235,0.2101053642767829,1.0,1.0,0.0652026123574509,0.0025812804049122,primary,URAA,False,,,1.0,0.0,,False,0.0,0.0,8898.704015623676,5863.905144452368,-3034.7988711713087,5863.905144452368,-3034.7988711713087,haircut,haircut,-3561.888708127559,1.4002705002744065,normal,False,False,False,8898.704015623676,5863.905144452368,-3034.7988711713087,2026-04-02
MSTU,MSTR,1.966007,384,ols,0.2512399999999999,2300000,0.2512399999999999,False,False,4.099999904632568,0.2512399999999999,1.0,False,True,False,False,False,False,True,False,False,False,1.715634,1.084612,0.882843,0.74012,1.084612,0.833372,0.833372,0.49150175,0.5898021,0.5,0.5898021,0.833372,net_decay_annual,0.2512399999999999,ETF_LS,37916.15461274842,-19285.869588840946,37916.15461274842,-19285.869588840946,37916.15461274842,0.0,-0.0,37916.15461274842,core_leveraged,0.5,1.0,57202.02420158937,0.5019380393207561,1.0,1.0,0.2993213479298224,0.0118497143327246,primary,MSTU,False,,,1.0,0.0,,False,0.0,0.0,37408.61303281038,24796.16369172306,-12612.449341087322,24796.16369172306,-12612.449341087322,haircut,haircut,-19793.411168778985,1.5291137405019148,normal,False,False,False,37408.61303281038,24796.16369172306,-12612.449341087322,2026-04-02
GOOX,GOOGL,1.97938,501,ols,0.018906,100000,0.018906,False,False,59.25,0.018906,1.0,False,True,False,False,False,False,True,False,False,False,0.598957,0.205851,0.301067,0.087857,0.205851,0.186945,0.186945,0.494845,0.593814,0.5,0.593814,0.186945,net_decay_annual,0.018906,ETF_LS,2754.1125457819667,-1391.401623630615,2754.1125457819667,-1391.401623630615,2754.1125457819667,0.0,-0.0,2754.1125457819667,core_leveraged,0.5,1.0,4145.514169412582,0.1120255205820728,2.0,1.0,0.0216922548873065,0.0008587660901069,primary,GOOX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,4498.825413193417,2988.8382973527328,-1509.9871158406838,2988.8382973527328,-1509.9871158406838,haircut,haircut,353.31124378083496,0.9214658913536182,normal,False,False,False,4498.825413193417,2988.8382973527328,-1509.9871158406838,2026-04-02
ROBN,HOOD,2.011346,292,ols,0.106149,100000,0.106149,False,False,17.520000457763672,0.106149,1.0,False,True,False,False,False,False,True,False,False,False,1.523225,0.750086,0.706516,0.507692,0.750086,0.643937,0.643937,0.5028365,0.6034038,0.5028365,0.6034038,0.643937,net_decay_annual,0.106149,ETF_LS,23612.90071497157,-11739.850187372818,23612.90071497157,-11739.850187372818,23612.90071497157,0.0,-0.0,23612.90071497157,core_leveraged,0.5,1.0,35352.750902344385,0.381266186327133,3.0,1.0,0.184990534877312,0.0073235170418517,primary,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-35352.750902344385,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-02
DJTU,DJT,2.007309,271,ols,0.2602339999999999,100000,0.3379662421379149,False,False,1.5399999618530271,0.2602339999999999,1.2987013308711195,False,False,True,False,False,True,False,True,False,False,1.46786,0.829375,0.975672,0.962398,0.829375,0.4914087578620851,0.4914087578620851,0.50182725,0.6021926999999999,0.50182725,0.6021926999999999,0.4914087578620851,net_decay_annual,0.3379662421379149,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-04-02
RBLU,RBLX,2.017971,271,ols,0.077474,40000,0.077474,False,False,12.260000228881836,0.077474,1.0,False,True,False,False,False,False,True,False,False,False,1.128253,0.502182,0.525532,0.283673,0.502182,0.424708,0.424708,0.50449275,0.6053913000000001,0.50449275,0.6053913000000001,0.424708,net_decay_annual,0.077474,ETF_LS,11361.377833196988,-5630.099656138263,11361.377833196988,-5630.099656138263,11361.377833196988,0.0,-0.0,11361.377833196988,core_leveraged,0.5,1.0,16991.47748933525,0.2508443081939012,1.0,1.0,0.0889113980914988,0.0035198781363046,primary,RBLU,False,,,1.0,0.0,,False,0.0,0.0,11919.116224218127,7969.735589275604,-3949.380634942525,7969.735589275604,-3949.380634942525,haircut,haircut,-5072.3612651171225,1.4255652155493483,normal,False,False,False,11919.116224218127,7969.735589275604,-3949.380634942525,2026-04-02
