ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,vol_etf_annual_legacy,gross_decay_annual,gross_decay_annual_legacy_weekly,vol_underlying_annual,vol_underlying_annual_legacy,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_annual_legacy,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,borrow_underlying,reduce_only,keep_open,hard_exit,_plan_date
XRPK,XRPZ,1.961578,95,ols,,0,0.0,False,True,8.729999542236328,,1.0,False,False,False,False,False,False,False,True,False,1.604052,1.541705,1.076129,1.034701,0.781799,0.781214,0.015,rex_shares,0.0,0.03595,0.626004,0.625141,True,0.795694,1.076129,0.795694,0.4903945,1.0,0.5,1.0,bucket_1,,False,1.076129,net_decay_annual,,ETF_LS,30638.795985961297,-15619.46350640214,30638.795985961297,-15619.46350640214,81531.43636447337,0.0,-0.0,81531.43636447337,core_leveraged,0.5,1.0,46258.25949236343,30638.795985961293,-15619.463506402137,30638.795985961293,-15619.463506402137,46258.25949236343,30638.795985961293,-15619.463506402137,normal,no_locate,46258.25949236344,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
XRPT,XRPZ,2.015265,101,ols,0.09355,40000,0.09355,False,False,46.625,0.09355,1.0,False,True,False,False,False,False,False,False,False,1.568018,1.557428,0.793959,0.822733,0.781799,0.781214,0.0094,yfinance,0.0,0.03595,0.671175,0.670239,True,0.720386,0.700409,0.626836,0.50381625,0.6045794999999999,0.50381625,0.6045794999999999,bucket_1,,False,0.700409,net_decay_annual,0.09355,ETF_LS,13464.57805491662,-6681.294050616977,13464.57805491662,-6681.294050616977,81531.43636447337,0.0,-0.0,81531.43636447337,core_leveraged,0.5,1.0,20145.872105533595,13464.57805491662,-6681.294050616976,13464.57805491662,-6681.294050616976,20145.872105533595,13464.57805491662,-6681.294050616976,normal,,20145.8721055336,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
GMEU,GME,1.964943,249,ols,0.385135,10000,0.385135,False,False,12.255999565124512,0.385135,1.0,False,False,True,False,False,True,True,False,False,0.957348,0.877649,0.606288,0.587518,0.458353,0.444256,0.015,yfinance,0.0,0.03595,0.248859,0.236796,True,0.602033,0.221153,0.216898,0.49123575,0.5894829,0.5,0.5894829,bucket_1,,False,0.221153,net_decay_annual,0.385135,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,0.0,True,False,False,2026-04-22
APLX,APLD,1.993803,155,ols,0.114749,150000,0.114749,False,False,18.280000686645508,0.114749,1.0,False,True,False,False,False,False,False,False,False,2.127718,2.170933,1.368775,1.330871,1.125278,1.18788,0.013,tradr,0.0,0.03595,1.303232,1.446697,True,1.343546,1.254026,1.228797,0.49845075,0.5981409,0.5,0.5981409,bucket_1,,False,1.254026,net_decay_annual,0.114749,ETF_LS,38196.75981884606,-19157.740167331507,38196.75981884606,-19157.740167331507,38196.75981884606,0.0,-0.0,38196.75981884606,core_leveraged,0.5,1.0,57354.49998617755,38196.75981884605,-19157.7401673315,38196.75981884605,-19157.7401673315,57354.49998617755,38196.75981884605,-19157.7401673315,normal,,57354.499986177565,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.4551915228366852e-11,1.0000000000000002,0.0,False,False,False,2026-04-22
APPX,APP,1.987311,248,ols,0.0325919999999999,500000,0.0325919999999999,False,False,38.419898986816406,0.0325919999999999,1.0,False,True,False,False,False,False,False,False,False,1.479934,1.414865,0.654523,0.644134,0.723465,0.712159,0.013,tradr,0.0,0.03595,0.561975,0.546052,True,0.653054,0.621931,0.6204620000000001,0.49682775,0.5961933,0.5,0.5961933,bucket_1,,False,0.621931,net_decay_annual,0.0325919999999999,ETF_LS,11407.563801475906,-5740.200603466647,11407.563801475906,-5740.200603466647,11407.563801475906,0.0,-0.0,11407.563801475906,core_leveraged,0.5,1.0,17147.76440494255,11407.563801475904,-5740.200603466647,11407.563801475904,-5740.200603466647,17147.76440494255,11407.563801475904,-5740.200603466647,normal,,17147.764404942554,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
ARCX,ACHR,1.983336,217,ols,0.104375,25000,0.104375,False,False,19.80990028381348,0.104375,1.0,False,True,False,False,False,False,False,False,False,1.436833,1.427542,0.701017,0.654115,0.763995,0.772308,0.013,tradr,0.0,0.03595,0.61753,0.629984,True,0.689422,0.596642,0.585047,0.495834,0.5950008,0.5,0.5950008,bucket_1,,False,0.596642,net_decay_annual,0.104375,ETF_LS,10047.070597435351,-5065.743069976722,10047.070597435351,-5065.743069976722,10047.070597435351,0.0,-0.0,10047.070597435351,core_leveraged,0.5,1.0,15112.813667412069,10047.07059743535,-5065.743069976721,10047.07059743535,-5065.743069976721,15112.813667412069,10047.07059743535,-5065.743069976721,normal,,15112.813667412072,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
ASTX,ASTS,1.990717,196,ols,0.101637,90000,0.101637,False,False,34.941200256347656,0.101637,1.0,False,True,False,False,False,False,False,False,False,2.042519,2.054391,1.211146,1.194735,0.977377,0.984136,0.013,tradr,0.0,0.03595,0.990622,1.003695,True,1.162141,1.109509,1.060504,0.49767925,0.5972151,0.5,0.5972151,bucket_1,,False,1.109509,net_decay_annual,0.101637,ETF_LS,30848.150250635663,-15495.999808428654,30848.150250635663,-15495.999808428654,30848.150250635663,-539.1282381418807,539.1282381418807,30309.02201249378,core_leveraged,0.5,1.0,46344.15005906431,30848.15025063566,-15495.999808428653,30848.15025063566,-15495.999808428653,46344.15005906431,30848.15025063566,-15495.999808428653,normal,,46344.15005906432,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
BEX,BE,1.980493,108,ols,0.0800189999999999,100000,0.0800189999999999,False,False,45.5,0.0800189999999999,1.0,False,True,False,False,False,False,False,False,False,2.177261,2.178275,1.249812,1.165462,1.015754,1.020487,0.013,tradr,0.0,0.03595,1.050012,1.059369,True,1.135641,1.169793,1.0556219999999998,0.49512325,0.5941479,0.5,0.5941479,bucket_1,,False,1.169793,net_decay_annual,0.0800189999999999,ETF_LS,34266.31284986679,-17301.9106100687,34266.31284986679,-17301.9106100687,34266.31284986679,0.0,-0.0,34266.31284986679,core_leveraged,0.5,1.0,51568.22345993548,34266.31284986678,-17301.910610068695,34266.31284986678,-17301.910610068695,51568.22345993548,34266.31284986678,-17301.910610068695,normal,,51568.223459935485,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
CEGX,CEG,1.986745,196,ols,0.119603,20000,0.119603,False,False,16.391399383544922,0.119603,1.0,False,True,False,False,False,False,False,False,False,0.937019,0.926446,0.322946,0.31857,0.46059,0.460169,0.013,tradr,0.0,0.03595,0.256417,0.256037,True,0.308162,0.203343,0.1885589999999999,0.49668625,0.5960234999999999,0.5,0.5960234999999999,bucket_1,,False,0.203343,net_decay_annual,0.119603,ETF_LS,1249.5088829105607,-628.9226261601568,1249.5088829105607,-628.9226261601568,1249.5088829105607,0.0,-0.0,1249.5088829105607,core_leveraged,0.5,1.0,1878.4315090707173,1249.5088829105605,-628.9226261601567,1249.5088829105605,-628.9226261601567,1878.4315090707173,1249.5088829105605,-628.9226261601567,normal,,1878.4315090707173,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
CLSX,CLSK,1.999769,150,ols,0.107212,90000,0.107212,False,False,17.1299991607666,0.107212,1.0,False,True,False,False,False,False,False,False,False,1.9938,2.000924,1.245848,1.192747,0.883198,0.892792,0.013,tradr,0.0,0.03595,0.82871,0.845743,True,1.077006,1.138636,0.969794,0.49994225,0.5999306999999999,0.5,0.5999306999999999,bucket_1,,False,1.138636,net_decay_annual,0.107212,ETF_LS,32181.5726516243,-16092.64502631269,32181.5726516243,-16092.64502631269,32181.5726516243,-662.245574920355,662.245574920355,31519.327076703947,core_leveraged,0.5,1.0,48274.21767793698,32181.572651624298,-16092.645026312688,32181.572651624298,-16092.645026312688,48274.21767793698,32181.572651624298,-16092.645026312688,normal,,48274.21767793699,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
COZX,CORZ,2.037616,114,ols,0.043656,20000,0.043656,False,False,17.43000030517578,0.043656,1.0,False,True,False,False,False,False,False,False,False,1.409114,1.406911,0.735826,0.669042,0.702377,0.716136,0.013,tradr,0.0,0.03595,0.571821,0.592453,True,0.646014,0.69217,0.602358,0.509404,0.6112848,0.509404,0.6112848,bucket_1,,False,0.69217,net_decay_annual,0.043656,ETF_LS,13549.450959224663,-6649.658698805204,13549.450959224663,-6649.658698805204,13549.450959224663,0.0,-0.0,13549.450959224663,core_leveraged,0.5,1.0,20199.109658029865,13549.450959224663,-6649.658698805203,13549.450959224663,-6649.658698805203,20199.109658029865,13549.450959224663,-6649.658698805203,normal,,20199.10965802987,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
CRDU,CRDO,1.9957,150,ols,0.098803,250000,0.098803,False,False,56.334999084472656,0.098803,1.0,False,True,False,False,False,False,False,False,False,1.815504,1.820145,0.952008,1.010334,0.819494,0.819804,0.013,tradr,0.0,0.03595,0.71604,0.716545,True,0.856497,0.853205,0.757694,0.498925,0.59871,0.5,0.59871,bucket_1,,False,0.853205,net_decay_annual,0.098803,ETF_LS,19249.62081395051,-9645.548335897434,19249.62081395051,-9645.548335897434,19249.62081395051,0.0,-0.0,19249.62081395051,core_leveraged,0.5,1.0,28895.16914984794,19249.620813950507,-9645.548335897432,19249.620813950507,-9645.548335897432,28895.16914984794,19249.620813950507,-9645.548335897432,normal,,28895.169149847945,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
CSEX,CLS,1.997314,108,ols,0.054063,40000,0.054063,False,False,27.15069961547852,0.054063,1.0,False,True,False,False,False,False,False,False,False,1.520937,1.493063,0.631929,0.581463,0.675822,0.670015,0.013,tradr,0.0,0.03595,0.50375,0.495966,True,0.558684,0.577866,0.504621,0.4993285,0.5991942,0.5,0.5991942,bucket_1,,False,0.577866,net_decay_annual,0.054063,ETF_LS,9828.121018843543,-4920.668967845589,9828.121018843543,-4920.668967845589,9828.121018843543,0.0,-0.0,9828.121018843543,core_leveraged,0.5,1.0,14748.78998668913,9828.121018843542,-4920.668967845588,9828.121018843542,-4920.668967845588,14748.78998668913,9828.121018843542,-4920.668967845588,normal,,14748.789986689131,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
CWVX,CRWV,1.989121,196,ols,0.096802,150000,0.096802,False,False,44.09000015258789,0.096802,1.0,False,True,False,False,False,False,False,False,False,1.952805,1.919457,0.936001,0.923318,1.058953,1.073609,0.013,tradr,0.0,0.03595,1.151707,1.182454,True,0.983936,0.839199,0.8871340000000001,0.49728025,0.5967363,0.5,0.5967363,bucket_1,,False,0.839199,net_decay_annual,0.096802,ETF_LS,18729.539929278235,-9415.988232630512,18729.539929278235,-9415.988232630512,68284.22029444636,0.0,-0.0,68284.22029444636,core_leveraged,0.5,1.0,28145.528161908747,18729.539929278235,-9415.988232630512,18729.539929278235,-9415.988232630512,28145.528161908747,18729.539929278235,-9415.988232630512,normal,,28145.52816190875,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
DOGD,DDOG,1.923283,172,ols,,0,0.0,False,True,13.859999656677246,,1.0,False,False,False,False,False,False,False,True,False,1.132182,1.166337,0.877241,0.854023,0.534363,0.546025,0.013,tradr,0.0,0.03595,0.299717,0.310904,True,0.6939,0.877241,0.6939,0.48082075,1.0,0.5,1.0,bucket_1,,False,0.877241,net_decay_annual,,ETF_LS,21601.25270600599,-11231.447845172026,21601.25270600599,-11231.447845172026,21601.25270600599,0.0,-0.0,21601.25270600599,core_leveraged,0.5,1.0,32832.70055117801,21601.252706005987,-11231.447845172024,21601.252706005987,-11231.447845172024,32832.70055117801,21601.252706005987,-11231.447845172024,normal,no_locate,32832.700551178015,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
ENPX,ENPH,2.005355,148,ols,,0,0.0,False,True,11.270000457763672,,1.0,False,False,False,False,False,False,False,True,False,1.47063,1.600038,0.966738,0.945343,0.80552,0.813664,0.013,tradr,0.0,0.03595,0.703226,0.716519,True,0.857987,0.966738,0.857987,0.50133875,1.0,0.50133875,1.0,bucket_1,,False,0.966738,net_decay_annual,,ETF_LS,25166.52820413164,-12549.662381040582,25166.52820413164,-12549.662381040582,25166.52820413164,0.0,-0.0,25166.52820413164,core_leveraged,0.5,1.0,37716.19058517222,25166.528204131635,-12549.66238104058,25166.528204131635,-12549.66238104058,37716.19058517222,25166.528204131635,-12549.66238104058,normal,no_locate,37716.19058517223,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
FLYT,FLY,1.99544,123,ols,0.1950339999999999,20000,0.1950339999999999,False,False,31.030000686645508,0.1950339999999999,1.0,False,True,False,False,False,False,False,False,False,2.276401,2.330986,1.485539,1.442937,1.091056,1.095144,0.013,tradr,0.0,0.03595,1.231059,1.239935,True,1.355269,1.290505,1.160235,0.49886,0.598632,0.5,0.598632,bucket_1,,False,1.290505,net_decay_annual,0.1950339999999999,ETF_LS,39082.972281096816,-19586.142545552266,39082.972281096816,-19586.142545552266,39082.972281096816,0.0,-0.0,39082.972281096816,core_leveraged,0.5,1.0,58669.11482664907,39082.97228109681,-19586.142545552266,39082.97228109681,-19586.142545552266,58669.11482664907,39082.97228109681,-19586.142545552266,normal,,58669.11482664908,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
GEVX,GEV,1.999037,196,ols,0.060453,8000,0.060453,False,False,83.59500122070312,0.060453,1.0,False,True,False,False,False,False,False,False,False,0.999109,1.027754,0.328931,0.324474,0.478833,0.480896,0.013,tradr,0.0,0.03595,0.277865,0.279842,True,0.317583,0.268478,0.25713,0.49975925,0.5997110999999999,0.5,0.5997110999999999,bucket_1,,False,0.268478,net_decay_annual,0.060453,ETF_LS,2419.1350242750746,-1210.1501994585767,2419.1350242750746,-1210.1501994585767,4917.381854253623,0.0,-0.0,4917.381854253623,core_leveraged,0.5,1.0,3629.28522373365,2419.1350242750736,-1210.1501994585765,2419.1350242750736,-1210.1501994585765,3629.28522373365,2419.1350242750736,-1210.1501994585765,normal,,3629.285223733651,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
IREX,IREN,1.982388,123,ols,0.306569,10000,0.306569,False,False,32.349998474121094,0.306569,1.0,False,True,False,False,False,False,False,False,False,2.148357,2.127675,1.374416,1.328718,0.971526,0.970937,0.013,tradr,0.0,0.03595,0.967391,0.966277,True,1.166058,1.067847,0.8594890000000001,0.495597,0.5947164,0.5,0.5947164,bucket_1,,False,1.067847,net_decay_annual,0.306569,ETF_LS,26417.9926747902,-13326.34815928577,26417.9926747902,-13326.34815928577,95054.36985263946,0.0,-0.0,95054.36985263946,core_leveraged,0.5,1.0,39744.34083407596,26417.99267479019,-13326.348159285766,26417.99267479019,-13326.348159285766,39744.34083407596,26417.99267479019,-13326.348159285766,normal,,39744.34083407596,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
JOBX,JOBY,1.979563,155,ols,0.258631,25000,0.258631,False,False,21.64999961853028,0.258631,1.0,False,True,False,False,False,False,False,False,False,1.420068,1.399419,0.746193,0.680208,0.780918,0.80132,0.013,tradr,0.0,0.03595,0.639481,0.670779,True,0.705117,0.487562,0.446486,0.49489075,0.5938688999999999,0.5,0.5938688999999999,bucket_1,,False,0.487562,net_decay_annual,0.258631,ETF_LS,5953.799898593643,-3007.633451723256,5953.799898593643,-3007.633451723256,5953.799898593643,0.0,-0.0,5953.799898593643,core_leveraged,0.5,1.0,8961.433350316896,5953.799898593642,-3007.633451723255,5953.799898593642,-3007.633451723255,8961.433350316896,5953.799898593642,-3007.633451723255,normal,,8961.433350316898,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
LABX,ALAB,1.996149,174,ols,0.024582,250000,0.024582,False,False,43.0,0.024582,1.0,False,True,False,False,False,False,False,False,False,1.883669,1.806417,0.977254,0.973641,0.899108,0.903862,0.013,tradr,0.0,0.03595,0.852543,0.861065,True,0.938653,0.952672,0.914071,0.49903725,0.5988447,0.5,0.5988447,bucket_1,,False,0.952672,net_decay_annual,0.024582,ETF_LS,24299.541566492888,-12173.210299678474,24299.541566492888,-12173.210299678474,24299.541566492888,0.0,-0.0,24299.541566492888,core_leveraged,0.5,1.0,36472.75186617136,24299.541566492884,-12173.210299678472,24299.541566492884,-12173.210299678472,36472.75186617136,24299.541566492884,-12173.210299678472,normal,,36472.75186617136,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
LRCU,LRCX,2.036207,169,ols,0.078789,35000,0.078789,False,False,45.53010177612305,0.078789,1.0,False,True,False,False,False,False,False,False,False,1.103641,1.096168,0.443458,0.44083,0.491901,0.485932,0.013,tradr,0.0,0.03595,0.305518,0.299361,True,0.398025,0.364669,0.319236,0.50905175,0.6108621,0.50905175,0.6108621,bucket_1,,False,0.364669,net_decay_annual,0.078789,ETF_LS,4119.800378259709,-2023.2718865320217,4119.800378259709,-2023.2718865320217,4119.800378259709,0.0,-0.0,4119.800378259709,core_leveraged,0.5,1.0,6143.07226479173,4119.800378259708,-2023.2718865320212,4119.800378259708,-2023.2718865320212,6143.07226479173,4119.800378259708,-2023.2718865320212,normal,,6143.072264791732,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
MDBX,MDB,1.964739,167,ols,,0,0.0,False,True,18.093900680541992,,1.0,False,False,False,False,False,False,False,True,False,1.44299,1.51781,0.931,0.916085,0.655297,0.681529,0.013,tradr,0.0,0.03595,0.454651,0.487886,True,0.770327,0.931,0.770327,0.49118475,1.0,0.5,1.0,bucket_1,,False,0.931,net_decay_annual,,ETF_LS,23761.97747975834,-12094.215811748196,23761.97747975834,-12094.215811748196,23761.97747975834,0.0,-0.0,23761.97747975834,core_leveraged,0.5,1.0,35856.19329150653,23761.977479758338,-12094.215811748194,23761.977479758338,-12094.215811748194,35856.19329150653,23761.977479758338,-12094.215811748194,normal,no_locate,35856.19329150654,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
NEBX,NBIS,1.998105,155,ols,0.072344,95000,0.072344,False,False,72.61000061035156,0.072344,1.0,False,True,False,False,False,False,False,False,False,1.823291,1.850525,1.03318,0.949962,0.965715,1.0138,0.013,tradr,0.0,0.03595,0.978838,1.073753,True,1.012263,0.960836,0.939919,0.49952625,0.5994315,0.5,0.5994315,bucket_1,,False,0.960836,net_decay_annual,0.072344,ETF_LS,24120.292660625004,-12071.584156300598,24120.292660625004,-12071.584156300598,71548.38791262003,0.0,-0.0,71548.38791262003,core_leveraged,0.5,1.0,36191.87681692559,24120.292660625,-12071.584156300594,24120.292660625,-12071.584156300594,36191.87681692559,24120.292660625,-12071.584156300594,normal,,36191.8768169256,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
NNEX,NNE,1.898092,108,ols,,0,0.0,False,True,6.269999980926514,,1.0,False,False,False,False,False,False,False,True,False,1.643316,1.641402,1.321116,1.223857,0.942846,0.966868,0.013,tradr,0.0,0.03595,0.802973,0.842074,True,1.025034,1.321116,1.025034,0.474523,1.0,0.5,1.0,bucket_1,,False,1.321116,net_decay_annual,,ETF_LS,44462.584271380525,-23424.88365757852,44462.584271380525,-23424.88365757852,44462.584271380525,0.0,-0.0,44462.584271380525,core_leveraged,0.5,1.0,67887.46792895903,44462.58427138051,-23424.88365757851,44462.58427138051,-23424.88365757851,67887.46792895903,44462.58427138051,-23424.88365757851,normal,no_locate,67887.46792895904,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.4551915228366852e-11,1.0000000000000002,0.0,False,False,False,2026-04-22
NVTX,NVTS,2.003945,155,ols,0.247326,30000,0.247326,False,False,72.94499969482422,0.247326,1.0,False,True,False,False,False,False,False,False,False,2.329529,2.486044,1.670546,1.650015,1.523337,2.051197,0.013,tradr,0.0,0.03595,2.383397,4.281431,True,1.944937,1.4232200000000002,1.697611,0.50098625,0.6011835,0.50098625,0.6011835,bucket_1,,False,1.4232200000000002,net_decay_annual,0.247326,ETF_LS,45827.79869451339,-22868.79065768441,45827.79869451339,-22868.79065768441,45827.79869451339,0.0,-0.0,45827.79869451339,core_leveraged,0.5,1.0,68696.5893521978,45827.79869451339,-22868.79065768441,45827.79869451339,-22868.79065768441,68696.5893521978,45827.79869451339,-22868.79065768441,normal,,68696.5893521978,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,0.0,False,False,False,2026-04-22
OPEX,OPEN,1.996252,123,ols,0.306518,25000,0.306518,False,False,28.020000457763672,0.306518,1.0,False,True,False,False,False,False,False,False,False,1.781272,1.819958,1.095489,1.028007,1.49955,1.64945,0.013,tradr,0.0,0.03595,2.284839,2.754224,True,1.704323,0.7889709999999999,1.397805,0.499063,0.5988756,0.5,0.5988756,bucket_1,,False,0.7889709999999999,net_decay_annual,0.306518,ETF_LS,14776.13408946407,-7401.938277063252,14776.13408946407,-7401.938277063252,26254.33377497862,0.0,-0.0,26254.33377497862,core_leveraged,0.5,1.0,22178.07236652732,14776.134089464069,-7401.93827706325,14776.134089464069,-7401.93827706325,22178.07236652732,14776.134089464069,-7401.93827706325,normal,,22178.07236652732,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
PONX,PONY,2.006288,155,ols,0.281392,100000,0.281392,False,False,9.0649995803833,0.281392,1.0,False,True,False,False,False,False,False,False,False,1.591651,1.604119,0.825818,0.807636,1.159873,1.255925,0.013,tradr,0.0,0.03595,1.407197,1.641432,True,1.049603,0.5444260000000001,0.7682110000000001,0.501572,0.6018864,0.501572,0.6018864,bucket_1,,False,0.5444260000000001,net_decay_annual,0.281392,ETF_LS,7230.790473293353,-3604.064059244412,7230.790473293353,-3604.064059244412,7230.790473293353,0.0,-0.0,7230.790473293353,core_leveraged,0.5,1.0,10834.854532537764,7230.790473293351,-3604.064059244411,7230.790473293351,-3604.064059244411,10834.854532537764,7230.790473293351,-3604.064059244411,normal,,10834.854532537764,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
QBTX,QBTS,1.991412,248,ols,0.102261,200000,0.102261,False,False,15.550000190734863,0.102261,1.0,False,True,False,False,False,False,False,False,False,2.161796,2.379169,1.40587,1.383554,1.124948,1.191806,0.013,tradr,0.0,0.03595,1.297894,1.450798,True,1.404156,1.303609,1.301895,0.497853,0.5974235999999999,0.5,0.5974235999999999,bucket_1,,False,1.303609,net_decay_annual,0.102261,ETF_LS,41138.64168519247,-20658.02640799215,41138.64168519247,-20658.02640799215,41138.64168519247,-703.6828811632025,703.6828811632025,40434.95880402927,core_leveraged,0.5,1.0,61796.6680931846,41138.64168519245,-20658.026407992144,41138.64168519245,-20658.026407992144,61796.6680931846,41138.64168519245,-20658.026407992144,normal,,61796.66809318461,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.4551915228366852e-11,1.0000000000000002,0.0,False,False,False,2026-04-22
QUBX,QUBT,1.967518,208,ols,0.253409,30000,0.253409,False,False,14.574000358581545,0.253409,1.0,False,True,False,False,False,False,False,False,False,1.898869,1.946924,1.211118,1.203208,1.087427,1.139685,0.013,tradr,0.0,0.03595,1.173289,1.284064,True,1.204513,0.957709,0.951104,0.4918795,0.5902554,0.5,0.5902554,bucket_1,,False,0.957709,net_decay_annual,0.253409,ETF_LS,22136.608567367966,-11251.032299256203,22136.608567367966,-11251.032299256203,22136.608567367966,0.0,-0.0,22136.608567367966,core_leveraged,0.5,1.0,33387.64086662416,22136.608567367963,-11251.0322992562,22136.608567367963,-11251.0322992562,33387.64086662416,22136.608567367963,-11251.0322992562,normal,,33387.64086662417,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
RGTU,RGTI,1.98754,208,ols,0.425896,30000,0.425896,False,False,23.6299991607666,0.425896,1.0,False,False,True,False,False,True,True,False,False,1.998307,2.092943,1.234214,1.22976,1.043588,1.077033,0.013,tradr,0.0,0.03595,1.117308,1.186912,True,1.213802,0.8083179999999999,0.787906,0.496885,0.596262,0.5,0.596262,bucket_1,,False,0.8083179999999999,net_decay_annual,0.425896,ETF_LS,0.0,0.0,0.0,0.0,31195.12397425385,0.0,-0.0,31195.12397425385,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,0.0,True,False,False,2026-04-22
