ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,vol_etf_annual_legacy,gross_decay_annual,gross_decay_annual_legacy_weekly,vol_underlying_annual,vol_underlying_annual_legacy,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_annual_legacy,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,borrow_underlying,reduce_only,keep_open,hard_exit,_plan_date
FCXG,FCX,2.047227,43,ols,,0,0.0,False,True,17.799999237060547,,1.0,False,False,False,False,False,False,False,True,False,1.00682,1.024918,0.320611,0.308657,0.453362,0.444958,0.0075,yfinance,0.0,0.03595,0.265474,0.257382,True,0.274882,0.320611,0.274882,0.51180675,1.0,0.51180675,1.0,bucket_1,,False,0.320611,net_decay_annual,,ETF_LS,3616.011585480053,-1766.297330721045,3616.011585480053,-1766.297330721045,3616.011585480053,0.0,-0.0,3616.011585480053,core_leveraged,0.5,1.0,5382.3089162010965,3616.011585480052,-1766.2973307210448,3616.011585480052,-1766.2973307210448,5382.3089162010965,3616.011585480052,-1766.2973307210448,normal,no_locate,5382.308916201097,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
BITX,IBIT,2.003699,501,ols,0.039586,1900000,0.039586,False,False,19.709999084472656,0.039586,1.0,False,True,False,False,False,False,False,False,False,0.880798,0.870951,0.440146,0.432039,0.439246,0.438288,0.0238,yfinance,0.0,0.03595,0.253892,0.253047,True,0.440146,0.4005599999999999,0.4005599999999999,0.50092475,0.6011097,0.50092475,0.6011097,bucket_1,,False,0.4005599999999999,net_decay_annual,0.039586,ETF_LS,5156.292703365294,-2573.3868726616597,5156.292703365294,-2573.3868726616597,13768.678326542176,0.0,-0.0,13768.678326542176,core_leveraged,0.5,1.0,7729.679576026952,5156.292703365293,-2573.386872661659,5156.292703365293,-2573.386872661659,7729.679576026952,5156.292703365293,-2573.386872661659,normal,,7729.679576026953,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
ETHU,ETHA,2.000792,438,ols,0.0299529999999999,30000,0.0299529999999999,False,False,28.78280067443848,0.0299529999999999,1.0,False,True,False,False,False,False,False,False,False,1.450088,1.46142,0.781266,0.769454,0.723748,0.729457,0.0267,yfinance,0.0,0.03595,0.587112,0.595418,True,0.781266,0.751313,0.751313,0.500198,0.6002376,0.500198,0.6002376,bucket_1,,False,0.751313,net_decay_annual,0.0299529999999999,ETF_LS,15922.786577452793,-7958.241824963709,15922.786577452793,-7958.241824963709,43233.8000044053,0.0,-0.0,43233.8000044053,core_leveraged,0.5,1.0,23881.0284024165,15922.786577452793,-7958.241824963709,15922.786577452793,-7958.241824963709,23881.0284024165,15922.786577452793,-7958.241824963709,normal,,23881.0284024165,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,0.0,False,False,False,2026-04-22
XXRP,XRPZ,2.021863,101,ols,0.03322,550000,0.03322,False,False,4.414999961853027,0.03322,1.0,False,True,False,False,False,False,False,False,False,1.524748,1.512398,0.8668,0.876559,0.781799,0.781214,0.0189,yfinance,0.0,0.03595,0.687036,0.686091,True,0.759084,0.83358,0.725864,0.50546575,0.6065589,0.50546575,0.6065589,bucket_1,,False,0.83358,net_decay_annual,0.03322,ETF_LS,19014.79967359518,-9404.593522704148,19014.79967359518,-9404.593522704148,81531.43636447337,0.0,-0.0,81531.43636447337,core_leveraged,0.5,1.0,28419.39319629932,19014.79967359517,-9404.593522704146,19014.79967359517,-9404.593522704146,28419.39319629932,19014.79967359517,-9404.593522704146,normal,,28419.393196299327,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
ONDL,ONDS,1.951184,77,ols,,0,0.0,False,True,21.809999465942383,,1.0,False,False,False,False,False,False,False,True,False,2.001181,2.009521,1.435171,1.404683,1.237591,1.264012,0.0131,yfinance,0.0,0.03595,1.468599,1.529933,True,1.458385,1.435171,1.458385,0.487796,1.0,0.5,1.0,bucket_1,,False,1.435171,net_decay_annual,,ETF_LS,50820.68853596697,-26046.07691328289,50820.68853596697,-26046.07691328289,71260.44930203256,0.0,-0.0,71260.44930203256,core_leveraged,0.5,1.0,76866.76544924983,50820.68853596695,-26046.07691328288,50820.68853596695,-26046.07691328288,76866.76544924983,50820.68853596695,-26046.07691328288,normal,no_locate,76866.76544924986,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.9103830456733704e-11,1.0000000000000004,0.0,False,False,False,2026-04-22
MSTX,MSTR,1.953791,421,ols,0.275704,500000,0.275704,False,False,38.09999847412109,0.275704,1.0,False,True,False,False,False,False,False,False,False,1.368095,1.368859,1.169913,1.154158,0.68118,0.686807,0.0131,yfinance,0.0,0.03595,0.479728,0.486901,True,1.169913,0.894209,0.894209,0.48844775,0.5861373,0.5,0.5861373,bucket_1,,False,0.894209,net_decay_annual,0.275704,ETF_LS,19287.49049117821,-9871.828916797243,19287.49049117821,-9871.828916797243,40843.45978139954,-1463.1609940751298,1463.1609940751298,39380.29878732441,core_leveraged,0.5,1.0,29159.31940797545,19287.49049117821,-9871.828916797243,19287.49049117821,-9871.828916797243,29159.31940797545,19287.49049117821,-9871.828916797243,normal,,29159.319407975458,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
ORCX,ORCL,1.982183,301,ols,0.080991,1400000,0.080991,False,False,41.34000015258789,0.080991,1.0,False,True,False,False,False,False,False,False,False,1.120511,1.21731,0.457456,0.451002,0.582696,0.614101,0.0129,yfinance,0.0,0.03595,0.378724,0.415311,True,0.457456,0.376465,0.376465,0.49554575,0.5946549,0.5,0.5946549,bucket_1,,False,0.376465,net_decay_annual,0.080991,ETF_LS,4406.905027722524,-2223.258411419392,4406.905027722524,-2223.258411419392,7770.630492666307,0.0,-0.0,7770.630492666307,core_leveraged,0.5,1.0,6630.163439141915,4406.905027722523,-2223.2584114193915,4406.905027722523,-2223.2584114193915,6630.163439141915,4406.905027722523,-2223.2584114193915,normal,,6630.163439141917,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
IONX,IONQ,1.988013,279,ols,0.251414,65000,0.251414,False,False,52.31999969482422,0.251414,1.0,False,True,False,False,False,False,False,False,False,1.804129,1.909628,1.143337,1.118775,0.92686,0.961445,0.0129,yfinance,0.0,0.03595,0.892104,0.956241,True,1.143337,0.891923,0.891923,0.49700325,0.5964039,0.5,0.5964039,bucket_1,,False,0.891923,net_decay_annual,0.251414,ETF_LS,19303.55746899809,-9709.975472493436,19303.55746899809,-9709.975472493436,59579.20707891972,0.0,-0.0,59579.20707891972,core_leveraged,0.5,1.0,29013.53294149152,19303.55746899809,-9709.975472493434,19303.55746899809,-9709.975472493434,29013.53294149152,19303.55746899809,-9709.975472493434,normal,,29013.532941491525,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
HIMZ,HIMS,1.998286,278,ols,0.1989189999999999,550000,0.1989189999999999,False,False,40.5099983215332,0.1989189999999999,1.0,False,True,False,False,False,False,False,False,False,2.13215,2.025741,1.406188,1.39939,1.007282,1.015604,0.0129,yfinance,0.0,0.03595,1.060798,1.07759,True,1.406188,1.207269,1.207269,0.4995715,0.5994858,0.5,0.5994858,bucket_1,,False,1.207269,net_decay_annual,0.1989189999999999,ETF_LS,34542.9769862684,-17286.30285468066,34542.9769862684,-17286.30285468066,34542.9769862684,0.0,-0.0,34542.9769862684,core_leveraged,0.5,1.0,51829.27984094905,34542.97698626839,-17286.302854680656,34542.97698626839,-17286.302854680656,51829.27984094905,34542.97698626839,-17286.302854680656,normal,,51829.27984094906,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.4551915228366852e-11,1.0000000000000002,0.0,False,False,False,2026-04-22
IRE,IREN,1.98979,125,ols,0.226013,300000,0.226013,False,False,24.13999938964844,0.226013,1.0,False,True,False,False,False,False,False,False,False,2.157758,2.136142,1.545181,1.480505,0.971526,0.970937,0.0131,yfinance,0.0,0.03595,0.97814,0.977013,True,1.25941,1.319168,1.033397,0.4974475,0.5969369999999999,0.5,0.5969369999999999,bucket_1,,False,1.319168,net_decay_annual,0.226013,ETF_LS,40289.89288678829,-20248.3140868073,40289.89288678829,-20248.3140868073,95054.36985263946,0.0,-0.0,95054.36985263946,core_leveraged,0.5,1.0,60538.20697359559,40289.892886788286,-20248.31408680729,40289.892886788286,-20248.31408680729,60538.20697359559,40289.892886788286,-20248.31408680729,normal,,60538.2069735956,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.4551915228366852e-11,1.0000000000000002,0.0,False,False,False,2026-04-22
AVGX,AVGO,1.977874,416,ols,0.099481,40000,0.099481,False,False,61.119998931884766,0.099481,1.0,False,True,False,False,False,False,False,False,False,0.847715,0.851603,0.424958,0.415011,0.425952,0.42574,0.013,yfinance,0.0,0.03595,0.223612,0.223438,True,0.424958,0.325477,0.325477,0.4944685,0.5933622,0.5,0.5933622,bucket_1,,False,0.325477,net_decay_annual,0.099481,ETF_LS,3277.3437842337557,-1657.0033198443152,3277.3437842337557,-1657.0033198443152,10439.609052659076,0.0,-0.0,10439.609052659076,core_leveraged,0.5,1.0,4934.34710407807,3277.343784233755,-1657.003319844315,3277.343784233755,-1657.003319844315,4934.34710407807,3277.343784233755,-1657.003319844315,normal,,4934.347104078071,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
RKLX,RKLB,1.995494,278,ols,0.164621,750000,0.164621,False,False,48.140098571777344,0.164621,1.0,False,True,False,False,False,False,False,False,False,1.664513,1.66115,0.94988,0.930155,0.832755,0.831648,0.0129,yfinance,0.0,0.03595,0.737489,0.735659,True,0.94988,0.7852589999999999,0.7852589999999999,0.4988735,0.5986482,0.5,0.5986482,bucket_1,,False,0.7852589999999999,net_decay_annual,0.164621,ETF_LS,15950.843492039858,-7993.430945941133,15950.843492039858,-7993.430945941133,15950.843492039858,0.0,-0.0,15950.843492039858,core_leveraged,0.5,1.0,23944.27443798099,15950.843492039854,-7993.4309459411315,15950.843492039854,-7993.4309459411315,23944.27443798099,15950.843492039854,-7993.4309459411315,normal,,23944.274437980992,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
RGTX,RGTI,1.991755,265,ols,0.267344,40000,0.267344,False,False,24.36000061035156,0.267344,1.0,False,True,False,False,False,False,False,False,False,2.048985,2.147541,1.425366,1.395877,1.043588,1.077033,0.0129,yfinance,0.0,0.03595,1.124197,1.194247,True,1.425366,1.158022,1.158022,0.49793875,0.5975265,0.5,0.5975265,bucket_1,,False,1.158022,net_decay_annual,0.267344,ETF_LS,31195.12397425385,-15662.129114401045,31195.12397425385,-15662.129114401045,31195.12397425385,0.0,-0.0,31195.12397425385,core_leveraged,0.5,1.0,46857.253088654885,31195.12397425385,-15662.129114401045,31195.12397425385,-15662.129114401045,46857.253088654885,31195.12397425385,-15662.129114401045,normal,,46857.25308865489,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
SOFX,SOFI,1.994667,316,ols,0.106645,90000,0.106645,False,False,12.960000038146973,0.106645,1.0,False,True,False,False,False,False,False,False,False,1.079293,1.069641,0.570757,0.56195,0.538085,0.536287,0.0129,yfinance,0.0,0.03595,0.335882,0.333965,True,0.570757,0.4641119999999999,0.4641119999999999,0.49866675,0.5984001,0.5,0.5984001,bucket_1,,False,0.4641119999999999,net_decay_annual,0.106645,ETF_LS,6296.88832927993,-3156.8619369949624,6296.88832927993,-3156.8619369949624,9044.457950065203,0.0,-0.0,9044.457950065203,core_leveraged,0.5,1.0,9453.75026627489,6296.888329279928,-3156.861936994961,6296.888329279928,-3156.861936994961,9453.75026627489,6296.888329279928,-3156.861936994961,normal,,9453.750266274892,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
NVOX,NVO,1.994303,345,ols,0.073253,6000,0.073253,False,False,11.240099906921388,0.073253,1.0,False,True,False,False,False,False,False,False,False,1.135764,1.042836,0.537192,0.530188,0.541213,0.523624,0.013,yfinance,0.0,0.03595,0.339158,0.320589,True,0.537192,0.463939,0.463939,0.49857575,0.5982909,0.5,0.5982909,bucket_1,,False,0.463939,net_decay_annual,0.073253,ETF_LS,6504.754572270284,-3261.668147854305,6504.754572270284,-3261.668147854305,6504.754572270284,0.0,-0.0,6504.754572270284,core_leveraged,0.5,1.0,9766.422720124589,6504.754572270284,-3261.668147854305,6504.754572270284,-3261.668147854305,9766.422720124589,6504.754572270284,-3261.668147854305,normal,,9766.42272012459,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
LLYX,LLY,1.992387,426,ols,0.072264,100000,0.072264,False,False,17.05500030517578,0.072264,1.0,False,True,False,False,False,False,False,False,False,0.794277,0.771225,0.291297,0.289059,0.393392,0.389174,0.0132,yfinance,0.0,0.03595,0.201871,0.198608,True,0.291297,0.2190329999999999,0.2190329999999999,0.49809675,0.5977161,0.5,0.5977161,bucket_1,,False,0.2190329999999999,net_decay_annual,0.072264,ETF_LS,1615.0086963546512,-810.5898584736054,1615.0086963546512,-810.5898584736054,2264.1170367150416,0.0,-0.0,2264.1170367150416,core_leveraged,0.5,1.0,2425.598554828256,1615.008696354651,-810.5898584736053,1615.008696354651,-810.5898584736053,2425.598554828256,1615.008696354651,-810.5898584736053,normal,,2425.5985548282565,1.0,0.0,,False,0.0,0.0,haircut,haircut,-4.547473508864641e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
SOUX,SOUN,2.001996,208,ols,0.273597,1000,0.273597,False,False,21.8700008392334,0.273597,1.0,False,True,False,False,False,False,False,False,False,1.575537,1.629887,0.982051,0.971791,0.809704,0.833539,0.0129,yfinance,0.0,0.03595,0.706507,0.745791,True,0.93394,0.708454,0.660343,0.500499,0.6005988,0.500499,0.6005988,bucket_1,,False,0.708454,net_decay_annual,0.273597,ETF_LS,12238.17189368708,-6112.985187626289,12238.17189368708,-6112.985187626289,12238.17189368708,0.0,-0.0,12238.17189368708,core_leveraged,0.5,1.0,18351.15708131337,12238.171893687078,-6112.985187626288,12238.171893687078,-6112.985187626288,18351.15708131337,12238.171893687078,-6112.985187626288,normal,,18351.15708131337,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
QPUX,IONQ,1.781553,177,ols,0.305519,55000,0.305519,False,False,30.5,0.305519,1.0,False,True,False,False,False,False,False,False,False,1.842671,1.888001,1.320565,1.236005,0.92686,0.961445,0.0129,yfinance,0.0,0.03595,0.639072,0.684538,True,1.11774,1.015046,0.812221,0.44538825,0.5344658999999999,0.5,0.5344658999999999,bucket_1,,False,1.015046,net_decay_annual,0.305519,ETF_LS,25071.93427173554,-14073.077967220475,25071.93427173554,-14073.077967220475,59579.20707891972,0.0,-0.0,59579.20707891972,core_leveraged,0.5,1.0,39145.012238956006,25071.934271735536,-14073.077967220472,25071.934271735536,-14073.077967220472,39145.012238956006,25071.934271735536,-14073.077967220472,normal,,39145.01223895601,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
HOOX,HOOD,1.998908,274,ols,0.146229,20000,0.146229,False,False,30.64999961853028,0.146229,1.0,False,True,False,False,False,False,False,False,False,1.320818,1.333102,0.684102,0.67728,0.661678,0.665931,0.0129,yfinance,0.0,0.03595,0.485912,0.491549,True,0.684102,0.537873,0.537873,0.499727,0.5996724,0.5,0.5996724,bucket_1,,False,0.537873,net_decay_annual,0.146229,ETF_LS,7985.659860392395,-3995.011206314845,7985.659860392395,-3995.011206314845,36372.775419573896,0.0,-0.0,36372.775419573896,core_leveraged,0.5,1.0,11980.671066707237,7985.659860392392,-3995.011206314844,7985.659860392392,-3995.011206314844,11980.671066707237,7985.659860392392,-3995.011206314844,normal,,11980.67106670724,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
RIOX,RIOT,1.99956,324,ols,0.247405,20000,0.247405,False,False,31.520000457763672,0.247405,1.0,False,True,False,False,False,False,False,False,False,1.674294,1.673406,1.040829,1.023336,0.832046,0.834654,0.0095,yfinance,0.0,0.03595,0.737278,0.741622,True,1.040829,0.793424,0.793424,0.49989,0.599868,0.5,0.599868,bucket_1,,False,0.793424,net_decay_annual,0.247405,ETF_LS,15470.61595197399,-7737.010118213001,15470.61595197399,-7737.010118213001,15470.61595197399,0.0,-0.0,15470.61595197399,core_leveraged,0.5,1.0,23207.626070186987,15470.615951973989,-7737.010118212999,15470.615951973989,-7737.010118212999,23207.626070186987,15470.615951973989,-7737.010118212999,normal,,23207.62607018699,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
QSU,QS,1.991459,125,ols,0.262043,35000,0.262043,False,False,14.461000442504885,0.262043,1.0,False,True,False,False,False,False,False,False,False,1.523929,1.497626,0.982518,0.877683,0.985068,1.022397,,missing,0.0,0.03595,0.993606,1.067585,True,0.988106,0.720475,0.726063,0.49786475,0.5974377,0.5,0.5974377,bucket_1,,False,0.720475,net_decay_annual,0.262043,ETF_LS,12769.428706036377,-6412.0972141713055,12769.428706036377,-6412.0972141713055,12769.428706036377,0.0,-0.0,12769.428706036377,core_leveraged,0.5,1.0,19181.525920207678,12769.428706036371,-6412.097214171304,12769.428706036371,-6412.097214171304,19181.525920207678,12769.428706036371,-6412.097214171304,normal,,19181.52592020768,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3.637978807091713e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
MPL,MP,1.993406,125,ols,0.243016,40000,0.243016,False,False,26.3700008392334,0.243016,1.0,False,True,False,False,False,False,False,False,False,1.482504,1.479895,0.765656,0.725258,0.876547,0.934471,,missing,0.0,0.03595,0.796465,0.900331,True,0.781183,0.52264,0.538167,0.4983515,0.5980217999999999,0.5,0.5980217999999999,bucket_1,,False,0.52264,net_decay_annual,0.243016,ETF_LS,6927.078375081672,-3474.996250177672,6927.078375081672,-3474.996250177672,12225.609495211036,0.0,-0.0,12225.609495211036,core_leveraged,0.5,1.0,10402.074625259342,6927.078375081671,-3474.9962501776718,6927.078375081671,-3474.9962501776718,10402.074625259342,6927.078375081671,-3474.9962501776718,normal,,10402.074625259344,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
OSCX,OSCR,2.010658,143,ols,0.125413,10000,0.125413,False,False,38.834999084472656,0.125413,1.0,False,True,False,False,False,False,False,False,False,1.466833,1.487765,0.820265,0.814824,0.795743,0.812955,0.0131,yfinance,0.0,0.03595,0.692799,0.720932,True,0.765131,0.694852,0.639718,0.5026645,0.6031973999999999,0.5026645,0.6031973999999999,bucket_1,,False,0.694852,net_decay_annual,0.125413,ETF_LS,13009.90743024594,-6470.472566814416,13009.90743024594,-6470.472566814416,13009.90743024594,0.0,-0.0,13009.90743024594,core_leveraged,0.5,1.0,19480.379997060358,13009.90743024594,-6470.472566814416,13009.90743024594,-6470.472566814416,19480.379997060358,13009.90743024594,-6470.472566814416,normal,,19480.379997060358,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,0.0,False,False,False,2026-04-22
DKNX,DKNG,1.991629,182,ols,0.261768,10000,0.261768,False,False,17.13680076599121,0.261768,1.0,False,True,False,False,False,False,False,False,False,1.023503,0.969017,0.457574,0.45127,0.46738,0.460421,0.0129,yfinance,0.0,0.03595,0.264258,0.257882,True,0.403875,0.1958059999999999,0.1421069999999999,0.49790725,0.5974887,0.5,0.5974887,bucket_1,,False,0.1958059999999999,net_decay_annual,0.261768,ETF_LS,757.3579695079562,-380.270607381172,757.3579695079562,-380.270607381172,757.3579695079562,0.0,-0.0,757.3579695079562,core_leveraged,0.5,1.0,1137.628576889128,757.357969507956,-380.2706073811719,757.357969507956,-380.2706073811719,1137.628576889128,757.357969507956,-380.2706073811719,normal,,1137.6285768891282,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
ANEL,ANET,1.99288,158,ols,,0,0.0,False,True,24.690000534057617,,1.0,False,False,False,False,False,False,False,True,False,1.032306,1.031255,0.39969,0.391751,0.511469,0.513451,0.0131,yfinance,0.0,0.03595,0.307607,0.309617,True,0.365342,0.39969,0.365342,0.49822,1.0,0.5,1.0,bucket_1,,False,0.39969,net_decay_annual,,ETF_LS,5378.703639351119,-2698.960117694552,5378.703639351119,-2698.960117694552,5378.703639351119,0.0,-0.0,5378.703639351119,core_leveraged,0.5,1.0,8077.66375704567,5378.703639351118,-2698.960117694552,5378.703639351118,-2698.960117694552,8077.66375704567,5378.703639351118,-2698.960117694552,normal,no_locate,8077.663757045671,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
VSTL,VST,1.979166,189,ols,0.141586,15000,0.141586,False,False,30.3700008392334,0.141586,1.0,False,True,False,False,False,False,False,False,False,1.005967,0.989193,0.428483,0.424915,0.490412,0.489273,0.0129,yfinance,0.0,0.03595,0.281141,0.28006,True,0.391648,0.286897,0.250062,0.4947915,0.5937498,0.5,0.5937498,bucket_1,,False,0.286897,net_decay_annual,0.141586,ETF_LS,2398.003060407692,-1211.6230070684785,2398.003060407692,-1211.6230070684785,2398.003060407692,0.0,-0.0,2398.003060407692,core_leveraged,0.5,1.0,3609.626067476169,2398.0030604076915,-1211.623007068478,2398.0030604076915,-1211.623007068478,3609.626067476169,2398.0030604076915,-1211.623007068478,normal,,3609.62606747617,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,0.0,False,False,False,2026-04-22
CVNX,CVNA,1.987248,225,ols,0.108362,10000,0.108362,False,False,20.25,0.108362,1.0,False,True,False,False,False,False,False,False,False,1.216207,1.203964,0.515447,0.507859,0.602731,0.601955,0.0129,yfinance,0.0,0.03595,0.404757,0.40384,True,0.503587,0.407085,0.395225,0.496812,0.5961744,0.5,0.5961744,bucket_1,,False,0.407085,net_decay_annual,0.108362,ETF_LS,4929.273550182658,-2480.452137922725,4929.273550182658,-2480.452137922725,4929.273550182658,0.0,-0.0,4929.273550182658,core_leveraged,0.5,1.0,7409.725688105382,4929.273550182657,-2480.4521379227244,4929.273550182657,-2480.4521379227244,7409.725688105382,4929.273550182657,-2480.4521379227244,normal,,7409.725688105384,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
LMNX,LMND,2.016888,128,ols,0.31005,25000,0.31005,False,False,20.32999992370605,0.31005,1.0,False,True,False,False,False,False,False,False,False,1.688627,1.813865,0.956755,0.914519,0.809931,0.840823,0.0131,yfinance,0.0,0.03595,0.722356,0.774651,True,0.841416,0.6467050000000001,0.531366,0.504222,0.6050663999999999,0.504222,0.6050663999999999,bucket_1,,False,0.6467050000000001,net_decay_annual,0.31005,ETF_LS,9935.636441722596,-4926.221208972733,9935.636441722596,-4926.221208972733,9935.636441722596,0.0,-0.0,9935.636441722596,core_leveraged,0.5,1.0,14861.857650695329,9935.636441722596,-4926.221208972733,9935.636441722596,-4926.221208972733,14861.857650695329,9935.636441722596,-4926.221208972733,normal,,14861.857650695329,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,0.0,False,False,False,2026-04-22
AVXX,AVAV,1.996837,122,ols,0.173167,75000,0.173167,False,False,13.479999542236328,0.173167,1.0,False,True,False,False,False,False,False,False,False,1.60127,1.524386,0.839373,0.812726,0.686524,0.689204,0.0131,yfinance,0.0,0.03595,0.518018,0.521687,True,0.673595,0.6662060000000001,0.5004280000000001,0.49920925,0.5990511,0.5,0.5990511,bucket_1,,False,0.6662060000000001,net_decay_annual,0.173167,ETF_LS,11682.959885852968,-5850.732876971414,11682.959885852968,-5850.732876971414,11682.959885852968,0.0,-0.0,11682.959885852968,core_leveraged,0.5,1.0,17533.692762824383,11682.959885852968,-5850.732876971414,11682.959885852968,-5850.732876971414,17533.692762824383,11682.959885852968,-5850.732876971414,normal,,17533.692762824383,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,0.0,False,False,False,2026-04-22
BU,B,2.02122,104,ols,0.098176,8000,0.098176,False,False,20.450000762939453,0.098176,1.0,False,True,False,False,False,False,False,False,False,0.993043,0.962642,0.424443,0.399614,0.432593,0.427869,0.0129,yfinance,0.0,0.03595,0.242748,0.238553,True,0.317733,0.326267,0.219557,0.505305,0.606366,0.505305,0.606366,bucket_1,,False,0.326267,net_decay_annual,0.098176,ETF_LS,3269.0131228463174,-1617.346514900069,3269.0131228463174,-1617.346514900069,3269.0131228463174,0.0,-0.0,3269.0131228463174,core_leveraged,0.5,1.0,4886.359637746386,3269.0131228463174,-1617.346514900069,3269.0131228463174,-1617.346514900069,4886.359637746386,3269.0131228463174,-1617.346514900069,normal,,4886.359637746386,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,0.0,False,False,False,2026-04-22
AALG,AAL,1.98704,196,ols,0.212571,15000,0.212571,False,False,9.020000457763672,0.212571,1.0,False,True,False,False,False,False,False,False,False,0.934664,0.941191,0.342059,0.337424,0.473832,0.477643,0.0075,manual,0.0,0.03595,0.263155,0.266711,True,0.324525,0.129488,0.111954,0.49676,0.596112,0.5,0.596112,bucket_1,,False,0.129488,net_decay_annual,0.212571,ETF_LS,297.20768843714905,-149.57307776247538,297.20768843714905,-149.57307776247538,297.20768843714905,0.0,-0.0,297.20768843714905,core_leveraged,0.5,1.0,446.7807661996244,297.207688437149,-149.57307776247535,297.207688437149,-149.57307776247535,446.7807661996244,297.207688437149,-149.57307776247535,normal,,446.78076619962445,1.0,0.0,,False,0.0,0.0,haircut,haircut,-5.684341886080803e-14,1.0000000000000002,0.0,False,False,False,2026-04-22
