ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,keep_open,_plan_date
MDBX,MDB,1.99183,150,ols,0.081324,-0.044924,0.126248,4000,0.126248,False,False,False,True,False,False,False,False,True,False,False,False,1.569679,0.652326,0.668209,0.441046,0.566808,0.5260779999999999,0.4405599999999999,0.4979575,0.597549,0.5,0.597549,0.5260779999999999,net_decay_annual,0.126248,ETF_LS,13226.82981723518,-6640.541520729772,13226.82981723518,-6640.541520729772,13226.82981723518,0.0,-0.0,13226.82981723518,core_leveraged,0.5,1.0,19867.371337964956,1.0,0.0,,False,0.0,0.0,19775.2517453958,13165.50060799969,-6609.751137396108,13165.50060799969,-6609.751137396108,haircut,haircut,-92.1195925691536,1.0046583271735392,False,2026-03-26
NEBX,NBIS,1.998956,136,ols,0.067266,-0.0308659999999999,0.098132,15000,0.098132,False,False,False,True,False,False,False,False,True,False,False,False,1.846006,0.95412,1.111578,1.233671,1.082802,0.855988,0.98467,0.499739,0.5996868,0.5,0.5996868,0.855988,net_decay_annual,0.098132,ETF_LS,32787.818977571034,-16402.47157894973,32787.818977571034,-16402.47157894973,109515.55597118786,0.0,-0.0,109515.55597118786,core_leveraged,0.5,1.0,49190.29055652076,1.0,0.0,,False,0.0,0.0,48962.20856986327,32635.79078652024,-16326.417783343026,32635.79078652024,-16326.417783343026,haircut,haircut,-228.0819866574966,1.0046583271735394,False,2026-03-26
NNEX,NNE,1.992949,89,ols,0.149908,-0.113508,0.263416,300,0.263416,False,False,False,True,False,False,False,False,True,False,True,False,1.648068,0.802163,1.517294,2.277889,1.7567,0.538747,1.493284,0.49823725,0.5978847,0.5,0.5978847,0.538747,net_decay_annual,0.263416,ETF_LS,12228.516725434243,-6135.890444479132,12228.516725434243,-6135.890444479132,12228.516725434243,0.0,-0.0,12228.516725434243,core_leveraged,0.5,1.0,18364.40716991337,1.0,0.0,,False,0.0,0.0,18279.256413052364,12171.81642224318,-6107.439990809187,12171.81642224318,-6107.439990809187,haircut,haircut,-85.15075686101045,1.004658327173539,False,2026-03-26
QBTX,QBTS,1.992611,229,ols,0.073528,-0.037128,0.110656,35000,0.110656,False,False,False,True,False,False,False,False,True,False,False,False,2.363009,1.370699,1.396011,1.9273,1.4215,1.2600429999999998,1.310844,0.49815275,0.5977832999999999,0.5,0.5977832999999999,1.2600429999999998,net_decay_annual,0.110656,ETF_LS,65369.004580345965,-32805.70295975781,65369.004580345965,-32805.70295975781,65369.004580345965,0.0,-0.0,65369.004580345965,core_leveraged,0.5,1.0,98174.7075401038,1.0,0.0,,False,0.0,0.0,97719.49814650332,65065.90630095328,-32653.59184555003,65065.90630095328,-32653.59184555003,haircut,haircut,-455.2093936004676,1.0046583271735392,False,2026-03-26
SNPX,SNPS,1.91345,89,ols,0.058491,-0.022091,0.080582,1000,0.080582,False,False,False,True,False,False,False,False,True,False,False,False,0.776364,0.231312,0.480466,0.201742,0.212185,0.1507299999999999,0.131603,0.4783625,0.574035,0.5,0.574035,0.1507299999999999,net_decay_annual,0.080582,ETF_LS,1308.0401246625784,-683.6029813491747,1308.0401246625784,-683.6029813491747,1308.0401246625784,0.0,-0.0,1308.0401246625784,core_leveraged,0.5,1.0,1991.643106011753,1.0,0.0,,False,0.0,0.0,1982.4083990971856,1301.9750986811205,-680.4333004160654,1301.9750986811205,-680.4333004160654,haircut,haircut,-9.23470691456714,1.0046583271735394,False,2026-03-26
SRPU,SRPT,1.964429,104,ols,0.130084,-0.0936839999999999,0.223768,500,0.223768,False,False,False,True,False,False,False,False,True,False,True,False,1.982968,1.470256,0.873016,0.721973,1.030788,1.246488,0.8070200000000001,0.49110725,0.5893286999999999,0.5,0.5893286999999999,1.246488,net_decay_annual,0.223768,ETF_LS,61899.60092024123,-31510.22557712253,61899.60092024123,-31510.22557712253,61899.60092024123,0.0,-0.0,61899.60092024123,core_leveraged,0.5,1.0,93409.82649736376,1.0,0.0,,False,0.0,0.0,92976.71056005558,61612.5893211743,-31364.121238881275,61612.5893211743,-31364.121238881275,haircut,haircut,-433.1159373081755,1.004658327173539,False,2026-03-26
TARK,ARKK,1.977968,500,ols,0.071138,-0.034738,0.105876,10000,0.105876,False,False,False,True,False,False,False,False,True,False,False,False,0.798075,0.232682,0.402823,0.156943,0.232682,0.1268059999999999,0.1268059999999999,0.494492,0.5933904,0.5,0.5933904,0.1268059999999999,net_decay_annual,0.105876,ETF_LS,813.6839262545169,-411.37365531419965,813.6839262545169,-411.37365531419965,813.6839262545169,0.0,-0.0,813.6839262545169,core_leveraged,0.5,1.0,1225.0575815687166,1.0,0.0,,False,0.0,0.0,1219.3773230499555,809.9110953907075,-409.466227659248,809.9110953907075,-409.466227659248,haircut,haircut,-5.680258518761093,1.0046583271735392,False,2026-03-26
TEMT,TEM,1.98329,217,ols,0.1068399999999999,-0.07044,0.17728,65000,0.17728,False,False,False,True,False,False,False,False,True,False,False,False,1.319883,0.609638,1.007868,0.990479,0.662533,0.432358,0.485253,0.4958225,0.5949869999999999,0.5,0.5949869999999999,0.432358,net_decay_annual,0.17728,ETF_LS,8668.521614832833,-4370.77866314701,8668.521614832833,-4370.77866314701,8668.521614832833,0.0,-0.0,8668.521614832833,core_leveraged,0.5,1.0,13039.30027797984,1.0,0.0,,False,0.0,0.0,12978.84059216831,8628.32803986253,-4350.51255230578,8628.32803986253,-4350.51255230578,haircut,haircut,-60.45968581153102,1.0046583271735392,False,2026-03-26
UNX,U,2.02466,131,ols,0.029778,0.006622,0.023156,1,0.023156,False,False,False,True,False,False,False,False,True,False,True,False,1.666044,1.095439,0.728696,0.550801,0.833926,1.072283,0.81077,0.506165,0.607398,0.506165,0.607398,1.072283,net_decay_annual,0.023156,ETF_LS,50419.98291929117,-24902.938231254226,50419.98291929117,-24902.938231254226,50419.98291929117,0.0,-0.0,50419.98291929117,core_leveraged,0.5,1.0,75322.92115054539,1.0,0.0,,False,0.0,0.0,74973.66926968649,50186.19918389619,-24787.470085790304,50186.19918389619,-24787.470085790304,haircut,haircut,-349.25188085889386,1.0046583271735388,False,2026-03-26
UPSX,UPST,1.985981,198,ols,0.147872,-0.111472,0.259344,50000,0.259344,False,False,False,True,False,False,False,False,True,False,False,False,1.414557,0.716091,0.89629,0.786522,0.731183,0.456747,0.471839,0.49649525,0.5957943,0.5,0.5957943,0.456747,net_decay_annual,0.259344,ETF_LS,8815.53711390689,-4438.882906687874,8815.53711390689,-4438.882906687874,8815.53711390689,0.0,-0.0,8815.53711390689,core_leveraged,0.5,1.0,13254.420020594764,1.0,0.0,,False,0.0,0.0,13192.96288309694,8774.661868088157,-4418.301015008783,8774.661868088157,-4418.301015008783,haircut,haircut,-61.4571374978259,1.0046583271735392,False,2026-03-26
WULX,WULF,1.995671,104,ols,0.131776,-0.0953759999999999,0.227152,10000,0.227152,False,False,False,True,False,False,False,False,True,False,False,False,2.027606,1.20085,1.147629,1.308512,1.26408,0.973698,1.036928,0.49891775,0.5987013,0.5,0.5987013,0.973698,net_decay_annual,0.227152,ETF_LS,38937.123553836056,-19510.79288812437,38937.123553836056,-19510.79288812437,38937.123553836056,0.0,-0.0,38937.123553836056,core_leveraged,0.5,1.0,58447.91644196043,1.0,0.0,,False,0.0,0.0,58176.90936419667,38756.58271143785,-19420.32665275882,38756.58271143785,-19420.32665275882,haircut,haircut,-271.0070777637593,1.0046583271735392,False,2026-03-26
CRMU,CRML,1.956839,30,ols,0.092197,-0.055797,0.147994,3000,0.147994,False,False,False,True,False,False,False,False,True,False,False,False,1.755363,0.993056,1.530527,2.193037,2.050182,0.845062,1.902188,0.48920975,0.5870517,0.5,0.5870517,0.845062,net_decay_annual,0.147994,ETF_LS,31466.95409526764,-16080.502328125942,31466.95409526764,-16080.502328125942,31466.95409526764,0.0,-0.0,31466.95409526764,core_leveraged,0.5,1.0,47547.45642339358,1.0,0.0,,False,0.0,0.0,47326.9918113967,31321.050395108326,-16005.941416288377,31321.050395108326,-16005.941416288377,haircut,haircut,-220.464611996882,1.004658327173539,False,2026-03-26
UECG,UEC,1.999266,30,ols,0.062428,-0.026028,0.0884559999999999,900,0.0884559999999999,False,False,False,True,False,False,False,False,True,False,True,False,1.299989,0.681411,0.70396,0.495014,0.517204,0.592955,0.428748,0.4998165,0.5997798,0.5,0.5997798,0.592955,net_decay_annual,0.0884559999999999,ETF_LS,16977.283086942127,-8491.758018663913,16977.283086942127,-8491.758018663913,16977.283086942127,0.0,-0.0,16977.283086942127,core_leveraged,0.5,1.0,25469.04110560604,1.0,0.0,,False,0.0,0.0,25350.9480952191,16898.5640468489,-8452.384048370202,16898.5640468489,-8452.384048370202,haircut,haircut,-118.09301038693955,1.0046583271735392,False,2026-03-26
DNNG,DNN,1.95899,30,ols,0.127378,-0.0909779999999999,0.218356,300,0.218356,False,False,False,True,False,False,False,False,True,False,True,False,1.121421,0.649083,0.609735,0.34922,0.384918,0.4307269999999999,0.166562,0.4897475,0.587697,0.5,0.587697,0.4307269999999999,net_decay_annual,0.218356,ETF_LS,8250.612286511783,-4211.666362008884,8250.612286511783,-4211.666362008884,8250.612286511783,0.0,-0.0,8250.612286511783,core_leveraged,0.5,1.0,12462.278648520669,1.0,0.0,,False,0.0,0.0,12404.494454927264,8212.356443333016,-4192.138011594248,8212.356443333016,-4192.138011594248,haircut,haircut,-57.78419359340296,1.0046583271735392,False,2026-03-26
RCAX,RCAT,2.020725,35,ols,0.141451,-0.105051,0.246502,50000,0.246502,False,False,False,True,False,False,False,False,True,False,False,False,2.401662,1.445462,1.265594,1.651866,1.623199,1.19896,1.376697,0.50518125,0.6062175,0.50518125,0.6062175,1.19896,net_decay_annual,0.246502,ETF_LS,56472.1067178384,-27946.45818596712,56472.1067178384,-27946.45818596712,56472.1067178384,0.0,-0.0,56472.1067178384,core_leveraged,0.5,1.0,84418.56490380551,1.0,0.0,,False,0.0,0.0,84027.13899889223,56210.26093190758,-27816.87806698466,56210.26093190758,-27816.87806698466,haircut,haircut,-391.4259049132816,1.004658327173539,False,2026-03-26
RDWU,RDW,1.961267,37,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,1.930572,1.632109,1.061236,1.061634,1.145394,1.632109,1.145394,0.49031675,1.0,0.5,1.0,1.632109,net_decay_annual,,ETF_LS,107580.02610133002,-54852.31031844721,107580.02610133002,-54852.31031844721,107580.02610133002,0.0,-0.0,107580.02610133002,core_leveraged,0.5,1.0,162432.33641977725,1.0,0.0,,False,0.0,0.0,161679.18189336782,107081.2068058908,-54597.97508747702,107081.2068058908,-54597.97508747702,haircut,haircut,-753.1545264094311,1.004658327173539,False,2026-03-26
OKLL,OKLO,1.997433,189,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,2.011596,1.250907,1.298613,1.679908,1.358157,1.250907,1.358157,0.49935825,1.0,0.5,1.0,1.250907,net_decay_annual,,ETF_LS,67031.10262893976,-33558.62380812761,67031.10262893976,-33558.62380812761,67031.10262893976,0.0,-0.0,67031.10262893976,core_leveraged,0.5,1.0,100589.72643706737,1.0,0.0,,False,0.0,0.0,100123.31925826168,66720.29765335452,-33403.02160490715,66720.29765335452,-33403.02160490715,haircut,haircut,-466.4071788056899,1.004658327173539,False,2026-03-26
GDXU,GDX,3.042285,500,ols,0.042964,-0.0065639999999999,0.049528,50000,0.049528,False,False,False,True,False,False,False,False,True,False,False,False,1.1813,0.696255,0.38736,0.466139,0.696255,0.6467269999999999,0.6467269999999999,0.76057125,0.9126855,0.76057125,0.9126855,0.6467269999999999,net_decay_annual,0.049528,ETF_LS,16827.000531168414,-5531.0401659175295,16827.000531168414,-5531.0401659175295,19487.732758249786,0.0,-0.0,19487.732758249786,core_leveraged,0.5,1.0,22358.04069708594,1.0,0.0,,False,0.0,0.0,22254.372548712214,16748.978310376173,-5505.394238336044,16748.978310376173,-5505.394238336044,haircut,haircut,-103.66814837372658,1.004658327173539,False,2026-03-26
MRNX,MRNA,2.016908,34,ols,0.084078,-0.047678,0.131756,200,0.131756,False,False,False,True,False,False,False,False,True,False,True,False,1.35317,0.633556,0.670215,0.460645,0.483974,0.5018,0.352218,0.504227,0.6050724,0.504227,0.6050724,0.5018,net_decay_annual,0.131756,ETF_LS,11986.72797799863,-5943.120845372536,11986.72797799863,-5943.120845372536,11986.72797799863,0.0,-0.0,11986.72797799863,core_leveraged,0.5,1.0,17929.848823371165,1.0,0.0,,False,0.0,0.0,17846.712995266964,11931.14878340934,-5915.564211857625,11931.14878340934,-5915.564211857625,haircut,haircut,-83.13582810420121,1.0046583271735388,False,2026-03-26
ZETX,ZETA,2.061888,34,ols,0.131437,-0.095037,0.226474,20000,0.226474,False,False,False,True,False,False,False,False,True,False,False,False,1.494482,0.683731,0.760381,0.63296,0.63981,0.4572569999999999,0.413336,0.515472,0.6185664000000001,0.515472,0.6185664000000001,0.4572569999999999,net_decay_annual,0.226474,ETF_LS,9018.995324139056,-4374.144145627239,9018.995324139056,-4374.144145627239,9018.995324139056,0.0,-0.0,9018.995324139056,core_leveraged,0.5,1.0,13393.139469766294,1.0,0.0,,False,0.0,0.0,13331.039127945074,8977.176697985169,-4353.862429959905,8977.176697985169,-4353.862429959905,haircut,haircut,-62.100341821220354,1.0046583271735392,False,2026-03-26
LITX,LITE,1.987849,40,ols,0.084743,-0.048343,0.1330859999999999,1500000,0.1330859999999999,False,False,False,True,False,False,False,False,True,False,False,False,1.985519,1.572452,0.727913,0.520239,0.687257,1.439366,0.554171,0.49696225,0.5963547,0.5,0.5963547,1.439366,net_decay_annual,0.1330859999999999,ETF_LS,82418.8587965341,-41461.32769467606,82418.8587965341,-41461.32769467606,82418.8587965341,0.0,-0.0,82418.8587965341,core_leveraged,0.5,1.0,123880.18649121016,1.0,0.0,,False,0.0,0.0,123305.78778929664,82036.7049844773,-41269.082804819336,82036.7049844773,-41269.082804819336,haircut,haircut,-574.3987019135238,1.004658327173539,False,2026-03-26
WDCX,WDC,2.055034,40,ols,0.133224,-0.096824,0.230048,50000,0.230048,False,False,False,True,False,False,False,False,True,False,False,False,1.695548,0.710231,0.545296,0.322344,0.383913,0.4801829999999999,0.153865,0.5137585,0.6165102,0.5137585,0.6165102,0.4801829999999999,net_decay_annual,0.230048,ETF_LS,9918.751218090229,-4826.5630729663,9918.751218090229,-4826.5630729663,9918.751218090229,0.0,-0.0,9918.751218090229,core_leveraged,0.5,1.0,14745.314291056528,1.0,0.0,,False,0.0,0.0,14676.94428268,9872.760668788958,-4804.183613891039,9872.760668788958,-4804.183613891039,haircut,haircut,-68.37000837652886,1.0046583271735392,False,2026-03-26
LNOK,NOK,1.95688,44,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,0.859705,0.30587,0.366795,0.125962,0.157375,0.30587,0.157375,0.48922,1.0,0.5,1.0,0.30587,net_decay_annual,,ETF_LS,5747.922408132135,-2937.2891583194346,5747.922408132135,-2937.2891583194346,5747.922408132135,0.0,-0.0,5747.922408132135,core_leveraged,0.5,1.0,8685.21156645157,1.0,0.0,,False,0.0,0.0,8644.940604718975,5721.270856633502,-2923.6697480854737,5721.270856633502,-2923.6697480854737,haircut,haircut,-40.27096173259452,1.0046583271735392,False,2026-03-26
ONDG,ONDS,1.996826,49,ols,0.208566,-0.1721659999999999,0.3807319999999999,25000,0.3807319999999999,False,False,False,False,True,False,False,True,False,True,False,False,1.994753,1.207115,1.320598,1.735685,1.632907,0.826383,1.2521750000000005,0.4992065,0.5990478,0.5,0.5990478,0.826383,net_decay_annual,0.3807319999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-26
PLUL,PLUG,1.932266,49,ols,0.090167,-0.0537669999999999,0.143934,500,0.143934,False,False,False,True,False,False,False,False,True,False,True,False,1.921874,1.094071,1.041498,0.976998,0.999762,0.950137,0.855828,0.4830665,0.5796798,0.5,0.5796798,0.950137,net_decay_annual,0.143934,ETF_LS,39251.91386125302,-20313.928755799163,39251.91386125302,-20313.928755799163,39251.91386125302,0.0,-0.0,39251.91386125302,core_leveraged,0.5,1.0,59565.842617052185,1.0,0.0,,False,0.0,0.0,59289.652019938025,39069.913421892,-20219.738598046028,39069.913421892,-20219.738598046028,haircut,haircut,-276.1905971141605,1.0046583271735392,False,2026-03-26
UUUG,UUUU,1.995208,49,ols,0.106153,-0.069753,0.175906,20000,0.175906,False,False,False,True,False,False,False,False,True,False,False,False,2.115702,1.32382,0.784946,0.611718,0.750182,1.147914,0.574276,0.498802,0.5985624,0.5,0.5985624,1.147914,net_decay_annual,0.175906,ETF_LS,53887.360421221085,-27008.39231860592,53887.360421221085,-27008.39231860592,53887.360421221085,0.0,-0.0,53887.360421221085,core_leveraged,0.5,1.0,80895.752739827,1.0,0.0,,False,0.0,0.0,80520.66115593299,53637.49940024424,-26883.161755688747,53637.49940024424,-26883.161755688747,haircut,haircut,-375.09158389401273,1.004658327173539,False,2026-03-26
HUTG,HUT,2.002931,49,ols,0.089711,-0.053311,0.143022,1000,0.143022,False,False,False,True,False,False,False,False,True,False,False,False,2.086246,1.301759,1.004106,1.012666,1.068879,1.158737,0.925857,0.50073275,0.6008792999999999,0.50073275,0.6008792999999999,1.158737,net_decay_annual,0.143022,ETF_LS,55435.401775194456,-27677.140038870268,55435.401775194456,-27677.140038870268,55435.401775194456,0.0,-0.0,55435.401775194456,core_leveraged,0.5,1.0,83112.54181406472,1.0,0.0,,False,0.0,0.0,82727.17158269104,55178.36290786932,-27548.80867482171,55178.36290786932,-27548.80867482171,haircut,haircut,-385.3702313736867,1.0046583271735392,False,2026-03-26
XPEG,XPEV,1.988039,47,ols,0.11317,-0.0767699999999999,0.18994,5000,0.18994,False,False,False,True,False,False,False,False,True,False,False,False,1.083111,0.453929,0.690789,0.468662,0.465914,0.263989,0.275974,0.49700975,0.5964117,0.5,0.5964117,0.263989,net_decay_annual,0.18994,ETF_LS,3119.2438961023563,-1569.0053847547035,3119.2438961023563,-1569.0053847547035,3119.2438961023563,0.0,-0.0,3119.2438961023563,core_leveraged,0.5,1.0,4688.24928085706,1.0,0.0,,False,0.0,0.0,4666.511145183828,3104.7808112812827,-1561.7303339025457,3104.7808112812827,-1561.7303339025457,haircut,haircut,-21.738135673232136,1.004658327173539,False,2026-03-26
RKTL,RKT,1.956516,49,ols,0.0459659999999999,-0.009566,0.0555319999999999,3000,0.0555319999999999,False,False,False,True,False,False,False,False,True,False,False,False,1.266508,0.807664,0.56791,0.30179,0.400154,0.752132,0.344622,0.489129,0.5869548,0.5,0.5869548,0.752132,net_decay_annual,0.0555319999999999,ETF_LS,26866.40998267625,-13731.760937644389,26866.40998267625,-13731.760937644389,26866.40998267625,0.0,-0.0,26866.40998267625,core_leveraged,0.5,1.0,40598.17092032064,1.0,0.0,,False,0.0,0.0,40409.9282534568,26741.837753200143,-13668.09050025665,26741.837753200143,-13668.09050025665,haircut,haircut,-188.2426668638436,1.0046583271735392,False,2026-03-26
EOSU,EOSE,1.976651,48,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,2.554788,4.40674,1.126662,1.225256,1.831253,4.40674,1.831253,0.49416275,1.0,0.5,1.0,4.40674,net_decay_annual,,ETF_LS,243481.30017929545,-123178.69982070453,243481.30017929545,-123178.69982070453,243481.30017929545,0.0,-0.0,243481.30017929545,core_leveraged,0.5,1.0,366660.0,1.0,0.0,,False,0.0,0.0,366660.0,243481.30017929545,-123178.69982070453,243481.30017929545,-123178.69982070453,pair_cap,pair_cap,0.0,1.0,False,2026-03-26
COPZ,COPX,2.059212,25,ols_short_history,0.058369,-0.021969,0.0803379999999999,5000,0.0803379999999999,False,False,False,True,False,False,False,False,True,False,False,False,1.099384,0.432365,0.378859,0.156534,0.183898,0.352027,0.10356,0.514803,0.6177636,0.514803,0.6177636,0.352027,net_decay_annual,0.0803379999999999,ETF_LS,6492.914731118484,-3153.106494677811,6492.914731118484,-3153.106494677811,6492.914731118484,0.0,-0.0,6492.914731118484,core_leveraged,0.5,1.0,9646.021225796296,1.0,0.0,,False,0.0,0.0,9601.295251226336,6462.808853021067,-3138.4863982052684,6462.808853021067,-3138.4863982052684,haircut,haircut,-44.72597456995936,1.004658327173539,False,2026-03-26
FCXG,FCX,2.054292,24,ols_short_history,0.040734,-0.004334,0.045068,15000,0.045068,False,False,False,True,False,False,False,False,True,False,False,False,1.02527,0.297616,0.4406,0.210224,0.218547,0.252548,0.173479,0.513573,0.6162875999999999,0.513573,0.6162875999999999,0.252548,net_decay_annual,0.045068,ETF_LS,3719.0709101404896,-1810.390592058232,3719.0709101404896,-1810.390592058232,3719.0709101404896,0.0,-0.0,3719.0709101404896,core_leveraged,0.5,1.0,5529.461502198722,1.0,0.0,,False,0.0,0.0,5503.822894451154,3701.826590741111,-1801.9963037100429,3701.826590741111,-1801.9963037100429,haircut,haircut,-25.63860774756813,1.004658327173539,False,2026-03-26
GLWG,GLW,1.981473,11,ols_short_history,0.183092,-0.146692,0.3297839999999999,15000,0.3297839999999999,False,False,False,False,True,False,False,True,False,True,False,False,1.2346,,0.38944,0.147475,0.147475,,-0.1823089999999999,0.49536825,0.5944419,0.5,0.5944419,0.147475,net_decay_annual,0.3297839999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-26
BITX,IBIT,2.004391,500,ols,0.0506719999999999,-0.014272,0.064944,1200000,0.064944,False,False,False,True,False,False,False,False,True,False,False,False,1.003497,0.44562,0.500403,0.252055,0.44562,0.380676,0.380676,0.50109775,0.6013172999999999,0.50109775,0.6013172999999999,0.380676,net_decay_annual,0.064944,ETF_LS,7733.0127768926495,-3858.036070254082,7733.0127768926495,-3858.036070254082,24599.590384485884,0.0,-0.0,24599.590384485884,core_leveraged,0.5,1.0,11591.04884714673,1.0,0.0,,False,0.0,0.0,11537.304308974844,7697.156901738287,-3840.147407236556,7697.156901738287,-3840.147407236556,haircut,haircut,-53.74453817188805,1.0046583271735392,False,2026-03-26
ETHU,ETHA,2.000953,419,ols,0.020357,0.016043,0.0043139999999999,1100000,0.0043139999999999,False,False,False,True,False,False,False,False,True,False,False,False,1.478368,0.789495,0.751389,0.565393,0.789495,0.7851809999999999,0.7851809999999999,0.50023825,0.6002858999999999,0.50023825,0.6002858999999999,0.7851809999999999,net_decay_annual,0.0043139999999999,ETF_LS,29577.84292827324,-14781.877899317597,29577.84292827324,-14781.877899317597,75068.6839350463,0.0,-0.0,75068.6839350463,core_leveraged,0.5,1.0,44359.720827590834,1.0,0.0,,False,0.0,0.0,44154.0368777816,29440.698522338647,-14713.338355442957,29440.698522338647,-14713.338355442957,haircut,haircut,-205.6839498092304,1.0046583271735394,False,2026-03-26
XXRP,XRPZ,2.020056,82,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,1.553827,0.992773,0.840975,0.728658,0.8146,0.992773,0.8146,0.505014,1.0,0.505014,1.0,0.992773,net_decay_annual,,ETF_LS,44522.26848101917,-22040.11595768591,44522.26848101917,-22040.11595768591,153949.9642785951,0.0,-0.0,153949.9642785951,core_leveraged,0.5,1.0,66562.38443870508,1.0,0.0,,False,0.0,0.0,66253.75278177281,44315.83084198997,-21937.92193978285,44315.83084198997,-21937.92193978285,haircut,haircut,-308.6316569322662,1.004658327173539,False,2026-03-26
ADBG,ADBE,1.991419,253,ols,0.069707,-0.033307,0.103014,200000,0.103014,False,False,False,True,False,False,False,False,True,False,False,False,0.617305,0.232057,0.331403,0.108418,0.232057,0.129043,0.129043,0.49785475,0.5974257,0.5,0.5974257,0.129043,net_decay_annual,0.103014,ETF_LS,853.6418983311904,-428.6601153906789,853.6418983311904,-428.6601153906789,853.6418983311904,0.0,-0.0,853.6418983311904,core_leveraged,0.5,1.0,1282.3020137218691,1.0,0.0,,False,0.0,0.0,1276.3563283543776,849.6837932282795,-426.6725351260983,849.6837932282795,-426.6725351260983,haircut,haircut,-5.945685367491706,1.004658327173539,False,2026-03-26
AMDG,AMD,2.003196,292,ols,0.037716,-0.001316,0.039032,20000,0.039032,False,False,False,True,False,False,False,False,True,False,False,False,1.244266,0.484161,0.557492,0.312289,0.484161,0.445129,0.445129,0.500799,0.6009588,0.500799,0.6009588,0.445129,net_decay_annual,0.039032,ETF_LS,10558.818077162803,-5270.98600294869,10558.818077162803,-5270.98600294869,26325.56591686696,0.0,-0.0,26325.56591686696,core_leveraged,0.5,1.0,15829.804080111491,1.0,0.0,,False,0.0,0.0,15756.40558780452,10509.859712075957,-5246.545875728564,10509.859712075957,-5246.545875728564,haircut,haircut,-73.39849230697291,1.004658327173539,False,2026-03-26
ARMG,ARM,1.996121,299,ols,0.14943,-0.11303,0.26246,150000,0.26246,False,False,False,True,False,False,False,False,True,False,False,False,1.214641,0.468712,0.633819,0.399392,0.468712,0.206252,0.206252,0.49903025,0.5988363,0.5,0.5988363,0.206252,net_decay_annual,0.26246,ETF_LS,1463.6109798297814,-733.2275848156407,1463.6109798297814,-733.2275848156407,21581.67608233533,0.0,-0.0,21581.67608233533,core_leveraged,0.5,1.0,2196.838564645422,1.0,0.0,,False,0.0,0.0,2186.6524222477806,1456.8246141426405,-729.8278081051402,1456.8246141426405,-729.8278081051402,haircut,haircut,-10.18614239764156,1.004658327173539,False,2026-03-26
ASMG,ASML,1.984763,299,ols,0.0784349999999999,-0.042035,0.12047,40000,0.12047,False,False,False,True,False,False,False,False,True,False,False,False,0.813143,0.279943,0.433834,0.183932,0.279943,0.159473,0.159473,0.49619075,0.5954289,0.5,0.5954289,0.159473,net_decay_annual,0.12047,ETF_LS,1267.374273862098,-638.5519449234483,1267.374273862098,-638.5519449234483,3833.539820757683,0.0,-0.0,3833.539820757683,core_leveraged,0.5,1.0,1905.9262187855463,1.0,0.0,,False,0.0,0.0,1897.0889577430708,1261.4978043606848,-635.5911533823861,1261.4978043606848,-635.5911533823861,haircut,haircut,-8.837261042475575,1.0046583271735392,False,2026-03-26
