ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,keep_open,_plan_date
NUGT,GDX,1.979741,500,ols,0.024523,0.011877,0.012646,250000,0.012646,False,False,False,True,False,False,False,False,True,False,False,False,0.767554,0.213313,0.38736,0.145519,0.213313,0.200667,0.200667,0.49493525,0.5939223,0.5,0.5939223,0.200667,net_decay_annual,0.012646,ETF_LS,2660.732227081366,-1343.979958530619,2660.732227081366,-1343.979958530619,19487.732758249786,0.0,-0.0,19487.732758249786,core_leveraged,0.5,1.0,4004.712185611985,1.0,0.0,,False,0.0,0.0,3986.143425375933,2648.395136052822,-1337.7482893231097,2648.395136052822,-1337.7482893231097,haircut,haircut,-18.56876023605264,1.004658327173539,False,2026-03-26
JNUG,GDXJ,1.973988,500,ols,0.045084,-0.0086839999999999,0.0537679999999999,95000,0.0537679999999999,False,False,False,True,False,False,False,False,True,False,False,False,0.853507,0.246296,0.431303,0.178827,0.246296,0.1925279999999999,0.1925279999999999,0.493497,0.5921964,0.5,0.5921964,0.1925279999999999,net_decay_annual,0.0537679999999999,ETF_LS,2244.495719185629,-1137.0361517829028,2244.495719185629,-1137.0361517829028,2244.495719185629,0.0,-0.0,2244.495719185629,core_leveraged,0.5,1.0,3381.531870968532,1.0,0.0,,False,0.0,0.0,3365.852628208421,2234.088603535685,-1131.764024672736,2234.088603535685,-1131.764024672736,haircut,haircut,-15.679242760111263,1.0046583271735392,False,2026-03-26
GUSH,XOP,2.009411,500,ols,0.037483,-0.001083,0.038566,250000,0.038566,False,False,False,True,False,False,False,False,True,False,False,False,0.580806,0.145047,0.288811,0.084593,0.145047,0.106481,0.106481,0.50235275,0.6028233,0.50235275,0.6028233,0.106481,net_decay_annual,0.038566,ETF_LS,759.6991397939883,-378.07055888217405,759.6991397939883,-378.07055888217405,759.6991397939883,0.0,-0.0,759.6991397939883,core_leveraged,0.5,1.0,1137.7696986761623,1.0,0.0,,False,0.0,0.0,1132.4941703087388,756.1766216891788,-376.31754861956006,756.1766216891788,-376.31754861956006,haircut,haircut,-5.275528367423476,1.0046583271735388,False,2026-03-26
URAA,URA,1.933227,437,ols,0.031187,0.005213,0.025974,30000,0.025974,False,False,False,True,False,False,False,False,True,False,False,False,0.877678,0.379056,0.436407,0.1718,0.379056,0.353082,0.353082,0.48330675,0.5799681,0.5,0.5799681,0.353082,net_decay_annual,0.025974,ETF_LS,7188.922496081141,-3718.612711327299,7188.922496081141,-3718.612711327299,7188.922496081141,0.0,-0.0,7188.922496081141,core_leveraged,0.5,1.0,10907.53520740844,1.0,0.0,,False,0.0,0.0,10856.959935916935,7155.589419445849,-3701.370516471086,7155.589419445849,-3701.370516471086,haircut,haircut,-50.57527149150519,1.004658327173539,False,2026-03-26
NVDX,NVDA,1.997467,500,ols,0.103986,-0.067586,0.171572,90000,0.171572,False,False,False,True,False,False,False,False,True,False,False,False,0.984951,0.408404,0.49257,0.241704,0.408404,0.236832,0.236832,0.49936675,0.5992401,0.5,0.5992401,0.236832,net_decay_annual,0.171572,ETF_LS,2567.695448596229,-1285.47577937269,2567.695448596229,-1285.47577937269,20158.90404954886,0.0,-0.0,20158.90404954886,core_leveraged,0.5,1.0,3853.171227968919,1.0,0.0,,False,0.0,0.0,3835.305121900755,2555.7897437829124,-1279.5153781178424,2555.7897437829124,-1279.5153781178424,haircut,haircut,-17.8661060681643,1.0046583271735392,False,2026-03-26
TSLT,TSLA,1.992682,500,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,1.245444,0.533438,0.624777,0.386072,0.533438,0.533438,0.533438,0.4981705,1.0,0.5,1.0,0.533438,net_decay_annual,,ETF_LS,15099.405306330127,-7577.428463914527,15099.405306330127,-7577.428463914527,44039.59311483126,0.0,-0.0,44039.59311483126,core_leveraged,0.5,1.0,22676.83377024465,1.0,0.0,,False,0.0,0.0,22571.68746517301,15029.393474306951,-7542.293990866055,15029.393474306951,-7542.293990866055,haircut,haircut,-105.14630507164476,1.004658327173539,False,2026-03-26
BTCL,IBIT,2.006218,428,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,1.004346,0.430862,0.500403,0.252744,0.430862,0.430862,0.430862,0.5015545,1.0,0.5015545,1.0,0.430862,net_decay_annual,,ETF_LS,10361.673425429144,-5164.779413517945,10361.673425429144,-5164.779413517945,24599.590384485884,0.0,-0.0,24599.590384485884,core_leveraged,0.5,1.0,15526.452838947089,1.0,0.0,,False,0.0,0.0,15454.460903766674,10313.62916642538,-5140.831737341296,10313.62916642538,-5140.831737341296,haircut,haircut,-71.99193518041466,1.0046583271735392,False,2026-03-26
ETU,ETHA,1.98934,353,ols,0.036193,0.000207,0.035986,55000,0.035986,False,False,False,True,False,False,False,False,True,False,False,False,1.521936,0.749472,0.751389,0.55559,0.749472,0.7134860000000001,0.7134860000000001,0.497335,0.596802,0.5,0.596802,0.7134860000000001,net_decay_annual,0.035986,ETF_LS,24583.64982128903,-12357.69140583763,24583.64982128903,-12357.69140583763,75068.6839350463,0.0,-0.0,75068.6839350463,core_leveraged,0.5,1.0,36941.34122712666,1.0,0.0,,False,0.0,0.0,36770.05428408261,24469.662129264954,-12300.392154817657,24469.662129264954,-12300.392154817657,haircut,haircut,-171.2869430440478,1.004658327173539,False,2026-03-26
CCUP,CRCL,1.982577,156,ols,0.216868,-0.180468,0.397336,150000,0.397336,False,False,False,False,True,False,False,True,False,True,False,False,1.95643,1.019552,1.197952,1.397801,1.163647,0.622216,0.7663110000000001,0.49564425,0.5947730999999999,0.5,0.5947730999999999,0.622216,net_decay_annual,0.397336,ETF_LS,0.0,0.0,0.0,0.0,34379.358275259896,0.0,-0.0,34379.358275259896,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-26
CRWU,CRWV,1.988827,166,ols,0.192328,-0.155928,0.348256,80000,0.348256,False,False,False,False,True,False,False,True,False,True,False,False,1.944269,1.112167,1.187545,1.386716,1.205862,0.7639109999999999,0.857606,0.49720675,0.5966480999999999,0.5,0.5966480999999999,0.7639109999999999,net_decay_annual,0.348256,ETF_LS,0.0,0.0,0.0,0.0,67909.6966637402,0.0,-0.0,67909.6966637402,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-26
GOOX,GOOGL,1.98087,500,ols,0.012362,0.024038,0.0,35000,0.0,False,False,False,True,False,False,False,False,True,False,False,False,0.591728,0.200883,0.297187,0.085802,0.200883,0.200883,0.200883,0.4952175,0.5942609999999999,0.5,0.5942609999999999,0.200883,net_decay_annual,0.0,ETF_LS,2740.220649689424,-1383.3419909885174,2740.220649689424,-1383.3419909885174,3878.938763786375,0.0,-0.0,3878.938763786375,core_leveraged,0.5,1.0,4123.562640677941,1.0,0.0,,False,0.0,0.0,4104.4428032353935,2727.5149924837024,-1376.9278107516914,2727.5149924837024,-1376.9278107516914,haircut,haircut,-19.119837442547578,1.004658327173539,False,2026-03-26
NFLU,NFLX,1.991848,372,ols,0.041845,-0.005445,0.04729,15000,0.04729,False,False,False,True,False,False,False,False,True,False,False,False,0.693146,0.232423,0.330052,0.107606,0.232423,0.185133,0.185133,0.497962,0.5975544,0.5,0.5975544,0.185133,net_decay_annual,0.04729,ETF_LS,2111.4561042011183,-1060.048811054417,2111.4561042011183,-1060.048811054417,5657.097634479665,0.0,-0.0,5657.097634479665,core_leveraged,0.5,1.0,3171.504915255536,1.0,0.0,,False,0.0,0.0,3156.79951031522,2101.665857029618,-1055.1336532856012,2101.665857029618,-1055.1336532856012,haircut,haircut,-14.705404940316384,1.0046583271735392,False,2026-03-26
ROBN,HOOD,2.011808,287,ols,0.103519,-0.067119,0.170638,40000,0.170638,False,False,False,True,False,False,False,False,True,False,False,False,1.523461,0.749555,0.704241,0.504774,0.749555,0.5789169999999999,0.5789169999999999,0.502952,0.6035423999999999,0.502952,0.6035423999999999,0.5789169999999999,net_decay_annual,0.170638,ETF_LS,15178.776505075652,-7544.843496534288,15178.776505075652,-7544.843496534288,35772.74246643498,0.0,-0.0,35772.74246643498,core_leveraged,0.5,1.0,22723.620001609943,1.0,0.0,,False,0.0,0.0,22618.256761519675,15108.396650410445,-7509.860111109233,15108.396650410445,-7509.860111109233,haircut,haircut,-105.36324009026794,1.004658327173539,False,2026-03-26
ARMU,ARM,1.96826,264,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,1.132365,0.626658,0.633819,0.382803,0.626658,0.626658,0.626658,0.492065,1.0,0.5,1.0,0.626658,net_decay_annual,,ETF_LS,20118.065102505552,-10221.243688590712,20118.065102505552,-10221.243688590712,21581.67608233533,0.0,-0.0,21581.67608233533,core_leveraged,0.5,1.0,30339.308791096264,1.0,0.0,,False,0.0,0.0,30198.633675243123,20024.783111194447,-10173.850564048676,20024.783111194447,-10173.850564048676,haircut,haircut,-140.6751158531406,1.0046583271735392,False,2026-03-26
RBLU,RBLX,2.018356,266,ols,0.071299,-0.034899,0.106198,300,0.106198,False,False,False,True,False,False,False,False,True,False,True,False,1.116898,0.495706,0.520526,0.278453,0.495706,0.3895079999999999,0.3895079999999999,0.504589,0.6055067999999999,0.504589,0.6055067999999999,0.3895079999999999,net_decay_annual,0.106198,ETF_LS,7655.837097329792,-3793.1054270553823,7655.837097329792,-3793.1054270553823,7655.837097329792,0.0,-0.0,7655.837097329792,core_leveraged,0.5,1.0,11448.942524385177,1.0,0.0,,False,0.0,0.0,11395.856894547544,7620.339064792689,-3775.517829754855,7620.339064792689,-3775.517829754855,haircut,haircut,-53.08562983763113,1.004658327173539,False,2026-03-26
SNOU,SNOW,2.015581,230,ols,0.009696,0.026704,0.0,1000,0.0,False,False,False,True,False,False,False,False,True,False,False,False,0.992412,0.358857,0.521581,0.278438,0.351836,0.358857,0.351836,0.50389525,0.6046743,0.50389525,0.6046743,0.358857,net_decay_annual,0.0,ETF_LS,7509.405510817807,-3725.6778620248,7509.405510817807,-3725.6778620248,7509.405510817807,0.0,-0.0,7509.405510817807,core_leveraged,0.5,1.0,11235.083372842608,1.0,0.0,,False,0.0,0.0,11182.989349673622,7474.586441685535,-3708.402907988086,7474.586441685535,-3708.402907988086,haircut,haircut,-52.09402316898559,1.0046583271735394,False,2026-03-26
BULU,BULL,1.928535,160,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,1.133392,0.834042,0.571269,0.292198,0.636226,0.834042,0.636226,0.48213375,1.0,0.5,1.0,0.834042,net_decay_annual,,ETF_LS,33457.94992901588,-17348.89433119745,33457.94992901588,-17348.89433119745,50771.96840879151,0.0,-0.0,50771.96840879151,core_leveraged,0.5,1.0,50806.84426021333,1.0,0.0,,False,0.0,0.0,50571.26675409243,33302.81452316727,-17268.452230925166,33302.81452316727,-17268.452230925166,haircut,haircut,-235.5775061208988,1.0046583271735394,False,2026-03-26
GLXU,GLXY,2.011473,157,ols,0.090759,-0.054359,0.145118,95000,0.145118,False,False,False,True,False,False,False,False,True,False,False,False,1.833435,1.060146,0.891896,0.809221,0.965551,0.915028,0.820433,0.50286825,0.6034419,0.50286825,0.6034419,0.915028,net_decay_annual,0.145118,ETF_LS,36026.87767390613,-17910.694140018844,36026.87767390613,-17910.694140018844,36026.87767390613,0.0,-0.0,36026.87767390613,core_leveraged,0.5,1.0,53937.57181392498,1.0,0.0,,False,0.0,0.0,53687.47797638877,35859.83084942174,-17827.647126967022,35859.83084942174,-17827.647126967022,haircut,haircut,-250.0938375362093,1.0046583271735394,False,2026-03-26
AFRU,AFRM,1.950376,131,ols,0.174338,-0.137938,0.312276,7000,0.312276,False,False,False,False,True,False,False,True,False,True,False,False,1.202124,0.648495,0.754008,0.526909,0.590114,0.336219,0.277838,0.487594,0.5851128,0.5,0.5851128,0.336219,net_decay_annual,0.312276,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-26
KTUP,KTOS,2.027284,131,ols,0.16987,-0.13347,0.30334,6000,0.30334,False,False,False,False,True,False,False,True,False,True,False,False,1.524593,0.769798,0.55459,0.320272,0.553954,0.466458,0.2506139999999999,0.506821,0.6081852,0.506821,0.6081852,0.466458,net_decay_annual,0.30334,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-26
TTDU,TTD,1.996139,130,ols,0.21448,-0.17808,0.39256,35000,0.39256,False,False,False,False,True,False,False,True,False,True,False,False,1.015502,0.514677,0.619763,0.381884,0.450388,0.122117,0.0578279999999999,0.49903475,0.5988417,0.5,0.5988417,0.122117,net_decay_annual,0.39256,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-26
SBTU,SBET,2.028747,106,ols,0.040778,-0.004378,0.045156,25000,0.045156,False,False,False,True,False,False,False,False,True,False,False,False,1.733654,0.853019,0.854544,0.762036,0.800307,0.807863,0.755151,0.50718675,0.6086241,0.50718675,0.6086241,0.807863,net_decay_annual,0.045156,ETF_LS,30231.08264929456,-14901.356674486544,30231.08264929456,-14901.356674486544,30231.08264929456,0.0,-0.0,30231.08264929456,core_leveraged,0.5,1.0,45132.4393237811,1.0,0.0,,False,0.0,0.0,44923.17248865561,30090.90934859947,-14832.263140056137,30090.90934859947,-14832.263140056137,haircut,haircut,-209.26683512549064,1.0046583271735392,False,2026-03-26
SOLX,GSOL,1.981946,76,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,1.576373,0.788993,1.124775,1.231064,1.097741,0.788993,1.097741,0.4954865,1.0,0.5,1.0,0.788993,net_decay_annual,,ETF_LS,30020.31156138696,-15146.88672717973,30020.31156138696,-15146.88672717973,30020.31156138696,0.0,-0.0,30020.31156138696,core_leveraged,0.5,1.0,45167.19828856669,1.0,0.0,,False,0.0,0.0,44957.77028558363,29881.11554885009,-15076.65473673354,29881.11554885009,-15076.65473673354,haircut,haircut,-209.4280029830552,1.004658327173539,False,2026-03-26
XRPK,XRPZ,1.959897,76,ols,0.1030219999999999,-0.066622,0.169644,400,0.169644,False,False,False,True,False,False,False,False,True,False,True,False,1.666269,1.07577,0.840975,0.665264,0.789067,0.906126,0.619423,0.48997425,0.5879691,0.5,0.5879691,0.906126,net_decay_annual,0.169644,ETF_LS,35334.099251511616,-18028.549077585,35334.099251511616,-18028.549077585,153949.9642785951,0.0,-0.0,153949.9642785951,core_leveraged,0.5,1.0,53362.64832909662,1.0,0.0,,False,0.0,0.0,53115.22025525306,35170.26465198272,-17944.955603270333,35170.26465198272,-17944.955603270333,haircut,haircut,-247.42807384356277,1.0046583271735392,False,2026-03-26
XRPT,XRPZ,2.017424,82,ols,0.069776,-0.033376,0.103152,5000,0.103152,False,False,False,True,False,False,False,False,True,False,False,False,1.605792,0.938246,0.840975,0.725831,0.79495,0.835094,0.691798,0.504356,0.6052272,0.504356,0.6052272,0.835094,net_decay_annual,0.103152,ETF_LS,31154.75127172483,-15442.837634391592,31154.75127172483,-15442.837634391592,153949.9642785951,0.0,-0.0,153949.9642785951,core_leveraged,0.5,1.0,46597.58890611643,1.0,0.0,,False,0.0,0.0,46381.528571222814,31010.295171069964,-15371.233400152849,31010.295171069964,-15371.233400152849,haircut,haircut,-216.0603348936129,1.0046583271735392,False,2026-03-26
GMEU,GME,1.967426,230,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,0.890303,0.607296,0.445395,0.188789,0.57076,0.607296,0.57076,0.4918565,1.0,0.5,1.0,0.607296,net_decay_annual,,ETF_LS,19046.248341458475,-9680.795283511794,19046.248341458475,-9680.795283511794,19046.248341458475,0.0,-0.0,19046.248341458475,core_leveraged,0.5,1.0,28727.043624970265,1.0,0.0,,False,0.0,0.0,28593.84414379926,18957.93607269681,-9635.90807110245,18957.93607269681,-9635.90807110245,haircut,haircut,-133.19948117100648,1.0046583271735392,False,2026-03-26
APPX,APP,1.984975,229,ols,0.049193,-0.012793,0.061986,200000,0.061986,False,False,False,True,False,False,False,False,True,False,False,False,1.407599,0.646672,0.8157,0.650446,0.647016,0.584686,0.58503,0.49624375,0.5954925,0.5,0.5954925,0.584686,net_decay_annual,0.061986,ETF_LS,16941.88013318758,-8535.059702609646,16941.88013318758,-8535.059702609646,16941.88013318758,0.0,-0.0,16941.88013318758,core_leveraged,0.5,1.0,25476.939835797224,1.0,0.0,,False,0.0,0.0,25358.810201148583,16863.325246953464,-8495.484954195123,16863.325246953464,-8495.484954195123,haircut,haircut,-118.12963464863788,1.0046583271735394,False,2026-03-26
ARCX,ACHR,1.986784,198,ols,0.142876,-0.106476,0.249352,10000,0.249352,False,False,False,True,False,False,False,False,True,False,False,False,1.454173,0.697316,0.87085,0.743412,0.707194,0.447964,0.4578419999999999,0.496696,0.5960352,0.5,0.5960352,0.447964,net_decay_annual,0.249352,ETF_LS,8568.186049485323,-4312.5906235833,8568.186049485323,-4312.5906235833,8568.186049485323,0.0,-0.0,8568.186049485323,core_leveraged,0.5,1.0,12880.776673068622,1.0,0.0,,False,0.0,0.0,12821.05201805954,8528.457703218044,-4292.594314841494,8528.457703218044,-4292.594314841494,haircut,haircut,-59.7246550090822,1.004658327173539,False,2026-03-26
ASTX,ASTS,1.989364,177,ols,0.095105,-0.058705,0.15381,85000,0.15381,False,False,False,True,False,False,False,False,True,False,False,False,2.047259,1.184549,1.294183,1.648283,1.322565,1.030739,1.168755,0.497341,0.5968091999999999,0.5,0.5968091999999999,1.030739,net_decay_annual,0.15381,ETF_LS,44769.13064971074,-22504.242888536613,44769.13064971074,-22504.242888536613,44769.13064971074,0.0,-0.0,44769.13064971074,core_leveraged,0.5,1.0,67273.37353824735,1.0,0.0,,False,0.0,0.0,66961.44521840698,44561.54837800648,-22399.89684040049,44561.54837800648,-22399.89684040049,haircut,haircut,-311.92831984037184,1.0046583271735394,False,2026-03-26
BEX,BE,1.975866,89,ols,0.113774,-0.077374,0.1911479999999999,20000,0.1911479999999999,False,False,False,True,False,False,False,False,True,False,False,False,2.090065,1.146783,0.984023,0.93353,1.008846,0.955635,0.8176979999999999,0.4939665,0.5927598,0.5,0.5927598,0.955635,net_decay_annual,0.1911479999999999,ETF_LS,38424.92249415752,-19447.1297619158,38424.92249415752,-19447.1297619158,38424.92249415752,0.0,-0.0,38424.92249415752,core_leveraged,0.5,1.0,57872.05225607332,1.0,0.0,,False,0.0,0.0,57603.71530377693,38246.75658864092,-19356.958715136007,38246.75658864092,-19356.958715136007,haircut,haircut,-268.3369522963985,1.0046583271735392,False,2026-03-26
CEGX,CEG,1.980879,177,ols,0.098389,-0.061989,0.160378,10000,0.160378,False,False,False,True,False,False,False,False,True,False,False,False,0.931563,0.314246,0.582575,0.329721,0.318852,0.153868,0.158474,0.49521975,0.5942637,0.5,0.5942637,0.153868,net_decay_annual,0.160378,ETF_LS,1013.2254724092746,-511.5029602561664,1013.2254724092746,-511.5029602561664,1013.2254724092746,0.0,-0.0,1013.2254724092746,core_leveraged,0.5,1.0,1524.7284326654412,1.0,0.0,,False,0.0,0.0,1517.6586819869835,1008.5274217154382,-509.1312602715452,1008.5274217154382,-509.1312602715452,haircut,haircut,-7.0697506784576944,1.0046583271735392,False,2026-03-26
CLSX,CLSK,1.998749,131,ols,0.149637,-0.113237,0.262874,3000,0.262874,False,False,False,True,False,False,False,False,True,False,False,False,2.055736,1.259531,0.95525,0.910791,1.09208,0.996657,0.8292059999999999,0.49968725,0.5996247,0.5,0.5996247,0.996657,net_decay_annual,0.262874,ETF_LS,39959.97301795351,-19992.49181260554,39959.97301795351,-19992.49181260554,39959.97301795351,-60171.04165836731,39959.97301795351,-20211.0686404138,core_leveraged,0.5,1.0,59952.46483055905,1.0,0.0,,False,0.0,0.0,59674.481571487726,39774.68950103177,-19899.792070455955,39774.68950103177,-19899.792070455955,haircut,haircut,-277.9832590713268,1.0046583271735392,False,2026-03-26
COZX,CORZ,2.042682,95,ols,0.034453,0.001947,0.032506,20000,0.032506,False,False,False,True,False,False,False,False,True,False,False,False,1.416429,0.694865,0.856636,0.781475,0.748824,0.6623589999999999,0.716318,0.5106705,0.6128046,0.5106705,0.6128046,0.6623589999999999,net_decay_annual,0.032506,ETF_LS,21359.38915123997,-10456.541522978108,21359.38915123997,-10456.541522978108,21359.38915123997,0.0,-0.0,21359.38915123997,core_leveraged,0.5,1.0,31815.93067421808,1.0,0.0,,False,0.0,0.0,31668.40886466108,21260.35147822993,-10408.05738643114,21260.35147822993,-10408.05738643114,haircut,haircut,-147.5218095570017,1.0046583271735392,False,2026-03-26
CRDU,CRDO,1.988022,131,ols,0.09748,-0.0610799999999999,0.1585599999999999,70000,0.1585599999999999,False,False,False,True,False,False,False,False,True,False,False,False,1.721706,0.982664,0.903468,0.801647,0.895747,0.824104,0.737187,0.4970055,0.5964066,0.5,0.5964066,0.824104,net_decay_annual,0.1585599999999999,ETF_LS,29681.667112341,-14930.25082838168,29681.667112341,-14930.25082838168,29681.667112341,0.0,-0.0,29681.667112341,core_leveraged,0.5,1.0,44611.91794072268,1.0,0.0,,False,0.0,0.0,44405.06462155333,29544.04130192806,-14861.023319625268,29544.04130192806,-14861.023319625268,haircut,haircut,-206.8533191693496,1.0046583271735392,False,2026-03-26
CSEX,CLS,1.998881,89,ols,0.052487,-0.016087,0.068574,25000,0.068574,False,False,False,True,False,False,False,False,True,False,False,False,1.482618,0.595845,0.701953,0.491911,0.528618,0.5272709999999999,0.460044,0.49972025,0.5996642999999999,0.5,0.5996642999999999,0.5272709999999999,net_decay_annual,0.068574,ETF_LS,13945.667079010937,-6976.737023870322,13945.667079010937,-6976.737023870322,13945.667079010937,0.0,-0.0,13945.667079010937,core_leveraged,0.5,1.0,20922.404102881257,1.0,0.0,,False,0.0,0.0,20825.39261058376,13881.004817075524,-6944.38779350823,13881.004817075524,-6944.38779350823,haircut,haircut,-97.0114922975008,1.004658327173539,False,2026-03-26
CWVX,CRWV,1.989495,177,ols,0.055606,-0.019206,0.074812,30000,0.074812,False,False,False,True,False,False,False,False,True,False,False,False,1.922183,0.929368,1.187545,1.388119,1.065901,0.854556,0.991089,0.49737375,0.5968485,0.5,0.5968485,0.854556,net_decay_annual,0.074812,ETF_LS,33157.304599310446,-16666.191470353253,33157.304599310446,-16666.191470353253,67909.6966637402,0.0,-0.0,67909.6966637402,core_leveraged,0.5,1.0,49823.4960696637,1.0,0.0,,False,0.0,0.0,49592.4780814139,33003.56320401357,-16588.91487740033,33003.56320401357,-16588.91487740033,haircut,haircut,-231.01798824979775,1.0046583271735392,False,2026-03-26
DOGD,DDOG,2.014503,155,ols,0.12736,-0.09096,0.21832,8000,0.21832,False,False,False,True,False,False,False,False,True,False,False,False,1.184646,0.4074,0.479069,0.234524,0.340856,0.1890799999999999,0.1225359999999999,0.50362575,0.6043508999999999,0.50362575,0.6043508999999999,0.1890799999999999,net_decay_annual,0.21832,ETF_LS,1348.510273490517,-669.4009755709061,1348.510273490517,-669.4009755709061,1348.510273490517,0.0,-0.0,1348.510273490517,core_leveraged,0.5,1.0,2017.911249061423,1.0,0.0,,False,0.0,0.0,2008.5547439182876,1342.2575984457876,-666.2971454725,1342.2575984457876,-666.2971454725,haircut,haircut,-9.356505143135564,1.0046583271735392,False,2026-03-26
ENPX,ENPH,2.017955,131,ols,0.1842089999999999,-0.147809,0.332018,2000,0.332018,False,False,False,False,True,False,False,True,False,True,False,False,1.629848,0.735569,0.725963,0.541301,0.64229,0.403551,0.310272,0.50448875,0.6053865,0.50448875,0.6053865,0.403551,net_decay_annual,0.332018,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-26
FLYT,FLY,1.979862,104,ols,0.174737,-0.138337,0.313074,10000,0.313074,False,False,False,False,True,False,False,True,False,True,False,False,2.278857,1.43073,1.072707,1.116174,1.245991,1.117656,0.932917,0.4949655,0.5939586,0.5,0.5939586,1.117656,net_decay_annual,0.313074,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,True,2026-03-26
GEVX,GEV,1.992772,177,ols,0.030886,0.005514,0.025372,25000,0.025372,False,False,False,True,False,False,False,False,True,False,False,False,0.994732,0.311157,0.528601,0.276397,0.300812,0.285785,0.27544,0.498193,0.5978316,0.5,0.5978316,0.285785,net_decay_annual,0.025372,ETF_LS,4870.406556099468,-2444.036024241342,4870.406556099468,-2444.036024241342,4870.406556099468,0.0,-0.0,4870.406556099468,core_leveraged,0.5,1.0,7314.44258034081,1.0,0.0,,False,0.0,0.0,7280.527501244066,4847.823806728056,-2432.7036945160094,4847.823806728056,-2432.7036945160094,haircut,haircut,-33.91507909674419,1.0046583271735392,False,2026-03-26
LABX,ALAB,1.99365,155,ols,0.050176,-0.013776,0.063952,65000,0.063952,False,False,False,True,False,False,False,False,True,False,False,False,1.75491,0.969555,0.901278,0.804581,0.906053,0.905603,0.842101,0.4984125,0.5980949999999999,0.5,0.5980949999999999,0.905603,net_decay_annual,0.063952,ETF_LS,36946.97424916936,-18532.32726364676,36946.97424916936,-18532.32726364676,36946.97424916936,0.0,-0.0,36946.97424916936,core_leveraged,0.5,1.0,55479.30151281612,1.0,0.0,,False,0.0,0.0,55222.05909435808,36775.66118733552,-18446.39790702256,36775.66118733552,-18446.39790702256,haircut,haircut,-257.2424184580377,1.0046583271735392,False,2026-03-26
LRCU,LRCX,2.045638,150,ols,0.073544,-0.0371439999999999,0.110688,25000,0.110688,False,False,False,True,False,False,False,False,True,False,False,False,1.060421,0.429959,0.490309,0.257111,0.359997,0.3192709999999999,0.249309,0.5114095,0.6136913999999999,0.5114095,0.6136913999999999,0.3192709999999999,net_decay_annual,0.110688,ETF_LS,5190.013276546191,-2537.11227330847,5190.013276546191,-2537.11227330847,5190.013276546191,0.0,-0.0,5190.013276546191,core_leveraged,0.5,1.0,7727.125549854662,1.0,0.0,,False,0.0,0.0,7691.296972169446,5165.94859781588,-2525.348374353566,5165.94859781588,-2525.348374353566,haircut,haircut,-35.82857768521535,1.004658327173539,False,2026-03-26
