ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
NUGT,GDX,1.978625,502,ols,0.022877,300000,0.022877,False,False,204.76499938964844,0.022877,1.0,False,True,False,False,False,False,True,False,False,False,0.777071,0.21362,0.392378,0.149059,0.21362,0.190743,0.190743,0.49465625,0.5935875,0.5,0.5935875,0.190743,net_decay_annual,0.022877,ETF_LS,0.0,-0.0,0.0,-0.0,16120.94340653869,0.0,-0.0,16120.94340653869,core_leveraged,0.5,1.0,0.0,0.1143341559049259,2.0,2.0,0.1164329823220844,0.0044585470271525,not_selected,GDXU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,24001.4167894636,15943.532097881543,-8057.884691582055,15943.532097881543,-8057.884691582055,haircut,haircut,24001.4167894636,0.0,normal,False,False,False,24001.4167894636,15943.532097881543,-8057.884691582055,2026-04-01
JNUG,GDXJ,1.975323,502,ols,0.0448369999999999,100000,0.0448369999999999,False,False,216.2449951171875,0.0448369999999999,1.0,False,True,False,False,False,False,True,False,False,False,0.868012,0.248993,0.438374,0.185117,0.248993,0.204156,0.204156,0.49383075,0.5925969,0.5,0.5925969,0.204156,net_decay_annual,0.0448369999999999,ETF_LS,3098.8710257969387,-1568.7920536524605,3098.8710257969387,-1568.7920536524605,3098.8710257969387,0.0,-0.0,3098.8710257969387,core_leveraged,0.5,1.0,4667.663079449399,0.1225274958264238,1.0,1.0,0.025375156293199,0.0009716862473006,primary,JNUG,False,,,1.0,0.0,,False,0.0,0.0,3325.3354997253737,2207.697011492205,-1117.638488233168,2207.697011492205,-1117.638488233168,haircut,haircut,-1342.3275797240258,1.4036668119156348,normal,False,False,False,3325.3354997253737,2207.697011492205,-1117.638488233168,2026-04-01
GUSH,XOP,2.010405,502,ols,0.040018,200000,0.040018,False,False,40.79999923706055,0.040018,1.0,False,True,False,False,False,False,True,False,False,False,0.584386,0.148144,0.290472,0.085695,0.148144,0.108126,0.108126,0.50260125,0.6031215,0.50260125,0.6031215,0.108126,net_decay_annual,0.040018,ETF_LS,1001.5381030925143,-498.1772842250762,1001.5381030925143,-498.1772842250762,1001.5381030925143,0.0,-0.0,1001.5381030925143,core_leveraged,0.5,1.0,1499.7153873175905,0.0640423810451951,1.0,1.0,0.0081530118392753,0.0003122018003265,primary,GUSH,False,,,1.0,0.0,,False,0.0,0.0,1005.0163720044754,671.1688092996316,-333.8475627048438,671.1688092996316,-333.8475627048438,haircut,haircut,-494.6990153131151,1.4922298074870686,normal,False,False,False,1005.0163720044754,671.1688092996316,-333.8475627048438,2026-04-01
URAA,URA,1.931838,442,ols,0.03063,60000,0.03063,False,False,36.30979919433594,0.03063,1.0,False,True,False,False,False,False,True,False,False,False,0.883002,0.378989,0.439521,0.173876,0.378989,0.348359,0.348359,0.4829595,0.5795513999999999,0.5,0.5795513999999999,0.348359,net_decay_annual,0.03063,ETF_LS,8067.375490681216,-4176.010354222879,8067.375490681216,-4176.010354222879,8067.375490681216,0.0,-0.0,8067.375490681216,core_leveraged,0.5,1.0,12243.385844904096,0.2125930226487673,1.0,1.0,0.0665596089701122,0.0025487550072471,primary,URAA,False,,,1.0,0.0,,False,0.0,0.0,9145.870380259405,6026.369787027646,-3119.500593231755,6026.369787027646,-3119.500593231755,haircut,haircut,-3097.5154646446936,1.3386791345010118,normal,False,False,False,9145.870380259405,6026.369787027646,-3119.500593231755,2026-04-01
MSTU,MSTR,1.966011,384,ols,0.250722,2400000,0.250722,False,False,4.085000038146973,0.250722,1.0,False,True,False,False,False,False,True,False,False,False,1.715686,1.084702,0.882356,0.739309,1.084702,0.83398,0.83398,0.49150275,0.5898032999999999,0.5,0.5898032999999999,0.83398,net_decay_annual,0.250722,ETF_LS,36542.20691255812,-18586.97988595085,36542.20691255812,-18586.97988595085,36542.20691255812,0.0,-0.0,36542.20691255812,core_leveraged,0.5,1.0,55129.18679850897,0.5023034698401702,1.0,1.0,0.2997028079186353,0.0114764651443739,primary,,False,,,1.0,0.0,,False,0.0,0.0,37713.719814355,24998.419765112096,-12715.300049242907,24998.419765112096,-12715.300049242907,haircut,haircut,-17415.466984153973,1.4617806747751547,normal,False,False,False,37713.719814355,24998.419765112096,-12715.300049242907,2026-04-01
BTCL,IBIT,2.005985,433,ols,0.046078,20000,0.046078,False,False,15.380000114440918,0.046078,1.0,False,True,False,False,False,False,True,False,False,False,1.003107,0.429997,0.500574,0.252828,0.429997,0.383919,0.383919,0.50149625,0.6017954999999999,0.50149625,0.6017954999999999,0.383919,net_decay_annual,0.046078,ETF_LS,0.0,-0.0,0.0,-0.0,9764.938946341012,0.0,-0.0,9764.938946341012,core_leveraged,0.5,1.0,0.0,0.2277685960316745,3.0,2.0,0.0795655514524691,0.0030467891985351,not_selected,BITX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,30325.88849879606,20237.385562555173,-10088.502936240886,20237.385562555173,-10088.502936240886,haircut,haircut,30325.88849879606,0.0,normal,False,False,False,30325.88849879606,20237.385562555173,-10088.502936240886,2026-04-01
GOOX,GOOGL,1.979433,502,ols,0.018906,100000,0.018906,False,False,59.369998931884766,0.018906,1.0,False,True,False,False,False,False,True,False,False,False,0.598502,0.205189,0.300832,0.087727,0.205189,0.186283,0.186283,0.49485825,0.5938299,0.5,0.5938299,0.186283,net_decay_annual,0.018906,ETF_LS,2634.45806428938,-1330.9155017064886,2634.45806428938,-1330.9155017064886,2634.45806428938,0.0,-0.0,2634.45806428938,core_leveraged,0.5,1.0,3965.373565995869,0.111626579899099,2.0,1.0,0.0215572487314004,0.0008254878070467,primary,GOOX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,4509.934783591275,2996.2458422419395,-1513.6889413493357,2996.2458422419395,-1513.6889413493357,haircut,haircut,544.5612175954066,0.8792529728862796,normal,False,False,False,4509.934783591275,2996.2458422419395,-1513.6889413493357,2026-04-01
NFLU,NFLX,1.992639,377,ols,0.033333,10000,0.033333,False,False,31.63999938964844,0.033333,1.0,False,True,False,False,False,False,True,False,False,False,0.692177,0.235467,0.329987,0.107692,0.235467,0.202134,0.202134,0.49815975,0.5977917,0.5,0.5977917,0.202134,net_decay_annual,0.033333,ETF_LS,3019.4920842104702,-1515.3231891027278,3019.4920842104702,-1515.3231891027278,3019.4920842104702,0.0,-0.0,3019.4920842104702,core_leveraged,0.5,1.0,4534.815273313198,0.1205224359030597,2.0,1.0,0.0246529461022457,0.0009440307837401,primary,NFLU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,4234.981739966206,2819.848895688561,-1415.1328442776446,2819.848895688561,-1415.1328442776446,haircut,haircut,-299.8335333469922,1.0707992505652184,normal,False,False,False,4234.981739966206,2819.848895688561,-1415.1328442776446,2026-04-01
ROBN,HOOD,2.011445,292,ols,0.106149,100000,0.106149,False,False,17.6299991607666,0.106149,1.0,False,True,False,False,False,False,True,False,False,False,1.5233,0.744284,0.705883,0.506858,0.744284,0.6381349999999999,0.6381349999999999,0.50286125,0.6034335000000001,0.50286125,0.6034335000000001,0.6381349999999999,net_decay_annual,0.106149,ETF_LS,22370.02797023918,-11121.371934225985,22370.02797023918,-11121.371934225985,22370.02797023918,0.0,-0.0,22370.02797023918,core_leveraged,0.5,1.0,33491.399904465165,0.3778169551749286,3.0,1.0,0.1820717332395985,0.0069720397843829,primary,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-33491.399904465165,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-01
DJTU,DJT,2.007193,271,ols,0.259984,100000,0.3358315511515865,False,False,1.54830002784729,0.259984,1.2917393037709497,False,False,True,False,False,True,False,True,False,False,1.46771,0.826538,0.975678,0.962243,0.826538,0.4907064488484134,0.4907064488484134,0.50179825,0.6021579,0.50179825,0.6021579,0.4907064488484134,net_decay_annual,0.3358315511515865,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-04-01
RBLU,RBLX,2.017432,271,ols,0.077474,40000,0.077474,False,False,12.400099754333496,0.077474,1.0,False,True,False,False,False,False,True,False,False,False,1.128667,0.507971,0.525625,0.283548,0.507971,0.4304969999999999,0.4304969999999999,0.504358,0.6052295999999999,0.504358,0.6052295999999999,0.4304969999999999,net_decay_annual,0.077474,ETF_LS,11200.859539952127,-5552.038204981446,11200.859539952127,-5552.038204981446,11200.859539952127,0.0,-0.0,11200.859539952127,core_leveraged,0.5,1.0,16752.897744933573,0.2543143991633612,1.0,1.0,0.0910749965037786,0.0034875182857257,primary,RBLU,False,,,1.0,0.0,,False,0.0,0.0,12300.140810457864,8223.780246091255,-4076.3605643666087,8223.780246091255,-4076.3605643666087,haircut,haircut,-4452.7569344757085,1.3620086146241408,normal,False,False,False,12300.140810457864,8223.780246091255,-4076.3605643666087,2026-04-01
SNOU,SNOW,2.016802,235,ols,0.00695,4000,0.00695,False,False,18.34000015258789,0.00695,1.0,False,True,False,False,False,False,True,False,False,False,0.994157,0.352728,0.523009,0.280471,0.347854,0.345778,0.340904,0.5042005,0.6050406,0.5042005,0.6050406,0.345778,net_decay_annual,0.00695,ETF_LS,7635.404926190866,-3785.8971412121095,7635.404926190866,-3785.8971412121095,7635.404926190866,0.0,-0.0,7635.404926190866,core_leveraged,0.5,1.0,11421.302067402976,0.2043148393363853,1.0,1.0,0.0620904551376434,0.0023776185119324,primary,SNOU,False,,,1.0,0.0,,False,0.0,0.0,9007.78041839164,6021.909811573015,-2985.870606818624,6021.909811573015,-2985.870606818624,haircut,haircut,-2413.521649011336,1.2679374426227716,normal,False,False,False,9007.78041839164,6021.909811573015,-2985.870606818624,2026-04-01
GLXU,GLXY,2.011407,162,ols,0.092897,90000,0.092897,False,False,4.744999885559082,0.092897,1.0,False,True,False,False,False,False,True,False,False,False,1.849252,1.048755,0.898512,0.82119,0.967482,0.955858,0.874585,0.50285175,0.6034221000000001,0.50285175,0.6034221000000001,0.955858,net_decay_annual,0.092897,ETF_LS,45369.70924079917,-22556.20530345135,45369.70924079917,-22556.20530345135,45369.70924079917,0.0,-0.0,45369.70924079917,core_leveraged,0.5,1.0,67925.91454425053,0.5659374210445778,1.0,1.0,0.3692705897106347,0.0141404115666711,primary,GLXU,False,,,1.0,0.0,,False,0.0,0.0,51691.36444801168,34526.17739491269,-17165.18705309899,34526.17739491269,-17165.18705309899,haircut,haircut,-16234.550096238849,1.3140669678504358,normal,False,False,False,51691.36444801168,34526.17739491269,-17165.18705309899,2026-04-01
AFRU,AFRM,1.949466,136,ols,0.18015,10000,0.18015,False,False,4.678999900817871,0.18015,1.0,False,True,False,False,False,False,True,False,False,False,1.20214,0.672461,0.753585,0.525569,0.604844,0.4923109999999999,0.424694,0.4873665,0.5848397999999999,0.5,0.5848397999999999,0.4923109999999999,net_decay_annual,0.18015,ETF_LS,14647.64915765615,-7513.672542971331,14647.64915765615,-7513.672542971331,14647.64915765615,0.0,-0.0,14647.64915765615,core_leveraged,0.5,1.0,22161.32170062748,0.2984027290579442,1.0,1.0,0.1204772050264647,0.0046134117120223,primary,,False,,,1.0,0.0,,False,0.0,0.0,14625.636841174248,9666.896228068606,-4958.740613105643,9666.896228068606,-4958.740613105643,haircut,haircut,-7535.684859453231,1.5152380673256354,normal,False,False,False,14625.636841174248,9666.896228068606,-4958.740613105643,2026-04-01
KTUP,KTOS,2.028207,136,ols,0.188269,10000,0.188269,False,False,14.729999542236328,0.188269,1.0,False,True,False,False,False,False,True,False,False,False,1.555773,0.798108,0.563731,0.331365,0.583258,0.609839,0.394989,0.50705175,0.6084621,0.50705175,0.6084621,0.609839,net_decay_annual,0.188269,ETF_LS,20495.533114546088,-10105.247203340728,20495.533114546088,-10105.247203340728,20495.533114546088,0.0,-0.0,20495.533114546088,core_leveraged,0.5,1.0,30600.780317886813,0.358823589749614,1.0,1.0,0.1663572477368744,0.0063702878475684,primary,,False,,,1.0,0.0,,False,0.0,0.0,21222.463128718,14214.202752621515,-7008.260376096481,14214.202752621515,-7008.260376096481,haircut,haircut,-9378.317189168814,1.4419052177067129,normal,False,False,False,21222.463128718,14214.202752621515,-7008.260376096481,2026-04-01
TTDU,TTD,1.994654,135,ols,0.1298419999999999,60000,0.1298419999999999,False,False,4.510000228881836,0.1298419999999999,1.0,False,True,False,False,False,False,True,False,False,False,1.01535,0.514218,0.620843,0.382361,0.452999,0.3843759999999999,0.323157,0.4986635,0.5983961999999999,0.5,0.5983961999999999,0.3843759999999999,net_decay_annual,0.1298419999999999,ETF_LS,9288.786198707536,-4656.840834905471,9288.786198707536,-4656.840834905471,9288.786198707536,0.0,-0.0,9288.786198707536,core_leveraged,0.5,1.0,13945.627033613007,0.2290105995885688,1.0,1.0,0.0758136265538545,0.0029031174204083,primary,TTDU,False,,,1.0,0.0,,False,0.0,0.0,9449.634345177848,6294.13312694768,-3155.501218230169,6294.13312694768,-3155.501218230169,haircut,haircut,-4495.992688435159,1.4757848318998148,normal,False,False,False,9449.634345177848,6294.13312694768,-3155.501218230169,2026-04-01
BMNU,BMNR,1.946544,128,ols,0.216661,350000,0.2441250737016311,False,False,1.774999976158142,0.216661,1.1267605785149666,False,True,False,False,False,False,True,False,False,False,2.062552,1.668631,1.067843,1.050485,1.364464,1.4245059262983688,1.1203389262983687,0.486636,0.5839632,0.5,0.5839632,1.4245059262983688,net_decay_annual,0.2441250737016311,ETF_LS,94166.23986923449,-48376.11678402054,94166.23986923449,-48376.11678402054,94166.23986923449,0.0,-0.0,94166.23986923449,core_leveraged,0.5,1.0,142542.356653255,0.8644026538816963,2.0,1.0,0.7749133810454737,0.0296736172384867,primary,BMNG,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,177796.1511525579,117455.57889144184,-60340.57226111604,117455.57889144184,-60340.57226111604,haircut,haircut,35253.794499302894,0.8017178984428442,normal,False,False,False,177796.1511525579,117455.57889144184,-60340.57226111604,2026-04-01
SBTU,SBET,2.024225,111,ols,0.058036,30000,0.058036,False,False,3.1449999809265137,0.058036,1.0,False,True,False,False,False,False,True,False,False,False,1.754988,0.9089,0.866993,0.779211,0.836336,0.8508640000000001,0.7783,0.50605625,0.6072675,0.50605625,0.6072675,0.8508640000000001,net_decay_annual,0.058036,ETF_LS,36781.2145576936,-18170.51689298057,36781.2145576936,-18170.51689298057,36781.2145576936,0.0,-0.0,36781.2145576936,core_leveraged,0.5,1.0,54951.73145067417,0.5013789088776198,1.0,1.0,0.2987380945042936,0.0114395235489617,primary,SBTU,False,,,1.0,0.0,,False,0.0,0.0,42514.59567887997,28456.582244403377,-14058.013434476592,28456.582244403377,-14058.013434476592,haircut,haircut,-12437.1357717942,1.2925380230764516,normal,False,False,False,42514.59567887997,28456.582244403377,-14058.013434476592,2026-04-01
CIFU,CIFR,1.985709,88,ols,0.334406,1000,0.334406,False,False,11.920000076293944,0.334406,1.0,False,False,True,False,False,True,False,True,False,False,2.100379,1.313835,1.117239,1.221593,1.253804,0.979429,0.919398,0.49642725,0.5957127,0.5,0.5957127,0.979429,net_decay_annual,0.334406,ETF_LS,0.0,0.0,0.0,0.0,52721.12228098637,0.0,-0.0,52721.12228098637,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-04-01
SOLX,GSOL,1.980123,81,ols,0.050598,8000,0.050598,False,False,9.189900398254396,0.050598,1.0,False,True,False,False,False,False,True,False,False,False,1.557389,0.76604,1.123857,1.225645,1.077915,0.715442,1.027317,0.49503075,0.5940369,0.5,0.5940369,0.715442,net_decay_annual,0.050598,ETF_LS,27748.88507303544,-14013.717871584464,27748.88507303544,-14013.717871584464,27748.88507303544,0.0,-0.0,27748.88507303544,core_leveraged,0.5,1.0,41762.6029446199,0.4286030977113511,1.0,1.0,0.2270370759184165,0.0086938894778912,primary,,False,,,1.0,0.0,,False,0.0,0.0,31876.95440089753,21180.43133762212,-10696.52306327542,21180.43133762212,-10696.52306327542,haircut,haircut,-9885.648543722367,1.310118978726651,normal,False,False,False,31876.95440089753,21180.43133762212,-10696.52306327542,2026-04-01
GMEU,GME,1.967672,235,ols,0.2467899999999999,10000,0.2467899999999999,False,False,9.989999771118164,0.2467899999999999,1.0,False,True,False,False,False,False,True,False,False,False,0.888173,0.60626,0.444209,0.187856,0.578034,0.35947,0.3312440000000001,0.491918,0.5903016,0.5,0.5903016,0.35947,net_decay_annual,0.2467899999999999,ETF_LS,8371.905070343002,-4254.725925023582,8371.905070343002,-4254.725925023582,8371.905070343002,0.0,-0.0,8371.905070343002,core_leveraged,0.5,1.0,12626.630995366584,0.2163705367475418,1.0,1.0,0.0686430724562435,0.0026285366957945,primary,,False,,,1.0,0.0,,False,0.0,0.0,7126.5935241043535,4725.184768654171,-2401.4087554501825,4725.184768654171,-2401.4087554501825,haircut,haircut,-5500.037471262231,1.77176247707399,normal,False,False,False,7126.5935241043535,4725.184768654171,-2401.4087554501825,2026-04-01
APLX,APLD,1.99428,141,ols,0.13871,35000,0.13871,False,False,11.720000267028809,0.13871,1.0,False,True,False,False,False,False,True,False,False,False,2.210462,1.378999,1.327597,1.74742,1.54128,1.2402890000000002,1.40257,0.49857,0.598284,0.5,0.598284,1.2402890000000002,net_decay_annual,0.13871,ETF_LS,72173.9142236835,-36190.46183268322,72173.9142236835,-36190.46183268322,72173.9142236835,-223.8791856913793,223.8791856913793,71950.03503799213,core_leveraged,0.5,1.0,108364.37605636672,0.7390661159686284,1.0,1.0,0.5891091392503981,0.0225586491824754,primary,,False,,,1.0,0.0,,False,0.0,0.0,81530.81968600025,54301.963438087485,-27228.85624791277,54301.963438087485,-27228.85624791277,haircut,haircut,-26833.556370366467,1.3291216312274374,normal,False,False,False,81530.81968600025,54301.963438087485,-27228.85624791277,2026-04-01
APPX,APP,1.986339,234,ols,0.051131,200000,0.051131,False,False,25.959999084472656,0.051131,1.0,False,True,False,False,False,False,True,False,False,False,1.423788,0.665978,0.820184,0.65898,0.665478,0.6148469999999999,0.614347,0.49658475,0.5959017,0.5,0.5959017,0.6148469999999999,net_decay_annual,0.051131,ETF_LS,21220.340220692437,-10683.14130704398,21220.340220692437,-10683.14130704398,21220.340220692437,0.0,-0.0,21220.340220692437,core_leveraged,0.5,1.0,31903.48152773641,0.367474350598542,1.0,1.0,0.1734392170736956,0.0066414764120399,primary,APPX,False,,,1.0,0.0,,False,0.0,0.0,24259.588689825912,16136.067318064062,-8123.521371761851,16136.067318064062,-8123.521371761851,haircut,haircut,-7643.892837910498,1.3150874870816018,normal,False,False,False,24259.588689825912,16136.067318064062,-8123.521371761851,2026-04-01
ARCX,ACHR,1.986947,203,ols,0.142398,15000,0.142398,False,False,14.880000114440918,0.142398,1.0,False,True,False,False,False,False,True,False,False,False,1.451293,0.69391,0.871594,0.744867,0.703818,0.551512,0.56142,0.49673675,0.5960841,0.5,0.5960841,0.551512,net_decay_annual,0.142398,ETF_LS,17538.85492080634,-8827.037118154809,17538.85492080634,-8827.037118154809,17538.85492080634,0.0,-0.0,17538.85492080634,core_leveraged,0.5,1.0,26365.89203896115,0.3295454003115768,1.0,1.0,0.143334816568888,0.0054886940758147,primary,ARCX,False,,,1.0,0.0,,False,0.0,0.0,18510.445310967865,12313.33323935499,-6197.112071612877,12313.33323935499,-6197.112071612877,haircut,haircut,-7855.446727993283,1.424379132755858,normal,False,False,False,18510.445310967865,12313.33323935499,-6197.112071612877,2026-04-01
ASTX,ASTS,1.989343,182,ols,0.080973,100000,0.080973,False,False,37.81999969482422,0.080973,1.0,False,True,False,False,False,False,True,False,False,False,2.076756,1.211994,1.29858,1.659449,1.336287,1.131021,1.255314,0.49733575,0.5968029,0.5,0.5968029,1.131021,net_decay_annual,0.080973,ETF_LS,61566.1397025914,-30947.97614216925,61566.1397025914,-30947.97614216925,61566.1397025914,0.0,-0.0,61566.1397025914,core_leveraged,0.5,1.0,92514.11584476064,0.6752093010778182,1.0,1.0,0.5029412168208252,0.0192590365922771,primary,ASTX,False,,,1.0,0.0,,False,0.0,0.0,70772.37804498256,47097.48424892685,-23674.893796055705,47097.48424892685,-23674.893796055705,haircut,haircut,-21741.73779977809,1.3072065458357094,normal,False,False,False,70772.37804498256,47097.48424892685,-23674.893796055705,2026-04-01
BEX,BE,1.975718,94,ols,0.104375,150000,0.104375,False,False,16.236600875854492,0.104375,1.0,False,True,False,False,False,False,True,False,False,False,2.150993,1.202578,0.993431,0.95125,1.044999,1.0982029999999998,0.940624,0.4939295,0.5927154,0.5,0.5927154,1.0982029999999998,net_decay_annual,0.104375,ETF_LS,58868.03624102926,-29795.76854643692,58868.03624102926,-29795.76854643692,58868.03624102926,0.0,-0.0,58868.03624102926,core_leveraged,0.5,1.0,88663.80478746617,0.6590053014380216,1.0,1.0,0.4820094907743504,0.0184575018116981,primary,BEX,False,,,1.0,0.0,,False,0.0,0.0,66861.03552631628,44392.1606106434,-22468.87491567288,44392.1606106434,-22468.87491567288,haircut,haircut,-21802.769261149893,1.326090810432758,normal,False,False,False,66861.03552631628,44392.1606106434,-22468.87491567288,2026-04-01
CEGX,CEG,1.983467,182,ols,0.098962,10000,0.098962,False,False,15.9399995803833,0.098962,1.0,False,True,False,False,False,False,True,False,False,False,0.938538,0.320868,0.584448,0.333155,0.324281,0.221906,0.225319,0.49586675,0.5950401,0.5,0.5950401,0.221906,net_decay_annual,0.098962,ETF_LS,3571.248399591185,-1800.5081000042778,3571.248399591185,-1800.5081000042778,3571.248399591185,0.0,-0.0,3571.248399591185,core_leveraged,0.5,1.0,5371.756499595463,0.1327701086310881,1.0,1.0,0.0292028705641542,0.0011182602140857,primary,CEGX,False,,,1.0,0.0,,False,0.0,0.0,3442.9750372857484,2288.9568975557804,-1154.018139729968,2288.9568975557804,-1154.018139729968,haircut,haircut,-1928.7814623097145,1.5602077974489932,normal,False,False,False,3442.9750372857484,2288.9568975557804,-1154.018139729968,2026-04-01
CLSX,CLSK,1.998617,136,ols,0.148755,30000,0.148755,False,False,8.789999961853027,0.148755,1.0,False,True,False,False,False,False,True,False,False,False,2.051299,1.250958,0.952199,0.904803,1.091617,1.102203,0.942862,0.49965425,0.5995851,0.5,0.5995851,1.102203,net_decay_annual,0.148755,ETF_LS,58580.02640744617,-29310.2812632166,58580.02640744617,-29310.2812632166,58580.02640744617,-225.43242782308,225.43242782308,58354.59397962309,core_leveraged,0.5,1.0,87890.30767066278,0.6557139239257098,1.0,1.0,0.4778044721392993,0.0182964797974843,primary,,False,,,1.0,0.0,,False,0.0,0.0,65519.909746232166,43669.86696109749,-21850.042785134665,43669.86696109749,-21850.042785134665,haircut,haircut,-22370.39792443061,1.3414290100684556,normal,False,False,False,65519.909746232166,43669.86696109749,-21850.042785134665,2026-04-01
COZX,CORZ,2.037289,100,ols,,0,0.0,False,True,8.819999694824219,,1.0,False,False,False,False,False,False,True,False,True,False,1.455798,0.758837,0.860807,0.78295,0.773381,0.758837,0.773381,0.50932225,1.0,0.50932225,1.0,0.758837,net_decay_annual,,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,35687.72655662633,23937.864572262533,-11749.861984363795,23937.864572262533,-11749.861984363795,haircut,haircut,35687.72655662633,0.0,normal,False,False,False,35687.72655662633,23937.864572262533,-11749.861984363795,2026-04-01
CRDU,CRDO,1.989525,136,ols,0.095286,75000,0.095286,False,False,15.83650016784668,0.095286,1.0,False,True,False,False,False,False,True,False,False,False,1.732883,0.993777,0.907243,0.810202,0.909274,0.898491,0.813988,0.49738125,0.5968574999999999,0.5,0.5968574999999999,0.898491,net_decay_annual,0.095286,ETF_LS,41150.81365995478,-20683.7379072667,41150.81365995478,-20683.7379072667,41150.81365995478,0.0,-0.0,41150.81365995478,core_leveraged,0.5,1.0,61834.55156722148,0.5363541936579781,1.0,1.0,0.3361556701138777,0.0128723479701028,primary,CRDU,False,,,1.0,0.0,,False,0.0,0.0,46581.493620972775,30999.923431403276,-15581.570189569507,30999.923431403276,-15581.570189569507,haircut,haircut,-15253.0579462487,1.327448880672671,normal,False,False,False,46581.493620972775,30999.923431403276,-15581.570189569507,2026-04-01
CSEX,CLS,1.997237,94,ols,0.073253,20000,0.073253,False,False,14.130000114440918,0.073253,1.0,False,True,False,False,False,False,True,False,False,False,1.544512,0.643157,0.710335,0.502487,0.554959,0.569904,0.4817059999999999,0.49930925,0.5991711,0.5,0.5991711,0.569904,net_decay_annual,0.073253,ETF_LS,18481.55131063295,-9253.559447693464,18481.55131063295,-9253.559447693464,18481.55131063295,0.0,-0.0,18481.55131063295,core_leveraged,0.5,1.0,27735.110758326413,0.3392184793110462,1.0,1.0,0.150778399880725,0.0057737298584983,primary,CSEX,False,,,1.0,0.0,,False,0.0,0.0,20727.93288965801,13812.252584877968,-6915.680304780039,13812.252584877968,-6915.680304780039,haircut,haircut,-7007.177868668405,1.338054831900993,normal,False,False,False,20727.93288965801,13812.252584877968,-6915.680304780039,2026-04-01
DOGD,DDOG,2.012972,160,ols,0.135497,10000,0.135497,False,False,16.209999084472656,0.135497,1.0,False,True,False,False,False,False,True,False,False,False,1.187548,0.420161,0.48219,0.237051,0.353311,0.284664,0.2178139999999999,0.503243,0.6038916,0.503243,0.6038916,0.284664,net_decay_annual,0.135497,ETF_LS,5442.874807849325,-2703.899909114148,5442.874807849325,-2703.899909114148,5442.874807849325,0.0,-0.0,5442.874807849325,core_leveraged,0.5,1.0,8146.774716963474,0.1684434962394883,1.0,1.0,0.0442889039353748,0.001695946947667,primary,DOGD,False,,,1.0,0.0,,False,0.0,0.0,5187.550165581133,3465.811574720968,-1721.738590860165,3465.811574720968,-1721.738590860165,haircut,haircut,-2959.224551382341,1.570447409071144,normal,False,False,False,5187.550165581133,3465.811574720968,-1721.738590860165,2026-04-01
