ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
ORCU,ORCL,2.005182,75,ols,0.146532,-0.110132,0.256664,9000,0.256664,False,False,False,True,False,False,False,True,False,False,False,False,1.127858,0.386381,0.510012,0.262138,0.299115,0.1297169999999999,0.042451,0.5012955,0.6015545999999999,0.5012955,0.6015545999999999,0.1297169999999999,net_decay_annual,0.256664,ETF_LS,2634.308064767217,-1313.7501058593268,2634.308064767217,-1313.7501058593268,2634.308064767217,0.0,-0.0,2634.308064767217,core_leveraged,0.5,1.0,3948.058170626544,0.0769806454262663,1.0,1.0,0.01125039340125,0.0008427018507207,primary,ORCU,False,,,1.0,0.0,,False,0.0,0.0,888.0437452010985,592.539597631634,-295.5041475694645,592.539597631634,-295.5041475694645,haircut,haircut,-3060.0144254254446,2.0,normal,False,False,False,888.0437452010985,592.539597631634,-295.5041475694645,2026-03-12
PALU,PANW,2.005101,239,ols,0.0495749999999999,-0.013175,0.06275,250000,0.06275,False,False,False,True,False,False,False,True,False,False,False,False,0.721159,0.239878,0.339727,0.116299,0.233503,0.177128,0.170753,0.50127525,0.6015303,0.50127525,0.6015303,0.177128,net_decay_annual,0.06275,ETF_LS,4544.036537383162,-2266.2382280908355,4544.036537383162,-2266.2382280908355,4544.036537383162,0.0,-0.0,4544.036537383162,core_leveraged,0.5,1.0,6810.274765473998,0.1051199217020679,2.0,1.0,0.0194065707674284,0.0014536338880414,primary,PALU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,7156.969243171466,4775.362354360918,-2381.606888810548,4775.362354360918,-2381.606888810548,haircut,haircut,346.69447769746785,0.951558478747376,normal,False,False,False,7156.969243171466,4775.362354360918,-2381.606888810548,2026-03-12
QCMU,QCOM,2.003723,178,ols,0.029845,0.006555,0.0232899999999999,10000,0.0232899999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.661509,0.222905,0.383749,0.148087,0.200935,0.199615,0.177645,0.50093075,0.6011169,0.50093075,0.6011169,0.199615,net_decay_annual,0.0232899999999999,ETF_LS,5604.924033477491,-2797.254926692707,5604.924033477491,-2797.254926692707,5604.924033477491,0.0,-0.0,5604.924033477491,core_leveraged,0.5,1.0,8402.178960170198,0.1185263500049686,1.0,1.0,0.0239428637178918,0.0017934213362156,primary,QCMU,False,,,1.0,0.0,,False,0.0,0.0,5922.394352377557,3950.709762161496,-1971.6845902160608,3950.709762161496,-1971.6845902160608,haircut,haircut,-2479.784607792641,1.4187131859595143,normal,False,False,False,5922.394352377557,3950.709762161496,-1971.6845902160608,2026-03-12
SHPU,SHOP,2.009139,149,ols,0.1787969999999999,-0.142397,0.321194,10000,0.321194,False,False,False,False,True,False,False,False,True,True,False,False,1.025217,0.346133,0.57508,0.335264,0.341691,0.024939,0.020497,0.50228475,0.6027416999999999,0.50228475,0.6027416999999999,0.024939,net_decay_annual,0.321194,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-12
YINN,FXI,2.974068,500,ols,0.022484,0.013916,0.008568,55000,0.008568,False,False,False,True,False,False,False,True,False,False,False,False,0.853982,0.368059,0.286446,0.240862,0.368059,0.359491,0.359491,0.743517,0.8922203999999999,0.743517,0.8922203999999999,0.359491,net_decay_annual,0.008568,ETF_LS,10483.64784486336,-3525.0195506166506,10483.64784486336,-3525.0195506166506,10483.64784486336,0.0,-0.0,10483.64784486336,core_leveraged,0.5,1.0,14008.667395480012,0.1587357877250058,1.0,1.0,0.0399191228738668,0.0029901104366019,primary,YINN,False,,,1.0,0.0,,False,0.0,0.0,12850.934920378444,9617.237127492554,-3233.69779288589,9617.237127492554,-3233.69779288589,haircut,haircut,-1157.7324751015676,1.0900893578774324,normal,False,False,False,12850.934920378444,9617.237127492554,-3233.69779288589,2026-03-12
KORU,EWY,2.93979,500,ols,0.106532,-0.070132,0.176664,200000,0.176664,False,False,False,True,False,False,False,True,False,False,False,False,0.838245,0.341653,0.284827,0.231315,0.341653,0.164989,0.164989,0.7349475,0.881937,0.7349475,0.881937,0.164989,net_decay_annual,0.176664,ETF_LS,2716.064924362908,-923.8975996118456,2716.064924362908,-923.8975996118456,2716.064924362908,0.0,-0.0,2716.064924362908,core_leveraged,0.5,1.0,3639.962523974754,0.0734882252232178,1.0,1.0,0.0103724435129141,0.0007769397062913,primary,KORU,False,,,1.0,0.0,,False,0.0,0.0,1943.3923566804776,1450.1192744399327,-493.2730822405453,1450.1192744399327,-493.2730822405453,haircut,haircut,-1696.5701672942755,1.8729941545062976,normal,False,False,False,1943.3923566804776,1450.1192744399327,-493.2730822405453,2026-03-12
SOXL,SOXX,2.960252,500,ols,0.0075639999999999,0.028836,0.0,4400000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.114224,0.538202,0.376074,0.410353,0.538202,0.538202,0.538202,0.740063,0.8880756,0.740063,0.8880756,0.538202,net_decay_annual,0.0,ETF_LS,21347.99469540708,-7211.546414091461,21347.99469540708,-7211.546414091461,21347.99469540708,0.0,-0.0,21347.99469540708,core_leveraged,0.5,1.0,28559.54110949854,0.2384782603236662,1.0,1.0,0.0813833178121692,0.0060959532784415,primary,SOXL,False,,,1.0,0.0,,False,0.0,0.0,26405.45593811396,19737.835812396213,-6667.620125717747,19737.835812396213,-6667.620125717747,haircut,haircut,-2154.085171384577,1.0815772761672084,normal,False,False,False,26405.45593811396,19737.835812396213,-6667.620125717747,2026-03-12
CWEB,KWEB,1.98707,500,ols,0.012667,0.023733,0.0,400000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,0.70175,0.18848,0.352894,0.122129,0.18848,0.18848,0.18848,0.4967675,0.5961209999999999,0.5,0.5961209999999999,0.18848,net_decay_annual,0.0,ETF_LS,5110.848967522545,-2572.052805146545,5110.848967522545,-2572.052805146545,5110.848967522545,0.0,-0.0,5110.848967522545,core_leveraged,0.5,1.0,7682.901772669089,0.112617374484908,1.0,1.0,0.0218932101985649,0.0016398936547852,primary,CWEB,False,,,1.0,0.0,,False,0.0,0.0,5676.625560369675,3776.226319518381,-1900.3992408512945,3776.226319518381,-1900.3992408512945,haircut,haircut,-2006.2762122994136,1.3534276113446455,normal,False,False,False,5676.625560369675,3776.226319518381,-1900.3992408512945,2026-03-12
NUGT,GDX,1.980058,500,ols,0.027604,0.008796,0.018808,150000,0.018808,False,False,False,True,False,False,False,True,False,False,False,False,0.751335,0.202378,0.379101,0.139447,0.202378,0.18357,0.18357,0.4950145,0.5940174,0.5,0.5940174,0.18357,net_decay_annual,0.018808,ETF_LS,0.0,-0.0,0.0,-0.0,28312.16504498964,0.0,-0.0,28312.16504498964,core_leveraged,0.5,1.0,0.0,0.1099748236005433,2.0,2.0,0.1071875609144689,0.0080287997703996,not_selected,GDXU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,39862.8733718393,26486.330575746302,-13376.542796092994,26486.330575746302,-13376.542796092994,haircut,haircut,39862.8733718393,0.0,normal,False,False,False,39862.8733718393,26486.330575746302,-13376.542796092994,2026-03-12
JNUG,GDXJ,1.970868,500,ols,0.046437,-0.010037,0.0564739999999999,100000,0.0564739999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.835184,0.229887,0.422658,0.170909,0.229887,0.173413,0.173413,0.492717,0.5912604,0.5,0.5912604,0.173413,net_decay_annual,0.0564739999999999,ETF_LS,4452.919945253862,-2259.3699553972474,4452.919945253862,-2259.3699553972474,4452.919945253862,0.0,-0.0,4452.919945253862,core_leveraged,0.5,1.0,6712.28990065111,0.1042529848126809,1.0,1.0,0.0191273529269145,0.0014327192957633,primary,JNUG,False,,,1.0,0.0,,False,0.0,0.0,4254.946547571405,2822.7231880780164,-1432.223359493389,2822.7231880780164,-1432.223359493389,haircut,haircut,-2457.3433530797047,1.5775262569355382,normal,False,False,False,4254.946547571405,2822.7231880780164,-1432.223359493389,2026-03-12
GUSH,XOP,2.010948,500,ols,0.033325,0.003075,0.03025,350000,0.03025,False,False,False,True,False,False,False,True,False,False,False,False,0.579849,0.147254,0.288132,0.084388,0.147254,0.117004,0.117004,0.502737,0.6032843999999999,0.502737,0.6032843999999999,0.117004,net_decay_annual,0.03025,ETF_LS,2193.062743909664,-1090.5616375508782,2193.062743909664,-1090.5616375508782,2193.062743909664,0.0,-0.0,2193.062743909664,core_leveraged,0.5,1.0,3283.6243814605414,0.069286732159911,1.0,1.0,0.0093570217248103,0.0007008803375582,primary,GUSH,False,,,1.0,0.0,,False,0.0,0.0,2172.970495055267,1451.28068338955,-721.6898116657168,1451.28068338955,-721.6898116657168,haircut,haircut,-1110.6538864052743,1.5111223962463542,normal,False,False,False,2172.970495055267,1451.28068338955,-721.6898116657168,2026-03-12
URAA,URA,1.929544,427,ols,0.0269669999999999,0.009433,0.0175339999999999,45000,0.0175339999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.880004,0.372187,0.435262,0.169901,0.372187,0.354653,0.354653,0.482386,0.5788631999999999,0.5,0.5788631999999999,0.354653,net_decay_annual,0.0175339999999999,ETF_LS,15898.918587182146,-8239.728447333748,15898.918587182146,-8239.728447333748,15898.918587182146,0.0,-0.0,15898.918587182146,core_leveraged,0.5,1.0,24138.647034515896,0.2166270188336677,1.0,1.0,0.0687855303988908,0.0051523259411986,primary,URAA,False,,,1.0,0.0,,False,0.0,0.0,17165.20303888185,11305.860069845765,-5859.342969036085,11305.860069845765,-5859.342969036085,haircut,haircut,-6973.443995634047,1.40625467580186,normal,False,False,False,17165.20303888185,11305.860069845765,-5859.342969036085,2026-03-12
TSLT,TSLA,1.992842,500,ols,0.0754659999999999,-0.039066,0.114532,15000,0.114532,False,False,False,True,False,False,False,True,False,False,False,False,1.250559,0.532559,0.627296,0.389285,0.532559,0.418027,0.418027,0.4982105,0.5978526,0.5,0.5978526,0.418027,net_decay_annual,0.114532,ETF_LS,20542.55017066793,-10308.168018672795,20542.55017066793,-10308.168018672795,20542.55017066793,0.0,-0.0,20542.55017066793,core_leveraged,0.5,1.0,30850.71818934073,0.249229635720003,5.0,1.0,0.0879122599873199,0.006584998546284,primary,TSLT,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-30850.71818934073,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-12
BTCL,IBIT,2.006609,418,ols,0.041927,-0.005527,0.047454,25000,0.047454,False,False,False,True,False,False,False,True,False,False,False,False,1.011689,0.431079,0.509018,0.261674,0.431079,0.383625,0.383625,0.50165225,0.6019827,0.50165225,0.6019827,0.383625,net_decay_annual,0.047454,ETF_LS,0.0,-0.0,0.0,-0.0,19187.745531171327,0.0,-0.0,19187.745531171327,core_leveraged,0.5,1.0,0.0,0.2275410902160853,3.0,2.0,0.0819636234328534,0.0061394206135908,not_selected,BITX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,54834.28931039752,36596.37100761937,-18237.91830277815,36596.37100761937,-18237.91830277815,haircut,haircut,54834.28931039752,0.0,normal,False,False,False,54834.28931039752,36596.37100761937,-18237.91830277815,2026-03-12
CCUP,CRCL,1.981879,146,ols,0.212662,-0.176262,0.388924,55000,0.388924,False,False,False,False,True,False,False,False,True,True,False,False,1.936083,0.945689,1.202516,1.406976,1.139722,0.556765,0.7507979999999999,0.49546975,0.5945636999999999,0.5,0.5945636999999999,0.556765,net_decay_annual,0.388924,ETF_LS,0.0,0.0,0.0,0.0,66087.18512916467,0.0,-0.0,66087.18512916467,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-12
CRWU,CRWV,1.988874,156,ols,0.1787969999999999,-0.142397,0.321194,70000,0.321194,False,False,False,False,True,False,False,False,True,True,False,False,1.995539,1.155594,1.210476,1.440889,1.264278,0.8344,0.943084,0.4972185,0.5966622,0.5,0.5966622,0.8344,net_decay_annual,0.321194,ETF_LS,0.0,0.0,0.0,0.0,77031.68852080325,-344.9864380428734,344.9864380428734,76686.70208276037,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-12
NFLU,NFLX,1.989013,362,ols,0.051458,-0.015058,0.066516,35000,0.066516,False,False,False,True,False,False,False,True,False,False,False,False,0.697613,0.234283,0.329113,0.106537,0.234283,0.167767,0.167767,0.49725325,0.5967039,0.5,0.5967039,0.167767,net_decay_annual,0.066516,ETF_LS,4164.858162329708,-2093.932097140495,4164.858162329708,-2093.932097140495,4164.858162329708,0.0,-0.0,4164.858162329708,core_leveraged,0.5,1.0,6258.790259470203,0.1001678431153476,2.0,1.0,0.0178350595639215,0.0013359210799296,primary,NFLU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,5751.546942478856,3827.317458539223,-1924.2294839396336,3827.317458539223,-1924.2294839396336,haircut,haircut,-507.24331699134655,1.0881925023066454,normal,False,False,False,5751.546942478856,3827.317458539223,-1924.2294839396336,2026-03-12
ROBN,HOOD,2.012135,277,ols,0.100718,-0.064318,0.165036,20000,0.165036,False,False,False,True,False,False,False,True,False,False,False,False,1.538845,0.76002,0.70642,0.50815,0.76002,0.594984,0.594984,0.50303375,0.6036404999999999,0.50303375,0.6036404999999999,0.594984,net_decay_annual,0.165036,ETF_LS,37742.68610735374,-18757.531729905662,37742.68610735374,-18757.531729905662,37742.68610735374,0.0,-0.0,37742.68610735374,core_leveraged,0.5,1.0,56500.217837259406,0.352178184637781,3.0,1.0,0.161003118610235,0.0120598117048579,primary,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-56500.217837259406,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-12
RBLU,RBLX,2.019903,256,ols,0.056226,-0.019826,0.076052,15000,0.076052,False,False,False,True,False,False,False,True,False,False,False,False,1.12406,0.493821,0.520935,0.279529,0.493821,0.417769,0.417769,0.50497575,0.6059708999999999,0.50497575,0.6059708999999999,0.417769,net_decay_annual,0.076052,ETF_LS,20250.95101765724,-10025.70470842275,20250.95101765724,-10025.70470842275,20250.95101765724,0.0,-0.0,20250.95101765724,core_leveraged,0.5,1.0,30276.65572607999,0.2465689154683255,1.0,1.0,0.0862764105977074,0.0064624665370501,primary,RBLU,False,,,1.0,0.0,,False,0.0,0.0,20810.17171158509,13919.165042965242,-6891.006668619852,13919.165042965242,-6891.006668619852,haircut,haircut,-9466.484014494894,1.4548969679680668,normal,False,False,False,20810.17171158509,13919.165042965242,-6891.006668619852,2026-03-12
SNOU,SNOW,2.022152,220,ols,0.020481,0.015919,0.0045619999999999,7000,0.0045619999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.996921,0.362784,0.518709,0.278065,0.352026,0.358222,0.347464,0.505538,0.6066456,0.505538,0.6066456,0.358222,net_decay_annual,0.0045619999999999,ETF_LS,15456.073122813425,-7643.378501128215,15456.073122813425,-7643.378501128215,15456.073122813425,0.0,-0.0,15456.073122813425,core_leveraged,0.5,1.0,23099.45162394164,0.211247659691199,1.0,1.0,0.0658242373569804,0.0049305126198381,primary,SNOU,False,,,1.0,0.0,,False,0.0,0.0,17140.299675821705,11468.745208732787,-5671.554467088917,11468.745208732787,-5671.554467088917,haircut,haircut,-5959.151948119936,1.3476690641836315,normal,False,False,False,17140.299675821705,11468.745208732787,-5671.554467088917,2026-03-12
SMUP,SMR,2.059786,156,ols,0.135973,-0.099573,0.235546,5400000,0.235546,False,False,False,True,False,False,False,True,False,False,False,False,2.352065,4.837454,1.220123,1.624866,3.613611,4.601908,3.3780650000000003,0.5149465,0.6179357999999999,0.5149465,0.6179357999999999,4.601908,net_decay_annual,0.235546,ETF_LS,283846.2450968793,-137803.7549031207,283846.2450968793,-137803.7549031207,283846.2450968793,0.0,-0.0,283846.2450968793,core_leveraged,0.5,1.0,421650.0,2.676525316655101,1.0,1.0,5.600797520225633,0.09,preferred_wrapper,SMUP,False,,,1.0,0.0,,False,0.0,0.0,421650.0,283846.2450968793,-137803.7549031207,283846.2450968793,-137803.7549031207,pair_cap,pair_cap,0.0,1.0,normal,False,False,False,421650.0,283846.2450968793,-137803.7549031207,2026-03-12
