ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,reduce_only,keep_open,hard_exit,_plan_date
FGRU,FIGR,1.996324,39,ols,0.211795,2000,0.211795,False,False,16.639999389648438,0.211795,1.0,False,True,False,False,False,False,False,False,False,2.61884,1.983207,1.114516,1.235305,1.351052,1.771412,1.139257,0.499081,0.5988972,0.5,0.5988972,1.771412,net_decay_annual,0.211795,ETF_LS,66437.66028308106,-33279.99877929688,66437.66028308106,-33279.99877929688,66437.66028308106,0.0,-0.0,66437.66028308106,core_leveraged,0.5,1.0,114640.07325698642,76379.83395810338,-38260.23929888304,76379.83395810338,-38260.23929888304,114640.07325698642,76379.83395810338,-38260.23929888304,normal,,99717.65906237796,1.0,0.0,,False,0.0,0.0,haircut,shares_available,14922.414194608473,0.8698324785508712,False,False,False,2026-04-16
APHU,APH,2.003848,39,ols,0.157986,700,0.157986,False,False,23.299999237060547,0.157986,1.0,False,True,False,False,False,False,False,True,False,0.949183,0.320688,0.388183,0.151557,0.177732,0.1627019999999999,0.0197459999999999,0.500962,0.6011544,0.500962,0.6011544,0.1627019999999999,net_decay_annual,0.157986,ETF_LS,757.5393523504871,-378.0423227462797,757.5393523504871,-378.0423227462797,757.5393523504871,0.0,-0.0,757.5393523504871,core_leveraged,0.5,1.0,1135.5816750967665,757.5393523504869,-378.0423227462796,757.5393523504869,-378.0423227462796,1135.5816750967665,757.5393523504869,-378.0423227462796,normal,no_locate,1135.5816750967667,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,False,False,False,2026-04-16
COPZ,COPX,2.037584,39,ols,0.065786,20000,0.065786,False,False,19.0,0.065786,1.0,False,True,False,False,False,False,False,False,False,1.127334,0.51542,0.382501,0.154659,0.210491,0.449634,0.144705,0.509396,0.6112751999999999,0.509396,0.6112751999999999,0.449634,net_decay_annual,0.065786,ETF_LS,6791.218869638211,-3332.9761470634885,6791.218869638211,-3332.9761470634885,6791.218869638211,0.0,-0.0,6791.218869638211,core_leveraged,0.5,1.0,10124.195016701697,6791.218869638209,-3332.976147063488,6791.218869638209,-3332.976147063488,10124.195016701697,6791.218869638209,-3332.976147063488,normal,,10124.195016701698,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,False,False,False,2026-04-16
LEUX,LEU,2.017408,38,ols,0.220852,700,0.220852,False,False,21.059999465942383,0.220852,1.0,False,True,False,False,False,False,False,True,False,1.303491,0.504584,0.917609,0.86412,0.809904,0.283732,0.5890519999999999,0.504352,0.6052224,0.504352,0.6052224,0.283732,net_decay_annual,0.220852,ETF_LS,2226.859098016807,-1103.8218833358485,2226.859098016807,-1103.8218833358485,2226.859098016807,0.0,-0.0,2226.859098016807,core_leveraged,0.5,1.0,3330.680981352655,2226.859098016807,-1103.8218833358485,2226.859098016807,-1103.8218833358485,3330.680981352655,2226.859098016807,-1103.8218833358485,normal,no_locate,3330.680981352655,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
COHX,COHR,2.053951,38,ols,0.299199,150000,0.299199,False,False,41.09000015258789,0.299199,1.0,False,True,False,False,False,False,False,False,False,1.914824,0.954439,0.679745,0.500118,0.568627,0.65524,0.269428,0.51348775,0.6161853,0.51348775,0.6161853,0.65524,net_decay_annual,0.299199,ETF_LS,11294.718359125509,-5499.020355950804,11294.718359125509,-5499.020355950804,11294.718359125509,0.0,-0.0,11294.718359125509,core_leveraged,0.5,1.0,16793.738715076317,11294.718359125513,-5499.020355950805,11294.718359125513,-5499.020355950805,16793.738715076317,11294.718359125513,-5499.020355950805,normal,,16793.738715076313,1.0,0.0,,False,0.0,0.0,haircut,haircut,3.637978807091713e-12,0.9999999999999998,False,False,False,2026-04-16
FCXG,FCX,2.046196,38,ols,0.043935,90,0.043935,False,False,17.049999237060547,0.043935,1.0,False,True,False,False,False,False,False,True,False,1.047908,0.422847,0.441843,0.208961,0.241214,0.3789119999999999,0.197279,0.511549,0.6138588,0.511549,0.6138588,0.3789119999999999,net_decay_annual,0.043935,ETF_LS,3139.887621498871,-1534.4999313354492,3139.887621498871,-1534.4999313354492,3139.887621498871,0.0,-0.0,3139.887621498871,core_leveraged,0.5,1.0,7583.843327528423,5094.232242907335,-2489.611084621089,5094.232242907335,-2489.611084621089,7583.843327528423,5094.232242907335,-2489.611084621089,normal,no_locate,4674.38755283432,1.0,0.0,,False,0.0,0.0,haircut,shares_available,2909.455774694104,0.6163613027008172,False,False,False,2026-04-16
GLWG,GLW,1.987883,25,ols_short_history,0.34052,150000,0.34052,False,False,23.8700008392334,0.34052,1.0,False,True,False,False,False,False,False,False,False,1.394263,0.538968,0.460863,0.20855,0.24133,0.198448,-0.09919,0.49697075,0.5963649,0.5,0.5963649,0.198448,net_decay_annual,0.34052,ETF_LS,656.5555611005693,-330.278774505627,656.5555611005693,-330.278774505627,656.5555611005693,0.0,-0.0,656.5555611005693,core_leveraged,0.5,1.0,986.8343356061964,656.5555611005693,-330.278774505627,656.5555611005693,-330.278774505627,986.8343356061964,656.5555611005693,-330.278774505627,normal,,986.8343356061964,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
SNDU,SNDK,1.999206,23,ols_short_history,,0,0.0,False,True,41.40999984741211,,1.0,False,False,False,False,False,False,False,True,False,1.999205,1.011135,0.944604,0.891214,0.902159,1.011135,0.902159,0.4998015,1.0,0.5,1.0,1.011135,net_decay_annual,,ETF_LS,30174.381834317755,-15093.182910774454,30174.381834317755,-15093.182910774454,30174.381834317755,0.0,-0.0,30174.381834317755,core_leveraged,0.5,1.0,45267.5647450922,30174.381834317748,-15093.18291077445,30174.381834317748,-15093.18291077445,45267.5647450922,30174.381834317748,-15093.18291077445,normal,no_locate,45267.56474509221,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,False,False,False,2026-04-16
PAAU,PAAS,1.950224,23,ols_short_history,,0,0.0,False,True,21.229999542236328,,1.0,False,False,False,False,False,False,False,True,False,1.120065,0.362455,0.544271,0.27448,0.282509,0.362455,0.282509,0.487556,1.0,0.5,1.0,0.362455,net_decay_annual,,ETF_LS,5062.617185925129,-2595.9157439992173,5062.617185925129,-2595.9157439992173,5062.617185925129,0.0,-0.0,5062.617185925129,core_leveraged,0.5,1.0,7658.532929924345,5062.617185925129,-2595.9157439992173,5062.617185925129,-2595.9157439992173,7658.532929924345,5062.617185925129,-2595.9157439992173,normal,no_locate,7658.532929924345,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
BITX,IBIT,2.00423,500,ols,0.041326,2600000,0.041326,False,False,17.940000534057617,0.041326,1.0,False,True,False,False,False,False,False,False,False,0.864299,0.434976,0.435031,0.190454,0.434976,0.3936499999999999,0.3936499999999999,0.5010575,0.601269,0.5010575,0.601269,0.3936499999999999,net_decay_annual,0.041326,ETF_LS,5520.744088283375,-2754.5461789731594,5520.744088283375,-2754.5461789731594,15138.481673552767,0.0,-0.0,15138.481673552767,core_leveraged,0.5,1.0,8275.290267256534,5520.744088283375,-2754.5461789731594,5520.744088283375,-2754.5461789731594,8275.290267256534,5520.744088283375,-2754.5461789731594,normal,,8275.290267256534,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
ETHU,ETHA,2.001132,433,ols,0.017477,500000,0.017477,False,False,28.43000030517578,0.017477,1.0,False,True,False,False,False,False,False,False,False,1.458684,0.775775,0.72793,0.530782,0.775775,0.758298,0.758298,0.500283,0.6003396,0.500283,0.6003396,0.758298,net_decay_annual,0.017477,ETF_LS,18045.80084457041,-9017.79634955136,18045.80084457041,-9017.79634955136,47466.02003741235,0.0,-0.0,47466.02003741235,core_leveraged,0.5,1.0,27063.59719412178,18045.800844570414,-9017.79634955136,18045.800844570414,-9017.79634955136,27063.59719412178,18045.800844570414,-9017.79634955136,normal,,27063.597194121776,1.0,0.0,,False,0.0,0.0,haircut,haircut,3.637978807091713e-12,1.0,False,False,False,2026-04-16
XXRP,XRPZ,2.022909,96,ols,0.0378019999999999,300000,0.0378019999999999,False,False,4.150000095367432,0.0378019999999999,1.0,False,True,False,False,False,False,False,False,False,1.509976,0.873413,0.79261,0.649984,0.7351,0.835611,0.697298,0.50572725,0.6068726999999999,0.50572725,0.6068726999999999,0.835611,net_decay_annual,0.0378019999999999,ETF_LS,21083.662235133164,-10422.44719615819,21083.662235133164,-10422.44719615819,60533.29824244228,0.0,-0.0,60533.29824244228,core_leveraged,0.5,1.0,31506.109431291352,21083.662235133164,-10422.44719615819,21083.662235133164,-10422.44719615819,31506.109431291352,21083.662235133164,-10422.44719615819,normal,,31506.109431291352,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
AALG,AAL,1.987564,191,ols,0.18816,30000,0.18816,False,False,10.020999908447266,0.18816,1.0,False,True,False,False,False,False,False,False,False,0.93876,0.341902,0.476767,0.223084,0.31314,0.153742,0.1249799999999999,0.496891,0.5962692,0.5,0.5962692,0.153742,net_decay_annual,0.18816,ETF_LS,590.9889118122771,-297.3433367742005,590.9889118122771,-297.3433367742005,590.9889118122771,0.0,-0.0,590.9889118122771,core_leveraged,0.5,1.0,888.3322485864775,590.988911812277,-297.34333677420045,590.988911812277,-297.34333677420045,888.3322485864775,590.988911812277,-297.34333677420045,normal,,888.3322485864776,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.1368683772161605e-13,1.0000000000000002,False,False,False,2026-04-16
ABNG,ABNB,1.991192,101,ols,0.108664,800,0.108664,False,False,17.30699920654297,0.108664,1.0,False,True,False,False,False,False,False,True,False,0.670402,0.222301,0.300782,0.089278,0.142593,0.1136369999999999,0.0339289999999999,0.497798,0.5973576,0.5,0.5973576,0.1136369999999999,net_decay_annual,0.108664,ETF_LS,408.7630459135386,-205.28560074243904,408.7630459135386,-205.28560074243904,408.7630459135386,0.0,-0.0,408.7630459135386,core_leveraged,0.5,1.0,614.0486466559774,408.7630459135385,-205.28560074243896,408.7630459135385,-205.28560074243896,614.0486466559774,408.7630459135385,-205.28560074243896,normal,no_locate,614.0486466559776,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.1368683772161605e-13,1.0000000000000002,False,False,False,2026-04-16
ADBG,ADBE,1.989952,267,ols,0.063623,100000,0.063623,False,False,4.579999923706055,0.063623,1.0,False,True,False,False,False,False,False,False,False,0.605822,0.239892,0.303931,0.090986,0.239892,0.176269,0.176269,0.497488,0.5969856,0.5,0.5969856,0.176269,net_decay_annual,0.063623,ETF_LS,1205.0198756209306,-605.5522322251646,1205.0198756209306,-605.5522322251646,1205.0198756209306,0.0,-0.0,1205.0198756209306,core_leveraged,0.5,1.0,1810.5721078460956,1205.0198756209306,-605.5522322251646,1205.0198756209306,-605.5522322251646,1810.5721078460956,1205.0198756209306,-605.5522322251646,normal,,1810.5721078460956,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
AMDG,AMD,2.002837,306,ols,0.031198,20000,0.031198,False,False,32.88999938964844,0.031198,1.0,False,True,False,False,False,False,False,False,False,1.163933,0.481717,0.580238,0.33811,0.481717,0.450519,0.450519,0.50070925,0.6008511,0.50070925,0.6008511,0.450519,net_decay_annual,0.031198,ETF_LS,7105.899696069248,-3547.917127589139,7105.899696069248,-3547.917127589139,18777.04220179898,0.0,-0.0,18777.04220179898,core_leveraged,0.5,1.0,10653.816823658386,7105.899696069248,-3547.917127589139,7105.899696069248,-3547.917127589139,10653.816823658386,7105.899696069248,-3547.917127589139,normal,,10653.816823658386,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
ARMG,ARM,1.996118,313,ols,0.1569539999999999,75000,0.1569539999999999,False,False,10.630000114440918,0.1569539999999999,1.0,False,True,False,False,False,False,False,False,False,1.041103,0.473747,0.521267,0.270139,0.473747,0.316793,0.316793,0.4990295,0.5988354,0.5,0.5988354,0.316793,net_decay_annual,0.1569539999999999,ETF_LS,3143.123217934114,-1574.6179423932422,3143.123217934114,-1574.6179423932422,3143.123217934114,0.0,-0.0,3143.123217934114,core_leveraged,0.5,1.0,4717.741160327356,3143.1232179341137,-1574.617942393242,3143.1232179341137,-1574.617942393242,4717.741160327356,3143.1232179341137,-1574.617942393242,normal,,4717.741160327357,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,False,False,False,2026-04-16
ASMG,ASML,1.985022,313,ols,0.124682,20000,0.124682,False,False,39.4900016784668,0.124682,1.0,False,True,False,False,False,False,False,False,False,0.773762,0.284482,0.387762,0.146998,0.284482,0.1598,0.1598,0.4962555,0.5955066,0.5,0.5955066,0.1598,net_decay_annual,0.124682,ETF_LS,820.0760005401485,-413.13194540924405,820.0760005401485,-413.13194540924405,4341.966186754169,0.0,-0.0,4341.966186754169,core_leveraged,0.5,1.0,1233.2079459493923,820.0760005401482,-413.131945409244,820.0760005401482,-413.131945409244,1233.2079459493923,820.0760005401482,-413.131945409244,normal,,1233.2079459493923,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2.273736754432321e-13,1.0000000000000002,False,False,False,2026-04-16
AVGG,AVGO,1.998383,228,ols,0.012254,250000,0.012254,False,False,32.91999816894531,0.012254,1.0,False,True,False,False,False,False,False,False,False,0.856163,0.296958,0.427693,0.182478,0.286055,0.284704,0.273801,0.49959575,0.5995149,0.5,0.5995149,0.284704,net_decay_annual,0.012254,ETF_LS,3223.022233836113,-1612.8150779085456,3223.022233836113,-1612.8150779085456,7836.762134130268,0.0,-0.0,7836.762134130268,core_leveraged,0.5,1.0,4835.837311744659,3223.022233836113,-1612.8150779085456,3223.022233836113,-1612.8150779085456,4835.837311744659,3223.022233836113,-1612.8150779085456,normal,,4835.837311744659,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
BAIG,BBAI,2.001435,162,ols,0.173743,60000,0.173743,False,False,3.2699999809265137,0.173743,1.0,False,True,False,False,False,False,False,False,False,1.858446,1.053219,1.02846,1.060008,1.055644,0.8794759999999999,0.881901,0.50035875,0.6004305,0.50035875,0.6004305,0.8794759999999999,net_decay_annual,0.173743,ETF_LS,21623.11690558422,-10803.806721469457,21623.11690558422,-10803.806721469457,21623.11690558422,0.0,-0.0,21623.11690558422,core_leveraged,0.5,1.0,32426.923627053675,21623.11690558422,-10803.806721469457,21623.11690558422,-10803.806721469457,32426.923627053675,21623.11690558422,-10803.806721469457,normal,,32426.923627053675,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
BEG,BE,1.986115,81,ols,0.352188,35000,0.352188,False,False,55.358001708984375,0.352188,1.0,False,False,True,False,False,True,True,False,False,2.186192,1.183936,1.022188,1.023207,1.07487,0.8317480000000002,0.722682,0.49652875,0.5958345,0.5,0.5958345,0.8317480000000002,net_decay_annual,0.352188,ETF_LS,0.0,0.0,0.0,0.0,33470.14514779893,0.0,-0.0,33470.14514779893,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-16
BIDG,BIDU,2.0173,79,ols,0.201929,4000,0.201929,False,False,13.86400032043457,0.201929,1.0,False,True,False,False,False,False,False,False,False,0.983424,0.307964,0.465667,0.222505,0.249296,0.1060349999999999,0.0473669999999999,0.504325,0.60519,0.504325,0.60519,0.1060349999999999,net_decay_annual,0.201929,ETF_LS,187.4231159189404,-92.90790458481158,187.4231159189404,-92.90790458481158,187.4231159189404,0.0,-0.0,187.4231159189404,core_leveraged,0.5,1.0,280.33102050375203,187.42311591894045,-92.9079045848116,187.42311591894045,-92.9079045848116,280.33102050375203,187.42311591894045,-92.9079045848116,normal,,280.331020503752,1.0,0.0,,False,0.0,0.0,haircut,haircut,5.684341886080803e-14,0.9999999999999998,False,False,False,2026-04-16
BLSG,BLSH,2.015265,116,ols,0.029144,2000,0.029144,False,False,6.427999973297119,0.029144,1.0,False,True,False,False,False,False,False,False,False,1.448572,0.677213,0.811275,0.673314,0.675109,0.648069,0.645965,0.50381625,0.6045794999999999,0.50381625,0.6045794999999999,0.648069,net_decay_annual,0.029144,ETF_LS,13536.801527467356,-6717.13225182165,13536.801527467356,-6717.13225182165,13536.801527467356,0.0,-0.0,13536.801527467356,core_leveraged,0.5,1.0,20253.933779289007,13536.801527467356,-6717.13225182165,13536.801527467356,-6717.13225182165,20253.933779289007,13536.801527467356,-6717.13225182165,normal,,20253.933779289007,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
BMNG,BMNR,1.991085,116,ols,0.190699,250000,0.2509197399907331,False,False,1.5199999809265137,0.190699,1.3157894901951928,False,True,False,False,False,False,False,False,False,2.086453,1.401497,1.040932,1.069093,1.222104,1.150577260009267,0.971184260009267,0.49777125,0.5973255,0.5,0.5973255,1.150577260009267,net_decay_annual,0.2509197399907331,ETF_LS,34351.98952072645,-17252.899560152604,34351.98952072645,-17252.899560152604,79581.52155564798,0.0,-0.0,79581.52155564798,core_leveraged,0.5,1.0,51604.88908087906,34351.989520726456,-17252.899560152608,34351.989520726456,-17252.899560152608,51604.88908087906,34351.989520726456,-17252.899560152608,normal,,51604.88908087905,1.0,0.0,,False,0.0,0.0,haircut,haircut,7.275957614183426e-12,1.0,False,False,False,2026-04-16
BOEG,BA,1.992308,209,ols,0.066379,2000,0.066379,False,False,15.163000106811523,0.066379,1.0,False,True,False,False,False,False,False,False,False,0.61415,0.181457,0.306328,0.092757,0.166322,0.115078,0.0999429999999999,0.498077,0.5976924,0.5,0.5976924,0.115078,net_decay_annual,0.066379,ETF_LS,513.1345618958491,-257.55784843299784,513.1345618958491,-257.55784843299784,1227.8506401448142,0.0,-0.0,1227.8506401448142,core_leveraged,0.5,1.0,770.6924103288469,513.1345618958491,-257.55784843299784,513.1345618958491,-257.55784843299784,770.6924103288469,513.1345618958491,-257.55784843299784,normal,,770.6924103288469,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
BULG,BULL,1.976923,170,ols,0.121555,10000,0.1335769192272592,False,False,1.820000052452088,0.121555,1.098901067230959,False,True,False,False,False,False,False,False,False,1.178025,0.652218,0.59304,0.339616,0.550498,0.5186410807727407,0.4169210807727408,0.49423075,0.5930769,0.5,0.5930769,0.5186410807727407,net_decay_annual,0.1335769192272592,ETF_LS,8388.39547078131,-4243.157407132858,8388.39547078131,-4243.157407132858,15346.716992926891,0.0,-0.0,15346.716992926891,core_leveraged,0.5,1.0,12631.552877914168,8388.39547078131,-4243.157407132858,8388.39547078131,-4243.157407132858,12631.552877914168,8388.39547078131,-4243.157407132858,normal,,12631.552877914168,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
CIFG,CIFR,1.99299,84,ols,,0,0.0,False,True,9.43000030517578,,1.0,False,False,False,False,False,False,False,True,False,2.023773,1.145025,1.078258,1.150444,1.148638,1.145025,1.148638,0.4982475,1.0,0.5,1.0,1.145025,net_decay_annual,,ETF_LS,37558.78198979111,-18845.444277086743,37558.78198979111,-18845.444277086743,37558.78198979111,0.0,-0.0,37558.78198979111,core_leveraged,0.5,1.0,56404.22626687786,37558.78198979112,-18845.444277086743,37558.78198979112,-18845.444277086743,56404.22626687786,37558.78198979112,-18845.444277086743,normal,no_locate,56404.22626687785,1.0,0.0,,False,0.0,0.0,haircut,haircut,7.275957614183426e-12,1.0,False,False,False,2026-04-16
CMGG,CMG,1.976369,101,ols,0.056482,200,0.056482,False,False,17.011999130249023,0.056482,1.0,False,True,False,False,False,False,False,True,False,0.668661,0.215649,0.380388,0.139606,0.170084,0.159167,0.113602,0.49409225,0.5929107,0.5,0.5929107,0.159167,net_decay_annual,0.056482,ETF_LS,1013.7531570990064,-512.9371878930535,1013.7531570990064,-512.9371878930535,1013.7531570990064,0.0,-0.0,1013.7531570990064,core_leveraged,0.5,1.0,1526.69034499206,1013.7531570990064,-512.9371878930535,1013.7531570990064,-512.9371878930535,1526.69034499206,1013.7531570990064,-512.9371878930535,normal,no_locate,1526.69034499206,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
CNCG,CNC,2.009381,79,ols,,0,0.0,False,True,12.255000114440918,,1.0,False,False,False,False,False,False,False,True,False,1.007978,0.404632,0.623479,0.394213,0.397479,0.404632,0.397479,0.50234525,1.0,0.50234525,1.0,0.404632,net_decay_annual,,ETF_LS,6062.588384437225,-3017.142286324607,6062.588384437225,-3017.142286324607,6062.588384437225,0.0,-0.0,6062.588384437225,core_leveraged,0.5,1.0,9079.730670761832,6062.588384437225,-3017.142286324607,6062.588384437225,-3017.142286324607,9079.730670761832,6062.588384437225,-3017.142286324607,normal,no_locate,9079.730670761832,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
COIG,COIN,1.996622,271,ols,0.151951,7000,0.151951,False,False,8.5600004196167,0.151951,1.0,False,True,False,False,False,False,False,False,False,1.454172,0.69309,0.728767,0.528413,0.69309,0.541139,0.541139,0.4991555,0.5989865999999999,0.5,0.5989865999999999,0.541139,net_decay_annual,0.151951,ETF_LS,8900.794258123557,-4457.926567033498,8900.794258123557,-4457.926567033498,41674.21207414493,0.0,-0.0,41674.21207414493,core_leveraged,0.5,1.0,13358.720825157056,8900.794258123557,-4457.926567033498,8900.794258123557,-4457.926567033498,13358.720825157056,8900.794258123557,-4457.926567033498,normal,,13358.720825157056,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
CRCG,CRCL,1.98969,170,ols,0.0980829999999999,1800000,0.0980829999999999,False,False,3.200000047683716,0.0980829999999999,1.0,False,True,False,False,False,False,False,False,False,1.954223,1.046052,1.183108,1.378172,1.154123,0.947969,1.05604,0.4974225,0.596907,0.5,0.596907,0.947969,net_decay_annual,0.0980829999999999,ETF_LS,25796.243643148227,-12964.956170633732,25796.243643148227,-12964.956170633732,69649.65053505733,0.0,-0.0,69649.65053505733,core_leveraged,0.5,1.0,38761.19981378196,25796.243643148227,-12964.956170633732,25796.243643148227,-12964.956170633732,38761.19981378196,25796.243643148227,-12964.956170633732,normal,,38761.19981378196,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
CRMG,CRM,1.982564,257,ols,0.112806,200000,0.112806,False,False,5.659999847412109,0.112806,1.0,False,True,False,False,False,False,False,False,False,0.676641,0.253339,0.34085,0.113158,0.253339,0.1405329999999999,0.1405329999999999,0.495641,0.5947692,0.5,0.5947692,0.1405329999999999,net_decay_annual,0.112806,ETF_LS,647.30513067897,-326.49898347744136,647.30513067897,-326.49898347744136,647.30513067897,0.0,-0.0,647.30513067897,core_leveraged,0.5,1.0,973.8041141564116,647.30513067897,-326.49898347744136,647.30513067897,-326.49898347744136,973.8041141564116,647.30513067897,-326.49898347744136,normal,,973.8041141564116,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
CRWG,CRWV,1.996524,170,ols,0.050488,1300000,0.050488,False,False,5.389999866485596,0.050488,1.0,False,True,False,False,False,False,False,False,False,1.957809,0.997792,1.080629,1.161677,1.05112,0.947304,1.000632,0.499131,0.5989572,0.5,0.5989572,0.947304,net_decay_annual,0.050488,ETF_LS,26310.36978368397,-13178.088409497695,26310.36978368397,-13178.088409497695,68835.53318605271,0.0,-0.0,68835.53318605271,core_leveraged,0.5,1.0,39488.45819318167,26310.36978368398,-13178.088409497695,26310.36978368398,-13178.088409497695,39488.45819318167,26310.36978368398,-13178.088409497695,normal,,39488.45819318167,1.0,0.0,,False,0.0,0.0,haircut,haircut,7.275957614183426e-12,0.9999999999999998,False,False,False,2026-04-16
DUOG,DUOL,2.024256,84,ols,0.003648,75000,0.003648,False,False,3.1619999408721924,0.003648,1.0,False,True,False,False,False,False,False,False,False,1.16115,0.435352,0.647472,0.434596,0.434848,0.431704,0.4312,0.506064,0.6072768,0.506064,0.6072768,0.431704,net_decay_annual,0.003648,ETF_LS,6744.200139496321,-3331.6932934847773,6744.200139496321,-3331.6932934847773,6744.200139496321,0.0,-0.0,6744.200139496321,core_leveraged,0.5,1.0,10075.893432981098,6744.200139496321,-3331.6932934847773,6744.200139496321,-3331.6932934847773,10075.893432981098,6744.200139496321,-3331.6932934847773,normal,,10075.893432981098,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
FIGG,FIG,1.999601,125,ols,0.03251,400000,0.0604837182473596,False,False,1.0750000476837158,0.03251,1.8604650337545248,False,True,False,False,False,False,False,False,False,1.387973,0.625394,0.875173,0.765469,0.695987,0.5649102817526404,0.6355032817526405,0.49990025,0.5998802999999999,0.5,0.5998802999999999,0.5649102817526404,net_decay_annual,0.0604837182473596,ETF_LS,10387.95846994581,-5195.015640593204,10387.95846994581,-5195.015640593204,10387.95846994581,0.0,-0.0,10387.95846994581,core_leveraged,0.5,1.0,15582.974110539017,10387.95846994581,-5195.015640593204,10387.95846994581,-5195.015640593204,15582.974110539017,10387.95846994581,-5195.015640593204,normal,,15582.974110539017,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
GEVG,GEV,1.961162,81,ols,0.050137,4000,0.050137,False,False,28.225000381469727,0.050137,1.0,False,True,False,False,False,False,False,False,False,0.914315,0.234546,0.466007,0.204675,0.214276,0.184409,0.1641389999999999,0.4902905,0.5883486,0.5,0.5883486,0.184409,net_decay_annual,0.050137,ETF_LS,1368.679079490284,-697.8919026017658,1368.679079490284,-697.8919026017658,4007.197870934208,0.0,-0.0,4007.197870934208,core_leveraged,0.5,1.0,2066.570982092049,1368.6790794902836,-697.8919026017655,1368.6790794902836,-697.8919026017655,2066.570982092049,1368.6790794902836,-697.8919026017655,normal,,2066.5709820920497,1.0,0.0,,False,0.0,0.0,haircut,haircut,-4.547473508864641e-13,1.0000000000000002,False,False,False,2026-04-16
