ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,reduce_only,keep_open,hard_exit,_plan_date
GLGG,GLXY,1.99844,162,ols,0.411426,15000,0.411426,False,False,7.184999942779541,0.411426,1.0,False,False,True,False,False,True,True,False,False,1.839087,1.05334,0.894093,0.797533,0.96198,0.6419139999999999,0.550554,0.49961,0.599532,0.5,0.599532,0.6419139999999999,net_decay_annual,0.411426,ETF_LS,0.0,0.0,0.0,0.0,25266.40577690265,0.0,-0.0,25266.40577690265,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-16
GRAG,GRAB,1.976614,84,ols,0.374883,10000,0.374883,False,False,7.859000205993652,0.374883,1.0,False,False,True,False,False,True,True,False,False,0.726226,0.277634,0.388704,0.145832,0.189766,-0.097249,-0.185117,0.4941535,0.5929842,0.5,0.5929842,-0.097249,net_decay_annual,0.374883,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-16
HOOG,HOOD,2.006341,267,ols,0.150198,75000,0.150198,False,False,26.489999771118164,0.150198,1.0,False,True,False,False,False,False,False,False,False,1.335852,0.661721,0.667884,0.450321,0.661721,0.511523,0.511523,0.50158525,0.6019023,0.50158525,0.6019023,0.511523,net_decay_annual,0.150198,ETF_LS,8001.0474099605635,-3987.880131024868,8001.0474099605635,-3987.880131024868,29954.036621836945,0.0,-0.0,29954.036621836945,core_leveraged,0.5,1.0,11988.92754098543,8001.0474099605635,-3987.880131024868,8001.0474099605635,-3987.880131024868,11988.92754098543,8001.0474099605635,-3987.880131024868,normal,,11988.92754098543,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
IREG,IREN,1.971282,81,ols,0.12814,8000,0.12814,False,False,18.93000030517578,0.12814,1.0,False,True,False,False,False,False,False,False,False,2.080675,1.149732,0.968168,0.897358,0.978478,1.021592,0.8503379999999999,0.4928205,0.5913845999999999,0.5,0.5913845999999999,1.021592,net_decay_annual,0.12814,ETF_LS,29226.6496735687,-14826.214450072946,29226.6496735687,-14826.214450072946,57365.5142054497,0.0,-0.0,57365.5142054497,core_leveraged,0.5,1.0,44052.86412364164,29226.64967356869,-14826.214450072945,29226.64967356869,-14826.214450072945,44052.86412364164,29226.64967356869,-14826.214450072945,normal,,44052.86412364165,1.0,0.0,,False,0.0,0.0,haircut,haircut,-7.275957614183426e-12,1.0000000000000002,False,False,False,2026-04-16
KLAG,KLAC,2.010459,79,ols,,0,0.0,False,True,28.823999404907227,,1.0,False,False,False,False,False,False,False,True,False,1.140666,0.454245,0.447612,0.203511,0.282114,0.454245,0.282114,0.50261475,1.0,0.50261475,1.0,0.454245,net_decay_annual,,ETF_LS,7421.012288603135,-3691.202998222364,7421.012288603135,-3691.202998222364,7421.012288603135,0.0,-0.0,7421.012288603135,core_leveraged,0.5,1.0,11112.2152868255,7421.012288603136,-3691.202998222365,7421.012288603136,-3691.202998222365,11112.2152868255,7421.012288603136,-3691.202998222365,normal,no_locate,11112.215286825498,1.0,0.0,,False,0.0,0.0,haircut,haircut,1.8189894035458565e-12,1.0,False,False,False,2026-04-16
LACG,LAC,2.008038,84,ols,0.1671869999999999,15000,0.1671869999999999,False,False,9.444000244140623,0.1671869999999999,1.0,False,True,False,False,False,False,False,False,False,1.418913,0.603941,1.286337,1.674667,1.317758,0.436754,1.150571,0.5020095,0.6024113999999999,0.5020095,0.6024113999999999,0.436754,net_decay_annual,0.1671869999999999,ETF_LS,5812.81647750605,-2894.774141478424,5812.81647750605,-2894.774141478424,5812.81647750605,0.0,-0.0,5812.81647750605,core_leveraged,0.5,1.0,8707.590618984474,5812.81647750605,-2894.774141478424,5812.81647750605,-2894.774141478424,8707.590618984474,5812.81647750605,-2894.774141478424,normal,,8707.590618984474,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
MPG,MP,1.98734,116,ols,0.184837,900,0.184837,False,False,7.63700008392334,0.184837,1.0,False,True,False,False,False,False,False,True,False,1.4713,0.68453,0.972374,0.927632,0.815728,0.4996929999999999,0.630891,0.496835,0.596202,0.5,0.596202,0.4996929999999999,net_decay_annual,0.184837,ETF_LS,7434.995427418593,-3741.179379179503,7434.995427418593,-3741.179379179503,7434.995427418593,0.0,-0.0,7434.995427418593,core_leveraged,0.5,1.0,11176.174806598094,7434.995427418592,-3741.179379179502,7434.995427418592,-3741.179379179502,11176.174806598094,7434.995427418592,-3741.179379179502,normal,no_locate,11176.174806598096,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1.8189894035458565e-12,1.0000000000000002,False,False,False,2026-04-16
NBIG,NBIS,2.009094,116,ols,,0,0.0,False,True,18.209999084472656,,1.0,False,False,False,False,False,False,False,True,False,1.970653,1.124245,1.014165,1.042603,1.080184,1.124245,1.080184,0.5022735,1.0,0.5022735,1.0,1.124245,net_decay_annual,,ETF_LS,36252.27684178041,-18044.091934862383,36252.27684178041,-18044.091934862383,82094.61126261027,0.0,-0.0,82094.61126261027,core_leveraged,0.5,1.0,54296.3687766428,36252.27684178041,-18044.091934862383,36252.27684178041,-18044.091934862383,54296.3687766428,36252.27684178041,-18044.091934862383,normal,no_locate,54296.3687766428,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
NEMG,NEM,1.985227,101,ols,0.051474,500,0.051474,False,False,21.6200008392334,0.051474,1.0,False,True,False,False,False,False,False,True,False,1.002687,0.338835,0.445268,0.193892,0.251984,0.287361,0.20051,0.49630675,0.5955681,0.5,0.5955681,0.287361,net_decay_annual,0.051474,ETF_LS,3089.710701284796,-1556.3513398139337,3089.710701284796,-1556.3513398139337,3089.710701284796,0.0,-0.0,3089.710701284796,core_leveraged,0.5,1.0,4646.0620410987285,3089.7107012847955,-1556.3513398139332,3089.7107012847955,-1556.3513398139332,4646.0620410987285,3089.7107012847955,-1556.3513398139332,normal,no_locate,4646.062041098729,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,False,False,False,2026-04-16
NETG,NET,2.002162,101,ols,0.269309,8000,0.269309,False,False,9.774999618530272,0.269309,1.0,False,True,False,False,False,False,False,False,False,1.255628,0.54494,0.51943,0.270683,0.380603,0.2756309999999999,0.111294,0.5005405,0.6006486000000001,0.5005405,0.6006486000000001,0.2756309999999999,net_decay_annual,0.269309,ETF_LS,1899.6556116169525,-948.8021506835872,1899.6556116169525,-948.8021506835872,1899.6556116169525,0.0,-0.0,1899.6556116169525,core_leveraged,0.5,1.0,2848.45776230054,1899.6556116169525,-948.8021506835872,1899.6556116169525,-948.8021506835872,2848.45776230054,1899.6556116169525,-948.8021506835872,normal,,2848.45776230054,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
NIOG,NIO,1.959281,79,ols,0.128615,3000,0.128615,False,False,22.628999710083008,0.128615,1.0,False,True,False,False,False,False,False,False,False,1.194841,0.410017,0.614619,0.354997,0.372245,0.281402,0.2436299999999999,0.48982025,0.5877843,0.5,0.5877843,0.281402,net_decay_annual,0.128615,ETF_LS,2623.9676238307884,-1339.250277949303,2623.9676238307884,-1339.250277949303,2623.9676238307884,0.0,-0.0,2623.9676238307884,core_leveraged,0.5,1.0,3963.2179017800913,2623.9676238307884,-1339.250277949303,2623.9676238307884,-1339.250277949303,3963.2179017800913,2623.9676238307884,-1339.250277949303,normal,,3963.2179017800913,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
NUG,NU,1.983498,101,ols,,0,0.0,False,True,12.529999732971191,,1.0,False,False,False,False,False,False,False,True,False,0.803086,0.286833,0.376677,0.138393,0.197887,0.286833,0.197887,0.4958745,1.0,0.5,1.0,0.286833,net_decay_annual,,ETF_LS,3338.08531668367,-1682.928501406944,3338.08531668367,-1682.928501406944,3338.08531668367,0.0,-0.0,3338.08531668367,core_leveraged,0.5,1.0,5021.013818090613,3338.0853166836696,-1682.9285014069435,3338.0853166836696,-1682.9285014069435,5021.013818090613,3338.0853166836696,-1682.9285014069435,normal,no_locate,5021.013818090614,1.0,0.0,,False,0.0,0.0,haircut,haircut,-9.094947017729282e-13,1.0000000000000002,False,False,False,2026-04-16
NVDG,NVDA,1.969647,332,ols,0.025541,100000,0.025541,False,False,17.860000610351562,0.025541,1.0,False,True,False,False,False,False,False,False,False,0.689408,0.329039,0.348166,0.115756,0.329039,0.303498,0.303498,0.49241175,0.5908941,0.5,0.5908941,0.303498,net_decay_annual,0.025541,ETF_LS,3560.564173290502,-1807.7169022116664,3560.564173290502,-1807.7169022116664,17352.679454695524,0.0,-0.0,17352.679454695524,core_leveraged,0.5,1.0,5368.281075502168,3560.564173290502,-1807.7169022116664,3560.564173290502,-1807.7169022116664,5368.281075502168,3560.564173290502,-1807.7169022116664,normal,,5368.281075502168,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
OKTG,OKTA,1.997311,101,ols,0.09997,200,0.09997,False,False,8.116999626159668,0.09997,1.0,False,True,False,False,False,False,False,True,False,1.03404,0.41643,0.44187,0.194462,0.283425,0.31646,0.1834549999999999,0.49932775,0.5991933,0.5,0.5991933,0.31646,net_decay_annual,0.09997,ETF_LS,3242.4345280649186,-1623.3999252319336,3242.4345280649186,-1623.3999252319336,3242.4345280649186,0.0,-0.0,3242.4345280649186,core_leveraged,0.5,1.0,5137.037754142081,3423.155626414234,-1713.882127727847,3423.155626414234,-1713.882127727847,5137.037754142081,3423.155626414234,-1713.882127727847,normal,no_locate,4865.834453296852,1.0,0.0,,False,0.0,0.0,haircut,shares_available,271.203300845229,0.9472062862246724,False,False,False,2026-04-16
OPEG,OPEN,2.002658,84,ols,0.137843,7000,0.137843,False,False,5.425000190734863,0.137843,1.0,False,True,False,False,False,False,False,False,False,1.563043,0.753271,1.650325,2.734441,2.074051,0.6154280000000001,1.936208,0.5006645,0.6007973999999999,0.5006645,0.6007973999999999,0.6154280000000001,net_decay_annual,0.137843,ETF_LS,11433.402903793916,-5709.114039338678,11433.402903793916,-5709.114039338678,25429.2401016832,0.0,-0.0,25429.2401016832,core_leveraged,0.5,1.0,17142.516943132596,11433.402903793916,-5709.114039338678,11433.402903793916,-5709.114039338678,17142.516943132596,11433.402903793916,-5709.114039338678,normal,,17142.516943132596,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
OSCG,OSCR,1.991171,109,ols,0.403307,30000,0.403307,False,False,8.984000205993652,0.403307,1.0,False,False,True,False,False,True,True,False,False,1.502751,0.703608,0.813172,0.652517,0.674616,0.300301,0.2713089999999999,0.49779275,0.5973513,0.5,0.5973513,0.300301,net_decay_annual,0.403307,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-16
PANG,PANW,1.997094,267,ols,0.061598,10000,0.061598,False,False,7.998000144958496,0.061598,1.0,False,True,False,False,False,False,False,False,False,0.692446,0.270196,0.346694,0.119673,0.270196,0.208598,0.208598,0.4992735,0.5991282,0.5,0.5991282,0.208598,net_decay_annual,0.061598,ETF_LS,1666.9405656016158,-834.6830773121425,1666.9405656016158,-834.6830773121425,4264.146540960364,0.0,-0.0,4264.146540960364,core_leveraged,0.5,1.0,2501.6236429137584,1666.9405656016158,-834.6830773121425,1666.9405656016158,-834.6830773121425,2501.6236429137584,1666.9405656016158,-834.6830773121425,normal,,2501.6236429137584,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
PLTG,PLTR,1.994629,243,ols,0.116132,45000,0.116132,False,False,14.65999984741211,0.116132,1.0,False,True,False,False,False,False,False,False,False,1.051111,0.42588,0.538703,0.287867,0.420951,0.3097479999999999,0.304819,0.49865725,0.5983887,0.5,0.5983887,0.3097479999999999,net_decay_annual,0.116132,ETF_LS,3207.0197238625838,-1607.8276831744568,3207.0197238625838,-1607.8276831744568,21191.8465212748,0.0,-0.0,21191.8465212748,core_leveraged,0.5,1.0,4814.847407037039,3207.0197238625838,-1607.8276831744568,3207.0197238625838,-1607.8276831744568,4814.847407037039,3207.0197238625838,-1607.8276831744568,normal,,4814.847407037039,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
PYPG,PYPL,1.994983,257,ols,0.083262,350000,0.083262,False,False,7.052000045776367,0.083262,1.0,False,True,False,False,False,False,False,False,False,0.769521,0.310729,0.385784,0.147711,0.310729,0.2274669999999999,0.2274669999999999,0.49874575,0.5984948999999999,0.5,0.5984948999999999,0.2274669999999999,net_decay_annual,0.083262,ETF_LS,1876.170105736396,-940.444157036123,1876.170105736396,-940.444157036123,1876.170105736396,0.0,-0.0,1876.170105736396,core_leveraged,0.5,1.0,2816.6142627725185,1876.1701057363955,-940.4441570361228,1876.1701057363955,-940.4441570361228,2816.6142627725185,1876.1701057363955,-940.4441570361228,normal,,2816.614262772519,1.0,0.0,,False,0.0,0.0,haircut,haircut,-4.547473508864641e-13,1.0000000000000002,False,False,False,2026-04-16
SATG,SATS,1.994222,81,ols,0.1766839999999999,75000,0.1766839999999999,False,False,20.63999938964844,0.1766839999999999,1.0,False,True,False,False,False,False,False,False,False,1.120239,0.439267,1.096117,1.191079,0.949425,0.262583,0.772741,0.4985555,0.5982666,0.5,0.5982666,0.262583,net_decay_annual,0.1766839999999999,ETF_LS,2067.3191914547297,-1036.6544905505657,2067.3191914547297,-1036.6544905505657,2067.3191914547297,0.0,-0.0,2067.3191914547297,core_leveraged,0.5,1.0,3103.973682005295,2067.3191914547297,-1036.6544905505657,2067.3191914547297,-1036.6544905505657,3103.973682005295,2067.3191914547297,-1036.6544905505657,normal,,3103.973682005295,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
SBU,SBUX,2.000286,101,ols,0.100792,1000,0.100792,False,False,18.85099983215332,0.100792,1.0,False,True,False,False,False,False,False,False,False,0.60662,0.197724,0.296929,0.088205,0.1321,0.096932,0.0313079999999999,0.5000715,0.6000858,0.5000715,0.6000858,0.096932,net_decay_annual,0.100792,ETF_LS,294.20055875105686,-147.07924704320124,294.20055875105686,-147.07924704320124,294.20055875105686,0.0,-0.0,294.20055875105686,core_leveraged,0.5,1.0,441.27980579425815,294.20055875105686,-147.07924704320124,294.20055875105686,-147.07924704320124,441.27980579425815,294.20055875105686,-147.07924704320124,normal,,441.2798057942581,1.0,0.0,,False,0.0,0.0,haircut,haircut,5.684341886080803e-14,1.0,False,False,False,2026-04-16
SNAG,SNAP,1.978827,79,ols,0.0348329999999999,2000,0.0348329999999999,False,False,8.125,0.0348329999999999,1.0,False,True,False,False,False,False,False,False,False,1.280523,0.552235,0.570229,0.314907,0.389307,0.517402,0.354474,0.49470675,0.5936480999999999,0.5,0.5936480999999999,0.517402,net_decay_annual,0.0348329999999999,ETF_LS,9106.881141123418,-4602.161351711604,9106.881141123418,-4602.161351711604,9106.881141123418,0.0,-0.0,9106.881141123418,core_leveraged,0.5,1.0,13709.04249283502,9106.881141123418,-4602.161351711604,9106.881141123418,-4602.161351711604,13709.04249283502,9106.881141123418,-4602.161351711604,normal,,13709.04249283502,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
SPOG,SPOT,1.972524,101,ols,0.098384,600,0.098384,False,False,9.02400016784668,0.098384,1.0,False,True,False,False,False,False,False,True,False,0.979238,0.366513,0.433589,0.180322,0.254946,0.2681289999999999,0.156562,0.493131,0.5917572,0.5,0.5917572,0.2681289999999999,net_decay_annual,0.098384,ETF_LS,2512.584504441832,-1273.7916012387336,2512.584504441832,-1273.7916012387336,2512.584504441832,0.0,-0.0,2512.584504441832,core_leveraged,0.5,1.0,3786.376105680566,2512.5845044418325,-1273.7916012387338,2512.5845044418325,-1273.7916012387338,3786.376105680566,2512.5845044418325,-1273.7916012387338,normal,no_locate,3786.3761056805656,1.0,0.0,,False,0.0,0.0,haircut,haircut,4.547473508864641e-13,1.0,False,False,False,2026-04-16
TERG,TER,1.994575,101,ols,0.159858,2000,0.159858,False,False,56.233001708984375,0.159858,1.0,False,True,False,False,False,False,False,False,False,1.245302,0.489383,0.581815,0.335759,0.397331,0.329525,0.237473,0.49864375,0.5983725,0.5,0.5983725,0.329525,net_decay_annual,0.159858,ETF_LS,3385.9886234857354,-1697.5990491637244,3385.9886234857354,-1697.5990491637244,3385.9886234857354,0.0,-0.0,3385.9886234857354,core_leveraged,0.5,1.0,5083.58767264946,3385.9886234857354,-1697.5990491637244,3385.9886234857354,-1697.5990491637244,5083.58767264946,3385.9886234857354,-1697.5990491637244,normal,,5083.58767264946,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
TSLG,TSLA,1.991831,332,ols,0.079134,200000,0.079134,False,False,6.559999942779541,0.079134,1.0,False,True,False,False,False,False,False,False,False,0.977705,0.469935,0.490768,0.23791,0.469935,0.390801,0.390801,0.49795775,0.5975493,0.5,0.5975493,0.390801,net_decay_annual,0.079134,ETF_LS,5227.939400487419,-2624.690247559868,5227.939400487419,-2624.690247559868,27084.55662465532,0.0,-0.0,27084.55662465532,core_leveraged,0.5,1.0,7852.629648047288,5227.939400487419,-2624.690247559868,5227.939400487419,-2624.690247559868,7852.629648047288,5227.939400487419,-2624.690247559868,normal,,7852.629648047288,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
TSMG,TSM,1.983287,313,ols,0.051712,20000,0.051712,False,False,33.83300018310547,0.051712,1.0,False,True,False,False,False,False,False,False,False,0.700938,0.282065,0.349422,0.119052,0.282065,0.230353,0.230353,0.49582175,0.5949861,0.5,0.5949861,0.230353,net_decay_annual,0.051712,ETF_LS,2055.688155417428,-1036.5056370648465,2055.688155417428,-1036.5056370648465,4308.907910362331,0.0,-0.0,4308.907910362331,core_leveraged,0.5,1.0,3092.1937924822746,2055.688155417428,-1036.5056370648465,2055.688155417428,-1036.5056370648465,3092.1937924822746,2055.688155417428,-1036.5056370648465,normal,,3092.1937924822746,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
UNHG,UNH,1.995552,184,ols,0.121906,30000,0.121906,False,False,13.539999961853027,0.121906,1.0,False,True,False,False,False,False,False,False,False,0.860096,0.330606,0.513165,0.261584,0.311981,0.2087,0.190075,0.498888,0.5986656,0.5,0.5986656,0.2087,net_decay_annual,0.121906,ETF_LS,1447.9110541527768,-725.5691929615348,1447.9110541527768,-725.5691929615348,1447.9110541527768,0.0,-0.0,1447.9110541527768,core_leveraged,0.5,1.0,2173.480247114312,1447.9110541527768,-725.5691929615348,1447.9110541527768,-725.5691929615348,2173.480247114312,1447.9110541527768,-725.5691929615348,normal,,2173.480247114312,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
UPSG,UPS,1.984473,84,ols,,0,0.0,False,True,15.685999870300291,,1.0,False,False,False,False,False,False,False,True,False,0.502498,0.168072,0.274681,0.073701,0.105158,0.168072,0.105158,0.49611825,1.0,0.5,1.0,0.168072,net_decay_annual,,ETF_LS,1309.7090501840307,-659.9782663629239,1309.7090501840307,-659.9782663629239,1309.7090501840307,0.0,-0.0,1309.7090501840307,core_leveraged,0.5,1.0,1969.687316546955,1309.7090501840307,-659.9782663629239,1309.7090501840307,-659.9782663629239,1969.687316546955,1309.7090501840307,-659.9782663629239,normal,no_locate,1969.687316546955,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
VALG,VALE,1.976994,79,ols,,0,0.0,False,True,26.045000076293945,,1.0,False,False,False,False,False,False,False,True,False,0.779493,0.251003,0.30219,0.088192,0.139232,0.251003,0.139232,0.4942485,1.0,0.5,1.0,0.251003,net_decay_annual,,ETF_LS,2646.523562409676,-1338.660391690453,2646.523562409676,-1338.660391690453,2646.523562409676,0.0,-0.0,2646.523562409676,core_leveraged,0.5,1.0,3985.183954100129,2646.523562409676,-1338.660391690453,2646.523562409676,-1338.660391690453,3985.183954100129,2646.523562409676,-1338.660391690453,normal,no_locate,3985.1839541001286,1.0,0.0,,False,0.0,0.0,haircut,haircut,4.547473508864641e-13,1.0,False,False,False,2026-04-16
XYZG,XYZ,1.999665,257,ols,0.007074,15000,0.007074,False,False,14.041999816894531,0.007074,1.0,False,True,False,False,False,False,False,False,False,1.026084,0.437328,0.513116,0.263156,0.437328,0.4302539999999999,0.4302539999999999,0.49991625,0.5998995,0.5,0.5998995,0.4302539999999999,net_decay_annual,0.007074,ETF_LS,6715.356497611056,-3358.2407541318444,6715.356497611056,-3358.2407541318444,6715.356497611056,0.0,-0.0,6715.356497611056,core_leveraged,0.5,1.0,10073.597251742902,6715.356497611057,-3358.2407541318453,6715.356497611057,-3358.2407541318453,10073.597251742902,6715.356497611057,-3358.2407541318453,normal,,10073.5972517429,1.0,0.0,,False,0.0,0.0,haircut,haircut,1.8189894035458565e-12,0.9999999999999998,False,False,False,2026-04-16
CRCA,CRCL,1.982212,172,ols,0.142255,550000,0.142255,False,False,48.52000045776367,0.142255,1.0,False,True,False,False,False,False,False,False,False,1.937877,1.113638,1.183108,1.362618,1.192679,0.971383,1.050424,0.495553,0.5946636,0.5,0.5946636,0.971383,net_decay_annual,0.142255,ETF_LS,26445.346226280384,-13341.330910256009,26445.346226280384,-13341.330910256009,69649.65053505733,0.0,-0.0,69649.65053505733,core_leveraged,0.5,1.0,39786.67713653639,26445.346226280384,-13341.330910256009,26445.346226280384,-13341.330910256009,39786.67713653639,26445.346226280384,-13341.330910256009,normal,,39786.67713653639,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
NVDB,NVDA,1.995968,149,ols,0.1127239999999999,60000,0.1127239999999999,False,False,29.57999992370605,0.1127239999999999,1.0,False,True,False,False,False,False,False,False,False,0.713026,0.250893,0.348166,0.120487,0.197592,0.138169,0.084868,0.498992,0.5987904,0.5,0.5987904,0.138169,net_decay_annual,0.1127239999999999,ETF_LS,622.1137453932546,-311.6852301205504,622.1137453932546,-311.6852301205504,17352.679454695524,0.0,-0.0,17352.679454695524,core_leveraged,0.5,1.0,933.798975513805,622.1137453932546,-311.6852301205504,622.1137453932546,-311.6852301205504,933.798975513805,622.1137453932546,-311.6852301205504,normal,,933.798975513805,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
PLTA,PLTR,1.992079,149,ols,0.092849,15000,0.092849,False,False,15.869999885559082,0.092849,1.0,False,True,False,False,False,False,False,False,False,1.039339,0.409734,0.538703,0.286762,0.359472,0.316885,0.266623,0.49801975,0.5976237,0.5,0.5976237,0.316885,net_decay_annual,0.092849,ETF_LS,3472.396109359074,-1743.1016086003992,3472.396109359074,-1743.1016086003992,21191.8465212748,0.0,-0.0,21191.8465212748,core_leveraged,0.5,1.0,5215.497717959473,3472.396109359074,-1743.1016086003992,3472.396109359074,-1743.1016086003992,5215.497717959473,3472.396109359074,-1743.1016086003992,normal,,5215.497717959473,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
TSLI,TSLA,1.984793,149,ols,0.04289,15000,0.04289,False,False,24.790000915527344,0.04289,1.0,False,True,False,False,False,False,False,False,False,0.887082,0.306792,0.490768,0.235387,0.277607,0.263902,0.234717,0.49619825,0.5954379,0.5,0.5954379,0.263902,net_decay_annual,0.04289,ETF_LS,2682.432601208706,-1351.4923728614046,2682.432601208706,-1351.4923728614046,27084.55662465532,0.0,-0.0,27084.55662465532,core_leveraged,0.5,1.0,4033.9249740701102,2682.432601208706,-1351.4923728614046,2682.432601208706,-1351.4923728614046,4033.9249740701102,2682.432601208706,-1351.4923728614046,normal,,4033.9249740701102,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
COIA,COIN,2.002258,149,ols,0.0988599999999999,30000,0.0988599999999999,False,False,6.710000038146973,0.0988599999999999,1.0,False,True,False,False,False,False,False,False,False,1.437354,0.705532,0.728767,0.532902,0.634973,0.6066720000000001,0.5361130000000001,0.5005645,0.6006773999999999,0.5005645,0.6006773999999999,0.6066720000000001,net_decay_annual,0.0988599999999999,ETF_LS,11468.466688121924,-5727.766695461785,11468.466688121924,-5727.766695461785,41674.21207414493,0.0,-0.0,41674.21207414493,core_leveraged,0.5,1.0,17196.23338358371,11468.466688121924,-5727.766695461785,11468.466688121924,-5727.766695461785,17196.23338358371,11468.466688121924,-5727.766695461785,normal,,17196.23338358371,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
BITU,IBIT,1.992415,500,ols,0.054548,250000,0.054548,False,False,14.140000343322754,0.054548,1.0,False,True,False,False,False,False,False,False,False,0.866167,0.401587,0.435031,0.187104,0.401587,0.347039,0.347039,0.49810375,0.5977245,0.5,0.5977245,0.347039,net_decay_annual,0.054548,ETF_LS,4335.425911986866,-2175.9653044104093,4335.425911986866,-2175.9653044104093,15138.481673552767,0.0,-0.0,15138.481673552767,core_leveraged,0.5,1.0,6511.391216397276,4335.425911986867,-2175.9653044104098,4335.425911986867,-2175.9653044104098,6511.391216397276,4335.425911986867,-2175.9653044104098,normal,,6511.391216397275,1.0,0.0,,False,0.0,0.0,haircut,haircut,9.094947017729282e-13,1.0,False,False,False,2026-04-16
ETHT,ETHA,1.991545,433,ols,0.090794,55000,0.090794,False,False,19.030000686645508,0.090794,1.0,False,True,False,False,False,False,False,False,False,1.449678,0.758199,0.72793,0.523181,0.758199,0.6674049999999999,0.6674049999999999,0.49788625,0.5974634999999999,0.5,0.5974634999999999,0.6674049999999999,net_decay_annual,0.090794,ETF_LS,13749.910347489167,-6904.142435892319,13749.910347489167,-6904.142435892319,47466.02003741235,0.0,-0.0,47466.02003741235,core_leveraged,0.5,1.0,20654.052783381485,13749.910347489167,-6904.142435892319,13749.910347489167,-6904.142435892319,20654.052783381485,13749.910347489167,-6904.142435892319,normal,,20654.052783381485,1.0,0.0,,False,0.0,0.0,haircut,haircut,0.0,1.0,False,False,False,2026-04-16
