ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,reduce_only,keep_open,hard_exit,_plan_date
SMUP,SMR,2.058555,161,ols,0.1236299999999999,-0.08723,0.21086,650000,0.21086,False,False,False,True,False,False,False,True,False,False,False,False,2.321525,4.714372,1.17351,1.500443,3.553787,4.503512,3.342927,0.51463875,0.6175665,0.51463875,0.6175665,4.503512,net_decay_annual,0.21086,ETF_LS,246779.8605223708,-119880.1394776291,246779.8605223708,-119880.1394776291,246779.8605223708,0.0,-0.0,246779.8605223708,core_leveraged,0.5,1.0,366660.0,246779.86052237084,-119880.13947762913,246779.86052237084,-119880.13947762913,366660.0,246779.86052237084,-119880.13947762913,normal,,366659.9999999999,1.0,0.0,,False,0.0,0.0,pair_cap,pair_cap,5.820766091346741e-11,1.0,False,False,False,2026-03-18
GLXU,GLXY,2.011201,152,ols,0.098971,-0.062571,0.161542,80000,0.161542,False,False,False,True,False,False,False,True,False,False,False,False,1.863047,1.073967,0.902346,0.82796,0.976345,0.9124249999999998,0.8148029999999999,0.50280025,0.6033603,0.50280025,0.6033603,0.9124249999999998,net_decay_annual,0.161542,ETF_LS,47784.86418599699,-23759.36775389282,47784.86418599699,-23759.36775389282,47784.86418599699,0.0,-0.0,47784.86418599699,core_leveraged,0.5,1.0,69271.43753373416,46266.84981815683,-23004.587715577327,46266.84981815683,-23004.587715577327,69271.43753373416,46266.84981815683,-23004.587715577327,normal,,71544.23193988981,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2272.794406155648,1.0328099789332197,False,False,False,2026-03-18
KTUP,KTOS,2.022324,126,ols,0.165355,-0.128955,0.29431,7000,0.29431,False,False,False,True,False,False,False,True,False,False,False,False,1.516471,0.759566,0.548472,0.31097,0.535268,0.4652559999999999,0.2409579999999999,0.505581,0.6066971999999999,0.505581,0.6066971999999999,0.4652559999999999,net_decay_annual,0.29431,ETF_LS,11748.343999895253,-5809.328277711808,11748.343999895253,-5809.328277711808,11748.343999895253,0.0,-0.0,11748.343999895253,core_leveraged,0.5,1.0,16999.905728779104,11375.126344179998,-5624.779384599105,11375.126344179998,-5624.779384599105,16999.905728779104,11375.126344179998,-5624.779384599105,normal,,17557.67227760706,1.0,0.0,,False,0.0,0.0,haircut,haircut,-557.7665488279563,1.0328099789332192,False,False,False,2026-03-18
TTDU,TTD,1.99762,125,ols,0.2107359999999999,-0.174336,0.3850719999999999,18,0.3850719999999999,False,False,False,False,True,False,False,False,True,True,True,False,1.020874,0.516442,0.619759,0.382731,0.449056,0.13137,0.063984,0.499405,0.599286,0.5,0.599286,0.13137,net_decay_annual,0.3850719999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,251.8567718508387,167.83785956347782,-84.01891228736088,167.83785956347782,-84.01891228736088,251.8567718508387,167.83785956347782,-84.01891228736088,reduce_only,no_locate,0.0,,,,False,0.0,0.0,haircut,none,251.8567718508387,0.0,True,False,False,2026-03-18
SBTU,SBET,2.025065,101,ols,0.040778,-0.004378,0.045156,30000,0.045156,False,False,False,True,False,False,False,True,False,False,False,False,1.770091,0.853499,0.874091,0.793001,0.817248,0.808343,0.772092,0.50626625,0.6075195,0.50626625,0.6075195,0.808343,net_decay_annual,0.045156,ETF_LS,40710.51005920286,-20103.31029335002,40710.51005920286,-20103.31029335002,40710.51005920286,0.0,-0.0,40710.51005920286,core_leveraged,0.5,1.0,58881.90624897618,39417.231523317,-19464.674725659177,39417.231523317,-19464.674725659177,58881.90624897618,39417.231523317,-19464.674725659177,normal,,60813.82035255289,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1931.9141035767095,1.0328099789332197,False,False,False,2026-03-18
SOLX,GSOL,1.98261,71,ols,0.064926,-0.028526,0.093452,400,0.093452,False,False,False,True,False,False,False,True,False,False,True,False,1.628082,0.819354,1.133423,1.251332,1.129624,0.725902,1.036172,0.4956525,0.594783,0.5,0.594783,0.725902,net_decay_annual,0.093452,ETF_LS,32931.69451373666,-16610.273585695955,32931.69451373666,-16610.273585695955,32931.69451373666,0.0,-0.0,32931.69451373666,core_leveraged,0.5,1.0,47968.13461330428,31885.530916104748,-16082.603697199524,31885.530916104748,-16082.603697199524,47968.13461330428,31885.530916104748,-16082.603697199524,normal,no_locate,49541.96809943262,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1573.8334861283438,1.0328099789332197,False,False,False,2026-03-18
XRPK,XRPZ,1.960962,71,ols,0.10511,-0.06871,0.17382,500,0.17382,False,False,False,True,False,False,False,True,False,False,True,False,1.731383,1.101827,0.870842,0.714536,0.823654,0.928007,0.649834,0.4902405,0.5882886,0.5,0.5882886,0.928007,net_decay_annual,0.17382,ETF_LS,49508.33418076834,-25246.962552445348,49508.33418076834,-25246.962552445348,210071.86036881467,0.0,-0.0,210071.86036881467,core_leveraged,0.5,1.0,72380.49424195901,47935.5691662711,-24444.9250756879,47935.5691662711,-24444.9250756879,72380.49424195901,47935.5691662711,-24444.9250756879,normal,no_locate,74755.29673321369,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2374.8024912546825,1.0328099789332197,False,False,False,2026-03-18
XRPT,XRPZ,2.018557,77,ols,0.082037,-0.045637,0.127674,7000,0.127674,False,False,False,True,False,False,False,True,False,False,False,False,1.627322,0.966429,0.870842,0.779606,0.836691,0.8387549999999999,0.709017,0.50463925,0.6055670999999999,0.50463925,0.6055670999999999,0.8387549999999999,net_decay_annual,0.127674,ETF_LS,41645.06270635431,-20631.10563950105,41645.06270635431,-20631.10563950105,210071.86036881467,0.0,-0.0,210071.86036881467,core_leveraged,0.5,1.0,60297.79883631631,40322.09559920125,-19975.703237115056,40322.09559920125,-19975.703237115056,60297.79883631631,40322.09559920125,-19975.703237115056,normal,,62276.16834585535,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1978.369509539043,1.0328099789332197,False,False,False,2026-03-18
GMEU,GME,1.966317,225,ols,0.214952,-0.178552,0.3935039999999999,15000,0.3935039999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.897967,0.607729,0.449953,0.192343,0.563223,0.214225,0.169719,0.49157925,0.5898951,0.5,0.5898951,0.214225,net_decay_annual,0.3935039999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
APLX,APLD,1.994434,131,ols,0.143979,-0.107579,0.251558,20000,0.251558,False,False,False,True,False,False,False,True,False,False,False,False,2.179112,1.326309,1.320799,1.729972,1.520131,1.074751,1.268573,0.4986085,0.5983302,0.5,0.5983302,1.074751,net_decay_annual,0.251558,ETF_LS,62205.67479079247,-31189.63815839104,62205.67479079247,-31189.63815839104,62205.67479079247,0.0,-0.0,62205.67479079247,core_leveraged,0.5,1.0,90428.36035109837,60229.54469809069,-30198.81565300767,60229.54469809069,-30198.81565300767,90428.36035109837,60229.54469809069,-30198.81565300767,normal,,93395.3129491835,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2966.952598085132,1.0328099789332197,False,False,False,2026-03-18
APPX,APP,1.984498,224,ols,0.0577569999999999,-0.021357,0.0791139999999999,200000,0.0791139999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.419616,0.655263,0.816039,0.650515,0.654735,0.576149,0.5756209999999999,0.4961245,0.5953494,0.5,0.5953494,0.576149,net_decay_annual,0.0791139999999999,ETF_LS,21885.50123901561,-11028.23043359863,21885.50123901561,-11028.23043359863,21885.50123901561,0.0,-0.0,21885.50123901561,core_leveraged,0.5,1.0,31868.13871280617,21190.249596175443,-10677.889116630726,21190.249596175443,-10677.889116630726,31868.13871280617,21190.249596175443,-10677.889116630726,normal,,32913.731672614245,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1045.5929598080766,1.0328099789332192,False,False,False,2026-03-18
ARCX,ACHR,1.987923,193,ols,0.146916,-0.110516,0.257432,15000,0.257432,False,False,False,True,False,False,False,True,False,False,False,False,1.466518,0.681172,0.871592,0.745966,0.696342,0.42374,0.43891,0.49698075,0.5963769,0.5,0.5963769,0.42374,net_decay_annual,0.257432,ETF_LS,10178.458452163442,-5120.147235161242,10178.458452163442,-5120.147235161242,10178.458452163442,0.0,-0.0,10178.458452163442,core_leveraged,0.5,1.0,14812.604447457494,9855.112421238113,-4957.492026219381,9855.112421238113,-4957.492026219381,14812.604447457494,9855.112421238113,-4957.492026219381,normal,,15298.605687324683,1.0,0.0,,False,0.0,0.0,haircut,haircut,-486.00123986719154,1.0328099789332192,False,False,False,2026-03-18
ASTX,ASTS,1.989978,172,ols,0.113664,-0.077264,0.190928,10000,0.190928,False,False,False,True,False,False,False,True,False,False,False,False,2.063517,1.196272,1.293923,1.649152,1.340043,1.005344,1.149115,0.4974945,0.5969934,0.5,0.5969934,1.005344,net_decay_annual,0.190928,ETF_LS,56539.73883430508,-28412.24316766571,56539.73883430508,-28412.24316766571,56539.73883430508,0.0,-0.0,56539.73883430508,core_leveraged,0.5,1.0,82253.2544560781,54743.60239306021,-27509.65206301789,54743.60239306021,-27509.65206301789,82253.2544560781,54743.60239306021,-27509.65206301789,normal,,84951.98200197078,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2698.727545892689,1.0328099789332197,False,False,False,2026-03-18
BEX,BE,1.976089,84,ols,0.116181,-0.079781,0.195962,55000,0.195962,False,False,False,True,False,False,False,True,False,False,False,False,2.108755,1.119958,0.981137,0.928379,0.992239,0.923996,0.7962769999999999,0.49402225,0.5928266999999999,0.5,0.5928266999999999,0.923996,net_decay_annual,0.195962,ETF_LS,48423.09433145909,-24504.5108451386,48423.09433145909,-24504.5108451386,48423.09433145909,0.0,-0.0,48423.09433145909,core_leveraged,0.5,1.0,70610.86420942987,46884.80487134224,-23726.059338087627,46884.80487134224,-23726.059338087627,70610.86420942987,46884.80487134224,-23726.059338087627,normal,,72927.60517659769,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2316.740967167818,1.0328099789332197,False,False,False,2026-03-18
CEGX,CEG,1.983444,172,ols,0.107081,-0.070681,0.177762,15000,0.177762,False,False,False,True,False,False,False,True,False,False,False,False,0.905811,0.294442,0.57859,0.326499,0.304619,0.1166799999999999,0.1268569999999999,0.495861,0.5950331999999999,0.5,0.5950331999999999,0.1166799999999999,net_decay_annual,0.177762,ETF_LS,614.7815605795477,-309.9566010331261,614.7815605795477,-309.9566010331261,614.7815605795477,0.0,-0.0,614.7815605795477,core_leveraged,0.5,1.0,895.3613738006559,595.2513754897589,-300.1099983108971,595.2513754897589,-300.1099983108971,895.3613738006559,595.2513754897589,-300.1099983108971,normal,,924.7381616126736,1.0,0.0,,False,0.0,0.0,haircut,haircut,-29.376787812017824,1.0328099789332192,False,False,False,2026-03-18
CLSX,CLSK,1.998612,126,ols,0.165266,-0.128866,0.294132,15000,0.294132,False,False,False,True,False,False,False,True,False,False,False,False,2.087198,1.275825,0.978808,0.956071,1.115948,0.981693,0.8218159999999999,0.499653,0.5995836,0.5,0.5995836,0.981693,net_decay_annual,0.294132,ETF_LS,51436.80118198447,-25736.26155651245,51436.80118198447,-25736.26155651245,51436.80118198447,-60786.63221192565,51436.80118198447,-9349.831029941177,core_leveraged,0.5,1.0,74721.45342573889,49802.77324112717,-24918.680184611705,49802.77324112717,-24918.680184611705,74721.45342573889,49802.77324112717,-24918.680184611705,normal,,77173.06273849693,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2451.609312758039,1.0328099789332197,False,False,False,2026-03-18
COZX,CORZ,2.037347,90,ols,0.035977,0.000423,0.035554,20000,0.035554,False,False,False,True,False,False,False,True,False,False,False,False,1.440242,0.710686,0.859338,0.780346,0.755467,0.6751320000000001,0.719913,0.50933675,0.6112041,0.50933675,0.6112041,0.6751320000000001,net_decay_annual,0.035554,ETF_LS,29672.731175131223,-14564.39731431672,29672.731175131223,-14564.39731431672,29672.731175131223,0.0,-0.0,29672.731175131223,core_leveraged,0.5,1.0,42831.817460884806,28730.09728835108,-14101.72017253373,28730.09728835108,-14101.72017253373,42831.817460884806,28730.09728835108,-14101.72017253373,normal,,44237.12848944794,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1405.3110285631335,1.0328099789332197,False,False,False,2026-03-18
CRDU,CRDO,1.987988,126,ols,0.099677,-0.063277,0.162954,35000,0.162954,False,False,False,True,False,False,False,True,False,False,False,False,1.744813,1.004586,0.903507,0.801675,0.903131,0.8416319999999999,0.7401770000000001,0.496997,0.5963964,0.5,0.5963964,0.8416319999999999,net_decay_annual,0.162954,ETF_LS,41372.17891190695,-20811.080807282007,41372.17891190695,-20811.080807282007,41372.17891190695,0.0,-0.0,41372.17891190695,core_leveraged,0.5,1.0,60207.84170135296,40057.88069034724,-20149.96101100572,40057.88069034724,-20149.96101100572,60207.84170135296,40057.88069034724,-20149.96101100572,normal,,62183.25971918896,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1975.4180178359968,1.0328099789332197,False,False,False,2026-03-18
CSEX,CLS,2.000969,84,ols,0.069862,-0.033462,0.103324,20000,0.103324,False,False,False,True,False,False,False,True,False,False,False,False,1.49188,0.583975,0.700598,0.491551,0.522359,0.480651,0.419035,0.50024225,0.6002907,0.50024225,0.6002907,0.480651,net_decay_annual,0.103324,ETF_LS,15328.362338814688,-7660.469671851331,15328.362338814688,-7660.469671851331,15328.362338814688,0.0,-0.0,15328.362338814688,core_leveraged,0.5,1.0,22258.530106778195,14841.41579910684,-7417.114307671353,14841.41579910684,-7417.114307671353,22258.530106778195,14841.41579910684,-7417.114307671353,normal,,22988.83201066602,1.0,0.0,,False,0.0,0.0,haircut,haircut,-730.3019038878265,1.0328099789332197,False,False,False,2026-03-18
CWVX,CRWV,1.98988,172,ols,0.05191,-0.01551,0.06742,1000,0.06742,False,False,False,True,False,False,False,True,False,False,False,False,1.949943,0.943638,1.200645,1.41974,1.094781,0.8762179999999999,1.027361,0.49747,0.596964,0.5,0.596964,0.8762179999999999,net_decay_annual,0.06742,ETF_LS,46783.21469247666,-23510.57083466172,46783.21469247666,-23510.57083466172,93144.06088051746,0.0,-0.0,93144.06088051746,core_leveraged,0.5,1.0,68060.71490492784,45297.02040717949,-22763.69449774835,45297.02040717949,-22763.69449774835,68060.71490492784,45297.02040717949,-22763.69449774835,normal,,70293.78552713837,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2233.0706222105364,1.0328099789332197,False,False,False,2026-03-18
DOGD,DDOG,2.015653,150,ols,0.124672,-0.0882719999999999,0.212944,10000,0.212944,False,False,False,True,False,False,False,True,False,False,False,False,1.193582,0.408524,0.476848,0.232751,0.337378,0.19558,0.124434,0.50391325,0.6046959,0.50391325,0.6046959,0.19558,net_decay_annual,0.212944,ETF_LS,2001.2164894960956,-992.8377997086282,2001.2164894960956,-992.8377997086282,2001.2164894960956,0.0,-0.0,2001.2164894960956,core_leveraged,0.5,1.0,2898.940124781963,1937.642480529801,-961.2976442521611,1937.642480529801,-961.2976442521611,2898.940124781963,1937.642480529801,-961.2976442521611,normal,,2994.054289204724,1.0,0.0,,False,0.0,0.0,haircut,haircut,-95.11416442276096,1.0328099789332197,False,False,False,2026-03-18
ENPX,ENPH,2.017434,126,ols,0.181503,-0.145103,0.326606,1000,0.326606,False,False,False,False,True,False,False,False,True,True,False,False,1.647152,0.738492,0.724897,0.539297,0.638895,0.411886,0.3122889999999999,0.5043585,0.6052302,0.5043585,0.6052302,0.411886,net_decay_annual,0.326606,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
FLYT,FLY,1.966086,99,ols,0.154415,-0.118015,0.27243,300,0.27243,False,False,False,True,False,False,False,True,False,False,True,False,2.271241,1.450006,1.071901,1.091183,1.232149,1.177576,0.959719,0.4915215,0.5898258,0.5,0.5898258,1.177576,net_decay_annual,0.27243,ETF_LS,73518.40136614608,-37393.278506711344,73518.40136614608,-37393.278506711344,73518.40136614608,0.0,-0.0,73518.40136614608,core_leveraged,0.5,1.0,107388.27290129125,71182.89217352703,-36205.38072776421,71182.89217352703,-36205.38072776421,107388.27290129125,71182.89217352703,-36205.38072776421,normal,no_locate,110911.67987285742,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3523.406971566176,1.0328099789332192,False,False,False,2026-03-18
GEVX,GEV,1.995184,172,ols,0.039425,-0.003025,0.04245,35000,0.04245,False,False,False,True,False,False,False,True,False,False,False,False,1.002977,0.31728,0.530181,0.279065,0.305148,0.27483,0.262698,0.498796,0.5985552,0.5,0.5985552,0.27483,net_decay_annual,0.04245,ETF_LS,5932.434504945286,-2973.3771446369287,5932.434504945286,-2973.3771446369287,5932.434504945286,0.0,-0.0,5932.434504945286,core_leveraged,0.5,1.0,8622.894657525434,5743.974812358849,-2878.9198451665857,5743.974812358849,-2878.9198451665857,8622.894657525434,5743.974812358849,-2878.9198451665857,normal,,8905.811649582214,1.0,0.0,,False,0.0,0.0,haircut,haircut,-282.91699205678015,1.0328099789332197,False,False,False,2026-03-18
LABX,ALAB,1.993628,150,ols,0.053633,-0.017233,0.070866,45000,0.070866,False,False,False,True,False,False,False,True,False,False,False,False,1.768468,0.96405,0.914882,0.829026,0.909397,0.893184,0.838531,0.498407,0.5980884,0.5,0.5980884,0.893184,net_decay_annual,0.070866,ETF_LS,48290.44487655354,-24222.394988710803,48290.44487655354,-24222.394988710803,48290.44487655354,0.0,-0.0,48290.44487655354,core_leveraged,0.5,1.0,70209.27503059393,46756.369382131954,-23452.905648461976,46756.369382131954,-23452.905648461976,70209.27503059393,46756.369382131954,-23452.905648461976,normal,,72512.83986526434,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2303.564834670411,1.0328099789332197,False,False,False,2026-03-18
LRCU,LRCX,2.046547,145,ols,0.0619899999999999,-0.02559,0.0875799999999999,30000,0.0875799999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.070631,0.427206,0.489708,0.256818,0.354859,0.339626,0.267279,0.51163675,0.6139640999999999,0.51163675,0.6139640999999999,0.339626,net_decay_annual,0.0875799999999999,ETF_LS,8105.499583454631,-3960.573387004858,8105.499583454631,-3960.573387004858,8105.499583454631,0.0,-0.0,8105.499583454631,core_leveraged,0.5,1.0,11682.761801858684,7848.006650581292,-3834.755151277392,7848.006650581292,-3834.755151277392,11682.761801858684,7848.006650581292,-3834.755151277392,normal,,12066.072970459489,1.0,0.0,,False,0.0,0.0,haircut,haircut,-383.3111686008051,1.0328099789332197,False,False,False,2026-03-18
MDBX,MDB,1.991482,145,ols,0.1408559999999999,-0.104456,0.2453119999999999,9000,0.2453119999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.580816,0.64856,0.665549,0.437312,0.558863,0.403248,0.313551,0.4978705,0.5974446,0.5,0.5974446,0.403248,net_decay_annual,0.2453119999999999,ETF_LS,9321.880762958395,-4680.876233357066,9321.880762958395,-4680.876233357066,9321.880762958395,0.0,-0.0,9321.880762958395,core_leveraged,0.5,1.0,13557.921865529215,9025.74621963557,-4532.175645893646,9025.74621963557,-4532.175645893646,13557.921865529215,9025.74621963557,-4532.175645893646,normal,,14002.756996315462,1.0,0.0,,False,0.0,0.0,haircut,haircut,-444.83513078624674,1.0328099789332192,False,False,False,2026-03-18
NEBX,NBIS,1.99907,131,ols,0.054912,-0.018512,0.073424,100,0.073424,False,False,False,True,False,False,False,True,False,False,True,False,1.882429,0.972823,1.119998,1.252646,1.107182,0.899399,1.0337580000000002,0.4997675,0.599721,0.5,0.599721,0.899399,net_decay_annual,0.073424,ETF_LS,48774.55204113064,-24398.621379506792,48774.55204113064,-24398.621379506792,163130.0970448764,0.0,-0.0,163130.0970448764,core_leveraged,0.5,1.0,70848.6313195941,47225.097584271454,-23623.533735322653,47225.097584271454,-23623.533735322653,70848.6313195941,47225.097584271454,-23623.533735322653,normal,no_locate,73173.17342063744,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2324.5421010433347,1.0328099789332197,False,False,False,2026-03-18
NNEX,NNE,1.993345,84,ols,0.154964,-0.118564,0.273528,1000,0.273528,False,False,False,True,False,False,False,True,False,False,False,False,1.696393,0.815982,1.526638,2.30741,1.810267,0.542454,1.536739,0.49833625,0.5980034999999999,0.5,0.5980034999999999,0.542454,net_decay_annual,0.273528,ETF_LS,16507.995257106093,-8281.55450115564,16507.995257106093,-8281.55450115564,16507.995257106093,0.0,-0.0,16507.995257106093,core_leveraged,0.5,1.0,24002.04322567318,15983.574514023445,-8018.468711649736,15983.574514023445,-8018.468711649736,24002.04322567318,15983.574514023445,-8018.468711649736,normal,,24789.54975826173,1.0,0.0,,False,0.0,0.0,haircut,haircut,-787.5065325885553,1.0328099789332192,False,False,False,2026-03-18
NVTX,NVTS,2.000212,131,ols,0.225103,-0.188703,0.413806,100,0.413806,False,False,False,False,True,False,False,False,False,True,True,False,2.512129,1.694039,1.608983,2.58965,2.124074,1.280233,1.7102679999999997,0.500053,0.6000635999999999,0.500053,0.6000635999999999,1.280233,net_decay_annual,0.413806,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,117521.74125624148,78350.59559845415,-39171.14565778736,78350.59559845415,-39171.14565778736,117521.74125624148,78350.59559845415,-39171.14565778736,normal,no_locate,0.0,,,,False,0.0,0.0,haircut,none,117521.74125624148,0.0,False,False,False,2026-03-18
QBTX,QBTS,1.992888,224,ols,0.074237,-0.037837,0.112074,10000,0.112074,False,False,False,True,False,False,False,True,False,False,False,False,2.391456,1.388964,1.400281,1.939919,1.450181,1.27689,1.338107,0.498222,0.5978664,0.5,0.5978664,1.27689,net_decay_annual,0.112074,ETF_LS,89932.00725012437,-45126.4733643458,89932.00725012437,-45126.4733643458,89932.00725012437,0.0,-0.0,89932.00725012437,core_leveraged,0.5,1.0,130767.98575665476,87075.07584600835,-43692.90991064644,87075.07584600835,-43692.90991064644,130767.98575665476,87075.07584600835,-43692.90991064644,normal,,135058.48061447017,1.0,0.0,,False,0.0,0.0,haircut,haircut,-4290.4948578154,1.0328099789332197,False,False,False,2026-03-18
SMU,SMR,1.986394,172,ols,0.179327,-0.142927,0.322254,4000,0.322254,False,False,False,False,True,False,False,False,True,True,False,False,2.042148,1.287874,1.17351,1.349147,1.307326,0.96562,0.985072,0.4965985,0.5959182,0.5,0.5959182,0.96562,net_decay_annual,0.322254,ETF_LS,0.0,0.0,0.0,0.0,246779.8605223708,0.0,-0.0,246779.8605223708,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
SNPX,SNPS,1.911343,84,ols,0.188269,-0.151869,0.340138,900,0.340138,False,False,False,False,True,False,False,False,True,True,True,False,0.782223,0.219933,0.479943,0.200618,0.207056,-0.120205,-0.133082,0.47783575,0.5734028999999999,0.5,0.5734028999999999,-0.120205,net_decay_annual,0.340138,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,no_locate,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-03-18
SRPU,SRPT,1.955675,99,ols,0.128461,-0.0920609999999999,0.220522,10000,0.220522,False,False,False,True,False,False,False,True,False,False,False,False,1.701183,1.375491,0.836196,0.653421,0.937091,1.154969,0.716569,0.48891875,0.5867025,0.5,0.5867025,1.154969,net_decay_annual,0.220522,ETF_LS,72563.97371153515,-37104.31115166638,72563.97371153515,-37104.31115166638,72563.97371153515,0.0,-0.0,72563.97371153515,core_leveraged,0.5,1.0,106184.3776688496,70258.78447309918,-35925.5931957504,70258.78447309918,-35925.5931957504,106184.3776688496,70258.78447309918,-35925.5931957504,normal,,109668.28486320154,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3483.907194351937,1.032809978933219,False,False,False,2026-03-18
UNX,U,2.026352,126,ols,0.015262,0.021138,0.0,7000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.700121,1.146463,0.72917,0.55289,0.849676,1.146463,0.849676,0.506588,0.6079056,0.506588,0.6079056,1.146463,net_decay_annual,0.0,ETF_LS,76889.54936836891,-37944.81381732735,76889.54936836891,-37944.81381732735,76889.54936836891,0.0,-0.0,76889.54936836891,core_leveraged,0.5,1.0,111186.34165822803,74446.94661818379,-36739.39504004427,74446.94661818379,-36739.39504004427,111186.34165822803,74446.94661818379,-36739.39504004427,normal,,114834.36318569626,1.0,0.0,,False,0.0,0.0,haircut,haircut,-3648.021527468212,1.0328099789332197,False,False,False,2026-03-18
UPSX,UPST,1.98962,193,ols,0.155436,-0.119036,0.274472,65000,0.274472,False,False,False,True,False,False,False,True,False,False,False,False,1.420038,0.706606,0.897108,0.792315,0.726673,0.4321339999999999,0.452201,0.497405,0.5968859999999999,0.5,0.5968859999999999,0.4321339999999999,net_decay_annual,0.274472,ETF_LS,10380.557563591065,-5217.356863919273,10380.557563591065,-5217.356863919273,10380.557563591065,0.0,-0.0,10380.557563591065,core_leveraged,0.5,1.0,15102.404842777843,10050.791312370018,-5051.613530407826,10050.791312370018,-5051.613530407826,15102.404842777843,10050.791312370018,-5051.613530407826,normal,,15597.914427510335,1.0,0.0,,False,0.0,0.0,haircut,haircut,-495.50958473249193,1.0328099789332197,False,False,False,2026-03-18
WULX,WULF,1.99781,99,ols,0.123046,-0.086646,0.209692,8000,0.209692,False,False,False,True,False,False,False,True,False,False,False,False,2.069926,1.223038,1.174379,1.374639,1.315081,1.013346,1.105389,0.4994525,0.599343,0.5,0.599343,1.013346,net_decay_annual,0.209692,ETF_LS,56789.419490379245,-28425.836035648656,56789.419490379245,-28425.836035648656,56789.419490379245,0.0,-0.0,56789.419490379245,core_leveraged,0.5,1.0,82508.16439055516,54985.3512734613,-27522.81311709387,54985.3512734613,-27522.81311709387,82508.16439055516,54985.3512734613,-27522.81311709387,normal,,85215.25552602789,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2707.0911354727286,1.0328099789332197,False,False,False,2026-03-18
