ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,reduce_only,keep_open,hard_exit,_plan_date
SATG,SATS,2.009035,62,ols,0.139688,-0.1032879999999999,0.242976,10000,0.242976,False,False,False,True,False,False,False,True,False,False,False,False,1.107484,0.427134,0.888546,0.800246,0.708449,0.184158,0.465473,0.50225875,0.6027104999999999,0.50225875,0.6027104999999999,0.184158,net_decay_annual,0.242976,ETF_LS,1561.1166083296484,-777.0479898705839,1561.1166083296484,-777.0479898705839,1561.1166083296484,0.0,-0.0,1561.1166083296484,core_leveraged,0.5,1.0,2263.8865288804645,1511.5235524177565,-752.362976462708,1511.5235524177565,-752.362976462708,2263.8865288804645,1511.5235524177565,-752.362976462708,normal,,2338.1645982002324,1.0,0.0,,False,0.0,0.0,haircut,haircut,-74.27806931976784,1.0328099789332197,False,False,False,2026-03-18
SNAG,SNAP,1.999702,60,ols,0.014924,0.021476,0.0,4000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.017888,0.40109,0.600605,0.360565,0.370214,0.40109,0.370214,0.4999255,0.5999106,0.5,0.5999106,0.40109,net_decay_annual,0.0,ETF_LS,12304.511465429334,-6153.172555425424,12304.511465429334,-6153.172555425424,12304.511465429334,0.0,-0.0,12304.511465429334,core_leveraged,0.5,1.0,17871.326185209342,11913.625658553914,-5957.700526655428,11913.625658553914,-5957.700526655428,17871.326185209342,11913.625658553914,-5957.700526655428,normal,,18457.68402085476,1.0,0.0,,False,0.0,0.0,haircut,haircut,-586.3578356454163,1.0328099789332197,False,False,False,2026-03-18
TERG,TER,1.991238,82,ols,0.106405,-0.070005,0.17641,7000,0.17641,False,False,False,True,False,False,False,True,False,False,False,False,1.198075,0.448058,0.55345,0.302293,0.349724,0.271648,0.1733139999999999,0.4978095,0.5973714,0.5,0.5973714,0.271648,net_decay_annual,0.17641,ETF_LS,4571.16840079053,-2295.641405392288,4571.16840079053,-2295.641405392288,4571.16840079053,0.0,-0.0,4571.16840079053,core_leveraged,0.5,1.0,6648.667176197781,4425.952976860322,-2222.7141993374585,4425.952976860322,-2222.7141993374585,6648.667176197781,4425.952976860322,-2222.7141993374585,normal,,6866.809806182818,1.0,0.0,,False,0.0,0.0,haircut,haircut,-218.1426299850364,1.0328099789332197,False,False,False,2026-03-18
TSLG,TSLA,1.991119,313,ols,0.122931,-0.086531,0.209462,500000,0.209462,False,False,False,True,False,False,False,True,False,False,False,False,1.196685,0.476968,0.62474,0.385116,0.476968,0.267506,0.267506,0.49777975,0.5973357,0.5,0.5973357,0.267506,net_decay_annual,0.209462,ETF_LS,4144.120491753733,-2081.3022686005875,4144.120491753733,-2081.3022686005875,43011.41206834121,0.0,-0.0,43011.41206834121,core_leveraged,0.5,1.0,6027.655510052786,4012.471389978397,-2015.1841200743888,4012.471389978397,-2015.1841200743888,6027.655510052786,4012.471389978397,-2015.1841200743888,normal,,6225.42276035432,1.0,0.0,,False,0.0,0.0,haircut,haircut,-197.76725030153463,1.0328099789332192,False,False,False,2026-03-18
TSMG,TSM,1.978471,294,ols,0.039747,-0.003347,0.043094,2000,0.043094,False,False,False,True,False,False,False,True,False,False,False,False,0.801138,0.282527,0.404061,0.158031,0.282527,0.2394329999999999,0.2394329999999999,0.49461775,0.5935413,0.5,0.5935413,0.2394329999999999,net_decay_annual,0.043094,ETF_LS,4622.72640587127,-2336.5146145034573,4622.72640587127,-2336.5146145034573,4622.72640587127,0.0,-0.0,4622.72640587127,core_leveraged,0.5,1.0,6738.162064974304,4475.873103633299,-2262.288961341005,4475.873103633299,-2262.288961341005,6738.162064974304,4475.873103633299,-2262.288961341005,normal,,6959.241020374728,1.0,0.0,,False,0.0,0.0,haircut,haircut,-221.0789554004241,1.0328099789332192,False,False,False,2026-03-18
UNHG,UNH,1.996325,165,ols,0.0528659999999999,-0.016466,0.069332,90000,0.069332,False,False,False,True,False,False,False,True,False,False,False,False,0.861541,0.335952,0.416091,0.172179,0.279411,0.2666199999999999,0.210079,0.49908125,0.5988975,0.5,0.5988975,0.2666199999999999,net_decay_annual,0.069332,ETF_LS,5356.994566065416,-2683.428082133629,5356.994566065416,-2683.428082133629,5356.994566065416,0.0,-0.0,5356.994566065416,core_leveraged,0.5,1.0,7784.997058707669,5186.815266442921,-2598.181792264747,5186.815266442921,-2598.181792264747,7784.997058707669,5186.815266442921,-2598.181792264747,normal,,8040.422648199045,1.0,0.0,,False,0.0,0.0,haircut,haircut,-255.42558949137677,1.03280997893322,False,False,False,2026-03-18
XYZG,XYZ,1.999663,238,ols,0.008303,0.0280969999999999,0.0,15000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.077437,0.446228,0.510707,0.26069,0.43592,0.446228,0.43592,0.49991575,0.5998989,0.5,0.5998989,0.446228,net_decay_annual,0.0,ETF_LS,14829.247913683084,-7415.873531531605,14829.247913683084,-7415.873531531605,14829.247913683084,0.0,-0.0,14829.247913683084,core_leveraged,0.5,1.0,21538.445502038507,14358.157082293186,-7180.28841974532,14358.157082293186,-7180.28841974532,21538.445502038507,14358.157082293186,-7180.28841974532,normal,,22245.12144521469,1.0,0.0,,False,0.0,0.0,haircut,haircut,-706.675943176182,1.0328099789332197,False,False,False,2026-03-18
CRCA,CRCL,1.978158,153,ols,0.1676129999999999,-0.131213,0.298826,100000,0.298826,False,False,False,True,False,False,False,True,False,False,False,False,1.908871,1.042583,1.192252,1.375232,1.173267,0.743757,0.874441,0.4945395,0.5934474,0.5,0.5934474,0.743757,net_decay_annual,0.298826,ETF_LS,30262.063735080577,-15298.102444334869,30262.063735080577,-15298.102444334869,67501.41423616032,0.0,-0.0,67501.41423616032,core_leveraged,0.5,1.0,44112.82531029972,29300.7081189688,-14812.11719133092,29300.7081189688,-14812.11719133092,44112.82531029972,29300.7081189688,-14812.11719133092,normal,,45560.16617941545,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1447.340869115731,1.0328099789332197,False,False,False,2026-03-18
NVDB,NVDA,1.991919,130,ols,0.038412,-0.002012,0.040424,5000,0.040424,False,False,False,True,False,False,False,True,False,False,False,False,0.707592,0.247678,0.493017,0.240127,0.244022,0.207254,0.203598,0.49797975,0.5975756999999999,0.5,0.5975756999999999,0.207254,net_decay_annual,0.040424,ETF_LS,3556.171539846868,-1785.2992716304568,3556.171539846868,-1785.2992716304568,27569.43067727459,0.0,-0.0,27569.43067727459,core_leveraged,0.5,1.0,5171.7846655533685,3443.200213382916,-1728.5844521704528,3443.200213382916,-1728.5844521704528,5171.7846655533685,3443.200213382916,-1728.5844521704528,normal,,5341.470811477324,1.0,0.0,,False,0.0,0.0,haircut,haircut,-169.68614592395534,1.03280997893322,False,False,False,2026-03-18
PLTA,PLTR,1.990669,130,ols,0.0601839999999999,-0.023784,0.0839679999999999,3000,0.0839679999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.002614,0.391179,0.624343,0.384365,0.38788,0.307211,0.303912,0.49766725,0.5972007,0.5,0.5972007,0.307211,net_decay_annual,0.0839679999999999,ETF_LS,6830.172577776846,-3431.0940582170347,6830.172577776846,-3431.0940582170347,23229.63696456066,0.0,-0.0,23229.63696456066,core_leveraged,0.5,1.0,9935.289981021151,6613.1938276116125,-3322.0961534095386,6613.1938276116125,-3322.0961534095386,9935.289981021151,6613.1938276116125,-3322.0961534095386,normal,,10261.26663599388,1.0,0.0,,False,0.0,0.0,haircut,haircut,-325.9766549727301,1.0328099789332197,False,False,False,2026-03-18
TSLI,TSLA,1.97843,130,ols,0.043434,-0.007034,0.050468,7000,0.050468,False,False,False,True,False,False,False,True,False,False,False,False,0.864571,0.297295,0.62474,0.377763,0.336252,0.2468269999999999,0.285784,0.4946075,0.593529,0.5,0.593529,0.2468269999999999,net_decay_annual,0.050468,ETF_LS,4820.923521828256,-2436.742023639076,4820.923521828256,-2436.742023639076,43011.41206834121,0.0,-0.0,43011.41206834121,core_leveraged,0.5,1.0,7027.106334665465,4667.773956645681,-2359.3323780197843,4667.773956645681,-2359.3323780197843,7027.106334665465,4667.773956645681,-2359.3323780197843,normal,,7257.665545467331,1.0,0.0,,False,0.0,0.0,haircut,haircut,-230.5592108018664,1.0328099789332197,False,False,False,2026-03-18
COIA,COIN,1.9994,130,ols,0.090844,-0.054444,0.145288,40000,0.145288,False,False,False,True,False,False,False,True,False,False,False,False,1.445172,0.711289,0.796202,0.633367,0.673565,0.566001,0.528277,0.49985,0.59982,0.5,0.59982,0.566001,net_decay_annual,0.145288,ETF_LS,20018.92782168249,-10012.467651136583,20018.92782168249,-10012.467651136583,70094.1557838112,0.0,-0.0,70094.1557838112,core_leveraged,0.5,1.0,29077.36765270049,19382.97288951436,-9694.394763186134,19382.97288951436,-9694.394763186134,29077.36765270049,19382.97288951436,-9694.394763186134,normal,,30031.39547281907,1.0,0.0,,False,0.0,0.0,haircut,haircut,-954.0278201185793,1.0328099789332197,False,False,False,2026-03-18
BITU,IBIT,1.992363,491,ols,0.050513,-0.014113,0.064626,15000,0.064626,False,False,False,True,False,False,False,True,False,False,False,False,1.001704,0.409825,0.507581,0.254695,0.409825,0.345199,0.345199,0.49809075,0.5977089,0.5,0.5977089,0.345199,net_decay_annual,0.064626,ETF_LS,8714.586638698362,-4373.995420863748,8714.586638698362,-4373.995420863748,30316.95282471813,0.0,-0.0,30316.95282471813,core_leveraged,0.5,1.0,12672.788147420104,8437.744421969648,-4235.043725450456,8437.744421969648,-4235.043725450456,12672.788147420104,8437.744421969648,-4235.043725450456,normal,,13088.58205956211,1.0,0.0,,False,0.0,0.0,haircut,haircut,-415.79391214200587,1.0328099789332197,False,False,False,2026-03-18
ETHT,ETHA,1.991329,414,ols,0.0803519999999999,-0.043952,0.124304,250000,0.124304,False,False,False,True,False,False,False,True,False,False,False,False,1.485144,0.775784,0.756148,0.564345,0.775784,0.6514800000000001,0.6514800000000001,0.49783225,0.5973987,0.5,0.5973987,0.6514800000000001,net_decay_annual,0.124304,ETF_LS,26444.177413178582,-13279.662684156452,26444.177413178582,-13279.662684156452,101090.72048446962,0.0,-0.0,101090.72048446962,core_leveraged,0.5,1.0,38461.90577899474,25604.10719549064,-12857.7985835041,25604.10719549064,-12857.7985835041,38461.90577899474,25604.10719549064,-12857.7985835041,normal,,39723.84009733504,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1261.9343183402962,1.0328099789332197,False,False,False,2026-03-18
UXRP,XRPZ,2.001617,77,ols,0.024316,0.012084,0.012232,450000,0.012232,False,False,False,True,False,False,False,True,False,False,False,False,1.636256,1.016895,0.870842,0.760206,0.838639,1.004663,0.826407,0.50040425,0.6004851,0.50040425,0.6004851,1.004663,net_decay_annual,0.012232,ETF_LS,61015.02216144222,-30482.865683815744,61015.02216144222,-30482.865683815744,210071.86036881467,0.0,-0.0,210071.86036881467,core_leveraged,0.5,1.0,88591.21204441242,59076.71634279145,-29514.495701620966,59076.71634279145,-29514.495701620966,88591.21204441242,59076.71634279145,-29514.495701620966,normal,,91497.88784525797,1.0,0.0,,False,0.0,0.0,haircut,haircut,-2906.675800845551,1.0328099789332197,False,False,False,2026-03-18
SOLT,SOEZ,2.014191,71,ols,0.043476,-0.007076,0.050552,1000,0.050552,False,False,False,True,False,False,False,True,False,False,False,False,1.600908,0.873425,0.813197,0.675432,0.731216,0.822873,0.6806639999999999,0.50354775,0.6042572999999999,0.50354775,0.6042572999999999,0.822873,net_decay_annual,0.050552,ETF_LS,41990.55366968532,-20847.354431474138,41990.55366968532,-20847.354431474138,41990.55366968532,0.0,-0.0,41990.55366968532,core_leveraged,0.5,1.0,60841.69342173107,40656.611115490006,-20185.08230624107,40656.611115490006,-20185.08230624107,60841.69342173107,40656.611115490006,-20185.08230624107,normal,,62837.90810115946,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1996.2146794283908,1.0328099789332197,False,False,False,2026-03-18
TSLR,TSLA,1.999254,500,ols,0.058369,-0.021969,0.0803379999999999,150000,0.0803379999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.249272,0.481394,0.62474,0.389863,0.481394,0.4010559999999999,0.4010559999999999,0.4998135,0.5997762,0.5,0.5997762,0.4010559999999999,net_decay_annual,0.0803379999999999,ETF_LS,11245.882930144802,-5625.039604845008,11245.882930144802,-5625.039604845008,43011.41206834121,0.0,-0.0,43011.41206834121,core_leveraged,0.5,1.0,16334.972433569672,10888.627297889376,-5446.345135680297,10888.627297889376,-5446.345135680297,16334.972433569672,10888.627297889376,-5446.345135680297,normal,,16870.92253498981,1.0,0.0,,False,0.0,0.0,haircut,haircut,-535.9501014201396,1.0328099789332192,False,False,False,2026-03-18
AAPB,AAPL,1.990232,500,ols,0.0208639999999999,0.015536,0.0053279999999999,40000,0.0053279999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.568302,0.161192,0.285207,0.080155,0.161192,0.155864,0.155864,0.497558,0.5970696,0.5,0.5970696,0.155864,net_decay_annual,0.0053279999999999,ETF_LS,2322.903902596848,-1167.1523232451534,2322.903902596848,-1167.1523232451534,2322.903902596848,0.0,-0.0,2322.903902596848,core_leveraged,0.5,1.0,3379.185229645874,2249.1106302014587,-1130.0745994444158,2249.1106302014587,-1130.0745994444158,3379.185229645874,2249.1106302014587,-1130.0745994444158,normal,,3490.056225842002,1.0,0.0,,False,0.0,0.0,haircut,haircut,-110.87099619612763,1.0328099789332197,False,False,False,2026-03-18
AMDL,AMD,1.997439,500,ols,0.0609769999999999,-0.024577,0.0855539999999999,10000,0.0855539999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.109269,0.409729,0.555201,0.307065,0.409729,0.324175,0.324175,0.49935975,0.5992316999999999,0.5,0.5992316999999999,0.324175,net_decay_annual,0.0855539999999999,ETF_LS,7526.358033797931,-3768.003945951757,7526.358033797931,-3768.003945951757,35288.75019712855,0.0,-0.0,35288.75019712855,core_leveraged,0.5,1.0,10935.566280464813,7287.263085482424,-3648.303194982387,7287.263085482424,-3648.303194982387,10935.566280464813,7287.263085482424,-3648.303194982387,normal,,11294.361979749689,1.0,0.0,,False,0.0,0.0,haircut,haircut,-358.7956992848776,1.0328099789332197,False,False,False,2026-03-18
AMZZ,AMZN,1.991349,500,ols,0.036278,0.000122,0.036156,35000,0.036156,False,False,False,True,False,False,False,True,False,False,False,False,0.6316,0.179457,0.316701,0.099002,0.179457,0.143301,0.143301,0.49783725,0.5974047,0.5,0.5974047,0.143301,net_decay_annual,0.036156,ETF_LS,1815.790184986804,-911.8392531830452,1815.790184986804,-911.8392531830452,4114.450277714564,0.0,-0.0,4114.450277714564,core_leveraged,0.5,1.0,2640.978973680322,1758.1067398887042,-882.8722337916178,1758.1067398887042,-882.8722337916178,2640.978973680322,1758.1067398887042,-882.8722337916178,normal,,2727.629438169849,1.0,0.0,,False,0.0,0.0,haircut,haircut,-86.65046448952717,1.0328099789332197,False,False,False,2026-03-18
BULX,BULL,1.968957,135,ols,0.087085,-0.050685,0.13777,6000,0.13777,False,False,False,True,False,False,False,True,False,False,False,False,1.110932,0.574336,0.574435,0.314769,0.453823,0.4365659999999999,0.316053,0.49223925,0.5906871,0.5,0.5906871,0.4365659999999999,net_decay_annual,0.13777,ETF_LS,12439.76431778484,-6317.946160218246,12439.76431778484,-6317.946160218246,24804.925465416967,0.0,-0.0,24804.925465416967,core_leveraged,0.5,1.0,18161.821497288165,12044.581841311954,-6117.239655976211,12044.581841311954,-6117.239655976211,18161.821497288165,12044.581841311954,-6117.239655976211,normal,,18757.71047800309,1.0,0.0,,False,0.0,0.0,haircut,haircut,-595.8889807149208,1.0328099789332197,False,False,False,2026-03-18
CONL,COIN,1.986969,500,ols,0.095214,-0.058814,0.154028,15000,0.154028,False,False,False,True,False,False,False,True,False,False,False,False,1.582312,0.768619,0.796202,0.6216,0.768619,0.6145910000000001,0.6145910000000001,0.49674225,0.5960907,0.5,0.5960907,0.6145910000000001,net_decay_annual,0.154028,ETF_LS,23248.51345931178,-11700.491280594604,23248.51345931178,-11700.491280594604,70094.1557838112,0.0,-0.0,70094.1557838112,core_leveraged,0.5,1.0,33838.75587260002,22509.96207775313,-11328.79379484689,22509.96207775313,-11328.79379484689,33838.75587260002,22509.96207775313,-11328.79379484689,normal,,34949.004739906384,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1110.2488673063635,1.0328099789332197,False,False,False,2026-03-18
CRWL,CRWD,1.996222,335,ols,0.1501009999999999,-0.113701,0.263802,10000,0.263802,False,False,False,True,False,False,False,True,False,False,False,False,0.926503,0.383012,0.465199,0.215185,0.383012,0.11921,0.11921,0.4990555,0.5988665999999999,0.5,0.5988665999999999,0.11921,net_decay_annual,0.263802,ETF_LS,359.66740152231966,-180.17404954074232,359.66740152231966,-180.17404954074232,359.66740152231966,0.0,-0.0,359.66740152231966,core_leveraged,0.5,1.0,522.6919395382483,348.24160190030017,-174.4503376379482,348.24160190030017,-174.4503376379482,522.6919395382483,348.24160190030017,-174.4503376379482,normal,,539.841451063062,1.0,0.0,,False,0.0,0.0,haircut,haircut,-17.149511524813647,1.0328099789332197,False,False,False,2026-03-18
DLLL,DELL,1.98688,272,ols,0.125137,-0.088737,0.213874,20000,0.213874,False,False,False,True,False,False,False,True,False,False,False,False,1.098272,0.377151,0.541521,0.287499,0.377151,0.163277,0.163277,0.49672,0.5960639999999999,0.5,0.5960639999999999,0.163277,net_decay_annual,0.213874,ETF_LS,1278.3978181976713,-643.4197426103595,1278.3978181976713,-643.4197426103595,1278.3978181976713,0.0,-0.0,1278.3978181976713,core_leveraged,0.5,1.0,1860.7658717560607,1237.786082894084,-622.9797888619765,1237.786082894084,-622.9797888619765,1860.7658717560607,1237.786082894084,-622.9797888619765,normal,,1921.817560808031,1.0,0.0,,False,0.0,0.0,haircut,haircut,-61.05168905197024,1.0328099789332197,False,False,False,2026-03-18
ETRL,ETOR,1.999374,135,ols,0.080289,-0.043889,0.124178,700,0.124178,False,False,False,True,False,False,False,True,False,False,True,False,1.112179,0.448122,0.663222,0.43945,0.444096,0.323944,0.319918,0.4998435,0.5998122,0.5,0.5998122,0.323944,net_decay_annual,0.124178,ETF_LS,7098.693880832062,-3550.458233843224,7098.693880832062,-3550.458233843224,7098.693880832062,0.0,-0.0,7098.693880832062,core_leveraged,0.5,1.0,10310.853237179894,6873.184831312571,-3437.6684058673222,6873.184831312571,-3437.6684058673222,10310.853237179894,6873.184831312571,-3437.6684058673222,normal,no_locate,10649.152114675286,1.0,0.0,,False,0.0,0.0,haircut,haircut,-338.29887749539193,1.0328099789332197,False,False,False,2026-03-18
INTW,INTC,1.988218,273,ols,0.0504209999999999,-0.0140209999999999,0.064442,20000,0.064442,False,False,False,True,False,False,False,True,False,False,False,False,1.352153,0.535047,0.619327,0.376814,0.535047,0.470605,0.470605,0.4970545,0.5964654,0.5,0.5964654,0.470605,net_decay_annual,0.064442,ETF_LS,15349.943691085076,-7720.453034367999,15349.943691085076,-7720.453034367999,15349.943691085076,0.0,-0.0,15349.943691085076,core_leveraged,0.5,1.0,22337.503699646943,14862.31156184209,-7475.192137804854,14862.31156184209,-7475.192137804854,22337.503699646943,14862.31156184209,-7475.192137804854,normal,,23070.396725453076,1.0,0.0,,False,0.0,0.0,haircut,haircut,-732.89302580613,1.0328099789332197,False,False,False,2026-03-18
ISUL,ISRG,2.00154,111,ols,0.049972,-0.0135719999999999,0.063544,2000,0.063544,False,False,False,True,False,False,False,True,False,False,False,False,0.660495,0.177018,0.312303,0.097759,0.132671,0.113474,0.069127,0.500385,0.6004619999999999,0.500385,0.6004619999999999,0.113474,net_decay_annual,0.063544,ETF_LS,1036.7370553514888,-517.9696910136639,1036.7370553514888,-517.9696910136639,1036.7370553514888,0.0,-0.0,1036.7370553514888,core_leveraged,0.5,1.0,1505.3173169095403,1003.8023223035914,-501.51499460594914,1003.8023223035914,-501.51499460594914,1505.3173169095403,1003.8023223035914,-501.51499460594914,normal,,1554.7067463651526,1.0,0.0,,False,0.0,0.0,haircut,haircut,-49.38942945561212,1.0328099789332192,False,False,False,2026-03-18
FBL,META,1.997384,500,ols,0.022781,0.013619,0.0091619999999999,100000,0.0091619999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.703592,0.218363,0.352105,0.123492,0.218363,0.209201,0.209201,0.499346,0.5992152,0.5,0.5992152,0.209201,net_decay_annual,0.0091619999999999,ETF_LS,3865.6309743239126,-1935.3469209345387,3865.6309743239126,-1935.3469209345387,4576.22331868211,0.0,-0.0,4576.22331868211,core_leveraged,0.5,1.0,5616.694274439748,3742.828838966766,-1873.8654354729815,3742.828838966766,-1873.8654354729815,5616.694274439748,3742.828838966766,-1873.8654354729815,normal,,5800.977895258451,1.0,0.0,,False,0.0,0.0,haircut,haircut,-184.28362081870364,1.0328099789332197,False,False,False,2026-03-18
MVLL,MRVL,1.992696,258,ols,0.127311,-0.090911,0.218222,75000,0.218222,False,False,False,True,False,False,False,True,False,False,False,False,1.24967,0.544005,0.631413,0.394325,0.544005,0.3257829999999999,0.3257829999999999,0.498174,0.5978088,0.5,0.5978088,0.3257829999999999,net_decay_annual,0.218222,ETF_LS,6213.833733854698,-3118.3049164823424,6213.833733854698,-3118.3049164823424,6213.833733854698,0.0,-0.0,6213.833733854698,core_leveraged,0.5,1.0,9035.67823771041,6016.434640061198,-3019.2435976492134,6016.434640061198,-3019.2435976492134,9035.67823771041,6016.434640061198,-3019.2435976492134,normal,,9332.13865033704,1.0,0.0,,False,0.0,0.0,haircut,haircut,-296.4604126266295,1.0328099789332197,False,False,False,2026-03-18
MULL,MU,1.997318,335,ols,0.088754,-0.052354,0.141108,90000,0.141108,False,False,False,True,False,False,False,True,False,False,False,False,1.278936,0.576763,0.608596,0.3689,0.576763,0.435655,0.435655,0.4993295,0.5991953999999999,0.5,0.5991953999999999,0.435655,net_decay_annual,0.141108,ETF_LS,12272.408424194511,-6144.44391138242,12272.408424194511,-6144.44391138242,26555.98969848759,0.0,-0.0,26555.98969848759,core_leveraged,0.5,1.0,17831.791627923212,11882.54245652291,-5949.249171400303,11882.54245652291,-5949.249171400303,17831.791627923212,11882.54245652291,-5949.249171400303,normal,,18416.85233557693,1.0,0.0,,False,0.0,0.0,haircut,haircut,-585.0607076537199,1.0328099789332197,False,False,False,2026-03-18
NBIL,NBIS,1.998152,111,ols,0.111141,-0.074741,0.185882,100000,0.185882,False,False,False,True,False,False,False,True,False,False,False,False,1.969777,1.036531,1.119998,1.25092,1.156487,0.8506490000000001,0.970605,0.499538,0.5994455999999999,0.5,0.5994455999999999,0.8506490000000001,net_decay_annual,0.185882,ETF_LS,41581.31720439654,-20809.88693772873,41581.31720439654,-20809.88693772873,163130.0970448764,0.0,-0.0,163130.0970448764,core_leveraged,0.5,1.0,60409.180211996616,40260.37514407591,-20148.80506792071,40260.37514407591,-20148.80506792071,60409.180211996616,40260.37514407591,-20148.80506792071,normal,,62391.20414212527,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1982.0239301286565,1.0328099789332192,False,False,False,2026-03-18
NOWL,NOW,1.995435,170,ols,0.097375,-0.060975,0.15835,60000,0.15835,False,False,False,True,False,False,False,True,False,False,False,False,0.767178,0.29722,0.396943,0.156486,0.251426,0.13887,0.0930759999999999,0.49885875,0.5986305,0.5,0.5986305,0.13887,net_decay_annual,0.15835,ETF_LS,1069.8051566513268,-536.1262865747703,1069.8051566513268,-536.1262865747703,1069.8051566513268,0.0,-0.0,1069.8051566513268,core_leveraged,0.5,1.0,1554.9147238922403,1035.8199266783995,-519.0947972138405,1035.8199266783995,-519.0947972138405,1554.9147238922403,1035.8199266783995,-519.0947972138405,normal,,1605.9314432260974,1.0,0.0,,False,0.0,0.0,haircut,haircut,-51.016719333857054,1.0328099789332197,False,False,False,2026-03-18
NVDL,NVDA,1.98802,500,ols,0.052825,-0.016425,0.06925,1000000,0.06925,False,False,False,True,False,False,False,True,False,False,False,False,0.980561,0.372365,0.493017,0.238715,0.372365,0.303115,0.303115,0.497005,0.596406,0.5,0.596406,0.303115,net_decay_annual,0.06925,ETF_LS,6816.5588091842055,-3428.8180245592125,6816.5588091842055,-3428.8180245592125,27569.43067727459,0.0,-0.0,27569.43067727459,core_leveraged,0.5,1.0,9919.904960954947,6600.012536889864,-3319.892424065082,6600.012536889864,-3319.892424065082,9919.904960954947,6600.012536889864,-3319.892424065082,normal,,10245.37683374342,1.0,0.0,,False,0.0,0.0,haircut,haircut,-325.471872788472,1.0328099789332197,False,False,False,2026-03-18
PTIR,PLTR,1.996772,384,ols,0.03598,0.00042,0.03556,65000,0.03556,False,False,False,True,False,False,False,True,False,False,False,False,1.310051,0.500966,0.624343,0.387919,0.500966,0.465406,0.465406,0.499193,0.5990316,0.5,0.5990316,0.465406,net_decay_annual,0.03556,ETF_LS,15442.029607436309,-7733.496667339239,15442.029607436309,-7733.496667339239,23229.63696456066,0.0,-0.0,23229.63696456066,core_leveraged,0.5,1.0,22439.293526882208,14951.472122089916,-7487.821404792292,14951.472122089916,-7487.821404792292,22439.293526882208,14951.472122089916,-7487.821404792292,normal,,23175.526274775548,1.0,0.0,,False,0.0,0.0,haircut,haircut,-736.2327478933403,1.0328099789332197,False,False,False,2026-03-18
RDTL,RDDT,1.982314,246,ols,0.122433,-0.086033,0.208466,10000,0.208466,False,False,False,True,False,False,False,True,False,False,False,False,1.429691,0.652127,0.82485,0.662434,0.652372,0.4436609999999999,0.4439059999999999,0.4955785,0.5946942,0.5,0.5946942,0.4436609999999999,net_decay_annual,0.208466,ETF_LS,11839.535832474474,-5972.583471879064,11839.535832474474,-5972.583471879064,11839.535832474474,0.0,-0.0,11839.535832474474,core_leveraged,0.5,1.0,17246.269563304875,11463.421223624724,-5782.848339680154,11463.421223624724,-5782.848339680154,17246.269563304875,11463.421223624724,-5782.848339680154,normal,,17812.119304353535,1.0,0.0,,False,0.0,0.0,haircut,haircut,-565.8497410486598,1.0328099789332197,False,False,False,2026-03-18
SMCL,SMCI,1.987984,313,ols,0.166048,-0.129648,0.295696,45000,0.295696,False,False,False,True,False,False,False,True,False,False,False,False,1.638888,1.038777,0.949991,0.886282,1.038777,0.7430810000000001,0.7430810000000001,0.496996,0.5963952,0.5,0.5963952,0.7430810000000001,net_decay_annual,0.295696,ETF_LS,30208.346618321008,-15195.467678975789,30208.346618321008,-15195.467678975789,30208.346618321008,0.0,-0.0,30208.346618321008,core_leveraged,0.5,1.0,43961.44036504566,29248.697470490115,-14712.742894555546,29248.697470490115,-14712.742894555546,43961.44036504566,29248.697470490115,-14712.742894555546,normal,,45403.81429729679,1.0,0.0,,False,0.0,0.0,haircut,haircut,-1442.373932251132,1.0328099789332197,False,False,False,2026-03-18
