ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007501,230,ols,0.020884,0.015416,0.0054679999999999,45000,0.0054679999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.311995,0.501202,0.556413,0.313088,0.484779,0.495734,0.479311,0.50187525,0.6022503,0.50187525,0.6022503,0.495734,net_decay_annual,0.0054679999999999,ETF_LS,27228.21100503838,-13563.23658371198,27228.21100503838,-13563.23658371198,27228.21100503838,0.0,-0.0,27228.21100503838,core_leveraged,0.5,1.0,40791.447588750365,0.2939387739613932,3.0,1.0,0.1173409330267811,0.0087068191224653,primary,AMUU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,72300.71423126054,48260.58449189868,-24040.129739361862,48260.58449189868,-24040.129739361862,haircut,haircut,31509.266642510174,0.5641914885968503,normal,False,False,False,72300.71423126054,48260.58449189868,-24040.129739361862,2026-03-05
AMZU,AMZN,1.981274,501,ols,0.040859,-0.004559,0.045418,350000,0.045418,False,False,False,True,False,False,False,True,False,False,False,False,0.626807,0.212301,0.316088,0.097123,0.212301,0.166883,0.166883,0.4953185,0.5943822,0.5,0.5943822,0.166883,net_decay_annual,0.045418,ETF_LS,4103.3984597589,-2071.0908535411554,4103.3984597589,-2071.0908535411554,4103.3984597589,0.0,-0.0,4103.3984597589,core_leveraged,0.5,1.0,6174.489313300055,0.0999317960685798,2.0,1.0,0.017761574541089,0.0013179272813874,primary,AMZU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-6174.489313300055,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-05
AVL,AVGO,1.987262,349,ols,0.052503,-0.016203,0.068706,100000,0.068706,False,False,False,True,False,False,False,True,False,False,False,False,1.085638,0.382126,0.535795,0.281614,0.382126,0.31342,0.31342,0.4968155,0.5961786,0.5,0.5961786,0.31342,net_decay_annual,0.068706,ETF_LS,12327.166857942466,-6203.090915008925,12327.166857942466,-6203.090915008925,12327.166857942466,0.0,-0.0,12327.166857942466,core_leveraged,0.5,1.0,18530.25777295139,0.1872558353133397,3.0,1.0,0.0533042552994498,0.0039552311148242,primary,AVL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-18530.25777295139,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-05
BOEU,BA,1.990803,217,ols,0.041474,-0.005174,0.046648,20000,0.046648,False,False,False,True,False,False,False,True,False,False,False,False,0.573595,0.184706,0.348673,0.119901,0.175705,0.138058,0.129057,0.49770075,0.5972409,0.5,0.5972409,0.138058,net_decay_annual,0.046648,ETF_LS,2930.8473156359973,-1472.1935398108185,2930.8473156359973,-1472.1935398108185,2930.8473156359973,0.0,-0.0,2930.8473156359973,core_leveraged,0.5,1.0,4403.040855446816,0.0823740393230466,2.0,1.0,0.0126658148380017,0.0009398166180249,primary,BOEU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,4864.759981232559,3238.1867896072467,-1626.573191625312,3238.1867896072467,-1626.573191625312,haircut,haircut,461.719125785743,0.905089022363492,normal,False,False,False,4864.759981232559,3238.1867896072467,-1626.573191625312,2026-03-05
CSCL,CSCO,2.031022,174,ols,0.0449559999999999,-0.008656,0.0536119999999999,4000,0.0536119999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.533332,0.207184,0.234256,0.057456,0.16084,0.153572,0.107228,0.5077555,0.6093066,0.5077555,0.6093066,0.153572,net_decay_annual,0.0536119999999999,ETF_LS,3462.706969726452,-1704.9086468420587,3462.706969726452,-1704.9086468420587,3462.706969726452,0.0,-0.0,3462.706969726452,core_leveraged,0.5,1.0,5167.615616568511,0.0902663890138907,1.0,1.0,0.0148651953734326,0.0011030129384351,primary,,False,,,1.0,0.0,,False,0.0,0.0,3317.5853790167694,2223.0418953281755,-1094.5434836885938,2223.0418953281755,-1094.5434836885938,haircut,haircut,-1850.0302375517413,1.5576435950233278,normal,False,False,False,3317.5853790167694,2223.0418953281755,-1094.5434836885938,2026-03-05
GGLL,GOOGL,1.979296,501,ols,0.037625,-0.001325,0.03895,350000,0.03895,False,False,False,True,False,False,False,True,False,False,False,False,0.590025,0.215541,0.297714,0.0859,0.215541,0.176591,0.176591,0.494824,0.5937888,0.5,0.5937888,0.176591,net_decay_annual,0.03895,ETF_LS,4534.624277624003,-2291.028869670834,4534.624277624003,-2291.028869670834,4534.624277624003,0.0,-0.0,4534.624277624003,core_leveraged,0.5,1.0,6825.653147294836,0.1058243246685208,2.0,1.0,0.0196347164948773,0.0014569163601483,primary,GGLL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,6731.898691302681,4472.338482682028,-2259.5602086206545,4472.338482682028,-2259.5602086206545,haircut,haircut,-93.75445599215529,1.0139268964509645,normal,False,False,False,6731.898691302681,4472.338482682028,-2259.5602086206545,2026-03-05
LINT,INTC,1.98803,71,ols,0.20406,-0.16776,0.37182,35000,0.37182,False,False,False,False,True,False,False,False,True,True,False,False,1.45502,0.617979,0.616795,0.373633,0.442477,0.2461589999999999,0.070657,0.4970075,0.596409,0.5,0.596409,0.2461589999999999,net_decay_annual,0.37182,ETF_LS,0.0,0.0,0.0,0.0,29111.2251146158,0.0,-0.0,29111.2251146158,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-05
ELIL,LLY,1.992265,235,ols,0.09182,-0.0555199999999999,0.14734,7000,0.14734,False,False,False,True,False,False,False,True,False,False,False,False,0.859617,0.285594,0.371881,0.136695,0.275549,0.138254,0.128209,0.49806625,0.5976794999999999,0.5,0.5976794999999999,0.138254,net_decay_annual,0.14734,ETF_LS,2936.0235959614915,-1473.71137673025,2936.0235959614915,-1473.71137673025,2936.0235959614915,0.0,-0.0,2936.0235959614915,core_leveraged,0.5,1.0,4409.734972691742,0.0824455797462905,1.0,1.0,0.0126850711774979,0.0009412454584187,primary,ELIL,False,,,1.0,0.0,,False,0.0,0.0,1910.5816882672957,1272.0748420263055,-638.5068462409898,1272.0748420263055,-638.5068462409898,haircut,haircut,-2499.1532844244466,2.0,normal,False,False,False,1910.5816882672957,1272.0748420263055,-638.5068462409898,2026-03-05
MSFU,MSFT,1.979627,501,ols,0.035674,0.000626,0.035048,950000,0.035048,False,False,False,True,False,False,False,True,False,False,False,False,0.476517,0.169737,0.240308,0.055995,0.169737,0.134689,0.134689,0.49490675,0.5938881,0.5,0.5938881,0.134689,net_decay_annual,0.035048,ETF_LS,2822.322263987324,-1425.6838606400718,2822.322263987324,-1425.6838606400718,2822.322263987324,0.0,-0.0,2822.322263987324,core_leveraged,0.5,1.0,4248.006124627395,0.0807039148124012,1.0,1.0,0.0122198409625631,0.0009067248931968,primary,MSFU,False,,,1.0,0.0,,False,0.0,0.0,2803.7390893454544,1862.7692668322827,-940.9698225131718,1862.7692668322827,-940.9698225131718,haircut,haircut,-1444.267035281941,1.5151217674891109,normal,False,False,False,2803.7390893454544,1862.7692668322827,-940.9698225131718,2026-03-05
MUU,MU,1.994261,349,ols,0.024222,0.012078,0.012144,150000,0.012144,False,False,False,True,False,False,False,True,False,False,False,False,1.25744,0.506784,0.604794,0.362633,0.506784,0.49464,0.49464,0.49856525,0.5982783,0.5,0.5982783,0.49464,net_decay_annual,0.012144,ETF_LS,27299.46974741986,-13689.01550369779,27299.46974741986,-13689.01550369779,27299.46974741986,0.0,-0.0,27299.46974741986,core_leveraged,0.5,1.0,40988.48525111764,0.2947492687538184,2.0,1.0,0.1179077327975734,0.0087488762542406,primary,MUU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,49692.31104101227,33096.45949667052,-16595.85154434175,33096.45949667052,-16595.85154434175,haircut,haircut,8703.825789894625,0.8248456228427141,normal,False,False,False,49692.31104101227,33096.45949667052,-16595.85154434175,2026-03-05
