ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007533,232,ols,0.021292,0.0150079999999999,0.006284,50000,0.006284,False,False,False,True,False,False,False,True,False,False,False,False,1.311593,0.495921,0.557681,0.314531,0.481525,0.489637,0.4752409999999999,0.50188325,0.6022599,0.50188325,0.6022599,0.489637,net_decay_annual,0.006284,ETF_LS,30039.65363373228,-14963.466918716793,30039.65363373228,-14963.466918716793,30039.65363373228,0.0,-0.0,30039.65363373228,core_leveraged,0.5,1.0,45003.12055244907,0.2903201694129286,3.0,1.0,0.1148246459752326,0.0096057888052185,primary,AMUU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,80221.87775758222,53548.22936949065,-26673.648388091577,53548.22936949065,-26673.648388091577,haircut,haircut,35218.757205133144,0.5609831359026693,normal,False,False,False,80221.87775758222,53548.22936949065,-26673.648388091577,2026-03-10
AMZU,AMZN,1.983474,499,ols,0.038552,-0.002252,0.040804,350000,0.040804,False,False,False,True,False,False,False,True,False,False,False,False,0.628573,0.214787,0.316673,0.09781,0.214787,0.173983,0.173983,0.4958685,0.5950422,0.5,0.5950422,0.173983,net_decay_annual,0.040804,ETF_LS,4970.801241129597,-2506.108595892659,4970.801241129597,-2506.108595892659,4970.801241129597,0.0,-0.0,4970.801241129597,core_leveraged,0.5,1.0,7476.909837022255,0.1040966925991037,2.0,1.0,0.0190771998582683,0.0015959252587027,primary,AMZU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-7476.909837022255,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-10
AVL,AVGO,1.98735,351,ols,0.051012,-0.014712,0.065724,100000,0.065724,False,False,False,True,False,False,False,True,False,False,False,False,1.085835,0.380244,0.534716,0.280519,0.380244,0.31452,0.31452,0.4968375,0.596205,0.5,0.596205,0.31452,net_decay_annual,0.065724,ETF_LS,13982.83188693626,-7035.918125612629,13982.83188693626,-7035.918125612629,13982.83188693626,0.0,-0.0,13982.83188693626,core_leveraged,0.5,1.0,21018.750012548888,0.187906800403278,3.0,1.0,0.0536289594900436,0.0044863927454746,primary,AVL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-21018.750012548888,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-10
BOEU,BA,1.99091,219,ols,0.0420279999999999,-0.005728,0.0477559999999999,4000,0.0477559999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.57724,0.183782,0.349408,0.120426,0.175485,0.136026,0.127729,0.4977275,0.5972729999999999,0.5,0.5972729999999999,0.136026,net_decay_annual,0.0477559999999999,ETF_LS,3219.503550190272,-1617.1015014190857,3219.503550190272,-1617.1015014190857,3219.503550190272,0.0,-0.0,3219.503550190272,core_leveraged,0.5,1.0,4836.605051609357,0.0811583495059066,2.0,1.0,0.0123405100792025,0.0010323596695003,primary,BOEU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,5090.248456379243,3388.342194947357,-1701.9062614318864,3388.342194947357,-1701.9062614318864,haircut,haircut,253.64340476988585,0.9501707221281088,normal,False,False,False,5090.248456379243,3388.342194947357,-1701.9062614318864,2026-03-10
CSCL,CSCO,2.027776,176,ols,0.04903,-0.0127299999999999,0.0617599999999999,7000,0.0617599999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.535958,0.191422,0.235631,0.057857,0.15114,0.129662,0.08938,0.506944,0.6083327999999999,0.506944,0.6083327999999999,0.129662,net_decay_annual,0.0617599999999999,ETF_LS,2907.784933198252,-1433.9773886258895,2907.784933198252,-1433.9773886258895,2907.784933198252,0.0,-0.0,2907.784933198252,core_leveraged,0.5,1.0,4341.762321824141,0.0763040750484487,1.0,1.0,0.0110779278279388,0.0009267368883295,primary,CSCL,False,,,1.0,0.0,,False,0.0,0.0,2642.8382505400027,1769.9737286797322,-872.8645218602707,1769.9737286797322,-872.8645218602707,haircut,haircut,-1698.924071284138,1.6428407303916546,normal,False,False,False,2642.8382505400027,1769.9737286797322,-872.8645218602707,2026-03-10
GGLL,GOOGL,1.981698,499,ols,0.036594,-0.000294,0.036888,500000,0.036888,False,False,False,True,False,False,False,True,False,False,False,False,0.591559,0.206581,0.298174,0.086482,0.206581,0.1696929999999999,0.1696929999999999,0.4954245,0.5945094,0.5,0.5945094,0.1696929999999999,net_decay_annual,0.036888,ETF_LS,4762.46200263019,-2403.2228940182563,4762.46200263019,-2403.2228940182563,4762.46200263019,0.0,-0.0,4762.46200263019,core_leveraged,0.5,1.0,7165.684896648447,0.1015981556988228,2.0,1.0,0.0182831150668495,0.0015294951753785,primary,GGLL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,7352.907317142085,4886.893885486,-2466.013431656085,4886.893885486,-2466.013431656085,haircut,haircut,187.2224204936383,0.9745376335620116,normal,False,False,False,7352.907317142085,4886.893885486,-2466.013431656085,2026-03-10
ELIL,LLY,1.992304,237,ols,0.09434,-0.05804,0.15238,6000,0.15238,False,False,False,True,False,False,False,True,False,False,False,False,0.855044,0.281854,0.371047,0.136091,0.273178,0.129474,0.1207979999999999,0.498076,0.5976912,0.5,0.5976912,0.129474,net_decay_annual,0.15238,ETF_LS,2951.023467966172,-1481.2114355872254,2951.023467966172,-1481.2114355872254,2951.023467966172,0.0,-0.0,2951.023467966172,core_leveraged,0.5,1.0,4432.234903553397,0.0772086324678474,1.0,1.0,0.0113087669795354,0.0009460480050274,primary,ELIL,False,,,1.0,0.0,,False,0.0,0.0,1812.332939867,1206.668228037253,-605.6647118297473,1206.668228037253,-605.6647118297473,haircut,haircut,-2619.9019636863973,2.0,normal,False,False,False,1812.332939867,1206.668228037253,-605.6647118297473,2026-03-10
MSFU,MSFT,1.981598,499,ols,0.0354009999999999,0.000899,0.034502,1600000,0.034502,False,False,False,True,False,False,False,True,False,False,False,False,0.477266,0.163304,0.240477,0.056243,0.163304,0.128802,0.128802,0.4953995,0.5944794,0.5,0.5944794,0.128802,net_decay_annual,0.034502,ETF_LS,2939.717693371791,-1483.508609400994,2939.717693371791,-1483.508609400994,2939.717693371791,0.0,-0.0,2939.717693371791,core_leveraged,0.5,1.0,4423.226302772785,0.0771189202325015,1.0,1.0,0.0112857816980112,0.0009441251446686,primary,MSFU,False,,,1.0,0.0,,False,0.0,0.0,2938.975976081269,1953.2710030831424,-985.7049729981268,1953.2710030831424,-985.7049729981268,haircut,haircut,-1484.250326691516,1.5050229531547803,normal,False,False,False,2938.975976081269,1953.2710030831424,-985.7049729981268,2026-03-10
MUU,MU,1.993859,351,ols,0.035747,0.000553,0.035194,150000,0.035194,False,False,False,True,False,False,False,True,False,False,False,False,1.259547,0.505186,0.607087,0.365167,0.505186,0.469992,0.469992,0.49846475,0.5981577,0.5,0.5981577,0.469992,net_decay_annual,0.035194,ETF_LS,28150.101991208536,-14118.40154755604,28150.101991208536,-14118.40154755604,28150.101991208536,0.0,-0.0,28150.101991208536,core_leveraged,0.5,1.0,42268.50353876458,0.2801042080689531,2.0,1.0,0.107847320256048,0.0090220925376231,primary,MUU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,55588.22678593871,37020.8103558601,-18567.416430078607,37020.8103558601,-18567.416430078607,haircut,haircut,13319.72324717413,0.7603858943285556,normal,False,False,False,55588.22678593871,37020.8103558601,-18567.416430078607,2026-03-10
ORCU,ORCL,2.009076,73,ols,0.152979,-0.1166789999999999,0.269658,100000,0.269658,False,False,False,True,False,False,False,True,False,False,False,False,1.086546,0.36198,0.513036,0.2668,0.294372,0.092322,0.024714,0.502269,0.6027227999999999,0.502269,0.6027227999999999,0.092322,net_decay_annual,0.269658,ETF_LS,1619.4669905719031,-806.0755245555188,1619.4669905719031,-806.0755245555188,1619.4669905719031,0.0,-0.0,1619.4669905719031,core_leveraged,0.5,1.0,2425.5425151274217,0.0547088933408727,1.0,1.0,0.0061887277410638,0.0005177251899951,primary,ORCU,False,,,1.0,0.0,,False,0.0,0.0,185.18421131284737,123.64232559349452,-61.54188571935285,123.64232559349452,-61.54188571935285,haircut,haircut,-2240.3583038145744,2.0,normal,False,False,False,185.18421131284737,123.64232559349452,-61.54188571935285,2026-03-10
