ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
QCMU,QCOM,2.002638,197,ols,0.040372,10000,0.040372,False,False,14.185999870300291,0.040372,1.0,False,True,False,False,False,False,False,False,False,0.642196,0.22194,0.383679,0.147793,0.205757,0.181568,0.165385,0.5006595,0.6007914,0.5006595,0.6007914,0.181568,net_decay_annual,0.040372,ETF_LS,2474.351829337141,-1235.546229192266,2474.351829337141,-1235.546229192266,2474.351829337141,0.0,-0.0,2474.351829337141,core_leveraged,0.5,1.0,3709.898058529408,0.1078543014423607,1.0,1.0,0.0202985760459929,0.000740885116437,primary,QCMU,False,,,1.0,0.0,,False,0.0,0.0,2200.330405819984,1467.5313118832576,-732.7990939367262,1467.5313118832576,-732.7990939367262,haircut,haircut,-1509.5676527094238,1.686064078702245,normal,False,False,False,2200.330405819984,1467.5313118832576,-732.7990939367262,2026-04-09
SHPU,SHOP,2.011666,168,ols,0.081927,20000,0.081927,False,False,14.097999572753906,0.081927,1.0,False,True,False,False,False,False,False,False,False,1.012936,0.343959,0.579132,0.341286,0.343068,0.262032,0.2611409999999999,0.5029165,0.6034997999999999,0.5029165,0.6034997999999999,0.262032,net_decay_annual,0.081927,ETF_LS,4681.10590100664,-2326.9796780413053,4681.10590100664,-2326.9796780413053,4681.10590100664,0.0,-0.0,4681.10590100664,core_leveraged,0.5,1.0,7008.0855790479445,0.1551270111034658,1.0,1.0,0.0383444924412614,0.0013995495882417,primary,SHPU,False,,,1.0,0.0,,False,0.0,0.0,3994.243365125693,2667.986281795173,-1326.25708333052,2667.986281795173,-1326.25708333052,haircut,haircut,-3013.842213922252,1.7545464656051095,normal,False,False,False,3994.243365125693,2667.986281795173,-1326.25708333052,2026-04-09
SOFA,SOFI,1.986169,38,ols,0.046082,200,0.046082,False,False,14.260000228881836,0.046082,1.0,False,True,False,False,False,False,False,True,False,0.842221,0.33111,0.572584,0.321082,0.322594,0.285028,0.276512,0.49654225,0.5958507,0.5,0.5958507,0.285028,net_decay_annual,0.046082,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,5012.130151066931,3333.6818947669926,-1678.4482562999383,3333.6818947669926,-1678.4482562999383,haircut,haircut,5012.130151066931,0.0,normal,False,False,False,5012.130151066931,3333.6818947669926,-1678.4482562999383,2026-04-09
YINN,FXI,2.973296,500,ols,0.014607,850000,0.014607,False,False,33.959999084472656,0.014607,1.0,False,True,False,False,False,False,False,False,False,0.860907,0.36887,0.288851,0.244764,0.36887,0.354263,0.354263,0.743324,0.8919887999999999,0.743324,0.8919887999999999,0.354263,net_decay_annual,0.014607,ETF_LS,5323.272584511942,-1790.360793043122,5323.272584511942,-1790.360793043122,5323.272584511942,0.0,-0.0,5323.272584511942,core_leveraged,0.5,1.0,7113.633377555064,0.156457788069404,1.0,1.0,0.0389219934886442,0.001420628009199,primary,YINN,False,,,1.0,0.0,,False,0.0,0.0,5719.458880206834,4279.984227372805,-1439.4746528340286,4279.984227372805,-1439.4746528340286,haircut,haircut,-1394.17449734823,1.2437598602505928,normal,False,False,False,5719.458880206834,4279.984227372805,-1439.4746528340286,2026-04-09
MEXX,EWW,2.954666,500,ols,0.046916,40000,0.046916,False,False,33.459999084472656,0.046916,1.0,False,True,False,False,False,False,False,False,False,0.746801,0.299207,0.252108,0.183537,0.299207,0.252291,0.252291,0.7386665,0.8863998,0.7386665,0.8863998,0.252291,net_decay_annual,0.046916,ETF_LS,2958.5628285637304,-1001.3188727807916,2958.5628285637304,-1001.3188727807916,2958.5628285637304,0.0,-0.0,2958.5628285637304,core_leveraged,0.5,1.0,3959.881701344522,0.1119490627997164,1.0,1.0,0.0216663527082844,0.0007908080947486,primary,MEXX,False,,,1.0,0.0,,False,0.0,0.0,2972.379918962773,2220.766528865412,-751.6133900973618,2220.766528865412,-751.6133900973618,haircut,haircut,-987.5017823817484,1.332225963471837,normal,False,False,False,2972.379918962773,2220.766528865412,-751.6133900973618,2026-04-09
KORU,EWY,2.932232,500,ols,0.10551,300000,0.10551,False,False,405.010009765625,0.10551,1.0,False,True,False,False,False,False,False,False,False,0.934622,0.38867,0.31843,0.287247,0.38867,0.28316,0.28316,0.733058,0.8796695999999999,0.733058,0.8796695999999999,0.28316,net_decay_annual,0.10551,ETF_LS,3650.17447295384,-1244.8450439644068,3650.17447295384,-1244.8450439644068,3650.17447295384,0.0,-0.0,3650.17447295384,core_leveraged,0.5,1.0,4895.019516918247,0.1263668491686206,1.0,1.0,0.0267829261999106,0.0009775597732168,primary,KORU,False,,,1.0,0.0,,False,0.0,0.0,3351.035762098122,2498.8389023761824,-852.1968597219397,2498.8389023761824,-852.1968597219397,haircut,haircut,-1543.983754820125,1.4607482176953608,normal,False,False,False,3351.035762098122,2498.8389023761824,-852.1968597219397,2026-04-09
LABU,XBI,2.988091,500,ols,0.21387,49,0.21387,False,False,177.2899932861328,0.21387,1.0,False,True,False,False,False,False,False,True,False,0.793331,0.324127,0.265307,0.209073,0.324127,0.110257,0.110257,0.74702275,0.8964272999999999,0.74702275,0.8964272999999999,0.110257,net_decay_annual,0.21387,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,LABU,False,,,1.0,0.0,,False,0.0,0.0,235.64706427827832,176.55937939890163,-59.08768487937672,176.55937939890163,-59.08768487937672,haircut,haircut,235.64706427827832,0.0,normal,False,False,False,235.64706427827832,176.55937939890163,-59.08768487937672,2026-04-09
SOXL,SOXX,2.962051,500,ols,0.018826,8000000,0.018826,False,False,67.5,0.018826,1.0,False,True,False,False,False,False,False,False,False,1.139385,0.553676,0.384354,0.429275,0.553676,0.5348499999999999,0.5348499999999999,0.74051275,0.8886153,0.74051275,0.8886153,0.5348499999999999,net_decay_annual,0.018826,ETF_LS,10990.303243671971,-3710.369350045617,10990.303243671971,-3710.369350045617,10990.303243671971,0.0,-0.0,10990.303243671971,core_leveraged,0.5,1.0,14700.672593717589,0.2368850218177612,1.0,1.0,0.0804342102836936,0.0029357975217832,primary,SOXL,False,,,1.0,0.0,,False,0.0,0.0,11825.85207591885,8841.071699311167,-2984.780376607684,8841.071699311167,-2984.780376607684,haircut,haircut,-2874.8205177987384,1.2430962690335672,normal,False,False,False,11825.85207591885,8841.071699311167,-2984.780376607684,2026-04-09
CWEB,KWEB,1.988079,500,ols,0.016314,750000,0.016314,False,False,27.88999938964844,0.016314,1.0,False,True,False,False,False,False,False,False,False,0.707751,0.187846,0.355723,0.124285,0.187846,0.171532,0.171532,0.49701975,0.5964237,0.5,0.5964237,0.171532,net_decay_annual,0.016314,ETF_LS,2256.045378047445,-1134.786584460399,2256.045378047445,-1134.786584460399,2256.045378047445,0.0,-0.0,2256.045378047445,core_leveraged,0.5,1.0,3390.831962507844,0.1024518778263593,1.0,1.0,0.0185528171837241,0.0006771660282107,primary,CWEB,False,,,1.0,0.0,,False,0.0,0.0,2122.403691563107,1412.113337270899,-710.290354292208,1412.113337270899,-710.290354292208,haircut,haircut,-1268.428270944737,1.5976376105954495,normal,False,False,False,2122.403691563107,1412.113337270899,-710.290354292208,2026-04-09
NUGT,GDX,1.977292,500,ols,0.017298,350000,0.017298,False,False,213.6600036621093,0.017298,1.0,False,True,False,False,False,False,False,False,False,0.777894,0.214157,0.393056,0.149271,0.214157,0.1968589999999999,0.1968589999999999,0.494323,0.5931876,0.5,0.5931876,0.1968589999999999,net_decay_annual,0.017298,ETF_LS,2886.187725613953,-1459.666921028332,2886.187725613953,-1459.666921028332,2886.187725613953,0.0,-0.0,2886.187725613953,core_leveraged,0.5,1.0,4345.854646642285,0.1180598338616067,2.0,1.0,0.0237781900305552,0.0008678888139509,primary,GDXU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,22523.39686428772,14958.335437901687,-7565.061426386031,14958.335437901687,-7565.061426386031,haircut,haircut,18177.542217645438,0.1929484559024449,normal,False,False,False,22523.39686428772,14958.335437901687,-7565.061426386031,2026-04-09
JNUG,GDXJ,1.97553,500,ols,0.040902,100000,0.040902,False,False,223.2100067138672,0.040902,1.0,False,True,False,False,False,False,False,False,False,0.869396,0.252018,0.439021,0.185723,0.252018,0.211116,0.211116,0.4938825,0.5926589999999999,0.5,0.5926589999999999,0.211116,net_decay_annual,0.040902,ETF_LS,3264.6974949973232,-1652.5679159503138,3264.6974949973232,-1652.5679159503138,3264.6974949973232,0.0,-0.0,3264.6974949973232,core_leveraged,0.5,1.0,4917.265410947637,0.1266946939823438,1.0,1.0,0.026904643822482,0.0009820023890321,primary,JNUG,False,,,1.0,0.0,,False,0.0,0.0,2932.6115931136587,1947.0353787539784,-985.57621435968,1947.0353787539784,-985.57621435968,haircut,haircut,-1984.6538178339783,1.6767530424057282,normal,False,False,False,2932.6115931136587,1947.0353787539784,-985.57621435968,2026-04-09
GUSH,XOP,2.010259,500,ols,0.0323769999999999,500000,0.0323769999999999,False,False,39.209999084472656,0.0323769999999999,1.0,False,True,False,False,False,False,False,False,False,0.58961,0.149406,0.293094,0.087231,0.149406,0.117029,0.117029,0.50256475,0.6030776999999999,0.50256475,0.6030776999999999,0.117029,net_decay_annual,0.0323769999999999,ETF_LS,1142.9833379621423,-568.5751626840831,1142.9833379621423,-568.5751626840831,1142.9833379621423,0.0,-0.0,1142.9833379621423,core_leveraged,0.5,1.0,1711.5585006462254,0.0693193501534726,1.0,1.0,0.0093647318159207,0.0003418067556127,primary,GUSH,False,,,1.0,0.0,,False,0.0,0.0,991.8376271206,662.3518163911579,-329.4858107294422,662.3518163911579,-329.4858107294422,haircut,haircut,-719.7208735256253,1.7256438492004422,normal,False,False,False,991.8376271206,662.3518163911579,-329.4858107294422,2026-04-09
URAA,URA,1.928175,446,ols,0.03057,25000,0.03057,False,False,38.41999816894531,0.03057,1.0,False,True,False,False,False,False,False,False,False,0.883786,0.384549,0.441773,0.17464,0.384549,0.353979,0.353979,0.48204375,0.5784524999999999,0.5,0.5784524999999999,0.353979,net_decay_annual,0.03057,ETF_LS,8258.510614957133,-4283.071098296126,8258.510614957133,-4283.071098296126,8258.510614957133,0.0,-0.0,8258.510614957133,core_leveraged,0.5,1.0,12541.58171325326,0.2163304542859962,1.0,1.0,0.0686208208762532,0.0025046163213474,primary,URAA,False,,,1.0,0.0,,False,0.0,0.0,7746.409390657704,5100.935882189902,-2645.473508467801,5100.935882189902,-2645.473508467801,haircut,haircut,-4795.172322595556,1.6190187067028257,normal,False,False,False,7746.409390657704,5100.935882189902,-2645.473508467801,2026-04-09
MSTU,MSTR,1.966025,388,ols,0.210636,2400000,0.210636,False,False,4.409999847412109,0.210636,1.0,False,True,False,False,False,False,False,False,False,1.711986,1.079933,0.880794,0.736709,1.079933,0.869297,0.869297,0.49150625,0.5898074999999999,0.5,0.5898074999999999,0.869297,net_decay_annual,0.210636,ETF_LS,39040.85664820646,-19857.762057047323,39040.85664820646,-19857.762057047323,39040.85664820646,-587.8729053549051,587.8729053549051,38452.98374285156,core_leveraged,0.5,1.0,58898.61870525378,0.5235719890008733,1.0,1.0,0.3222617096024611,0.0117623474524039,primary,MSTU,False,,,1.0,0.0,,False,0.0,0.0,34252.97643757996,22704.5314859764,-11548.444951603564,22704.5314859764,-11548.444951603564,haircut,haircut,-24645.642267673826,1.7195182676339438,normal,False,False,False,34252.97643757996,22704.5314859764,-11548.444951603564,2026-04-09
BTCL,IBIT,2.006488,437,ols,0.044015,2000,0.044015,False,False,16.790000915527344,0.044015,1.0,False,True,False,False,False,False,False,False,False,1.002396,0.426833,0.497698,0.250119,0.426833,0.382818,0.382818,0.501622,0.6019464,0.501622,0.6019464,0.382818,net_decay_annual,0.044015,ETF_LS,0.0,-0.0,0.0,-0.0,9579.646638657156,0.0,-0.0,9579.646638657156,core_leveraged,0.5,1.0,0.0,0.2270727005186626,3.0,2.0,0.07856398228745,0.0028675353893251,not_selected,BITX,False,100957.87254504394,shares_available,1.0,0.0,,False,0.0,0.0,24676.053827994678,16468.452857029657,-8207.600970965017,16468.452857029657,-8207.600970965017,haircut,haircut,24676.053827994678,0.0,normal,False,False,False,24676.053827994678,16468.452857029657,-8207.600970965017,2026-04-09
GOOX,GOOGL,1.978382,500,ols,0.016384,100000,0.016384,False,False,67.31999969482422,0.016384,1.0,False,True,False,False,False,False,False,False,False,0.600236,0.204288,0.301841,0.088175,0.204288,0.187904,0.187904,0.4945955,0.5935146,0.5,0.5935146,0.187904,net_decay_annual,0.016384,ETF_LS,2658.931359936311,-1343.9928992157788,2658.931359936311,-1343.9928992157788,2658.931359936311,0.0,-0.0,2658.931359936311,core_leveraged,0.5,1.0,4002.924259152089,0.1126427932261998,3.0,1.0,0.0219018585413523,0.0007994039078815,primary,GOOX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,6158.208587967196,4090.5730100033234,-2067.6355779638734,4090.5730100033234,-2067.6355779638734,haircut,haircut,2155.2843288151066,0.6500143998002252,normal,False,False,False,6158.208587967196,4090.5730100033234,-2067.6355779638734,2026-04-09
NFLU,NFLX,1.991661,381,ols,0.043162,25000,0.043162,False,False,34.20000076293945,0.043162,1.0,False,True,False,False,False,False,False,False,False,0.690208,0.228776,0.329582,0.107269,0.228776,0.185614,0.185614,0.49791525,0.5974982999999999,0.5,0.5974982999999999,0.185614,net_decay_annual,0.043162,ETF_LS,2585.5204791891406,-1298.1729718004926,2585.5204791891406,-1298.1729718004926,2585.5204791891406,0.0,-0.0,2585.5204791891406,core_leveraged,0.5,1.0,3883.693450989633,0.1107131393043411,2.0,1.0,0.0212494913904689,0.0007755929217588,primary,NFLU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,3625.7217686174417,2413.7790489652343,-1211.9427196522072,2413.7790489652343,-1211.9427196522072,haircut,haircut,-257.9716823721915,1.0711504353712615,normal,False,False,False,3625.7217686174417,2413.7790489652343,-1211.9427196522072,2026-04-09
ROBN,HOOD,2.011514,296,ols,0.10293,300000,0.10293,False,False,18.420000076293945,0.10293,1.0,False,True,False,False,False,False,False,False,False,1.514556,0.736905,0.706889,0.508355,0.736905,0.6339750000000001,0.6339750000000001,0.5028785,0.6034541999999999,0.5028785,0.6034541999999999,0.6339750000000001,net_decay_annual,0.10293,ETF_LS,21972.870297714555,-10923.54828140125,21972.870297714555,-10923.54828140125,21972.870297714555,0.0,-0.0,21972.870297714555,core_leveraged,0.5,1.0,32896.4185791158,0.3753443109350024,3.0,1.0,0.1799915910448743,0.0065695786042731,primary,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,46576.65772804685,31110.46440201654,-15466.193326030314,31110.46440201654,-15466.193326030314,haircut,haircut,13680.239148931048,0.7062855126100368,normal,False,False,False,46576.65772804685,31110.46440201654,-15466.193326030314,2026-04-09
DJTU,DJT,2.00566,275,ols,0.292254,20000,0.3458627101831817,False,False,1.690000057220459,0.292254,1.183431912593777,False,True,False,False,False,False,False,False,False,1.459717,0.831603,0.970424,0.949733,0.831603,0.4857402898168182,0.4857402898168182,0.501415,0.6016980000000001,0.501415,0.6016980000000001,0.4857402898168182,net_decay_annual,0.3458627101831817,ETF_LS,13826.376040189778,-6893.678908783033,13826.376040189778,-6893.678908783033,13826.376040189778,0.0,-0.0,13826.376040189778,core_leveraged,0.5,1.0,20720.05494897281,0.2882113918119563,1.0,1.0,0.1133690479963207,0.0041378981527962,primary,DJTU,False,,,1.0,0.0,,False,0.0,0.0,9646.522990201653,6437.0704938442295,-3209.452496357423,6437.0704938442295,-3209.452496357423,haircut,haircut,-11073.531958771158,2.0,normal,False,False,False,9646.522990201653,6437.0704938442295,-3209.452496357423,2026-04-09
RBLU,RBLX,2.018492,275,ols,0.081649,40000,0.081649,False,False,11.239999771118164,0.081649,1.0,False,True,False,False,False,False,False,False,False,1.129503,0.500946,0.528076,0.286647,0.500946,0.419297,0.419297,0.504623,0.6055476000000001,0.504623,0.6055476000000001,0.419297,net_decay_annual,0.081649,ETF_LS,10621.809244450884,-5262.2498600197,10621.809244450884,-5262.2498600197,10621.809244450884,0.0,-0.0,10621.809244450884,core_leveraged,0.5,1.0,15884.059104470583,0.2476004791277529,1.0,1.0,0.0869090677329692,0.0031721257008806,primary,RBLU,False,,,1.0,0.0,,False,0.0,0.0,9584.093736263332,6408.967303507065,-3175.126432756268,6408.967303507065,-3175.126432756268,haircut,haircut,-6299.965368207251,1.657335533392174,normal,False,False,False,9584.093736263332,6408.967303507065,-3175.126432756268,2026-04-09
