ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007611,257,ols,0.043493,10000,0.043493,False,False,66.31999969482422,0.043493,1.0,False,True,False,False,False,False,False,False,False,1.281816,0.486288,0.559447,0.316563,0.486288,0.442795,0.442795,0.50190275,0.6022833,0.50190275,0.6022833,0.442795,net_decay_annual,0.043493,ETF_LS,13564.046011859387,-6756.311861142118,13564.046011859387,-6756.311861142118,13564.046011859387,0.0,-0.0,13564.046011859387,core_leveraged,0.5,1.0,20320.357873001503,0.2625385203664881,3.0,1.0,0.10026940401784,0.0042464529941017,primary,AMUU,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-20320.357873001503,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-15
ASMU,ASML,2.006648,42,ols,0.112842,700,0.112842,False,False,27.11000061035156,0.112842,1.0,False,True,False,False,False,False,False,True,False,0.948966,0.322783,0.441617,0.196975,0.217943,0.209941,0.105101,0.501662,0.6019944,0.501662,0.6019944,0.209941,net_decay_annual,0.112842,ETF_LS,0.0,-0.0,0.0,-0.0,1512.129658912476,0.0,-0.0,1512.129658912476,core_leveraged,0.5,1.0,0.0,-inf,2.0,2.0,0.0112189553370661,0.0004751276518338,not_selected,ASMG,False,57057.16038057861,shares_available,1.0,0.0,,False,0.0,0.0,3279.0935220144715,2188.47914945923,-1090.6143725552413,2188.47914945923,-1090.6143725552413,haircut,haircut,3279.0935220144715,0.0,normal,False,False,False,3279.0935220144715,2188.47914945923,-1090.6143725552413,2026-04-15
AVL,AVGO,1.986547,376,ols,0.0449819999999999,65000,0.0449819999999999,False,False,49.20000076293945,0.0449819999999999,1.0,False,True,False,False,False,False,False,False,False,1.073141,0.373587,0.537917,0.283542,0.373587,0.328605,0.328605,0.49663675,0.5959641,0.5,0.5959641,0.328605,net_decay_annual,0.0449819999999999,ETF_LS,7809.396416526447,-3931.141028390693,7809.396416526447,-3931.141028390693,7809.396416526447,0.0,-0.0,7809.396416526447,core_leveraged,0.5,1.0,11740.53744491714,0.1963812562552653,3.0,1.0,0.0579328720393786,0.0024534823991251,primary,AVL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-11740.53744491714,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-15
BOEU,BA,1.993143,244,ols,0.056139,10000,0.056139,False,False,38.104000091552734,0.056139,1.0,False,True,False,False,False,False,False,False,False,0.601779,0.194421,0.354668,0.124499,0.192201,0.138282,0.136062,0.49828575,0.5979429,0.5,0.5979429,0.138282,net_decay_annual,0.056139,ETF_LS,1711.4711219047629,-858.6795437681907,1711.4711219047629,-858.6795437681907,1711.4711219047629,0.0,-0.0,1711.4711219047629,core_leveraged,0.5,1.0,2570.150665672953,0.08243503149051,2.0,1.0,0.0126822311444368,0.0005370980205048,primary,BOEU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,2242.86026373818,1493.527450792664,-749.3328129455157,1493.527450792664,-749.3328129455157,haircut,haircut,-327.29040193477385,1.145925453861882,normal,False,False,False,2242.86026373818,1493.527450792664,-749.3328129455157,2026-04-15
FRDU,F,1.714437,183,ols,,0,0.0,False,True,26.53969955444336,,1.0,False,False,False,False,False,False,False,True,False,0.627859,0.278567,0.345228,0.072991,0.222278,0.278567,0.222278,0.42860925,1.0,0.5,1.0,0.278567,net_decay_annual,,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,6060.748060774061,3827.965328747471,-2232.78273202659,3827.965328747471,-2232.78273202659,haircut,haircut,6060.748060774061,0.0,normal,False,False,False,6060.748060774061,3827.965328747471,-2232.78273202659,2026-04-15
ELIL,LLY,1.993183,262,ols,0.109804,9000,0.109804,False,False,19.364999771118164,0.109804,1.0,False,True,False,False,False,False,False,False,False,0.837454,0.276139,0.375292,0.139407,0.276139,0.166335,0.166335,0.49829575,0.5979549,0.5,0.5979549,0.166335,net_decay_annual,0.109804,ETF_LS,2364.517492153434,-1186.302257320795,2364.517492153434,-1186.302257320795,2364.517492153434,0.0,-0.0,2364.517492153434,core_leveraged,0.5,1.0,3550.819749474229,0.0991569732976271,1.0,1.0,0.017521275081853,0.0007420336418732,primary,ELIL,False,,,1.0,0.0,,False,0.0,0.0,1601.2954119229296,1066.3146199289454,-534.9807919939842,1066.3146199289454,-534.9807919939842,haircut,haircut,-1949.5243375512996,2.0,normal,False,False,False,1601.2954119229296,1066.3146199289454,-534.9807919939842,2026-04-15
METU,META,1.998336,463,ols,0.069213,250000,0.069213,False,False,29.729999542236328,0.069213,1.0,False,True,False,False,False,False,False,False,False,0.725328,0.239599,0.364118,0.132251,0.239599,0.170386,0.170386,0.499584,0.5995008,0.5,0.5995008,0.170386,net_decay_annual,0.069213,ETF_LS,2459.988333748482,-1231.0183741615435,2459.988333748482,-1231.0183741615435,2459.988333748482,0.0,-0.0,2459.988333748482,core_leveraged,0.5,1.0,3691.0067079100254,0.1013753865707858,2.0,1.0,0.0182130179567217,0.0007713292543375,primary,FBL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,5675.512607526371,3782.625150107866,-1892.8874574185052,3782.625150107866,-1892.8874574185052,haircut,haircut,1984.5058996163448,0.6503389144119482,normal,False,False,False,5675.512607526371,3782.625150107866,-1892.8874574185052,2026-04-15
MSFU,MSFT,1.991992,500,ols,0.037342,200000,0.037342,False,False,25.809999465942383,0.037342,1.0,False,True,False,False,False,False,False,False,False,0.484012,0.160721,0.242752,0.058223,0.160721,0.123379,0.123379,0.497998,0.5975976,0.5,0.5975976,0.123379,net_decay_annual,0.037342,ETF_LS,1402.643486216518,-704.1411241694334,1402.643486216518,-704.1411241694334,1402.643486216518,0.0,-0.0,1402.643486216518,core_leveraged,0.5,1.0,2106.784610385951,0.0735826718643609,3.0,1.0,0.0103957833123612,0.0004402659575492,primary,MSFU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-2106.784610385951,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-15
ORCU,ORCL,2.004534,98,ols,0.128145,150000,0.128145,False,False,11.539999961853027,0.128145,1.0,False,True,False,False,False,False,False,False,False,1.140165,0.394061,0.524013,0.27646,0.322194,0.265916,0.1940489999999999,0.5011335,0.6013602,0.5011335,0.6013602,0.265916,net_decay_annual,0.128145,ETF_LS,5344.528793603718,-2666.220075889817,5344.528793603718,-2666.220075889817,5344.528793603718,0.0,-0.0,5344.528793603718,core_leveraged,0.5,1.0,8010.748869493535,0.1578462974092791,1.0,1.0,0.0395284876329817,0.0016740486921765,primary,ORCU,False,,,1.0,0.0,,False,0.0,0.0,3969.332483532864,2648.2182995919056,-1321.1141839409586,2648.2182995919056,-1321.1141839409586,haircut,haircut,-4041.416385960672,2.0,normal,False,False,False,3969.332483532864,2648.2182995919056,-1321.1141839409586,2026-04-15
PALU,PANW,2.005078,262,ols,0.0448789999999999,5000,0.0448789999999999,False,False,12.593000411987305,0.0448789999999999,1.0,False,True,False,False,False,False,False,False,False,0.752759,0.249169,0.352711,0.125354,0.249169,0.20429,0.20429,0.5012695,0.6015234,0.5012695,0.6015234,0.20429,net_decay_annual,0.0448789999999999,ETF_LS,3511.2104102291914,-1751.1590123821572,3511.2104102291914,-1751.1590123821572,3511.2104102291914,0.0,-0.0,3511.2104102291914,core_leveraged,0.5,1.0,5262.369422611348,0.121240761238188,2.0,1.0,0.0259667988637153,0.001099705257672,primary,PALU,True,189214.74246026995,shares_available,1.0,0.0,,False,0.0,0.0,5681.501457923889,3790.867851101075,-1890.6336068228145,3790.867851101075,-1890.6336068228145,haircut,haircut,419.1320353125402,0.9262286495186964,normal,False,False,False,5681.501457923889,3790.867851101075,-1890.6336068228145,2026-04-15
