ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_underlying_annual,vol_etf_annual,gross_decay_annual,net_decay_annual,net_edge_p50_annual,edge_used_for_prod_replay,blended_gross_decay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
NVDL,NVDA,1.987688,501,ols,0.071577,-0.0352769999999999,0.106854,400000,0.106854,False,False,False,False,True,False,False,False,True,True,False,False,0.498475,0.991251,0.133166,0.026312,0.026312,net_decay_annual,,0.106854,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
TSMU,TSM,1.991866,322,ols,0.061423,-0.025123,0.086546,25000,0.086546,False,False,False,False,True,False,False,False,True,True,False,False,0.406527,0.796505,0.156998,0.070452,0.070452,net_decay_annual,,0.086546,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
VRTL,VRT,1.983419,233,ols,0.0290859999999999,0.007214,0.0218719999999999,6000,0.0218719999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.654495,1.266998,0.151401,0.129529,0.129529,net_decay_annual,,0.0218719999999999,ETF_LS,116001.83329401088,-58485.79311482388,116001.83329401088,-58485.79311482388,116001.83329401088,0.0,-0.0,116001.83329401088,core_leveraged,0.5,1.0,174487.62640883474,0.077500795580981,1.0,1.0,0.0113837613169547,0.0372438903754183,primary,,False,,,1.0,0.0,,False,0.0,0.0,97751.68221268331,64986.69606334148,-32764.98614934185,64986.69606334148,-32764.98614934185,haircut,haircut,-76735.94419615141,1.7850089375361653,normal,False,False,False,97751.68221268331,64986.69606334148,-32764.98614934185,2026-02-27
IOYY,IONQ,0.373049,78,ols,0.076958,-0.040658,0.117616,5000,0.117616,False,False,False,False,True,False,False,False,True,True,False,False,1.083453,0.42458,0.515275,0.397659,0.397659,net_decay_annual,,0.117616,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
MTYY,MSTR,0.394671,108,ols,,,,0,0.0,False,True,True,False,True,False,True,False,True,True,True,False,0.949225,0.397811,1.473675,,1.473675,net_decay_annual,,,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
YSPY,SPY,0.791333,226,ols,0.059516,-0.023216,0.082732,25000,0.082732,False,False,False,False,True,False,False,False,True,True,False,False,0.163747,0.200738,-0.110462,-0.193194,-0.193194,net_decay_annual,,0.082732,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
RYLD,IWM,0.566697,501,ols,0.071414,-0.035114,0.106528,450000,0.106528,False,False,False,False,True,False,False,False,True,True,False,False,0.214853,0.140127,-0.01404,-0.120568,-0.120568,net_decay_annual,,0.106528,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
HOOY,HOOD,0.789099,202,ols,0.071623,-0.035323,0.106946,10000,0.106946,False,False,False,False,True,False,False,False,True,True,False,False,0.70329,0.536519,0.153653,0.046707,0.046707,net_decay_annual,,0.106946,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
MSFO,MSFT,0.779338,501,ols,0.072146,-0.035846,0.107992,40000,0.107992,False,False,False,False,True,False,False,False,True,True,False,False,0.240919,0.19745,-0.010142,-0.118134,-0.118134,net_decay_annual,,0.107992,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
PLTY,PLTR,0.793112,347,ols,0.077774,-0.041474,0.1192479999999999,50000,0.1192479999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.627401,0.541227,0.156899,0.037651,0.037651,net_decay_annual,,0.1192479999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
PYPY,PYPL,0.805923,501,ols,0.066379,-0.0300789999999999,0.096458,9000,0.096458,False,False,False,False,True,False,False,False,True,True,False,False,0.376208,0.31743,0.000454,-0.096004,-0.096004,net_decay_annual,,0.096458,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
SMCY,SMCI,0.742107,365,ols,0.065465,-0.029165,0.0946299999999999,90000,0.0946299999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.964523,0.747326,0.240461,0.145831,0.145831,net_decay_annual,,0.0946299999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
XOMO,XOM,0.798425,501,ols,0.06232,-0.0260199999999999,0.08834,85000,0.08834,False,False,False,False,True,False,False,False,True,True,False,False,0.223886,0.185971,0.049051,-0.039289,-0.039289,net_decay_annual,,0.08834,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
ARMW,ARM,1.191623,86,ols,0.0605879999999999,-0.0242879999999999,0.084876,700,0.084876,False,False,False,False,True,False,False,False,True,True,True,False,0.627291,0.524844,0.067696,-0.0171799999999999,-0.0171799999999999,net_decay_annual,,0.084876,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
TWM,IWM,-2.002444,501,ols,0.069583,-0.033283,0.102866,150000,0.102866,False,False,False,False,True,False,False,False,True,True,False,False,0.214853,0.430568,0.02093,-0.081936,-0.081936,net_decay_annual,,0.102866,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
TSLQ,TSLA,-1.834424,501,ols,,,,0,0.0,False,True,True,False,True,False,True,False,True,True,True,False,0.628943,1.17727,0.955486,,0.955486,net_decay_annual,,,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,flow_program,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
ZSL,SLV,-2.02341,501,ols,,,,0,0.0,False,True,True,False,True,False,True,False,True,True,True,False,0.440085,0.900174,0.537284,,0.537284,net_decay_annual,,,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,flow_program,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
REW,XLK,-1.999443,501,ols,0.074581,-0.038281,0.1128619999999999,6000,0.1128619999999999,False,False,False,False,True,False,False,False,True,True,False,False,0.253252,0.508118,0.077419,-0.0354429999999999,-0.0354429999999999,net_decay_annual,,0.1128619999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,inverse_decay_bucket4,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-02-27
APLZ,APLD,-1.98235,25,ols_short_history,,,,0,0.0,False,True,False,False,True,False,False,False,False,True,True,False,1.320656,2.68744,6.339468,,6.339468,net_decay_annual,,,ETF_LS,-209.5177467315377,-234.87022611382972,-209.5177467315377,-234.87022611382972,0.0,-209.5177467315377,0.0,-209.5177467315377,inverse_decay_bucket4,,,444.3879728453674,,,,,,,,False,,,1.0,0.0,,False,0.0,0.0,444.3879728453674,-209.5177467315377,-234.87022611382972,-209.5177467315377,-234.87022611382972,pair_cap,pair_cap,0.0,1.0,normal,False,False,False,444.3879728453674,-209.5177467315377,-234.87022611382972,2026-02-27
