underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
ASTS,space,override,1.0,letf,3.0985235269432163,computed,8767.308766240003,51944.11035824
CRML,metals,override,1.0,letf,3.740041405202128,computed,6226.308682749201,175997.6913172508
SMCI,semis,override,1.0,letf,3.2163585436712205,computed,4978.105038090005,85450.47496190999
AAOI,other,default,0.1,letf,3.945233118488996,computed,4777.696784,102941.103216
BE,clean,override,1.0,letf,3.95731387446445,computed,4385.443850970001,69130.19383503
COIN,crypto-equity,override,1.0,letf,3.337049920329934,computed,4311.664661139992,126347.3254179728
MSTR,crypto-equity,override,1.0,letf,2.916487436137828,computed,3731.715169453004,118663.111740713
FLY,evtol,override,1.0,letf,2.967451522862068,computed,3466.8961090800003,55017.523890920005
NVTS,semis,override,1.0,letf,4.1846478013131065,computed,3277.7979107999963,59498.2020892
IREN,crypto-equity,override,1.0,letf,3.523477294346691,computed,3190.742030849997,111810.63947691
IONQ,quantum,override,1.0,letf,3.275008220533877,computed,1825.1280639899944,109595.09193601
MARA,crypto-equity,override,1.0,letf,3.3023201030397584,computed,1381.0955705960057,41730.144429404
NBIS,software,override,1.0,letf,3.0323531827247105,computed,1310.2457139549915,101420.831719875
HOOD,fintech,override,1.0,letf,3.297781132161505,computed,1266.0160319499985,72665.18396805
EOSE,clean,override,1.0,letf,3.877552425111934,computed,1214.1319199999998,44628.20808
CIFR,crypto-equity,override,1.0,letf,4.12856725263919,computed,1115.4718728450016,28683.528127155
RKLB,space,override,1.0,letf,3.289953922855538,computed,1080.8326308399992,15030.63502804
TSUI,industrials,override,1.0,letf,2.462261527314037,computed,927.9568247999996,17326.3791752
RGTI,quantum,override,1.0,letf,3.6897289270018385,computed,914.1552361999984,24779.0847638
SVIX,other,default,0.1,volatility_etp,3.827258609664949,computed,797.589665649999,7792.62966565
ETHA,crypto,override,1.0,letf,3.0015345334340418,computed,698.2952003199989,24807.30479968
META,mega-cap-tech,override,1.0,letf,1.5032979695711257,computed,556.8268671100013,60164.13313289
GLXY,crypto-equity,override,1.0,letf,4.021147275944519,computed,540.9395897639988,27205.100410236
WULF,crypto-equity,override,1.0,letf,3.3737478783573036,computed,466.2683549999984,24940.371645
HIMS,healthcare,override,1.0,letf,2.444813443173691,computed,462.5118562399985,27099.58814376
OKLO,nuclear,override,1.0,letf,3.851595969043002,computed,460.9836407299972,30705.09635927
CLSK,crypto-equity,override,1.0,letf,3.697727197595155,computed,451.2434836479988,44725.982939648005
LITE,semis,override,1.0,letf,2.6286241577597322,computed,447.9233049399991,33750.47669506
SBET,crypto-equity,override,1.0,letf,5.096665181303062,computed,421.25022188000094,14108.329778119998
XRPZ,crypto,override,1.0,letf,2.7822917734598698,computed,404.36873014999946,25780.47126985
ALAB,semis,override,1.0,letf,3.095908486737064,computed,340.5532536500013,27773.14674635
QUBT,quantum,override,1.0,letf,3.7275391489466214,computed,297.64380280000114,20130.0361972
AMD,semis,override,1.0,letf,2.7591496136123763,computed,273.8382857800025,68883.56171422
SNDK,semis,override,1.0,letf,3.5939523603971093,computed,205.3171368000003,57424.0028632
TDOG,software,override,1.0,letf,2.314517885366403,computed,198.57943937819937,8018.5813606218
TSM,semis,override,1.0,letf,1.964847546425942,computed,190.6893124109993,10689.010687589
BULL,crypto-equity,override,1.0,letf,2.819782114273985,computed,172.9686983620004,4281.431301638
SOEZ,broad,override,1.0,letf,2.6823957532636515,computed,169.25279030000002,9542.5636097
GLW,semis,override,1.0,letf,2.1791665277684555,computed,159.52994511999964,3825.990054880001
OSCR,healthcare,override,1.0,letf,1.6901726881135513,computed,123.59355260279972,7656.9064473972
COHR,semis,override,1.0,letf,2.9404722705151625,computed,114.77333262000002,7114.62666738
CORZ,crypto-equity,override,1.0,letf,2.72031113836975,computed,111.75173153999958,7728.448268460001
PLUG,clean,override,1.0,letf,2.789208838009692,computed,110.4992205988001,9172.0007794012
AMZN,mega-cap-tech,override,1.0,letf,1.4550904821725732,computed,107.6662500599998,2057.4537499400003
BABA,china,override,1.0,letf,1.3058274273553276,computed,91.74250442000266,58291.65749558
WDC,semis,override,1.0,letf,2.4499287016208773,computed,84.58660608000082,12664.45339392
APP,software,override,1.0,letf,2.3013289731859983,computed,66.74633875000018,12195.05366125
KLAC,semis,override,1.0,letf,2.312370032276632,computed,55.16918848000023,3788.25081152
JOBY,evtol,override,1.0,letf,3.1760408603083996,computed,51.29747199999997,4137.502528
TEM,software,override,1.0,letf,2.5341244911573364,computed,50.82998701999895,6510.2700129800005
GDXJ,metals,override,1.0,letf,1.6428035429946328,computed,40.70526700000005,3776.574733
SNAP,software,override,1.0,letf,1.9423358229063317,computed,38.14291497600016,5409.197085024
UUUU,nuclear,override,1.0,letf,2.378786722022168,computed,24.500485160000608,22094.57951484
ASML,semis,override,1.0,letf,2.090570811323237,computed,22.249319539999988,3203.27068046
PONY,china,override,1.0,letf,3.2804157080932863,computed,21.56359640000028,5254.2164036
RDW,space,override,1.0,letf,3.6724520847911597,computed,18.21194999999898,19686.92805
NU,fintech,override,1.0,letf,1.488983372156451,computed,16.840804352000006,88.199195648
MP,metals,override,1.0,letf,1.6701984418603968,computed,10.758610419600243,5294.6413895804
XPEV,china,override,1.0,letf,1.613911565595969,computed,9.426335939999944,2622.57366406
TSLA,mega-cap-tech,override,1.0,letf,2.0706972162349766,computed,9.225664840400556,10449.7343351596
DKNG,software,override,1.0,letf,0.997028281401335,computed,5.26636448000022,2296.79363552
DUOL,software,override,1.0,letf,0.9632380004286072,computed,1.940983329900064,7793.259016670099
ACHR,evtol,override,1.0,letf,3.0874584566584033,computed,-1.7727020000002085,9331.472702
SPOT,software,override,1.0,letf,0.726512380711624,computed,-2.868379534799942,2988.9483795348
INTC,semis,override,1.0,letf,2.3811286346976837,computed,-3.04136745999972,10553.601367460002
CRWD,software,override,1.0,letf,1.36012259337976,computed,-3.849937119999936,1465.84993712
NVO,healthcare,override,1.0,letf,1.5730232282056145,computed,-12.564264900000126,2747.3642649
SBUX,other,default,0.1,letf,0.8142896523182955,computed,-14.156822811500009,212.4768228115
AAPL,mega-cap-tech,override,1.0,letf,0.9499523779768945,computed,-17.883049833600012,1266.1230498336
PYPL,fintech,override,1.0,letf,1.4057228813433944,computed,-21.49722770259996,1363.9972277026
GEMI,crypto-equity,override,1.0,letf,3.34349105414554,computed,-21.749416899199787,17180.8694168992
BA,industrials,override,1.0,letf,1.113281446001613,computed,-28.72174268500009,3264.821742685
EWW,intl,override,1.0,letf,0.9078195786581962,computed,-29.447010559999853,2068.62701056
LRCX,semis,override,1.0,letf,2.745368390691407,computed,-35.42991360000019,3853.5899136
KWEB,china,override,1.0,letf,1.266872216652805,computed,-37.40863583999976,2175.80863584
SOXX,semis,override,1.0,letf,2.158924315722855,computed,-39.38878316000046,8006.508783160001
HUT,crypto-equity,override,1.0,letf,4.9425588950926675,computed,-41.41047926720057,23259.7904792672
