underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
SMCI,11488.26733388,3175.738646,0.0,0.0,-2058.55,-608.21,314.383731536653,0.0,0.0,12311.629711416652
IONQ,-314.78446346999954,17696.671637,0.0,0.0,-5576.53,-1236.46,361.0787652892353,0.0,0.0,10929.975938819236
MSTR,3102.41923513,20973.380613164278,-0.37,0.0,-13349.240000000002,-1537.8799999999999,357.33098023008654,0.0,0.0,9545.640828524363
COIN,3078.39524957,8188.60593605412,0.0,0.0,-3218.8599999999997,-516.39,317.9746567223389,0.0,0.0,7849.725842346459
NBIS,-1319.7217005800012,9295.796904491826,0.0,0.0,0.0,-277.93,61.69359568525138,0.0,0.0,7759.838799597081
BE,2616.19014678,3467.7383414585256,0.0,0.0,0.0,-163.17000000000002,39.836161877693776,0.0,0.0,5960.59465011622
MARA,4955.78923608,10707.793496,-9.29,0.0,-10223.21,-986.19,157.61911542054554,0.0,0.0,4602.511847500544
GDX,2121.63620452,2192.848613,0.0,0.0,-10.84,-46.849999999999994,4.908606908484545,0.0,0.0,4261.703424428484
IREN,-508.0775931900001,5177.3689799056465,0.0,0.0,0.0,-509.23999999999995,66.77569392473791,0.0,0.0,4226.827080640385
CRML,-799.45323721,5040.306671,0.0,0.0,0.0,-741.35,104.59104798225309,0.0,0.0,3604.094481772253
QBTS,4444.71291298,152.92255555614292,0.0,0.0,-758.08,-462.69,175.50577037007795,0.0,0.0,3552.3712389062184
RIOT,4854.89496376,-905.7616360000001,0.0,0.0,-738.18,-242.23,214.99602732381155,0.0,0.0,3183.7193550838115
CRWV,18.659718340000005,3101.2512728246506,0.0,0.0,0.0,-312.67,115.67663700651785,0.0,0.0,2922.9176281711684
CRCL,1311.5249574700001,1578.298440174166,0.0,0.0,0.0,-294.9,47.241765363382115,0.0,0.0,2642.1651630075476
