symbol,underlying,overlay_type,net_notional_usd,gross_notional_usd,n_legs
UVIX,SVIX,volatility_etp_bucket5,4313.0682867000005,4313.0682867000005,1
SVIX,SVIX,volatility_etp_bucket5,-3497.5200000000004,3497.5200000000004,1
