underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMD,"AMD, AMDY, AMYY",19555.99429201583,11707.849630767974,0.0,0.0,-2243.84,-739.37,231.92454865837794,0.0,0.0,28512.558471442186
IONQ,"IONQ, IOYY",3946.1107503304574,15169.318727186293,0.0,0.0,-5576.53,-884.08,338.81330965592156,0.0,0.0,12993.63278717267
QBTS,"QBTS, QBY",8371.689785205299,2171.874218780125,0.0,0.0,-758.08,-212.92,152.08598380973748,0.0,0.0,9724.649987795161
MSTR,"MSTR, MSTW, MSTY, MTYY",3137.2315811812696,20662.940477994664,-0.37,0.0,-13349.240000000002,-1423.72,353.91658363716226,0.0,0.0,9380.758642813094
SMCI,"SMCI, SMYY",8619.35090867408,2600.4237833245097,0.0,0.0,-2058.55,-521.46,304.7222263729635,0.0,0.0,8944.486918371553
COIN,"COIN, COIW, CONY, COYY",3540.7843712438485,7840.418103289637,0.0,0.0,-3204.3199999999997,-362.74,303.0783084455037,0.0,0.0,8117.220782978989
MU,"MU, MUYY",3211.731573153493,1901.774448390454,0.9913363003701503,0.0,0.0,-8.98,70.58939246288229,0.0,0.0,5176.106750307199
MARA,"MAAY, MARA, MARO",4592.632335291877,10665.561141623679,-9.29,0.0,-10223.21,-980.9000000000001,156.43000294756052,0.0,0.0,4201.223479863116
RIOT,"RIOT, RTYY",4092.9191604840207,-572.0699811590982,0.0,0.0,-738.18,-212.82,210.89373993039888,0.0,0.0,2780.742919255322
HOOD,"HOOD, HOOW, HOOY, HOYY",3744.6360163028107,617.5054557682201,0.0,0.0,-1524.74,-606.9200000000001,123.98972041911459,0.0,0.0,2354.471192490145
AMZN,"AMZW, AMZY, AZYY",1775.56610859,0.0,0.0,0.0,-240.12,-24.439999999999998,0.0,0.0,0.0,1511.00610859
MSFT,"MSFO, MSFW",1690.03038577,0.0,0.0,0.0,-264.38,-35.21,0.0,0.0,0.0,1390.44038577
TSM,"TMYY, TSM, TSMY",1315.5433284948351,167.44733457316488,24.09764511178652,-5.062045259105315,-138.64,-11.23,30.494720418960238,0.0,0.0,1382.6509833396415
PYPL,PYPY,1294.27550389,0.0,0.0,0.0,-91.03,-11.91,0.0,0.0,0.0,1191.33550389
XYZ,XYZY,1112.99321044,0.0,0.0,0.0,-145.5,-9.73,0.0,0.0,0.0,957.76321044
CVNA,CVNY,1060.05958389,0.0,0.0,0.0,-140.7,-23.330000000000002,0.0,0.0,0.0,896.02958389
META,"FBY, FBYY, META, METW",733.0170828000624,2420.081265888169,11.897991768023429,0.0,-2293.62,-202.02,134.4316548907788,0.0,0.0,803.7879953470335
PLTR,PLTW,1164.61353691,0.0,0.0,0.0,-381.96999999999997,-10.21,0.0,0.0,0.0,772.4335369099999
AI,AIYY,1000.80526146,0.0,0.0,0.0,-237.28,-30.04,0.0,0.0,0.0,733.4852614600001
RDDT,RDYY,806.40119775,0.0,0.0,0.0,-105.7,-10.620000000000001,0.0,0.0,0.0,690.08119775
SNOW,SNOY,734.35125347,0.0,0.0,0.0,-114.75,-12.7,0.0,0.0,0.0,606.9012534699999
TSLA,"TSLA, TSLW, TSLY, TSYY",982.1969315481263,18.107181108761985,0.0,0.0,-362.95,-47.0,0.35227337603704956,0.0,0.0,590.7063860329253
RBLX,RBLY,751.03208154,0.0,0.0,0.0,-167.32,-8.18,0.0,0.0,0.0,575.5320815400001
CRWV,"CRWV, CWY",3.844738138618046,364.5894353909291,0.0,0.0,0.0,0.0,63.53846276978305,0.0,0.0,431.9726362993302
ABNB,ABNY,531.49797475,0.0,0.0,0.0,-99.24000000000001,-11.59,0.0,0.0,0.0,420.66797475000004
NVDA,"NVDA, NVDY, NVYY",571.3386632014783,13.180424573452367,0.05671680610632353,0.0,-285.20000000000005,-19.39,0.400330695171015,0.0,0.0,280.386135276208
QQQ,"JEPQ, QQQ, QQQX, QYLD, QYLG, TQQY",443.06410192779856,35.712739936040265,0.0,0.0,-196.8,-52.53254699578198,1.4482104963280875,0.0,0.0,230.89250536438493
GOOGL,GOOY,270.42614422,0.0,0.0,0.0,-118.94,-13.03,0.0,0.0,0.0,138.45614422000003
DKNG,DRAY,194.9998085,0.0,0.0,0.0,-88.37,-14.9,0.0,0.0,0.0,91.72980849999999
HIMS,"HIMS, HMYY",-28.51055169515208,810.1237973913334,0.0,0.0,-737.6700000000001,-59.61,59.172668424666405,0.0,0.0,43.50591412084759
SPY,"JEPI, SPYI, XYLD, XYLG",2.126764219999991,0.0,-0.34,0.0,-64.38,-26.28,0.0,0.0,0.0,-88.87323578000002
AAPL,APLY,37.66504405,0.0,0.0,0.0,-116.11,-25.32,0.0,0.0,0.0,-103.76495595
ARM,ARMW,-237.86817473,0.0,0.0,0.0,-140.34,-15.81,0.0,0.0,0.0,-394.01817473
XOM,XOMO,-255.23719707,0.0,0.0,0.0,-163.23,-23.080000000000002,0.0,0.0,0.0,-441.54719707
NFLX,"NFLW, NFLY",13.019882290000055,0.0,0.0,0.0,-461.23,-34.870000000000005,0.0,0.0,0.0,-483.08011770999997
BABA,"BABA, BABO, BBYY",306.03432253566837,-1577.739211450691,0.0,0.0,-658.3199999999999,-110.78999999999999,124.3317797777822,-1.041756881106435,0.0,-1917.524866018347
IBIT,"IBIT, XBTY",123.1622535174322,1136.2949985867826,-1.73,0.0,-3548.29,-280.56,196.60102293426573,0.0,0.0,-2374.521724961519
