ETF,Underlying,sleeve,price_pnl_usd,borrow_cost_usd,margin_cost_usd,txn_cost_usd,pnl_usd,end_weight
IREZ,IREN,inverse_decay_bucket4,-793.3184731171,265.4487674205325,0.0,245.67764775850637,-1304.4448882961387,0.0
NBIZ,NBIS,inverse_decay_bucket4,-539.7593141874313,137.08502843223008,0.0,601.7038495743693,-1278.5481921940307,0.015170776302874544
QUBX,QUBT,core_leveraged,-267.395068075122,358.2111639815291,22.218368829464115,599.422680789033,-1247.2472816751483,0.018709221521505566
OPEG,OPEN,core_leveraged,822.3455911757715,435.6496844808085,39.38108472122567,1582.3110926701067,-1234.9962706963695,0.009437495734073478
CCUP,CRCL,core_leveraged,-446.04924344197593,248.2273161999002,15.021473128870435,488.09793426800087,-1197.3959670387474,0.00901043530062114
FGRU,FIGR,core_leveraged,-181.80596322755048,260.23378573501714,16.29039919209683,684.3651097638096,-1142.695257918474,0.004723741792086673
SRPU,SRPT,core_leveraged,-212.7694688245351,312.98537834668036,25.50728943973989,563.0663777324058,-1114.3285143433613,0.0016049244800997583
OKLL,OKLO,core_leveraged,652.0809864577031,458.8754324139877,40.99870867550929,1265.1214938537653,-1112.9146484855592,0.026045929621506838
IONL,IONQ,core_leveraged,-586.604386275038,201.19797177554733,11.194695006884581,313.34136634009724,-1112.3384193975671,0.007074483124526349
HUTG,HUT,core_leveraged,11.177633173766253,279.1023209875778,26.13785563144129,814.5841182308035,-1108.6466616760563,0.015392078211100549
COIA,COIN,core_leveraged,-780.5288903564073,113.43459645289093,14.167492559895868,182.92727810560632,-1091.0582574748005,0.005636086258486979
BBYY,BABA,yieldboost,-352.930592937027,66.95274879120363,2.1382150723935895,654.2871706085783,-1076.3087274092024,0.001679393793065898
BMNU,BMNR,core_leveraged,396.67653507906175,366.7994578252937,23.21899827076263,1079.5236745401785,-1072.865595557173,0.009221924222098806
PLUL,PLUG,core_leveraged,205.1323421616627,200.30079375908772,17.06304729045546,1053.3127259147484,-1065.5442248026288,0.008093308758738602
CRMX,CRML,core_leveraged,688.3815509092011,666.3825825775033,10.345244865962417,1006.5963351313447,-994.9426116656093,0.0
TXXS,TSUI,core_leveraged,-587.3115575152474,104.25856859893236,5.609425050832321,268.2296757476253,-965.4092269126375,0.0037062346413336126
OPEX,OPEN,core_leveraged,291.94660847211964,296.3836152681453,15.700336456723967,905.6480829163708,-925.7854261691205,0.004052188166009312
SNOU,SNOW,core_leveraged,-701.4048105724456,11.883341210489546,7.520719820198243,164.63704909145292,-885.4459206945863,0.003167814449200545
LACG,LAC,core_leveraged,-59.47496594406212,298.13842316304823,20.817964407998833,474.8892330947076,-853.3205866098168,0.004609296767672893
CVNX,CVNA,core_leveraged,-786.2279563198318,16.33121530160858,1.1909582429310612,18.371970672142087,-822.1221005365136,0.0011737722142454582
BEZ,BE,inverse_decay_bucket4,-332.24553553551584,114.85642697234312,0.0,331.60101154256154,-778.7029740504205,0.0
CWVX,CRWV,core_leveraged,420.064235744445,266.88751907676226,39.42501075612217,890.7679566119875,-777.016250700427,0.022483014197212742
SMYY,SMCI,yieldboost,1028.4663005060659,349.3772727376225,4.043455321785784,1402.5198923365374,-727.4743198898798,0.0752414265259729
AMA,AMAT,core_leveraged,-681.8215946352777,7.851989641637661,0.627938369415517,28.85650780485713,-719.1580304511881,0.004793572936049326
IREX,IREN,core_leveraged,133.22810203297308,309.9966671027962,18.481250619563287,513.8288617408269,-709.0786774302134,0.030775001295647485
UVIX,SVIX,volatility_etp_bucket5,-552.544271101626,43.916278394894086,0.0,112.55270921378053,-709.0132587103006,0.0
BMNG,BMNR,core_leveraged,1263.0453255748403,538.5184837000774,36.06379439178164,1391.1850927295088,-702.7220452465276,0.008472796330085129
KEEX,KEEL,core_leveraged,59.32588153259189,138.43844476242936,13.702875343592803,606.5726191138953,-699.3880576873255,0.011513922049641431
ONDG,ONDS,core_leveraged,547.5103777518761,457.68201221061815,27.872433568377048,735.0177984582247,-673.0618664853437,0.0192672681238604
ROBN,HOOD,core_leveraged,-301.9721145675581,122.31711664922797,16.549645136357334,199.38703953173822,-640.2259158848816,0.004218198666570197
DAMD,AMD,inverse_decay_bucket4,-589.4794586503787,3.209580354767415,0.0,37.82201078331574,-630.5110497884618,0.0015237856470164443
BTCZ,IBIT,inverse_decay_bucket4,149.13199666136785,434.493127562209,0.0,341.3677380879693,-626.7288689888105,0.0
INTW,INTC,core_leveraged,-237.07596572519628,51.95820899200615,15.366625907301962,306.6985764082567,-611.0993770327611,0.005578380338463093
LUNL,LUNR,core_leveraged,1038.1904893565297,517.1334833004611,13.329024687680954,1116.280132896833,-608.5521515284454,0.0
AVXX,AVAV,core_leveraged,-297.62475078870966,38.018381059610434,4.710622982783492,219.5368244139607,-559.8905792450643,0.012950179262293077
GLXU,GLXY,core_leveraged,214.701989075487,288.3130129690975,30.444340947276803,448.44066358520746,-552.4960284260948,0.016440716304522516
CRCA,CRCL,core_leveraged,552.1957158285514,306.10641258629937,26.52444167165353,771.7776078839319,-552.2127463133334,0.013878628544988341
BABX,BABA,core_leveraged,-251.7706053520124,4.471272221618947,7.51665770051233,258.3013581755851,-522.0598934497289,0.001361758399698706
QBTZ,QBTS,inverse_decay_bucket4,270.8759750988685,339.7173684518005,0.0,428.33343235735674,-497.17482571028876,0.021746837678925865
LITX,LITE,core_leveraged,112.75400831862655,132.97344163983493,21.71589926060799,452.12939657772046,-494.06472915953685,0.023273690230422465
COZX,CORZ,core_leveraged,142.92385629999947,66.83082887871,20.04785235818752,536.9622586810495,-480.9170836179476,0.003308016597923887
RKLZ,RKLB,inverse_decay_bucket4,-338.8262793970868,75.64323461478115,0.0,64.04844659528679,-478.51796060715475,0.005443648304093209
UNX,U,core_leveraged,242.77171242313514,68.81111959565997,21.82735410770046,598.0792217952904,-445.94598307551576,0.004289794149667579
LABX,ALAB,core_leveraged,410.29453332967637,92.51002215197857,30.827102470807887,731.3458495934351,-444.38844088654514,0.010917612844518155
STXL,STX,core_leveraged,-379.04669901727016,5.348529055257473,0.9720869391462938,38.6284052932951,-423.995720304969,0.0043826594371362115
MPG,MP,core_leveraged,105.33513486269104,97.69948580352322,6.343998075311694,418.47397272459284,-417.1823217407367,0.0
CRDU,CRDO,core_leveraged,401.59044925758025,228.20143882960983,26.975847872537674,563.2474893269871,-416.83432677155434,0.010169931285557618
IONX,IONQ,core_leveraged,-8.003627609696082,137.23898682540835,6.972424148269647,252.10058501076966,-404.31562359414374,0.008239498737190135
MSDD,MSTR,inverse_decay_bucket4,-38.80167628565434,60.77386333580024,0.0,294.90394762920994,-394.47948725066453,0.006063192477662199
AVGG,AVGO,core_leveraged,-110.30148602605048,15.169462449223332,8.034690756630221,248.65370332516363,-382.1593425570677,0.002112148837399976
ANEL,ANET,core_leveraged,-324.64325056739955,11.46909893210659,1.779639440970609,42.72609946792424,-380.618088408401,0.0031842955330159558
LINT,INTC,core_leveraged,-212.97552324401465,43.905341817902695,3.2427734466690272,117.93412695201371,-378.0577654606001,0.0016459313447901344
GDXU,GDX,core_leveraged,-30.908782330262554,31.90140716557559,14.94564958405986,299.6230576942961,-377.3788967741941,0.0024358215354281644
QBY,QBTS,yieldboost,3317.467351030768,88.32009096633548,9.85716448238171,3594.2213947167693,-374.93129913471876,0.0
BLSG,BLSH,core_leveraged,54.89293583519148,51.59086963967523,8.786115403053454,367.15475751060956,-372.6388067181468,0.005278028413743924
NVDS,NVDA,inverse_decay_bucket4,22.925999373192383,192.25976817903086,0.0,191.99759860068758,-361.33136740652606,0.0
CLSX,CLSK,core_leveraged,843.0125373976382,434.88461061909817,34.20892815591618,732.3519693645471,-358.43297074192327,0.01284084721873838
FCXG,FCX,core_leveraged,-25.48325739310387,22.2098412866371,4.924531836045874,302.6519084463608,-355.26953896214764,0.0016568323966746862
ALBG,ALB,core_leveraged,-161.7530185913051,10.822070764898163,1.3059501118832615,169.49440043348304,-343.37543990156956,0.0010569867948627438
CRCG,CRCL,core_leveraged,793.7833726631661,329.098996028025,43.81607374035281,761.604602907734,-340.7363000129457,0.01655586997738403
ORCX,ORCL,core_leveraged,-188.1873160757332,12.148311460109515,2.546532018756241,131.55340447015757,-334.43556402475656,0.002256505104570797
HIMZ,HIMS,core_leveraged,125.03462093964157,116.0103077554987,8.34602369912744,332.93812665634005,-332.2598371713246,0.00881737145340093
WULX,WULF,core_leveraged,1042.2129264356154,555.0278690619446,41.90907014196371,769.1115971278831,-323.835609896176,0.018599131219309898
QCMU,QCOM,core_leveraged,-98.76121431519523,10.409680296446043,5.034895805357529,207.91447329545736,-322.12026371245616,0.001105708683002229
SNAG,SNAP,core_leveraged,-102.08342461621109,17.512451137187963,6.285016999622555,187.1800665912078,-313.06095934422945,0.00413241002693511
ARMG,ARM,core_leveraged,-78.71056928590443,63.40730750930717,6.1071547524881105,159.42175438091198,-307.6467859286117,0.0
SMCX,SMCI,core_leveraged,-276.83455621098227,12.651067138781514,1.1210725204932048,14.337898551375991,-304.944594421633,0.005818107076871675
AXTX,AXTI,core_leveraged,616.9114851890058,246.7392238636972,28.22802232890191,644.8464690326828,-302.902230036276,0.15343154768635656
SMU,SMR,core_leveraged,367.7676501917321,91.53305226404326,5.861964384109315,572.9516271851498,-302.5789936415703,0.0
DJTU,DJT,core_leveraged,-70.20735760151042,34.64448374947914,1.6497999390297173,194.4337701685506,-300.9354114585699,0.0
KTUP,KTOS,core_leveraged,18.70026617074276,123.975927693348,6.74760280256851,187.37040784129917,-299.3936721664729,0.0021621357213649755
RIOX,RIOT,core_leveraged,52.06217445378846,62.70538166206312,4.088976127958488,283.6733700932229,-298.40555342945606,0.0023085780433872815
UNHG,UNH,core_leveraged,-47.94220521338116,30.413911088811474,5.9510657471978305,209.34060212987978,-293.6477841792703,0.0007773725585872653
UECG,UEC,core_leveraged,229.58373855769486,73.22436862769503,12.313168860101237,429.90968841110157,-285.8634873412029,0.013307245366479759
CSEX,CLS,core_leveraged,97.77510186844293,68.38634373296588,16.487629513864505,296.3308224615734,-283.42969383996086,0.018152472654704738
OSCG,OSCR,core_leveraged,33.680124810168856,68.93200568784515,3.9536572589618335,241.04240266832724,-280.24794080496537,0.0
TXXD,TDOG,core_leveraged,-89.80192815948148,37.39392136270593,2.93671786650462,148.45880868820075,-278.59137607689274,0.003805374247082209
FIGG,FIG,core_leveraged,168.2846012289981,58.08937850084872,20.826461239378485,362.58772957544915,-273.2189680866783,0.011365246766719022
NOWL,NOW,core_leveraged,-215.63422298767222,19.84665024018247,2.5974806115500972,29.974772176616696,-268.0531260160215,0.002631999596954934
RBLU,RBLX,core_leveraged,38.256062697025925,65.30811132068418,10.88365701390994,224.74897196913074,-262.6846776066989,0.005004006181602295
PONX,PONY,core_leveraged,246.36766722970853,154.39834879236145,10.05212900846821,344.00271759017505,-262.08552816129617,0.0026743190335571385
NVDG,NVDA,core_leveraged,35.24650296960053,24.03679486153245,7.452480446038614,264.5704529269196,-260.8132252648901,0.0006108574775441412
SBTU,SBET,core_leveraged,218.20013654422104,109.03048771041081,14.816697502697721,353.1938147108466,-258.84086337973406,0.007520682702598739
CONX,COIN,core_leveraged,26.963505539390102,129.8207111462416,12.930067354605262,141.82162276755292,-257.60889572900965,0.005112038734771864
MRVU,MRVL,core_leveraged,-35.34692442427851,23.60025917706962,3.001435451728892,192.01331185608296,-253.96193090916,0.0
BULG,BULL,core_leveraged,151.98703741169882,105.0749729907936,9.755540717802305,287.30083090245,-250.14430719934708,0.002027032493760489
COPZ,COPX,core_leveraged,-21.719427708753003,13.854206006336856,3.795288749292425,209.3842432783089,-248.75316574269118,0.0035234840815536197
PTIR,PLTR,core_leveraged,36.21853818149286,13.649772127207578,12.752228325842436,258.5574715402519,-248.74093381180907,0.003470970688006247
AMZU,AMZN,core_leveraged,-25.87549506361677,18.240610770396547,2.8416175630789406,199.6656743483628,-246.62339774545507,0.0005334662993764769
ETU,ETHA,core_leveraged,380.6472550640482,60.52861854051941,22.295042363438007,543.3579526228629,-245.5343584627721,0.004866854866951305
SMZ,SMR,inverse_decay_bucket4,87.92613395674121,12.335728842483558,0.0,320.27947561576406,-244.68907050150642,0.0
ORCU,ORCL,core_leveraged,-163.88284963877146,34.17449618379594,3.808585994751795,42.533932573927736,-244.39986439124695,0.0023892581760457574
NEBX,NBIS,core_leveraged,929.8233258851627,219.31225588827078,40.77658846088604,912.3322986149997,-242.59781707899378,0.012941748323302034
SOUX,SOUN,core_leveraged,-63.055443095776724,58.048692251461624,2.787796618674476,112.69167059888495,-236.5836025647978,0.003981765794509446
APHU,APH,core_leveraged,-26.72973110233272,12.287370470276802,1.1449009325238293,194.71541827390277,-234.87742077903613,3.869862680536614e-05
JOBX,JOBY,core_leveraged,-72.49542047855384,63.55128722802859,4.161724297679015,88.13239143829443,-228.3408234425559,0.0026333538634094487
AVL,AVGO,core_leveraged,-125.44644888541868,20.16618577690327,5.7631282118793585,71.84397127621791,-223.21973415041919,0.0017885886459963112
PALU,PANW,core_leveraged,-167.80069770218947,17.24092892358437,2.600819651337191,21.848402075399882,-209.4908483525109,0.000772167725142845
CNCG,CNC,core_leveraged,-86.34579016499694,14.27776496462202,5.002833253205119,101.28412582347661,-206.91051420630072,0.0014031402024235803
ARCX,ACHR,core_leveraged,217.3802004684738,157.17461691819213,15.259869184763824,251.06851533263432,-206.1228009671165,0.005683103394443294
SATG,SATS,core_leveraged,99.17150062476063,110.77532017749762,8.164594497172018,185.15245177464416,-204.92086582455318,0.0
NVDU,NVDA,core_leveraged,58.28037654364775,31.43732056814213,5.268767191059803,225.68910459234337,-204.11481580789757,0.0006419603727695592
XYZG,XYZ,core_leveraged,-6.191551798093425,16.964049165033213,7.092748342314006,171.51484588568584,-201.7631951911265,0.0018930898002272622
GGLL,GOOGL,core_leveraged,18.68400411533966,20.486196562232738,4.5259677599172266,193.66900783866424,-199.99716804547455,0.0006011739463758321
PANG,PANW,core_leveraged,-126.75682855689766,20.981547852440265,2.7692987696786457,46.947013876616865,-197.45468905563342,0.0009332984464903695
LCDL,LCID,core_leveraged,-98.78041824720322,33.59162009102549,2.420809643765806,62.40367016301689,-197.19651814501142,0.0
PLTA,PLTR,core_leveraged,87.65743415860796,38.26695572127017,6.984642807365643,226.5339621186939,-184.12812648872176,0.0023221052243771693
COIG,COIN,core_leveraged,227.96122223580483,145.1437959440203,10.297805771000183,256.3178604362422,-183.79823991545786,0.0032827393139796663
RGTX,RGTI,core_leveraged,674.3557332139202,256.0649711247164,10.397070629412209,588.8812712887967,-180.98757982900514,0.0208468428738849
MSFU,MSFT,core_leveraged,31.02460701586113,10.56185075541469,2.564816765768712,198.16584217403823,-180.2679026793605,0.0005300362846381503
AMUU,AMD,core_leveraged,130.11735726880718,30.206817507357606,12.381493838675663,262.99730028018826,-175.46825435741437,0.0029086126066036745
BITU,IBIT,core_leveraged,76.73643821459196,26.117103069132355,7.480027250140182,216.33805948433059,-173.19875158901118,0.0005951920803372805
MPL,MP,core_leveraged,-60.35470772554976,48.803455697051476,2.474586875536606,60.10368807933341,-171.73643837747125,0.0024891773282477324
COHX,COHR,core_leveraged,90.975051724854,118.74547386065856,5.292079068969284,137.67141212794513,-170.733913332719,0.012271948554090965
AZYY,AMZN,yieldboost,-76.61886620868256,0.0,0.07746881353949175,93.06909640211882,-169.76543142434087,0.0
LMNX,LMND,core_leveraged,29.52174628990315,56.583150476484306,2.407174659235351,138.30378787550964,-167.77236672132614,0.0034639246092160857
PLU,PL,core_leveraged,34.352901094050424,80.28492427087438,5.444527464166564,105.56014993444654,-156.93670057543707,0.018325208622966497
MRAL,MARA,core_leveraged,147.92152059269824,64.1696336690504,3.2053252749759746,236.33607620012833,-155.78951455145648,0.001603495555952033
RDTL,RDDT,core_leveraged,185.77963798121226,129.7834408067491,14.152125105062568,196.69700683065724,-154.85293476125665,0.005505762328401842
ETRL,ETOR,core_leveraged,-11.629195104395812,49.05741306831904,5.423998857829203,85.69101947255191,-151.80162650309597,0.0006731259172063396
RTYY,RIOT,yieldboost,224.42784388933984,43.722341492845594,0.5594191957480388,331.8007086462327,-151.6546254454865,0.01322009702614096
AFRU,AFRM,core_leveraged,160.65436349270183,74.67434628300865,6.770519625955339,225.4004237932198,-146.19092620948197,0.001912735256844679
TSLG,TSLA,core_leveraged,48.20584276437348,63.0724066605981,6.134268624355836,124.3618539484742,-145.36268646905467,0.00017266144396459803
YINN,FXI,core_leveraged,99.26803283844245,2.770817403122291,8.354621577916534,232.06465675682045,-143.92206289941683,0.0010253433301139062
NUGT,GDX,core_leveraged,-50.320273257198096,3.412144150763682,4.085029524270418,84.30005735622917,-142.11750428846136,0.0018910266214446348
AAPB,AAPL,core_leveraged,75.00935207913241,5.334368184121203,4.163749409463682,206.76748559245112,-141.2562511069036,0.0
RKTL,RKT,core_leveraged,283.7723958135303,37.196935537114214,9.979705453153313,376.788255929609,-140.19250110634624,0.007751942549709342
CIFU,CIFR,core_leveraged,314.2213901432413,198.29948611184705,7.419185544909609,244.08339969925734,-135.58068121277267,0.0
UBRL,UBER,core_leveraged,116.60379908067482,2.8683345621065715,6.364843595966257,242.1081781834375,-134.7375572608355,0.001699555000650529
ASMG,ASML,core_leveraged,-48.551283435312854,37.195898872015256,2.6036046790001572,43.409414123318065,-131.76020110964632,0.0006640656677959211
GEVX,GEV,core_leveraged,-13.218078429969513,15.473457504914585,5.321327770281317,96.1206041042607,-130.13346780942612,0.003037043504537655
ASMU,ASML,core_leveraged,78.86391902073103,18.996706213530704,3.0837848794504827,186.12174961788998,-129.33832169014013,0.0008821115060361659
PAAU,PAAS,core_leveraged,8.908887045352486,6.539975415606535,2.213229310351175,129.2159034581581,-129.06022113876332,0.0024605189974881594
APPX,APP,core_leveraged,259.3364137636374,58.3152285176505,17.28788514801819,311.90067366284694,-128.16737356487823,0.00784914026846381
TSLI,TSLA,core_leveraged,130.34140254276193,22.14385403003924,6.9930075486708,226.95533159444406,-125.75079063039217,0.001395923304127129
TERG,TER,core_leveraged,4.830784644681216,63.554074555933454,5.217751768240054,61.4097425060311,-125.3507841855234,0.00846805064036016
LEUX,LEU,core_leveraged,192.42913348590255,90.24345199641196,7.994202967525899,216.4807380841392,-122.28925956217451,0.006175166485422371
BEG,BE,core_leveraged,233.89739421607726,151.88962195562465,3.5390954618736314,200.67575602269372,-122.20707922411474,0.0
RGTZ,RGTI,inverse_decay_bucket4,-75.37318703363141,22.17679214379349,0.0,24.430262452963376,-121.98024163038828,0.0
XRPT,XRPZ,core_leveraged,296.0605746158992,116.32789569413958,19.13162417193817,281.7030794618459,-121.10202471202444,0.006356863934337443
LMTL,LMT,core_leveraged,-96.5351725880561,3.556914392267764,0.006936733471397283,20.491231526007304,-120.59025523980256,0.0
AMDL,AMD,core_leveraged,197.1863601476526,26.040880744353203,10.248564492611754,279.4954036925584,-118.59848878187074,0.003015796425366286
GEMG,GEMI,core_leveraged,234.6410535778324,99.10980751671454,2.725538398425227,250.7783944784348,-117.97268681574215,0.0
GMEU,GME,core_leveraged,23.84949361916101,25.911966416390115,2.687930493112539,110.75281437451385,-115.5032176648555,0.0
UXRP,XRPZ,core_leveraged,390.9088652248415,43.065536672697284,24.859883113640276,431.13810849699667,-108.1546630584927,0.006566496703281639
XOMX,XOM,core_leveraged,-70.56109664228003,8.286046557869183,0.02031470238304127,23.35414591608794,-102.22160381862021,0.0
NVDX,NVDA,core_leveraged,12.712994188618037,34.310549396149845,3.8519684001648042,76.39151826341113,-101.84104187110773,0.0
BULX,BULL,core_leveraged,311.00744049306974,72.06588550811416,9.900613529332514,328.91733314573094,-99.87639169010785,0.0009879930719079335
IONZ,IONQ,inverse_decay_bucket4,-4.30011083875651,6.831951197822973,0.0,88.34570600681697,-99.47776804339645,0.0
TSLR,TSLA,core_leveraged,12.715749659199151,36.05631009758254,6.807126487666073,67.4367840909049,-97.58447101695435,0.0007425128222185907
TEMT,TEM,core_leveraged,288.75419429263127,84.13130778918715,10.348639846662774,290.82891579170246,-96.55466913492108,0.005958504639477703
DKNX,DKNG,core_leveraged,-36.595724397555074,11.28787723846314,2.20926159892533,46.1129151577877,-96.20577839273125,0.002317572403426477
TSLO,TSLA,core_leveraged,-56.03659548565409,22.02516816251019,0.0,15.067372111453313,-93.1291357596176,0.0
PYPG,PYPL,core_leveraged,-40.89546133551638,22.496815735128532,2.4467831404343596,24.70220741296757,-90.54126762404684,0.00013119106232350225
SOLX,GSOL,core_leveraged,586.8836476234281,190.30812893261046,36.57893408312197,444.3050078279443,-84.30842322024853,0.016652620707170693
LNOK,NOK,core_leveraged,-72.29507607154999,2.331029909086429,0.4102714005578858,7.615838066676713,-82.65221544787101,1.75905629774747e-05
BAIG,BBAI,core_leveraged,544.9935431267929,155.65500936320427,17.15783217311234,452.53714437877164,-80.35644278829534,0.01364542281487991
BITX,IBIT,core_leveraged,213.12035322421528,41.19088200394208,10.366512528506961,240.08537973429083,-78.5224210425246,0.0016982801383741742
DRAY,DKNG,yieldboost,13.361883976869311,5.801566445870629,0.09604365004924775,83.53658592110078,-76.07231204015135,0.0
AIYY,AI,yieldboost,-37.27995484246276,4.3363956379662145,0.046167269807750586,33.17103056174456,-74.83354831198127,0.0
TMYY,TSM,yieldboost,41.362934797578674,17.034275030253408,0.26767161065958395,98.67854764853247,-74.61755949186679,0.0
TQQQ,QQQ,core_leveraged,-16.01442882678446,0.6866747165283702,1.386085748629227,54.844714168986826,-72.93190346092888,0.0005810831943239912
GLGG,GLXY,core_leveraged,17.6787994118575,47.11328522694273,2.0861752018222073,40.86925620780629,-72.38991722471373,0.006145199122614888
NVDL,NVDA,core_leveraged,6.58493475772257,23.40124225293178,4.6472666369962585,50.18671874435545,-71.65029287656091,0.0006097128797847539
TSMG,TSM,core_leveraged,157.5779672312147,16.4745481521262,5.885573199460587,206.55654003651608,-71.33869415688818,0.000519242180723548
NVDB,NVDA,core_leveraged,135.52188517881333,15.482368995087919,5.2130084302149555,183.18858462751527,-68.36207687400481,0.000595865955316573
ELIL,LLY,core_leveraged,-6.055904309260268,25.89464465911172,2.0748914260332114,30.122094063501738,-64.14753445790693,0.0
TSLY,TSLA,core_leveraged,-36.498228723332346,8.214162091307621,0.0,15.15236872617156,-59.86475954081153,0.0
PLTU,PLTR,core_leveraged,150.65147592378534,44.94233958667456,8.405875407494905,157.12684544523864,-59.82358451562277,0.0023210361218979248
RGTU,RGTI,core_leveraged,123.23226204760164,107.07614293218211,1.7165552490738163,73.78895765502897,-59.34939378868326,0.0
AVGX,AVGO,core_leveraged,16.795602784954255,9.464799141923699,1.394591658719474,64.12719544694048,-58.19098346262939,0.0008928999872637065
ZETX,ZETA,core_leveraged,173.62250142177146,70.71676981003311,6.505997946239636,153.31954298594704,-56.91980932044832,0.003080155622201203
MUU,MU,core_leveraged,284.38732697880266,39.245550168148576,14.34706448273675,287.45842586730424,-56.66371353938692,0.004808496865754772
TSLL,TSLA,core_leveraged,103.13288992390338,44.046403197561,8.147209336669663,106.55563621708924,-55.616358827416526,0.0016839532993980473
TSMU,TSM,core_leveraged,15.134432920300181,14.589790229126624,2.879957413131037,51.50740876770345,-53.84272348966093,0.00040134385960677896
MSFO,MSFT,core_leveraged,-29.006349814256517,9.300365865461028,0.0,15.475386185385121,-53.78210186510266,0.0
JEPI,SPY,core_leveraged,-38.063348630215984,0.0,0.0,15.315406449088758,-53.37875507930474,0.0
NVDO,NVDA,core_leveraged,-13.47214967118313,5.266781186027283,0.09517452843632535,34.484359272663376,-53.31846465831011,0.0
AVGU,AVGO,core_leveraged,-6.193370581680174,20.69862660339057,1.7558371771465535,24.572887280939277,-53.22072164315657,0.000493989210614866
QYLD,QQQ,core_leveraged,-31.2350835095156,5.295193692876535,0.0,15.789674634945076,-52.319951837337214,0.0
ETHD,ETHA,inverse_decay_bucket4,10.740831634517633,6.784903939730743,0.0,55.3998946179077,-51.44396692312081,0.0
ETHT,ETHA,core_leveraged,369.09958877627145,118.02923076163457,18.10498486609832,284.06602953310716,-51.100656384568595,0.0041838838291464436
MSTY,MSTR,core_leveraged,-18.932946223651005,16.076999113771393,0.0,15.273509469691074,-50.28345480711347,0.0
RTXG,RTX,core_leveraged,-7.735488293276948,0.490778953430435,0.1947098272317319,41.41251049320883,-49.83348756714794,0.0
