sleeve,mode,n_rebal,turnover_l1,turnover_usd,cash_days,first_plan,n_plans_used,start_usd,end_usd,execution_lag_sessions,target_notional_mode,commission_per_share,margin_rate_annual,financing_daycount,use_resize_bands,enter_band_pct,exit_band_pct,min_trade_usd,cagr,vol,sharpe,maxdd
BOOK,recompute,93,55.81721746161126,55745948.09617614,167,2025-12-28,84,1050000.0,950698.3099117998,1,equity_scaled,0.0035,0.0445,360.0,True,0.12,0.04,250.0,-0.08021085891307322,0.09575820540540832,-0.8319982653569671,-0.10599765716942666
