bucket,etf,under,active_days,start_date,end_date,gross_trading_pnl_usd,borrow_cost_usd,underlying_borrow_cost_usd,margin_debit_cost_usd,short_credit_income_usd,net_financing_cost_usd,txn_cost_usd,total_cost_usd,net_pnl_usd,combined_portfolio_pnl_usd,combined_portfolio_pnl_pct_initial_nav,sleeve_local_initial_capital_usd,sleeve_local_return,ending_long_notional_usd,ending_short_notional_usd,ending_gross_notional_usd,ending_net_notional_usd,avg_gross_notional_usd,max_gross_notional_usd,turnover_usd,long_pnl_usd,short_pnl_usd
B1 core,VSTL,VST,148,2025-10-07,2026-05-08,2545.3746490478516,289.3268436131636,0.0,303.28300970560866,0.0,303.28300970560866,197.59557679559742,790.2054301143696,1755.169218933482,1316.3769142001115,0.0002632753828400223,,,22453.440185546875,10593.449695587158,33046.88988113403,11859.990489959717,41295.57725322569,59489.75925445557,97858.7852859497,-9353.819442749023,11899.194091796875
B1 core,RKTL,RKT,78,2026-01-16,2026-05-08,2366.1690912246704,21.468097280030644,0.0,281.49171734079385,0.0,281.49171734079385,369.87586931983026,672.8356839406547,1693.3334072840155,1270.0000554630117,0.00025400001109260236,,,58570.76843357086,30970.25992012024,89541.0283536911,27600.508513450623,72670.06011236631,95393.93614959717,168061.5810995102,-10185.161059379578,12551.330150604248
B1 core,MPL,MP,135,2025-10-24,2026-05-08,3873.0026817321777,1557.2219558540587,0.0,316.86976687837034,0.0,316.86976687837034,332.67893764632544,2206.7706603787547,1666.232021353423,1249.6740160150673,0.0002499348032030135,,,32636.120147705078,16512.160146713257,49148.280294418335,16123.960000991821,47684.0943027355,62518.649921417236,161638.76629638672,5087.740985870361,-1214.7383041381836
B1 core,NETG,NET,115,2025-11-21,2026-05-08,2960.5213441848755,498.73818532735345,0.0,384.56115515728476,0.0,384.56115515728476,428.9333746045894,1312.2327150892277,1648.288629095648,1236.216471821736,0.0002472432943643472,,,42560.21105957031,17279.0,59839.21105957031,25281.211059570312,68193.37505077694,90298.06571388245,212532.35747814178,2831.3905181884766,129.13082599639893
B1 core,ROBN,HOOD,148,2025-10-07,2026-05-08,3493.884283065796,717.2644761927713,0.0,614.2333391917961,0.0,614.2333391917961,594.7093480420737,1926.207163426641,1567.6771196391549,1175.7578397293662,0.00023515156794587323,,,43830.06930541992,22664.559295654297,66494.62860107422,21165.510009765625,83573.84980632164,123429.21932983398,292638.240858078,-32972.31701660156,36466.20129966736
B1 core,COIG,COIN,148,2025-10-07,2026-05-08,3841.2753381729126,1275.0755335256304,0.0,531.1370178718626,0.0,531.1370178718626,509.2198627635467,2315.4324141610396,1525.842924011873,1144.3821930089048,0.00022887643860178096,,,43651.720794677734,22696.032360076904,66347.75315475464,20955.68843460083,72128.40098438392,104394.13621902466,252865.9462003708,-29704.886779785156,33546.16211795807
B1 core,DLLL,DELL,148,2025-10-07,2026-05-08,2297.3981132507324,0.0,0.0,481.4435659741701,0.0,481.4435659741701,387.75385158528763,869.1974175594578,1428.2006956912746,1071.150521768456,0.0002142301043536912,,,50789.698333740234,29843.48065185547,80633.1789855957,20946.217681884766,65916.86628757941,96181.92994689941,191702.73028945923,18038.855667114258,-15741.457553863525
B1 core,LEUX,LEU,55,2026-02-20,2026-05-08,2490.6410331726074,699.3079260968842,0.0,173.46451041050116,0.0,173.46451041050116,200.8926150489724,1073.6650515563579,1416.9759816162496,1062.7319862121872,0.00021254639724243744,,,49344.540435791016,24427.47939491272,73772.01983070374,24917.061040878296,63398.7802437002,85361.91174316406,99563.59879684448,2502.730743408203,-12.089710235595703
B1 core,DUOG,DUOL,101,2025-12-12,2026-05-08,2021.5822639465332,0.0,0.0,374.4434913014847,0.0,374.4434913014847,408.90493138627176,783.3484226877564,1238.233841258777,928.6753809440827,0.00018573507618881654,,,53563.03894042969,25412.784660339355,78975.82360076904,28150.254280090332,74614.72301403839,99259.64971923828,201891.08181762695,-26038.881462097168,28060.4637260437
B1 core,MSTX,MSTR,148,2025-10-07,2026-05-08,2325.41095161438,776.9521737821843,0.0,171.41542546517425,0.0,171.41542546517425,171.21003999307314,1119.5776392404318,1205.833312373948,904.374984280461,0.0001808749968560922,,,16320.329681396484,8835.539733886719,25155.869415283203,7484.789947509766,23337.172911412006,32857.79919433594,84877.76924324036,-8973.459274291992,11298.870225906372
B1 core,CVNX,CVNA,148,2025-10-07,2026-05-08,2467.584101676941,269.81425854601264,0.0,510.26625051060694,0.0,510.26625051060694,496.1901998560598,1276.2707089126793,1191.3133927642618,893.4850445731963,0.00017869700891463928,,,41464.081298828125,21102.233505249023,62566.31480407715,20361.8477935791,70058.60251120619,92597.53092956543,242369.24883556366,7594.0712966918945,-5126.487195014954
B1 core,SOFX,SOFI,148,2025-10-07,2026-05-08,1962.8196783065796,301.25064620150215,0.0,239.0451044895227,0.0,239.0451044895227,239.3860871565827,779.6818378476075,1183.137840458972,887.353380344229,0.00017747067606884578,,,16206.75,7693.560413360596,23900.310413360596,8513.189586639404,32543.251625164135,51810.54120635986,111314.15995311737,-9661.540613174438,11624.360291481018
B1 core,RCAX,RCAT,64,2026-02-06,2026-05-08,1436.4699440002441,58.81642734063241,0.0,75.58748265485741,0.0,75.58748265485741,132.78111698723862,267.1850269827284,1169.2849170175157,876.9636877631367,0.00017539273755262733,,,16332.749819755554,7357.439835548401,23690.189655303955,8975.309984207153,23826.21483363211,37595.22948741913,58274.069590091705,-1729.470154762268,3165.940098762512
B1 core,GEVX,GEV,148,2025-10-07,2026-05-08,1700.463062286377,0.0,0.0,336.15816398930787,0.0,336.15816398930787,237.3581015743099,573.5162655636177,1126.9467967227592,845.2100975420694,0.0001690420195084139,,,27043.900634765625,13168.30005645752,40212.200691223145,13875.600578308105,46158.13269401241,64206.667053222656,118363.36155700684,13432.693603515625,-11732.230541229248
B1 core,MSTU,MSTR,148,2025-10-07,2026-05-08,2085.0408821105957,737.6173359215938,0.0,163.0961329599689,0.0,163.0961329599689,162.73659167330754,1063.4500605548703,1021.5908215557254,766.193116166794,0.00015323862323335879,,,15569.969696044922,8443.579672813416,24013.549368858337,7126.390023231506,22191.84410372618,31208.39923095703,80678.61963176727,-8568.019317626953,10653.060199737549
B1 core,HOOG,HOOD,148,2025-10-07,2026-05-08,2942.1920471191406,995.5517167884708,0.0,482.8904887925344,0.0,482.8904887925344,467.04740166881004,1945.4896072498152,996.7024398693253,747.526829901994,0.0001495053659803988,,,34432.4094543457,17866.87230682373,52299.28176116943,16565.537147521973,65719.11638985453,97164.16161346436,229817.35774612427,-25934.117668151855,28876.309715270996
B1 core,HOOX,HOOD,148,2025-10-07,2026-05-08,2889.4848403930664,1100.5736558916037,0.0,423.94480648691297,0.0,423.94480648691297,411.115880214775,1935.6343425932916,953.8504977997749,715.3878733498311,0.00014307757466996623,,,30272.789520263672,15630.839569091797,45903.62908935547,14641.949951171875,57729.4412046381,85421.1436920166,202295.65378189087,-22770.647941589355,25660.132781982422
B1 core,NVOX,NVO,148,2025-10-07,2026-05-08,1815.5983533859253,145.59438484275717,0.0,392.5508042971788,0.0,392.5508042971788,360.66344575595593,898.8086348958918,916.7897184900335,687.5922888675251,0.00013751845777350502,,,37132.41975402832,19377.199473381042,56509.61922740936,17755.220280647278,53421.72136295808,74096.8917350769,174179.55122089386,-6010.873512268066,7826.471865653992
B1 core,SNOU,SNOW,148,2025-10-07,2026-05-08,1953.6897344589233,0.0,0.0,551.2319700835259,0.0,551.2319700835259,492.39770230426313,1043.629672387789,910.0600620711343,682.5450465533507,0.00013650900931067014,,,47411.94905090332,25253.90103340149,72665.85008430481,22158.04801750183,75015.09667431342,119767.90843200684,244056.39866924286,-18373.90411376953,20327.593848228455
B1 core,OSCX,OSCR,148,2025-10-07,2026-05-08,3235.1484031677246,878.6133121741711,0.0,697.9245362419796,0.0,697.9245362419796,870.297361931648,2446.8352103477987,788.3131928199261,591.2348946149446,0.00011824697892298891,,,78527.34803199768,44493.89766693115,123021.24569892883,34033.45036506653,95434.08703945135,146370.71840286255,394932.3724155426,5275.139915466309,-2039.991512298584
B1 core,YINN,FXI,148,2025-10-07,2026-05-08,1099.1048526763916,0.0,0.0,205.86607673337545,0.0,205.86607673337545,128.27904729409954,334.145124027475,764.9597286489166,573.7197964866874,0.00011474395929733748,,,16720.76075363159,7120.079818725586,23840.840572357178,9600.680934906006,26633.6115045032,36491.56526184082,61413.42537879944,-1558.67529296875,2657.7801456451416
B1 core,DNNG,DNN,59,2026-02-13,2026-05-08,1215.400508403778,153.69673067930924,0.0,105.5068374032641,0.0,105.5068374032641,195.5189908555906,454.72255893816396,760.6779494656141,570.5084620992106,0.00011410169241984212,,,27174.840069293976,13363.319955825806,40538.16002511978,13811.52011346817,35899.313062486,46458.160820007324,66825.62954831123,-612.7594609260559,1828.159969329834
B1 core,UECG,UEC,59,2026-02-13,2026-05-08,1045.4001641273499,50.70411764438324,0.0,95.44688017741608,0.0,95.44688017741608,146.63106845285603,292.78206627465534,752.6180978526945,564.4635733895209,0.00011289271467790418,,,24756.279750823975,12417.569715499878,37173.84946632385,12338.710035324097,32608.813122975625,42616.42923069,65285.60051202774,1261.2395887374878,-215.83942461013794
B1 core,BULG,BULL,148,2025-10-07,2026-05-08,1815.641649723053,429.6591889956966,0.0,307.33092924250315,0.0,307.33092924250315,334.8341266013484,1071.824244839548,743.8174048835049,557.8630536626287,0.00011157261073252573,,,27262.34081363678,13958.779754638672,41221.12056827545,13303.561058998108,41926.870640090994,59884.857944488525,139277.54968357086,-15311.439244747162,17127.080894470215
B1 core,SMCX,SMCI,148,2025-10-07,2026-05-08,3022.1587142944336,1632.7525444997248,0.0,311.016044017317,0.0,311.016044017317,339.98094736787345,2283.7495358849155,738.4091784095183,553.8068838071388,0.00011076137676142775,,,32681.879013061523,20517.210514068604,53199.08952713013,12164.66849899292,42357.401889047105,64480.38684844971,162164.80570030212,-14215.330722808838,17237.48943710327
B1 core,DKNX,DKNG,148,2025-10-07,2026-05-08,1691.2680950164795,406.9377447158668,0.0,308.81664267810487,0.0,308.81664267810487,259.30514506715446,975.0595324611261,716.2085625553533,537.156421916515,0.000107431284383303,,,28225.12050628662,15483.991439819336,43709.11194610596,12741.129066467285,42062.146164056416,62081.399406433105,122321.13642311096,-6803.608955383301,8494.87705039978
B1 core,CCUP,CRCL,148,2025-10-07,2026-05-08,10316.15726017952,5989.362363490844,0.0,1593.1304200196107,0.0,1593.1304200196107,2031.5813232728913,9614.074106783344,702.0831533961738,526.5623650471304,0.00010531247300942607,,,137540.69778442383,73601.2829246521,211141.98070907593,63939.41485977173,217920.80856393155,383666.41876220703,998620.8075096607,-16031.82819366455,26347.98545384407
B1 core,PLTG,PLTR,148,2025-10-07,2026-05-08,1488.5003185272217,0.0,0.0,439.0501537248938,0.0,439.0501537248938,370.41073004199217,809.460883766886,679.0394347603358,509.27957607025184,0.00010185591521405037,,,33072.000732421875,15654.600133895874,48726.60086631775,17417.400598526,59949.8925516992,90513.85459899902,183260.08808231354,-8902.768493652344,10391.268812179565
B1 core,BTCL,IBIT,148,2025-10-07,2026-05-08,941.7258892059326,10.537780408022545,0.0,159.39640372655518,0.0,159.39640372655518,122.04070357739953,291.97488771197726,649.7510014939553,487.3132511204665,9.74626502240933e-05,,,13771.350231170654,7006.230308532715,20777.58053970337,6765.119922637939,21685.281528588886,30393.337646484375,59141.13592338562,-6422.119144439697,7363.84503364563
B1 core,SATG,SATS,96,2025-12-19,2026-05-08,1180.8884782791138,280.0492890882551,0.0,153.92712772978487,0.0,153.92712772978487,134.00943459779603,567.985851415836,612.9026268632778,459.6769701474583,9.193539402949166e-05,,,24158.500289916992,12310.208679199219,36468.70896911621,11848.291610717773,32566.03403193752,40523.479095458984,65988.31810092926,3919.2403869628906,-2738.351908683777
B1 core,SOUX,SOUN,148,2025-10-07,2026-05-08,1672.2199349403381,780.0334075525956,0.0,147.3404811505474,0.0,147.3404811505474,170.49389228116505,1097.867780984308,574.3521539560302,430.76411546702263,8.615282309340452e-05,,,13435.440173149109,6165.61021232605,19601.05038547516,7269.829960823059,20003.947732358367,34548.036012649536,73486.16421175003,-9618.039036273956,11290.258971214294
B1 core,NVDG,NVDA,148,2025-10-07,2026-05-08,853.6761817932129,0.0,0.0,176.5382090712293,0.0,176.5382090712293,115.48986158135882,292.02807065258816,561.6481111406248,421.2360833554686,8.424721667109373e-05,,,15063.999786376953,7900.200176239014,22964.199962615967,7163.799610137939,24136.324141824567,36612.411613464355,57206.04152107239,2014.2946014404297,-1160.6184196472168
B1 core,HODU,HOOD,115,2025-11-21,2026-05-08,1975.9887747764587,631.1265792849938,0.0,387.7873294179358,0.0,387.7873294179358,400.9621537692335,1419.876062472163,556.1127123042955,417.0845342282216,8.341690684564433e-05,,,50685.739196777344,26162.761362075806,76848.50055885315,24522.977834701538,68163.7242197244,104214.32013225555,196829.2397942543,-18138.121200561523,20114.109975337982
B1 core,INTW,INTC,148,2025-10-07,2026-05-08,2222.3581886291504,135.18103511451127,0.0,698.7435275721673,0.0,698.7435275721673,836.6218947355335,1670.5464574222121,551.8117312069384,413.85879840520374,8.277175968104075e-05,,,100185.83853149414,61079.76123046875,161265.5997619629,39106.07730102539,96244.89763355255,161265.5997619629,403975.66611099243,85024.84927368164,-82802.49108505249
B1 core,TSLI,TSLA,148,2025-10-07,2026-05-08,890.204402923584,29.749706064617467,0.0,186.47708776763986,0.0,186.47708776763986,129.71884338769266,345.94563721995,544.258765703634,408.1940742777255,8.16388148555451e-05,,,15848.950225830078,8642.700113296509,24491.650339126587,7206.250112533569,25496.351631293426,37171.87392425537,64591.82965660095,-168.93988037109375,1059.1442832946777
B1 core,BITX,IBIT,148,2025-10-07,2026-05-08,851.4250469207764,0.0,0.0,186.14525089248866,0.0,186.14525089248866,142.51780577295287,328.6630566654415,522.7619902553348,392.07149269150113,7.841429853830023e-05,,,16089.300270080566,8229.36003112793,24318.660301208496,7859.940238952637,25332.71885744301,35492.61186218262,69065.69599151611,-7492.618999481201,8344.044046401978
B1 core,TSMU,TSM,148,2025-10-07,2026-05-08,757.0476112365723,59.91273438795512,0.0,130.15684941813794,0.0,130.15684941813794,87.66706895186324,277.7366527579563,479.310958478616,359.483218858962,7.18966437717924e-05,,,11527.039794921875,5823.900123596191,17350.939918518066,5703.139671325684,17827.745780429326,24773.940521240234,43584.48753738403,3243.2030334472656,-2486.1554222106934
B1 core,WDCX,WDC,69,2026-01-30,2026-05-08,2168.681074142456,612.9360699208329,0.0,448.5834423520217,0.0,448.5834423520217,641.5221705293877,1703.0416828022423,465.6393913402137,349.2295435051603,6.984590870103206e-05,,,106560.0,59001.930656433105,165561.9306564331,47558.069343566895,132118.7258950662,178638.74642562866,318901.33699798584,56645.842041015625,-54477.16096687317
B1 core,XYZG,XYZ,148,2025-10-07,2026-05-08,1132.2274684906006,0.0,0.0,364.24741839954754,0.0,364.24741839954754,305.8290291155448,670.0764475150924,462.15102097550823,346.61326573163115,6.932265314632623e-05,,,31511.84935760498,16282.682357788086,47794.53171539307,15229.166999816895,49689.50857484018,69657.16953277588,149177.30802345276,-3284.3403816223145,4416.567850112915
B1 core,MRNX,MRNA,64,2026-02-06,2026-05-08,879.5686416625977,167.7524253258678,0.0,121.72755355785058,0.0,121.72755355785058,139.86854801479564,429.348526898514,450.22011476408363,337.66508607306275,6.753301721461255e-05,,,34349.19903564453,20135.60043334961,54484.79946899414,14213.598602294922,38358.21052020788,54484.79946899414,67466.72930145264,5456.649150848389,-4577.080509185791
B1 core,BITU,IBIT,148,2025-10-07,2026-05-08,727.4128293991089,12.045430418110843,0.0,153.82010100379907,0.0,153.82010100379907,117.72610401509856,283.59163543700845,443.82119396210044,332.8658954715753,6.657317909431506e-05,,,13271.40022277832,6799.650163650513,20071.050386428833,6471.750059127808,20945.674082652942,29380.798530578613,57050.918330192566,-6205.349174499512,6932.762003898621
B1 core,TSMG,TSM,148,2025-10-07,2026-05-08,726.5045871734619,41.41677091106083,0.0,145.42140361897455,0.0,145.42140361897455,97.81718062040319,284.65535515043854,441.8492320230234,331.3869240172675,6.627738480345351e-05,,,12762.079772949219,6416.820098876953,19178.899871826172,6345.259674072266,19893.030784310522,27538.344610214233,48630.701234817505,3639.8768310546875,-2913.3722438812256
B1 core,RBLU,RBLX,148,2025-10-07,2026-05-08,1798.7848238945007,489.3011408916821,0.0,424.1411190063855,0.0,424.1411190063855,447.5903830322438,1361.0326429303113,437.7521809641893,328.31413572314193,6.566282714462838e-05,,,24768.809909820557,11087.100327014923,35855.91023683548,13681.709582805634,57490.38276645944,91275.9169921875,218899.6205086708,-37170.20065689087,38968.98548078537
B1 core,AVGG,AVGO,148,2025-10-07,2026-05-08,878.3156452178955,0.0,0.0,246.19462566091843,0.0,246.19462566091843,196.7111044491351,442.9057301100535,435.409915107842,326.5574363308815,6.53114872661763e-05,,,21070.0,10669.570343017578,31739.570343017578,10400.429656982422,33706.95367033417,53029.272399902344,97861.97374916077,5846.957214355469,-4968.641569137573
B1 core,TSLT,TSLA,148,2025-10-07,2026-05-08,811.614688873291,119.52034633988713,0.0,155.71258859744762,0.0,155.71258859744762,108.72055339159961,383.9534883289344,427.6612005443567,320.7459004082675,6.41491800816535e-05,,,13278.850189208984,7256.0703048706055,20534.92049407959,6022.779884338379,21315.84237223058,30758.649974822998,54136.04475402832,-124.86990356445312,936.4845924377441
B1 core,TSLL,TSLA,148,2025-10-07,2026-05-08,780.5134181976318,77.3495928545156,0.0,174.5863142624749,0.0,174.5863142624749,121.50286097713129,373.43876809412177,407.07465010351007,305.30598757763255,6.106119751552651e-05,,,14992.250213623047,8200.499939918518,23192.750153541565,6791.750273704529,23879.59847403217,34351.0863571167,60501.12346839905,-117.65988159179688,898.1732997894287
B1 core,LULG,LULU,125,2025-11-07,2026-05-08,983.65221118927,0.0,0.0,311.933208497439,0.0,311.933208497439,267.694116736639,579.627325234078,404.024885955192,303.018664466394,6.06037328932788e-05,,,35025.058044433594,17042.976581573486,52068.03462600708,17982.081462860107,50380.70158219147,62736.06940460205,132454.81552028656,-7595.241729736328,8578.893940925598
B1 core,AMDG,AMD,148,2025-10-07,2026-05-08,1596.0486793518066,0.0,0.0,574.3870125019266,0.0,574.3870125019266,621.9681731987876,1196.3551857007142,399.6934936510926,299.77012023831946,5.9954024047663894e-05,,,71920.02038574219,44787.75043487549,116707.77082061768,27132.2699508667,78826.95827979011,125291.93621826172,308765.4135055542,38431.230865478516,-36835.18218612671
B1 core,TERG,TER,115,2025-11-21,2026-05-08,1703.665735244751,742.507998386316,0.0,285.5817471400449,0.0,285.5817471400449,300.39243055427767,1328.4821760806385,375.18355916411235,281.38766937308424,5.627753387461685e-05,,,35976.99890136719,18503.160690307617,54480.159591674805,17473.83821105957,50809.181959301495,67514.21109008789,149129.9000301361,26541.75193786621,-24838.08620262146
B1 core,CEGX,CEG,148,2025-10-07,2026-05-08,986.399001121521,301.38536324380146,0.0,199.7192309969033,0.0,199.7192309969033,144.72592865676904,645.8305228974738,340.5684782240473,255.42635866803545,5.108527173360709e-05,,,16396.020263671875,7852.819704055786,24248.83996772766,8543.200559616089,27249.729915013184,41415.40399932861,71984.76233577728,-2931.9217224121094,3918.3207235336304
B1 core,TSLR,TSLA,148,2025-10-07,2026-05-08,707.3205070495605,73.18162319051505,0.0,181.08982372837622,0.0,181.08982372837622,125.6171920645574,379.88863898344863,327.4318680661119,245.57390104958392,4.9114780209916785e-05,,,15420.600219726562,8408.760192871094,23829.360412597656,7011.840026855469,24772.130974975793,35752.12032318115,62549.54979324341,-155.46987915039062,862.7903861999512
B1 core,TARK,ARKK,148,2025-10-07,2026-05-08,657.1721992492676,0.0,0.0,204.168360299495,0.0,204.168360299495,133.735649006006,337.904009305501,319.26818994376663,239.45114245782497,4.7890228491564994e-05,,,16536.080574035645,8459.181896209717,24995.26247024536,8076.898677825928,27913.892100282617,39116.48016357422,65478.96802139282,-3261.2089920043945,3918.381191253662
B1 core,AVL,AVGO,148,2025-10-07,2026-05-08,633.3356323242188,0.0,0.0,179.79638430437925,0.0,179.79638430437925,146.35176250515158,326.14814680953083,307.1874855146879,230.39061413601593,4.607812282720318e-05,,,15480.0,7827.010135650635,23307.010135650635,7652.989864349365,24611.537050994666,38705.70484161377,72808.82800292969,4358.882568359375,-3725.5469360351562
B1 core,COPZ,COPX,55,2026-02-20,2026-05-08,615.1210336685181,34.26561328869019,0.0,115.02581306578693,0.0,115.02581306578693,181.6222576258021,330.91368398027925,284.2073496882389,213.15551226617916,4.263110245323583e-05,,,35677.5505065918,19130.34031677246,54807.89082336426,16547.210189819336,42000.40229962089,55766.45771789551,88907.6393442154,1308.3711013793945,-693.2500677108765
B1 core,NVDU,NVDA,148,2025-10-07,2026-05-08,473.71154022216797,24.58183106776621,0.0,105.84164792542265,0.0,105.84164792542265,69.98865761560774,200.4121366087966,273.2994036133714,204.97455271002855,4.099491054200571e-05,,,9038.399871826172,4741.109939575195,13779.509811401367,4297.289932250977,14480.89026152121,21911.667724609375,34667.38562774658,1217.4181671142578,-743.7066268920898
B1 core,IONX,IONQ,148,2025-10-07,2026-05-08,7532.657619476318,5033.893937560062,0.0,996.0608414762689,0.0,996.0608414762689,1235.296314036523,7265.251093072854,267.40652640346394,200.55489480259797,4.0110978960519596e-05,,,90158.4430732727,47060.1594543457,137218.6025276184,43098.283618927,136099.96640420603,240266.1201324463,596775.9790687561,-24074.632482528687,31607.290102005005
B1 core,LLYX,LLY,148,2025-10-07,2026-05-08,610.2364339828491,81.06593657427923,0.0,152.49676358582596,0.0,152.49676358582596,110.32231700078812,343.8850171608933,266.3514168219558,199.76356261646686,3.995271252329337e-05,,,12329.850158691406,6055.39981842041,18385.249977111816,6274.450340270996,20886.604118862666,31705.62030029297,55053.884570121765,2650.9718627929688,-2040.7354288101196
B1 core,NVDB,NVDA,148,2025-10-07,2026-05-08,428.156681060791,34.54894629790525,0.0,83.73769277024013,0.0,83.73769277024013,54.31289531360886,172.59953438175424,255.55714667903675,191.66786000927755,3.833357200185551e-05,,,7101.599899291992,3730.099983215332,10831.699882507324,3371.49991607666,11449.551628447867,17329.378944396973,26903.230979919434,953.6302032470703,-525.4735221862793
B1 core,ARCX,ACHR,148,2025-10-07,2026-05-08,2714.862763404846,949.1997361307762,0.0,718.5610795721421,0.0,718.5610795721421,796.0597718071969,2463.8205875101153,251.04217589473112,188.28163192104833,3.7656326384209664e-05,,,63290.16018629074,35654.848766326904,98945.00895261765,27635.311419963837,97814.45370088718,143912.14870548248,330290.7897171974,-40351.83057975769,43066.69334316254
B1 core,NVDL,NVDA,148,2025-10-07,2026-05-08,455.8427963256836,11.245420034424821,0.0,116.54306349813174,0.0,116.54306349813174,77.30595409710537,205.09443762966194,250.74835869602165,188.06126902201623,3.7612253804403247e-05,,,9899.19985961914,5393.500137329102,15292.699996948242,4505.699722290039,15956.329691861127,24113.53530883789,38292.6248626709,1322.3431091308594,-866.5003128051758
B1 core,UNHG,UNH,148,2025-10-07,2026-05-08,546.6546382904053,54.090911190443904,0.0,149.23615506965675,0.0,149.23615506965675,108.932639641752,312.25970590185267,234.39493238855263,175.79619929141447,3.5159239858282894e-05,,,14059.26040649414,7230.789915084839,21290.05032157898,6828.470491409302,20385.425342360057,27525.442359924316,54181.5574092865,594.1471557617188,-47.49251747131348
B1 core,KLAG,KLAC,96,2025-12-19,2026-05-08,667.9957447052002,47.47970951801828,0.0,193.4683388762945,0.0,193.4683388762945,194.80659537271688,435.7546437670296,232.24110093817046,174.18082570362785,3.483616514072557e-05,,,31776.22900390625,16930.928421020508,48707.15742492676,14845.300582885742,41123.43526599804,52342.01019668579,97285.78712081909,11911.07470703125,-11243.07896232605
B1 core,COHX,COHR,55,2026-02-20,2026-05-08,1347.6213035583496,812.6908027878445,0.0,124.50830247349607,0.0,124.50830247349607,182.5863512315824,1119.785456492923,227.83584706542675,170.87688529907007,3.417537705981401e-05,,,35537.56103515625,17841.600288391113,53379.16132354736,17695.960746765137,45524.24596058239,67202.20944976807,90695.48896408081,11963.461364746094,-10615.840061187744
B1 core,ASMG,ASML,148,2025-10-07,2026-05-08,593.9139003753662,91.68504365653187,0.0,161.2255468943185,0.0,161.2255468943185,122.54443045407433,375.45502100492473,218.45887937044148,163.8441595278311,3.276883190556622e-05,,,14328.18017578125,7882.518070220947,22210.698246002197,6445.662105560303,22114.966372038867,30980.383781433105,61175.218713760376,7276.7076416015625,-6682.793741226196
B1 core,BABX,BABA,148,2025-10-07,2026-05-08,748.6408424377441,0.0,0.0,311.1794198579091,0.0,311.1794198579091,230.4277581782114,541.6071780361206,207.03366440162364,155.27524830121774,3.105504966024355e-05,,,25771.03955078125,13642.699653625488,39413.73920440674,12128.339897155762,42476.57946153589,58327.47063827515,113977.28971481323,-6812.439422607422,7561.080265045166
B1 core,FIGG,FIG,140,2025-10-17,2026-05-08,2113.9690170288086,0.0,0.0,817.2995765798634,0.0,817.2995765798634,1092.0172311726647,1909.316807752528,204.65220927628036,153.48915695721027,3.0697831391442054e-05,,,89251.19934082031,48712.17017555237,137963.36951637268,40539.029165267944,117431.88847486633,152211.8766937256,516515.52003479004,-68747.52021789551,70861.48923492432
B1 core,MVLL,MRVL,148,2025-10-07,2026-05-08,1217.7915172576904,529.4629875149141,0.0,261.5839349494529,0.0,261.5839349494529,227.47244750099856,1018.5193699653655,199.27214729232492,149.4541104692437,2.989082209384874e-05,,,25349.370727539062,12952.799835205078,38302.17056274414,12396.570892333984,35853.649874268354,51980.53642463684,111684.06363487244,13962.801078796387,-12745.009561538696
B1 core,UBRL,UBER,148,2025-10-07,2026-05-08,568.5079040527344,0.0,0.0,225.01898745476456,0.0,225.01898745476456,148.76756679091494,373.7865542456795,194.72134980705488,146.04101235529117,2.9208202471058236e-05,,,18183.449264526367,9102.960041046143,27286.40930557251,9080.489223480225,30708.837761769424,43283.81647491455,72958.5212802887,-5686.530311584473,6255.038215637207
B1 core,JOBX,JOBY,148,2025-10-07,2026-05-08,1996.2025938034058,1290.204872895204,0.0,251.91801526281444,0.0,251.91801526281444,261.9678985699978,1804.0907867280164,192.11180707538944,144.0838553065421,2.881677106130842e-05,,,25033.609736442566,14205.400184631348,39239.00992107391,10828.209551811218,34355.892398550706,47671.59931182861,115992.22375965118,-9007.191531181335,11003.394124984741
B1 core,ELIL,LLY,148,2025-10-07,2026-05-08,449.50782585144043,90.31634198374962,0.0,124.09041764384962,0.0,124.09041764384962,88.99226454153434,303.39902416913355,146.10880168230685,109.58160126173013,2.1916320252346026e-05,,,10432.950134277344,5128.4482421875,15561.398376464844,5304.501892089844,17019.270984662544,25980.96762084961,44409.26993751526,2301.404296875,-1851.8964710235596
B1 core,VALG,VALE,96,2025-12-19,2026-05-08,405.83555030822754,0.0,0.0,128.3486296531552,0.0,128.3486296531552,131.44541189501234,259.79404154816757,146.04150876005994,109.53113157004495,2.190622631400899e-05,,,19822.95899963379,10170.144361495972,29993.10336112976,9652.814638137817,27265.53635317087,33144.29086303711,58634.9904088974,4831.1290464401245,-4425.293496131897
B1 core,ANEL,ANET,148,2025-10-07,2026-05-08,1160.1786069869995,308.2955874458325,0.0,399.7920576837871,0.0,399.7920576837871,329.92318281211976,1038.0108279417393,122.16777904526012,91.6258342839451,1.832516685678902e-05,,,27645.150833129883,10738.559692382812,38383.710525512695,16906.59114074707,54546.23368491353,81442.95499420166,162932.9804944992,-4281.929626464844,5442.108233451843
B1 core,TSLG,TSLA,148,2025-10-07,2026-05-08,431.58285331726074,147.77966883083127,0.0,97.90826642130905,0.0,97.90826642130905,67.46016180793774,313.14809706007804,118.4347562571827,88.82606719288702,1.7765213438577403e-05,,,8567.000122070312,4667.830034732819,13234.830156803131,3899.170087337494,13377.699438085427,19287.885772705078,33591.01650953293,-57.60992431640625,489.192777633667
