bucket,etf,under,active_days,start_date,end_date,gross_trading_pnl_usd,borrow_cost_usd,underlying_borrow_cost_usd,margin_debit_cost_usd,short_credit_income_usd,net_financing_cost_usd,txn_cost_usd,total_cost_usd,net_pnl_usd,combined_portfolio_pnl_usd,combined_portfolio_pnl_pct_initial_nav,sleeve_local_initial_capital_usd,sleeve_local_return,ending_long_notional_usd,ending_short_notional_usd,ending_gross_notional_usd,ending_net_notional_usd,avg_gross_notional_usd,max_gross_notional_usd,turnover_usd,long_pnl_usd,short_pnl_usd
B1 core,SRPU,SRPT,135,2025-10-24,2026-05-08,8618.529686927795,1279.3427486233256,0.0,643.7760775624444,0.0,643.7760775624444,780.2888260187765,2703.4076522045466,5915.122034723248,4436.341526042436,0.0008872683052084873,,,61257.23719024658,27743.800539970398,89001.03773021698,33513.436650276184,96565.42171915549,154721.03007602692,359266.883849144,4149.4380531311035,4469.091633796692
B1 core,XRPT,XRPZ,111,2025-11-28,2026-05-08,6836.058270454407,286.25329603125925,0.0,535.4390378834324,0.0,535.4390378834324,576.1428601666559,1397.8351940813475,5438.2230763730595,4078.667307279795,0.000815733461455959,,,71950.09142303467,36418.7610168457,108368.85243988037,35531.330406188965,97495.55995536495,135260.0340900421,263549.4658269882,-20267.78583431244,27103.844104766846
B1 core,BLSG,BLSH,130,2025-10-31,2026-05-08,7151.468448877335,0.0,0.0,844.3379861579762,0.0,844.3379861579762,1019.0386565359419,1863.376642693918,5288.091806183416,3966.0688546375623,0.0007932137709275124,,,99937.73965072632,53840.73951816559,153778.4791688919,46097.00013256073,131883.25920566596,176965.4383907318,487663.8037908077,9122.138298034668,-1970.6698491573334
B1 core,NBIL,NBIS,148,2025-10-07,2026-05-08,16276.448493003845,5774.843769402043,0.0,2636.9379013739385,0.0,2636.9379013739385,2880.7022175463785,11292.48388832236,4983.964604681487,3737.973453511115,0.000747594690702223,,,234591.2540435791,133833.43589782715,368424.68994140625,100757.81814575195,361862.9634736648,547519.8840789795,1418147.5783910751,96038.71421813965,-79762.2657251358
B1 core,SBTU,SBET,135,2025-10-24,2026-05-08,9188.524975299835,1270.988185018933,0.0,1281.5596807769111,0.0,1281.5596807769111,1847.7060478317171,4400.253913627561,4788.271061672273,3591.2032962542053,0.0007182406592508411,,,135303.84104061127,69007.31967258453,204311.1607131958,66296.52136802673,191225.90370921028,259942.51573610306,777799.1439080238,-59427.31456756592,68615.83954286575
B1 core,COZX,CORZ,125,2025-11-07,2026-05-08,6348.696722984314,0.0,0.0,754.3832338998632,0.0,754.3832338998632,832.0940918475926,1586.4773257474558,4762.219397236858,3571.664547927643,0.0007143329095855286,,,95301.36031723022,52166.402072906494,147467.76239013672,43134.95824432373,122330.43622488022,163082.14630317688,377292.6950559616,35223.398953437805,-28874.70223045349
B1 core,TXXD,TDOG,74,2026-01-23,2026-05-08,7852.082635402679,2025.7891018178912,0.0,595.1393022701161,0.0,595.1393022701161,750.4467544988519,3371.375158586859,4480.707476815821,3360.530607611866,0.0006721061215223732,,,122596.71957397461,61111.11913871765,183707.83871269226,61485.60043525696,161845.2570812251,208871.01544952393,346023.3969349861,4329.27684211731,3522.80579328537
B1 core,USGG,USAR,78,2026-01-16,2026-05-08,17338.372447013855,9893.082493469099,0.0,1171.3202286648705,0.0,1171.3202286648705,1868.4225953666219,12932.82531750059,4405.547129513265,3304.1603471349486,0.0006608320694269897,,,221961.67246246338,111107.21466827393,333068.8871307373,110854.45779418945,307324.8362412147,440772.0902271271,858488.9765615463,68236.4245262146,-50898.052079200745
B1 core,GLXU,GLXY,148,2025-10-07,2026-05-08,11815.673232078552,2604.3890446453443,0.0,2170.962803438336,0.0,2170.962803438336,2725.2486401171336,7500.600488200814,4315.072743877739,3236.3045579083046,0.0006472609115816609,,,206803.42686843872,110542.58634471893,317346.01321315765,96260.84052371979,296065.1139352386,446972.3666038513,1282821.7296218872,-36315.44106864929,48131.114300727844
B1 core,RIOX,RIOT,148,2025-10-07,2026-05-08,9857.040237426758,3886.143553156203,0.0,821.673332518178,0.0,821.673332518178,1018.1108253984158,5725.927711072796,4131.112526353961,3098.3343947654703,0.0006196668789530941,,,89071.9197177887,55343.65083694458,144415.57055473328,33728.268880844116,112291.26294305518,164486.4606781006,464055.5862045288,11542.964776992798,-1685.92453956604
B1 core,FGRU,FIGR,55,2026-02-20,2026-05-08,7012.251061439514,2027.0989785276,0.0,440.7051319280413,0.0,440.7051319280413,595.5837729698578,3063.3878834254992,3948.8631780140154,2961.6473835105116,0.0005923294767021023,,,127302.29361343384,64899.63805389404,192201.93166732788,62402.655559539795,161758.3004616824,214584.0308151245,281825.9419298172,33760.82629585266,-26748.575234413147
B1 core,CRDU,CRDO,148,2025-10-07,2026-05-08,10775.868215560913,1918.5274451645985,0.0,2380.123197445728,0.0,2380.123197445728,2831.609336208777,7130.259978819104,3645.6082367418107,2734.206177556358,0.0005468412355112716,,,220739.36071777344,112489.38377380371,333228.74449157715,108249.97694396973,324837.694476888,610546.9620361328,1398452.138666153,90876.04315185547,-80100.17493629456
B1 core,SOLT,SOEZ,106,2025-12-05,2026-05-08,5327.76132106781,146.3223639515232,0.0,705.2367254065392,0.0,705.2367254065392,904.2100426301834,1755.7691319882458,3571.992189079565,2678.9941418096737,0.0005357988283619347,,,108497.90257072449,59277.8998374939,167775.80240821838,49220.00273323059,134323.7056587327,171613.91596221924,412673.7437429428,-21447.981442451477,26775.742763519287
B1 core,APPX,APP,148,2025-10-07,2026-05-08,5611.103471755981,0.0,0.0,1027.2173251020315,0.0,1027.2173251020315,1034.1212237056595,2061.338548807691,3549.7649229482904,2662.323692211218,0.0005324647384422435,,,80590.59790039062,41526.5007019043,122117.09860229492,39064.09719848633,140360.89698643298,190660.04104614258,515403.16588783264,-16657.925170898438,22269.02864265442
B1 core,HUTG,HUT,78,2026-01-16,2026-05-08,4768.114545345306,623.3023888102452,0.0,252.88070606743264,0.0,252.88070606743264,361.0098777042617,1237.1929725819396,3530.921572763367,2648.191179572525,0.000529638235914505,,,59568.29944610596,34872.75,94441.04944610596,24695.549446105957,66403.35646308996,109390.44233703613,175557.9751458168,31403.30323791504,-26635.188692569733
B1 core,COIA,COIN,148,2025-10-07,2026-05-08,5115.139154911041,894.6147183052958,0.0,673.1387472835559,0.0,673.1387472835559,643.0324049718978,2210.7858705607496,2904.3532843502917,2178.264963262719,0.0004356529926525438,,,55319.00100708008,28674.169838905334,83993.17084598541,26644.831168174744,91320.595411175,132197.68969345093,319313.10459280014,-37670.20594787598,42785.34510278702
B1 core,PLUL,PLUG,78,2026-01-16,2026-05-08,4219.6264090538025,718.2414489554014,0.0,243.95435477158543,0.0,243.95435477158543,518.032429049096,1480.228232776083,2739.3981762777194,2054.5486322082897,0.00041090972644165796,,,45449.03833293915,22865.795036315918,68314.83336925507,22583.24329662323,63995.96942599615,101509.87955522537,147136.658339262,17230.92070055008,-13011.294291496277
B1 core,SMU,SMR,148,2025-10-07,2026-05-08,18994.30306148529,8715.058043835754,0.0,3330.158672160706,0.0,3330.158672160706,4223.483840354273,16268.700556350732,2725.6025051345587,2044.201878850919,0.0004088403757701838,,,279940.30425453186,139611.8140525818,419552.11830711365,140328.49020195007,451071.5996571618,947788.9081497192,1937906.8419837952,-297850.9408597946,316845.2439212799
B1 core,QSU,QS,135,2025-10-24,2026-05-08,5341.327164649963,1838.1011806612198,0.0,391.65272322207494,0.0,391.65272322207494,425.9901133247644,2655.744017208059,2685.583147441904,2014.187360581428,0.0004028374721162856,,,42367.25978565216,21576.0,63943.25978565216,20791.25978565216,58340.14492766769,74169.40031909943,183905.16329574585,-30254.132729530334,35595.4598941803
B1 core,URAA,URA,148,2025-10-07,2026-05-08,3222.7136154174805,0.0,0.0,333.20399146840884,0.0,333.20399146840884,247.19414430496425,580.398135773373,2642.315479644107,1981.7366097330805,0.0003963473219466161,,,26155.32014465332,12949.67985534668,39105.0,13205.64028930664,45783.401303214,70129.84469604492,119342.74877548218,3719.613956451416,-496.90034103393555
B1 core,RDTL,RDDT,148,2025-10-07,2026-05-08,4210.867316246033,268.75899143929576,0.0,699.3475854392879,0.0,699.3475854392879,656.3351803704595,1624.4417572490431,2586.42555899699,1939.8191692477424,0.00038796383384954845,,,53283.60104370117,24670.799388885498,77954.40043258667,28612.801654815674,95338.53248911934,134634.60388183594,325060.72278499603,-8387.816345214844,12598.683661460876
B1 core,SMCL,SMCI,148,2025-10-07,2026-05-08,5466.821460723877,1544.8234648561684,0.0,645.8522425531255,0.0,645.8522425531255,703.6795253248837,2894.355232734177,2572.4662279896997,1929.3496709922747,0.0003858699341984549,,,67875.02795028687,42373.34825134277,110248.37620162964,25501.67969894409,87983.79451405036,133653.96111297607,335639.8872718811,-29525.621503829956,34992.44296455383
B1 core,CONL,COIN,148,2025-10-07,2026-05-08,4717.8569140434265,786.2580450187107,0.0,711.2056224703789,0.0,711.2056224703789,679.5814892400292,2177.045156729119,2540.8117573143077,1905.6088179857306,0.0003811217635971461,,,58336.40106201172,30517.198944091797,88853.60000610352,27819.202117919922,96666.74885918321,139750.15813064575,337462.9892144203,-39880.22570800781,44598.08262205124
B1 core,MPG,MP,130,2025-10-31,2026-05-08,5187.058738708496,1617.4716624147784,0.0,519.2542188641186,0.0,519.2542188641186,555.6405667464944,2692.3664480253915,2494.6922906831046,1871.0192180123286,0.0003742038436024657,,,56034.330253601074,28182.958966255188,84217.28921985626,27851.371287345886,81191.36013498672,107565.149310112,269787.91930294037,13256.481590270996,-8069.4228515625
B1 core,IREG,IREN,96,2025-12-19,2026-05-08,4522.810194969177,0.0,0.0,811.1721544764804,0.0,811.1721544764804,1302.416072844158,2113.5882273206385,2409.2219676485392,1806.9164757364044,0.00036138329514728086,,,160038.00199508667,103555.20143127441,263593.2034263611,56482.800563812256,173039.4326724708,263593.2034263611,626836.9001264572,65995.74010848999,-61472.92991352081
B1 core,CIFU,CIFR,115,2025-11-21,2026-05-08,13850.95443058014,9163.782282708376,0.0,918.6417820999063,0.0,918.6417820999063,1373.0101192995232,11455.434184107806,2395.5202464723316,1796.6401848542487,0.00035932803697084973,,,134931.29499053955,78316.5,213247.79499053955,56614.79499053955,162791.40551965963,238007.85499191284,620923.6170797348,30116.910097122192,-16265.955666542053
B1 core,OPEG,OPEN,101,2025-12-12,2026-05-08,6453.161541461945,2146.36739890236,0.0,855.164196538388,0.0,855.164196538388,1502.0196137835487,4503.551209224296,1949.6103322376475,1462.2077491782356,0.0002924415498356471,,,114869.28524780273,52717.85053014755,167587.1357779503,62151.43471765518,171078.21077070615,245421.6859178543,573262.7189707756,-15610.78335762024,22063.944899082184
B1 core,OPEX,OPEN,135,2025-10-24,2026-05-08,7413.772466182709,3882.2533922992043,0.0,657.6218959298496,0.0,657.6218959298496,1031.1048358014198,5570.980124030474,1842.7923421522348,1382.0942566141762,0.00027641885132283526,,,62469.69285392761,28773.0,91242.69285392761,33696.69285392761,98359.94639712086,151196.84022808075,400999.6088709831,-19190.23781824112,26604.010284423828
B1 core,VRTL,VRT,148,2025-10-07,2026-05-08,2749.990364074707,229.0120265680527,0.0,378.22016101415835,0.0,378.22016101415835,313.40129992728123,920.6334875094923,1829.3568765652146,1372.017657423911,0.00027440353148478223,,,31957.180114746094,16551.21011352539,48508.390228271484,15405.970001220703,51952.14623904873,82928.86293029785,155218.31452941895,23290.277130126953,-20540.286766052246
B1 core,CONX,COIN,115,2025-11-21,2026-05-08,3381.327645778656,581.3380908392857,0.0,496.04578369727363,0.0,496.04578369727363,522.711440748121,1600.0953152846803,1781.2323304939755,1335.9242478704816,0.0002671848495740963,,,65175.84118652344,33951.110610961914,99126.95179748535,31224.730575561523,87236.72555133571,122833.72021961212,259216.16251897812,-12188.218688964844,15569.5463347435
