,puts 1.00×,puts 1.25×,puts 1.50×
10% SPY,0.3165353791037699,0.34759615248565146,0.36883578325330724
20% SPY,0.33025021426823764,0.358472795823795,0.3800158028695058
30% SPY,0.34783369454176793,0.3686181053537894,0.38968992714679407
40% SPY,0.35686594744008193,0.37879321412082784,0.4011330840023746
50% SPY,0.36544455338941667,0.38776956688197994,0.40751190167223156
