date,spy00_puts1.00x,spy00_puts1.50x,spy00_puts2.00x,spy20_puts1.00x,spy20_puts1.50x,spy20_puts2.00x,spy30_puts1.00x,spy30_puts1.50x,spy30_puts2.00x,spy40_puts1.00x,spy40_puts1.50x,spy40_puts2.00x
2008-01-02,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
2008-01-03,999855.94902674,998903.5157994732,997951.0825722064,999705.7288111044,998753.2955838375,997800.8623565709,999630.6214780736,998678.1882508066,997725.7550235399,999555.5159948998,998603.0827676328,997650.6495403661
2008-01-04,1001424.360114524,1004079.7104435778,1006735.0607726319,996678.5287958658,999333.8791249198,1001989.2294539738,994306.1330114718,996961.4833405258,999616.8336695798,991934.0837933852,994589.4341224392,997244.7844514933
2008-01-07,1002008.2936411132,1004052.025225042,1006095.7568089707,997066.1295287154,999109.861112644,1001153.5926965728,994596.244333444,996639.9759173726,998683.7075013013,992127.1568967522,994170.8884806808,996214.6200646096
2008-01-08,1006914.8018952071,1012860.5046774986,1018806.2074597899,998973.945159708,1004919.6479419993,1010865.3507242908,995015.9257403212,1000961.6285226126,1006907.3313049041,991066.1739752156,997011.8767575067,1002957.5795397983
2008-01-09,1000960.3826726812,1003591.0895088654,1006221.7963450497,994916.7971907664,997547.5040269508,1000178.2108631353,991896.0291088824,994526.7359450668,997157.4427812512,988875.9708556836,991506.6776918678,994137.3845280523
2008-01-10,1001793.7152735709,1002749.3943178336,1003705.0733620968,996875.0329386048,997830.711982868,998786.391027131,994411.471222862,995367.1502671252,996322.8293113882,991945.1242752234,992900.8033194864,993856.4823637494
2008-01-11,998465.0920828744,1000692.205186431,1002919.3182899874,992094.9605792024,994322.073682759,996549.1867863154,988911.1850954784,991138.2981990348,993365.4113025913,985728.3063751698,987955.4194787262,990182.5325822827
2008-01-14,999505.9016092524,999719.7615718116,999933.6215343706,994503.0966970952,994716.9566596544,994930.8166222135,991996.2455724868,992210.105535046,992423.965497605,989485.801284841,989699.6612474,989913.5212099592
2008-01-15,1002401.6906364154,1005130.4242840896,1007859.1579317636,993464.9082223286,996193.6418700028,998922.3755176768,989005.976748866,991734.71039654,994463.4440442141,984553.4194750948,987282.153122769,990010.8867704431
2008-01-16,1006831.1089484527,1011433.4174028368,1016035.7258572208,996329.813547742,1000932.1220021258,1005534.4304565099,991099.144128054,995701.452582438,1000303.761036822,985881.841325994,990484.149780378,995086.458234762
2008-01-17,1013859.025557102,1028473.9671845572,1043088.9088120125,998670.8181662882,1013285.7597937434,1027900.7014211987,991134.5524666642,1005749.4940941194,1020364.4357215746,983636.7629772236,998251.7046046788,1012866.646232134
2008-01-18,1009828.2649089335,1022744.6040098974,1035660.9431108616,992765.5572621447,1005681.8963631088,1018598.2354640728,984313.9121303486,997230.2512313124,1010146.5903322764,975915.1745181476,988831.5136191114,1001747.8527200753
2008-01-22,1023827.5934008484,1045086.3741184584,1066345.1548360684,1004918.0606857628,1026176.8414033728,1047435.6221209827,995567.2563422414,1016826.0370598512,1038084.8177774616,986285.325553837,1007544.106271447,1028802.8869890571
2008-01-23,1015994.043466822,1031329.4298358842,1046664.8162049467,1001343.8945515344,1016679.2809205968,1032014.6672896591,994060.6502440402,1009396.0366131024,1024731.4229821651,986805.469854689,1002140.8562237512,1017476.2425928139
2008-01-24,1012570.3605640412,1024852.9198923098,1037135.4792205786,999392.5036587676,1011675.0629870362,1023957.6223153049,992828.6756310888,1005111.2349593572,1017393.794287626,986281.8450494992,998564.4043777678,1010846.9637060366
2008-01-25,1015573.5479725448,1030598.7893825356,1045624.0307925264,999761.0168596077,1014786.2582695984,1029811.4996795893,991906.533050456,1006931.7744604468,1021957.0158704376,984086.7416014724,999111.9830114632,1014137.2244214542
2008-01-28,1012339.9013436032,1024261.124748151,1036182.3481526991,999462.979296428,1011384.2027009758,1023305.4261055237,993040.5303303386,1004961.7537348864,1016882.9771394344,986629.138792015,998550.3621965628,1010471.5856011108
2008-01-29,1011739.6878689736,1022562.2417860728,1033384.7957031722,999719.1723903664,1010541.7263074656,1021364.2802245652,993716.3642007356,1004538.918117835,1015361.4720349343,987718.9252565769,998541.479173676,1009364.0330907755
2008-01-30,1011946.0143205666,1023345.0039557824,1034743.9935909982,998560.8126399886,1009959.8022752044,1021358.7919104203,991888.2644426716,1003287.2540778872,1014686.2437131032,985229.472230083,996628.4618652988,1008027.4515005146
2008-01-31,1010112.8062974832,1018709.8305771524,1027306.8548568218,999989.0128469616,1008586.037126631,1017183.0614063003,994913.4967740532,1003510.5210537224,1012107.5453333918,989829.3824445716,998426.4067242407,1007023.43100391
2008-02-01,1006638.1652425912,1012382.237081162,1018126.3089197329,999405.1710911297,1005149.2429297004,1010893.3147682713,995752.5975225267,1001496.6693610976,1007240.7411996684,992076.4041179136,997820.4759564844,1003564.5477950553
2008-02-04,1007231.5026590858,1015288.6244626788,1023345.7462662722,997690.3494378016,1005747.4712413948,1013804.5930449881,992896.7264843654,1000953.8482879584,1009010.9700915518,988088.2804931372,996145.4022967302,1004202.5241003234
2008-02-05,1008169.6132595268,1020926.6053658464,1033683.5974721663,993764.361995568,1006521.3541018876,1019278.3462082074,986574.878376836,999331.8704831556,1012088.8625894753,979394.8422888048,992151.8343951243,1004908.8265014442
2008-02-06,1008483.22380692,1022588.9050576292,1036694.5863083386,992622.4988101472,1006728.1800608564,1020833.8613115656,984721.7083949412,998827.3896456504,1012933.0708963597,976841.2887640932,990946.9700148024,1005052.6512655118
2008-02-07,1005205.1824597992,1017083.615141266,1028962.0478227326,990498.8382577052,1002377.2709391718,1014255.7036206385,983161.046768051,995039.4794495176,1006917.9121309844,975834.2141644312,987712.6468458978,999591.0795273645
2008-02-08,1006001.4686308624,1018492.5751362592,1030983.6816416556,990109.0329016036,1002600.1394070004,1015091.2459123968,982191.6825224012,994682.7890277978,1007173.8955331943,974294.2552893234,986785.36179472,999276.4683001166
2008-02-11,1005197.0179142508,1016620.1911314516,1028043.3643486528,990179.4908419048,1001602.6640591056,1013025.8372763067,982688.711466152,994111.8846833528,1005535.057900554,975210.636929383,986633.810146584,998056.9833637851
2008-02-12,1003615.0772051252,1013077.4079855884,1022539.7387660518,990218.3902204044,999680.7210008675,1009143.0517813308,983519.0078818428,992981.3386623062,1002443.6694427695,976819.6926331368,986282.0234136,995744.3541940633
2008-02-13,1003885.4678415852,1010916.502291071,1017947.5367405566,992218.4671641388,999249.5016136246,1006280.5360631102,986365.489563747,993396.5240132328,1000427.5584627183,980500.2902147447,987531.3246642303,994562.359113716
2008-02-14,1004118.1225062432,1012632.5702435494,1021147.0179808557,990876.3722978483,999390.8200351543,1007905.2677724607,984250.39384472,992764.841582026,1001279.2893193322,977621.8145654004,986136.2623027064,994650.7100400127
2008-02-15,1004697.8210429248,1012578.9685894172,1020460.1161359098,991364.555615603,999245.7031620956,1007126.850708588,984693.5227337204,992574.670280213,1000455.8178267055,978020.3594957714,985901.507042264,993782.6545887564
2008-02-19,1005506.9745526616,1013748.0676474812,1021989.1607423009,992641.555534417,1000882.6486292368,1009123.7417240564,986199.6223286416,994440.7154234612,1002681.8085182809,979752.3412192124,987993.434314032,996234.5274088517
2008-02-20,1002342.0086980384,1008828.871830496,1015315.7349629537,989980.7489955528,996467.6121280104,1002954.4752604682,983785.9647147798,990272.8278472372,996759.6909796951,977582.539618872,984069.4027513296,990556.2658837873
2008-02-21,1005655.9135683049,1013631.700958842,1021607.488349379,991756.4532000488,999732.2405905856,1007708.0279811228,984807.0461247476,992782.8335152846,1000758.6209058217,977858.67768941,985834.4650799471,993810.2524704842
2008-02-22,1004203.2552703916,1010584.7844004052,1016966.313530419,991359.6677892212,997741.1969192348,1004122.7260492487,984926.778410976,991308.3075409896,997689.8366710035,978487.3183466076,984868.8474766212,991250.376606635
2008-02-25,1007029.3354862604,1011610.8941377169,1016192.4527891733,996357.7838234742,1000939.3424749306,1005520.9011263871,990988.7447383776,995570.303389834,1000151.8620412904,985598.3311201184,990179.8897715746,994761.4484230311
2008-02-26,1007115.0382378215,1010404.5427885276,1013694.0473392337,997685.3255233224,1000974.8300740283,1004264.3346247345,992926.8267491936,996216.3312998996,999505.8358506057,988139.980956728,991429.485507434,994718.99005814
2008-02-27,1006230.7425052192,1010029.739938086,1013828.7373709527,996612.6642448064,1000411.661677673,1004210.6591105397,991761.5268265354,995560.524259402,999359.5216922688,986883.0822361264,990682.0796689932,994481.07710186
2008-02-28,1003117.4759802006,1007965.6353465244,1012813.7947128486,991842.8794214976,996691.0387878214,1001539.1981541455,986176.2020166648,991024.3613829887,995872.520749313,980490.7872804408,985338.9466467646,990187.1060130887
2008-02-29,996675.91378225,1005891.5233667606,1015107.1329512713,981447.4650557447,990663.0746402552,999878.684224766,973839.7546253636,983055.364209874,992270.9737943846,966237.3807575018,975452.9903420124,984668.5999265229
2008-03-03,996908.8238222604,1005731.8545073416,1014554.8851924228,981206.3005460076,990029.3312310884,998852.3619161698,973367.0004601596,982190.0311452406,991013.0618303219,965536.6644857472,974359.6951708284,983182.7258559095
2008-03-04,998190.8033534384,1006543.4268450117,1014896.0503365849,981745.4223966354,990098.0458882088,998450.669379782,973543.3533528644,981895.9768444377,990248.600336011,965356.0106312452,973708.6341228186,982061.257614392
2008-03-05,998435.3105862386,1005487.3459657572,1012539.3813452761,983047.6683929244,990099.703772443,997151.7391519619,975360.570369967,982412.6057494855,989464.6411290045,967678.968788792,974731.0041683106,981783.0395478294
2008-03-06,998984.8276891127,1010445.4599895036,1021906.0922898945,979930.1086426738,991390.7409430646,1002851.3732434554,970454.1851297596,981914.8174301506,993375.4497305413,961013.5173919894,972474.1496923802,983934.781992771
2008-03-07,999705.9431605896,1011895.9525977216,1024085.9620348535,978787.7822322724,990977.7916694044,1003167.8011065364,968407.7891471856,980597.7985843176,992787.8080214496,958081.3485097449,970271.3579468768,982461.3673840087
2008-03-10,1002609.9489961338,1018323.331570988,1034036.7141458422,979368.7217819688,995082.104356823,1010795.4869316773,967865.6519911996,983579.0345660537,999292.417140908,956441.5039799418,972154.886554796,987868.2691296503
2008-03-11,996495.9962500574,1005347.0665307428,1014198.1368114284,979518.9342584066,988370.0045390922,997221.0748197776,971033.111862818,979884.1821435036,988735.2524241891,962550.7128014548,971401.7830821404,980252.8533628258
2008-03-12,997337.9954871638,1007629.657741664,1017921.3199961644,978688.4705884452,988980.1328429452,999271.7950974457,969388.8124123296,979680.4746668296,989972.1369213301,960107.4936396248,970399.1558941252,980690.8181486255
2008-03-13,996411.1823280692,1006144.4004428444,1015877.61855762,978124.6445249764,987857.8626397516,997591.0807545271,969001.2280275996,978734.446142375,988467.6642571505,959892.6633882351,969625.8815030104,979359.0996177859
2008-03-14,999119.562153329,1014465.5447957236,1029811.5274381184,978149.3379565608,993495.3205989551,1008841.30324135,967723.8270440316,983069.8096864264,998415.792328821,957339.570187598,972685.5528299926,988031.5354723873
2008-03-17,1002931.8713123138,1020284.701644769,1037637.5319772245,980126.6063181482,997479.4366506034,1014832.2669830589,968813.5254854627,986166.355817918,1003519.1861503735,957561.5088187078,974914.339151163,992267.1694836185
2008-03-18,992917.3307586028,1000031.6648622134,1007145.998965824,977210.3309198974,984324.665023508,991438.9991271185,969317.670886503,976432.0049901134,983546.339093724,961401.2066913444,968515.5407949548,975629.8748985655
2008-03-19,997754.0398444588,1010449.8105031272,1023145.5811617958,977702.912589742,990398.6832484104,1003094.453907079,967692.4563225892,980388.2269812576,993083.9976399262,957694.582258192,970390.3529168608,983086.1235755292
2008-03-20,991408.497172342,998982.9624366228,1006557.4277009043,974491.1413118443,982065.6065761256,989640.0718404069,965997.8090956252,973572.2743599064,981146.7396241877,957483.972778236,965058.4380425168,972632.9033067983
2008-03-24,990585.3150592932,996067.0384555808,1001548.7618518686,977078.0397472946,982559.7631435824,988041.4865398702,970243.9167198276,975725.6401161152,981207.363512403,963358.5947010916,968840.3180973792,974322.0414936672
2008-03-25,991158.6545197607,996353.6398816076,1001548.6252434544,977777.4216167848,982972.4069786316,988167.3923404785,971004.752274298,976199.7376361449,981394.7229979917,964179.826646824,969374.8120086708,974569.7973705176
2008-03-26,989708.473677479,995676.2868761506,1001644.1000748224,974181.1291988932,980148.9423975648,986116.7555962366,966358.5079606364,972326.3211593082,978294.13435798,958499.2620268152,964467.075225487,970434.8884241588
2008-03-27,990291.3999791156,996910.4291308026,1003529.4582824897,974184.1775965212,980803.2067482084,987422.2358998953,966078.7622821232,972697.7914338104,979316.8205854975,957941.5291034244,964560.5582551116,971179.5874067986
2008-03-28,991369.0191148142,998418.5284545486,1005468.0377942831,973540.7918888502,980590.3012285844,987639.810568319,964596.4827938976,971645.9921336318,978695.5014733664,955634.8761882504,962684.3855279848,969733.8948677194
2008-03-31,992955.17274365,999336.5616999588,1005717.9506562678,975673.766347981,982055.15530429,988436.544260599,966994.4967491976,973375.8857055064,979757.2746618156,958292.3351634071,964673.724119716,971055.1130760252
2008-04-01,992770.6119125448,994803.4572750848,996836.3026376249,981691.6032620432,983724.4486245832,985757.2939871232,976028.0601316463,978060.9054941864,980093.7508567264,970284.3619257316,972317.2072882716,974350.0526508115
2008-04-02,991433.192606608,993885.5134990872,996337.8343915665,980461.267943966,982913.5888364452,985365.9097289245,974850.7737743685,977303.0946668476,979755.4155593269,969159.7768410352,971612.0977335144,974064.4186259938
2008-04-03,992354.064136447,994522.4276168412,996690.7910972354,981770.2805237854,983938.6440041796,986107.0074845738,976350.2067153432,978518.5701957372,980686.9336761315,970847.1335919816,973015.4970723756,975183.8605527699
2008-04-04,992731.2087588378,994369.688599118,996008.1684393985,981913.82798543,983552.3078257104,985190.7876659909,976378.6388716504,978017.1187119308,979655.5985522111,970761.6131082173,972400.0929484976,974038.572788778
2008-04-07,997280.3739404222,998757.293873545,1000234.2138066677,986470.2622026536,987947.1821357764,989424.102068899,980937.5907862002,982414.5107193232,983891.4306524458,975322.3402686504,976799.2602017733,978276.1801348958
2008-04-08,998460.9746244738,1000095.7214048236,1001730.4681851731,987430.443995824,989065.1907761736,990699.9375565234,981789.2083626172,983423.9551429668,985058.7019233165,976066.528163713,977701.2749440628,979336.0217244123
2008-04-09,996175.6899141324,998397.2298127188,1000618.7697113052,983881.734133016,986103.2740316024,988324.8139301888,977620.34605819,979841.8859567762,982063.4258553626,971285.4272128112,973506.9671113977,975728.507009984
2008-04-10,996569.6384958668,997995.3639798358,999226.6837667654,984460.1722727905,985885.8977567595,987117.2175436892,978288.7484170046,979714.4739009736,980945.7936879033,972042.2476781282,973467.9731620972,974699.2929490269
2008-04-11,996983.2381837184,1000273.993617283,1003810.2537884039,981557.0572106852,984847.81264425,988384.072815371,973759.4312660015,977050.1866995664,980586.4468706873,965908.6694375286,969199.4248710932,972735.6850422142
2008-04-14,998848.339471644,1002508.5944107634,1006500.8678260865,982800.9293069654,986461.1842460848,990453.457661408,974699.8624542614,978360.1173933808,982352.390808704,966550.511544801,970210.7664839204,974203.0398992435
2008-04-15,999142.771743802,1001759.466365814,1004450.3517536301,983426.8077273908,986043.5023494024,988734.3877372188,975486.593480004,978103.288102016,980794.1734898321,967494.8198935773,970111.5145155892,972802.3999034053
2008-04-16,1002542.0629276644,1002784.2111564936,1002533.1428151821,991413.529787505,991655.6780163344,991404.6096750228,985708.7522671992,985950.9004960284,985699.832154717,979913.0932244898,980155.2414533192,979904.1731120076
2008-04-17,1001718.3617031408,1001794.4819135924,1001337.8810530601,990824.3246918176,990900.444902269,990443.8440417367,985234.8773467974,985310.9975572488,984854.3966967165,979553.2265424684,979629.34675292,979172.7458923877
2008-04-18,1004662.8450174832,1004018.3590140012,1002681.1217266297,995483.1167084186,994838.6307049368,993501.3934175652,990735.2539746248,990090.767971143,988753.5306837714,985884.4921932071,985240.0061897254,983902.7689023537
2008-04-21,1009749.8176063563,1009314.0427321435,1008228.6088230647,1000586.1237501984,1000150.3488759856,999064.9149669064,995845.1359312456,995409.361057033,994323.927147954,991000.4866912238,990564.711817011,989479.277907932
2008-04-22,1006719.0989375132,1006687.3146492642,1006098.6852393054,996796.0308323294,996764.2465440804,996175.6171341214,991681.6183565065,991649.8340682572,991061.2046582984,986467.8745071152,986436.0902188662,985847.4608089073
