,puts 1.00×,puts 1.25×,puts 1.50×
10% SPY,0.015846233566300327,0.015237857671061672,0.01478379790717943
20% SPY,0.01672275258422995,0.016050843019280947,0.01545882630777995
30% SPY,0.017581389302546935,0.016858023234803454,0.01621036657454855
40% SPY,0.018653827710021886,0.01777594975723895,0.016984623761917117
50% SPY,0.01980499548813186,0.018763731797027505,0.01792932228191635
