,puts 1.00×,puts 1.25×,puts 1.50×
10% SPY,0.13128040666530927,0.14050747355292814,0.14823802851138246
20% SPY,0.1349099395499509,0.1437900907461791,0.15142340468178506
30% SPY,0.1386066048277772,0.14699036392286824,0.15467068041428256
40% SPY,0.14169872984175957,0.15006015135980988,0.15782120641203612
50% SPY,0.14453741104390638,0.15288380220672826,0.160342559198986
