,puts 1.00×,puts 1.25×,puts 1.50×
10% SPY,0.7224127432804822,0.7393759087211963,0.7442500641733643
20% SPY,0.7280255507703695,0.7405856402953167,0.7466169178560582
30% SPY,0.7316762640157137,0.7429231658810473,0.7488909224792993
40% SPY,0.7310665264029964,0.7415880245514739,0.7495571562415665
50% SPY,0.7281539433617645,0.7401318902853465,0.7441618568008898
