symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,16928.4948151741,16928.4948151741,1
DUST,flow_program,11306.67031528,11306.67031528,1
ZSL,flow_program,10242.1629765,10242.1629765,1
FAZ,flow_program,9481.0620548,9481.0620548,1
SDS,flow_program,9334.5901425,9334.5901425,1
SQQQ,flow_program,9085.32888887,9085.32888887,1
TSLQ,flow_program,8765.174007840002,8765.174007840002,1
LABD,flow_program,7915.070600000001,7915.070600000001,1
NVDQ,flow_program,6906.77608698,6906.77608698,1
SOXS,flow_program,5116.6298455999995,5116.6298455999995,1
EWV,flow_program,1673.0503296,1673.0503296,1
TSYY,flow_program,-58.1113269,58.1113269,1
NVYY,flow_program,-83.07767638259999,83.07767638259999,1
TQQY,flow_program,-353.5015890367,353.5015890367,1
