underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
AMD,43811.46,43811.46,1.0,0.0,0.0,sleeve_balance,43811.46,0.0,0.0
NVDA,41575.04,41575.04,0.9980057265902414,0.001994273409758491,0.0,sleeve_balance,41492.12800321835,82.91199678164566,0.0
IBIT,37833.9,37833.9,0.8149860515125046,0.18501394848749547,0.0,sleeve_balance,30834.100774318948,6999.799225681055,0.0
NVTS,35994.840000000004,35994.840000000004,1.0,0.0,0.0,sleeve_balance,35994.840000000004,0.0,0.0
AAOI,32974.83,32974.83,1.0,0.0,0.0,sleeve_balance,32974.83,0.0,0.0
MSFT,32660.320000000003,32660.320000000003,1.0,0.0,0.0,sleeve_balance,32660.320000000003,0.0,0.0
PLTR,31237.579999999998,31237.579999999998,1.0,0.0,0.0,sleeve_balance,31237.579999999998,0.0,0.0
NFLX,29718.18,29718.18,0.8601884752774227,0.0,0.0,sleeve_balance,25563.23594222,0.0,0.0
ETHA,29078.600000000002,29078.600000000002,0.9823620596686222,0.0,0.0,sleeve_balance,28565.71338828,0.0,0.0
AVGO,26543.22,26543.22,1.0,0.0,0.0,sleeve_balance,26543.22,0.0,0.0
MRVL,26479.25,26479.25,1.0,0.0,0.0,sleeve_balance,26479.25,0.0,0.0
AMZN,24491.18,24491.18,1.0,0.0,0.0,sleeve_balance,24491.18,0.0,0.0
QUBT,24334.260000000002,24334.260000000002,1.0,0.0,0.0,sleeve_balance,24334.260000000002,0.0,0.0
PANW,23269.68,23269.68,1.0,0.0,0.0,sleeve_balance,23269.68,0.0,0.0
CRML,23140.92,23140.92,1.0,0.0,0.0,sleeve_balance,23140.92,0.0,0.0
NBIS,22073.550000000003,22073.550000000003,0.9768130130608804,0.0,0.0,sleeve_balance,21561.73088445,0.0,0.0
MSTR,21644.04,21644.04,0.0,0.7910938657825433,0.0,sleeve_balance,0.0,17122.467274751998,0.0
ALAB,21116.7,21116.7,1.0,0.0,0.0,sleeve_balance,21116.7,0.0,0.0
GOOGL,20601.98,20601.98,0.9941529040732979,0.0,0.0,sleeve_balance,20481.51824666,0.0,0.0
TSLA,19707.420000000002,19707.420000000002,0.9970599663657452,0.002940033634254652,0.0,sleeve_balance,19649.479522355618,57.940477644382824,0.0
GDX,18783.98,18783.98,0.9223216082917466,0.0,0.0,sleeve_balance,17324.87064372,0.0,0.0
XRPZ,18745.02,18745.02,1.0,0.0,0.0,sleeve_balance,18745.02,0.0,0.0
BA,17971.12,17971.12,0.9908519002560775,0.0,0.0,sleeve_balance,17806.71840173,0.0,0.0
QBTS,17509.6,17509.6,1.0,0.0,0.0,sleeve_balance,17509.6,0.0,0.0
INTC,17426.38,17426.38,1.0,0.0,0.0,sleeve_balance,17426.38,0.0,0.0
CRWV,17389.16,17389.16,1.0,0.0,0.0,sleeve_balance,17389.16,0.0,0.0
PLUG,17103.24,17103.24,1.0,0.0,0.0,sleeve_balance,17103.24,0.0,0.0
TSM,16563.6,16563.6,0.973039323714229,0.0,0.0,sleeve_balance,16117.034142273002,0.0,0.0
AAPL,16502.54,16502.54,1.0,0.0,0.0,sleeve_balance,16502.54,0.0,0.0
CRDO,16315.48,16315.48,1.0,0.0,0.0,sleeve_balance,16315.48,0.0,0.0
META,15383.320000000002,15383.320000000002,0.5666174611917323,0.39600319691197994,0.0,sleeve_balance,8716.4577231,6091.84389912,0.0
WULF,14649.57,14649.57,0.9899677160653862,0.0,0.0,sleeve_balance,14502.60135424,0.0,0.0
ONDS,13870.119999999999,13870.119999999999,1.0,0.0,0.0,sleeve_balance,13870.119999999999,0.0,0.0
TER,13677.48,13677.48,1.0,0.0,0.0,sleeve_balance,13677.48,0.0,0.0
FIGR,13440.0,13440.0,0.9652348759741071,0.0,0.0,sleeve_balance,12972.756733092,0.0,0.0
HUT,13095.18,13095.18,1.0,0.0,0.0,sleeve_balance,13095.18,0.0,0.0
NNE,12841.2,12841.2,0.9657103999065506,0.0,0.0,sleeve_balance,12400.880387279998,0.0,0.0
USAR,12818.85,12818.85,1.0,0.0,0.0,sleeve_balance,12818.85,0.0,0.0
FLY,12711.18,12711.18,1.0,0.0,0.0,sleeve_balance,12711.18,0.0,0.0
CORZ,12669.699999999999,12669.699999999999,1.0,0.0,0.0,sleeve_balance,12669.699999999999,0.0,0.0
