etf,underlying,pair_frac_merged
SMZ,SMR,0.09999999999654903
CRMU,CRML,0.09999999998053709
SNXX,SNDK,0.099827318825622
RCAX,RCAT,0.09910002422066701
FBYY,META,0.09750956751744022
XBTY,IBIT,0.09208878731066876
TXXS,TSUI,0.0718089414345839
OPEG,OPEN,0.05744718421785657
RDWU,RDW,0.030507629815073326
NVTX,NVTS,0.027636754384278563
LACG,LAC,0.022860576597688365
CLSZ,CLSK,0.01919087134497564
ONDG,ONDS,0.013306503275212721
ONDL,ONDS,0.007932204804668578
CRCG,CRCL,0.007716071144855653
BMNG,BMNR,0.007343719340515116
OPEX,OPEN,0.007198825193370617
SMYY,SMCI,0.00661064741364397
SMU,SMR,0.00643556712458106
USGG,USAR,0.006428444884370182
ASTX,ASTS,0.006377987580964492
OSCX,OSCR,0.004266119905181972
CLSX,CLSK,0.0042600411590690895
GLXU,GLXY,0.003991816052569568
BEX,BE,0.003847475428758866
BMNU,BMNR,0.002517418609483324
CIFG,CIFR,0.0018799058677884822
IOYY,IONQ,0.0017163089270111709
PLUL,PLUG,0.0015866201157585366
LEUX,LEU,0.0010547990267600093
OKLL,OKLO,0.0004149381872492522
CRCA,CRCL,0.0004149378079208953
FGRU,FIGR,0.00041493779476507557
KEEX,KEEL,0.0004149377903979103
LITX,LITE,0.00041493778621940635
SATG,SATS,0.00041493778059402674
NEBX,NBIS,0.00041493777594915
UUUG,UUUU,0.0004149377730661114
QBTX,QBTS,0.00041493777270947175
UECG,UEC,0.00041493777215137186
BAIG,BBAI,0.0004149377717152548
COYY,COIN,0.0004149377704637551
ETHU,ETHA,0.0004149377702346643
MAAY,MARA,0.00041493776836782394
CCUP,CRCL,0.0004149377682168981
WULX,WULF,0.00041493776815333737
IREG,IREN,0.00041493776803658934
QBTZ,QBTS,0.00041493776710003176
PONX,PONY,0.00041493776694823234
CWVX,CRWV,0.00041493776682020205
ETU,ETHA,0.0004149377667181557
ZETX,ZETA,0.0004149377667088206
FBL,META,0.00041493776665017394
WDCX,WDC,0.00041493776627556274
MRNX,MRNA,0.0004149377661082264
QSU,QS,0.00041493776597366654
NBIL,NBIS,0.00041493776564824174
BITX,IBIT,0.00041493776555937315
CRWG,CRWV,0.0004149377653288549
BTCL,IBIT,0.0004149377653021031
CIFU,CIFR,0.0004149377650786473
BITU,IBIT,0.0004149377649697494
METU,META,0.0004149377649343775
SOLX,GSOL,0.00041493776482667843
MPL,MP,0.00041493776475727713
