ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
ELIL,LLY,1.992757,255,ols,0.104637,9000,0.104637,False,False,19.979999542236328,0.104637,1.0,False,,True,False,False,False,False,True,False,False,False,0.846058,0.283361,0.375159,0.139219,0.283361,0.178724,0.178724,0.49818925,0.5978271,0.5,0.5978271
LMTL,LMT,1.993688,165,ols,0.197741,30000,0.197741,False,False,47.61899948120117,0.197741,1.0,False,,True,False,False,False,False,True,False,False,False,0.483498,0.159278,0.24303,0.058506,0.124488,-0.038463,-0.073253,0.498422,0.5981063999999999,0.5,0.5981063999999999
METU,META,1.998303,456,ols,0.070904,350000,0.070904,False,False,22.56999969482422,0.070904,1.0,False,,True,False,False,False,False,True,False,False,False,0.720652,0.239508,0.360765,0.12982,0.239508,0.168604,0.168604,0.49957575,0.5994908999999999,0.5,0.5994908999999999
MRVU,MRVL,2.009517,34,ols,0.183611,9000,0.183611,False,False,39.0,0.183611,1.0,False,,True,False,False,False,False,True,False,False,False,1.543774,0.630946,0.642048,0.418129,0.446842,0.44733500000000004,0.263231,0.50237925,0.6028551000000001,0.50237925,0.6028551000000001
MSFU,MSFT,1.991565,501,ols,0.036151,350000,0.036151,False,False,23.389999389648438,0.036151,1.0,False,,True,False,False,False,False,True,False,False,False,0.48181,0.162392,0.241697,0.05768,0.162392,0.126241,0.126241,0.49789125,0.5974695,0.5,0.5974695
MUU,MU,1.994272,369,ols,0.036489,100000,0.036489,False,False,140.42999267578125,0.036489,1.0,False,,True,False,False,False,False,True,False,False,False,1.275161,0.520702,0.610565,0.369593,0.520702,0.484213,0.484213,0.498568,0.5982816,0.5,0.5982816
NFXL,NFLX,1.99609,374,ols,0.11537499999999999,100000,0.11537499999999999,False,False,31.520000457763672,0.11537499999999999,1.0,False,,True,False,False,False,False,True,False,False,False,0.696965,0.231392,0.33063,0.108676,0.231392,0.116017,0.116017,0.4990225,0.598827,0.5,0.598827
NVDU,NVDA,1.987254,501,ols,0.048509000000000004,20000,0.048509000000000004,False,False,99.75499725341797,0.048509000000000004,1.0,False,,True,False,False,False,False,True,False,False,False,0.984242,0.356868,0.495014,0.240374,0.356868,0.308359,0.308359,0.4968135,0.5961762,0.5,0.5961762
ORCU,ORCL,2.003735,91,ols,0.139353,150000,0.139353,False,False,9.402000427246094,0.139353,1.0,False,,True,False,False,False,False,True,False,False,False,1.079154,0.387849,0.514426,0.266119,0.310077,0.248496,0.170724,0.50093375,0.6011205,0.50093375,0.6011205
PALU,PANW,2.004541,255,ols,0.050561999999999996,200000,0.050561999999999996,False,False,13.026000022888184,0.050561999999999996,1.0,False,,True,False,False,False,False,True,False,False,False,0.733589,0.245058,0.346632,0.120973,0.245058,0.194496,0.194496,0.50113525,0.6013623,0.50113525,0.6013623
PLTU,PLTR,1.99191,326,ols,0.071898,150000,0.071898,False,False,45.68000030517578,0.071898,1.0,False,,True,False,False,False,False,True,False,False,False,1.285448,0.502838,0.627894,0.38948,0.502838,0.43094,0.43094,0.4979775,0.597573,0.5,0.597573
QCMU,QCOM,2.002478,194,ols,0.032599,9000,0.032599,False,False,14.093999862670898,0.032599,1.0,False,,True,False,False,False,False,True,False,False,False,0.642953,0.221453,0.383256,0.147432,0.204416,0.18885400000000002,0.171817,0.5006195,0.6007433999999999,0.5006195,0.6007433999999999
SHPU,SHOP,2.011988,165,ols,0.047544,55000,0.047544,False,False,13.699999809265137,0.047544,1.0,False,,True,False,False,False,False,True,False,False,False,1.019431,0.349996,0.578347,0.340524,0.346726,0.30245199999999994,0.29918199999999995,0.502997,0.6035964,0.502997,0.6035964
SOFA,SOFI,1.99374,35,ols,0.043259,800,0.043259,False,False,13.300000190734863,0.043259,1.0,False,,True,False,False,False,False,True,False,True,False,0.84828,0.300122,0.573045,0.325304,0.321806,0.256863,0.278547,0.498435,0.598122,0.5,0.598122
TSLL,TSLA,1.99386,501,ols,0.061154,2600000,0.061154,False,False,11.369999885559082,0.061154,1.0,False,,True,False,False,False,False,True,False,False,False,1.24991,0.499579,0.626789,0.389254,0.499579,0.438425,0.438425,0.498465,0.598158,0.5,0.598158
TSMX,TSM,1.994996,374,ols,0.22327200000000003,500000,0.22327200000000003,False,False,57.189998626708984,0.22327200000000003,1.0,False,,True,False,False,False,False,True,False,False,False,0.810807,0.281537,0.409196,0.166187,0.281537,0.058264999999999956,0.058264999999999956,0.498749,0.5984988,0.5,0.5984988
XOMX,XOM,1.980943,237,ols,0.054229,35000,0.054229,False,False,49.65999984741211,0.054229,1.0,False,,True,False,False,False,False,True,False,False,False,0.446354,0.148133,0.229681,0.051255,0.142366,0.09390399999999999,0.088137,0.49523575,0.5942829,0.5,0.5942829
YINN,FXI,2.972947,501,ols,0.016626000000000002,800000,0.016626000000000002,False,False,31.84000015258789,0.016626000000000002,1.0,False,,True,False,False,False,False,True,False,False,False,0.858973,0.372135,0.288234,0.243648,0.372135,0.35550899999999996,0.35550899999999996,0.74323675,0.8918841,0.74323675,0.8918841
MEXX,EWW,2.956326,501,ols,0.046704999999999997,2000,0.046704999999999997,False,False,29.920000076293945,0.046704999999999997,1.0,False,,True,False,False,False,False,True,False,False,False,0.742408,0.300959,0.250486,0.181439,0.300959,0.254254,0.254254,0.7390815,0.8868978,0.7390815,0.8868978
KORU,EWY,2.929706,501,ols,0.118086,250000,0.118086,False,False,282.2099914550781,0.118086,1.0,False,,True,False,False,False,False,True,False,False,False,0.908389,0.383679,0.309744,0.271201,0.383679,0.26559299999999997,0.26559299999999997,0.7324265,0.8789117999999999,0.7324265,0.8789117999999999
HIBL,SPY,4.472242,501,ols,0.625922,10000,0.625922,False,False,61.0,0.625922,1.0,False,,False,True,False,False,False,False,True,False,False,0.808763,0.408073,0.166998,0.216535,0.408073,-0.21784899999999996,-0.21784899999999996,1.0,1.0,1.0,1.0
LABU,XBI,2.98841,501,ols,0.158423,90000,0.158423,False,False,171.63999938964844,0.158423,1.0,False,,True,False,False,False,False,True,False,False,False,0.793637,0.326021,0.265381,0.209245,0.326021,0.167598,0.167598,0.7471025,0.896523,0.7471025,0.896523
SOXL,SOXX,2.96138,501,ols,0.019128,7300000,0.019128,False,False,52.75,0.019128,1.0,False,,True,False,False,False,False,True,False,False,False,1.131694,0.549087,0.381841,0.423439,0.549087,0.529959,0.529959,0.740345,0.888414,0.740345,0.888414
CHAU,ASHR,1.966401,501,ols,0.031884,20000,0.031884,False,False,20.18000030517578,0.031884,1.0,False,,True,False,False,False,False,True,False,False,False,0.516208,0.117678,0.262041,0.065244,0.117678,0.08579400000000001,0.08579400000000001,0.49160025,0.5899203,0.5,0.5899203
CWEB,KWEB,1.987711,501,ols,0.016829,550000,0.016829,False,False,25.989999771118164,0.016829,1.0,False,,True,False,False,False,False,True,False,False,False,0.705559,0.190022,0.354687,0.123493,0.190022,0.17319299999999999,0.17319299999999999,0.49692775,0.5963132999999999,0.5,0.5963132999999999
ERX,XLE,1.98719,501,ols,0.205516,95000,0.205516,False,False,96.33999633789062,0.205516,1.0,False,,True,False,False,False,False,True,False,False,False,0.443155,0.109862,0.222699,0.048646,0.109862,-0.095654,-0.095654,0.4967975,0.5961569999999999,0.5,0.5961569999999999
NUGT,GDX,1.977942,501,ols,0.020033,250000,0.020033,False,False,199.3699951171875,0.020033,1.0,False,,True,False,False,False,False,True,False,False,False,0.77761,0.214034,0.392784,0.149212,0.214034,0.194001,0.194001,0.4944855,0.5933826,0.5,0.5933826
JNUG,GDXJ,1.974827,501,ols,0.039398,100000,0.039398,False,False,205.39999389648438,0.039398,1.0,False,,True,False,False,False,False,True,False,False,False,0.868467,0.251363,0.438715,0.185264,0.251363,0.21196500000000001,0.21196500000000001,0.49370675,0.5924481,0.5,0.5924481
GUSH,XOP,2.010454,501,ols,0.037339000000000004,250000,0.037339000000000004,False,False,42.15999984741211,0.037339000000000004,1.0,False,,True,False,False,False,False,True,False,False,False,0.58504,0.148472,0.290791,0.08589,0.148472,0.11113299999999998,0.11113299999999998,0.5026135,0.6031362,0.5026135,0.6031362
URAA,URA,1.932456,443,ols,0.030349,45000,0.030349,False,False,35.47999954223633,0.030349,1.0,False,,True,False,False,False,False,True,False,False,False,0.882262,0.380831,0.439355,0.173916,0.380831,0.35048199999999996,0.35048199999999996,0.483114,0.5797367999999999,0.5,0.5797367999999999
MSTU,MSTR,1.966006,385,ols,0.300998,2600000,0.300998,False,False,3.9000000953674316,0.300998,1.0,False,,False,True,False,False,True,False,True,False,False,1.71387,1.086041,0.882945,0.74029,1.086041,0.785043,0.785043,0.4915015,0.5898017999999999,0.5,0.5898017999999999
NVDX,NVDA,1.997758,501,ols,0.11028600000000001,100000,0.11028600000000001,False,False,14.395000457763672,0.11028600000000001,1.0,False,,True,False,False,False,False,True,False,False,False,0.989969,0.411402,0.495014,0.244215,0.411402,0.301116,0.301116,0.4994395,0.5993274,0.5,0.5993274
TSLT,TSLA,1.992568,501,ols,0.088339,200000,0.088339,False,False,15.930000305175781,0.088339,1.0,False,,True,False,False,False,False,True,False,False,False,1.249387,0.534539,0.626789,0.388496,0.534539,0.4462,0.4462,0.498142,0.5977703999999999,0.5,0.5977703999999999
BTCL,IBIT,2.006125,434,ols,0.044581,15000,0.044581,False,False,14.869999885559082,0.044581,1.0,False,,True,False,False,False,False,True,False,False,False,1.002404,0.42922,0.499733,0.252032,0.42922,0.384639,0.384639,0.50153125,0.6018374999999999,0.50153125,0.6018374999999999
ETU,ETHA,1.989479,359,ols,0.043540999999999996,8000,0.043540999999999996,False,False,5.730000019073486,0.043540999999999996,1.0,False,,True,False,False,False,False,True,False,False,False,1.518212,0.750045,0.749864,0.553453,0.750045,0.706504,0.706504,0.49736975,0.5968437,0.5,0.5968437
CCUP,CRCL,1.98429,162,ols,0.20515699999999998,300000,0.20515699999999998,False,False,4.119999885559082,0.20515699999999998,1.0,False,,True,False,False,False,False,True,False,False,False,1.947428,1.021164,1.190453,1.383957,1.150733,0.8160069999999999,0.945576,0.4960725,0.595287,0.5,0.595287
CRWU,CRWV,1.988541,172,ols,0.208024,250000,0.208024,False,False,4.96999979019165,0.208024,1.0,False,,True,False,False,False,False,True,False,False,False,1.966821,1.136804,1.190455,1.392917,1.21811,0.9287799999999999,1.010086,0.49713525,0.5965623,0.5,0.5965623
AAPX,AAPL,1.99566,501,ols,0.136282,35000,0.136282,False,False,25.899999618530273,0.136282,1.0,False,,True,False,False,False,False,True,False,False,False,0.56726,0.193474,0.283714,0.07997,0.193474,0.05719200000000002,0.05719200000000002,0.498915,0.598698,0.5,0.598698
GOOX,GOOGL,1.979172,501,ols,0.018683,100000,0.018683,False,False,58.88999938964844,0.018683,1.0,False,,True,False,False,False,False,True,False,False,False,0.598983,0.203422,0.301107,0.087853,0.203422,0.184739,0.184739,0.494793,0.5937515999999999,0.5,0.5937515999999999
MSFX,MSFT,2.007171,501,ols,0.06602000000000001,25000,0.06602000000000001,False,False,15.460000038146973,0.06602000000000001,1.0,False,,True,False,False,False,False,True,False,False,False,0.486572,0.189132,0.241697,0.059047,0.189132,0.12311199999999999,0.12311199999999999,0.50179275,0.6021513,0.50179275,0.6021513
NFLU,NFLX,1.991516,378,ols,0.037755000000000004,10000,0.037755000000000004,False,False,33.63999938964844,0.037755000000000004,1.0,False,,True,False,False,False,False,True,False,False,False,0.692831,0.232843,0.33063,0.107929,0.232843,0.19508799999999998,0.19508799999999998,0.497879,0.5974548,0.5,0.5974548
ROBN,HOOD,2.011229,293,ols,0.093434,100000,0.093434,False,False,16.969999313354492,0.093434,1.0,False,,True,False,False,False,False,True,False,False,False,1.520961,0.747398,0.706668,0.507822,0.747398,0.653964,0.653964,0.50280725,0.6033687,0.50280725,0.6033687
DJTU,DJT,2.007331,272,ols,0.260385,150000,0.3296012568702839,False,False,1.5800000429153442,0.260385,1.2658227504283424,False,,False,True,False,False,True,False,True,False,False,1.465475,0.830072,0.975018,0.96114,0.830072,0.5004707431297162,0.5004707431297162,0.50183275,0.6021993,0.50183275,0.6021993
RBLU,RBLX,2.018114,272,ols,0.077518,30000,0.077518,False,False,13.329999923706055,0.077518,1.0,False,,True,False,False,False,False,True,False,False,False,1.129302,0.50344,0.526309,0.284573,0.50344,0.425922,0.425922,0.5045285,0.6054342,0.5045285,0.6054342
SNOU,SNOW,2.016265,236,ols,0.006679000000000001,7000,0.006679000000000001,False,False,18.040000915527344,0.006679000000000001,1.0,False,,True,False,False,False,False,True,False,False,False,0.991709,0.344964,0.522942,0.280176,0.34085,0.338285,0.334171,0.50406625,0.6048795,0.50406625,0.6048795
SMUP,SMR,1.981767,172,ols,0.134515,1300000,0.729078614810624,False,False,0.36899998784065247,0.134515,5.420054379144512,False,,False,True,False,False,False,False,True,False,False,1.989346,1.211227,1.120699,1.221825,1.214591,0.4821483851893761,0.485512385189376,0.49544175,0.5945301,0.5,0.5945301
GLXU,GLXY,2.011133,163,ols,0.095379,65000,0.095379,False,False,4.599999904632568,0.095379,1.0,False,,True,False,False,False,False,True,False,False,False,1.847241,1.073823,0.897943,0.819816,0.984114,0.978444,0.888735,0.50278325,0.6033399,0.50278325,0.6033399
AFRU,AFRM,1.948468,137,ols,0.151073,4000,0.151073,False,False,4.820000171661377,0.151073,1.0,False,,True,False,False,False,False,True,False,False,False,1.198602,0.672949,0.75418,0.525577,0.605696,0.521876,0.454623,0.487117,0.5845404,0.5,0.5845404
KTUP,KTOS,2.027311,137,ols,0.17835499999999999,15000,0.17835499999999999,False,False,14.0,0.17835499999999999,1.0,False,,True,False,False,False,False,True,False,False,False,1.552088,0.810885,0.564638,0.331996,0.592344,0.63253,0.413989,0.50682775,0.6081933,0.50682775,0.6081933
TTDU,TTD,1.995609,136,ols,0.13187300000000002,30000,0.13187300000000002,False,False,4.599999904632568,0.13187300000000002,1.0,False,,True,False,False,False,False,True,False,False,False,1.010518,0.518518,0.621259,0.383424,0.456332,0.386645,0.324459,0.49890225,0.5986827,0.5,0.5986827
BMNU,BMNR,1.946579,129,ols,0.221388,500000,0.2604564632826283,False,False,1.7000000476837158,0.221388,1.1764705552361838,False,,True,False,False,False,False,True,False,False,False,2.054452,1.672566,1.06323,1.041486,1.364539,1.4121095367173717,1.1040825367173717,0.48664475,0.5839737,0.5,0.5839737
SBTU,SBET,2.024281,112,ols,0.063446,25000,0.063446,False,False,2.869999885559082,0.063446,1.0,False,,True,False,False,False,False,True,False,False,False,1.749919,0.881482,0.864464,0.774736,0.822179,0.818036,0.758733,0.50607025,0.6072843,0.50607025,0.6072843
CIFU,CIFR,1.985336,89,ols,0.318553,20000,0.318553,False,False,11.9399995803833,0.318553,1.0,False,,False,True,False,False,True,False,True,False,False,2.089191,1.326331,1.114893,1.215779,1.254823,1.007778,0.93627,0.496334,0.5956007999999999,0.5,0.5956007999999999
SOLX,GSOL,1.974781,82,ols,0.053175,500,0.053175,False,False,8.180000305175781,0.053175,1.0,False,,True,False,False,False,False,True,False,True,False,1.554717,0.740673,1.125252,1.218697,1.06315,0.687498,1.009975,0.49369525,0.5924343,0.5,0.5924343
XRPK,XRPZ,1.957244,82,ols,,0,,False,True,7.485000133514404,,1.0,False,,False,False,False,False,False,True,False,True,False,1.624354,1.04302,0.822292,0.633417,0.766701,1.04302,0.766701,0.489311,1.0,0.5,1.0
XRPT,XRPZ,2.016112,88,ols,0.088983,10000,0.088983,False,False,38.111000061035156,0.088983,1.0,False,,True,False,False,False,False,True,False,False,False,1.592043,0.909686,0.822292,0.692593,0.768403,0.820703,0.6794199999999999,0.504028,0.6048336,0.504028,0.6048336
GMEU,GME,1.965364,236,ols,0.218885,10000,0.218885,False,False,10.454999923706055,0.218885,1.0,False,,True,False,False,False,False,True,False,False,False,0.887196,0.607669,0.444346,0.187304,0.580979,0.388784,0.362094,0.491341,0.5896092,0.5,0.5896092
APLX,APLD,1.994403,142,ols,0.137152,25000,0.137152,False,False,11.65999984741211,0.137152,1.0,False,,True,False,False,False,False,True,False,False,False,2.20212,1.375182,1.324232,1.738896,1.533946,1.23803,1.396794,0.49860075,0.5983208999999999,0.5,0.5983208999999999
APPX,APP,1.986212,235,ols,0.048305,250000,0.048305,False,False,25.68000030517578,0.048305,1.0,False,,True,False,False,False,False,True,False,False,False,1.420916,0.663497,0.820571,0.659475,0.663226,0.615192,0.6149209999999999,0.496553,0.5958636,0.5,0.5958636
ARCX,ACHR,1.986338,204,ols,0.137541,15000,0.137541,False,False,15.970000267028809,0.137541,1.0,False,,True,False,False,False,False,True,False,False,False,1.450344,0.699339,0.872352,0.745474,0.708127,0.561798,0.5705859999999999,0.4965845,0.5959013999999999,0.5,0.5959013999999999
ASTX,ASTS,1.989748,183,ols,0.073237,250000,0.073237,False,False,45.0099983215332,0.073237,1.0,False,,True,False,False,False,False,True,False,False,False,2.083709,1.22464,1.285708,1.627711,1.335005,1.151403,1.261768,0.497437,0.5969244,0.5,0.5969244
BEX,BE,1.975847,95,ols,0.111609,100000,0.111609,False,False,16.600000381469727,0.111609,1.0,False,,True,False,False,False,False,True,False,False,False,2.141597,1.21641,0.994586,0.953652,1.052708,1.104801,0.941099,0.49396175,0.5927541,0.5,0.5927541
CEGX,CEG,1.984389,183,ols,0.109375,20000,0.109375,False,False,15.0600004196167,0.109375,1.0,False,,True,False,False,False,False,True,False,False,False,0.938003,0.325108,0.585218,0.334502,0.32768,0.215733,0.21830500000000003,0.49609725,0.5953166999999999,0.5,0.5953166999999999
CLSX,CLSK,1.998559,137,ols,0.13913,150000,0.13913,False,False,9.0,0.13913,1.0,False,,True,False,False,False,False,True,False,False,False,2.04397,1.253901,0.950425,0.901356,1.093017,1.114771,0.9538869999999999,0.49963975,0.5995676999999999,0.5,0.5995676999999999
COZX,CORZ,2.03878,101,ols,,0,,False,True,10.119999885559082,,1.0,False,,False,False,False,False,False,True,False,True,False,1.463823,0.726809,0.861749,0.786367,0.762497,0.726809,0.762497,0.509695,1.0,0.509695,1.0
CRDU,CRDO,1.990239,137,ols,0.092595,75000,0.092595,False,False,17.59000015258789,0.092595,1.0,False,,True,False,False,False,False,True,False,False,False,1.734385,0.993343,0.908555,0.813425,0.911238,0.900748,0.818643,0.49755975,0.5970717,0.5,0.5970717
CSEX,CLS,1.996829,95,ols,0.05803,25000,0.05803,False,False,14.619999885559082,0.05803,1.0,False,,True,False,False,False,False,True,False,False,False,1.536773,0.647876,0.71025,0.502058,0.557029,0.589846,0.49899899999999997,0.49920725,0.5990487,0.5,0.5990487
CWVX,CRWV,1.98922,183,ols,0.059543,250000,0.059543,False,False,21.59000015258789,0.059543,1.0,False,,True,False,False,False,False,True,False,False,False,1.944178,0.954036,1.190455,1.39435,1.074598,0.894493,1.015055,0.497305,0.596766,0.5,0.596766
DOGD,DDOG,2.013121,161,ols,0.0719,10000,0.0719,False,False,16.709999084472656,0.0719,1.0,False,,True,False,False,False,False,True,False,False,False,1.184393,0.412191,0.482424,0.237333,0.349048,0.34029099999999995,0.277148,0.50328025,0.6039363,0.50328025,0.6039363
ENPX,ENPH,2.019387,137,ols,0.220776,15000,0.220776,False,False,14.010000228881836,0.220776,1.0,False,,True,False,False,False,False,True,False,False,False,1.651465,0.752577,0.728551,0.546322,0.658453,0.5318010000000001,0.437677,0.50484675,0.6058161,0.50484675,0.6058161
FLYT,FLY,1.980808,110,ols,0.184603,5000,0.184603,False,False,19.950000762939453,0.184603,1.0,False,,True,False,False,False,False,True,False,False,False,2.361957,1.528939,1.106538,1.189403,1.337613,1.344336,1.1530099999999999,0.495202,0.5942424,0.5,0.5942424
GEVX,GEV,1.996559,183,ols,0.037616000000000004,10000,0.037616000000000004,False,False,54.630001068115234,0.037616000000000004,1.0,False,,True,False,False,False,False,True,False,False,False,1.013089,0.331564,0.53158,0.28112,0.317752,0.29394800000000004,0.280136,0.49913975,0.5989677,0.5,0.5989677
IREX,IREN,1.981848,110,ols,0.31843,35000,0.31843,False,False,17.899999618530273,0.31843,1.0,False,,False,True,False,False,True,False,True,False,False,2.179274,1.421809,1.053089,1.078983,1.228629,1.103379,0.910199,0.495462,0.5945544,0.5,0.5945544
JOBX,JOBY,1.978657,142,ols,0.226609,40000,0.226609,False,False,19.459999084472656,0.226609,1.0,False,,True,False,False,False,False,True,False,False,False,1.441421,0.725946,0.811946,0.638301,0.687688,0.499337,0.46107899999999996,0.49466425,0.5935971,0.5,0.5935971
LABX,ALAB,1.995478,161,ols,0.037029,25000,0.037029,False,False,16.889999389648438,0.037029,1.0,False,,True,False,False,False,False,True,False,False,False,1.790984,0.99791,0.907844,0.818599,0.933159,0.960881,0.89613,0.4988695,0.5986434,0.5,0.5986434
LRCU,LRCX,2.039648,156,ols,0.06701,35000,0.06701,False,False,32.45000076293945,0.06701,1.0,False,,True,False,False,False,False,True,False,False,False,1.100365,0.432081,0.499475,0.264508,0.368244,0.365071,0.301234,0.509912,0.6118944000000001,0.509912,0.6118944000000001
MDBX,MDB,1.990915,156,ols,0.079776,10000,0.079776,False,False,21.059999465942383,0.079776,1.0,False,,True,False,False,False,False,True,False,False,False,1.55028,0.625723,0.668938,0.441399,0.555504,0.5459470000000001,0.475728,0.49772875,0.5972744999999999,0.5,0.5972744999999999
NEBX,NBIS,1.997853,142,ols,0.065076,35000,0.065076,False,False,35.310001373291016,0.065076,1.0,False,,True,False,False,False,False,True,False,False,False,1.882479,0.983583,1.115504,1.240345,1.095662,0.918507,1.030586,0.49946325,0.5993559,0.5,0.5993559
NNEX,NNE,1.984944,95,ols,0.104475,600,0.104475,False,False,6.130000114440918,0.104475,1.0,False,,True,False,False,False,False,True,False,True,False,1.647554,0.844747,1.512082,2.235015,1.710906,0.740272,1.606431,0.496236,0.5954832,0.5,0.5954832
NVTX,NVTS,1.997983,142,ols,0.235278,10000,0.235278,False,False,21.18000030517578,0.235278,1.0,False,,True,False,False,False,False,True,False,False,False,2.459311,1.657738,1.610146,2.584732,2.062378,1.42246,1.8270999999999997,0.49949575,0.5993949,0.5,0.5993949
OPEX,OPEN,1.994673,110,ols,0.302116,25000,0.302116,False,False,21.489999771118164,0.302116,1.0,False,,False,True,False,False,True,False,True,False,False,1.870229,1.138016,1.29726,1.66946,1.43748,0.8358999999999999,1.135364,0.49866825,0.5984018999999999,0.5,0.5984018999999999
PONX,PONY,2.005926,142,ols,0.263029,40000,0.263029,False,False,6.579999923706055,0.263029,1.0,False,,True,False,False,False,False,True,False,False,False,1.605711,0.847347,1.248769,1.573313,1.164237,0.5843179999999999,0.901208,0.5014815,0.6017778,0.5014815,0.6017778
QBTX,QBTS,1.992184,235,ols,0.075824,200000,0.075824,False,False,7.699999809265137,0.075824,1.0,False,,True,False,False,False,False,True,False,False,False,2.368474,1.3875,1.399087,1.934555,1.424405,1.3116759999999998,1.3485809999999998,0.498046,0.5976551999999999,0.5,0.5976551999999999
