underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
COIN,"COIA, COIG, COIN, COIW, CONI, CONL, CONX, CONY, COYY",4304.73683759,20387.589242,-14.11,0.0,-12474.09,-2576.6800000000003,551.6055706900834,0.0,0.0,10179.051650280086
QBTS,"QBTS, QBTX, QBTZ, QBY",5878.057476339999,14736.796113,0.0,0.0,-8675.44,-3377.6,876.2947023937589,0.0,0.0,9438.108291733759
MSTR,"MSTP, MSTR, MSTU, MSTW, MSTX, MSTY, MSTZ, MTYY",-2209.4826322100052,37873.674386,-0.37,0.0,-24888.54,-2810.8900000000003,654.7741020120335,0.0,0.0,8619.165855802032
SMCI,"SMCI, SMCL, SMCX, SMYY",15395.285532909998,10535.629406999997,0.0,0.0,-15499.619999999999,-2937.69,674.1142368807128,0.0,0.0,8167.719176790713
NBIS,"NBIG, NBIL, NBIS, NBIZ, NEBX",5881.8041290300025,1110.4868219999994,0.0,0.0,0.0,-825.4699999999999,419.2559369753879,0.0,0.0,6586.07688800539
BE,"BE, BEG, BEX, BEZ",6541.74997017,367.9346330000003,0.0,0.0,0.0,-1334.59,84.88877635517588,0.0,0.0,5659.983379525176
HOOD,"HODU, HOOD, HOOG, HOOW, HOOX, HOOY, HOYY, ROBN",10882.819748310001,4991.987074,0.0,0.0,-8632.310000000001,-2850.2799999999997,530.7767985197247,0.0,0.0,4922.993620829724
ASTS,"ASTN, ASTS, ASTX",-380.3626699900001,6794.846753,0.0,0.0,0.0,-1796.2800000000002,257.5487053590064,0.0,0.0,4875.752788369005
META,"FBL, FBY, FBYY, META, METU, METW",1789.38291276,7446.198642,-211.79000000000002,0.0,-4100.26,-634.7099999999999,319.00501710105664,0.0,0.0,4607.826571861057
GDX,"GDX, GDXU, NUGT",2121.63620452,2418.031351,0.0,0.0,-12.04,-56.44,10.381708836965977,0.0,0.0,4481.5692643569655
MU,"MU, MULL, MUU, MUYY, MUZ",8491.731454630004,11850.533293999999,3.0,0.0,-14405.92,-2348.53,792.3630944363466,0.0,0.0,4383.177843066351
MARA,"MAAY, MARA, MARO, MRAL",6302.73756489,19342.969835999997,-9.29,0.0,-20330.09,-1725.91,572.5167713789292,0.0,0.0,4152.934172268928
IREN,"IRE, IREG, IREN, IREX, IREZ",924.49809132,5368.196351999999,0.0,0.0,0.0,-2571.42,386.4715764513775,0.0,0.0,4107.746019771376
CRWV,"CORD, CRWG, CRWU, CRWV, CWVX, CWY",-2004.5589663999997,8720.0505,0.0,0.0,-2492.74,-1635.61,582.9280240293483,0.0,0.0,3170.0695576293474
CRML,"CRML, CRMU, CRMX",820.96557118,3677.92425,0.0,0.0,0.0,-2158.67,224.1829967655098,0.0,0.0,2564.4028179455127
SOXX,"SEMY, SOXL, SOXX",1303.85460281,1366.3914479999999,5.37,0.0,-415.75,-136.18,277.29765754241726,0.0,0.0,2400.983708352418
BLSH,"BLSG, BLSH",1470.0320419299999,849.5250970000002,0.0,0.0,0.0,-92.47999999999999,10.183662970592817,0.0,0.0,2237.260801900593
NVTS,"NVTS, NVTX",13432.731733089999,-10570.038136,0.0,0.0,0.0,-1360.51,98.98865724716319,0.0,0.0,1601.1722543371652
QUBT,"QUBT, QUBX",1421.8201059699995,537.4128440000001,0.0,0.0,0.0,-508.92,41.587329823029876,0.0,0.0,1491.9002797930298
AAOI,"AAOI, AAOX",8640.65151543,-6504.126991000001,0.0,0.0,0.0,-927.9200000000001,277.85253128556224,0.0,0.0,1486.457055715562
AXTI,"AXTI, AXTU, AXTX",0.0,1290.846765000002,0.0,0.0,0.0,-420.90000000000003,526.9795232239209,0.0,0.0,1396.92628822392
RKLB,"RKLB, RKLX, RKLZ",3467.92534762,-1472.3451980000004,0.0,0.0,0.0,-812.6200000000001,148.02109200803463,0.0,0.0,1330.9812416280338
XRPZ,"GXRP, UXRP, XRPT, XXRP",-1942.0709046099998,3367.173309,0.0,0.0,-15.370000000000001,-170.84,38.46700433072171,0.0,0.0,1277.359408720722
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSLW, TSLY",1265.30413323,519.232429,0.0,0.0,-410.53,-285.49,14.533701737152164,0.0,0.0,1103.0502639671522
BABA,"BABA, BABO, BABU, BABX, BBYY",-268.57110285,5528.273788,-4.8,0.0,-3506.64,-875.91,226.62790719787827,-1.1200000000000003,0.0,1097.8605923478808
SLV,SLV,950.869985,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.289985
IONQ,"IONL, IONQ, IONX, IOYY, QPUX",14804.098126369998,9472.170092,0.0,0.0,-20745.58,-3212.64,624.1420274823794,0.0,0.0,942.1902458523755
BA,"BA, BOEG, BOEU",919.3860985800001,162.52357700000002,0.0,0.0,-18.61,-150.07,5.787006368519733,0.0,0.0,919.0166819485199
