date,ETF,Underlying,gross_target_usd,hedge_ratio,Delta
2026-04-11,HIBS,SPHB,0.0,,-3.016167
2026-04-11,CLSZ,CLSK,1198.9507886016606,0.9172093500000001,-2.038243
2026-04-14,MSTZ,MSTR,1215.0820830584864,0.8920026,-1.982228
2026-04-14,BTCZ,IBIT,0.0,,-1.992701
2026-04-14,TMV,TLT,0.0,,-2.966525
2026-04-14,TBX,TLT,0.0,,-0.422673
2026-04-14,APLZ,APLD,1176.1553098132692,0.89243055,-1.983179
2026-04-14,NBIZ,NBIS,0.0,,-1.987572
2026-04-14,SMZ,SMR,1215.0820830584864,0.88932375,-1.976275
2026-04-14,HIBS,SPHB,0.0,,-3.016439
2026-04-14,CLSZ,CLSK,1199.9148840382952,0.91469295,-2.032651
2026-04-15,MSTZ,MSTR,1506.3582656252156,0.8920629,-1.982362
2026-04-15,TBX,TLT,0.0,,-0.423032
2026-04-15,APLZ,APLD,1178.9313342675682,0.8936167500000002,-1.985815
2026-04-15,BEZ,BE,1441.2572954264183,0.8914050000000001,-1.9809
2026-04-15,NBIZ,NBIS,0.0,,-1.987364
2026-04-15,SMZ,SMR,1221.5484990860807,0.8876587500000002,-1.972575
2026-04-15,HIBS,SPHB,0.0,,-3.016601
2026-04-15,CLSZ,CLSK,1210.6079386496067,0.9165208500000002,-2.036713
2026-04-16,MSTZ,MSTR,1214.763564716077,0.8920376999999999,-1.982306
2026-04-16,TBX,TLT,0.0,,-0.423008
2026-04-16,APLZ,APLD,1179.1433502099787,0.8938718999999999,-1.986382
2026-04-16,NBIZ,NBIS,0.0,,-1.987602
2026-04-16,SMZ,SMR,1212.4655171172678,0.8961300000000001,-1.9914
2026-04-16,HIBS,SPHB,0.0,,-3.016396
2026-04-16,CLSZ,CLSK,1195.5722956199477,0.9165370500000001,-2.036749
2026-04-17,MSTZ,MSTR,371721.5042179174,1.9826740000000003,-1.982674
2026-04-17,CONI,COIN,20941.11597480949,1.498459,-1.498459
2026-04-17,MSDD,MSTR,286215.1434401572,2.0011079999999994,-2.001108
2026-04-17,TSDD,TSLA,0.0,,-1.993241
2026-04-17,ETHD,ETHA,212168.9529611391,1.9815049999999998,-1.981505
2026-04-17,CRCD,CRCL,321733.7516587922,2.0098920000000002,-2.009892
2026-04-17,CORD,CRWV,0.0,,-2.006023
2026-04-17,ZSL,SLV,0.0,,-2.023426
2026-04-17,BEZ,BE,161793.09180826726,1.982162,-1.982162
2026-04-17,NBIZ,NBIS,0.0,,-1.987457
2026-04-17,SMZ,SMR,0.0,,-1.98662
2026-04-17,HIBS,SPHB,0.0,,-3.016307
2026-04-17,CLSZ,CLSK,378671.5,2.029372,-2.029372
2026-04-17,IREZ,IREN,118284.87488924226,2.008707,-2.008707
2026-04-18,MSTZ,MSTR,371721.5042179174,1.9826740000000003,-1.982674
2026-04-18,CONI,COIN,20941.11597480949,1.498459,-1.498459
2026-04-18,MSDD,MSTR,286215.1434401572,2.0011079999999994,-2.001108
2026-04-18,TSDD,TSLA,0.0,,-1.993241
2026-04-18,ETHD,ETHA,212168.9529611391,1.9815049999999998,-1.981505
2026-04-18,CRCD,CRCL,321733.7516587922,2.0098920000000002,-2.009892
2026-04-18,CORD,CRWV,0.0,,-2.006023
2026-04-18,ZSL,SLV,0.0,,-2.023426
2026-04-18,BEZ,BE,161793.09180826726,1.982162,-1.982162
2026-04-18,NBIZ,NBIS,0.0,,-1.987457
2026-04-18,SMZ,SMR,0.0,,-1.98662
2026-04-18,HIBS,SPHB,0.0,,-3.016306
2026-04-18,CLSZ,CLSK,378671.5,2.029372,-2.029372
2026-04-18,IREZ,IREN,118284.87488924226,2.008707,-2.008707
2026-04-20,MSTZ,MSTR,156544.5871847085,1.982644,-1.982644
2026-04-20,CONI,COIN,11155.236607142857,1.498773,-1.498773
2026-04-20,MSDD,MSTR,120521.51562506377,2.001133,-2.001133
2026-04-20,TSDD,TSLA,0.0,,-1.993281
2026-04-20,ETHD,ETHA,90925.98573275018,1.9814199999999997,-1.98142
2026-04-20,CRCD,CRCL,132228.0959341936,2.009868,-2.009868
2026-04-20,CORD,CRWV,214405.98912370944,2.006023,-2.006023
2026-04-20,ZSL,SLV,0.0,,-2.023296
2026-04-20,TBX,TLT,0.0,,-0.422532
2026-04-20,BEZ,BE,73484.52574136258,1.9832070000000002,-1.983207
2026-04-20,NBIZ,NBIS,205928.72540393565,1.9873999999999998,-1.9874
2026-04-20,SMZ,SMR,277320.5056469503,1.98755,-1.98755
2026-04-20,QBTZ,QBTS,247137.51460077727,1.999904,-1.999904
2026-04-20,HIBS,SPHB,0.0,,-3.016041
2026-04-20,CLSZ,CLSK,184660.9504905356,2.0294089999999994,-2.029409
2026-04-20,IREZ,IREN,41517.143058940586,2.008658,-2.008658
2026-04-20,PLTZ,PLTR,51034.82156041349,1.996691,-1.996691
2026-04-20,BMNZ,BMNR,63999.25188430769,1.9657749999999998,-1.965775
2026-04-20,ASTN,ASTS,0.0,,-1.899326
2026-04-21,MUYY,MU,4880.0,0.1712,-0.1712
2026-04-21,MSTZ,MSTR,156731.1758562353,1.9826359999999998,-1.982636
2026-04-21,CONI,COIN,10423.233333333335,1.5015760000000002,-1.501576
2026-04-21,MSDD,MSTR,118007.58760678073,2.000971,-2.000971
2026-04-21,TSDD,TSLA,0.0,,-1.993305
2026-04-21,ETHD,ETHA,93096.12474107016,1.981392,-1.981392
2026-04-21,CRCD,CRCL,115711.3617449876,2.00912,-2.00912
2026-04-21,CORD,CRWV,0.0,,-2.005952
2026-04-21,ZSL,SLV,12598.95,2.023748,-2.023748
2026-04-21,TBX,TLT,0.0,,-0.422905
2026-04-21,NBIZ,NBIS,183555.83640492425,1.9871109999999998,-1.987111
2026-04-21,SMZ,SMR,254497.68525209048,1.989392,-1.989392
2026-04-21,QBTZ,QBTS,224514.27894468908,2.000033,-2.000033
2026-04-21,IONZ,IONQ,285986.2251539455,1.9846889999999993,-1.984689
2026-04-21,CLSZ,CLSK,214179.45272787,2.024807,-2.024807
2026-04-21,IREZ,IREN,66105.53243059188,2.009367,-2.009367
2026-04-21,PLTZ,PLTR,50214.58368845,1.996692,-1.996692
2026-04-21,BMNZ,BMNR,71722.80966628499,1.9660939999999998,-1.966094
2026-04-21,ASTN,ASTS,0.0,,-1.89918
2026-04-22,MSTZ,MSTR,1705.7641777640254,0.8920764,-1.982392
2026-04-22,CONI,COIN,1903.8407768448428,0.6764157000000001,-1.503146
2026-04-22,MSDD,MSTR,1149.996987503238,0.9015228000000001,-2.003384
2026-04-22,TSDD,TSLA,0.0,,-1.993309
2026-04-22,TBX,TLT,0.0,,-0.42309
2026-04-22,APLZ,APLD,0.0,,-1.985449
2026-04-22,NBIZ,NBIS,0.0,,-1.987081
2026-04-22,SMZ,SMR,0.0,,-1.991249
2026-04-22,QBTZ,QBTS,1369.9823506713424,0.9001538999999998,-2.000342
2026-04-22,HIBS,SPHB,0.0,,-3.015858
2026-04-22,CLSZ,CLSK,1283.5368373882427,0.90787725,-2.017505
2026-04-22,ASTN,ASTS,1079.237971086501,0.85433805,-1.898529
2026-04-23,TSDD,TSLA,0.0,,-1.993278
2026-04-23,TBX,TLT,0.0,,-0.422951
2026-04-23,NBIZ,NBIS,0.0,,-1.9871
2026-04-23,HIBS,SPHB,0.0,,-3.016257
2026-04-24,TSDD,TSLA,0.0,,-1.993204
2026-04-24,CORD,CRWV,0.0,,-2.006098
2026-04-24,TBX,TLT,0.0,,-0.42248
2026-04-24,ASTN,ASTS,0.0,,-1.904012
2026-04-25,MSTZ,MSTR,22815.414137450647,1.0537237515363433,-1.982552
2026-04-25,CONI,COIN,19173.61599122428,0.6652663468786875,-1.503785
2026-04-25,MSDD,MSTR,4507.889490800275,0.9000769500000001,-2.000171
2026-04-25,CRCD,CRCL,0.0,,-2.009102
2026-04-25,CORD,CRWV,3411.690945180767,0.9027441,-2.006098
2026-04-25,APLZ,APLD,11212.072999298867,0.7996446411283997,-1.987204
2026-04-25,BEZ,BE,0.0,,-1.982257
2026-04-25,NBIZ,NBIS,12703.044287423185,0.7731206005098342,-1.988348
2026-04-25,SMZ,SMR,11091.9343821458,0.89238064692516,-1.987054
2026-04-25,QBTZ,QBTS,13080.20359620494,0.9200864387042884,-1.999031
2026-04-25,CLSZ,CLSK,6751.118603686335,0.9133164000000001,-2.029592
2026-04-25,IREZ,IREN,0.0,,-2.009007
2026-04-25,BMNZ,BMNR,0.0,,-1.965766
2026-04-25,ASTN,ASTS,10253.015566584929,0.7357242662194924,-1.904012
2026-04-26,MSTZ,MSTR,21556.3659673296,1.0537237515363433,-1.982552
2026-04-26,CONI,COIN,18115.537162305693,0.6652663468786874,-1.503785
2026-04-26,MSDD,MSTR,3145.050158915862,0.90007695,-2.000171
2026-04-26,CRCD,CRCL,0.0,,-2.009102
2026-04-26,CORD,CRWV,7799.369128497708,0.9027440999999999,-2.006098
2026-04-26,APLZ,APLD,10593.34523716741,0.7996446411283997,-1.987204
2026-04-26,BEZ,BE,0.0,,-1.982257
2026-04-26,NBIZ,NBIS,12002.038045836516,0.7731206005098343,-1.988348
2026-04-26,SMZ,SMR,10479.83569467797,0.89238064692516,-1.987054
2026-04-26,QBTZ,QBTS,12358.384734480853,0.9200864387042884,-1.999031
2026-04-26,CLSZ,CLSK,8899.999618530273,0.9133164,-2.029592
2026-04-26,IREZ,IREN,0.0,,-2.009007
2026-04-26,BMNZ,BMNR,0.0,,-1.965766
2026-04-26,ASTN,ASTS,9687.212148010598,0.7357242662194925,-1.904012
2026-04-27,MSTZ,MSTR,23000.0,1.0537242830350138,-1.982553
2026-04-27,CONI,COIN,20862.994171475464,0.6652632501165651,-1.503778
2026-04-27,MSDD,MSTR,6150.85662382051,0.9000044999999999,-2.00001
2026-04-27,CRCD,CRCL,0.0,,-2.009012
2026-04-27,CORD,CRWV,0.0,,-2.006098
2026-04-27,APLZ,APLD,12199.96392926842,0.7995706001069607,-1.98702
2026-04-27,BEZ,BE,0.0,,-1.982246
2026-04-27,NBIZ,NBIS,13822.303338436805,0.7730801626476226,-1.988244
2026-04-27,SMZ,SMR,12069.23918717843,0.8905698864886532,-1.983022
2026-04-27,CLSZ,CLSK,13912.56933536482,0.9171135,-2.03803
2026-04-27,IREZ,IREN,0.0,,-2.008956
2026-04-27,BMNZ,BMNR,0.0,,-1.965711
2026-04-27,ASTN,ASTS,11156.403962578835,0.7358100486552653,-1.904234
2026-04-28,CRCD,CRCL,0.0,,-2.009132
2026-04-28,CORD,CRWV,0.0,,-2.006051
2026-04-28,BEZ,BE,0.0,,-1.98226
2026-04-28,BMNZ,BMNR,0.0,,-1.966934
2026-04-29,CRCD,CRCL,0.0,,-2.009008
2026-04-30,CRCD,CRCL,0.0,,-2.009091
2026-04-30,IREZ,IREN,0.0,,-2.008863
2026-04-30,BMNZ,BMNR,0.0,,-1.967625
2026-05-01,TSDD,TSLA,0.0,,-1.656053
2026-05-01,WEBS,XLK,0.0,,-2.237433
2026-05-01,DRIP,XOP,0.0,,-1.997738
2026-05-01,SMST,MSTR,0.0,,-1.686041
2026-05-02,TSDD,TSLA,0.0,,-1.655793
2026-05-02,WEBS,XLK,0.0,,-2.236306
2026-05-02,DRIP,XOP,0.0,,-1.99771
2026-05-02,NVDS,NVDA,0.0,,-1.466942
2026-05-02,SMST,MSTR,0.0,,-1.685891
2026-05-03,TSDD,TSLA,0.0,,-1.655793
2026-05-03,WEBS,XLK,0.0,,-2.236307
2026-05-03,DRIP,XOP,0.0,,-1.99771
2026-05-03,NVDS,NVDA,0.0,,-1.466942
2026-05-03,SMST,MSTR,0.0,,-1.685891
2026-05-04,TSDD,TSLA,0.0,,-1.767428
2026-05-04,WEBS,XLK,0.0,,-2.637172
2026-05-04,DRIP,XOP,0.0,,-1.998502
2026-05-04,NVDS,NVDA,0.0,,-1.474899
2026-05-04,HIBS,SPHB,0.0,,-2.736333
2026-05-04,RGTZ,RGTI,0.0,,-1.909183
2026-05-04,SMST,MSTR,0.0,,-1.799564
2026-05-05,SCO,USO,0.0,,-1.734181
2026-05-05,WEBS,XLK,0.0,,-2.822107
2026-05-05,DRIP,XOP,0.0,,-1.997629
2026-05-05,TBX,TLT,0.0,,-1.367137
2026-05-05,NVDS,NVDA,0.0,,-1.485659
2026-05-05,EWV,EWJ,0.0,,-2.006039
2026-05-05,BEZ,BE,0.0,,-2.009851
2026-05-05,SMST,MSTR,0.0,,-1.980344
2026-05-05,ASTN,ASTS,0.0,,-1.985213
2026-05-06,DRIP,XOP,0.0,,-1.995317
2026-05-06,TBX,TLT,0.0,,-1.367573
2026-05-06,NVDS,NVDA,0.0,,-1.487353
2026-05-06,EWV,EWJ,0.0,,-2.003134
2026-05-06,SMST,MSTR,0.0,,-1.980696
2026-05-07,DRIP,XOP,0.0,,-1.99497
2026-05-07,TBX,TLT,0.0,,-1.368031
2026-05-07,NVDS,NVDA,0.0,,-1.48766
2026-05-07,EWV,EWJ,0.0,,-2.008329
2026-05-07,SMST,MSTR,0.0,,-1.980185
2026-05-08,CRCD,CRCL,0.0,,-2.01219
2026-05-08,DRIP,XOP,0.0,,-1.994166
2026-05-08,TBX,TLT,0.0,,-1.367742
2026-05-08,NVDS,NVDA,0.0,,-1.487459
2026-05-08,EWV,EWJ,0.0,,-2.006072
2026-05-08,SMST,MSTR,0.0,,-1.978681
2026-05-09,CRCD,CRCL,0.0,,-2.012509
2026-05-09,TECS,XLK,0.0,,-2.99753
2026-05-09,DRIP,XOP,0.0,,-1.994458
2026-05-09,TBX,TLT,0.0,,-1.368207
2026-05-09,NVDS,NVDA,0.0,,-1.487952
2026-05-09,EWV,EWJ,0.0,,-2.006526
2026-05-09,SMST,MSTR,0.0,,-1.980185
2026-05-09,OKLS,OKLO,0.0,,-2.004178
2026-05-09,ASTN,ASTS,0.0,,-1.993695
2026-05-11,MSTZ,MSTR,6776.752025666898,1.6052472,-2.006559
2026-05-11,CONI,COIN,5700.13127960223,1.5393120000000005,-1.92414
2026-05-11,MSDD,MSTR,15742.894818322806,1.5969448000000002,-1.996181
2026-05-11,CRCD,CRCL,0.0,,-2.021908
2026-05-11,CORD,CRWV,28917.75527665038,1.6109696,-2.013712
2026-05-11,TECS,XLK,0.0,,-2.997717
2026-05-11,DRIP,XOP,0.0,,-1.995191
2026-05-11,TBX,TLT,0.0,,-1.368946
2026-05-11,NVDS,NVDA,0.0,,-1.488082
2026-05-11,EWV,EWJ,0.0,,-2.006407
2026-05-11,NBIZ,NBIS,41909.516800000005,1.6193448000000001,-2.024181
2026-05-11,SMZ,SMR,25134.111086434947,1.6045712000000003,-2.005714
2026-05-11,QBTZ,QBTS,16525.011737892022,1.6049991999999997,-2.006249
2026-05-11,CLSZ,CLSK,16786.21251218033,1.6167128000000002,-2.020891
2026-05-11,IREZ,IREN,18039.204172220467,1.6080031999999995,-2.010004
2026-05-11,SMST,MSTR,0.0,,-1.981537
2026-05-11,RKLZ,RKLB,0.0,,-2.015034
2026-05-11,OKLS,OKLO,0.0,,-2.007162
2026-05-11,ASTN,ASTS,32976.66189396012,1.5984200000000002,-1.998025
2026-05-12,MSTZ,MSTR,5625.096453353672,1.6037232000000003,-2.004654
2026-05-12,CONI,COIN,4931.56784330009,1.5387448,-1.923431
2026-05-12,MSDD,MSTR,15230.825794147346,1.595188,-1.993985
2026-05-12,CRCD,CRCL,0.0,,-2.018927
2026-05-12,CORD,CRWV,22619.58820605363,1.6088456000000002,-2.011057
2026-05-12,TZA,IWM,0.0,,-2.997235
2026-05-12,TECS,XLK,0.0,,-2.997067
2026-05-12,DRIP,XOP,0.0,,-1.99541
2026-05-12,TBX,TLT,0.0,,-1.36859
2026-05-12,NVDS,NVDA,0.0,,-1.488035
2026-05-12,EWV,EWJ,0.0,,-2.006232
2026-05-12,BEZ,BE,0.0,,-2.00957
2026-05-12,NBIZ,NBIS,41896.53760000001,1.6185336000000001,-2.023167
2026-05-12,SMZ,SMR,41609.13920000001,1.6005712,-2.000714
2026-05-12,QBTZ,QBTS,14239.025120617,1.6023416000000001,-2.002927
2026-05-12,IONZ,IONQ,5088.477007273725,1.6195208000000003,-2.024401
2026-05-12,CLSZ,CLSK,18.66334846700478,1.6139144000000003,-2.017393
2026-05-12,IREZ,IREN,10415.927567486307,1.6078592000000003,-2.009824
2026-05-12,RGTZ,RGTI,5033.985377732915,1.5914688000000001,-1.989336
2026-05-12,SMST,MSTR,0.0,,-1.97943
2026-05-12,BMNZ,BMNR,0.0,,-1.994791
2026-05-12,RKLZ,RKLB,0.0,,-2.015097
2026-05-12,OKLS,OKLO,0.0,,-2.005466
2026-05-12,ASTN,ASTS,41508.54400000001,1.594284,-1.992855
2026-05-13,SCO,USO,0.0,,-1.746897
2026-05-13,MSTZ,MSTR,621.8599752302721,1.6036695999999995,-2.004587
2026-05-13,CONI,COIN,519.7992241130087,1.5383736000000001,-1.922967
2026-05-13,MSDD,MSTR,1434.536429643104,1.5943912,-1.992989
2026-05-13,CRCD,CRCL,0.0,,-2.018741
2026-05-13,CORD,CRWV,2366.7948843686345,1.608744,-2.01093
2026-05-13,DRIP,XOP,0.0,,-1.995718
2026-05-13,TBX,TLT,0.0,,-1.36812
2026-05-13,NVDS,NVDA,0.0,,-1.487819
2026-05-13,EWV,EWJ,0.0,,-2.006191
2026-05-13,BEZ,BE,0.0,,-2.009127
2026-05-13,NBIZ,NBIS,3025.410969599999,1.6262248000000006,-2.032781
2026-05-13,SMZ,SMR,2995.5529727999988,1.6003064,-2.000383
2026-05-13,QBTZ,QBTS,1753.2646416983814,1.6013712000000004,-2.001714
2026-05-13,CLSZ,CLSK,3010.680115199999,1.6134376000000006,-2.016797
2026-05-13,IREZ,IREN,954.8689805097822,1.6074040000000003,-2.009255
2026-05-13,SMST,MSTR,0.0,,-1.979252
2026-05-13,BMNZ,BMNR,0.0,,-1.995079
2026-05-13,RKLZ,RKLB,0.0,,-2.016097
