date,plan_date,ETF,Underlying,sleeve,current_gross_usd,desired_gross_usd,next_gross_usd,hedge_net_pct_before,hedge_net_pct_after,target_age,requested_turnover_usd,allocated_turnover_usd,deferred_turnover_usd,block_reason,priority,hedge_repair_leg,hedge_reserve_usd,reserve_committed_usd,tracking_budget_usd,prior_structural_gross_usd,raw_plan_gross_usd,effective_plan_gross_usd,blended_structural_gross_usd,target_blend_alpha,blend_status
2026-03-02,2026-02-28,AMUU,AMD,core_leveraged,0.0,88180.73796948779,0.0,,,0,88180.73796948779,0.0,0.0,,target_formation,,,,,0.0,88180.73796948779,88180.73796948779,88180.73796948779,1.0,new
2026-03-02,2026-02-28,BITX,IBIT,core_leveraged,0.0,154843.64769068654,0.0,,,0,154843.64769068654,0.0,0.0,,target_formation,,,,,0.0,154843.64769068654,154843.64769068654,154843.64769068654,1.0,new
2026-03-02,2026-02-28,BMNU,BMNR,core_leveraged,0.0,246330.00000000003,0.0,,,0,246330.00000000003,0.0,0.0,,target_formation,,,,,0.0,246330.00000000003,246330.00000000003,246330.00000000003,1.0,new
2026-03-02,2026-02-28,BULG,BULL,core_leveraged,0.0,141519.74762684546,0.0,,,0,141519.74762684546,0.0,0.0,,target_formation,,,,,0.0,141519.74762684546,141519.74762684546,141519.74762684546,1.0,new
2026-03-02,2026-02-28,COZX,CORZ,core_leveraged,0.0,227845.3824250201,0.0,,,0,227845.3824250201,0.0,0.0,,target_formation,,,,,0.0,227845.3824250201,227845.3824250201,227845.3824250201,1.0,new
2026-03-02,2026-02-28,CRMU,CRML,core_leveraged,0.0,199949.39396825893,0.0,,,0,199949.39396825893,0.0,0.0,,target_formation,,,,,0.0,199949.39396825893,199949.39396825893,199949.39396825893,1.0,new
2026-03-02,2026-02-28,ETHU,ETHA,core_leveraged,0.0,210783.48383969348,0.0,,,0,210783.48383969348,0.0,0.0,,target_formation,,,,,0.0,210783.48383969348,210783.48383969348,210783.48383969348,1.0,new
2026-03-02,2026-02-28,GDXU,GDX,core_leveraged,0.0,103597.36772598523,0.0,,,0,103597.36772598523,0.0,0.0,,target_formation,,,,,0.0,103597.36772598523,103597.36772598523,103597.36772598523,1.0,new
2026-03-02,2026-02-28,NEBX,NBIS,core_leveraged,0.0,115748.02574616874,0.0,,,0,115748.02574616874,0.0,0.0,,target_formation,,,,,0.0,115748.02574616874,115748.02574616874,115748.02574616874,1.0,new
2026-03-02,2026-02-28,RDWU,RDW,core_leveraged,0.0,246330.00000000006,0.0,,,0,246330.00000000006,0.0,0.0,,target_formation,,,,,0.0,246330.00000000006,246330.00000000006,246330.00000000006,1.0,new
2026-03-02,2026-02-28,RKTL,RKT,core_leveraged,0.0,246330.0,0.0,,,0,246330.0,0.0,0.0,,target_formation,,,,,0.0,246330.0,246330.0,246330.0,1.0,new
2026-03-02,2026-02-28,SMUP,SMR,core_leveraged,0.0,246330.0,0.0,,,0,246330.0,0.0,0.0,,target_formation,,,,,0.0,246330.0,246330.0,246330.0,1.0,new
2026-03-02,2026-02-28,SOXL,SOXX,core_leveraged,0.0,60933.68713851315,0.0,,,0,60933.68713851315,0.0,0.0,,target_formation,,,,,0.0,60933.68713851315,60933.68713851315,60933.68713851315,1.0,new
2026-03-02,2026-02-28,URAA,URA,core_leveraged,0.0,179894.95183282814,0.0,,,0,179894.95183282814,0.0,0.0,,target_formation,,,,,0.0,179894.95183282814,179894.95183282814,179894.95183282814,1.0,new
2026-03-02,2026-02-28,UXRP,XRPZ,core_leveraged,0.0,107733.97188127154,0.0,,,0,107733.97188127154,0.0,0.0,,target_formation,,,,,0.0,107733.97188127154,107733.97188127154,107733.97188127154,1.0,new
2026-03-02,2026-02-28,VRTL,VRT,core_leveraged,0.0,102387.01607857566,0.0,,,0,102387.01607857566,0.0,0.0,,target_formation,,,,,0.0,102387.01607857566,102387.01607857566,102387.01607857566,1.0,new
2026-03-02,2026-02-28,YINN,FXI,core_leveraged,0.0,58262.5860766653,0.0,,,0,58262.5860766653,0.0,0.0,,target_formation,,,,,0.0,58262.5860766653,58262.5860766653,58262.5860766653,1.0,new
2026-03-02,2026-02-28,AMUU,AMD,core_leveraged,0.0,88180.7379694878,88180.7379694878,,6.180320332826423e-17,0,88180.7379694878,88180.7379694878,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,BITX,IBIT,core_leveraged,0.0,154843.64769068654,154843.64769068654,,-7.048328614659662e-17,0,154843.64769068654,154843.64769068654,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,BMNU,BMNR,core_leveraged,0.0,246330.00000000003,246330.00000000003,,0.0,0,246330.00000000003,246330.00000000003,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,BULG,BULL,core_leveraged,0.0,141519.74762684546,141519.74762684546,,7.735249239153378e-17,0,141519.74762684546,141519.74762684546,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,COZX,CORZ,core_leveraged,0.0,227845.3824250201,227845.3824250201,,0.0,0,227845.3824250201,227845.3824250201,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,CRMU,CRML,core_leveraged,0.0,199949.39396825893,199949.39396825893,,0.0,0,199949.39396825893,199949.39396825893,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,ETHU,ETHA,core_leveraged,0.0,210783.48383969348,210783.48383969348,,-1.0354463082301276e-16,0,210783.48383969348,210783.48383969348,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,GDXU,GDX,core_leveraged,0.0,103597.36772598523,103597.36772598523,,9.329381569445624e-17,0,103597.36772598523,103597.36772598523,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,NEBX,NBIS,core_leveraged,0.0,115748.02574616874,115748.02574616874,,-9.43080078941103e-17,0,115748.02574616874,115748.02574616874,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,RDWU,RDW,core_leveraged,0.0,246330.00000000006,246330.00000000006,,-8.843222758339025e-17,0,246330.00000000006,246330.00000000006,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,RKTL,RKT,core_leveraged,0.0,246330.0,246330.0,,0.0,0,246330.0,246330.0,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,SMUP,SMR,core_leveraged,0.0,246330.0,246330.0,,0.0,0,246330.0,246330.0,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,SOXL,SOXX,core_leveraged,0.0,60933.68713851315,60933.68713851315,,7.987633187588261e-17,0,60933.68713851315,60933.68713851315,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,URAA,URA,core_leveraged,0.0,179894.95183282814,179894.95183282814,,1.2274721621389577e-16,0,179894.95183282814,179894.95183282814,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,UXRP,XRPZ,core_leveraged,0.0,107733.97188127154,107733.97188127154,,0.0,0,107733.97188127154,107733.97188127154,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,VRTL,VRT,core_leveraged,0.0,102387.01607857566,102387.01607857566,,1.068919638550634e-16,0,102387.01607857566,102387.01607857566,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-02,2026-02-28,YINN,FXI,core_leveraged,0.0,58262.58607666529,58262.58607666529,,0.0,0,58262.58607666529,58262.58607666529,0.0,,growth,,0.0,0.0,,,,,,,
2026-03-03,2026-03-02,ASMU,ASML,core_leveraged,0.0,240931.82859795328,0.0,,,1,240931.82859795328,0.0,240931.82859795328,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,MRVU,MRVL,core_leveraged,0.0,48922.78448732179,0.0,,,1,48922.78448732179,0.0,48922.78448732179,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,SRPU,SRPT,core_leveraged,0.0,39718.85619935509,0.0,,,1,39718.85619935509,0.0,39718.85619935509,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,ALBG,ALB,core_leveraged,0.0,104999.94648431489,0.0,,,1,104999.94648431489,0.0,104999.94648431489,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,HUTG,HUT,core_leveraged,0.0,40091.89794121375,0.0,,,1,40091.89794121375,0.0,40091.89794121375,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,COPZ,COPX,core_leveraged,0.0,240931.82859795325,0.0,,,1,240931.82859795325,0.0,240931.82859795325,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,FCXG,FCX,core_leveraged,0.0,124538.43622473533,0.0,,,1,124538.43622473533,0.0,124538.43622473533,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,BMNG,BMNR,core_leveraged,0.0,10174.513565813999,0.0,,,1,10174.513565813999,0.0,10174.513565813999,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,FIGG,FIG,core_leveraged,0.0,71510.74109349654,0.0,,,1,71510.74109349654,0.0,71510.74109349654,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,TSLI,TSLA,core_leveraged,0.0,55203.97344278627,0.0,,,1,55203.97344278627,0.0,55203.97344278627,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,SOLT,SOEZ,core_leveraged,0.0,75997.42861483413,0.0,,,1,75997.42861483413,0.0,75997.42861483413,entry_confirmation,confirmation,,,,,,,,,,
2026-03-03,2026-03-02,SMCL,SMCI,core_leveraged,0.0,38637.33748392677,0.0,,,1,38637.33748392677,0.0,38637.33748392677,entry_confirmation,confirmation,,,,,,,,,,
2026-03-04,2026-03-03,SRPU,SRPT,core_leveraged,0.0,64035.03043548851,0.0,,,2,64035.03043548851,0.0,64035.03043548851,entry_confirmation,confirmation,,,,,,,,,,
2026-03-04,2026-03-03,HUTG,HUT,core_leveraged,0.0,246183.11106722505,0.0,,,2,246183.11106722505,0.0,246183.11106722505,entry_confirmation,confirmation,,,,,,,,,,
2026-03-04,2026-03-03,BMNG,BMNR,core_leveraged,0.0,246183.11106722505,0.0,,,2,246183.11106722505,0.0,246183.11106722505,entry_confirmation,confirmation,,,,,,,,,,
2026-03-04,2026-03-03,FIGG,FIG,core_leveraged,0.0,170320.10241680132,0.0,,,2,170320.10241680132,0.0,170320.10241680132,entry_confirmation,confirmation,,,,,,,,,,
2026-03-04,2026-03-03,TSLI,TSLA,core_leveraged,0.0,55996.7296951325,0.0,,,2,55996.7296951325,0.0,55996.7296951325,entry_confirmation,confirmation,,,,,,,,,,
2026-03-04,2026-03-03,SOLT,SOEZ,core_leveraged,0.0,92674.16609986784,0.0,,,2,92674.16609986784,0.0,92674.16609986784,entry_confirmation,confirmation,,,,,,,,,,
2026-03-04,2026-03-03,SMCL,SMCI,core_leveraged,0.0,72797.4343462689,0.0,,,2,72797.4343462689,0.0,72797.4343462689,entry_confirmation,confirmation,,,,,,,,,,
2026-03-04,2026-03-03,VRTL,VRT,core_leveraged,98930.85534068945,0.0,98930.85534068945,,,1,98930.85534068945,0.0,98930.85534068945,drop_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,AMZU,AMZN,core_leveraged,0.0,3866.0532629101963,0.0,,,1,3866.0532629101963,0.0,3866.0532629101963,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,AVL,AVGO,core_leveraged,0.0,12425.132581398058,0.0,,,1,12425.132581398058,0.0,12425.132581398058,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,BOEU,BA,core_leveraged,0.0,2784.6227736470264,0.0,,,1,2784.6227736470264,0.0,2784.6227736470264,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,GGLL,GOOGL,core_leveraged,0.0,4244.1174123943965,0.0,,,1,4244.1174123943965,0.0,4244.1174123943965,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,ELIL,LLY,core_leveraged,0.0,2975.375849092342,0.0,,,1,2975.375849092342,0.0,2975.375849092342,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,MSFU,MSFT,core_leveraged,0.0,2669.827458212058,0.0,,,1,2669.827458212058,0.0,2669.827458212058,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,MUU,MU,core_leveraged,0.0,26097.34375049569,0.0,,,1,26097.34375049569,0.0,26097.34375049569,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,ORCU,ORCL,core_leveraged,0.0,2240.812691740699,0.0,,,1,2240.812691740699,0.0,2240.812691740699,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,QCMU,QCOM,core_leveraged,0.0,6389.1402396086305,0.0,,,1,6389.1402396086305,0.0,6389.1402396086305,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,MEXX,EWW,core_leveraged,0.0,2774.1420755184627,0.0,,,1,2774.1420755184627,0.0,2774.1420755184627,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,KORU,EWY,core_leveraged,0.0,1700.172358547496,0.0,,,1,1700.172358547496,0.0,1700.172358547496,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,CWEB,KWEB,core_leveraged,0.0,4825.025987823771,0.0,,,1,4825.025987823771,0.0,4825.025987823771,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,JNUG,GDXJ,core_leveraged,0.0,3745.7323123022616,0.0,,,1,3745.7323123022616,0.0,3745.7323123022616,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,TSLT,TSLA,core_leveraged,0.0,19161.101478745055,0.0,,,3,19161.101478745055,0.0,19161.101478745055,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,NFLU,NFLX,core_leveraged,0.0,3749.352999660701,0.0,,,1,3749.352999660701,0.0,3749.352999660701,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,ROBN,HOOD,core_leveraged,0.0,40564.71098082624,0.0,,,1,40564.71098082624,0.0,40564.71098082624,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,RBLU,RBLX,core_leveraged,0.0,18564.694005757963,0.0,,,1,18564.694005757963,0.0,18564.694005757963,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,SNOU,SNOW,core_leveraged,0.0,10523.168755712113,0.0,,,1,10523.168755712113,0.0,10523.168755712113,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,GLXU,GLXY,core_leveraged,0.0,72448.38220321521,0.0,,,1,72448.38220321521,0.0,72448.38220321521,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,AFRU,AFRM,core_leveraged,0.0,18877.158725557743,0.0,,,1,18877.158725557743,0.0,18877.158725557743,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,KTUP,KTOS,core_leveraged,0.0,27596.3278226237,0.0,,,1,27596.3278226237,0.0,27596.3278226237,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,APLX,APLD,core_leveraged,0.0,106170.43563328273,0.0,,,1,106170.43563328273,0.0,106170.43563328273,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,ARCX,ACHR,core_leveraged,0.0,22262.379702045837,0.0,,,1,22262.379702045837,0.0,22262.379702045837,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,BEX,BE,core_leveraged,0.0,67173.24987052794,0.0,,,1,67173.24987052794,0.0,67173.24987052794,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,CLSX,CLSK,core_leveraged,0.0,98935.94781551015,0.0,,,1,98935.94781551015,0.0,98935.94781551015,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,CRDU,CRDO,core_leveraged,0.0,68057.67414479339,0.0,,,1,68057.67414479339,0.0,68057.67414479339,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,CSEX,CLS,core_leveraged,0.0,25385.867251364714,0.0,,,3,25385.867251364714,0.0,25385.867251364714,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,CWVX,CRWV,core_leveraged,0.0,71920.42184751258,0.0,,,1,71920.42184751258,0.0,71920.42184751258,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,GEVX,GEV,core_leveraged,0.0,12098.948681904465,0.0,,,1,12098.948681904465,0.0,12098.948681904465,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,LABX,ALAB,core_leveraged,0.0,83178.43956041787,0.0,,,1,83178.43956041787,0.0,83178.43956041787,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,LRCU,LRCX,core_leveraged,0.0,9317.839676272466,0.0,,,1,9317.839676272466,0.0,9317.839676272466,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,QBTX,QBTS,core_leveraged,0.0,136130.3085285999,0.0,,,1,136130.3085285999,0.0,136130.3085285999,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,SRPU,SRPT,core_leveraged,0.0,152645.79821938957,0.0,,,3,152645.79821938957,0.0,152645.79821938957,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,UNX,U,core_leveraged,0.0,76108.24656546963,0.0,,,1,76108.24656546963,0.0,76108.24656546963,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,UPSX,UPST,core_leveraged,0.0,30083.038514513788,0.0,,,1,30083.038514513788,0.0,30083.038514513788,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,WULX,WULF,core_leveraged,0.0,94303.10551519989,0.0,,,1,94303.10551519989,0.0,94303.10551519989,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,OKLL,OKLO,core_leveraged,0.0,87759.26140666926,0.0,,,1,87759.26140666926,0.0,87759.26140666926,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,ASMG,ASML,core_leveraged,0.0,2646.0626703487114,0.0,,,1,2646.0626703487114,0.0,2646.0626703487114,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,BMNG,BMNR,core_leveraged,0.0,158598.57698263365,0.0,,,3,158598.57698263365,0.0,158598.57698263365,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,CRCG,CRCL,core_leveraged,0.0,66503.20911187057,0.0,,,1,66503.20911187057,0.0,66503.20911187057,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,CRMG,CRM,core_leveraged,0.0,6063.989722408105,0.0,,,1,6063.989722408105,0.0,6063.989722408105,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,FIGG,FIG,core_leveraged,0.0,36301.833798138105,0.0,,,3,36301.833798138105,0.0,36301.833798138105,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,NBIG,NBIS,core_leveraged,0.0,78139.06563205225,0.0,,,3,78139.06563205225,0.0,78139.06563205225,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,NVDG,NVDA,core_leveraged,0.0,10426.929844340244,0.0,,,1,10426.929844340244,0.0,10426.929844340244,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,OKTG,OKTA,core_leveraged,0.0,3492.2766616417102,0.0,,,1,3492.2766616417102,0.0,3492.2766616417102,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,OSCG,OSCR,core_leveraged,0.0,45321.32829883547,0.0,,,1,45321.32829883547,0.0,45321.32829883547,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,PYPG,PYPL,core_leveraged,0.0,2689.9680788939913,0.0,,,1,2689.9680788939913,0.0,2689.9680788939913,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,SPOG,SPOT,core_leveraged,0.0,2533.3840551752082,0.0,,,1,2533.3840551752082,0.0,2533.3840551752082,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,TSMG,TSM,core_leveraged,0.0,8378.155463391207,0.0,,,1,8378.155463391207,0.0,8378.155463391207,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,UNHG,UNH,core_leveraged,0.0,10044.867007477767,0.0,,,1,10044.867007477767,0.0,10044.867007477767,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,XYZG,XYZ,core_leveraged,0.0,7572.639305708699,0.0,,,1,7572.639305708699,0.0,7572.639305708699,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,SOLT,SOEZ,core_leveraged,0.0,70658.01426904912,0.0,,,3,70658.01426904912,0.0,70658.01426904912,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,AAPB,AAPL,core_leveraged,0.0,3352.913577830953,0.0,,,1,3352.913577830953,0.0,3352.913577830953,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,BABX,BABA,core_leveraged,0.0,9500.263671577603,0.0,,,1,9500.263671577603,0.0,9500.263671577603,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,CONL,COIN,core_leveraged,0.0,40529.73367719732,0.0,,,1,40529.73367719732,0.0,40529.73367719732,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,DLLL,DELL,core_leveraged,0.0,2830.8851802156887,0.0,,,1,2830.8851802156887,0.0,2830.8851802156887,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,INTW,INTC,core_leveraged,0.0,27172.881347367962,0.0,,,1,27172.881347367962,0.0,27172.881347367962,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,ISUL,ISRG,core_leveraged,0.0,4051.263819864482,0.0,,,1,4051.263819864482,0.0,4051.263819864482,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,FBL,META,core_leveraged,0.0,5180.0097021186575,0.0,,,1,5180.0097021186575,0.0,5180.0097021186575,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,MVLL,MRVL,core_leveraged,0.0,13231.303332940191,0.0,,,1,13231.303332940191,0.0,13231.303332940191,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,PTIR,PLTR,core_leveraged,0.0,27004.037197783655,0.0,,,1,27004.037197783655,0.0,27004.037197783655,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,RDTL,RDDT,core_leveraged,0.0,24612.317411313263,0.0,,,1,24612.317411313263,0.0,24612.317411313263,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,SMCL,SMCI,core_leveraged,0.0,55963.71475899304,0.0,,,3,55963.71475899304,0.0,55963.71475899304,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,UBRL,UBER,core_leveraged,0.0,6920.712553997318,0.0,,,1,6920.712553997318,0.0,6920.712553997318,entry_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,CRMU,CRML,core_leveraged,171066.81943672913,0.0,171066.81943672913,,,1,171066.81943672913,0.0,171066.81943672913,drop_confirmation,confirmation,,,,,,,,,,
2026-03-05,2026-03-04,RDWU,RDW,core_leveraged,230116.18326185877,0.0,230116.18326185877,,,1,230116.18326185877,0.0,230116.18326185877,drop_confirmation,confirmation,,,,,,,,,,
