symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17124.114784682402,17124.114784682402,1
DUST,flow_program,13699.9770624,13699.9770624,1
FAZ,flow_program,11206.429591999999,11206.429591999999,1
ZSL,flow_program,10097.664361199999,10097.664361199999,1
SDS,flow_program,10002.92782839,10002.92782839,1
LABD,flow_program,9708.680905000001,9708.680905000001,1
TSLQ,flow_program,7613.308333400001,7613.308333400001,1
SQQQ,flow_program,7245.9292698,7245.9292698,1
NVDQ,flow_program,5777.4344823,5777.4344823,1
EWV,flow_program,2785.37778442,2785.37778442,1
SOXS,flow_program,1650.6959638399999,1650.6959638399999,1
TSYY,flow_program,-69.2905932,69.2905932,1
NVYY,flow_program,-88.63515928410001,88.63515928410001,1
TQQY,flow_program,-448.94461989999996,448.94461989999996,1
