underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
SMCI,"SMCI, SMCL, SMCX, SMYY",13754.913908319999,83361.24609168,4
ASTS,"ASTN, ASTS, ASTX",11285.395762020002,52253.48004306001,3
CRML,"CRML, CRMU, CRMX",8232.853710955005,174268.906289045,3
CRCL,"CCUP, CRCA, CRCD, CRCG, CRCL",7961.614272359999,64126.84859876,5
QBTS,"QBTS, QBTX, QBTZ, QBY",6787.01896044,66237.29236392,4
FLY,"FLY, FLYT",6480.522809999999,56212.757190000004,2
RKLB,"RKLB, RKLX, RKLZ",5675.868525849999,16553.12880175,3
MSTR,"MSTP, MSTR, MSTU, MSTX, MSTZ, MTYY",4764.526278189995,95410.82864661,6
LUNR,"LUNL, LUNR",4704.639808600001,39680.320191399995,2
IONQ,"IONL, IONQ, IONX, IOYY, QPUX",4635.974395969998,100847.60560403,5
AMD,"AMD, AMDG, AMDL, AMUU, AMYY",3695.740517000002,72257.059483,5
COIN,"COIA, COIG, COIN, CONI, CONL, CONX, COYY",3411.3878257363976,109850.5742922176,7
HOOD,"HODU, HOOD, HOOG, HOOX, HOYY, ROBN",3321.4904619349927,72569.109538065,6
BE,"BE, BEG, BEX, BEZ",3196.904010424998,68093.860405575,4
ONDS,"ONDG, ONDL, ONDS",3068.6978889599977,51544.742111039996,3
MARA,"MAAY, MARA, MRAL",2812.0160568600036,41078.22394314,3
EOSE,"EOSE, EOSU",2697.5175039999995,56178.482496,2
BABA,"BABA, BABU, BABX, BBYY",2230.9308556979995,59593.129144302,4
BMNR,"BMNG, BMNR, BMNU",2150.916310059998,39963.88368994,3
RDW,"RDW, RDWU",2062.6042486900005,12870.635751310001,2
ETHA,"ETHA, ETHT, ETHU, ETU",1854.93384461,22534.74615539,4
RIOT,"RIOT, RIOX, RTYY",1632.4458777900036,66386.55412221,3
RCAT,"RCAT, RCAX",1624.7179939199923,103951.52200607999,2
RGTI,"RGTI, RGTU, RGTX",1601.5929467200003,22637.97705328,3
META,"FBL, FBYY, META, METU",1547.3093185979965,65734.530681402,4
TSUI,"TSUI, TXXS",1538.0111535728001,17282.5936464272,2
CVNA,CVNA,1527.6,1527.6,1
XRPZ,"UXRP, XRPT, XRPZ, XXRP",1503.1229558399991,24480.037044160003,4
PL,"PL, PLU",1298.6846781200002,17333.47532188,2
BULL,"BULG, BULL",1264.5052085280004,2841.894791472,2
OKLO,"OKLL, OKLO",1159.7367959799994,29228.123204019998,2
GLXY,"GLGG, GLXU, GLXY",1061.541860909998,26630.73813909,3
SBET,"SBET, SBTU",1049.8715055000011,12124.2484945,2
GEMI,"GEMG, GEMI",1043.3489390345994,15282.8510609654,2
HIMS,"HIMS, HIMZ, HMYY",1007.995996640002,28702.80400336,3
QUBT,"QUBT, QUBX",944.8729616899982,18184.72703831,2
SVIX,"SVIX, UVIX",909.6359361000004,7851.6359361,2
IBIT,"BITU, BITX, BTCL, IBIT, XBTY",780.7605987849893,110589.23940121502,5
CRDO,"CRDO, CRDU",773.2578003199997,23261.94219968,2
SOEZ,"SOEZ, SOLT",702.1307996000005,8872.1032004,2
BLSH,"BLSG, BLSH",694.1543131600006,7679.64568684,2
FIGR,"FGRU, FIGR",615.7352426499992,12333.90475735,2
TDOG,"TDOG, TXXD",477.88391152499935,7060.772888475,2
APP,"APP, APPX",472.96214762,10943.637852380001,2
