underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAOI,AAOI,spot,62583.799999999996,62583.799999999996,1.0,0.0,0.0
AAOI,AAOX,core_levered_etf,-63163.2237544,63163.2237544,1.0,0.0,0.0
AAPL,AAPL,spot,620.52,620.52,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-636.2206056736,636.2206056736,1.0,0.0,0.0
ACHR,ACHR,spot,4473.05,4473.05,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-4255.1070555,4255.1070555,1.0,0.0,0.0
ADBE,ADBE,spot,1281.2,1281.2,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1378.4250765999998,1378.4250765999998,1.0,0.0,0.0
AFRM,AFRM,spot,2253.18,2253.18,1.0,0.0,0.0
AFRM,AFRU,core_levered_etf,-2059.0257382299997,2059.0257382299997,1.0,0.0,0.0
ALAB,ALAB,spot,15632.220000000001,15632.220000000001,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-15932.498411839999,15932.498411839999,1.0,0.0,0.0
ALB,ALB,spot,1178.38,1178.38,1.0,0.0,0.0
ALB,ALBG,core_levered_etf,-1268.011590976,1268.011590976,1.0,0.0,0.0
AMD,AMD,spot,37976.4,37976.4,0.34806989213116574,0.6519301078688342,0.0
AMD,AMDG,core_levered_etf,-3105.3004588800004,3105.3004588800004,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-3197.28180096,3197.28180096,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-3220.016184,3220.016184,1.0,0.0,0.0
AMD,AMYY,yieldboost_etf,-24757.958548469996,24757.958548469996,0.0,1.0,0.0
AMZN,AMZN,spot,1000.08,1000.08,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-74.99792538,74.99792538,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-757.13977416,757.13977416,1.0,0.0,0.0
ANET,ANET,spot,1743.7,1743.7,1.0,0.0,0.0
ANET,ANEL,core_levered_etf,-2117.7515015999998,2117.7515015999998,1.0,0.0,0.0
APH,APH,spot,442.86,442.86,1.0,0.0,0.0
APH,APHU,core_levered_etf,-670.9814694,670.9814694,1.0,0.0,0.0
APP,APP,spot,5708.3,5708.3,1.0,0.0,0.0
APP,APPX,core_levered_etf,-5235.33785238,5235.33785238,1.0,0.0,0.0
ARKK,ARKK,spot,1641.36,1641.36,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-1638.40946544,1638.40946544,1.0,0.0,0.0
ARM,ARM,spot,4941.96,4941.96,1.0,0.0,0.0
ARM,ARMG,core_levered_etf,-6113.60181432,6113.60181432,1.0,0.0,0.0
ASML,ASML,spot,1726.36,1726.36,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-1816.51855878,1816.51855878,1.0,0.0,0.0
ASTS,ASTN,inverse_b4_etf,21211.897902540004,21211.897902540004,0.0,0.0,1.0
ASTS,ASTS,spot_b4_structural,10557.54,10557.54,2.0,0.0,-1.0
ASTS,ASTX,core_levered_etf,-20484.042140520003,20484.042140520003,1.0,0.0,0.0
AVAV,AVAV,spot,4403.81,4403.81,1.0,0.0,0.0
AVAV,AVXX,core_levered_etf,-4082.8174552,4082.8174552,1.0,0.0,0.0
AVGO,AVGO,spot,3354.61,3354.61,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-1655.0062111000002,1655.0062111000002,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-2222.65617768,2222.65617768,1.0,0.0,0.0
BA,BA,spot,1474.0600000000002,1474.0600000000002,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-647.3954041799999,647.3954041799999,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-721.1957068800001,721.1957068800001,1.0,0.0,0.0
BABA,BABA,spot,30912.03,30912.03,0.14139441660738544,0.8586055833926146,0.0
BABA,BABU,core_levered_etf,-536.632392312,536.632392312,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-1603.1727369899997,1603.1727369899997,1.0,0.0,0.0
BABA,BBYY,yieldboost_etf,-26541.241552000003,26541.241552000003,0.0,1.0,0.0
BBAI,BBAI,spot,8032.29,8032.29,1.0,0.0,0.0
BBAI,BAIG,core_levered_etf,-8417.4397296,8417.4397296,1.0,0.0,0.0
BE,BEZ,inverse_b4_etf,18118.862208,18118.862208,0.0,0.0,1.0
BE,BE,spot_b4_structural,17526.52,17526.52,2.0,0.0,-1.0
BE,BEG,core_levered_etf,-10170.581630600002,10170.581630600002,1.0,0.0,0.0
BE,BEX,core_levered_etf,-22277.896566975,22277.896566975,1.0,0.0,0.0
BIDU,BIDU,spot,530.72,530.72,1.0,0.0,0.0
BIDU,BIDG,core_levered_etf,-567.70353612,567.70353612,1.0,0.0,0.0
BLSH,BLSH,spot,4186.900000000001,4186.900000000001,1.0,0.0,0.0
BLSH,BLSG,core_levered_etf,-3492.74568684,3492.74568684,1.0,0.0,0.0
BMNR,BMNR,spot,21057.399999999998,21057.399999999998,1.0,0.0,0.0
BMNR,BMNG,core_levered_etf,-8375.358462240001,8375.358462240001,1.0,0.0,0.0
BMNR,BMNU,core_levered_etf,-10531.125227699999,10531.125227699999,1.0,0.0,0.0
BULL,BULL,spot,2053.2000000000003,2053.2000000000003,1.0,0.0,0.0
BULL,BULG,core_levered_etf,-788.694791472,788.694791472,1.0,0.0,0.0
CEG,CEG,spot,1336.2,1336.2,1.0,0.0,0.0
CEG,CEGX,core_levered_etf,-1399.72542507,1399.72542507,1.0,0.0,0.0
CIFR,CIFR,spot,16531.2,16531.2,1.0,0.0,0.0
CIFR,CIFU,core_levered_etf,-5704.562085200001,5704.562085200001,1.0,0.0,0.0
CIFR,CIFG,core_levered_etf,-11174.73069375,11174.73069375,1.0,0.0,0.0
CLS,CLS,spot,8704.66,8704.66,1.0,0.0,0.0
CLS,CSEX,core_levered_etf,-10602.409755600002,10602.409755600002,1.0,0.0,0.0
CLSK,CLSK,spot,13577.31,13577.31,1.0,0.0,0.0
CLSK,CLSX,core_levered_etf,-20373.155712000003,20373.155712000003,1.0,0.0,0.0
CMG,CMG,spot,546.06,546.06,1.0,0.0,0.0
CMG,CMGG,core_levered_etf,-638.3539350095,638.3539350095,1.0,0.0,0.0
CNC,CNC,spot,3096.6,3096.6,1.0,0.0,0.0
CNC,CNCG,core_levered_etf,-3198.799058983,3198.799058983,1.0,0.0,0.0
COHR,COHR,spot,4174.3,4174.3,1.0,0.0,0.0
COHR,COHX,core_levered_etf,-4546.06034256,4546.06034256,1.0,0.0,0.0
COIN,COIN,spot_b4_structural,55984.46,55984.46,0.17127248286206978,0.8402757406802669,-0.01154822354233657
COIN,CONI,inverse_b4_etf,646.5210589769999,646.5210589769999,0.0,0.0,1.0
COIN,COIG,core_levered_etf,-1885.52833992,1885.52833992,1.0,0.0,0.0
COIN,COIA,core_levered_etf,-2197.1940281856005,2197.1940281856005,1.0,0.0,0.0
COIN,CONX,core_levered_etf,-2237.8895206350003,2237.8895206350003,1.0,0.0,0.0
COIN,CONL,core_levered_etf,-2690.4191877,2690.4191877,1.0,0.0,0.0
COIN,COYY,yieldboost_etf,-44208.799250879994,44208.799250879994,0.0,1.0,0.0
COPX,COPX,spot,1985.5,1985.5,1.0,0.0,0.0
COPX,COPZ,core_levered_etf,-2131.97926932,2131.97926932,1.0,0.0,0.0
CORZ,CORZ,spot,4223.78,4223.78,1.0,0.0,0.0
CORZ,COZX,core_levered_etf,-4411.150713572,4411.150713572,1.0,0.0,0.0
CRCL,CRCL,spot_b4_structural,27850.17,27850.17,1.2942194405118532,0.0,-0.2942194405118533
CRCL,CRCD,inverse_b4_etf,8194.061435560001,8194.061435560001,0.0,0.0,1.0
