ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,borrow_annual,strategy_tag,long_usd,short_usd,sleeve
NVDU,NVDA,1.987424,500,ols,0.048906,25000,0.048906,False,False,124.01000213623048,0.048906,1.0,False,True,False,False,False,False,False,False,False,0.694251,0.3457,0.348175,0.118949,0.3457,0.296794,0.296794,0.496856,0.5962272,0.5,0.5962272,0.048906,ETF_LS,3808.7907249985465,-1916.445974788745,core_leveraged
ORCU,ORCL,2.004471,100,ols,0.134764,200000,0.134764,False,False,13.75,0.134764,1.0,False,True,False,False,False,False,False,False,False,1.149518,0.406634,0.615885,0.381862,0.391692,0.27187,0.256928,0.50111775,0.6013413,0.50111775,0.6013413,0.134764,ETF_LS,855.3368015150139,-426.7144805362681,core_leveraged
PALU,PANW,2.005023,264,ols,0.047733,200,0.047733,False,False,13.423999786376951,0.047733,1.0,False,True,False,False,False,False,False,True,False,0.69568,0.250842,0.346992,0.121312,0.250842,0.203109,0.203109,0.50125575,0.6015069,0.50125575,0.6015069,0.047733,ETF_LS,2452.1161311465953,-1222.986534890919,core_leveraged
PLTU,PLTR,1.991949,335,ols,0.058516,250000,0.058516,False,False,41.470001220703125,0.058516,1.0,False,True,False,False,False,False,False,False,False,1.071843,0.502385,0.536934,0.284826,0.502385,0.4438689999999999,0.4438689999999999,0.49798725,0.5975847,0.5,0.5975847,0.058516,ETF_LS,5706.90576744927,-2864.985884402296,core_leveraged
QCMU,QCOM,2.002157,203,ols,0.056533,10000,0.056533,False,False,15.729999542236328,0.056533,1.0,False,True,False,False,False,False,False,False,False,0.636212,0.220605,0.322704,0.104475,0.198024,0.164072,0.141491,0.50053925,0.6006471,0.50053925,0.6006471,0.056533,ETF_LS,1276.7452329841403,-637.6848733561555,core_leveraged
SHPU,SHOP,2.010858,174,ols,0.0919469999999999,15000,0.0919469999999999,False,False,15.56999969482422,0.0919469999999999,1.0,False,True,False,False,False,False,False,False,False,1.033502,0.352092,0.550429,0.307924,0.338421,0.260145,0.246474,0.5027145,0.6032573999999999,0.5027145,0.6032573999999999,0.0919469999999999,ETF_LS,1784.058085311801,-887.212366716994,core_leveraged
SOFA,SOFI,1.984781,44,ols,0.047471,7000,0.047471,False,False,18.90999984741211,0.047471,1.0,False,True,False,False,False,False,False,False,False,0.903973,0.307915,0.536988,0.281807,0.286366,0.260444,0.238895,0.49619525,0.5954343,0.5,0.5954343,0.047471,ETF_LS,2991.421730788905,-1507.179749699793,core_leveraged
TSLL,TSLA,1.993937,500,ols,0.06283,2300000,0.06283,False,False,13.06999969482422,0.06283,1.0,False,True,False,False,False,False,False,False,False,0.977998,0.497455,0.490866,0.238763,0.497455,0.434625,0.434625,0.49848425,0.5981811,0.5,0.5981811,0.06283,ETF_LS,5441.041537584782,-2728.793105090473,core_leveraged
TSMX,TSM,1.995992,383,ols,0.221447,550000,0.221447,False,False,65.16999816894531,0.221447,1.0,False,True,False,False,False,False,False,False,False,0.705141,0.279857,0.350988,0.122453,0.279857,0.05841,0.05841,0.498998,0.5987975999999999,0.5,0.5987975999999999,0.221447,ETF_LS,854.129150733414,-427.92213131786804,core_leveraged
XOMX,XOM,1.989373,246,ols,0.053768,15000,0.053768,False,False,44.23500061035156,0.053768,1.0,False,True,False,False,False,False,False,False,False,0.457947,0.150898,0.229991,0.052056,0.148545,0.09713,0.094777,0.49734325,0.5968119,0.5,0.5968119,0.053768,ETF_LS,853.1816555271641,-428.869626524118,core_leveraged
YINN,FXI,2.973707,500,ols,0.014384,1000000,0.014384,False,False,36.34000015258789,0.014384,1.0,False,True,False,False,False,False,False,False,False,0.590695,0.370326,0.20083,0.118361,0.370326,0.355942,0.355942,0.74342675,0.8921121,0.74342675,0.8921121,0.014384,ETF_LS,5428.907404935927,-1825.6362866065574,core_leveraged
MEXX,EWW,2.956611,500,ols,0.065187,10000,0.065187,False,False,33.27899932861328,0.065187,1.0,False,True,False,False,False,False,False,False,False,0.636658,0.297729,0.214373,0.132926,0.297729,0.232542,0.232542,0.73915275,0.8869833,0.73915275,0.8869833,0.065187,ETF_LS,2355.725510482078,-796.7654556118738,core_leveraged
KORU,EWY,2.933244,500,ols,0.0380799999999999,200000,0.0380799999999999,False,False,469.0,0.0380799999999999,1.0,False,True,False,False,False,False,False,False,False,1.061003,0.388196,0.360845,0.369187,0.388196,0.350116,0.350116,0.733311,0.8799732,0.733311,0.8799732,0.0380799999999999,ETF_LS,4711.271498505346,-1606.164198581961,core_leveraged
LABU,XBI,2.986887,500,ols,0.273683,2000,0.273683,False,False,196.67999267578125,0.273683,1.0,False,True,False,False,False,False,False,False,False,0.774491,0.322541,0.259136,0.199259,0.322541,0.048858,0.048858,0.74672175,0.8960661,0.74672175,0.8960661,0.273683,ETF_LS,960.4842845288335,-321.5669975224485,core_leveraged
SOXL,SOXX,2.963598,500,ols,0.0151499999999999,2200000,0.0151499999999999,False,False,88.37000274658203,0.0151499999999999,1.0,False,True,False,False,False,False,False,False,False,0.973173,0.545974,0.325417,0.308122,0.545974,0.530824,0.530824,0.7408995,0.8890794000000001,0.7408995,0.8890794000000001,0.0151499999999999,ETF_LS,7801.9781033002555,-2632.6033771450298,core_leveraged
CHAU,ASHR,1.96681,500,ols,0.034922,3000,0.034922,False,False,22.549999237060547,0.034922,1.0,False,True,False,False,False,False,False,False,False,0.32414,0.11725,0.164502,0.025729,0.11725,0.0823279999999999,0.0823279999999999,0.4917025,0.590043,0.5,0.590043,0.034922,ETF_LS,1035.6881431056943,-526.5827116527241,core_leveraged
CWEB,KWEB,1.987903,500,ols,0.01241,1000000,0.01241,False,False,29.84000015258789,0.01241,1.0,False,True,False,False,False,False,False,False,False,0.528446,0.188646,0.26431,0.068597,0.188646,0.176236,0.176236,0.49697575,0.5963708999999999,0.5,0.5963708999999999,0.01241,ETF_LS,3102.1743091946237,-1560.5259960846297,core_leveraged
NUGT,GDX,1.976445,500,ols,0.016624,200000,0.016624,False,False,211.25,0.016624,1.0,False,True,False,False,False,False,False,False,False,0.878647,0.212482,0.443479,0.189779,0.212482,0.195858,0.195858,0.49411125,0.5929335,0.5,0.5929335,0.016624,ETF_LS,3269.103810320161,-1654.0322702226274,core_leveraged
JNUG,GDXJ,1.975478,500,ols,0.037175,75000,0.037175,False,False,229.3999938964844,0.037175,1.0,False,True,False,False,False,False,False,False,False,0.972903,0.254603,0.488528,0.229953,0.254603,0.217428,0.217428,0.4938695,0.5926434,0.5,0.5926434,0.037175,ETF_LS,2978.720825920545,-1507.8481389924589,core_leveraged
GUSH,XOP,2.010049,500,ols,0.031332,350000,0.031332,False,False,37.310001373291016,0.031332,1.0,False,True,False,False,False,False,False,False,False,0.538047,0.149594,0.268393,0.073124,0.149594,0.118262,0.118262,0.50251225,0.6030147,0.50251225,0.6030147,0.031332,ETF_LS,1680.4836201400185,-836.0411214552573,core_leveraged
URAA,URA,1.927294,452,ols,0.028331,40000,0.028331,False,False,43.52999877929688,0.028331,1.0,False,True,False,False,False,False,False,False,False,0.916877,0.38846,0.480501,0.206312,0.38846,0.360129,0.360129,0.4818235,0.5781882,0.5,0.5781882,0.028331,ETF_LS,5374.575046897527,-2788.6638192707114,core_leveraged
TQQQ,QQQ,2.971148,500,ols,0.007509,0,0.007509,False,False,56.43000030517578,0.007509,1.0,False,True,False,False,False,False,False,True,False,0.5087,0.239684,0.170422,0.085048,0.239684,0.232175,0.232175,0.742787,0.8913443999999999,0.742787,0.8913443999999999,0.007509,ETF_LS,3926.402926881965,-1321.510381469373,core_leveraged
SPXL,SPY,2.882915,500,ols,0.029519,75000,0.029519,False,False,230.6199951171875,0.029519,1.0,False,True,False,False,False,False,False,False,False,0.396095,0.170095,0.132549,0.047685,0.170095,0.1405759999999999,0.1405759999999999,0.72072875,0.8648745,0.72072875,0.8648745,0.029519,ETF_LS,2074.2642996286945,-719.502413227131,core_leveraged
URTY,IWM,3.000313,500,ols,0.059149,200000,0.059149,False,False,65.9800033569336,0.059149,1.0,False,True,False,False,False,False,False,False,False,0.586056,0.25457,0.195588,0.114794,0.25457,0.195421,0.195421,0.75007825,0.9000938999999999,0.75007825,0.9000938999999999,0.059149,ETF_LS,2012.7968975518754,-670.862305883378,core_leveraged
MSTU,MSTR,1.966392,394,ols,0.212188,1000000,0.212188,False,False,5.900000095367432,0.212188,1.0,False,True,False,False,False,False,False,False,False,1.318968,1.068164,0.668387,0.424472,1.068164,0.8559759999999998,0.8559759999999998,0.491598,0.5899175999999999,0.5,0.5899175999999999,0.212188,ETF_LS,7272.503213611984,-3698.399512209155,core_leveraged
NVDX,NVDA,1.997904,500,ols,,0,,False,True,17.829999923706055,,1.0,False,False,False,False,False,False,False,True,False,0.698059,0.403646,0.348175,0.120845,0.403646,0.403646,0.403646,0.499476,1.0,0.5,1.0,,ETF_LS,6845.3583481862515,-3426.269904953517,core_leveraged
TSLT,TSLA,1.993068,500,ols,0.077708,90000,0.077708,False,False,18.270000457763672,0.077708,1.0,False,True,False,False,False,False,False,False,False,0.978447,0.531937,0.490866,0.23845,0.531937,0.454229,0.454229,0.498267,0.5979204,0.5,0.5979204,0.077708,ETF_LS,5290.511310581936,-2654.4559997862275,core_leveraged
BTCL,IBIT,2.006542,443,ols,0.0405009999999999,20000,0.0405009999999999,False,False,18.690000534057617,0.0405009999999999,1.0,False,True,False,False,False,False,False,False,False,0.869571,0.424637,0.434859,0.190962,0.424637,0.384136,0.384136,0.5016355,0.6019626,0.5016355,0.6019626,0.0405009999999999,ETF_LS,5351.538706574017,-2667.045447627818,core_leveraged
ETU,ETHA,1.989575,368,ols,0.032291,35000,0.032291,False,False,7.420000076293945,0.032291,1.0,False,True,False,False,False,False,False,False,False,1.44738,0.732191,0.726687,0.519845,0.732191,0.6999000000000001,0.6999000000000001,0.49739375,0.5968725,0.5,0.5968725,0.032291,ETF_LS,10289.207215583918,-5171.56036620078,core_leveraged
CCUP,CRCL,1.985675,171,ols,0.221798,300000,0.221798,False,False,5.650000095367432,0.221798,1.0,False,True,False,False,False,False,False,False,False,1.945254,1.007162,1.180459,1.363684,1.121758,0.785364,0.8999600000000001,0.49641875,0.5957025,0.5,0.5957025,0.221798,ETF_LS,7632.949384592673,-3844.0073952649213,core_leveraged
CRWU,CRWV,1.989184,181,ols,0.190737,100000,0.190737,False,False,10.199999809265137,0.190737,1.0,False,True,False,False,False,False,False,False,False,1.957247,1.110752,1.080588,1.148794,1.12147,0.920015,0.930733,0.497296,0.5967552,0.5,0.5967552,0.190737,ETF_LS,9011.23382802507,-4530.115780151595,core_leveraged
AAPX,AAPL,1.992637,500,ols,0.142122,7000,0.142122,False,False,27.32999992370605,0.142122,1.0,False,True,False,False,False,False,False,False,False,0.478064,0.189113,0.237668,0.055864,0.189113,0.046991,0.046991,0.49815925,0.5977911,0.5,0.5977911,0.142122,ETF_LS,853.6494137153355,-428.4018683359465,core_leveraged
GOOX,GOOGL,1.978141,500,ols,0.01508,90000,0.01508,False,False,74.72000122070312,0.01508,1.0,False,True,False,False,False,False,False,False,False,0.564743,0.206717,0.287357,0.079886,0.206717,0.191637,0.191637,0.49453525,0.5934423,0.5,0.5934423,0.01508,ETF_LS,3252.164997835713,-1644.0511560276611,core_leveraged
MSFX,MSFT,2.007099,500,ols,0.081857,65000,0.081857,False,False,19.450000762939453,0.081857,1.0,False,True,False,False,False,False,False,False,False,0.498012,0.188852,0.247077,0.061699,0.188852,0.1069949999999999,0.1069949999999999,0.50177475,0.6021297,0.50177475,0.6021297,0.081857,ETF_LS,855.7097209482781,-426.34156110300387,core_leveraged
NFLU,NFLX,1.991055,387,ols,0.045052,5000,0.045052,False,False,39.84700012207031,0.045052,1.0,False,True,False,False,False,False,False,False,False,0.653493,0.231417,0.325262,0.10438,0.231417,0.186365,0.186365,0.49776375,0.5973165,0.5,0.5973165,0.045052,ETF_LS,2282.9536010957586,-1146.6049913717898,core_leveraged
ROBN,HOOD,2.011998,302,ols,0.10135,350000,0.10135,False,False,26.170000076293945,0.10135,1.0,False,True,False,False,False,False,False,False,False,1.342068,0.750811,0.667909,0.454163,0.750811,0.6494610000000001,0.6494610000000001,0.5029995,0.6035994,0.5029995,0.6035994,0.10135,ETF_LS,7479.487083011931,-3717.4426033285968,core_leveraged
DJTU,DJT,2.005082,281,ols,0.290079,150000,0.3241106214323123,False,False,1.7899999618530271,0.290079,1.11731845956554,False,True,False,False,False,False,False,False,False,1.379987,0.81801,0.68809,0.477083,0.81801,0.4938993785676877,0.4938993785676877,0.5012705,0.6015246,0.5012705,0.6015246,0.3241106214323123,ETF_LS,855.4235620585223,-426.6277199927596,core_leveraged
RBLU,RBLX,2.018974,281,ols,0.116553,15000,0.116553,False,False,13.31999969482422,0.116553,1.0,False,True,False,False,False,False,False,False,False,1.095486,0.496702,0.543085,0.303389,0.496702,0.3801489999999999,0.3801489999999999,0.5047435,0.6056922,0.5047435,0.6056922,0.116553,ETF_LS,3035.9804764730575,-1503.724404808114,core_leveraged
SNOU,SNOW,2.000485,245,ols,,0,,False,True,15.359999656677246,,1.0,False,False,False,False,False,False,False,True,False,1.043701,0.381442,0.522364,0.273063,0.378431,0.381442,0.378431,0.50012125,1.0,0.50012125,1.0,,ETF_LS,6470.274765560194,-3234.3530521649473,core_leveraged
SMUP,SMR,1.981297,181,ols,0.147728,60000,0.147728,False,False,11.050000190734863,0.147728,1.0,False,True,False,False,False,False,False,False,False,2.00674,1.218871,1.042792,1.057098,1.173292,1.071143,1.025564,0.49532425,0.5943891,0.5,0.5943891,0.147728,ETF_LS,11703.339761767338,-5906.9083341706655,core_leveraged
GLXU,GLXY,2.010244,172,ols,0.10534,1000,0.10534,False,False,8.680000305175781,0.10534,1.0,False,True,False,False,False,False,False,False,False,1.830829,1.043142,0.892258,0.808399,0.96862,0.937802,0.86328,0.502561,0.6030732,0.502561,0.6030732,0.10534,ETF_LS,10532.150869864243,-5239.240047409291,core_leveraged
AFRU,AFRM,1.957877,146,ols,0.174399,1000,0.174399,False,False,8.069999694824219,0.174399,1.0,False,True,False,False,False,False,False,False,False,1.229304,0.618245,0.641763,0.386202,0.52064,0.443846,0.3462409999999999,0.48946925,0.5873631,0.5,0.5873631,0.174399,ETF_LS,848.614975520861,-433.43630653042095,core_leveraged
KTUP,KTOS,2.029297,146,ols,0.230498,9000,0.230498,False,False,16.90999984741211,0.230498,1.0,False,True,False,False,False,False,False,False,False,1.556301,0.781597,0.673512,0.473748,0.652105,0.551099,0.421607,0.50732425,0.6087891,0.50732425,0.6087891,0.230498,ETF_LS,858.8338550207591,-423.21742703052286,core_leveraged
TTDU,TTD,1.997652,145,ols,0.131723,35000,0.131723,False,False,4.809999942779541,0.131723,1.0,False,True,False,False,False,False,False,False,False,1.029366,0.513825,0.656674,0.429703,0.478107,0.3821019999999999,0.346384,0.499413,0.5992955999999999,0.5,0.5992955999999999,0.131723,ETF_LS,2085.366457771711,-1043.9087777909822,core_leveraged
BMNU,BMNR,1.949722,138,ols,0.278771,55000,0.278771,False,False,2.220000028610229,0.278771,1.0,False,True,False,False,False,False,False,False,False,2.010531,1.573228,1.036888,0.995412,1.311835,1.294457,1.033064,0.4874305,0.5849166,0.5,0.5849166,0.278771,ETF_LS,7933.4270370446175,-4069.0042154956545,core_leveraged
SBTU,SBET,2.02252,121,ols,0.0926999999999999,55000,0.0926999999999999,False,False,4.449999809265137,0.0926999999999999,1.0,False,True,False,False,False,False,False,False,False,1.717443,0.841749,0.84916,0.745613,0.791774,0.749049,0.699074,0.50563,0.606756,0.50563,0.606756,0.0926999999999999,ETF_LS,8466.23914956375,-4185.985379409721,core_leveraged
CIFU,CIFR,1.990025,98,ols,0.384407,9000,0.384407,False,False,20.799999237060547,0.384407,1.0,False,False,True,False,False,True,True,False,False,2.059836,1.312642,1.079276,1.147466,1.211701,0.928235,0.827294,0.49750625,0.5970074999999999,0.5,0.5970074999999999,0.384407,ETF_LS,0.0,0.0,
SOLX,GSOL,1.972391,91,ols,,0,,False,True,10.347000122070312,,1.0,False,False,False,False,False,False,False,True,False,1.498398,0.748792,0.859634,0.708649,0.723145,0.748792,0.723145,0.49309775,1.0,0.5,1.0,,ETF_LS,11606.510328786659,-5884.487573096136,core_leveraged
XRPK,XRPZ,1.956642,91,ols,,0,,False,True,9.258000373840332,,1.0,False,False,False,False,False,False,False,True,False,1.561504,0.973384,0.792872,0.588352,0.727391,0.973384,0.727391,0.4891605,1.0,0.5,1.0,,ETF_LS,11681.484672460205,-5970.169643941102,core_leveraged
XRPT,XRPZ,2.016208,97,ols,0.089132,25000,0.089132,False,False,47.63999938964844,0.089132,1.0,False,True,False,False,False,False,False,False,False,1.567673,0.846501,0.792872,0.644012,0.721954,0.757369,0.632822,0.504052,0.6048623999999999,0.504052,0.6048623999999999,0.089132,ETF_LS,7593.299995240904,-3766.1292858876186,core_leveraged
CHNU,CHNL,2.006893,10,ols_short_history,,0,,False,True,23.63999938964844,,1.0,False,False,False,False,False,False,False,True,False,0.930544,,0.463638,0.217188,0.217188,,0.217188,0.50172325,1.0,0.50172325,1.0,,ETF_LS,4076.7928517735745,-2031.3952222532914,core_leveraged
STLU,STLR,1.812516,10,ols_short_history,,0,,False,True,19.920000076293945,,1.0,False,False,False,False,False,False,False,True,False,1.080337,,0.497619,0.182338,0.182338,,0.182338,0.453129,1.0,0.5,1.0,,ETF_LS,3573.7850276221725,-1971.7260579339286,core_leveraged
GMEU,GME,1.966043,245,ols,0.343512,9000,0.343512,False,False,12.09000015258789,0.343512,1.0,False,True,False,False,False,False,False,False,False,0.878213,0.585974,0.441689,0.185265,0.574843,0.242462,0.231331,0.49151075,0.5898129,0.5,0.5898129,0.343512,ETF_LS,849.8082963456527,-432.2429857056294,core_leveraged
APPX,APP,1.987102,244,ols,0.041382,400000,0.041382,False,False,36.560001373291016,0.041382,1.0,False,True,False,False,False,False,False,False,False,1.422458,0.657668,0.716668,0.503719,0.652781,0.616286,0.6113989999999999,0.4967755,0.5961306,0.5,0.5961306,0.041382,ETF_LS,8705.96868916597,-4381.238954601207,core_leveraged
ARCX,ACHR,1.984059,213,ols,0.105012,10000,0.105012,False,False,19.979999542236328,0.105012,1.0,False,True,False,False,False,False,False,False,False,1.439567,0.673885,0.772406,0.582421,0.65973,0.568873,0.554718,0.49601475,0.5952177,0.5,0.5952177,0.105012,ETF_LS,5974.299349371375,-3011.1500461283536,core_leveraged
ASTX,ASTS,1.989436,192,ols,0.083036,30000,0.083036,False,False,42.04999923706055,0.083036,1.0,False,True,False,False,False,False,False,False,False,2.062373,1.204211,0.98764,0.96003,1.146073,1.121175,1.063037,0.497359,0.5968308,0.5,0.5968308,0.083036,ETF_LS,14175.427020301504,-7125.349606773731,core_leveraged
BEX,BE,1.980439,104,ols,0.1152,20000,0.1152,False,False,37.52999877929688,0.1152,1.0,False,True,False,False,False,False,False,False,False,2.212783,1.227587,1.022614,1.015256,1.102885,1.112387,0.987685,0.49510975,0.5941317,0.5,0.5941317,0.1152,ETF_LS,12107.939588567839,-6113.765477536969,core_leveraged
CEGX,CEG,1.989365,192,ols,0.074507,4000,0.074507,False,False,18.100000381469727,0.074507,1.0,False,True,False,False,False,False,False,False,False,0.928322,0.306968,0.462554,0.210555,0.284013,0.232461,0.209506,0.49734125,0.5968095,0.5,0.5968095,0.074507,ETF_LS,1751.6475377064442,-880.5058587571633,core_leveraged
CLSX,CLSK,1.99946,146,ols,0.107935,95000,0.107935,False,False,14.869999885559082,0.107935,1.0,False,True,False,False,False,False,False,False,False,2.011931,1.20644,0.890686,0.792679,1.032398,1.0985049999999998,0.924463,0.499865,0.599838,0.5,0.599838,0.107935,ETF_LS,11370.2722438173,-5686.671523219919,core_leveraged
COZX,CORZ,2.036501,110,ols,0.045942,200,0.045942,False,False,14.43000030517578,0.045942,1.0,False,True,False,False,False,False,False,True,False,1.420803,0.693525,0.717872,0.543899,0.609212,0.6475829999999999,0.5632699999999999,0.50912525,0.6109503,0.50912525,0.6109503,0.045942,ETF_LS,7833.669840021086,-3846.6319633631833,core_leveraged
CRDU,CRDO,1.994505,146,ols,0.109497,150000,0.109497,False,False,40.43999862670898,0.109497,1.0,False,True,False,False,False,False,False,False,False,1.824835,1.032245,0.8186,0.664593,0.877598,0.922748,0.768101,0.49862625,0.5983514999999999,0.5,0.5983514999999999,0.109497,ETF_LS,9006.127670151312,-4515.470089145584,core_leveraged
CSEX,CLS,1.996906,104,ols,0.057016,15000,0.057016,False,False,23.979999542236328,0.057016,1.0,False,True,False,False,False,False,False,False,False,1.517514,0.645735,0.672942,0.450751,0.531221,0.588719,0.474205,0.4992265,0.5990718,0.5,0.5990718,0.057016,ETF_LS,6200.429521432086,-3105.0182239084293,core_leveraged
