underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
CRWV,software,override,1.0,letf,2.9560371998397836,computed,90771.17000079,133939.31368107
SNDK,semis,override,1.0,letf,3.9260119675601035,computed,53520.05440194002,163919.42866854
QBTS,quantum,override,1.0,letf,4.120933372060745,computed,33730.939534335,131841.293965905
NBIS,software,override,1.0,letf,3.116523136638282,computed,33050.44244014001,137916.83044782002
AXTI,semis,vendor,0.75,letf,3.789125072995785,computed,29623.46413745997,252874.13586254
IREN,crypto-equity,override,1.0,letf,3.5251292514125123,computed,27413.79663586,144011.70590106
ASTS,space,override,1.0,letf,3.1275964903685827,computed,21092.50275141,95450.45664333002
AAOI,software,vendor,0.75,letf,4.036649407215755,computed,19491.02758683999,207039.89241316
LITE,semis,override,1.0,letf,2.724716723402788,computed,15202.780022199991,151070.5934266
RKLB,space,override,1.0,letf,3.291945060230445,computed,12169.579565340002,62051.38500906
SPY,broad,override,1.0,letf,1.0,computed,10675.28033854,13855.62732674
CRML,metals,override,1.0,letf,3.7775641300634892,computed,10121.715141279998,98179.08485872
XLF,other,default,0.1,income_yieldboost,0.6746085825768956,computed,8352.5159,8352.5159
POET,semis,vendor,0.75,letf,4.200969038246995,computed,8149.763521569992,117613.25647843
NVDA,semis,override,1.0,letf,1.791861456449475,computed,6118.356764449999,10309.58018523
BE,clean,override,1.0,letf,4.019097092966345,computed,5246.932988759101,57951.3070112409
NVTS,semis,override,1.0,letf,4.272560338570164,computed,4699.954242119999,48818.24575788001
SPCX,industrials,vendor,0.75,letf,4.5820325777305735,computed,3882.250000000001,6114.07
EWJ,other,default,0.1,inverse,1.1615642451804422,computed,3380.4666225,3380.4666225
COHR,semis,override,1.0,letf,3.093619157727639,computed,3083.097573300004,37446.5024267
SVIX,other,default,0.1,volatility_etp,3.6729065774725775,computed,2749.9975064899954,42152.43750649
AMD,semis,override,1.0,letf,2.884790799259512,computed,2740.057324987201,24430.3318750128
FLY,evtol,override,1.0,letf,3.1095764040281897,computed,2716.9250441799995,37326.13495582
CRCL,software,override,1.0,letf,3.1689468075806984,computed,2527.3413470099995,52491.25865299
ONDS,drones,override,1.0,letf,3.5617134731618894,computed,2457.4268314500005,34761.17316855
GLXY,crypto-equity,override,1.0,letf,4.007269084436546,computed,2380.101723442398,31276.1782765576
WULF,crypto-equity,override,1.0,letf,3.258859939078608,computed,1992.45716154,18383.06283846
CIFR,crypto-equity,override,1.0,letf,4.159119345531933,computed,1956.2185733135996,13847.7814266864
RGTI,quantum,override,1.0,letf,3.8017364135334883,computed,1880.35574006,24138.48425994
COIN,crypto-equity,override,1.0,letf,3.2022024296955967,computed,1840.1767060850036,90031.596111115
RCAT,drones,override,1.0,letf,3.4209458550412677,computed,1831.2288724340976,27521.6511275659
CRDO,semis,override,1.0,letf,3.045711471808649,computed,1719.7305000000017,14900.0295
ALAB,semis,override,1.0,letf,3.291343688233512,computed,1701.0754073200003,13479.92459268
XNDU,software,vendor,0.75,letf,4.999685768679002,computed,1659.2218470000007,37441.638153
EWY,intl,override,1.0,letf,2.595726617518874,computed,1627.0722915999986,16902.4877084
NVO,healthcare,override,1.0,letf,1.388775009538146,computed,1509.6,1509.6
AMPX,industrials,vendor,0.75,letf,3.4326860102162144,computed,1502.4111727000018,23653.7488273
PL,space,override,1.0,letf,2.607056917553911,computed,1477.2736324224006,16858.2463675776
CLS,semis,override,1.0,letf,3.057452818846951,computed,1452.5917724799992,17833.16822752
SMCI,semis,override,1.0,letf,3.6746002687213046,computed,1385.8273224199984,56694.532677580006
TSM,semis,override,1.0,letf,2.077180986157537,computed,1341.0128133807998,40149.0633386192
BBAI,software,override,1.0,letf,3.1681985831412782,computed,1324.786420559999,14352.01357944
USAR,industrials,override,1.0,letf,3.0329699708844555,computed,1293.7185077660006,13949.381492234
HUT,crypto-equity,override,1.0,letf,4.742663552719157,computed,1282.4927430408006,20116.8072569592
IBIT,crypto,override,1.0,letf,1.839998715531094,computed,1273.834451065006,56013.765548935
IONQ,quantum,override,1.0,letf,3.354907254829178,computed,1224.9709342299989,64370.10906577
OKLO,nuclear,override,1.0,letf,3.9558183488383203,computed,1164.3500667999997,16759.6099332
AMAT,semis,vendor,0.75,letf,2.3926116588687294,computed,1131.8035109499997,15817.31648905
BABA,china,override,1.0,letf,1.2750685159685997,computed,1067.1323213600008,35071.91664064
HOOD,fintech,override,1.0,letf,3.1160714844036215,computed,1026.8563203339993,14766.823679665998
KEEL,industrials,override,1.0,letf,4.119483136289245,computed,971.1820822267,14473.3179177733
QUBT,quantum,override,1.0,letf,3.6723794829956464,computed,970.2262901599988,21774.57370984
STX,software,vendor,0.75,letf,2.3030577699499504,computed,961.8353426899998,11640.72465731
GLW,semis,override,1.0,letf,2.4432302024099632,computed,952.2376570000006,8637.323905000001
SOXX,semis,override,1.0,letf,2.373539453132134,computed,939.94083672,7420.29025928
OPEN,consumer,override,1.0,letf,2.9726837514339124,computed,920.0753126699988,18708.92468733
HIMS,healthcare,override,1.0,letf,2.74231787188433,computed,805.6181922100022,29341.50180779
AMKR,semis,vendor,0.75,letf,3.106631146689171,computed,801.6272999999992,15059.2527
THYP,other,default,0.1,letf,3.985876025586032,computed,759.7364821855999,16361.8635178144
INTC,semis,override,1.0,letf,2.495091460358597,computed,569.4145212000003,11405.6254788
WDC,semis,override,1.0,letf,2.7754801224891232,computed,557.8183887199993,8034.33682328
UEC,nuclear,override,1.0,letf,2.8674261772994343,computed,536.5082272975988,9188.9317727024
MU,semis,override,1.0,letf,3.1326068479669513,computed,509.0419970720032,45075.958002928
AVGO,semis,override,1.0,letf,2.127498725892479,computed,487.4341932120003,6936.853131788
UUUU,nuclear,override,1.0,letf,2.747012144566706,computed,450.7895328,8258.6304672
KLAC,semis,override,1.0,letf,2.5074629974468,computed,429.9207813958001,9786.7597186042
APP,software,override,1.0,letf,2.1619173625791053,computed,420.2650801375012,9768.6949198625
U,software,override,1.0,letf,2.3469049124462336,computed,409.05302200319966,7592.1869779968
TEM,software,override,1.0,letf,2.548855592042566,computed,390.06381546000057,7480.43618454
MRVL,semis,override,1.0,letf,2.8148452837657327,computed,365.88363075000007,3030.35636925
BLSH,crypto-equity,override,1.0,letf,2.7601518946566213,computed,349.4664823500002,5701.23351765
ARM,semis,override,1.0,letf,3.090349981718495,computed,343.56733039999995,3931.4726696
TER,semis,override,1.0,letf,3.0138910515859374,computed,329.3760527199984,10631.854425280002
UPST,fintech,override,1.0,letf,2.7976576598394787,computed,325.46371824000016,7878.31628176
GEMI,crypto-equity,override,1.0,letf,3.350969530904265,computed,315.7174689274016,13150.9425310726
QCOM,semis,override,1.0,letf,2.021157631487724,computed,305.28134021000017,2454.22693579
SOEZ,broad,override,1.0,letf,2.764135750511124,computed,295.89169969999875,14900.0627273
