underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
NVO,952.82905496,1.0,0.0,0.0,1509.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CRWV,-2541.08013594,0.10795885573279813,0.8379762108384019,0.054064933428800026,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8920411442672018,0.8379762108384019,0.054064933428800026,0.8920411442672018
SPY,135.27435247,0.11900431331573579,0.8809956866842642,0.0,1486.58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8809956866842642,0.8809956866842642,0.0,0.8809956866842642
NVDA,8091.546168000001,0.15929650841127832,0.8407034915887217,0.0,2030.9596209999997,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8407034915887217,0.8407034915887217,0.0,0.8407034915887217
SPCX,207.03235685798865,0.383574381004714,0.0,0.6164256189952859,-1115.9099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383574381004714,0.0,0.6164256189952859,0.6164256189952859
RKLB,33.76116700000017,0.456613793696395,0.0,0.543386206303605,9128.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.543386206303605,0.0,0.543386206303605,0.543386206303605
MU,15295.8448722,0.7542439405917664,0.2457560594082337,0.0,16979.0,0.24975080039501638,0.7502491996049837,0.0,0.24975080039501635,0.7502491996049837,0.0,2.7755575615628914e-17,0.0,0.0,0.5044931401967501,0.5044931401967501,0.0,0.5044931401967501
QBTS,13711.49505978113,0.49745656655019027,0.5025434334498098,0.0,-24860.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49745656655019027,0.5025434334498098,0.0,0.5025434334498098
LITE,-910.2259200899998,0.5561396343520224,0.0,0.44386036564797765,13923.580000000002,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4438603656479776,0.0,0.44386036564797765,0.44386036564797765
NOK,1495.239496,1.0,0.0,0.0,455.4,0.6360271666227492,0.0,0.0,0.6360271666227492,0.0,0.0,0.0,0.0,0.0,0.36397283337725084,0.0,0.0,0.36397283337725084
AMD,45239.011347,0.7001154054700033,0.2992962173905712,0.0005883771394255548,7436.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2998845945299967,0.2992962173905712,0.0005883771394255548,0.2998845945299967
CIFR,3579.6302338899995,1.0,0.0,0.0,7901.999999999999,0.7524400691832954,0.0,0.0,0.7524400691832954,0.0,0.0,0.0,0.0,0.0,0.24755993081670458,0.0,0.0,0.24755993081670458
SNDK,9465.715747999999,0.7593483513580341,0.0,0.24065164864196587,33870.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24065164864196587,0.0,0.24065164864196587,0.24065164864196587
SOXX,6093.61197052,1.0,0.0,0.0,4180.115548,0.7751399869389448,0.0,0.0,0.7751399869389448,0.0,0.0,0.0,0.0,0.0,0.2248600130610552,0.0,0.0,0.2248600130610552
ALAB,15031.864237310001,1.0,0.0,0.0,7590.5,0.7758941562057835,0.0,0.0,0.7758941562057835,0.0,0.0,0.0,0.0,0.0,0.2241058437942165,0.0,0.0,0.2241058437942165
QCOM,2809.177277,1.0,0.0,0.0,1379.754138,0.7787422180501551,0.0,0.0,0.7787422180501551,0.0,0.0,0.0,0.0,0.0,0.2212577819498449,0.0,0.0,0.2212577819498449
MRVL,11511.168493,1.0,0.0,0.0,1698.1200000000001,0.7845360570807717,0.0,0.0,0.7845360570807717,0.0,0.0,0.0,0.0,0.0,0.21546394291922832,0.0,0.0,0.21546394291922832
AXTI,-67858.211763,1.0,0.0,0.0,141248.8,0.7902745783506835,0.0,0.0,0.7902745783506835,0.0,0.0,0.0,0.0,0.0,0.2097254216493165,0.0,0.0,0.2097254216493165
ASML,1382.161125,0.7925057948652694,0.2074942051347306,0.0,1747.58,0.9184537082708659,0.0,0.0,0.9184537082708659,0.0,0.0,0.0,0.0,0.0,0.12594791340559652,0.2074942051347306,0.0,0.2074942051347306
CRDO,7753.019848,1.0,0.0,0.0,8309.880000000001,0.7930498996375397,0.0,0.0,0.7930498996375397,0.0,0.0,0.0,0.0,0.0,0.2069501003624603,0.0,0.0,0.2069501003624603
GLW,-1492.78370687,1.0,0.0,0.0,4794.780781,0.8014012109222225,0.0,0.0,0.8014012109222225,0.0,0.0,0.0,0.0,0.0,0.1985987890777775,0.0,0.0,0.1985987890777775
WULF,3358.5361740000003,1.0,0.0,0.0,10187.76,0.8044263742432095,0.0,0.0,0.8044263742432095,0.0,0.0,0.0,0.0,0.0,0.1955736257567905,0.0,0.0,0.1955736257567905
CRCL,-12612.85159157,0.6805725983473442,0.3194274016526558,0.0,27509.3,0.78147894013988,0.1266488076759496,0.0,0.78147894013988,0.1266488076759496,0.0,0.0,0.0,0.0,0.10090634179253577,0.19277859397670621,0.0,0.19277859397670621
CRML,-35316.576179619995,1.0,0.0,0.0,54150.4,0.8130814335391798,0.0,0.0,0.8130814335391798,0.0,0.0,0.0,0.0,0.0,0.18691856646082017,0.0,0.0,0.18691856646082017
NVTS,19185.200482999997,1.0,0.0,0.0,26759.100000000002,0.8243605262463984,0.0,0.0,0.8243605262463984,0.0,0.0,0.0,0.0,0.0,0.17563947375360156,0.0,0.0,0.17563947375360156
EWY,-657.17414412,1.0,0.0,0.0,9264.779999999999,0.8243809036372155,0.0,0.0,0.8243809036372155,0.0,0.0,0.0,0.0,0.0,0.1756190963627845,0.0,0.0,0.1756190963627845
LMND,1065.4049479999999,1.0,0.0,0.0,1679.5000000000002,0.826057022043108,0.0,0.0,0.826057022043108,0.0,0.0,0.0,0.0,0.0,0.17394297795689195,0.0,0.0,0.17394297795689195
HIMS,2904.72112845,0.17178363587426823,0.8282163641257317,0.0,15073.560000000001,0.29137436366989616,0.6551798549612697,0.0,0.29137436366989616,0.6551798549612697,0.0,0.0,0.0,0.0,0.11959072779562793,0.173036509164462,0.0,0.173036509164462
AAOI,-30258.184046000002,1.0,0.0,0.0,113265.45999999999,0.8279172875222509,0.0,0.0,0.8279172875222509,0.0,0.0,0.0,0.0,0.0,0.1720827124777491,0.0,0.0,0.1720827124777491
USAR,1394.42769008,1.0,0.0,0.0,7621.55,0.83025519641464,0.0,0.0,0.83025519641464,0.0,0.0,0.0,0.0,0.0,0.16974480358536004,0.0,0.0,0.16974480358536004
BBAI,-1003.7370450000001,1.0,0.0,0.0,7838.4,0.8309876479179426,0.0,0.0,0.8309876479179426,0.0,0.0,0.0,0.0,0.0,0.16901235208205745,0.0,0.0,0.16901235208205745
BE,2414.6587969,1.0,0.0,0.0,31599.120000000003,0.833953192723117,0.0,0.0,0.833953192723117,0.0,0.0,0.0,0.0,0.0,0.16604680727688303,0.0,0.0,0.16604680727688303
COIN,-8653.36269617,0.43706260270115316,0.562937397298847,0.0,32523.84,0.27441026623299497,0.7255897337670051,0.0,0.27441026623299497,0.7255897337670051,0.0,0.0,0.0,0.0,0.1626523364681582,0.16265233646815813,0.0,0.1626523364681582
PL,-5937.036779,1.0,0.0,0.0,9167.76,0.8388620958203094,0.0,0.0,0.8388620958203094,0.0,0.0,0.0,0.0,0.0,0.16113790417969065,0.0,0.0,0.16113790417969065
ARM,1946.5325335799998,1.0,0.0,0.0,2137.52,0.8392682499345036,0.0,0.0,0.8392682499345036,0.0,0.0,0.0,0.0,0.0,0.16073175006549645,0.0,0.0,0.16073175006549645
CPNG,-6.062502000000009,1.0,0.0,0.0,1362.8400000000001,0.8470432581227436,0.0,0.0,0.8470432581227436,0.0,0.0,0.0,0.0,0.0,0.15295674187725639,0.0,0.0,0.15295674187725639
STX,-1338.674595,1.0,0.0,0.0,6301.28,0.8473587362107381,0.0,0.0,0.8473587362107381,0.0,0.0,0.0,0.0,0.0,0.1526412637892619,0.0,0.0,0.1526412637892619
COHR,-3893.979009,1.0,0.0,0.0,20264.800000000003,0.8478594620573603,0.0,0.0,0.8478594620573603,0.0,0.0,0.0,0.0,0.0,0.1521405379426397,0.0,0.0,0.1521405379426397
CLS,-1976.423233,1.0,0.0,0.0,9642.88,0.8493612102940201,0.0,0.0,0.8493612102940201,0.0,0.0,0.0,0.0,0.0,0.15063878970597988,0.0,0.0,0.15063878970597988
RGTI,-604.1610989999995,1.0,0.0,0.0,13009.42,0.8554619852337767,0.0,0.0,0.8554619852337767,0.0,0.0,0.0,0.0,0.0,0.1445380147662233,0.0,0.0,0.1445380147662233
GLXY,-1935.197228,1.0,0.0,0.0,16828.14,0.8585641833593969,0.0,0.0,0.8585641833593969,0.0,0.0,0.0,0.0,0.0,0.14143581664060312,0.0,0.0,0.14143581664060312
VRT,6249.2445609999995,1.0,0.0,0.0,2027.180604,0.8587849374470437,0.0,0.0,0.8587849374470437,0.0,0.0,0.0,0.0,0.0,0.14121506255295635,0.0,0.0,0.14121506255295635
