ETF,Underlying,sleeve,strategy_tag,Delta,borrow_current,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,gross_target_usd,long_usd,short_usd
SHPU,SHOP,core_leveraged,ETF_LS,2.004498,0.073125,3045.43890966349,2031.8123705000455,-1013.6265391634442,2031.8123705000455,-1013.6265391634442,haircut,haircut,-237.79021113602084,1.0780807687133334,3283.229120799511,2190.457842269949,-1092.7712785295616
SOFA,SOFI,core_leveraged,ETF_LS,2.001267,0.05533,3806.1502112444837,2537.9690693319235,-1268.1811419125602,2537.9690693319235,-1268.1811419125602,haircut,haircut,-297.1871343323851,1.0780807687133334,4103.337345576869,2736.1356452360233,-1367.2017003408457
TSLL,TSLA,core_leveraged,ETF_LS,1.996205,0.026537,2078.787327023767,1384.9805524460037,-693.8067745777632,1384.9805524460037,-693.8067745777632,haircut,haircut,-150.18257416462575,1.0722452808001501,2228.9699011883927,1485.0388613602124,-743.9310398281802
TSMX,TSM,,ETF_LS,1.994698,0.104408,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
XOMX,XOM,,ETF_LS,2.003578,0.078557,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
YINN,FXI,core_leveraged,ETF_LS,2.989429,0.017,586.8148640666813,439.7224194921115,-147.09244457456975,439.7224194921115,-147.09244457456975,haircut,haircut,-49.01322189860423,1.0835241656268522,635.8280859652855,476.4498676876108,-159.3782182776747
MEXX,EWW,core_leveraged,ETF_LS,2.98516,0.051001,966.1263685866471,723.69535738844,-242.43101119820713,723.69535738844,-242.43101119820713,haircut,haircut,-69.91118551117972,1.072362361471878,1036.0375540978268,776.0636624353021,-259.97389166252464
KORU,EWY,core_leveraged,ETF_LS,2.986608,0.117445,15160.056803627485,11357.311009802888,-3802.745793824596,11357.311009802888,-3802.745793824596,haircut,haircut,-1074.5041449875007,1.0708773165500538,16234.560948614986,12162.286737402097,-4072.274211212887
LABU,XBI,core_leveraged,ETF_LS,2.993757,0.1881929999999999,35.27040282899285,26.439018538713587,-8.831384290279267,26.439018538713587,-8.831384290279267,haircut,haircut,-2.4095668212120813,1.0683169634578535,37.67996965020493,28.245252002084396,-9.434717648120538
SOXL,SOXX,core_leveraged,ETF_LS,2.989327,0.078835,5678.614308619471,4255.162606460317,-1423.451702159154,4255.162606460317,-1423.451702159154,haircut,haircut,-385.21240841063263,1.0678356351523866,6063.826717030103,4543.814264546238,-1520.012452483866
CHAU,ASHR,,ETF_LS,1.990057,0.038543,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
CWEB,KWEB,core_leveraged,ETF_LS,1.997858,0.008066,343.5626055126382,228.95991068431803,-114.60269482832015,228.95991068431803,-114.60269482832015,haircut,haircut,-28.308797183349952,1.082397783487262,371.87140269598814,247.8256998321473,-124.04570286384083
ERX,XLE,,ETF_LS,2.001434,0.055475,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
NUGT,GDX,core_leveraged,ETF_LS,1.991931,0.0140559999999999,1610.724473159958,1072.3683168315006,-538.3561563284575,1072.3683168315006,-538.3561563284575,haircut,haircut,-114.88537954003687,1.0713252834078146,1725.609852699995,1148.8552909470684,-576.7545617529264
JNUG,GDXJ,core_leveraged,ETF_LS,1.996201,0.031186,2099.5883630402886,1398.8381920603415,-700.7501709799471,1398.8381920603415,-700.7501709799471,haircut,haircut,-164.07675355163883,1.078147105613621,2263.6651165919275,1508.1533479916475,-755.51176860028
GUSH,XOP,core_leveraged,ETF_LS,2.003554,0.060603,280.50502012488136,187.11398399738658,-93.39103612749474,187.11398399738658,-93.39103612749474,haircut,haircut,-21.43373188426125,1.0764112238516048,301.9387520091426,201.4115925143765,-100.52715949476607
URAA,URA,core_leveraged,ETF_LS,1.951294,0.0234419999999999,1166.0625997563832,770.9604514253855,-395.1021483309975,770.9604514253855,-395.1021483309975,haircut,haircut,-112.15839975771746,1.096185573382724,1278.2209995141006,845.1157245011399,-433.1052750129606
TQQQ,QQQ,core_leveraged,ETF_LS,2.991566,0.00751,1000.9138170111836,750.1566412533023,-250.75717575788138,750.1566412533023,-250.75717575788138,haircut,haircut,-74.45059217954702,1.0743826200759852,1075.3644091907306,805.9552576971237,-269.4091514936069
SPXL,SPY,core_leveraged,ETF_LS,2.99182,0.015096,287.0968801319976,215.17558104235988,-71.9212990896377,215.17558104235988,-71.9212990896377,haircut,haircut,-23.256842027653533,1.08100694795764,310.3537221596511,232.60629813761327,-77.74742402203783
URTY,IWM,core_leveraged,ETF_LS,2.996502,0.062046,263.56067020644474,197.61283126968337,-65.94783893676139,197.61283126968337,-65.94783893676139,haircut,haircut,-17.355619495424605,1.0658505667094795,280.91628970186935,210.62574819785678,-70.2905415040126
MSTU,MSTR,core_leveraged,ETF_LS,1.992691,0.1561043163877599,1725.1559224968744,1148.6995083542602,-576.4564141426142,1148.6995083542602,-576.4564141426142,haircut,haircut,-134.70150057891578,1.0780807687133334,1859.8574230757902,1238.390848987189,-621.4665740886013
NVDX,NVDA,core_leveraged,ETF_LS,2.000072,0.070371,216.89103690480235,144.59575968985473,-72.29527721494763,144.59575968985473,-72.29527721494763,haircut,haircut,-16.935018888558915,1.0780807687133334,233.82605579336126,155.88590775912698,-77.94014803423427
TSLT,TSLA,core_leveraged,ETF_LS,1.995956,0.050679,1282.348475940587,854.3220042765882,-428.02647166399873,854.3220042765882,-428.02647166399873,haircut,haircut,-92.64362572797222,1.0722452808001501,1374.9921016685591,916.0427373692975,-458.94936429926184
BTCL,IBIT,core_leveraged,ETF_LS,2.000669,0.024322,978.5832411138599,652.4615525457906,-326.1216885680693,652.4615525457906,-326.1216885680693,haircut,haircut,-66.42739008837589,1.067881185061749,1045.0106312022358,696.7514159398273,-348.2592152624084
ETU,ETHA,,ETF_LS,1.994795,,5504.912765295454,3666.752635705464,-1838.16012958999,3666.752635705464,-1838.16012958999,haircut,none,5504.912765295454,0.0,0.0,0.0,0.0
CCUP,CRCL,core_leveraged,ETF_LS,1.997443,0.3346247480965785,8914.55345317177,5940.500751194862,-2974.0527019769083,5940.500751194862,-2974.0527019769083,haircut,haircut,-637.6628750575892,1.0715305459109352,9552.216328229359,6365.428012912151,-3186.7883153172083
CRWU,CRWV,core_leveraged,ETF_LS,1.997672,0.151621,8491.025545268049,5658.485645883443,-2832.5398993846056,5658.485645883443,-2832.5398993846056,haircut,haircut,-684.6498312002477,1.0806321718796141,9175.675376468296,6114.741633060647,-3060.93374340765
AAPX,AAPL,,ETF_LS,2.001743,0.034067,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
GOOX,GOOGL,core_leveraged,ETF_LS,1.986423,0.040336,335.2175913991083,222.97040089759253,-112.2471905015158,222.97040089759253,-112.2471905015158,haircut,haircut,-25.398893190953913,1.0757683780405012,360.6164845900622,239.86450652464345,-120.75197806541881
MSFX,MSFT,core_leveraged,ETF_LS,2.00587,0.0421729999999999,244.40693756443548,163.09705471373485,-81.30988285070063,163.09705471373485,-81.30988285070063,haircut,haircut,-18.199130236366585,1.0744624126374014,262.60606780080207,175.2416549017738,-87.36441289902827
NFLU,NFLX,core_leveraged,ETF_LS,2.000247,0.0874949999999999,106.76993384955483,71.18288589998441,-35.58704794957043,71.18288589998441,-35.58704794957043,haircut,haircut,-8.336678510444997,1.0780807687133334,115.10661235999983,76.7409003502887,-38.36571200971115
ROBN,HOOD,,ETF_LS,1.998136,,3398.2287860867823,2264.781608878416,-1133.4471772083664,2264.781608878416,-1133.4471772083664,haircut,none,3398.2287860867823,0.0,0.0,0.0,0.0
RBLU,RBLX,core_leveraged,ETF_LS,2.004135,0.1093939999999999,4537.467870777442,3027.060425447108,-1510.4074453303335,3027.060425447108,-1510.4074453303335,haircut,haircut,-324.11316772247574,1.071430405008453,4861.581038499918,3243.2845776218555,-1618.2964608780621
SNOU,SNOW,core_leveraged,ETF_LS,2.00032,0.045141,2785.726983589717,1857.2503598996714,-928.4766236900452,1857.2503598996714,-928.4766236900452,haircut,haircut,-223.08137570840063,1.0800801288218616,3008.8083592981175,2005.979207974886,-1002.8291513232314
GLXU,GLXY,core_leveraged,ETF_LS,2.00205,0.110924,21599.348903189344,14404.48242755125,-7194.866475638096,14404.48242755125,-7194.866475638096,haircut,haircut,-1686.4937660685137,1.0780807687133331,23285.842669257858,15529.19548841215,-7756.647180845708
AFRU,AFRM,core_leveraged,ETF_LS,1.999584,0.13528,1810.7852279135536,1207.1064418173637,-603.6787860961898,1207.1064418173637,-603.6787860961898,haircut,haircut,-125.41940319834521,1.0692624399983965,1936.2046311118988,1290.7135793154166,-645.4910517964819
KTUP,KTOS,core_leveraged,ETF_LS,2.006369,0.3225099999999999,1133.0683812903112,756.1790568958968,-376.8893243944144,756.1790568958968,-376.8893243944144,haircut,haircut,-88.47085021591988,1.0780807687133334,1221.539231506231,815.2220989432519,-406.31713256297917
TTDU,TTD,core_leveraged,ETF_LS,2.001386,0.158781,562.8231218388476,375.3020492947471,-187.5210725441005,375.3020492947471,-187.5210725441005,haircut,haircut,-40.21391886740071,1.0714503674547242,603.0370407062483,402.11751862336786,-200.9195220828805
BMNU,BMNR,core_leveraged,ETF_LS,1.990751,0.062112,9011.543738405986,5998.406322952146,-3013.13741545384,5998.406322952146,-3013.13741545384,haircut,haircut,-663.6935698085235,1.0736492646626072,9675.23730821451,6440.184537785106,-3235.052770429404
SBTU,SBET,core_leveraged,ETF_LS,2.005206,0.139404099155228,5869.06378713013,3916.098237636974,-1952.9655494931562,3916.098237636974,-1952.9655494931562,haircut,haircut,-427.23567119897234,1.0727945182902643,6296.299458329102,4201.16872242311,-2095.130735905992
XRPT,XRPZ,core_leveraged,ETF_LS,1.997971,0.0477799999999999,6538.928159143872,4357.8102767014225,-2181.117882442449,4357.8102767014225,-2181.117882442449,haircut,haircut,-507.49527011803093,1.0776113848885711,7046.423429261903,4696.025967357868,-2350.3974619040355
CHNU,CHNL,,ETF_LS,1.999431,,2300.543684521711,1533.5503166056924,-766.9933679160183,1533.5503166056924,-766.9933679160183,haircut,none,2300.543684521711,0.0,0.0,0.0,0.0
APPX,APP,core_leveraged,ETF_LS,1.998954,0.019888,9126.135321374888,6083.029184576895,-3043.1061367979933,6083.029184576895,-3043.1061367979933,haircut,haircut,-687.7429732823002,1.0753597167983577,9813.878294657188,6541.444541202754,-3272.433753454434
ARCX,ACHR,core_leveraged,ETF_LS,1.995838,0.053444,3370.3039447606216,2245.308552900107,-1124.9953918605152,2245.308552900107,-1124.9953918605152,haircut,haircut,-275.7571014969949,1.0818196536622993,3646.0610462576165,2429.0189210633916,-1217.0421251942248
ASTX,ASTS,core_leveraged,ETF_LS,1.997161,0.065314,36240.451505218734,24148.858325800367,-12091.593179418369,24148.858325800367,-12091.593179418369,haircut,haircut,-2676.314126401463,1.073848807485637,38916.7656316202,25932.222715300322,-12984.542916319879
BEX,BE,core_leveraged,ETF_LS,1.994816,0.043101,42379.227417002454,28228.365588762434,-14150.861828240015,28228.365588762434,-14150.861828240015,haircut,haircut,-3002.267045613371,1.0708428923460946,45381.494462615825,30228.144653273335,-15153.349809342484
CEGX,CEG,core_leveraged,ETF_LS,2.002572,0.051333,1175.1201803606796,783.7489891417248,-391.37119121895483,783.7489891417248,-391.37119121895483,haircut,haircut,-82.47661259565484,1.0701856831105907,1257.5967929563344,838.7569473318716,-418.8398456244628
CLSX,CLSK,core_leveraged,ETF_LS,2.001343,0.0917019999999999,13475.252510104414,8985.51158075898,-4489.740929345434,8985.51158075898,-4489.740929345434,haircut,haircut,-970.6875726599701,1.0720348336279488,14445.940082764384,9632.781412540959,-4813.158670223424
COZX,CORZ,core_leveraged,ETF_LS,2.006275,0.1173579999999999,4204.086689464939,2805.649524047624,-1398.437165417315,2805.649524047624,-1398.437165417315,haircut,haircut,-330.6120517605923,1.078640636166965,4534.698741225531,3026.2875874802717,-1508.41115374526
CRDU,CRDO,core_leveraged,ETF_LS,1.996007,0.082508,15962.920104351806,10634.855081689373,-5328.065022662432,10634.855081689373,-5328.065022662432,haircut,haircut,-1127.6080778544,1.0706392107761658,17090.528182206206,11386.092851378806,-5704.435330827399
CSEX,CLS,core_leveraged,ETF_LS,2.004164,0.039737,16290.864899590897,10868.103392698831,-5422.761506892067,10868.103392698831,-5422.761506892067,haircut,haircut,-1272.0032543651232,1.0780807687133338,17562.86815395602,11716.693260056745,-5846.174893899275
CWVX,CRWV,core_leveraged,ETF_LS,1.998445,0.09731,10500.961936347121,6998.826017113278,-3502.135919233843,6998.826017113278,-3502.135919233843,haircut,haircut,-846.7153677528222,1.0806321718796137,11347.677304099943,7563.156559480668,-3784.520744619276
FLYT,FLY,core_leveraged,ETF_LS,1.997293,0.20945,32261.57523413496,21498.00449409221,-10763.570740042753,21498.00449409221,-10763.570740042753,haircut,haircut,-2419.3686319405933,1.074992266012502,34680.943866075555,23110.188565851135,-11570.75530022442
GEVX,GEV,core_leveraged,ETF_LS,1.999408,0.017762,3068.6479348303783,2045.5634012056169,-1023.0845336247613,2045.5634012056169,-1023.0845336247613,haircut,haircut,-212.34940339057675,1.0691996631416483,3280.997338220955,2187.1156995039296,-1093.881638717025
IREX,IREN,core_leveraged,ETF_LS,1.996811,0.1194139999999999,25840.447910997762,17217.79939862986,-8622.648512367901,17217.79939862986,-8622.648512367901,haircut,haircut,-1957.3518406806797,1.0757475972329267,27797.79975167844,18522.0063327146,-9275.79341896384
JOBX,JOBY,core_leveraged,ETF_LS,1.989723,0.254769,1615.0206830924208,1074.8299419794746,-540.1907411129462,1074.8299419794746,-540.1907411129462,haircut,haircut,-124.12603745372508,1.076857243224929,1739.1467205461458,1157.4384082556273,-581.7083122905185
LABX,ALAB,core_leveraged,ETF_LS,1.999164,0.0332229999999999,15710.092724213924,10471.935449648769,-5238.157274565153,10471.935449648769,-5238.157274565153,haircut,haircut,-1219.833384897871,1.0776464790063107,16929.926109111795,11285.044365695363,-5644.88174341643
LRCU,LRCX,,ETF_LS,2.007331,0.37343,687.8769656061025,459.1435918583832,-228.73337374771933,459.1435918583832,-228.73337374771933,haircut,none,687.8769656061025,0.0,0.0,0.0,0.0
NEBX,NBIS,core_leveraged,ETF_LS,1.992944,0.062075,19433.32912917792,12940.281103829662,-6493.04802534826,12940.281103829662,-6493.04802534826,haircut,haircut,-1299.2205008740748,1.066855271798149,20732.549630051995,13805.407114170644,-6927.142515881352
NVTX,NVTS,,ETF_LS,1.98775,0.3598989999999999,39548.1349555187,26311.373193149455,-13236.761762369239,26311.373193149455,-13236.761762369239,haircut,none,39548.1349555187,0.0,0.0,0.0,0.0
OPEX,OPEN,core_leveraged,ETF_LS,2.001902,0.314481,4730.928917868836,3154.9517814170677,-1575.9771364517683,3154.9517814170677,-1575.9771364517683,haircut,haircut,-340.19686349802214,1.0719091048299394,5071.125781366858,3381.8215398003917,-1689.3042415664663
PONX,PONY,core_leveraged,ETF_LS,2.008606,0.123057,2300.118735969881,1535.6056239273335,-764.5131120425477,1535.6056239273335,-764.5131120425477,haircut,haircut,-179.59503903646873,1.0780807687133334,2479.71377500635,1655.5068914840974,-824.2068835222525
QBTX,QBTS,core_leveraged,ETF_LS,1.98419,0.289099,21195.722992852883,14093.050913376415,-7102.672079476469,14093.050913376415,-7102.672079476469,haircut,haircut,-1585.8897679051697,1.0748212159802204,22781.612760758053,15147.510119586394,-7634.102641171658
QUBX,QUBT,core_leveraged,ETF_LS,1.992419,0.222448,16394.967691810754,10916.133447070712,-5478.834244740044,10916.133447070712,-5478.834244740044,haircut,haircut,-1232.8846893022856,1.0751989703473528,17627.85238111304,11737.01544246473,-5890.836938648312
RGTU,RGTI,,ETF_LS,1.998208,0.451912,7773.31351126409,5180.6603293420585,-2592.6531819220313,5180.6603293420585,-2592.6531819220313,haircut,none,7773.31351126409,0.0,0.0,0.0,0.0
TARK,ARKK,core_leveraged,ETF_LS,1.991475,0.042,833.9478917932332,555.1730760942108,-278.7748156990225,555.1730760942108,-278.7748156990225,haircut,haircut,-61.85876107496097,1.0741758108434647,895.8066528681942,596.3534891719594,-299.45316369623487
TEMT,TEM,core_leveraged,ETF_LS,1.993334,0.058152,6947.787904941481,4626.701148521556,-2321.0867564199257,4626.701148521556,-2321.0867564199257,haircut,haircut,-542.4886204750301,1.0780807687133334,7490.2765254165115,4987.957530804981,-2502.3189946115303
UNX,U,core_leveraged,ETF_LS,2.001135,0.05274,6725.575967914633,4484.565161031693,-2241.0108068829404,4484.565161031693,-2241.0108068829404,haircut,haircut,-519.8432533371315,1.0772934921584592,7245.419221251765,4831.192863139996,-2414.2263581117695
UPSX,UPST,core_leveraged,ETF_LS,1.998942,0.108434,6866.78521538085,4577.049296719919,-2289.7359186609315,4577.049296719919,-2289.7359186609315,haircut,haircut,-536.1638682062885,1.0780807687133334,7402.949083587138,4934.428824246631,-2468.520259340507
WULX,WULF,core_leveraged,ETF_LS,1.994871,0.136844,16322.555824726256,10872.385909318795,-5450.16991540746,10872.385909318795,-5450.16991540746,haircut,haircut,-1236.0006718639233,1.0757234764663244,17558.55649659018,11695.680767855893,-5862.875728734286
CRMU,CRML,core_leveraged,ETF_LS,1.992066,0.159637,67653.8683704211,45042.780122227006,-22611.08824819409,45042.780122227006,-22611.08824819409,haircut,haircut,-4959.926185828197,1.0733132680406599,72613.7945562493,48345.01353462434,-24268.781021624956
UECG,UEC,core_leveraged,ETF_LS,2.000399,0.11769,7051.238476320432,4701.138214215147,-2350.1002621052835,4701.138214215147,-2350.1002621052835,haircut,haircut,-557.9449015550654,1.0791272204774756,7609.183377875497,5073.1262141864345,-2536.0571636890613
DNNG,DNN,core_leveraged,ETF_LS,1.997041,0.105512,1426.9501275123337,950.8304723216528,-476.11965519068093,950.8304723216528,-476.11965519068093,haircut,haircut,-107.0659929742942,1.0750313489658865,1534.0161204866279,1022.1725652978174,-511.8435551888105
RCAX,RCAT,core_leveraged,ETF_LS,2.001595,0.134702,23767.297471176887,15849.074835819056,-7918.22263535783,15849.074835819056,-7918.22263535783,haircut,haircut,-1892.0433488665076,1.0796070041686914,25659.340820043395,17110.772202344007,-8548.568617699388
OKLL,OKLO,core_leveraged,ETF_LS,2.000934,0.123226,14847.229170968678,9899.693113538333,-4947.536057430347,9899.693113538333,-4947.536057430347,haircut,haircut,-1129.7986279440884,1.0760949140701097,15977.027798912766,10653.009410333489,-5324.018388579278
GDXU,GDX,core_leveraged,ETF_LS,2.433861,0.08187,2354.370600372394,1668.736965122629,-685.6336352497653,1668.736965122629,-685.6336352497653,haircut,haircut,-167.9261503185876,1.0713252834078146,2522.2967506909818,1787.7601020930967,-734.5366485978849
MRNX,MRNA,core_leveraged,ETF_LS,1.99557,0.200215,2241.5445304225364,1493.2580505797898,-748.2864798427465,1493.2580505797898,-748.2864798427465,haircut,haircut,-161.87011821941542,1.072213652694601,2403.4146486419518,1601.0916688277757,-802.3229798141762
ZETX,ZETA,core_leveraged,ETF_LS,1.995858,0.203954,3944.982531770173,2628.1702757252697,-1316.812256044904,2628.1702757252697,-1316.812256044904,haircut,haircut,-309.55429394698194,1.0784678490852735,4254.536825717155,2834.3971442912816,-1420.1396814258737
LITX,LITE,core_leveraged,ETF_LS,1.999387,0.053926,23996.24419622151,15995.86138592677,-8000.382810294739,15995.86138592677,-8000.382810294739,haircut,haircut,-1873.6451930738367,1.0780807687133331,25869.889389295346,17244.830539171857,-8625.05885012349
SNXX,SNDK,core_leveraged,ETF_LS,1.990193,0.054185,28232.165839170386,18790.579346535833,-9441.586492634548,18790.579346535833,-9441.586492634548,haircut,haircut,-1992.599358487285,1.0705790469579446,30224.76519765767,20116.80052860197,-10107.964669055698
WDCX,WDC,core_leveraged,ETF_LS,2.004086,0.036571,7457.87577159508,4975.298451373528,-2482.5773202215514,4975.298451373528,-2482.5773202215514,haircut,haircut,-582.3166732146874,1.0780807687133334,8040.192444809767,5363.773579035031,-2676.4188657747377
LNOK,NOK,core_leveraged,ETF_LS,2.01217,0.151636,447.22871588514005,298.754786496978,-148.47392938816205,298.754786496978,-148.47392938816205,haircut,haircut,-31.556126509594435,1.0705592583587564,478.7848423947345,319.83470266333336,-158.95013973140112
USGG,USAR,,ETF_LS,1.996759,0.353815,10316.31683442767,6873.825518166444,-3442.491316261224,6873.825518166444,-3442.491316261224,haircut,none,10316.31683442767,0.0,0.0,0.0,0.0
ONDG,ONDS,core_leveraged,ETF_LS,1.999472,0.228842,16203.915208127657,10801.659341719283,-5402.2558664083745,10801.659341719283,-5402.2558664083745,haircut,haircut,-1176.6661425572838,1.072616162664631,17380.58135068494,11586.0343935255,-5794.546957159441
PLUL,PLUG,core_leveraged,ETF_LS,1.991916,0.329566,3349.912769799052,2230.2580837052406,-1119.6546860938115,2230.2580837052406,-1119.6546860938115,haircut,haircut,-325.59919869639134,1.097196321537627,3675.5119684954434,2447.030965520947,-1228.4810029744965
ALBG,ALB,core_leveraged,ETF_LS,2.000952,0.101453,924.4747351650321,616.4142479712909,-308.06048719374127,616.4142479712909,-308.06048719374127,haircut,haircut,-65.09760886901165,1.070415779245055,989.5723440340438,659.8195375799439,-329.7528064540998
UUUG,UUUU,core_leveraged,ETF_LS,1.995572,0.147702,7198.337223145762,4795.344665081471,-2402.99255806429,4795.344665081471,-2402.99255806429,haircut,haircut,-562.0517038410217,1.0780807687133331,7760.388926986784,5169.768862776415,-2590.620064210369
HUTG,HUT,core_leveraged,ETF_LS,1.995435,0.180779,18953.53752114575,12626.063374270338,-6327.474146875412,12626.063374270338,-6327.474146875412,haircut,haircut,-1403.192072472193,1.0740332547898621,20356.729593617943,13560.811941050639,-6795.917652567304
XPEG,XPEV,core_leveraged,ETF_LS,2.003931,0.08217,512.175595673035,341.6738112868307,-170.50178438620426,341.6738112868307,-170.50178438620426,haircut,haircut,-39.99106422635987,1.0780807687133331,552.1666598993949,368.3519651213208,-183.81469477807408
