symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
RTYY,0.0,-87710.0,-87710.0,87710.0,0.0,87710.0,87710.0,False
MTYY,-21400.00104904175,-86013.9,-64613.898950958246,64613.898950958246,21400.00104904175,86013.9,64613.898950958246,False
MAAY,0.0,-54791.3,-54791.3,54791.3,0.0,54791.3,54791.3,False
COYY,-82284.9859660875,-120888.02,-38603.03403391251,38603.03403391251,82284.9859660875,120888.02,38603.03403391251,False
SMYY,-48959.999084472656,-83215.76000000001,-34255.76091552735,34255.76091552735,48959.999084472656,83215.76000000001,34255.76091552735,False
BBYY,-10737.0002746582,-39270.0,-28532.9997253418,28532.9997253418,10737.0002746582,39270.0,28532.9997253418,False
FBYY,-13145.000457763672,-34098.13,-20953.129542236326,20953.129542236326,13145.000457763672,34098.13,20953.129542236326,False
AMYY,-63220.001220703125,-83315.1701,-20095.168879296878,20095.168879296878,63220.001220703125,83315.1701,20095.168879296878,False
XBTY,-65399.99961853027,-45992.125,19407.874618530273,19407.874618530273,65399.99961853027,45992.125,-19407.874618530273,True
CRMX,-17964.003452550656,0.0,17964.003452550656,17964.003452550656,17964.003452550656,0.0,-17964.003452550656,True
AMZZ,-109.2761493229249,-13290.119999999999,-13180.843850677074,13180.843850677074,109.2761493229249,13290.119999999999,13180.843850677074,False
HOYY,-38562.51314340344,-25491.765,13070.748143403442,13070.748143403442,38562.51314340344,25491.765,-13070.748143403442,True
QBY,-5286.00025177002,-16047.08,-10761.079748229979,10761.079748229979,5286.00025177002,16047.08,10761.079748229979,False
HMYY,-4181.99987411499,-13879.9554,-9697.95552588501,9697.95552588501,4181.99987411499,13879.9554,9697.95552588501,False
AMZO,0.0,-7675.92,-7675.92,7675.92,0.0,7675.92,7675.92,False
GOOX,-106.15042891107218,-7722.36,-7616.209571088927,7616.209571088927,106.15042891107218,7722.36,7616.209571088927,False
PLUL,-3130.3301275155563,-10371.83,-7241.499872484444,7241.499872484444,3130.3301275155563,10371.83,7241.499872484444,False
DUST,0.0,-6714.88,-6714.88,6714.88,0.0,6714.88,6714.88,False
CNCG,-1138.3741972341531,-7771.7059,-6633.331702765847,6633.331702765847,1138.3741972341531,7771.7059,6633.331702765847,False
GGLL,-25.6591791885593,-6644.7,-6619.04082081144,6619.04082081144,25.6591791885593,6644.7,6619.04082081144,False
