underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
COIN,"COIA, COIG, COIN, CONL, CONX",45640.61201817821,70431.57762852941,5
MSTR,"MSTR, MSTU, MSTX",41686.446881036165,47811.67392941616,3
QBTS,"QBTS, QBTX",13188.175726037698,34605.0982722777,2
GRAB,GRAB,4471.02,4471.02,1
NOK,NOK,4135.74,4135.74,1
AAL,AAL,2607.96,2607.96,1
LLY,LLY,988.09,988.09,1
AI,AI,796.25,796.25,1
DJT,DJT,744.3,744.3,1
LCID,LCID,590.19,590.19,1
HIMS,"HIMS, HIMZ",0.0,11740.81045368,2
RIOT,"RIOT, RIOX",0.0,5867.30482368,2
GME,"GME, GMEU",0.0,1404.2058544799997,2
GLW,"GLW, GLWG",0.0,2597.76450752,2
SMCI,"SMCI, SMCL",0.0,4845.4618939672,2
GDXJ,"GDXJ, JNUG",0.0,3542.5449999999996,2
SBET,"SBET, SBTU",0.0,12777.1087752,2
FIGR,"FGRU, FIGR",0.0,13430.53926448,2
RGTI,"RGTI, RGTU, RGTX",0.0,19753.3796854672,3
SNAP,"SNAG, SNAP",0.0,5336.0521536,2
EOSE,"EOSE, EOSU",0.0,47252.631325824,2
SRPT,"SRPT, SRPU",0.0,8694.8451396,2
HUT,"HUT, HUTG",0.0,26803.5529531392,2
KEEL,"KEEL, KEEX",0.0,35577.28949329241,2
IONQ,"IONL, IONQ, IONX, QPUX",0.0,29812.784069100002,4
RCAT,"RCAT, RCAX",0.0,48095.3437958,2
CRML,"CRML, CRMU",0.0,132366.8079436248,2
KTOS,"KTOS, KTUP",0.0,1991.6539246200002,2
QUBT,"QUBT, QUBX",0.0,15618.4966202,2
LITE,"LITE, LITX",0.0,36009.122832,2
AAPL,"AAPB, AAPL",0.0,1174.0336610592,2
LUNR,"LUNL, LUNR",0.0,31514.5797948,2
MARA,"MARA, MRAL",0.0,2580.61294238,2
META,"FBL, META",0.0,2131.61257512,2
MP,"MP, MPG, MPL",0.0,5093.2161924,3
QCOM,"QCMU, QCOM",0.0,1451.1723600000003,2
NFLX,"NFLU, NFLX",0.0,1499.3512396800002,2
PAAS,"PAAS, PAAU",0.0,4690.737570645,2
OKLO,"OKLL, OKLO",0.0,32984.35381695999,2
TDOG,"TDOG, TXXD",0.0,7661.64580236,2
SHOP,"SHOP, SHPU",0.0,2946.76675644,2
B,"B, BU",0.0,2034.7440273732,2
BMNR,"BMNG, BMNR, BMNU",0.0,32175.337504879997,3
CLS,"CLS, CSEX",0.0,11358.41745168,2
CIFR,"CIFG, CIFR, CIFU",0.0,34381.2071745504,3
APP,"APP, APPX",0.0,11498.201255520002,2
VST,"VST, VSTL",0.0,2614.92400512,2
TSUI,"TSUI, TXXS",0.0,18501.7243974,2
USAR,"USAR, USGG",0.0,21702.4701302528,2
COHR,"COHR, COHX",0.0,7086.562510500001,2
TER,"TER, TERG",0.0,3591.35315712,2
UUUU,"UUUG, UUUU",0.0,21889.600784999995,2
BE,"BE, BEG, BEX",0.0,66141.416280336,3
WULF,"WULF, WULX",0.0,22588.3065408,2
AMD,"AMD, AMDG, AMDL, AMUU",0.0,12224.4832161672,4
ALB,"ALB, ALBG",0.0,2627.805125176,2
BBAI,"BAIG, BBAI",0.0,12512.5207420896,2
ALAB,"ALAB, LABX",0.0,22974.86695168,2
CRDO,"CRDO, CRDU",0.0,19136.69026626,2
AVAV,"AVAV, AVXX",0.0,6071.58128216,2
GEV,"GEV, GEVG, GEVX",-2.2737367544323206e-13,4606.3499593199995,3
IBIT,"BITU, BITX, BTCL, IBIT",-2.2737367544323206e-13,7456.871521992999,4
BABA,"BABA, BABX",-2.2737367544323206e-13,3542.8615233,2
HOOD,"HODU, HOOD, HOOG, HOOX, ROBN",-9.094947017729282e-13,22618.884050426997,5
GLXY,"GLGG, GLXU, GLXY",-9.094947017729282e-13,25784.914467156,3
ONDS,"ONDG, ONDL, ONDS",-1.8189894035458565e-12,36813.88400588,3
RKT,"RKT, RKTL",-10.487892320000356,8121.36789232,2
UEC,"UEC, UECG",-18.60069104879949,7938.6006910487995,2
DKNG,"DKNG, DKNX",-28.434571199999937,2554.8745712,2
