underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
CRML,67905.11,67905.11,0.97492674702108,0.0,0.0,sleeve_balance,66202.5079984086,0.0,0.0
COIN,57968.64,57968.64,0.21390623511790172,0.7776887713494746,0.0,sleeve_balance,12399.853537305002,45081.560418400004,0.0
AMD,55570.68,55570.68,0.11000007552529859,0.36216842676815186,0.0,sleeve_balance,6112.7789969922,20125.9457500364,0.0
IBIT,54412.5,54412.5,0.06852585119052607,0.417368021587411,0.0,sleeve_balance,3728.6628779044995,22710.037474625,0.0
MSTR,44323.58,44323.58,0.0693736600694258,0.5947850401140883,0.0,sleeve_balance,3074.8889719800004,26363.0023083,0.0
IONQ,38560.42,38560.42,0.38768222864092255,0.4724720067243252,0.0,sleeve_balance,14949.189562930002,18218.719017532803,0.0
IREN,37138.56,37138.56,1.0,0.0,0.0,sleeve_balance,37138.56,0.0,0.0
BE,34925.85,34925.85,0.9474261899692062,0.0,0.0,sleeve_balance,33089.664996936,0.0,0.0
NBIS,34775.64,34775.64,1.0,0.0,0.0,sleeve_balance,34775.64,0.0,0.0
NVTS,31373.65,31373.65,1.0,0.0,0.0,sleeve_balance,31373.65,0.0,0.0
CRWV,31234.77,31234.77,1.0,0.0,0.0,sleeve_balance,31234.77,0.0,0.0
SMCI,28999.0,28999.0,0.08397664092448705,0.5731180932859755,0.0,sleeve_balance,2435.2386101692,16619.851587200003,0.0
CRCL,27290.55,27290.55,1.0,0.0,0.0,sleeve_balance,27290.55,0.0,0.0
EOSE,26658.84,26658.84,0.8906082900509098,0.0,0.0,sleeve_balance,23742.583907140797,0.0,0.0
META,25670.82,25670.82,0.041576628679177365,0.6443729702132617,0.0,sleeve_balance,1067.30615103,16541.582531210002,0.0
RCAT,25057.579999999998,25057.579999999998,0.9560130280897039,0.0,0.0,sleeve_balance,23955.3729324,0.0,0.0
FLY,23117.7,23117.7,1.0,0.0,0.0,sleeve_balance,23117.7,0.0,0.0
SNDK,22661.17,22661.17,1.0,0.0,0.0,sleeve_balance,22661.17,0.0,0.0
QBTS,22624.219999999998,22624.219999999998,0.47428995435157545,0.14056237217990278,0.0,sleeve_balance,10730.440271039999,3180.11403192,0.0
BABA,21454.859999999997,21454.859999999997,0.08190128603591876,0.9180987139640813,0.0,sleeve_balance,1757.1806257205917,19697.679374279407,0.0
PLUG,19992.75,19992.75,1.0,0.0,0.0,sleeve_balance,19992.75,0.0,0.0
HOOD,19673.25,19673.25,0.5645196331777522,0.43548036682224783,0.0,sleeve_balance,11105.935873414213,8567.314126585787,0.0
