run_date,underlying,qty_b1,qty_b2,qty_b4,ledger_total,ibkr_position,diff_ledger_minus_ibkr
2026-05-26,APLZ,-2000.0,0.0,0.0,-2000.0,-41000.0,39000.0
2026-05-26,COYY,0.0,0.0,0.0,0.0,-36157.0,36157.0
2026-05-26,MTYY,-6965.0,0.0,0.0,-6965.0,-32646.0,25681.0
2026-05-26,SMUP,-17193.0,0.0,0.0,-17193.0,-812.0,-16381.0
2026-05-26,IOYY,0.0,0.0,0.0,0.0,-15134.0,15134.0
2026-05-26,APLX,0.0,0.0,0.0,0.0,15000.0,-15000.0
2026-05-26,SMYY,0.0,0.0,0.0,0.0,-13999.0,13999.0
2026-05-26,QDEL,6000.0,0.0,0.0,6000.0,17000.0,-11000.0
2026-05-26,XBTY,-1119.0,0.0,0.0,-1119.0,-11755.0,10636.0
2026-05-26,INV,-1000.0,0.0,0.0,-1000.0,9000.0,-10000.0
2026-05-26,AMYY,0.0,0.0,0.0,0.0,-7953.0,7953.0
2026-05-26,JPM,36.0,0.0,0.0,36.0,7648.0,-7612.0
2026-05-26,NBIZ,0.0,0.0,0.0,0.0,-7049.0,7049.0
2026-05-26,MCHB,0.0,0.0,0.0,0.0,6883.0,-6883.0
2026-05-26,HOYY,0.0,0.0,0.0,0.0,-6433.0,6433.0
2026-05-26,JILL,-6100.0,0.0,0.0,-6100.0,0.0,-6100.0
2026-05-26,ASPN,0.0,0.0,0.0,0.0,-6000.0,6000.0
2026-05-26,MAAY,-2269.0,0.0,0.0,-2269.0,-7895.0,5626.0
2026-05-26,BEZ,0.0,0.0,0.0,0.0,-5100.0,5100.0
2026-05-26,QBY,0.0,0.0,0.0,0.0,-4899.0,4899.0
2026-05-26,CRMU,-145.0,0.0,0.0,-145.0,-4671.0,4526.0
2026-05-26,BMNU,0.0,0.0,0.0,0.0,-4069.0,4069.0
2026-05-26,FBYY,-723.0,0.0,0.0,-723.0,-4694.0,3971.0
2026-05-26,BBYY,0.0,0.0,0.0,0.0,-3900.0,3900.0
2026-05-26,HEI.A,1.0,0.0,0.0,1.0,3356.0,-3355.0
2026-05-26,3905,3000.0,0.0,0.0,3000.0,0.0,3000.0
2026-05-26,RTYY,0.0,0.0,0.0,0.0,-3000.0,3000.0
2026-05-26,HMYY,0.0,0.0,0.0,0.0,-2986.0,2986.0
2026-05-26,COLD,2000.0,0.0,0.0,2000.0,4075.0,-2075.0
2026-05-26,FTRE,500.0,0.0,0.0,500.0,2500.0,-2000.0
2026-05-26,GSOL,1978.0,0.0,0.0,1978.0,0.0,1978.0
2026-05-26,RCAX,-245.0,0.0,0.0,-245.0,-2198.0,1953.0
2026-05-26,SOLT,-1836.0,0.0,0.0,-1836.0,-55.0,-1781.0
2026-05-26,BJRI,-1500.0,0.0,0.0,-1500.0,0.0,-1500.0
2026-05-26,SMR,1476.0,0.0,0.0,1476.0,0.0,1476.0
2026-05-26,ASTN,0.0,0.0,0.0,0.0,-1375.0,1375.0
2026-05-26,CORD,0.0,0.0,0.0,0.0,-1353.0,1353.0
2026-05-26,IREZ,0.0,0.0,0.0,0.0,-1320.0,1320.0
2026-05-26,SMZ,0.0,0.0,0.0,0.0,-1310.0,1310.0
2026-05-26,GRAB,1263.0,0.0,0.0,1263.0,0.0,1263.0
