underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
NBIS,NBIZ,21230.66852844,21230.66852844,1
IREN,IREZ,18372.958164000003,18372.958164000003,1
BE,BEZ,17181.76944,17181.76944,1
CRWV,CORD,16242.197957700002,16242.197957700002,1
ASTS,ASTN,15220.716555,15220.716555,1
CLSK,CLSZ,11515.523989640002,11515.523989640002,1
QBTS,QBTZ,8614.702076759999,8614.702076759999,1
MSTR,"MSDD, MSTZ",7340.680414709999,7340.680414709999,2
CRCL,CRCD,5800.07203776,5800.07203776,1
RKLB,RKLZ,1794.77350316,1794.77350316,1
