symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,14301.51722444,14301.51722444,1
DUST,flow_program,13145.5692288,13145.5692288,1
FAZ,flow_program,10803.8220232,10803.8220232,1
SDS,flow_program,9646.928879320001,9646.928879320001,1
ZSL,flow_program,9485.969875199999,9485.969875199999,1
LABD,flow_program,8424.0702,8424.0702,1
SQQQ,flow_program,7149.38082552,7149.38082552,1
TSLQ,flow_program,7010.290702800002,7010.290702800002,1
NVDQ,flow_program,5857.5619606400005,5857.5619606400005,1
EWV,flow_program,2585.2350594000004,2585.2350594000004,1
SOXS,flow_program,2026.65913934,2026.65913934,1
TSYY,flow_program,-70.06129401,70.06129401,1
NVYY,flow_program,-82.4821030152,82.4821030152,1
TQQY,flow_program,-421.26333471249995,421.26333471249995,1
