symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
IOYY,-8243.999862670898,-138627.44,-130383.4401373291,130383.4401373291,8243.999862670898,138627.44,130383.4401373291,False
SMYY,-8300.999641418457,-116198.69949999999,-107897.69985858153,107897.69985858153,8300.999641418457,116198.69949999999,107897.69985858153,False
MTYY,-41310.00041961671,-134847.5676,-93537.56718038331,93537.56718038331,41310.00041961671,134847.5676,93537.56718038331,False
FBYY,0.0,-61749.57,-61749.57,61749.57,0.0,61749.57,61749.57,False
MAAY,0.0,-55896.6,-55896.6,55896.6,0.0,55896.6,55896.6,False
BBYY,0.0,-45678.36,-45678.36,45678.36,0.0,45678.36,45678.36,False
QBY,-1787.0000839233396,-43772.565,-41985.56491607666,41985.56491607666,1787.0000839233396,43772.565,41985.56491607666,False
HOYY,0.0,-38091.0796,-38091.0796,38091.0796,0.0,38091.0796,38091.0796,False
RTYY,0.0,-36960.0,-36960.0,36960.0,0.0,36960.0,36960.0,False
HMYY,0.0,-20573.539999999997,-20573.539999999997,20573.539999999997,0.0,20573.539999999997,20573.539999999997,False
AMZZ,-130.449226595793,-13474.8,-13344.350773404207,13344.350773404207,130.449226595793,13474.8,13344.350773404207,False
XBTY,-65199.99980926514,-76642.59999999999,-11442.600190734855,11442.600190734855,65199.99980926514,76642.59999999999,11442.600190734855,False
COYY,-119432.15281377173,-129803.62999999999,-10371.477186228265,10371.477186228265,119432.15281377173,129803.62999999999,10371.477186228265,False
BEZ,0.0,-8542.5,-8542.5,8542.5,0.0,8542.5,8542.5,False
RGTX,0.0,-7952.1,-7952.1,7952.1,0.0,7952.1,7952.1,False
NVTX,-15839.108857150108,-23675.56,-7836.451142849894,7836.451142849894,15839.108857150108,23675.56,7836.451142849894,False
AMZO,0.0,-7535.0016000000005,-7535.0016000000005,7535.0016000000005,0.0,7535.0016000000005,7535.0016000000005,False
RDWU,0.0,-7120.08,-7120.08,7120.08,0.0,7120.08,7120.08,False
DUST,0.0,-7001.6,-7001.6,7001.6,0.0,7001.6,7001.6,False
AAOX,-30811.08980020691,-37651.94,-6840.850199793091,6840.850199793091,30811.08980020691,37651.94,6840.850199793091,False
CLSX,-6081.288509097715,-12387.6,-6306.311490902285,6306.311490902285,6081.288509097715,12387.6,6306.311490902285,False
NBIZ,-4440.000057220458,-10432.52,-5992.519942779542,5992.519942779542,4440.000057220458,10432.52,5992.519942779542,False
CLSZ,0.0,-5685.460000000001,-5685.460000000001,5685.460000000001,0.0,5685.460000000001,5685.460000000001,False
QBTZ,-9900.0,-4292.73,5607.27,5607.27,9900.0,4292.73,-5607.27,True
NVDB,-44.352477557122114,-5522.8640000000005,-5478.511522442878,5478.511522442878,44.352477557122114,5522.8640000000005,5478.511522442878,False
UVIX,-4991.943791531778,0.0,4991.943791531778,4991.943791531778,4991.943791531778,0.0,-4991.943791531778,True
ZSL,0.0,-4712.76,-4712.76,4712.76,0.0,4712.76,4712.76,False
SDS,0.0,-4672.889999999999,-4672.889999999999,4672.889999999999,0.0,4672.889999999999,4672.889999999999,False
ASTX,-9253.87020653819,-13830.5,-4576.629793461811,4576.629793461811,9253.87020653819,13830.5,4576.629793461811,False
FLYT,-11763.509359121948,-15606.64,-3843.130640878051,3843.130640878051,11763.509359121948,15606.64,3843.130640878051,False
PLU,-1309.3198226562838,-5060.650000000001,-3751.330177343717,3751.330177343717,1309.3198226562838,5060.650000000001,3751.330177343717,False
TSLQ,0.0,-3730.02,-3730.02,3730.02,0.0,3730.02,3730.02,False
QBTX,-8175.292825167562,-11852.849999999999,-3677.5571748324364,3677.5571748324364,8175.292825167562,11852.849999999999,3677.5571748324364,False
CRMU,-31860.11166483942,-35426.2653,-3566.153635160579,3566.153635160579,31860.11166483942,35426.2653,3566.153635160579,False
