symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15131.9183081472,15131.9183081472,1
DUST,flow_program,13940.304627200001,13940.304627200001,1
FAZ,flow_program,10129.215928369998,10129.215928369998,1
ZSL,flow_program,9533.192427720001,9533.192427720001,1
SDS,flow_program,9307.40155443,9307.40155443,1
LABD,flow_program,9008.328168,9008.328168,1
TSLQ,flow_program,7474.303596479999,7474.303596479999,1
SQQQ,flow_program,7220.075712000001,7220.075712000001,1
NVDQ,flow_program,5753.5466043,5753.5466043,1
SOXS,flow_program,2319.9268270000002,2319.9268270000002,1
EWV,flow_program,2206.7154824946006,2206.7154824946006,1
