symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4683.016183,0.0,0.0,0.0,-214.69,19.857559476806202,0.0,0.0,4488.183742476806
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2591.829926,0.0,0.0,-25.53,-55.550000000000004,2.0371457830884134,0.0,0.0,2512.787071783088
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1581.696672,0.0,0.0,-29.37,-26.22,6.343350452643999,0.0,0.0,1532.4500224526441
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1536.433059,0.0,0.0,0.0,-149.81,7.584349093337834,0.0,0.0,1394.2074080933378
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,897.940642,0.0,0.0,0.0,-60.35,9.830005839373149,0.0,0.0,847.4206478393731
SDS,PROSHARES ULTRASHORT S&P500,0.0,851.257826,0.0,0.0,-26.99,-58.839999999999996,12.314822973267809,0.0,0.0,777.7426489732678
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,663.095372,0.0,0.0,-15.54,-98.21000000000001,7.91956894276713,0.0,0.0,557.2649409427671
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,136.858545,0.0,0.0,-26.13,-70.34,8.922566761118514,0.0,0.0,49.31111176111851
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,16.432484,0.0,0.0,-13.85,-1.08,0.33063429488521645,0.0,0.0,1.8331182948852156
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-16.994211,0.0,0.0,-132.21,-29.79,1.37500751918031,0.0,0.0,-17.734688530819692
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,9.095803,0.0,0.0,-160.67000000000002,-7.67,0.3634183744992137,0.0,0.0,-54.456916365500796
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,93.182837,0.0,0.0,-1.46,-11.33,2.9003368953688518,0.0,0.0,-296.3860553246311
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1025.457632,0.0,0.0,0.0,-433.62,12.419895421355436,0.0,0.0,-1446.6577365786445
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-2352.575048,0.0,0.0,-90.65,-199.66,18.451849825189957,0.0,0.0,-2627.83915647481
