symbol,underlying,bucket,pair,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NVTS,NVTS,bucket_1,NVTS (spot),NAVITAS SEMICONDUCTOR CORP,16471.872068,26134.062956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42605.935024000006
AMD,AMD,bucket_1,AMD (spot),ADVANCED MICRO DEVICES,13417.120625576617,16906.17797495833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30323.298600534945
NBIS,NBIS,bucket_1,NBIS (spot),NEBIUS GROUP NV,8995.294823,15616.150464306138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24611.44528730614
INTC,INTC,bucket_1,INTC (spot),INTEL CORP,14728.903835000001,2804.584851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17533.488686
AAOI,AAOI,bucket_1,AAOI (spot),APPLIED OPTOELECTRONICS INC,8022.297407999999,6308.86426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14331.161668
ALAB,ALAB,bucket_1,ALAB (spot),ASTERA LABS INC,4542.79884092,8831.494829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13374.29366992
MU,MU,bucket_1,MU (spot),MICRON TECHNOLOGY INC,9719.400688,3032.114766,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12754.515454
IONQ,IONQ,bucket_2,IONQ (spot),IONQ INC,270.5703124966057,12391.231654512963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12661.80196700957
MRVL,MRVL,bucket_1,MRVL (spot),MARVELL TECHNOLOGY INC,11238.645962999999,164.522106,8.76,0.0,0.0,0.0,0.0,0.0,0.0,11411.928069
SNDK,SNDK,bucket_1,SNDK (spot),SANDISK CORP,3050.740429,7184.568354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10235.308783
PLUG,PLUG,bucket_1,PLUG (spot),PLUG POWER INC,6090.989576,3598.274452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9689.264028
QUBT,QUBT,bucket_1,QUBT (spot),QUANTUM COMPUTING INC,5806.358923,3694.808199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9501.167121999999
BE,BE,bucket_1,BE (spot),BLOOM ENERGY CORP- A,2993.3231589999996,6474.367796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9467.690955
PANW,PANW,bucket_1,PANW (spot),PALO ALTO NETWORKS INC,9078.71196291,346.895838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9425.60780091
AMD,AMD,bucket_2,AMD (spot),ADVANCED MICRO DEVICES,2536.550725333381,6168.58610904167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8705.136834375051
