symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3584.906608,0.0,0.0,0.0,-488.47,55.50553544657478,0.0,0.0,3151.942143446575
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,3007.495888,0.0,0.0,-30.14,-56.58,3.2091487756121184,0.0,0.0,2923.985036775612
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,2191.665835,0.0,0.0,-32.54,-149.45,10.853578532790179,0.0,0.0,2020.52941353279
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1819.127687,0.0,0.0,-74.0,-43.49,16.911595034241607,0.0,0.0,1718.5492820342415
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1604.284204,0.0,0.0,0.0,-331.71,18.522628134512534,0.0,0.0,1291.0968321345126
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,995.751913,0.0,0.0,0.0,-84.3,23.67111723608489,0.0,0.0,935.1230302360849
SDS,PROSHARES ULTRASHORT S&P500,0.0,1022.95656,0.0,0.0,-84.78999999999999,-91.75,33.52378717976538,0.0,0.0,879.9403471797654
FAZ,DIREX DLY FIN BEA 3X ETF-USD,0.0,870.151216,0.0,0.0,-46.84,-102.63,18.3634624382249,0.0,0.0,739.0446784382249
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,26.172349,0.0,0.0,-21.88,-2.45,0.8755711987023976,0.0,0.0,3.2137399287023998
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,22.992055,0.0,0.0,-166.57,-71.06,4.200593112793098,0.0,0.0,-50.55283693720689
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,24.24933,0.0,0.0,-173.48000000000002,-9.290000000000001,1.2148134722282682,0.0,0.0,-52.881994267771745
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,234.747545,0.0,0.0,-18.34,-30.16,9.93075002209238,0.0,0.0,-183.50093419790764
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-3376.575048,0.0,0.0,-131.54000000000002,-431.83,51.32182451289777,0.0,0.0,-3892.029181787102
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-3311.637632,0.0,0.0,0.0,-628.21,44.7565752661858,0.0,0.0,-3895.091056733814
